year,bula_h,regtyp,hgeqpgar,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2010,Hamburg,Urban regions,Yes,0.31033,97,243,0.25204,0.36861
2010,Hamburg,Urban regions,No,0.68967,146,243,0.63139,0.74796
2010,Lower Saxony,Urban regions,Yes,0.64392,404,589,0.60522,0.68263
2010,Lower Saxony,Urban regions,No,0.35608,185,589,0.31737,0.39478
2010,Lower Saxony,Rural regions,Yes,0.82820,577,671,0.79963,0.85676
2010,Lower Saxony,Rural regions,No,0.17180,94,671,0.14324,0.20037
2010,Bremen,Urban regions,Yes,0.45544,50,105,0.35973,0.55116
2010,Bremen,Urban regions,No,0.54456,55,105,0.44884,0.64027
2010,North Rhine-Westphalia,Urban regions,Yes,0.58743,1713,2738,0.56898,0.60587
2010,North Rhine-Westphalia,Urban regions,No,0.41257,1025,2738,0.39413,0.43102
2010,North Rhine-Westphalia,Rural regions,Yes,0.62540,49,49,0.48847,0.76233
2010,Hesse,Urban regions,Yes,0.58438,482,765,0.54944,0.61933
2010,Hesse,Urban regions,No,0.41562,283,765,0.38067,0.45056
2010,Hesse,Rural regions,Yes,0.73512,145,198,0.67350,0.79674
2010,Hesse,Rural regions,No,0.26488,53,198,0.20326,0.32650
2010,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.68215,417,590,0.64455,0.71976
2010,"Rhineland-Palatinate, Saarland",Urban regions,No,0.31785,173,590,0.28024,0.35545
2010,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.73010,146,185,0.66596,0.79425
2010,"Rhineland-Palatinate, Saarland",Rural regions,No,0.26990,39,185,0.20575,0.33404
2010,Baden-Wuerttemberg,Urban regions,Yes,0.59710,942,1467,0.57199,0.62221
2010,Baden-Wuerttemberg,Urban regions,No,0.40290,525,1467,0.37779,0.42801
2010,Baden-Wuerttemberg,Rural regions,Yes,0.80994,132,132,0.74275,0.87712
2010,Bavaria,Urban regions,Yes,0.54486,567,940,0.51301,0.57672
2010,Bavaria,Urban regions,No,0.45514,373,940,0.42328,0.48699
2010,Bavaria,Rural regions,Yes,0.74670,871,1091,0.72088,0.77252
2010,Bavaria,Rural regions,No,0.25330,220,1091,0.22748,0.27912
2010,Berlin,Urban regions,Yes,0.16697,151,592,0.13690,0.19704
2010,Berlin,Urban regions,No,0.83303,441,592,0.80296,0.86310
2010,Brandenburg,Urban regions,No,0.73843,34,34,0.58848,0.88838
2010,Brandenburg,Rural regions,Yes,0.55060,302,516,0.50763,0.59356
2010,Brandenburg,Rural regions,No,0.44940,214,516,0.40644,0.49237
2010,Mecklenburg-Western Pomerania,Urban regions,No,0.71959,36,36,0.57078,0.86841
2010,Mecklenburg-Western Pomerania,Rural regions,Yes,0.57759,174,303,0.52188,0.63330
2010,Mecklenburg-Western Pomerania,Rural regions,No,0.42241,129,303,0.36670,0.47812
2010,Saxony,Urban regions,Yes,0.41160,235,497,0.36829,0.45491
2010,Saxony,Urban regions,No,0.58840,262,497,0.54509,0.63171
2010,Saxony,Rural regions,Yes,0.62280,290,438,0.57735,0.66824
2010,Saxony,Rural regions,No,0.37720,148,438,0.33176,0.42265
2010,Saxony-Anhalt,Urban regions,Yes,0.25560,34,102,0.17053,0.34067
2010,Saxony-Anhalt,Urban regions,No,0.74440,68,102,0.65933,0.82947
2010,Saxony-Anhalt,Rural regions,Yes,0.57444,278,431,0.52770,0.62117
2010,Saxony-Anhalt,Rural regions,No,0.42556,153,431,0.37883,0.47230
2010,Thuringa,Urban regions,Yes,0.55411,103,187,0.48267,0.62554
2010,Thuringa,Urban regions,No,0.44589,84,187,0.37446,0.51733
2010,Thuringa,Rural regions,Yes,0.67815,252,351,0.62920,0.72709
2010,Thuringa,Rural regions,No,0.32185,99,351,0.27291,0.37080
2011,Schleswig-Holstein,Urban regions,Yes,0.43266,96,175,0.35904,0.50627
2011,Schleswig-Holstein,Urban regions,No,0.56734,79,175,0.49373,0.64096
2011,Schleswig-Holstein,Rural regions,Yes,0.68980,308,431,0.64608,0.73353
2011,Schleswig-Holstein,Rural regions,No,0.31020,123,431,0.26647,0.35392
2011,Hamburg,Urban regions,Yes,0.32672,111,265,0.27014,0.38329
2011,Hamburg,Urban regions,No,0.67328,154,265,0.61671,0.72986
2011,Lower Saxony,Urban regions,Yes,0.66400,498,687,0.62865,0.69935
2011,Lower Saxony,Urban regions,No,0.33600,189,687,0.30065,0.37135
2011,Lower Saxony,Rural regions,Yes,0.87350,728,827,0.85083,0.89617
2011,Lower Saxony,Rural regions,No,0.12650,99,827,0.10383,0.14917
2011,Bremen,Urban regions,Yes,0.42034,48,121,0.33202,0.50866
2011,Bremen,Urban regions,No,0.57966,73,121,0.49134,0.66798
2011,North Rhine-Westphalia,Urban regions,Yes,0.58036,2028,3209,0.56328,0.59743
2011,North Rhine-Westphalia,Urban regions,No,0.41964,1181,3209,0.40257,0.43672
2011,North Rhine-Westphalia,Rural regions,Yes,0.68190,62,62,0.56502,0.79877
2011,Hesse,Urban regions,Yes,0.57111,574,922,0.53915,0.60307
2011,Hesse,Urban regions,No,0.42889,348,922,0.39693,0.46085
2011,Hesse,Rural regions,Yes,0.74848,169,235,0.69288,0.80407
2011,Hesse,Rural regions,No,0.25152,66,235,0.19593,0.30712
2011,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.68232,492,699,0.64778,0.71686
2011,"Rhineland-Palatinate, Saarland",Urban regions,No,0.31768,207,699,0.28314,0.35222
2011,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.74573,193,244,0.69097,0.80048
2011,"Rhineland-Palatinate, Saarland",Rural regions,No,0.25427,51,244,0.19952,0.30903
2011,Baden-Wuerttemberg,Urban regions,Yes,0.58989,1145,1769,0.56696,0.61281
2011,Baden-Wuerttemberg,Urban regions,No,0.41011,624,1769,0.38719,0.43304
2011,Baden-Wuerttemberg,Rural regions,Yes,0.80897,192,231,0.75817,0.85978
2011,Baden-Wuerttemberg,Rural regions,No,0.19103,39,231,0.14022,0.24183
2011,Bavaria,Urban regions,Yes,0.54069,722,1190,0.51236,0.56901
2011,Bavaria,Urban regions,No,0.45931,468,1190,0.43099,0.48764
2011,Bavaria,Rural regions,Yes,0.73078,1093,1382,0.70739,0.75417
2011,Bavaria,Rural regions,No,0.26922,289,1382,0.24583,0.29261
2011,Berlin,Urban regions,Yes,0.19798,181,671,0.16781,0.22815
2011,Berlin,Urban regions,No,0.80202,490,671,0.77185,0.83219
2011,Brandenburg,Urban regions,No,0.86467,52,52,0.77078,0.95855
2011,Brandenburg,Rural regions,Yes,0.58086,383,620,0.54199,0.61973
2011,Brandenburg,Rural regions,No,0.41914,237,620,0.38027,0.45801
2011,Mecklenburg-Western Pomerania,Urban regions,No,0.80812,38,38,0.68123,0.93500
2011,Mecklenburg-Western Pomerania,Rural regions,Yes,0.53893,191,361,0.48743,0.59042
2011,Mecklenburg-Western Pomerania,Rural regions,No,0.46107,170,361,0.40958,0.51257
2011,Saxony,Urban regions,Yes,0.45781,280,565,0.41669,0.49893
2011,Saxony,Urban regions,No,0.54219,285,565,0.50107,0.58331
2011,Saxony,Rural regions,Yes,0.62529,321,490,0.58239,0.66819
2011,Saxony,Rural regions,No,0.37471,169,490,0.33181,0.41761
2011,Saxony-Anhalt,Urban regions,Yes,0.33104,54,145,0.25418,0.40790
2011,Saxony-Anhalt,Urban regions,No,0.66896,91,145,0.59210,0.74582
2011,Saxony-Anhalt,Rural regions,Yes,0.61812,315,510,0.57591,0.66033
2011,Saxony-Anhalt,Rural regions,No,0.38188,195,510,0.33967,0.42409
2011,Thuringa,Urban regions,Yes,0.48562,108,224,0.42002,0.55122
2011,Thuringa,Urban regions,No,0.51438,116,224,0.44878,0.57998
2011,Thuringa,Rural regions,Yes,0.63906,295,425,0.59334,0.68477
2011,Thuringa,Rural regions,No,0.36094,130,425,0.31523,0.40666
2012,Schleswig-Holstein,Urban regions,Yes,0.39383,80,174,0.32102,0.46664
2012,Schleswig-Holstein,Urban regions,No,0.60617,94,174,0.53336,0.67898
2012,Schleswig-Holstein,Rural regions,Yes,0.73539,317,431,0.69370,0.77709
2012,Schleswig-Holstein,Rural regions,No,0.26461,114,431,0.22291,0.30630
2012,Hamburg,Urban regions,Yes,0.32168,102,272,0.26607,0.37730
2012,Hamburg,Urban regions,No,0.67832,170,272,0.62270,0.73393
2012,Lower Saxony,Urban regions,Yes,0.66775,458,630,0.63094,0.70456
2012,Lower Saxony,Urban regions,No,0.33225,172,630,0.29544,0.36906
2012,Lower Saxony,Rural regions,Yes,0.84903,735,850,0.82494,0.87311
2012,Lower Saxony,Rural regions,No,0.15097,115,850,0.12689,0.17506
2012,Bremen,Urban regions,Yes,0.52696,65,125,0.43908,0.61484
2012,Bremen,Urban regions,No,0.47304,60,125,0.38516,0.56092
2012,North Rhine-Westphalia,Urban regions,Yes,0.58775,1993,3127,0.57050,0.60501
2012,North Rhine-Westphalia,Urban regions,No,0.41225,1134,3127,0.39499,0.42950
2012,North Rhine-Westphalia,Rural regions,Yes,0.70397,59,59,0.58648,0.82146
2012,Hesse,Urban regions,Yes,0.56095,576,901,0.52853,0.59338
2012,Hesse,Urban regions,No,0.43905,325,901,0.40662,0.47147
2012,Hesse,Rural regions,Yes,0.73715,177,237,0.68099,0.79332
2012,Hesse,Rural regions,No,0.26285,60,237,0.20668,0.31901
2012,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.66083,472,698,0.62568,0.69598
2012,"Rhineland-Palatinate, Saarland",Urban regions,No,0.33917,226,698,0.30402,0.37432
2012,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.73102,185,231,0.67371,0.78833
2012,"Rhineland-Palatinate, Saarland",Rural regions,No,0.26898,46,231,0.21167,0.32629
2012,Baden-Wuerttemberg,Urban regions,Yes,0.63189,1144,1688,0.60887,0.65490
2012,Baden-Wuerttemberg,Urban regions,No,0.36811,544,1688,0.34510,0.39113
2012,Baden-Wuerttemberg,Rural regions,Yes,0.75094,184,219,0.69353,0.80835
2012,Baden-Wuerttemberg,Rural regions,No,0.24906,35,219,0.19165,0.30647
2012,Bavaria,Urban regions,Yes,0.52409,687,1133,0.49500,0.55318
2012,Bavaria,Urban regions,No,0.47591,446,1133,0.44682,0.50500
2012,Bavaria,Rural regions,Yes,0.71114,1082,1397,0.68736,0.73492
2012,Bavaria,Rural regions,No,0.28886,315,1397,0.26508,0.31264
2012,Berlin,Urban regions,Yes,0.23127,196,699,0.19999,0.26255
2012,Berlin,Urban regions,No,0.76873,503,699,0.73745,0.80001
2012,Brandenburg,Urban regions,No,0.79116,44,44,0.66967,0.91266
2012,Brandenburg,Rural regions,Yes,0.57067,373,611,0.53139,0.60995
2012,Brandenburg,Rural regions,No,0.42933,238,611,0.39005,0.46861
2012,Mecklenburg-Western Pomerania,Urban regions,No,0.89303,35,35,0.78914,0.99692
2012,Mecklenburg-Western Pomerania,Rural regions,Yes,0.49374,182,360,0.44203,0.54546
2012,Mecklenburg-Western Pomerania,Rural regions,No,0.50626,178,360,0.45454,0.55797
2012,Saxony,Urban regions,Yes,0.40031,246,551,0.35936,0.44126
2012,Saxony,Urban regions,No,0.59969,305,551,0.55874,0.64064
2012,Saxony,Rural regions,Yes,0.62298,335,524,0.58145,0.66452
2012,Saxony,Rural regions,No,0.37702,189,524,0.33548,0.41855
2012,Saxony-Anhalt,Urban regions,Yes,0.32841,51,135,0.24889,0.40793
2012,Saxony-Anhalt,Urban regions,No,0.67159,84,135,0.59207,0.75111
2012,Saxony-Anhalt,Rural regions,Yes,0.56417,296,490,0.52021,0.60812
2012,Saxony-Anhalt,Rural regions,No,0.43583,194,490,0.39188,0.47979
2012,Thuringa,Urban regions,Yes,0.48326,107,213,0.41599,0.55053
2012,Thuringa,Urban regions,No,0.51674,106,213,0.44947,0.58401
2012,Thuringa,Rural regions,Yes,0.62273,290,426,0.57665,0.66882
2012,Thuringa,Rural regions,No,0.37727,136,426,0.33118,0.42335
2013,Schleswig-Holstein,Urban regions,Yes,0.41224,83,193,0.34262,0.48187
2013,Schleswig-Holstein,Urban regions,No,0.58776,110,193,0.51813,0.65738
2013,Schleswig-Holstein,Rural regions,Yes,0.70969,309,459,0.66811,0.75126
2013,Schleswig-Holstein,Rural regions,No,0.29031,150,459,0.24874,0.33189
2013,Hamburg,Urban regions,Yes,0.30958,117,336,0.26007,0.35908
2013,Hamburg,Urban regions,No,0.69042,219,336,0.64092,0.73993
2013,Lower Saxony,Urban regions,Yes,0.66442,492,719,0.62988,0.69896
2013,Lower Saxony,Urban regions,No,0.33558,227,719,0.30104,0.37012
2013,Lower Saxony,Rural regions,Yes,0.82270,773,909,0.79786,0.84754
2013,Lower Saxony,Rural regions,No,0.17730,136,909,0.15246,0.20214
2013,Bremen,Urban regions,Yes,0.56535,77,145,0.48439,0.64632
2013,Bremen,Urban regions,No,0.43465,68,145,0.35368,0.51561
2013,North Rhine-Westphalia,Urban regions,Yes,0.60863,2181,3589,0.59266,0.62460
2013,North Rhine-Westphalia,Urban regions,No,0.39137,1408,3589,0.37540,0.40734
2013,North Rhine-Westphalia,Rural regions,Yes,0.81712,60,60,0.71848,0.91576
2013,Hesse,Urban regions,Yes,0.57753,631,1071,0.54793,0.60712
2013,Hesse,Urban regions,No,0.42247,440,1071,0.39288,0.45207
2013,Hesse,Rural regions,Yes,0.70264,165,237,0.64432,0.76096
2013,Hesse,Rural regions,No,0.29736,72,237,0.23904,0.35568
2013,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.64733,522,795,0.61410,0.68057
2013,"Rhineland-Palatinate, Saarland",Urban regions,No,0.35267,273,795,0.31943,0.38590
2013,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.74860,193,240,0.69360,0.80360
2013,"Rhineland-Palatinate, Saarland",Rural regions,No,0.25140,47,240,0.19640,0.30640
2013,Baden-Wuerttemberg,Urban regions,Yes,0.63670,1228,1904,0.61509,0.65830
2013,Baden-Wuerttemberg,Urban regions,No,0.36330,676,1904,0.34170,0.38491
2013,Baden-Wuerttemberg,Rural regions,Yes,0.70806,170,230,0.64918,0.76695
2013,Baden-Wuerttemberg,Rural regions,No,0.29194,60,230,0.23305,0.35082
2013,Bavaria,Urban regions,Yes,0.51435,724,1318,0.48736,0.54134
2013,Bavaria,Urban regions,No,0.48565,594,1318,0.45866,0.51264
2013,Bavaria,Rural regions,Yes,0.70249,1106,1528,0.67955,0.72542
2013,Bavaria,Rural regions,No,0.29751,422,1528,0.27458,0.32045
2013,Berlin,Urban regions,Yes,0.23861,197,770,0.20848,0.26874
2013,Berlin,Urban regions,No,0.76139,573,770,0.73126,0.79152
2013,Brandenburg,Urban regions,No,0.79757,48,48,0.68269,0.91244
2013,Brandenburg,Rural regions,Yes,0.57061,367,614,0.53142,0.60979
2013,Brandenburg,Rural regions,No,0.42939,247,614,0.39021,0.46858
2013,Mecklenburg-Western Pomerania,Urban regions,No,0.88063,42,42,0.78139,0.97988
2013,Mecklenburg-Western Pomerania,Rural regions,Yes,0.48216,169,331,0.42825,0.53607
2013,Mecklenburg-Western Pomerania,Rural regions,No,0.51784,162,331,0.46393,0.57175
2013,Saxony,Urban regions,Yes,0.45189,251,546,0.41011,0.49368
2013,Saxony,Urban regions,No,0.54811,295,546,0.50632,0.58989
2013,Saxony,Rural regions,Yes,0.59901,309,502,0.55610,0.64193
2013,Saxony,Rural regions,No,0.40099,193,502,0.35807,0.44390
2013,Saxony-Anhalt,Urban regions,Yes,0.32593,55,149,0.25041,0.40144
2013,Saxony-Anhalt,Urban regions,No,0.67407,94,149,0.59856,0.74959
2013,Saxony-Anhalt,Rural regions,Yes,0.61034,296,486,0.56693,0.65374
2013,Saxony-Anhalt,Rural regions,No,0.38966,190,486,0.34626,0.43307
2013,Thuringa,Urban regions,Yes,0.46489,94,201,0.39577,0.53402
2013,Thuringa,Urban regions,No,0.53511,107,201,0.46598,0.60423
2013,Thuringa,Rural regions,Yes,0.68157,296,408,0.63631,0.72683
2013,Thuringa,Rural regions,No,0.31843,112,408,0.27317,0.36369
2014,Schleswig-Holstein,Urban regions,Yes,0.40910,80,169,0.33476,0.48345
2014,Schleswig-Holstein,Urban regions,No,0.59090,89,169,0.51655,0.66524
2014,Schleswig-Holstein,Rural regions,Yes,0.71686,276,398,0.67254,0.76117
2014,Schleswig-Holstein,Rural regions,No,0.28314,122,398,0.23883,0.32746
2014,Hamburg,Urban regions,Yes,0.33916,96,270,0.28258,0.39573
2014,Hamburg,Urban regions,No,0.66084,174,270,0.60427,0.71742
2014,Lower Saxony,Urban regions,Yes,0.65979,435,633,0.62285,0.69673
2014,Lower Saxony,Urban regions,No,0.34021,198,633,0.30327,0.37715
2014,Lower Saxony,Rural regions,Yes,0.84082,714,833,0.81596,0.86568
2014,Lower Saxony,Rural regions,No,0.15918,119,833,0.13432,0.18404
2014,Bremen,Urban regions,Yes,0.55067,68,124,0.46276,0.63858
2014,Bremen,Urban regions,No,0.44933,56,124,0.36142,0.53724
2014,North Rhine-Westphalia,Urban regions,Yes,0.61761,2011,3163,0.60067,0.63455
2014,North Rhine-Westphalia,Urban regions,No,0.38239,1152,3163,0.36545,0.39933
2014,North Rhine-Westphalia,Rural regions,Yes,0.80719,49,49,0.69558,0.91879
2014,Hesse,Urban regions,Yes,0.60431,561,911,0.57254,0.63609
2014,Hesse,Urban regions,No,0.39569,350,911,0.36391,0.42746
2014,Hesse,Rural regions,Yes,0.70606,143,203,0.64323,0.76888
2014,Hesse,Rural regions,No,0.29394,60,203,0.23112,0.35677
2014,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.65013,472,704,0.61487,0.68538
2014,"Rhineland-Palatinate, Saarland",Urban regions,No,0.34987,232,704,0.31462,0.38513
2014,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.74097,169,216,0.68240,0.79953
2014,"Rhineland-Palatinate, Saarland",Rural regions,No,0.25903,47,216,0.20047,0.31760
2014,Baden-Wuerttemberg,Urban regions,Yes,0.64157,1060,1624,0.61824,0.66490
2014,Baden-Wuerttemberg,Urban regions,No,0.35843,564,1624,0.33510,0.38176
2014,Baden-Wuerttemberg,Rural regions,Yes,0.68664,147,202,0.62251,0.75076
2014,Baden-Wuerttemberg,Rural regions,No,0.31336,55,202,0.24924,0.37749
2014,Bavaria,Urban regions,Yes,0.52971,668,1201,0.50147,0.55795
2014,Bavaria,Urban regions,No,0.47029,533,1201,0.44205,0.49853
2014,Bavaria,Rural regions,Yes,0.71355,1013,1349,0.68941,0.73768
2014,Bavaria,Rural regions,No,0.28645,336,1349,0.26232,0.31059
2014,Berlin,Urban regions,Yes,0.24915,179,656,0.21603,0.28228
2014,Berlin,Urban regions,No,0.75085,477,656,0.71772,0.78397
2014,Brandenburg,Urban regions,No,0.78196,42,42,0.65556,0.90835
2014,Brandenburg,Rural regions,Yes,0.58908,350,566,0.54851,0.62965
2014,Brandenburg,Rural regions,No,0.41092,216,566,0.37035,0.45149
2014,Mecklenburg-Western Pomerania,Urban regions,No,0.88362,36,36,0.77738,0.98986
2014,Mecklenburg-Western Pomerania,Rural regions,Yes,0.45298,160,310,0.39747,0.50848
2014,Mecklenburg-Western Pomerania,Rural regions,No,0.54702,150,310,0.49152,0.60253
2014,Saxony,Urban regions,Yes,0.45207,231,502,0.40849,0.49565
2014,Saxony,Urban regions,No,0.54793,271,502,0.50435,0.59151
2014,Saxony,Rural regions,Yes,0.57978,287,450,0.53412,0.62543
2014,Saxony,Rural regions,No,0.42022,163,450,0.37457,0.46588
2014,Saxony-Anhalt,Urban regions,Yes,0.26599,43,140,0.19253,0.33945
2014,Saxony-Anhalt,Urban regions,No,0.73401,97,140,0.66055,0.80747
2014,Saxony-Anhalt,Rural regions,Yes,0.58343,255,443,0.53747,0.62939
2014,Saxony-Anhalt,Rural regions,No,0.41657,188,443,0.37061,0.46253
2014,Thuringa,Urban regions,Yes,0.48712,95,198,0.41732,0.55692
2014,Thuringa,Urban regions,No,0.51288,103,198,0.44308,0.58268
2014,Thuringa,Rural regions,Yes,0.66279,278,394,0.61605,0.70953
2014,Thuringa,Rural regions,No,0.33721,116,394,0.29047,0.38395
2015,Schleswig-Holstein,Urban regions,Yes,0.42172,71,153,0.34321,0.50022
2015,Schleswig-Holstein,Urban regions,No,0.57828,82,153,0.49978,0.65679
2015,Schleswig-Holstein,Rural regions,Yes,0.74000,284,395,0.69668,0.78331
2015,Schleswig-Holstein,Rural regions,No,0.26000,111,395,0.21669,0.30332
2015,Hamburg,Urban regions,Yes,0.31975,97,283,0.26531,0.37418
2015,Hamburg,Urban regions,No,0.68025,186,283,0.62582,0.73469
2015,Lower Saxony,Urban regions,Yes,0.62019,398,625,0.58211,0.65827
2015,Lower Saxony,Urban regions,No,0.37981,227,625,0.34173,0.41789
2015,Lower Saxony,Rural regions,Yes,0.80274,701,868,0.77625,0.82923
2015,Lower Saxony,Rural regions,No,0.19726,167,868,0.17077,0.22375
2015,Bremen,Urban regions,Yes,0.48371,58,117,0.39277,0.57465
2015,Bremen,Urban regions,No,0.51629,59,117,0.42535,0.60723
2015,North Rhine-Westphalia,Urban regions,Yes,0.59573,1850,3150,0.57859,0.61287
2015,North Rhine-Westphalia,Urban regions,No,0.40427,1300,3150,0.38713,0.42141
2015,North Rhine-Westphalia,Rural regions,Yes,0.79536,44,44,0.67477,0.91594
2015,Hesse,Urban regions,Yes,0.58193,519,909,0.54985,0.61401
2015,Hesse,Urban regions,No,0.41807,390,909,0.38599,0.45015
2015,Hesse,Rural regions,Yes,0.69046,149,218,0.62895,0.75197
2015,Hesse,Rural regions,No,0.30954,69,218,0.24803,0.37105
2015,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.62057,430,682,0.58413,0.65702
2015,"Rhineland-Palatinate, Saarland",Urban regions,No,0.37943,252,682,0.34298,0.41587
2015,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.76651,175,240,0.71287,0.82014
2015,"Rhineland-Palatinate, Saarland",Rural regions,No,0.23349,65,240,0.17986,0.28713
2015,Baden-Wuerttemberg,Urban regions,Yes,0.63402,1017,1639,0.61069,0.65735
2015,Baden-Wuerttemberg,Urban regions,No,0.36598,622,1639,0.34265,0.38931
2015,Baden-Wuerttemberg,Rural regions,Yes,0.69699,139,187,0.63094,0.76303
2015,Baden-Wuerttemberg,Rural regions,No,0.30301,48,187,0.23697,0.36906
2015,Bavaria,Urban regions,Yes,0.52360,663,1244,0.49584,0.55137
2015,Bavaria,Urban regions,No,0.47640,581,1244,0.44863,0.50416
2015,Bavaria,Rural regions,Yes,0.68303,960,1342,0.65813,0.70794
2015,Bavaria,Rural regions,No,0.31697,382,1342,0.29206,0.34187
2015,Berlin,Urban regions,Yes,0.23677,168,650,0.20407,0.26948
2015,Berlin,Urban regions,No,0.76323,482,650,0.73052,0.79593
2015,Brandenburg,Urban regions,No,0.72167,38,38,0.57726,0.86608
2015,Brandenburg,Rural regions,Yes,0.61507,348,558,0.57466,0.65548
2015,Brandenburg,Rural regions,No,0.38493,210,558,0.34452,0.42534
2015,Mecklenburg-Western Pomerania,Urban regions,No,0.77672,35,35,0.63674,0.91671
2015,Mecklenburg-Western Pomerania,Rural regions,Yes,0.43616,151,306,0.38050,0.49181
2015,Mecklenburg-Western Pomerania,Rural regions,No,0.56384,155,306,0.50819,0.61950
2015,Saxony,Urban regions,Yes,0.47491,236,504,0.43127,0.51855
2015,Saxony,Urban regions,No,0.52509,268,504,0.48145,0.56873
2015,Saxony,Rural regions,Yes,0.58597,266,411,0.53829,0.63365
2015,Saxony,Rural regions,No,0.41403,145,411,0.36635,0.46171
2015,Saxony-Anhalt,Urban regions,Yes,0.26739,40,134,0.19217,0.34261
2015,Saxony-Anhalt,Urban regions,No,0.73261,94,134,0.65739,0.80783
2015,Saxony-Anhalt,Rural regions,Yes,0.55550,235,411,0.50740,0.60360
2015,Saxony-Anhalt,Rural regions,No,0.44450,176,411,0.39640,0.49260
2015,Thuringa,Urban regions,Yes,0.45598,89,192,0.38534,0.52661
2015,Thuringa,Urban regions,No,0.54402,103,192,0.47339,0.61466
2015,Thuringa,Rural regions,Yes,0.57957,249,387,0.53032,0.62881
2015,Thuringa,Rural regions,No,0.42043,138,387,0.37119,0.46968
2016,Schleswig-Holstein,Urban regions,Yes,0.50754,100,237,0.44375,0.57132
2016,Schleswig-Holstein,Urban regions,No,0.49246,137,237,0.42868,0.55625
2016,Schleswig-Holstein,Rural regions,Yes,0.74568,270,392,0.70252,0.78885
2016,Schleswig-Holstein,Rural regions,No,0.25432,122,392,0.21115,0.29748
2016,Hamburg,Urban regions,Yes,0.32934,95,289,0.27506,0.38362
2016,Hamburg,Urban regions,No,0.67066,194,289,0.61638,0.72494
2016,Lower Saxony,Urban regions,Yes,0.61295,402,710,0.57709,0.64880
2016,Lower Saxony,Urban regions,No,0.38705,308,710,0.35120,0.42291
2016,Lower Saxony,Rural regions,Yes,0.81808,676,862,0.79231,0.84384
2016,Lower Saxony,Rural regions,No,0.18192,186,862,0.15616,0.20769
2016,Bremen,Urban regions,Yes,0.56039,65,129,0.47440,0.64637
2016,Bremen,Urban regions,No,0.43961,64,129,0.35363,0.52560
2016,North Rhine-Westphalia,Urban regions,Yes,0.59869,1792,3296,0.58195,0.61543
2016,North Rhine-Westphalia,Urban regions,No,0.40131,1504,3296,0.38457,0.41805
2016,North Rhine-Westphalia,Rural regions,Yes,0.86135,57,57,0.77084,0.95187
2016,Hesse,Urban regions,Yes,0.54978,487,908,0.51740,0.58215
2016,Hesse,Urban regions,No,0.45022,421,908,0.41785,0.48260
2016,Hesse,Rural regions,Yes,0.68300,134,219,0.62123,0.74477
2016,Hesse,Rural regions,No,0.31700,85,219,0.25523,0.37877
2016,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.61393,426,790,0.57996,0.64790
2016,"Rhineland-Palatinate, Saarland",Urban regions,No,0.38607,364,790,0.35210,0.42004
2016,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.75541,172,246,0.70159,0.80924
2016,"Rhineland-Palatinate, Saarland",Rural regions,No,0.24459,74,246,0.19076,0.29841
2016,Baden-Wuerttemberg,Urban regions,Yes,0.62845,995,1643,0.60508,0.65183
2016,Baden-Wuerttemberg,Urban regions,No,0.37155,648,1643,0.34817,0.39492
2016,Baden-Wuerttemberg,Rural regions,Yes,0.76907,143,220,0.71326,0.82489
2016,Baden-Wuerttemberg,Rural regions,No,0.23093,77,220,0.17511,0.28674
2016,Bavaria,Urban regions,Yes,0.49948,610,1166,0.47076,0.52819
2016,Bavaria,Urban regions,No,0.50052,556,1166,0.47181,0.52924
2016,Bavaria,Rural regions,Yes,0.70111,919,1362,0.67679,0.72543
2016,Bavaria,Rural regions,No,0.29889,443,1362,0.27457,0.32321
2016,Berlin,Urban regions,Yes,0.21444,152,672,0.18338,0.24550
2016,Berlin,Urban regions,No,0.78556,520,672,0.75450,0.81662
2016,Brandenburg,Urban regions,No,0.75195,35,35,0.60678,0.89712
2016,Brandenburg,Rural regions,Yes,0.61874,341,604,0.57997,0.65751
2016,Brandenburg,Rural regions,No,0.38126,263,604,0.34249,0.42003
2016,Mecklenburg-Western Pomerania,Urban regions,No,0.88478,48,48,0.79350,0.97607
2016,Mecklenburg-Western Pomerania,Rural regions,Yes,0.47337,163,322,0.41875,0.52799
2016,Mecklenburg-Western Pomerania,Rural regions,No,0.52663,159,322,0.47201,0.58125
2016,Saxony,Urban regions,Yes,0.44524,220,538,0.40321,0.48728
2016,Saxony,Urban regions,No,0.55476,318,538,0.51272,0.59679
2016,Saxony,Rural regions,Yes,0.58314,258,432,0.53659,0.62969
2016,Saxony,Rural regions,No,0.41686,174,432,0.37031,0.46341
2016,Saxony-Anhalt,Urban regions,Yes,0.28581,38,151,0.21351,0.35811
