"ple0055","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"64","1984","Westdeutschland","maennlich","","","",""
"64","1984","Westdeutschland","weiblich","","","",""
"64","1984","Ostdeutschland","maennlich","","","",""
"64","1984","Ostdeutschland","weiblich","","","",""
"65","1984","Westdeutschland","maennlich","","","",""
"65","1984","Westdeutschland","weiblich","","","",""
"65","1984","Ostdeutschland","maennlich","","","",""
"65","1984","Ostdeutschland","weiblich","","","",""
"90","1984","Westdeutschland","maennlich","","","",""
"90","1984","Westdeutschland","weiblich","","","",""
"90","1984","Ostdeutschland","maennlich","","","",""
"90","1984","Ostdeutschland","weiblich","","","",""
"98","1984","Westdeutschland","maennlich","","","",""
"98","1984","Westdeutschland","weiblich","","","",""
"98","1984","Ostdeutschland","maennlich","","","",""
"98","1984","Ostdeutschland","weiblich","","","",""
"100","1984","Westdeutschland","maennlich","","","",""
"100","1984","Westdeutschland","weiblich","","","",""
"100","1984","Ostdeutschland","maennlich","","","",""
"100","1984","Ostdeutschland","weiblich","","","",""
"0","1985","Westdeutschland","maennlich","1","","",""
"0","1985","Westdeutschland","weiblich","","","",""
"0","1985","Ostdeutschland","maennlich","","","",""
"0","1985","Ostdeutschland","weiblich","","","",""
"1","1985","Westdeutschland","maennlich","362","0.782809486194597","0.745128900780565","0.820490071608628"
"1","1985","Westdeutschland","weiblich","590","0.811366343705744","0.782549291854576","0.840183395556911"
"1","1985","Ostdeutschland","maennlich","","","",""
"1","1985","Ostdeutschland","weiblich","","","",""
"2","1985","Westdeutschland","maennlich","61","0.134451133575176","0.103276798058427","0.165625469091925"
"2","1985","Westdeutschland","weiblich","79","0.132544950479482","0.107568164902021","0.157521736056944"
"2","1985","Ostdeutschland","maennlich","","","",""
"2","1985","Ostdeutschland","weiblich","","","",""
"3","1985","Westdeutschland","maennlich","17","","",""
"3","1985","Westdeutschland","weiblich","19","","",""
"3","1985","Ostdeutschland","maennlich","","","",""
"3","1985","Ostdeutschland","weiblich","","","",""
"4","1985","Westdeutschland","maennlich","3","","",""
"4","1985","Westdeutschland","weiblich","4","","",""
"4","1985","Ostdeutschland","maennlich","","","",""
"4","1985","Ostdeutschland","weiblich","","","",""
"5","1985","Westdeutschland","maennlich","2","","",""
"5","1985","Westdeutschland","weiblich","5","","",""
"5","1985","Ostdeutschland","maennlich","","","",""
"5","1985","Ostdeutschland","weiblich","","","",""
"6","1985","Westdeutschland","maennlich","","","",""
"6","1985","Westdeutschland","weiblich","4","","",""
"6","1985","Ostdeutschland","maennlich","","","",""
"6","1985","Ostdeutschland","weiblich","","","",""
"7","1985","Westdeutschland","maennlich","3","","",""
"7","1985","Westdeutschland","weiblich","","","",""
"7","1985","Ostdeutschland","maennlich","","","",""
"7","1985","Ostdeutschland","weiblich","","","",""
"8","1985","Westdeutschland","maennlich","1","","",""
"8","1985","Westdeutschland","weiblich","","","",""
"8","1985","Ostdeutschland","maennlich","","","",""
"8","1985","Ostdeutschland","weiblich","","","",""
"9","1985","Westdeutschland","maennlich","1","","",""
"9","1985","Westdeutschland","weiblich","","","",""
"9","1985","Ostdeutschland","maennlich","","","",""
"9","1985","Ostdeutschland","weiblich","","","",""
"10","1985","Westdeutschland","maennlich","4","","",""
"10","1985","Westdeutschland","weiblich","","","",""
"10","1985","Ostdeutschland","maennlich","","","",""
"10","1985","Ostdeutschland","weiblich","","","",""
"11","1985","Westdeutschland","maennlich","","","",""
"11","1985","Westdeutschland","weiblich","","","",""
"11","1985","Ostdeutschland","maennlich","","","",""
"11","1985","Ostdeutschland","weiblich","","","",""
"12","1985","Westdeutschland","maennlich","","","",""
"12","1985","Westdeutschland","weiblich","1","","",""
"12","1985","Ostdeutschland","maennlich","","","",""
"12","1985","Ostdeutschland","weiblich","","","",""
"13","1985","Westdeutschland","maennlich","","","",""
"13","1985","Westdeutschland","weiblich","","","",""
"13","1985","Ostdeutschland","maennlich","","","",""
"13","1985","Ostdeutschland","weiblich","","","",""
"14","1985","Westdeutschland","maennlich","3","","",""
"14","1985","Westdeutschland","weiblich","3","","",""
"14","1985","Ostdeutschland","maennlich","","","",""
"14","1985","Ostdeutschland","weiblich","","","",""
"15","1985","Westdeutschland","maennlich","","","",""
"15","1985","Westdeutschland","weiblich","1","","",""
"15","1985","Ostdeutschland","maennlich","","","",""
"15","1985","Ostdeutschland","weiblich","","","",""
"16","1985","Westdeutschland","maennlich","1","","",""
"16","1985","Westdeutschland","weiblich","1","","",""
"16","1985","Ostdeutschland","maennlich","","","",""
"16","1985","Ostdeutschland","weiblich","","","",""
"17","1985","Westdeutschland","maennlich","","","",""
"17","1985","Westdeutschland","weiblich","1","","",""
"17","1985","Ostdeutschland","maennlich","","","",""
"17","1985","Ostdeutschland","weiblich","","","",""
"18","1985","Westdeutschland","maennlich","","","",""
"18","1985","Westdeutschland","weiblich","","","",""
"18","1985","Ostdeutschland","maennlich","","","",""
"18","1985","Ostdeutschland","weiblich","","","",""
"19","1985","Westdeutschland","maennlich","","","",""
"19","1985","Westdeutschland","weiblich","","","",""
"19","1985","Ostdeutschland","maennlich","","","",""
"19","1985","Ostdeutschland","weiblich","","","",""
"20","1985","Westdeutschland","maennlich","","","",""
"20","1985","Westdeutschland","weiblich","","","",""
"20","1985","Ostdeutschland","maennlich","","","",""
"20","1985","Ostdeutschland","weiblich","","","",""
"21","1985","Westdeutschland","maennlich","","","",""
"21","1985","Westdeutschland","weiblich","","","",""
"21","1985","Ostdeutschland","maennlich","","","",""
"21","1985","Ostdeutschland","weiblich","","","",""
"22","1985","Westdeutschland","maennlich","","","",""
"22","1985","Westdeutschland","weiblich","","","",""
"22","1985","Ostdeutschland","maennlich","","","",""
"22","1985","Ostdeutschland","weiblich","","","",""
"23","1985","Westdeutschland","maennlich","","","",""
"23","1985","Westdeutschland","weiblich","","","",""
"23","1985","Ostdeutschland","maennlich","","","",""
"23","1985","Ostdeutschland","weiblich","","","",""
"24","1985","Westdeutschland","maennlich","","","",""
"24","1985","Westdeutschland","weiblich","","","",""
"24","1985","Ostdeutschland","maennlich","","","",""
"24","1985","Ostdeutschland","weiblich","","","",""
"25","1985","Westdeutschland","maennlich","","","",""
"25","1985","Westdeutschland","weiblich","","","",""
"25","1985","Ostdeutschland","maennlich","","","",""
"25","1985","Ostdeutschland","weiblich","","","",""
"26","1985","Westdeutschland","maennlich","","","",""
"26","1985","Westdeutschland","weiblich","","","",""
"26","1985","Ostdeutschland","maennlich","","","",""
"26","1985","Ostdeutschland","weiblich","","","",""
"27","1985","Westdeutschland","maennlich","","","",""
"27","1985","Westdeutschland","weiblich","","","",""
"27","1985","Ostdeutschland","maennlich","","","",""
"27","1985","Ostdeutschland","weiblich","","","",""
"28","1985","Westdeutschland","maennlich","","","",""
"28","1985","Westdeutschland","weiblich","","","",""
"28","1985","Ostdeutschland","maennlich","","","",""
"28","1985","Ostdeutschland","weiblich","","","",""
"30","1985","Westdeutschland","maennlich","1","","",""
"30","1985","Westdeutschland","weiblich","","","",""
"30","1985","Ostdeutschland","maennlich","","","",""
"30","1985","Ostdeutschland","weiblich","","","",""
"31","1985","Westdeutschland","maennlich","","","",""
"31","1985","Westdeutschland","weiblich","","","",""
"31","1985","Ostdeutschland","maennlich","","","",""
"31","1985","Ostdeutschland","weiblich","","","",""
"32","1985","Westdeutschland","maennlich","","","",""
"32","1985","Westdeutschland","weiblich","","","",""
"32","1985","Ostdeutschland","maennlich","","","",""
"32","1985","Ostdeutschland","weiblich","","","",""
"35","1985","Westdeutschland","maennlich","","","",""
"35","1985","Westdeutschland","weiblich","","","",""
"35","1985","Ostdeutschland","maennlich","","","",""
"35","1985","Ostdeutschland","weiblich","","","",""
"36","1985","Westdeutschland","maennlich","","","",""
"36","1985","Westdeutschland","weiblich","","","",""
"36","1985","Ostdeutschland","maennlich","","","",""
"36","1985","Ostdeutschland","weiblich","","","",""
"40","1985","Westdeutschland","maennlich","","","",""
"40","1985","Westdeutschland","weiblich","","","",""
"40","1985","Ostdeutschland","maennlich","","","",""
"40","1985","Ostdeutschland","weiblich","","","",""
"42","1985","Westdeutschland","maennlich","","","",""
"42","1985","Westdeutschland","weiblich","","","",""
"42","1985","Ostdeutschland","maennlich","","","",""
"42","1985","Ostdeutschland","weiblich","","","",""
"45","1985","Westdeutschland","maennlich","","","",""
"45","1985","Westdeutschland","weiblich","","","",""
"45","1985","Ostdeutschland","maennlich","","","",""
"45","1985","Ostdeutschland","weiblich","","","",""
"48","1985","Westdeutschland","maennlich","","","",""
"48","1985","Westdeutschland","weiblich","","","",""
"48","1985","Ostdeutschland","maennlich","","","",""
"48","1985","Ostdeutschland","weiblich","","","",""
"50","1985","Westdeutschland","maennlich","","","",""
"50","1985","Westdeutschland","weiblich","","","",""
"50","1985","Ostdeutschland","maennlich","","","",""
"50","1985","Ostdeutschland","weiblich","","","",""
"51","1985","Westdeutschland","maennlich","","","",""
"51","1985","Westdeutschland","weiblich","","","",""
"51","1985","Ostdeutschland","maennlich","","","",""
"51","1985","Ostdeutschland","weiblich","","","",""
"64","1985","Westdeutschland","maennlich","","","",""
"64","1985","Westdeutschland","weiblich","","","",""
"64","1985","Ostdeutschland","maennlich","","","",""
"64","1985","Ostdeutschland","weiblich","","","",""
"65","1985","Westdeutschland","maennlich","","","",""
"65","1985","Westdeutschland","weiblich","","","",""
"65","1985","Ostdeutschland","maennlich","","","",""
"65","1985","Ostdeutschland","weiblich","","","",""
"90","1985","Westdeutschland","maennlich","","","",""
"90","1985","Westdeutschland","weiblich","","","",""
"90","1985","Ostdeutschland","maennlich","","","",""
"90","1985","Ostdeutschland","weiblich","","","",""
"98","1985","Westdeutschland","maennlich","","","",""
"98","1985","Westdeutschland","weiblich","","","",""
"98","1985","Ostdeutschland","maennlich","","","",""
"98","1985","Ostdeutschland","weiblich","","","",""
"100","1985","Westdeutschland","maennlich","","","",""
"100","1985","Westdeutschland","weiblich","","","",""
"100","1985","Ostdeutschland","maennlich","","","",""
"100","1985","Ostdeutschland","weiblich","","","",""
"0","1986","Westdeutschland","maennlich","1","","",""
"0","1986","Westdeutschland","weiblich","1","","",""
"0","1986","Ostdeutschland","maennlich","","","",""
"0","1986","Ostdeutschland","weiblich","","","",""
"1","1986","Westdeutschland","maennlich","426","0.785697212067747","0.750795852341956","0.820598571793537"
"1","1986","Westdeutschland","weiblich","533","0.807554309676912","0.777478585882239","0.837630033471584"
"1","1986","Ostdeutschland","maennlich","","","",""
"1","1986","Ostdeutschland","weiblich","","","",""
"2","1986","Westdeutschland","maennlich","73","0.146739169588879","0.116642754797565","0.176835584380194"
"2","1986","Westdeutschland","weiblich","83","0.129763358480274","0.104126143535021","0.155400573425527"
"2","1986","Ostdeutschland","maennlich","","","",""
"2","1986","Ostdeutschland","weiblich","","","",""
"3","1986","Westdeutschland","maennlich","12","","",""
"3","1986","Westdeutschland","weiblich","20","","",""
"3","1986","Ostdeutschland","maennlich","","","",""
"3","1986","Ostdeutschland","weiblich","","","",""
"4","1986","Westdeutschland","maennlich","2","","",""
"4","1986","Westdeutschland","weiblich","7","","",""
"4","1986","Ostdeutschland","maennlich","","","",""
"4","1986","Ostdeutschland","weiblich","","","",""
"5","1986","Westdeutschland","maennlich","4","","",""
"5","1986","Westdeutschland","weiblich","3","","",""
"5","1986","Ostdeutschland","maennlich","","","",""
"5","1986","Ostdeutschland","weiblich","","","",""
"6","1986","Westdeutschland","maennlich","","","",""
"6","1986","Westdeutschland","weiblich","4","","",""
"6","1986","Ostdeutschland","maennlich","","","",""
"6","1986","Ostdeutschland","weiblich","","","",""
"7","1986","Westdeutschland","maennlich","1","","",""
"7","1986","Westdeutschland","weiblich","2","","",""
"7","1986","Ostdeutschland","maennlich","","","",""
"7","1986","Ostdeutschland","weiblich","","","",""
"8","1986","Westdeutschland","maennlich","","","",""
"8","1986","Westdeutschland","weiblich","2","","",""
"8","1986","Ostdeutschland","maennlich","","","",""
"8","1986","Ostdeutschland","weiblich","","","",""
"9","1986","Westdeutschland","maennlich","2","","",""
"9","1986","Westdeutschland","weiblich","2","","",""
"9","1986","Ostdeutschland","maennlich","","","",""
"9","1986","Ostdeutschland","weiblich","","","",""
"10","1986","Westdeutschland","maennlich","4","","",""
"10","1986","Westdeutschland","weiblich","","","",""
"10","1986","Ostdeutschland","maennlich","","","",""
"10","1986","Ostdeutschland","weiblich","","","",""
"11","1986","Westdeutschland","maennlich","","","",""
"11","1986","Westdeutschland","weiblich","","","",""
"11","1986","Ostdeutschland","maennlich","","","",""
"11","1986","Ostdeutschland","weiblich","","","",""
"12","1986","Westdeutschland","maennlich","","","",""
"12","1986","Westdeutschland","weiblich","","","",""
"12","1986","Ostdeutschland","maennlich","","","",""
"12","1986","Ostdeutschland","weiblich","","","",""
"13","1986","Westdeutschland","maennlich","","","",""
"13","1986","Westdeutschland","weiblich","","","",""
"13","1986","Ostdeutschland","maennlich","","","",""
"13","1986","Ostdeutschland","weiblich","","","",""
"14","1986","Westdeutschland","maennlich","1","","",""
"14","1986","Westdeutschland","weiblich","","","",""
"14","1986","Ostdeutschland","maennlich","","","",""
"14","1986","Ostdeutschland","weiblich","","","",""
"15","1986","Westdeutschland","maennlich","1","","",""
"15","1986","Westdeutschland","weiblich","","","",""
"15","1986","Ostdeutschland","maennlich","","","",""
"15","1986","Ostdeutschland","weiblich","","","",""
"16","1986","Westdeutschland","maennlich","","","",""
"16","1986","Westdeutschland","weiblich","1","","",""
"16","1986","Ostdeutschland","maennlich","","","",""
"16","1986","Ostdeutschland","weiblich","","","",""
"17","1986","Westdeutschland","maennlich","","","",""
"17","1986","Westdeutschland","weiblich","","","",""
"17","1986","Ostdeutschland","maennlich","","","",""
"17","1986","Ostdeutschland","weiblich","","","",""
"18","1986","Westdeutschland","maennlich","","","",""
"18","1986","Westdeutschland","weiblich","","","",""
"18","1986","Ostdeutschland","maennlich","","","",""
"18","1986","Ostdeutschland","weiblich","","","",""
"19","1986","Westdeutschland","maennlich","","","",""
"19","1986","Westdeutschland","weiblich","","","",""
"19","1986","Ostdeutschland","maennlich","","","",""
"19","1986","Ostdeutschland","weiblich","","","",""
"20","1986","Westdeutschland","maennlich","","","",""
"20","1986","Westdeutschland","weiblich","","","",""
"20","1986","Ostdeutschland","maennlich","","","",""
"20","1986","Ostdeutschland","weiblich","","","",""
"21","1986","Westdeutschland","maennlich","","","",""
"21","1986","Westdeutschland","weiblich","1","","",""
"21","1986","Ostdeutschland","maennlich","","","",""
"21","1986","Ostdeutschland","weiblich","","","",""
"22","1986","Westdeutschland","maennlich","","","",""
"22","1986","Westdeutschland","weiblich","","","",""
"22","1986","Ostdeutschland","maennlich","","","",""
"22","1986","Ostdeutschland","weiblich","","","",""
"23","1986","Westdeutschland","maennlich","","","",""
"23","1986","Westdeutschland","weiblich","","","",""
"23","1986","Ostdeutschland","maennlich","","","",""
"23","1986","Ostdeutschland","weiblich","","","",""
"24","1986","Westdeutschland","maennlich","","","",""
"24","1986","Westdeutschland","weiblich","","","",""
"24","1986","Ostdeutschland","maennlich","","","",""
"24","1986","Ostdeutschland","weiblich","","","",""
"25","1986","Westdeutschland","maennlich","","","",""
"25","1986","Westdeutschland","weiblich","","","",""
"25","1986","Ostdeutschland","maennlich","","","",""
"25","1986","Ostdeutschland","weiblich","","","",""
"26","1986","Westdeutschland","maennlich","","","",""
"26","1986","Westdeutschland","weiblich","","","",""
"26","1986","Ostdeutschland","maennlich","","","",""
"26","1986","Ostdeutschland","weiblich","","","",""
"27","1986","Westdeutschland","maennlich","","","",""
"27","1986","Westdeutschland","weiblich","","","",""
"27","1986","Ostdeutschland","maennlich","","","",""
"27","1986","Ostdeutschland","weiblich","","","",""
"28","1986","Westdeutschland","maennlich","","","",""
"28","1986","Westdeutschland","weiblich","","","",""
"28","1986","Ostdeutschland","maennlich","","","",""
"28","1986","Ostdeutschland","weiblich","","","",""
"30","1986","Westdeutschland","maennlich","1","","",""
"30","1986","Westdeutschland","weiblich","","","",""
"30","1986","Ostdeutschland","maennlich","","","",""
"30","1986","Ostdeutschland","weiblich","","","",""
"31","1986","Westdeutschland","maennlich","1","","",""
"31","1986","Westdeutschland","weiblich","","","",""
"31","1986","Ostdeutschland","maennlich","","","",""
"31","1986","Ostdeutschland","weiblich","","","",""
"32","1986","Westdeutschland","maennlich","","","",""
"32","1986","Westdeutschland","weiblich","","","",""
"32","1986","Ostdeutschland","maennlich","","","",""
"32","1986","Ostdeutschland","weiblich","","","",""
"35","1986","Westdeutschland","maennlich","","","",""
"35","1986","Westdeutschland","weiblich","","","",""
"35","1986","Ostdeutschland","maennlich","","","",""
"35","1986","Ostdeutschland","weiblich","","","",""
"36","1986","Westdeutschland","maennlich","","","",""
"36","1986","Westdeutschland","weiblich","","","",""
"36","1986","Ostdeutschland","maennlich","","","",""
"36","1986","Ostdeutschland","weiblich","","","",""
"40","1986","Westdeutschland","maennlich","","","",""
"40","1986","Westdeutschland","weiblich","1","","",""
"40","1986","Ostdeutschland","maennlich","","","",""
"40","1986","Ostdeutschland","weiblich","","","",""
"42","1986","Westdeutschland","maennlich","","","",""
"42","1986","Westdeutschland","weiblich","","","",""
"42","1986","Ostdeutschland","maennlich","","","",""
"42","1986","Ostdeutschland","weiblich","","","",""
"45","1986","Westdeutschland","maennlich","","","",""
"45","1986","Westdeutschland","weiblich","","","",""
"45","1986","Ostdeutschland","maennlich","","","",""
"45","1986","Ostdeutschland","weiblich","","","",""
"48","1986","Westdeutschland","maennlich","1","","",""
"48","1986","Westdeutschland","weiblich","","","",""
"48","1986","Ostdeutschland","maennlich","","","",""
"48","1986","Ostdeutschland","weiblich","","","",""
"50","1986","Westdeutschland","maennlich","","","",""
"50","1986","Westdeutschland","weiblich","","","",""
"50","1986","Ostdeutschland","maennlich","","","",""
"50","1986","Ostdeutschland","weiblich","","","",""
"51","1986","Westdeutschland","maennlich","1","","",""
"51","1986","Westdeutschland","weiblich","","","",""
"51","1986","Ostdeutschland","maennlich","","","",""
"51","1986","Ostdeutschland","weiblich","","","",""
"64","1986","Westdeutschland","maennlich","","","",""
"64","1986","Westdeutschland","weiblich","","","",""
"64","1986","Ostdeutschland","maennlich","","","",""
"64","1986","Ostdeutschland","weiblich","","","",""
"65","1986","Westdeutschland","maennlich","","","",""
"65","1986","Westdeutschland","weiblich","","","",""
"65","1986","Ostdeutschland","maennlich","","","",""
"65","1986","Ostdeutschland","weiblich","","","",""
"90","1986","Westdeutschland","maennlich","","","",""
"90","1986","Westdeutschland","weiblich","","","",""
"90","1986","Ostdeutschland","maennlich","","","",""
"90","1986","Ostdeutschland","weiblich","","","",""
"98","1986","Westdeutschland","maennlich","","","",""
"98","1986","Westdeutschland","weiblich","","","",""
"98","1986","Ostdeutschland","maennlich","","","",""
"98","1986","Ostdeutschland","weiblich","","","",""
"100","1986","Westdeutschland","maennlich","","","",""
"100","1986","Westdeutschland","weiblich","","","",""
"100","1986","Ostdeutschland","maennlich","","","",""
"100","1986","Ostdeutschland","weiblich","","","",""
"0","1987","Westdeutschland","maennlich","2","","",""
"0","1987","Westdeutschland","weiblich","1","","",""
"0","1987","Ostdeutschland","maennlich","","","",""
"0","1987","Ostdeutschland","weiblich","","","",""
"1","1987","Westdeutschland","maennlich","359","0.779239025530244","0.740789513898757","0.817688537161731"
"1","1987","Westdeutschland","weiblich","580","0.802352768828348","0.772998826995572","0.831706710661124"
"1","1987","Ostdeutschland","maennlich","","","",""
"1","1987","Ostdeutschland","weiblich","","","",""
"2","1987","Westdeutschland","maennlich","55","0.143532728609344","0.11102959853771","0.176035858680979"
"2","1987","Westdeutschland","weiblich","81","0.124583217656602","0.100240134096624","0.148926301216581"
"2","1987","Ostdeutschland","maennlich","","","",""
