"ple0055","year","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"20","2011","weiblich","","","",""
"21","2011","männlich","","","",""
"21","2011","weiblich","","","",""
"22","2011","männlich","","","",""
"22","2011","weiblich","","","",""
"23","2011","männlich","","","",""
"23","2011","weiblich","","","",""
"24","2011","männlich","","","",""
"24","2011","weiblich","","","",""
"25","2011","männlich","","","",""
"25","2011","weiblich","","","",""
"26","2011","männlich","","","",""
"26","2011","weiblich","","","",""
"27","2011","männlich","","","",""
"27","2011","weiblich","","","",""
"28","2011","männlich","","","",""
"28","2011","weiblich","","","",""
"30","2011","männlich","","","",""
"30","2011","weiblich","1","","",""
"31","2011","männlich","","","",""
"31","2011","weiblich","","","",""
"32","2011","männlich","","","",""
"32","2011","weiblich","","","",""
"35","2011","männlich","","","",""
"35","2011","weiblich","","","",""
"36","2011","männlich","","","",""
"36","2011","weiblich","","","",""
"40","2011","männlich","","","",""
"40","2011","weiblich","","","",""
"42","2011","männlich","","","",""
"42","2011","weiblich","","","",""
"45","2011","männlich","","","",""
"45","2011","weiblich","","","",""
"48","2011","männlich","","","",""
"48","2011","weiblich","","","",""
"50","2011","männlich","","","",""
"50","2011","weiblich","","","",""
"51","2011","männlich","","","",""
"51","2011","weiblich","","","",""
"64","2011","männlich","","","",""
"64","2011","weiblich","","","",""
"65","2011","männlich","","","",""
"65","2011","weiblich","","","",""
"90","2011","männlich","","","",""
"90","2011","weiblich","","","",""
"98","2011","männlich","","","",""
"98","2011","weiblich","","","",""
"100","2011","männlich","","","",""
"100","2011","weiblich","","","",""
"0","2012","männlich","","","",""
"0","2012","weiblich","","","",""
"1","2012","männlich","1162","0.742065210196322","0.720285191958856","0.763845228433787"
"1","2012","weiblich","1630","0.740007929196672","0.721287834585442","0.758728023807902"
"2","2012","männlich","258","0.168745214951619","0.150100100467108","0.187390329436131"
"2","2012","weiblich","312","0.178355303754645","0.162017456046762","0.194693151462527"
"3","2012","männlich","82","0.0551154095318279","0.0437546296716759","0.0664761893919798"
"3","2012","weiblich","93","0.0424707915794293","0.0338642039651829","0.0510773791936756"
"4","2012","männlich","20","","",""
"4","2012","weiblich","42","0.0185382561691197","0.0127814589919282","0.0242950533463111"
"5","2012","männlich","7","","",""
"5","2012","weiblich","15","","",""
"6","2012","männlich","9","","",""
"6","2012","weiblich","7","","",""
"7","2012","männlich","5","","",""
"7","2012","weiblich","3","","",""
"8","2012","männlich","2","","",""
"8","2012","weiblich","","","",""
"9","2012","männlich","","","",""
"9","2012","weiblich","1","","",""
"10","2012","männlich","1","","",""
"10","2012","weiblich","4","","",""
"11","2012","männlich","","","",""
"11","2012","weiblich","1","","",""
"12","2012","männlich","1","","",""
"12","2012","weiblich","","","",""
"13","2012","männlich","","","",""
"13","2012","weiblich","","","",""
"14","2012","männlich","","","",""
"14","2012","weiblich","1","","",""
"15","2012","männlich","1","","",""
"15","2012","weiblich","","","",""
"16","2012","männlich","","","",""
"16","2012","weiblich","","","",""
"17","2012","männlich","","","",""
"17","2012","weiblich","","","",""
"18","2012","männlich","","","",""
"18","2012","weiblich","","","",""
"19","2012","männlich","","","",""
"19","2012","weiblich","","","",""
"20","2012","männlich","1","","",""
"20","2012","weiblich","","","",""
"21","2012","männlich","","","",""
"21","2012","weiblich","","","",""
"22","2012","männlich","","","",""
"22","2012","weiblich","","","",""
"23","2012","männlich","","","",""
"23","2012","weiblich","","","",""
"24","2012","männlich","","","",""
"24","2012","weiblich","","","",""
"25","2012","männlich","","","",""
"25","2012","weiblich","","","",""
"26","2012","männlich","1","","",""
"26","2012","weiblich","","","",""
"27","2012","männlich","","","",""
"27","2012","weiblich","","","",""
"28","2012","männlich","","","",""
"28","2012","weiblich","","","",""
"30","2012","männlich","","","",""
"30","2012","weiblich","","","",""
"31","2012","männlich","","","",""
"31","2012","weiblich","","","",""
"32","2012","männlich","","","",""
"32","2012","weiblich","","","",""
"35","2012","männlich","","","",""
"35","2012","weiblich","","","",""
"36","2012","männlich","","","",""
"36","2012","weiblich","","","",""
"40","2012","männlich","","","",""
"40","2012","weiblich","","","",""
"42","2012","männlich","","","",""
"42","2012","weiblich","","","",""
"45","2012","männlich","","","",""
"45","2012","weiblich","","","",""
"48","2012","männlich","","","",""
"48","2012","weiblich","","","",""
"50","2012","männlich","","","",""
"50","2012","weiblich","","","",""
"51","2012","männlich","","","",""
"51","2012","weiblich","","","",""
"64","2012","männlich","","","",""
"64","2012","weiblich","","","",""
"65","2012","männlich","","","",""
"65","2012","weiblich","","","",""
"90","2012","männlich","","","",""
"90","2012","weiblich","","","",""
"98","2012","männlich","","","",""
"98","2012","weiblich","","","",""
"100","2012","männlich","","","",""
"100","2012","weiblich","","","",""
"0","2013","männlich","","","",""
"0","2013","weiblich","","","",""
"1","2013","männlich","1040","0.717382776344351","0.694053403727031","0.740712148961671"
"1","2013","weiblich","1518","0.740400889146756","0.720966997531985","0.759834780761528"
"2","2013","männlich","269","0.198089593735911","0.177439499901977","0.218739687569845"
"2","2013","weiblich","309","0.17657672099019","0.159674140823137","0.193479301157243"
"3","2013","männlich","74","0.0552465878532866","0.0434096262508372","0.067083549455736"
"3","2013","weiblich","79","0.0539030529764852","0.0438927041258771","0.0639134018270932"
"4","2013","männlich","25","","",""
"4","2013","weiblich","17","","",""
"5","2013","männlich","10","","",""
"5","2013","weiblich","16","","",""
"6","2013","männlich","6","","",""
"6","2013","weiblich","6","","",""
"7","2013","männlich","","","",""
"7","2013","weiblich","2","","",""
"8","2013","männlich","3","","",""
"8","2013","weiblich","1","","",""
"9","2013","männlich","","","",""
"9","2013","weiblich","3","","",""
"10","2013","männlich","2","","",""
"10","2013","weiblich","1","","",""
"11","2013","männlich","","","",""
"11","2013","weiblich","1","","",""
"12","2013","männlich","","","",""
"12","2013","weiblich","","","",""
"13","2013","männlich","","","",""
"13","2013","weiblich","","","",""
"14","2013","männlich","","","",""
"14","2013","weiblich","1","","",""
"15","2013","männlich","1","","",""
"15","2013","weiblich","","","",""
"16","2013","männlich","","","",""
"16","2013","weiblich","","","",""
"17","2013","männlich","","","",""
"17","2013","weiblich","","","",""
"18","2013","männlich","","","",""
"18","2013","weiblich","","","",""
"19","2013","männlich","","","",""
"19","2013","weiblich","","","",""
"20","2013","männlich","","","",""
"20","2013","weiblich","1","","",""
"21","2013","männlich","","","",""
"21","2013","weiblich","","","",""
"22","2013","männlich","","","",""
"22","2013","weiblich","","","",""
"23","2013","männlich","","","",""
"23","2013","weiblich","","","",""
"24","2013","männlich","","","",""
"24","2013","weiblich","","","",""
"25","2013","männlich","","","",""
"25","2013","weiblich","","","",""
"26","2013","männlich","1","","",""
"26","2013","weiblich","","","",""
"27","2013","männlich","","","",""
"27","2013","weiblich","","","",""
"28","2013","männlich","","","",""
"28","2013","weiblich","","","",""
"30","2013","männlich","","","",""
"30","2013","weiblich","","","",""
"31","2013","männlich","","","",""
"31","2013","weiblich","","","",""
"32","2013","männlich","","","",""
"32","2013","weiblich","","","",""
"35","2013","männlich","","","",""
"35","2013","weiblich","","","",""
"36","2013","männlich","","","",""
"36","2013","weiblich","","","",""
"40","2013","männlich","","","",""
"40","2013","weiblich","","","",""
"42","2013","männlich","","","",""
"42","2013","weiblich","","","",""
"45","2013","männlich","","","",""
"45","2013","weiblich","","","",""
"48","2013","männlich","","","",""
"48","2013","weiblich","","","",""
"50","2013","männlich","","","",""
"50","2013","weiblich","","","",""
"51","2013","männlich","","","",""
"51","2013","weiblich","","","",""
"64","2013","männlich","","","",""
"64","2013","weiblich","","","",""
"65","2013","männlich","","","",""
"65","2013","weiblich","","","",""
"90","2013","männlich","","","",""
"90","2013","weiblich","","","",""
"98","2013","männlich","","","",""
"98","2013","weiblich","","","",""
"100","2013","männlich","","","",""
"100","2013","weiblich","","","",""
"0","2014","männlich","","","",""
"0","2014","weiblich","","","",""
"1","2014","männlich","938","0.748385758911711","0.724358572274137","0.772412945549286"
"1","2014","weiblich","1291","0.750898250556938","0.730278487343389","0.771518013770486"
"2","2014","männlich","192","0.147237361324213","0.127617512768353","0.166857209880073"
"2","2014","weiblich","279","0.170139686843155","0.15222496575572","0.188054407930591"
"3","2014","männlich","75","0.0675885571204328","0.0536886166439307","0.081488497596935"
"3","2014","weiblich","80","0.0536521941151519","0.0429092362574629","0.064395151972841"
"4","2014","männlich","26","","",""
"4","2014","weiblich","22","","",""
"5","2014","männlich","11","","",""
"5","2014","weiblich","6","","",""
"6","2014","männlich","5","","",""
"6","2014","weiblich","4","","",""
"7","2014","männlich","1","","",""
"7","2014","weiblich","2","","",""
"8","2014","männlich","2","","",""
"8","2014","weiblich","2","","",""
"9","2014","männlich","","","",""
"9","2014","weiblich","1","","",""
"10","2014","männlich","","","",""
"10","2014","weiblich","2","","",""
"11","2014","männlich","","","",""
"11","2014","weiblich","1","","",""
"12","2014","männlich","1","","",""
"12","2014","weiblich","","","",""
"13","2014","männlich","","","",""
"13","2014","weiblich","","","",""
"14","2014","männlich","","","",""
"14","2014","weiblich","","","",""
"15","2014","männlich","1","","",""
"15","2014","weiblich","","","",""
"16","2014","männlich","","","",""
"16","2014","weiblich","","","",""
"17","2014","männlich","1","","",""
"17","2014","weiblich","","","",""
"18","2014","männlich","","","",""
"18","2014","weiblich","","","",""
"19","2014","männlich","","","",""
"19","2014","weiblich","","","",""
"20","2014","männlich","","","",""
"20","2014","weiblich","","","",""
"21","2014","männlich","","","",""
"21","2014","weiblich","","","",""
"22","2014","männlich","","","",""
"22","2014","weiblich","","","",""
"23","2014","männlich","","","",""
"23","2014","weiblich","","","",""
"24","2014","männlich","","","",""
"24","2014","weiblich","","","",""
"25","2014","männlich","","","",""
"25","2014","weiblich","","","",""
"26","2014","männlich","","","",""
"26","2014","weiblich","","","",""
"27","2014","männlich","","","",""
"27","2014","weiblich","","","",""
"28","2014","männlich","","","",""
"28","2014","weiblich","","","",""
"30","2014","männlich","","","",""
"30","2014","weiblich","","","",""
"31","2014","männlich","","","",""
"31","2014","weiblich","","","",""
"32","2014","männlich","","","",""
"32","2014","weiblich","","","",""
"35","2014","männlich","","","",""
"35","2014","weiblich","","","",""
"36","2014","männlich","","","",""
"36","2014","weiblich","","","",""
"40","2014","männlich","","","",""
"40","2014","weiblich","","","",""
"42","2014","männlich","","","",""
"42","2014","weiblich","","","",""
"45","2014","männlich","","","",""
"45","2014","weiblich","","","",""
"48","2014","männlich","","","",""
"48","2014","weiblich","","","",""
"50","2014","männlich","","","",""
"50","2014","weiblich","","","",""
"51","2014","männlich","","","",""
"51","2014","weiblich","","","",""
"64","2014","männlich","","","",""
"64","2014","weiblich","","","",""
"65","2014","männlich","","","",""
"65","2014","weiblich","","","",""
"90","2014","männlich","","","",""
"90","2014","weiblich","","","",""
"98","2014","männlich","","","",""
"98","2014","weiblich","","","",""
"100","2014","männlich","","","",""
"100","2014","weiblich","","","",""
"0","2015","männlich","","","",""
"0","2015","weiblich","","","",""
"1","2015","männlich","1056","0.759649534930822","0.737346310414836","0.781952759446808"
"1","2015","weiblich","1451","0.768493055917445","0.749334611752465","0.787651500082425"
"2","2015","männlich","230","0.155484284272628","0.136570185527671","0.174398383017585"
"2","2015","weiblich","273","0.157983605676634","0.141417343233189","0.17454986812008"
"3","2015","männlich","78","0.0581649677046361","0.0459481891859551","0.0703817462233171"
"3","2015","weiblich","84","0.0433651086240874","0.0341138338457903","0.0526163834023844"
"4","2015","männlich","20","","",""
"4","2015","weiblich","25","","",""
"5","2015","männlich","9","","",""
"5","2015","weiblich","14","","",""
"6","2015","männlich","7","","",""
"6","2015","weiblich","1","","",""
"7","2015","männlich","2","","",""
"7","2015","weiblich","3","","",""
"8","2015","männlich","4","","",""
"8","2015","weiblich","3","","",""
"9","2015","männlich","","","",""
"9","2015","weiblich","","","",""
"10","2015","männlich","1","","",""
"10","2015","weiblich","2","","",""
"11","2015","männlich","","","",""
"11","2015","weiblich","1","","",""
"12","2015","männlich","1","","",""
"12","2015","weiblich","2","","",""
"13","2015","männlich","","","",""
"13","2015","weiblich","","","",""
"14","2015","männlich","","","",""
"14","2015","weiblich","","","",""
"15","2015","männlich","","","",""
"15","2015","weiblich","","","",""
"16","2015","männlich","","","",""
"16","2015","weiblich","","","",""
"17","2015","männlich","","","",""
"17","2015","weiblich","","","",""
"18","2015","männlich","","","",""
"18","2015","weiblich","","","",""
"19","2015","männlich","","","",""
"19","2015","weiblich","","","",""
"20","2015","männlich","","","",""
"20","2015","weiblich","1","","",""
"21","2015","männlich","","","",""
"21","2015","weiblich","","","",""
"22","2015","männlich","","","",""
"22","2015","weiblich","","","",""
"23","2015","männlich","","","",""
"23","2015","weiblich","","","",""
"24","2015","männlich","","","",""
"24","2015","weiblich","","","",""
"25","2015","männlich","","","",""
"25","2015","weiblich","1","","",""
"26","2015","männlich","","","",""
"26","2015","weiblich","","","",""
"27","2015","männlich","","","",""
"27","2015","weiblich","","","",""
"28","2015","männlich","","","",""
"28","2015","weiblich","","","",""
"30","2015","männlich","1","","",""
"30","2015","weiblich","","","",""
"31","2015","männlich","","","",""
"31","2015","weiblich","","","",""
"32","2015","männlich","1","","",""
"32","2015","weiblich","","","",""
"35","2015","männlich","","","",""
"35","2015","weiblich","","","",""
"36","2015","männlich","","","",""
"36","2015","weiblich","","","",""
"40","2015","männlich","","","",""
"40","2015","weiblich","","","",""
"42","2015","männlich","","","",""
"42","2015","weiblich","","","",""
"45","2015","männlich","","","",""
"45","2015","weiblich","","","",""
"48","2015","männlich","","","",""
"48","2015","weiblich","","","",""
"50","2015","männlich","","","",""
"50","2015","weiblich","1","","",""
"51","2015","männlich","","","",""
"51","2015","weiblich","","","",""
"64","2015","männlich","","","",""
"64","2015","weiblich","","","",""
"65","2015","männlich","","","",""
"65","2015","weiblich","","","",""
"90","2015","männlich","","","",""
"90","2015","weiblich","","","",""
"98","2015","männlich","","","",""
"98","2015","weiblich","","","",""
"100","2015","männlich","","","",""
"100","2015","weiblich","","","",""
"0","2016","männlich","","","",""
"0","2016","weiblich","","","",""
"1","2016","männlich","949","0.723399290707093","0.698970282043584","0.747828299370602"
"1","2016","weiblich","1422","0.762552072219647","0.743088134902338","0.782016009536956"
"2","2016","männlich","226","0.186227751843964","0.16496772555004","0.207487778137889"
"2","2016","weiblich","299","0.166255246885699","0.149225194275736","0.183285299495663"
"3","2016","männlich","67","0.0539361095163253","0.0415996595609798","0.0662725594716709"
"3","2016","weiblich","74","0.0406188577321179","0.031589201959581","0.0496485135046549"
"4","2016","männlich","23","","",""
"4","2016","weiblich","21","","",""
"5","2016","männlich","5","","",""
"5","2016","weiblich","7","","",""
"6","2016","männlich","2","","",""
"6","2016","weiblich","5","","",""
"7","2016","männlich","4","","",""
"7","2016","weiblich","2","","",""
"8","2016","männlich","3","","",""
"8","2016","weiblich","1","","",""
"9","2016","männlich","1","","",""
"9","2016","weiblich","","","",""
"10","2016","männlich","3","","",""
"10","2016","weiblich","3","","",""
"11","2016","männlich","","","",""
"11","2016","weiblich","1","","",""
"12","2016","männlich","3","","",""
"12","2016","weiblich","","","",""
"13","2016","männlich","","","",""
"13","2016","weiblich","1","","",""
"14","2016","männlich","","","",""
"14","2016","weiblich","","","",""
"15","2016","männlich","","","",""
"15","2016","weiblich","","","",""
"16","2016","männlich","","","",""
"16","2016","weiblich","","","",""
"17","2016","männlich","","","",""
"17","2016","weiblich","","","",""
"18","2016","männlich","","","",""
"18","2016","weiblich","","","",""
"19","2016","männlich","","","",""
"19","2016","weiblich","","","",""
"20","2016","männlich","","","",""
"20","2016","weiblich","","","",""
"21","2016","männlich","","","",""
"21","2016","weiblich","","","",""
"22","2016","männlich","","","",""
"22","2016","weiblich","","","",""
"23","2016","männlich","","","",""
"23","2016","weiblich","","","",""
"24","2016","männlich","","","",""
"24","2016","weiblich","","","",""
"25","2016","männlich","","","",""
"25","2016","weiblich","","","",""
"26","2016","männlich","","","",""
"26","2016","weiblich","","","",""
"27","2016","männlich","","","",""
"27","2016","weiblich","","","",""
"28","2016","männlich","","","",""
"28","2016","weiblich","","","",""
"30","2016","männlich","1","","",""
"30","2016","weiblich","","","",""
"31","2016","männlich","","","",""
"31","2016","weiblich","","","",""
"32","2016","männlich","","","",""
"32","2016","weiblich","","","",""
"35","2016","männlich","","","",""
"35","2016","weiblich","","","",""
"36","2016","männlich","","","",""
"36","2016","weiblich","","","",""
"40","2016","männlich","","","",""
"40","2016","weiblich","","","",""
"42","2016","männlich","","","",""
"42","2016","weiblich","","","",""
"45","2016","männlich","","","",""
"45","2016","weiblich","","","",""
"48","2016","männlich","1","","",""
"48","2016","weiblich","","","",""
"50","2016","männlich","","","",""
"50","2016","weiblich","","","",""
"51","2016","männlich","","","",""
"51","2016","weiblich","","","",""
"64","2016","männlich","","","",""
"64","2016","weiblich","","","",""
"65","2016","männlich","","","",""
"65","2016","weiblich","","","",""
"90","2016","männlich","","","",""
"90","2016","weiblich","","","",""
"98","2016","männlich","","","",""
"98","2016","weiblich","","","",""
"100","2016","männlich","","","",""
"100","2016","weiblich","","","",""
"0","2017","männlich","","","",""
"0","2017","weiblich","","","",""
"1","2017","männlich","1112","0.709412381054288","0.686549565659036","0.732275196449539"
"1","2017","weiblich","1537","0.761824535788825","0.743004886236985","0.780644185340665"
"2","2017","männlich","266","0.189510183182434","0.169775423980368","0.2092449423845"
"2","2017","weiblich","300","0.155333707456773","0.139330354650737","0.171337060262809"
"3","2017","männlich","81","0.0598899285474141","0.0479415761004865","0.0718382809943417"
"3","2017","weiblich","77","0.0546126156735699","0.0445736970443537","0.0646515343027861"
"4","2017","männlich","27","","",""
"4","2017","weiblich","22","","",""
"5","2017","männlich","14","","",""
"5","2017","weiblich","15","","",""
"6","2017","männlich","5","","",""
"6","2017","weiblich","7","","",""
"7","2017","männlich","3","","",""
"7","2017","weiblich","3","","",""
"8","2017","männlich","2","","",""
"8","2017","weiblich","2","","",""
"9","2017","männlich","4","","",""
"9","2017","weiblich","","","",""
"10","2017","männlich","1","","",""
"10","2017","weiblich","3","","",""
"11","2017","männlich","","","",""
"11","2017","weiblich","","","",""
"12","2017","männlich","","","",""
"12","2017","weiblich","","","",""
"13","2017","männlich","","","",""
"13","2017","weiblich","","","",""
"14","2017","männlich","","","",""
"14","2017","weiblich","","","",""
"15","2017","männlich","","","",""
"15","2017","weiblich","1","","",""
"16","2017","männlich","","","",""
"16","2017","weiblich","","","",""
"17","2017","männlich","","","",""
"17","2017","weiblich","","","",""
"18","2017","männlich","","","",""
"18","2017","weiblich","","","",""
"19","2017","männlich","","","",""
"19","2017","weiblich","","","",""
"20","2017","männlich","","","",""
"20","2017","weiblich","","","",""
"21","2017","männlich","","","",""
"21","2017","weiblich","","","",""
"22","2017","männlich","","","",""
"22","2017","weiblich","","","",""
"23","2017","männlich","","","",""
"23","2017","weiblich","","","",""
"24","2017","männlich","","","",""
"24","2017","weiblich","","","",""
"25","2017","männlich","","","",""
"25","2017","weiblich","","","",""
"26","2017","männlich","","","",""
"26","2017","weiblich","","","",""
"27","2017","männlich","","","",""
"27","2017","weiblich","","","",""
"28","2017","männlich","","","",""
"28","2017","weiblich","","","",""
"30","2017","männlich","","","",""
"30","2017","weiblich","1","","",""
"31","2017","männlich","","","",""
"31","2017","weiblich","","","",""
"32","2017","männlich","","","",""
"32","2017","weiblich","","","",""
"35","2017","männlich","","","",""
"35","2017","weiblich","","","",""
"36","2017","männlich","","","",""
"36","2017","weiblich","","","",""
"40","2017","männlich","","","",""
"40","2017","weiblich","","","",""
"42","2017","männlich","","","",""
"42","2017","weiblich","","","",""
"45","2017","männlich","","","",""
"45","2017","weiblich","","","",""
"48","2017","männlich","","","",""
"48","2017","weiblich","","","",""
"50","2017","männlich","","","",""
"50","2017","weiblich","","","",""
"51","2017","männlich","","","",""
"51","2017","weiblich","","","",""
"64","2017","männlich","","","",""
"64","2017","weiblich","","","",""
"65","2017","männlich","","","",""
"65","2017","weiblich","","","",""
"90","2017","männlich","","","",""
"90","2017","weiblich","","","",""
"98","2017","männlich","","","",""
"98","2017","weiblich","","","",""
"100","2017","männlich","","","",""
"100","2017","weiblich","","","",""
"0","2018","männlich","","","",""
"0","2018","weiblich","","","",""
"1","2018","männlich","1092","0.756559588297205","0.734416773264695","0.778702403329715"
"1","2018","weiblich","1479","0.763677813161184","0.744660709681318","0.78269491664105"
"2","2018","männlich","222","0.145800515003746","0.127592017660495","0.164009012346996"
"2","2018","weiblich","281","0.161960039974963","0.145468039601699","0.178452040348227"
"3","2018","männlich","63","0.0506854155852641","0.0393676288045089","0.0620032023660192"
"3","2018","weiblich","98","0.0494275965961569","0.0397244100185011","0.0591307831738128"
"4","2018","männlich","40","0.0283971345418494","0.0198268236093794","0.0369674454743195"
"4","2018","weiblich","27","","",""
"5","2018","männlich","9","","",""
"5","2018","weiblich","18","","",""
"6","2018","männlich","3","","",""
"6","2018","weiblich","4","","",""
"7","2018","männlich","5","","",""
"7","2018","weiblich","3","","",""
"8","2018","männlich","2","","",""
"8","2018","weiblich","2","","",""
"9","2018","männlich","1","","",""
"9","2018","weiblich","1","","",""
"10","2018","männlich","2","","",""
"10","2018","weiblich","","","",""
"11","2018","männlich","","","",""
"11","2018","weiblich","","","",""
"12","2018","männlich","2","","",""
"12","2018","weiblich","1","","",""
"13","2018","männlich","","","",""
"13","2018","weiblich","","","",""
"14","2018","männlich","","","",""
"14","2018","weiblich","","","",""
"15","2018","männlich","1","","",""
"15","2018","weiblich","1","","",""
"16","2018","männlich","","","",""
"16","2018","weiblich","","","",""
"17","2018","männlich","","","",""
"17","2018","weiblich","","","",""
"18","2018","männlich","","","",""
"18","2018","weiblich","","","",""
"19","2018","männlich","","","",""
"19","2018","weiblich","","","",""
"20","2018","männlich","1","","",""
"20","2018","weiblich","","","",""
"21","2018","männlich","","","",""
"21","2018","weiblich","","","",""
"22","2018","männlich","","","",""
"22","2018","weiblich","","","",""
"23","2018","männlich","","","",""
"23","2018","weiblich","","","",""
"24","2018","männlich","","","",""
"24","2018","weiblich","","","",""
"25","2018","männlich","","","",""
"25","2018","weiblich","","","",""
"26","2018","männlich","","","",""
"26","2018","weiblich","","","",""
"27","2018","männlich","","","",""
"27","2018","weiblich","","","",""
"28","2018","männlich","","","",""
"28","2018","weiblich","","","",""
"30","2018","männlich","","","",""
"30","2018","weiblich","","","",""
"31","2018","männlich","","","",""
"31","2018","weiblich","","","",""
"32","2018","männlich","","","",""
"32","2018","weiblich","","","",""
"35","2018","männlich","","","",""
"35","2018","weiblich","","","",""
"36","2018","männlich","","","",""
"36","2018","weiblich","","","",""
"40","2018","männlich","","","",""
"40","2018","weiblich","","","",""
"42","2018","männlich","","","",""
"42","2018","weiblich","","","",""
"45","2018","männlich","","","",""
"45","2018","weiblich","","","",""
"48","2018","männlich","","","",""
"48","2018","weiblich","","","",""
"50","2018","männlich","","","",""
"50","2018","weiblich","","","",""
"51","2018","männlich","","","",""
"51","2018","weiblich","","","",""
"64","2018","männlich","","","",""
"64","2018","weiblich","","","",""
"65","2018","männlich","","","",""
"65","2018","weiblich","","","",""
"90","2018","männlich","","","",""
"90","2018","weiblich","","","",""
"98","2018","männlich","","","",""
"98","2018","weiblich","1","","",""
"100","2018","männlich","","","",""
"100","2018","weiblich","1","","",""
"0","2019","männlich","","","",""
"0","2019","weiblich","","","",""
"1","2019","männlich","1143","0.739661135342022","0.717780005042626","0.761542265641418"
"1","2019","weiblich","1461","0.769037879884533","0.749890068129643","0.788185691639423"
"2","2019","männlich","273","0.172823939419471","0.153970752306194","0.191677126532749"
"2","2019","weiblich","266","0.150195625016195","0.133963961655527","0.166427288376862"
"3","2019","männlich","75","0.0561731761877894","0.0446917854424398","0.0676545669331389"
"3","2019","weiblich","78","0.0493900342564699","0.0395454869646597","0.0592345815482801"
"4","2019","männlich","22","","",""
"4","2019","weiblich","29","","",""
"5","2019","männlich","12","","",""
"5","2019","weiblich","10","","",""
"6","2019","männlich","8","","",""
"6","2019","weiblich","4","","",""
"7","2019","männlich","1","","",""
"7","2019","weiblich","2","","",""
"8","2019","männlich","2","","",""
"8","2019","weiblich","4","","",""
"9","2019","männlich","2","","",""
"9","2019","weiblich","3","","",""
"10","2019","männlich","","","",""
"10","2019","weiblich","2","","",""
"11","2019","männlich","1","","",""
"11","2019","weiblich","","","",""
"12","2019","männlich","1","","",""
"12","2019","weiblich","1","","",""
"13","2019","männlich","","","",""
"13","2019","weiblich","","","",""
"14","2019","männlich","1","","",""
"14","2019","weiblich","","","",""
"15","2019","männlich","2","","",""
"15","2019","weiblich","","","",""
"16","2019","männlich","","","",""
"16","2019","weiblich","","","",""
"17","2019","männlich","","","",""
"17","2019","weiblich","","","",""
"18","2019","männlich","","","",""
"18","2019","weiblich","","","",""
"19","2019","männlich","1","","",""
"19","2019","weiblich","","","",""
"20","2019","männlich","1","","",""
"20","2019","weiblich","","","",""
"21","2019","männlich","","","",""
"21","2019","weiblich","","","",""
"22","2019","männlich","","","",""
"22","2019","weiblich","","","",""
"23","2019","männlich","","","",""
"23","2019","weiblich","","","",""
"24","2019","männlich","","","",""
"24","2019","weiblich","","","",""
"25","2019","männlich","","","",""
"25","2019","weiblich","","","",""
"26","2019","männlich","","","",""
"26","2019","weiblich","","","",""
"27","2019","männlich","","","",""
"27","2019","weiblich","","","",""
"28","2019","männlich","","","",""
"28","2019","weiblich","","","",""
"30","2019","männlich","","","",""
"30","2019","weiblich","","","",""
"31","2019","männlich","","","",""
"31","2019","weiblich","","","",""
"32","2019","männlich","","","",""
"32","2019","weiblich","","","",""
"35","2019","männlich","","","",""
"35","2019","weiblich","","","",""
"36","2019","männlich","","","",""
"36","2019","weiblich","","","",""
"40","2019","männlich","","","",""
"40","2019","weiblich","","","",""
"42","2019","männlich","","","",""
"42","2019","weiblich","","","",""
"45","2019","männlich","","","",""
"45","2019","weiblich","","","",""
"48","2019","männlich","","","",""
"48","2019","weiblich","","","",""
"50","2019","männlich","","","",""
"50","2019","weiblich","1","","",""
"51","2019","männlich","","","",""
"51","2019","weiblich","","","",""
"64","2019","männlich","","","",""
"64","2019","weiblich","","","",""
"65","2019","männlich","","","",""
"65","2019","weiblich","","","",""
"90","2019","männlich","","","",""
"90","2019","weiblich","","","",""
"98","2019","männlich","","","",""
"98","2019","weiblich","","","",""
"100","2019","männlich","","","",""
"100","2019","weiblich","","","",""
"0","2020","männlich","","","",""
"0","2020","weiblich","","","",""
"1","2020","männlich","1168","0.717786459635559","0.695883176339579","0.739689742931539"
"1","2020","weiblich","1494","0.747755417855098","0.728567570641828","0.766943265068368"
"2","2020","männlich","278","0.189731753723173","0.170650492091467","0.20881301535488"
"2","2020","weiblich","314","0.167245494571655","0.150757370263133","0.183733618880178"
"3","2020","männlich","107","0.0648944192839765","0.0529061451385933","0.0768826934293596"
"3","2020","weiblich","85","0.0508665962632521","0.0411589149224974","0.0605742776040068"
"4","2020","männlich","32","0.0143949739163736","0.00859829076987709","0.02019165706287"
"4","2020","weiblich","33","0.0144423367749832","0.00917130908703538","0.019713364462931"
"5","2020","männlich","10","","",""
"5","2020","weiblich","16","","",""
"6","2020","männlich","7","","",""
"6","2020","weiblich","8","","",""
"7","2020","männlich","7","","",""
"7","2020","weiblich","4","","",""
"8","2020","männlich","2","","",""
"8","2020","weiblich","2","","",""
"9","2020","männlich","2","","",""
"9","2020","weiblich","2","","",""
"10","2020","männlich","2","","",""
"10","2020","weiblich","4","","",""
"11","2020","männlich","","","",""
"11","2020","weiblich","","","",""
"12","2020","männlich","2","","",""
"12","2020","weiblich","1","","",""
"13","2020","männlich","","","",""
"13","2020","weiblich","","","",""
"14","2020","männlich","1","","",""
"14","2020","weiblich","","","",""
"15","2020","männlich","1","","",""
"15","2020","weiblich","2","","",""
"16","2020","männlich","","","",""
"16","2020","weiblich","","","",""
