"ple0055","year","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"30","1987","männlich","","","",""
"30","1987","weiblich","1","","",""
"31","1987","männlich","","","",""
"31","1987","weiblich","","","",""
"32","1987","männlich","","","",""
"32","1987","weiblich","","","",""
"35","1987","männlich","1","","",""
"35","1987","weiblich","","","",""
"36","1987","männlich","","","",""
"36","1987","weiblich","","","",""
"40","1987","männlich","","","",""
"40","1987","weiblich","","","",""
"42","1987","männlich","","","",""
"42","1987","weiblich","","","",""
"45","1987","männlich","","","",""
"45","1987","weiblich","","","",""
"48","1987","männlich","","","",""
"48","1987","weiblich","","","",""
"50","1987","männlich","","","",""
"50","1987","weiblich","","","",""
"51","1987","männlich","","","",""
"51","1987","weiblich","","","",""
"64","1987","männlich","","","",""
"64","1987","weiblich","","","",""
"65","1987","männlich","","","",""
"65","1987","weiblich","","","",""
"90","1987","männlich","","","",""
"90","1987","weiblich","","","",""
"98","1987","männlich","","","",""
"98","1987","weiblich","","","",""
"100","1987","männlich","","","",""
"100","1987","weiblich","","","",""
"0","1988","männlich","","","",""
"0","1988","weiblich","1","","",""
"1","1988","männlich","376","0.800129904172722","0.763898987192458","0.836360821152985"
"1","1988","weiblich","516","0.785776183549826","0.75418660041558","0.817365766684072"
"2","1988","männlich","55","0.118098027572728","0.0888594228841279","0.147336632261328"
"2","1988","weiblich","83","0.132574196877198","0.106464233722887","0.158684160031508"
"3","1988","männlich","17","","",""
"3","1988","weiblich","23","","",""
"4","1988","männlich","4","","",""
"4","1988","weiblich","3","","",""
"5","1988","männlich","3","","",""
"5","1988","weiblich","4","","",""
"6","1988","männlich","1","","",""
"6","1988","weiblich","5","","",""
"7","1988","männlich","","","",""
"7","1988","weiblich","","","",""
"8","1988","männlich","","","",""
"8","1988","weiblich","2","","",""
"9","1988","männlich","1","","",""
"9","1988","weiblich","","","",""
"10","1988","männlich","3","","",""
"10","1988","weiblich","4","","",""
"11","1988","männlich","1","","",""
"11","1988","weiblich","","","",""
"12","1988","männlich","","","",""
"12","1988","weiblich","1","","",""
"13","1988","männlich","1","","",""
"13","1988","weiblich","1","","",""
"14","1988","männlich","3","","",""
"14","1988","weiblich","2","","",""
"15","1988","männlich","","","",""
"15","1988","weiblich","1","","",""
"16","1988","männlich","","","",""
"16","1988","weiblich","1","","",""
"17","1988","männlich","","","",""
"17","1988","weiblich","","","",""
"18","1988","männlich","","","",""
"18","1988","weiblich","","","",""
"19","1988","männlich","","","",""
"19","1988","weiblich","","","",""
"20","1988","männlich","","","",""
"20","1988","weiblich","","","",""
"21","1988","männlich","","","",""
"21","1988","weiblich","","","",""
"22","1988","männlich","","","",""
"22","1988","weiblich","","","",""
"23","1988","männlich","","","",""
"23","1988","weiblich","","","",""
"24","1988","männlich","","","",""
"24","1988","weiblich","","","",""
"25","1988","männlich","","","",""
"25","1988","weiblich","","","",""
"26","1988","männlich","","","",""
"26","1988","weiblich","","","",""
"27","1988","männlich","","","",""
"27","1988","weiblich","","","",""
"28","1988","männlich","2","","",""
"28","1988","weiblich","","","",""
"30","1988","männlich","1","","",""
"30","1988","weiblich","","","",""
"31","1988","männlich","","","",""
"31","1988","weiblich","","","",""
"32","1988","männlich","","","",""
"32","1988","weiblich","","","",""
"35","1988","männlich","","","",""
"35","1988","weiblich","1","","",""
"36","1988","männlich","","","",""
"36","1988","weiblich","","","",""
"40","1988","männlich","","","",""
"40","1988","weiblich","","","",""
"42","1988","männlich","","","",""
"42","1988","weiblich","","","",""
"45","1988","männlich","","","",""
"45","1988","weiblich","","","",""
"48","1988","männlich","","","",""
"48","1988","weiblich","","","",""
"50","1988","männlich","","","",""
"50","1988","weiblich","","","",""
"51","1988","männlich","","","",""
"51","1988","weiblich","","","",""
"64","1988","männlich","","","",""
"64","1988","weiblich","","","",""
"65","1988","männlich","","","",""
"65","1988","weiblich","","","",""
"90","1988","männlich","","","",""
"90","1988","weiblich","","","",""
"98","1988","männlich","","","",""
"98","1988","weiblich","","","",""
"100","1988","männlich","","","",""
"100","1988","weiblich","","","",""
"0","1989","männlich","","","",""
"0","1989","weiblich","","","",""
"1","1989","männlich","325","0.773769322617216","0.732971319190389","0.814567326044043"
"1","1989","weiblich","524","0.804951061964248","0.774276694907106","0.83562542902139"
"2","1989","männlich","52","0.14224237693107","0.108181627286647","0.176303126575493"
"2","1989","weiblich","76","0.128945087653316","0.103000651045643","0.154889524260989"
"3","1989","männlich","12","","",""
"3","1989","weiblich","24","","",""
"4","1989","männlich","5","","",""
"4","1989","weiblich","4","","",""
"5","1989","männlich","2","","",""
"5","1989","weiblich","2","","",""
"6","1989","männlich","2","","",""
"6","1989","weiblich","4","","",""
"7","1989","männlich","","","",""
"7","1989","weiblich","1","","",""
"8","1989","männlich","1","","",""
"8","1989","weiblich","1","","",""
"9","1989","männlich","","","",""
"9","1989","weiblich","","","",""
"10","1989","männlich","","","",""
"10","1989","weiblich","1","","",""
"11","1989","männlich","","","",""
"11","1989","weiblich","1","","",""
"12","1989","männlich","","","",""
"12","1989","weiblich","","","",""
"13","1989","männlich","","","",""
"13","1989","weiblich","","","",""
"14","1989","männlich","2","","",""
"14","1989","weiblich","","","",""
"15","1989","männlich","","","",""
"15","1989","weiblich","","","",""
"16","1989","männlich","","","",""
"16","1989","weiblich","","","",""
"17","1989","männlich","","","",""
"17","1989","weiblich","","","",""
"18","1989","männlich","","","",""
"18","1989","weiblich","","","",""
"19","1989","männlich","","","",""
"19","1989","weiblich","","","",""
"20","1989","männlich","","","",""
"20","1989","weiblich","","","",""
"21","1989","männlich","1","","",""
"21","1989","weiblich","1","","",""
"22","1989","männlich","","","",""
"22","1989","weiblich","","","",""
"23","1989","männlich","","","",""
"23","1989","weiblich","","","",""
"24","1989","männlich","","","",""
"24","1989","weiblich","","","",""
"25","1989","männlich","","","",""
"25","1989","weiblich","1","","",""
"26","1989","männlich","","","",""
"26","1989","weiblich","","","",""
"27","1989","männlich","","","",""
"27","1989","weiblich","","","",""
"28","1989","männlich","","","",""
"28","1989","weiblich","","","",""
"30","1989","männlich","","","",""
"30","1989","weiblich","","","",""
"31","1989","männlich","","","",""
"31","1989","weiblich","","","",""
"32","1989","männlich","","","",""
"32","1989","weiblich","","","",""
"35","1989","männlich","1","","",""
"35","1989","weiblich","","","",""
"36","1989","männlich","","","",""
"36","1989","weiblich","","","",""
"40","1989","männlich","1","","",""
"40","1989","weiblich","","","",""
"42","1989","männlich","","","",""
"42","1989","weiblich","","","",""
"45","1989","männlich","","","",""
"45","1989","weiblich","","","",""
"48","1989","männlich","","","",""
"48","1989","weiblich","","","",""
"50","1989","männlich","","","",""
"50","1989","weiblich","","","",""
"51","1989","männlich","","","",""
"51","1989","weiblich","","","",""
"64","1989","männlich","","","",""
"64","1989","weiblich","","","",""
"65","1989","männlich","","","",""
"65","1989","weiblich","","","",""
"90","1989","männlich","","","",""
"90","1989","weiblich","1","","",""
"98","1989","männlich","","","",""
"98","1989","weiblich","","","",""
"100","1989","männlich","","","",""
"100","1989","weiblich","","","",""
"0","1990","männlich","","","",""
"0","1990","weiblich","","","",""
"1","1990","männlich","","","",""
"1","1990","weiblich","","","",""
"2","1990","männlich","","","",""
"2","1990","weiblich","","","",""
"3","1990","männlich","","","",""
"3","1990","weiblich","","","",""
"4","1990","männlich","","","",""
"4","1990","weiblich","","","",""
"5","1990","männlich","","","",""
"5","1990","weiblich","","","",""
"6","1990","männlich","","","",""
"6","1990","weiblich","","","",""
"7","1990","männlich","","","",""
"7","1990","weiblich","","","",""
"8","1990","männlich","","","",""
"8","1990","weiblich","","","",""
"9","1990","männlich","","","",""
"9","1990","weiblich","","","",""
"10","1990","männlich","","","",""
"10","1990","weiblich","","","",""
"11","1990","männlich","","","",""
"11","1990","weiblich","","","",""
"12","1990","männlich","","","",""
"12","1990","weiblich","","","",""
"13","1990","männlich","","","",""
"13","1990","weiblich","","","",""
"14","1990","männlich","","","",""
"14","1990","weiblich","","","",""
"15","1990","männlich","","","",""
"15","1990","weiblich","","","",""
"16","1990","männlich","","","",""
"16","1990","weiblich","","","",""
"17","1990","männlich","","","",""
"17","1990","weiblich","","","",""
"18","1990","männlich","","","",""
"18","1990","weiblich","","","",""
"19","1990","männlich","","","",""
"19","1990","weiblich","","","",""
"20","1990","männlich","","","",""
"20","1990","weiblich","","","",""
"21","1990","männlich","","","",""
"21","1990","weiblich","","","",""
"22","1990","männlich","","","",""
"22","1990","weiblich","","","",""
"23","1990","männlich","","","",""
"23","1990","weiblich","","","",""
"24","1990","männlich","","","",""
"24","1990","weiblich","","","",""
"25","1990","männlich","","","",""
"25","1990","weiblich","","","",""
"26","1990","männlich","","","",""
"26","1990","weiblich","","","",""
"27","1990","männlich","","","",""
"27","1990","weiblich","","","",""
"28","1990","männlich","","","",""
"28","1990","weiblich","","","",""
"30","1990","männlich","","","",""
"30","1990","weiblich","","","",""
"31","1990","männlich","","","",""
"31","1990","weiblich","","","",""
"32","1990","männlich","","","",""
"32","1990","weiblich","","","",""
"35","1990","männlich","","","",""
"35","1990","weiblich","","","",""
"36","1990","männlich","","","",""
"36","1990","weiblich","","","",""
"40","1990","männlich","","","",""
"40","1990","weiblich","","","",""
"42","1990","männlich","","","",""
"42","1990","weiblich","","","",""
"45","1990","männlich","","","",""
"45","1990","weiblich","","","",""
"48","1990","männlich","","","",""
"48","1990","weiblich","","","",""
"50","1990","männlich","","","",""
"50","1990","weiblich","","","",""
"51","1990","männlich","","","",""
"51","1990","weiblich","","","",""
"64","1990","männlich","","","",""
"64","1990","weiblich","","","",""
"65","1990","männlich","","","",""
"65","1990","weiblich","","","",""
"90","1990","männlich","","","",""
"90","1990","weiblich","","","",""
"98","1990","männlich","","","",""
"98","1990","weiblich","","","",""
"100","1990","männlich","","","",""
"100","1990","weiblich","","","",""
"0","1991","männlich","","","",""
"0","1991","weiblich","","","",""
"1","1991","männlich","336","0.773455095396176","0.73356430798108","0.813345882811271"
"1","1991","weiblich","523","0.758041040495328","0.725268252770921","0.790813828219735"
"2","1991","männlich","58","0.143371397021275","0.109974551202436","0.176768242840115"
"2","1991","weiblich","84","0.14795487136514","0.120784717076839","0.175125025653442"
"3","1991","männlich","15","","",""
"3","1991","weiblich","24","","",""
"4","1991","männlich","6","","",""
"4","1991","weiblich","6","","",""
"5","1991","männlich","1","","",""
"5","1991","weiblich","2","","",""
"6","1991","männlich","2","","",""
"6","1991","weiblich","4","","",""
"7","1991","männlich","1","","",""
"7","1991","weiblich","3","","",""
"8","1991","männlich","","","",""
"8","1991","weiblich","2","","",""
"9","1991","männlich","","","",""
"9","1991","weiblich","2","","",""
"10","1991","männlich","3","","",""
"10","1991","weiblich","","","",""
"11","1991","männlich","","","",""
"11","1991","weiblich","","","",""
"12","1991","männlich","","","",""
"12","1991","weiblich","1","","",""
"13","1991","männlich","","","",""
"13","1991","weiblich","","","",""
"14","1991","männlich","","","",""
"14","1991","weiblich","1","","",""
"15","1991","männlich","","","",""
"15","1991","weiblich","","","",""
"16","1991","männlich","","","",""
"16","1991","weiblich","","","",""
"17","1991","männlich","","","",""
"17","1991","weiblich","","","",""
"18","1991","männlich","","","",""
"18","1991","weiblich","","","",""
"19","1991","männlich","","","",""
"19","1991","weiblich","","","",""
"20","1991","männlich","1","","",""
"20","1991","weiblich","1","","",""
"21","1991","männlich","","","",""
"21","1991","weiblich","","","",""
"22","1991","männlich","","","",""
"22","1991","weiblich","","","",""
"23","1991","männlich","","","",""
"23","1991","weiblich","","","",""
"24","1991","männlich","","","",""
"24","1991","weiblich","1","","",""
"25","1991","männlich","","","",""
"25","1991","weiblich","","","",""
"26","1991","männlich","","","",""
"26","1991","weiblich","","","",""
"27","1991","männlich","","","",""
"27","1991","weiblich","1","","",""
"28","1991","männlich","","","",""
"28","1991","weiblich","","","",""
"30","1991","männlich","","","",""
"30","1991","weiblich","1","","",""
"31","1991","männlich","","","",""
"31","1991","weiblich","","","",""
"32","1991","männlich","","","",""
"32","1991","weiblich","","","",""
"35","1991","männlich","","","",""
"35","1991","weiblich","","","",""
"36","1991","männlich","","","",""
"36","1991","weiblich","","","",""
"40","1991","männlich","","","",""
"40","1991","weiblich","","","",""
"42","1991","männlich","","","",""
"42","1991","weiblich","","","",""
"45","1991","männlich","","","",""
"45","1991","weiblich","","","",""
"48","1991","männlich","","","",""
"48","1991","weiblich","","","",""
"50","1991","männlich","","","",""
"50","1991","weiblich","","","",""
"51","1991","männlich","","","",""
"51","1991","weiblich","","","",""
"64","1991","männlich","","","",""
"64","1991","weiblich","","","",""
"65","1991","männlich","","","",""
"65","1991","weiblich","","","",""
"90","1991","männlich","","","",""
"90","1991","weiblich","","","",""
"98","1991","männlich","","","",""
"98","1991","weiblich","","","",""
"100","1991","männlich","","","",""
"100","1991","weiblich","","","",""
"0","1992","männlich","","","",""
"0","1992","weiblich","","","",""
"1","1992","männlich","428","0.7615644779388","0.726176209633718","0.796952746243882"
"1","1992","weiblich","654","0.788808654353963","0.760700684850261","0.816916623857665"
"2","1992","männlich","91","0.153177778570209","0.1232679103336","0.183087646806818"
"2","1992","weiblich","105","0.140914652664642","0.116953825047468","0.164875480281815"
"3","1992","männlich","19","","",""
"3","1992","weiblich","22","","",""
"4","1992","männlich","3","","",""
"4","1992","weiblich","8","","",""
"5","1992","männlich","2","","",""
"5","1992","weiblich","7","","",""
"6","1992","männlich","3","","",""
"6","1992","weiblich","1","","",""
"7","1992","männlich","7","","",""
"7","1992","weiblich","","","",""
"8","1992","männlich","1","","",""
"8","1992","weiblich","2","","",""
"9","1992","männlich","","","",""
"9","1992","weiblich","1","","",""
"10","1992","männlich","1","","",""
"10","1992","weiblich","4","","",""
"11","1992","männlich","","","",""
"11","1992","weiblich","","","",""
"12","1992","männlich","1","","",""
"12","1992","weiblich","1","","",""
"13","1992","männlich","","","",""
"13","1992","weiblich","","","",""
"14","1992","männlich","","","",""
"14","1992","weiblich","","","",""
"15","1992","männlich","","","",""
"15","1992","weiblich","","","",""
"16","1992","männlich","","","",""
"16","1992","weiblich","","","",""
"17","1992","männlich","","","",""
"17","1992","weiblich","","","",""
"18","1992","männlich","","","",""
"18","1992","weiblich","","","",""
"19","1992","männlich","","","",""
"19","1992","weiblich","","","",""
"20","1992","männlich","","","",""
"20","1992","weiblich","","","",""
"21","1992","männlich","1","","",""
"21","1992","weiblich","3","","",""
"22","1992","männlich","","","",""
"22","1992","weiblich","","","",""
"23","1992","männlich","","","",""
"23","1992","weiblich","","","",""
"24","1992","männlich","","","",""
"24","1992","weiblich","","","",""
"25","1992","männlich","","","",""
"25","1992","weiblich","","","",""
"26","1992","männlich","","","",""
"26","1992","weiblich","","","",""
"27","1992","männlich","","","",""
"27","1992","weiblich","","","",""
"28","1992","männlich","","","",""
"28","1992","weiblich","","","",""
"30","1992","männlich","","","",""
"30","1992","weiblich","1","","",""
"31","1992","männlich","","","",""
"31","1992","weiblich","","","",""
"32","1992","männlich","","","",""
"32","1992","weiblich","","","",""
"35","1992","männlich","","","",""
"35","1992","weiblich","","","",""
"36","1992","männlich","","","",""
"36","1992","weiblich","","","",""
"40","1992","männlich","","","",""
"40","1992","weiblich","","","",""
"42","1992","männlich","","","",""
"42","1992","weiblich","","","",""
"45","1992","männlich","","","",""
"45","1992","weiblich","","","",""
"48","1992","männlich","","","",""
"48","1992","weiblich","","","",""
"50","1992","männlich","","","",""
"50","1992","weiblich","","","",""
"51","1992","männlich","","","",""
"51","1992","weiblich","","","",""
"64","1992","männlich","","","",""
"64","1992","weiblich","","","",""
"65","1992","männlich","","","",""
"65","1992","weiblich","1","","",""
"90","1992","männlich","","","",""
"90","1992","weiblich","","","",""
"98","1992","männlich","","","",""
"98","1992","weiblich","","","",""
"100","1992","männlich","","","",""
"100","1992","weiblich","","","",""
"0","1993","männlich","","","",""
"0","1993","weiblich","","","",""
"1","1993","männlich","","","",""
"1","1993","weiblich","","","",""
"2","1993","männlich","","","",""
"2","1993","weiblich","","","",""
"3","1993","männlich","","","",""
"3","1993","weiblich","","","",""
"4","1993","männlich","","","",""
"4","1993","weiblich","","","",""
"5","1993","männlich","","","",""
"5","1993","weiblich","","","",""
"6","1993","männlich","","","",""
"6","1993","weiblich","","","",""
"7","1993","männlich","","","",""
"7","1993","weiblich","","","",""
"8","1993","männlich","","","",""
"8","1993","weiblich","","","",""
"9","1993","männlich","","","",""
"9","1993","weiblich","","","",""
"10","1993","männlich","","","",""
"10","1993","weiblich","","","",""
"11","1993","männlich","","","",""
"11","1993","weiblich","","","",""
"12","1993","männlich","","","",""
"12","1993","weiblich","","","",""
"13","1993","männlich","","","",""
"13","1993","weiblich","","","",""
"14","1993","männlich","","","",""
"14","1993","weiblich","","","",""
"15","1993","männlich","","","",""
