"ple0055","year","age_gr","n","percent","lower_confidence_percent","upper_confidence_percent"
"15","2017","46-65","","","",""
"15","2017","66","","","",""
"16","2017","17-29","","","",""
"16","2017","30-45","","","",""
"16","2017","46-65","","","",""
"16","2017","66","","","",""
"17","2017","17-29","","","",""
"17","2017","30-45","","","",""
"17","2017","46-65","","","",""
"17","2017","66","","","",""
"18","2017","17-29","","","",""
"18","2017","30-45","","","",""
"18","2017","46-65","","","",""
"18","2017","66","","","",""
"19","2017","17-29","","","",""
"19","2017","30-45","","","",""
"19","2017","46-65","","","",""
"19","2017","66","","","",""
"20","2017","17-29","","","",""
"20","2017","30-45","","","",""
"20","2017","46-65","","","",""
"20","2017","66","","","",""
"21","2017","17-29","","","",""
"21","2017","30-45","","","",""
"21","2017","46-65","","","",""
"21","2017","66","","","",""
"22","2017","17-29","","","",""
"22","2017","30-45","","","",""
"22","2017","46-65","","","",""
"22","2017","66","","","",""
"23","2017","17-29","","","",""
"23","2017","30-45","","","",""
"23","2017","46-65","","","",""
"23","2017","66","","","",""
"24","2017","17-29","","","",""
"24","2017","30-45","","","",""
"24","2017","46-65","","","",""
"24","2017","66","","","",""
"25","2017","17-29","","","",""
"25","2017","30-45","","","",""
"25","2017","46-65","","","",""
"25","2017","66","","","",""
"26","2017","17-29","","","",""
"26","2017","30-45","","","",""
"26","2017","46-65","","","",""
"26","2017","66","","","",""
"27","2017","17-29","","","",""
"27","2017","30-45","","","",""
"27","2017","46-65","","","",""
"27","2017","66","","","",""
"28","2017","17-29","","","",""
"28","2017","30-45","","","",""
"28","2017","46-65","","","",""
"28","2017","66","","","",""
"30","2017","17-29","","","",""
"30","2017","30-45","1","","",""
"30","2017","46-65","","","",""
"30","2017","66","","","",""
"31","2017","17-29","","","",""
"31","2017","30-45","","","",""
"31","2017","46-65","","","",""
"31","2017","66","","","",""
"32","2017","17-29","","","",""
"32","2017","30-45","","","",""
"32","2017","46-65","","","",""
"32","2017","66","","","",""
"35","2017","17-29","","","",""
"35","2017","30-45","","","",""
"35","2017","46-65","","","",""
"35","2017","66","","","",""
"36","2017","17-29","","","",""
"36","2017","30-45","","","",""
"36","2017","46-65","","","",""
"36","2017","66","","","",""
"40","2017","17-29","","","",""
"40","2017","30-45","","","",""
"40","2017","46-65","","","",""
"40","2017","66","","","",""
"42","2017","17-29","","","",""
"42","2017","30-45","","","",""
"42","2017","46-65","","","",""
"42","2017","66","","","",""
"45","2017","17-29","","","",""
"45","2017","30-45","","","",""
"45","2017","46-65","","","",""
"45","2017","66","","","",""
"48","2017","17-29","","","",""
"48","2017","30-45","","","",""
"48","2017","46-65","","","",""
"48","2017","66","","","",""
"50","2017","17-29","","","",""
"50","2017","30-45","","","",""
"50","2017","46-65","","","",""
"50","2017","66","","","",""
"51","2017","17-29","","","",""
"51","2017","30-45","","","",""
"51","2017","46-65","","","",""
"51","2017","66","","","",""
"64","2017","17-29","","","",""
"64","2017","30-45","","","",""
"64","2017","46-65","","","",""
"64","2017","66","","","",""
"65","2017","17-29","","","",""
"65","2017","30-45","","","",""
"65","2017","46-65","","","",""
"65","2017","66","","","",""
"90","2017","17-29","","","",""
"90","2017","30-45","","","",""
"90","2017","46-65","","","",""
"90","2017","66","","","",""
"98","2017","17-29","","","",""
"98","2017","30-45","","","",""
"98","2017","46-65","","","",""
"98","2017","66","","","",""
"100","2017","17-29","","","",""
"100","2017","30-45","","","",""
"100","2017","46-65","","","",""
"100","2017","66","","","",""
"0","2018","17-29","","","",""
"0","2018","30-45","","","",""
"0","2018","46-65","","","",""
"0","2018","66","","","",""
"1","2018","17-29","349","0.836508916116641","0.800799577489196","0.872218254744086"
"1","2018","30-45","630","0.862826418067737","0.838188492506928","0.887464343628546"
"1","2018","46-65","900","0.758471298337551","0.733946293082816","0.782996303592286"
"1","2018","66","","","",""
"2","2018","17-29","40","0.084797580931997","0.0578977348991825","0.111697426964811"
"2","2018","30-45","78","0.102356200713412","0.080648377382939","0.124064024043886"
"2","2018","46-65","176","0.166534303147511","0.145186613653504","0.187881992641518"
"2","2018","66","","","",""
"3","2018","17-29","14","","",""
"3","2018","30-45","25","","",""
"3","2018","46-65","49","0.0417343450694131","0.030275392471151","0.0531932976676752"
"3","2018","66","","","",""
"4","2018","17-29","3","","",""
"4","2018","30-45","8","","",""
"4","2018","46-65","19","","",""
"4","2018","66","","","",""
"5","2018","17-29","2","","",""
"5","2018","30-45","4","","",""
"5","2018","46-65","13","","",""
"5","2018","66","","","",""
"6","2018","17-29","1","","",""
"6","2018","30-45","1","","",""
"6","2018","46-65","5","","",""
"6","2018","66","","","",""
"7","2018","17-29","1","","",""
"7","2018","30-45","1","","",""
"7","2018","46-65","3","","",""
"7","2018","66","","","",""
"8","2018","17-29","1","","",""
"8","2018","30-45","","","",""
"8","2018","46-65","1","","",""
"8","2018","66","","","",""
"9","2018","17-29","","","",""
"9","2018","30-45","","","",""
"9","2018","46-65","","","",""
"9","2018","66","","","",""
"10","2018","17-29","","","",""
"10","2018","30-45","","","",""
"10","2018","46-65","","","",""
"10","2018","66","","","",""
"11","2018","17-29","","","",""
"11","2018","30-45","","","",""
"11","2018","46-65","","","",""
"11","2018","66","","","",""
"12","2018","17-29","1","","",""
"12","2018","30-45","","","",""
"12","2018","46-65","1","","",""
"12","2018","66","","","",""
"13","2018","17-29","","","",""
"13","2018","30-45","","","",""
"13","2018","46-65","","","",""
"13","2018","66","","","",""
"14","2018","17-29","","","",""
"14","2018","30-45","","","",""
"14","2018","46-65","","","",""
"14","2018","66","","","",""
"15","2018","17-29","","","",""
"15","2018","30-45","","","",""
"15","2018","46-65","2","","",""
"15","2018","66","","","",""
"16","2018","17-29","","","",""
"16","2018","30-45","","","",""
"16","2018","46-65","","","",""
"16","2018","66","","","",""
"17","2018","17-29","","","",""
"17","2018","30-45","","","",""
"17","2018","46-65","","","",""
"17","2018","66","","","",""
"18","2018","17-29","","","",""
"18","2018","30-45","","","",""
"18","2018","46-65","","","",""
"18","2018","66","","","",""
"19","2018","17-29","","","",""
"19","2018","30-45","","","",""
"19","2018","46-65","","","",""
"19","2018","66","","","",""
"20","2018","17-29","","","",""
"20","2018","30-45","1","","",""
"20","2018","46-65","","","",""
"20","2018","66","","","",""
"21","2018","17-29","","","",""
"21","2018","30-45","","","",""
"21","2018","46-65","","","",""
"21","2018","66","","","",""
"22","2018","17-29","","","",""
"22","2018","30-45","","","",""
"22","2018","46-65","","","",""
"22","2018","66","","","",""
"23","2018","17-29","","","",""
"23","2018","30-45","","","",""
"23","2018","46-65","","","",""
"23","2018","66","","","",""
"24","2018","17-29","","","",""
"24","2018","30-45","","","",""
"24","2018","46-65","","","",""
"24","2018","66","","","",""
"25","2018","17-29","","","",""
"25","2018","30-45","","","",""
"25","2018","46-65","","","",""
"25","2018","66","","","",""
"26","2018","17-29","","","",""
"26","2018","30-45","","","",""
"26","2018","46-65","","","",""
"26","2018","66","","","",""
"27","2018","17-29","","","",""
"27","2018","30-45","","","",""
"27","2018","46-65","","","",""
"27","2018","66","","","",""
"28","2018","17-29","","","",""
"28","2018","30-45","","","",""
"28","2018","46-65","","","",""
"28","2018","66","","","",""
"30","2018","17-29","","","",""
"30","2018","30-45","","","",""
"30","2018","46-65","","","",""
"30","2018","66","","","",""
"31","2018","17-29","","","",""
"31","2018","30-45","","","",""
"31","2018","46-65","","","",""
"31","2018","66","","","",""
"32","2018","17-29","","","",""
"32","2018","30-45","","","",""
"32","2018","46-65","","","",""
"32","2018","66","","","",""
"35","2018","17-29","","","",""
"35","2018","30-45","","","",""
"35","2018","46-65","","","",""
"35","2018","66","","","",""
"36","2018","17-29","","","",""
"36","2018","30-45","","","",""
"36","2018","46-65","","","",""
"36","2018","66","","","",""
"40","2018","17-29","","","",""
"40","2018","30-45","","","",""
"40","2018","46-65","","","",""
"40","2018","66","","","",""
"42","2018","17-29","","","",""
"42","2018","30-45","","","",""
"42","2018","46-65","","","",""
"42","2018","66","","","",""
"45","2018","17-29","","","",""
"45","2018","30-45","","","",""
"45","2018","46-65","","","",""
"45","2018","66","","","",""
"48","2018","17-29","","","",""
"48","2018","30-45","","","",""
"48","2018","46-65","","","",""
"48","2018","66","","","",""
"50","2018","17-29","","","",""
"50","2018","30-45","","","",""
"50","2018","46-65","","","",""
"50","2018","66","","","",""
"51","2018","17-29","","","",""
"51","2018","30-45","","","",""
"51","2018","46-65","","","",""
"51","2018","66","","","",""
"64","2018","17-29","","","",""
"64","2018","30-45","","","",""
"64","2018","46-65","","","",""
"64","2018","66","","","",""
"65","2018","17-29","","","",""
"65","2018","30-45","","","",""
"65","2018","46-65","","","",""
"65","2018","66","","","",""
"90","2018","17-29","","","",""
"90","2018","30-45","","","",""
"90","2018","46-65","","","",""
"90","2018","66","","","",""
"98","2018","17-29","","","",""
"98","2018","30-45","","","",""
"98","2018","46-65","1","","",""
"98","2018","66","","","",""
"100","2018","17-29","","","",""
"100","2018","30-45","1","","",""
"100","2018","46-65","","","",""
"100","2018","66","","","",""
"0","2019","17-29","","","",""
"0","2019","30-45","","","",""
"0","2019","46-65","","","",""
"0","2019","66","","","",""
"1","2019","17-29","320","0.845746355921597","0.809286478870206","0.882206232972989"
"1","2019","30-45","550","0.84729494039475","0.820037877764339","0.87455200302516"
"1","2019","46-65","988","0.751604222456517","0.72817039581911","0.775038049093923"
"1","2019","66","","","",""
"2","2019","17-29","35","0.103888182561283","0.0730888296199528","0.134687535502613"
"2","2019","30-45","82","0.101080223003632","0.0782385139438976","0.123921932063366"
"2","2019","46-65","216","0.17626915861139","0.155603115469716","0.196935201753065"
"2","2019","66","","","",""
"3","2019","17-29","15","","",""
"3","2019","30-45","20","","",""
"3","2019","46-65","59","0.0467731647793092","0.0353213843963152","0.0582249451623033"
"3","2019","66","","","",""
"4","2019","17-29","2","","",""
"4","2019","30-45","8","","",""
"4","2019","46-65","19","","",""
"4","2019","66","","","",""
"5","2019","17-29","1","","",""
"5","2019","30-45","5","","",""
"5","2019","46-65","10","","",""
"5","2019","66","","","",""
"6","2019","17-29","1","","",""
"6","2019","30-45","2","","",""
"6","2019","46-65","5","","",""
"6","2019","66","","","",""
"7","2019","17-29","","","",""
"7","2019","30-45","","","",""
"7","2019","46-65","1","","",""
"7","2019","66","","","",""
"8","2019","17-29","2","","",""
"8","2019","30-45","","","",""
"8","2019","46-65","2","","",""
"8","2019","66","","","",""
"9","2019","17-29","1","","",""
"9","2019","30-45","","","",""
"9","2019","46-65","1","","",""
"9","2019","66","","","",""
"10","2019","17-29","","","",""
"10","2019","30-45","","","",""
"10","2019","46-65","2","","",""
"10","2019","66","","","",""
"11","2019","17-29","","","",""
"11","2019","30-45","","","",""
"11","2019","46-65","1","","",""
"11","2019","66","","","",""
"12","2019","17-29","","","",""
"12","2019","30-45","1","","",""
"12","2019","46-65","1","","",""
"12","2019","66","","","",""
"13","2019","17-29","","","",""
"13","2019","30-45","","","",""
"13","2019","46-65","","","",""
"13","2019","66","","","",""
"14","2019","17-29","","","",""
"14","2019","30-45","","","",""
"14","2019","46-65","","","",""
"14","2019","66","","","",""
"15","2019","17-29","","","",""
"15","2019","30-45","","","",""
"15","2019","46-65","1","","",""
"15","2019","66","","","",""
"16","2019","17-29","","","",""
"16","2019","30-45","","","",""
"16","2019","46-65","","","",""
"16","2019","66","","","",""
"17","2019","17-29","","","",""
"17","2019","30-45","","","",""
"17","2019","46-65","","","",""
"17","2019","66","","","",""
"18","2019","17-29","","","",""
"18","2019","30-45","","","",""
"18","2019","46-65","","","",""
"18","2019","66","","","",""
"19","2019","17-29","","","",""
"19","2019","30-45","","","",""
"19","2019","46-65","","","",""
"19","2019","66","","","",""
"20","2019","17-29","","","",""
"20","2019","30-45","","","",""
"20","2019","46-65","","","",""
"20","2019","66","","","",""
"21","2019","17-29","","","",""
"21","2019","30-45","","","",""
"21","2019","46-65","","","",""
"21","2019","66","","","",""
"22","2019","17-29","","","",""
"22","2019","30-45","","","",""
"22","2019","46-65","","","",""
"22","2019","66","","","",""
"23","2019","17-29","","","",""
"23","2019","30-45","","","",""
"23","2019","46-65","","","",""
"23","2019","66","","","",""
"24","2019","17-29","","","",""
"24","2019","30-45","","","",""
"24","2019","46-65","","","",""
"24","2019","66","","","",""
"25","2019","17-29","","","",""
"25","2019","30-45","","","",""
"25","2019","46-65","","","",""
"25","2019","66","","","",""
"26","2019","17-29","","","",""
"26","2019","30-45","","","",""
"26","2019","46-65","","","",""
"26","2019","66","","","",""
"27","2019","17-29","","","",""
"27","2019","30-45","","","",""
"27","2019","46-65","","","",""
"27","2019","66","","","",""
"28","2019","17-29","","","",""
"28","2019","30-45","","","",""
"28","2019","46-65","","","",""
"28","2019","66","","","",""
"30","2019","17-29","","","",""
"30","2019","30-45","","","",""
"30","2019","46-65","","","",""
"30","2019","66","","","",""
"31","2019","17-29","","","",""
"31","2019","30-45","","","",""
"31","2019","46-65","","","",""
"31","2019","66","","","",""
"32","2019","17-29","","","",""
"32","2019","30-45","","","",""
"32","2019","46-65","","","",""
"32","2019","66","","","",""
"35","2019","17-29","","","",""
"35","2019","30-45","","","",""
"35","2019","46-65","","","",""
"35","2019","66","","","",""
"36","2019","17-29","","","",""
"36","2019","30-45","","","",""
"36","2019","46-65","","","",""
"36","2019","66","","","",""
"40","2019","17-29","","","",""
"40","2019","30-45","","","",""
"40","2019","46-65","","","",""
"40","2019","66","","","",""
"42","2019","17-29","","","",""
"42","2019","30-45","","","",""
"42","2019","46-65","","","",""
"42","2019","66","","","",""
"45","2019","17-29","","","",""
"45","2019","30-45","","","",""
"45","2019","46-65","","","",""
"45","2019","66","","","",""
"48","2019","17-29","","","",""
"48","2019","30-45","","","",""
"48","2019","46-65","","","",""
"48","2019","66","","","",""
"50","2019","17-29","","","",""
"50","2019","30-45","1","","",""
"50","2019","46-65","","","",""
"50","2019","66","","","",""
"51","2019","17-29","","","",""
"51","2019","30-45","","","",""
"51","2019","46-65","","","",""
