"ple0055","year","bula_h","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"2","1984","Berlin","Ostdeutschland","","","",""
"2","1984","Brandenburg","Westdeutschland","","","",""
"2","1984","Brandenburg","Ostdeutschland","","","",""
"2","1984","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"2","1984","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"2","1984","Sachsen","Westdeutschland","","","",""
"2","1984","Sachsen","Ostdeutschland","","","",""
"2","1984","Sachsen-Anhalt","Westdeutschland","","","",""
"2","1984","Sachsen-Anhalt","Ostdeutschland","","","",""
"2","1984","Thueringen","Westdeutschland","","","",""
"2","1984","Thueringen","Ostdeutschland","","","",""
"3","1984","Schleswig-Holstein","Westdeutschland","1","","",""
"3","1984","Schleswig-Holstein","Ostdeutschland","","","",""
"3","1984","Hamburg","Westdeutschland","1","","",""
"3","1984","Hamburg","Ostdeutschland","","","",""
"3","1984","Niedersachsen","Westdeutschland","7","","",""
"3","1984","Niedersachsen","Ostdeutschland","","","",""
"3","1984","Bremen","Westdeutschland","","","",""
"3","1984","Bremen","Ostdeutschland","","","",""
"3","1984","Nordrhein-Westfalen","Westdeutschland","10","","",""
"3","1984","Nordrhein-Westfalen","Ostdeutschland","","","",""
"3","1984","Hessen","Westdeutschland","3","","",""
"3","1984","Hessen","Ostdeutschland","","","",""
"3","1984","Rheinland-Pfalz,Saarland","Westdeutschland","2","","",""
"3","1984","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"3","1984","Baden-Wuerttemberg","Westdeutschland","9","","",""
"3","1984","Baden-Wuerttemberg","Ostdeutschland","","","",""
"3","1984","Bayern","Westdeutschland","6","","",""
"3","1984","Bayern","Ostdeutschland","","","",""
"3","1984","Saarland","Westdeutschland","","","",""
"3","1984","Saarland","Ostdeutschland","","","",""
"3","1984","Berlin","Westdeutschland","2","","",""
"3","1984","Berlin","Ostdeutschland","","","",""
"3","1984","Brandenburg","Westdeutschland","","","",""
"3","1984","Brandenburg","Ostdeutschland","","","",""
"3","1984","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"3","1984","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"3","1984","Sachsen","Westdeutschland","","","",""
"3","1984","Sachsen","Ostdeutschland","","","",""
"3","1984","Sachsen-Anhalt","Westdeutschland","","","",""
"3","1984","Sachsen-Anhalt","Ostdeutschland","","","",""
"3","1984","Thueringen","Westdeutschland","","","",""
"3","1984","Thueringen","Ostdeutschland","","","",""
"4","1984","Schleswig-Holstein","Westdeutschland","","","",""
"4","1984","Schleswig-Holstein","Ostdeutschland","","","",""
"4","1984","Hamburg","Westdeutschland","","","",""
"4","1984","Hamburg","Ostdeutschland","","","",""
"4","1984","Niedersachsen","Westdeutschland","2","","",""
"4","1984","Niedersachsen","Ostdeutschland","","","",""
"4","1984","Bremen","Westdeutschland","","","",""
"4","1984","Bremen","Ostdeutschland","","","",""
"4","1984","Nordrhein-Westfalen","Westdeutschland","3","","",""
"4","1984","Nordrhein-Westfalen","Ostdeutschland","","","",""
"4","1984","Hessen","Westdeutschland","2","","",""
"4","1984","Hessen","Ostdeutschland","","","",""
"4","1984","Rheinland-Pfalz,Saarland","Westdeutschland","1","","",""
"4","1984","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"4","1984","Baden-Wuerttemberg","Westdeutschland","4","","",""
"4","1984","Baden-Wuerttemberg","Ostdeutschland","","","",""
"4","1984","Bayern","Westdeutschland","3","","",""
"4","1984","Bayern","Ostdeutschland","","","",""
"4","1984","Saarland","Westdeutschland","","","",""
"4","1984","Saarland","Ostdeutschland","","","",""
"4","1984","Berlin","Westdeutschland","","","",""
"4","1984","Berlin","Ostdeutschland","","","",""
"4","1984","Brandenburg","Westdeutschland","","","",""
"4","1984","Brandenburg","Ostdeutschland","","","",""
"4","1984","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"4","1984","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"4","1984","Sachsen","Westdeutschland","","","",""
"4","1984","Sachsen","Ostdeutschland","","","",""
"4","1984","Sachsen-Anhalt","Westdeutschland","","","",""
"4","1984","Sachsen-Anhalt","Ostdeutschland","","","",""
"4","1984","Thueringen","Westdeutschland","","","",""
"4","1984","Thueringen","Ostdeutschland","","","",""
"5","1984","Schleswig-Holstein","Westdeutschland","","","",""
"5","1984","Schleswig-Holstein","Ostdeutschland","","","",""
"5","1984","Hamburg","Westdeutschland","","","",""
"5","1984","Hamburg","Ostdeutschland","","","",""
"5","1984","Niedersachsen","Westdeutschland","","","",""
"5","1984","Niedersachsen","Ostdeutschland","","","",""
"5","1984","Bremen","Westdeutschland","","","",""
"5","1984","Bremen","Ostdeutschland","","","",""
"5","1984","Nordrhein-Westfalen","Westdeutschland","3","","",""
"5","1984","Nordrhein-Westfalen","Ostdeutschland","","","",""
"5","1984","Hessen","Westdeutschland","","","",""
"5","1984","Hessen","Ostdeutschland","","","",""
"5","1984","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"5","1984","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"5","1984","Baden-Wuerttemberg","Westdeutschland","","","",""
"5","1984","Baden-Wuerttemberg","Ostdeutschland","","","",""
"5","1984","Bayern","Westdeutschland","2","","",""
"5","1984","Bayern","Ostdeutschland","","","",""
"5","1984","Saarland","Westdeutschland","","","",""
"5","1984","Saarland","Ostdeutschland","","","",""
"5","1984","Berlin","Westdeutschland","","","",""
"5","1984","Berlin","Ostdeutschland","","","",""
"5","1984","Brandenburg","Westdeutschland","","","",""
"5","1984","Brandenburg","Ostdeutschland","","","",""
"5","1984","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"5","1984","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"5","1984","Sachsen","Westdeutschland","","","",""
"5","1984","Sachsen","Ostdeutschland","","","",""
"5","1984","Sachsen-Anhalt","Westdeutschland","","","",""
"5","1984","Sachsen-Anhalt","Ostdeutschland","","","",""
"5","1984","Thueringen","Westdeutschland","","","",""
"5","1984","Thueringen","Ostdeutschland","","","",""
"6","1984","Schleswig-Holstein","Westdeutschland","","","",""
"6","1984","Schleswig-Holstein","Ostdeutschland","","","",""
"6","1984","Hamburg","Westdeutschland","","","",""
"6","1984","Hamburg","Ostdeutschland","","","",""
"6","1984","Niedersachsen","Westdeutschland","","","",""
"6","1984","Niedersachsen","Ostdeutschland","","","",""
"6","1984","Bremen","Westdeutschland","","","",""
"6","1984","Bremen","Ostdeutschland","","","",""
"6","1984","Nordrhein-Westfalen","Westdeutschland","2","","",""
"6","1984","Nordrhein-Westfalen","Ostdeutschland","","","",""
"6","1984","Hessen","Westdeutschland","","","",""
"6","1984","Hessen","Ostdeutschland","","","",""
"6","1984","Rheinland-Pfalz,Saarland","Westdeutschland","1","","",""
"6","1984","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"6","1984","Baden-Wuerttemberg","Westdeutschland","","","",""
"6","1984","Baden-Wuerttemberg","Ostdeutschland","","","",""
"6","1984","Bayern","Westdeutschland","2","","",""
"6","1984","Bayern","Ostdeutschland","","","",""
"6","1984","Saarland","Westdeutschland","","","",""
"6","1984","Saarland","Ostdeutschland","","","",""
"6","1984","Berlin","Westdeutschland","","","",""
"6","1984","Berlin","Ostdeutschland","","","",""
"6","1984","Brandenburg","Westdeutschland","","","",""
"6","1984","Brandenburg","Ostdeutschland","","","",""
"6","1984","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"6","1984","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"6","1984","Sachsen","Westdeutschland","","","",""
"6","1984","Sachsen","Ostdeutschland","","","",""
"6","1984","Sachsen-Anhalt","Westdeutschland","","","",""
"6","1984","Sachsen-Anhalt","Ostdeutschland","","","",""
"6","1984","Thueringen","Westdeutschland","","","",""
"6","1984","Thueringen","Ostdeutschland","","","",""
"7","1984","Schleswig-Holstein","Westdeutschland","","","",""
"7","1984","Schleswig-Holstein","Ostdeutschland","","","",""
"7","1984","Hamburg","Westdeutschland","","","",""
"7","1984","Hamburg","Ostdeutschland","","","",""
"7","1984","Niedersachsen","Westdeutschland","2","","",""
"7","1984","Niedersachsen","Ostdeutschland","","","",""
"7","1984","Bremen","Westdeutschland","","","",""
"7","1984","Bremen","Ostdeutschland","","","",""
"7","1984","Nordrhein-Westfalen","Westdeutschland","","","",""
"7","1984","Nordrhein-Westfalen","Ostdeutschland","","","",""
"7","1984","Hessen","Westdeutschland","","","",""
"7","1984","Hessen","Ostdeutschland","","","",""
"7","1984","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"7","1984","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"7","1984","Baden-Wuerttemberg","Westdeutschland","2","","",""
"7","1984","Baden-Wuerttemberg","Ostdeutschland","","","",""
"7","1984","Bayern","Westdeutschland","","","",""
"7","1984","Bayern","Ostdeutschland","","","",""
"7","1984","Saarland","Westdeutschland","","","",""
"7","1984","Saarland","Ostdeutschland","","","",""
"7","1984","Berlin","Westdeutschland","","","",""
"7","1984","Berlin","Ostdeutschland","","","",""
"7","1984","Brandenburg","Westdeutschland","","","",""
"7","1984","Brandenburg","Ostdeutschland","","","",""
"7","1984","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"7","1984","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"7","1984","Sachsen","Westdeutschland","","","",""
"7","1984","Sachsen","Ostdeutschland","","","",""
"7","1984","Sachsen-Anhalt","Westdeutschland","","","",""
"7","1984","Sachsen-Anhalt","Ostdeutschland","","","",""
"7","1984","Thueringen","Westdeutschland","","","",""
"7","1984","Thueringen","Ostdeutschland","","","",""
"8","1984","Schleswig-Holstein","Westdeutschland","","","",""
"8","1984","Schleswig-Holstein","Ostdeutschland","","","",""
"8","1984","Hamburg","Westdeutschland","","","",""
"8","1984","Hamburg","Ostdeutschland","","","",""
"8","1984","Niedersachsen","Westdeutschland","","","",""
"8","1984","Niedersachsen","Ostdeutschland","","","",""
"8","1984","Bremen","Westdeutschland","","","",""
"8","1984","Bremen","Ostdeutschland","","","",""
"8","1984","Nordrhein-Westfalen","Westdeutschland","","","",""
"8","1984","Nordrhein-Westfalen","Ostdeutschland","","","",""
"8","1984","Hessen","Westdeutschland","","","",""
"8","1984","Hessen","Ostdeutschland","","","",""
"8","1984","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"8","1984","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"8","1984","Baden-Wuerttemberg","Westdeutschland","1","","",""
"8","1984","Baden-Wuerttemberg","Ostdeutschland","","","",""
"8","1984","Bayern","Westdeutschland","","","",""
"8","1984","Bayern","Ostdeutschland","","","",""
"8","1984","Saarland","Westdeutschland","","","",""
"8","1984","Saarland","Ostdeutschland","","","",""
"8","1984","Berlin","Westdeutschland","","","",""
"8","1984","Berlin","Ostdeutschland","","","",""
"8","1984","Brandenburg","Westdeutschland","","","",""
"8","1984","Brandenburg","Ostdeutschland","","","",""
"8","1984","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"8","1984","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"8","1984","Sachsen","Westdeutschland","","","",""
"8","1984","Sachsen","Ostdeutschland","","","",""
"8","1984","Sachsen-Anhalt","Westdeutschland","","","",""
"8","1984","Sachsen-Anhalt","Ostdeutschland","","","",""
"8","1984","Thueringen","Westdeutschland","","","",""
"8","1984","Thueringen","Ostdeutschland","","","",""
"9","1984","Schleswig-Holstein","Westdeutschland","","","",""
"9","1984","Schleswig-Holstein","Ostdeutschland","","","",""
"9","1984","Hamburg","Westdeutschland","","","",""
"9","1984","Hamburg","Ostdeutschland","","","",""
"9","1984","Niedersachsen","Westdeutschland","1","","",""
"9","1984","Niedersachsen","Ostdeutschland","","","",""
"9","1984","Bremen","Westdeutschland","","","",""
"9","1984","Bremen","Ostdeutschland","","","",""
"9","1984","Nordrhein-Westfalen","Westdeutschland","1","","",""
"9","1984","Nordrhein-Westfalen","Ostdeutschland","","","",""
"9","1984","Hessen","Westdeutschland","","","",""
"9","1984","Hessen","Ostdeutschland","","","",""
"9","1984","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"9","1984","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"9","1984","Baden-Wuerttemberg","Westdeutschland","","","",""
"9","1984","Baden-Wuerttemberg","Ostdeutschland","","","",""
"9","1984","Bayern","Westdeutschland","","","",""
"9","1984","Bayern","Ostdeutschland","","","",""
"9","1984","Saarland","Westdeutschland","","","",""
"9","1984","Saarland","Ostdeutschland","","","",""
"9","1984","Berlin","Westdeutschland","","","",""
"9","1984","Berlin","Ostdeutschland","","","",""
"9","1984","Brandenburg","Westdeutschland","","","",""
"9","1984","Brandenburg","Ostdeutschland","","","",""
"9","1984","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"9","1984","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"9","1984","Sachsen","Westdeutschland","","","",""
"9","1984","Sachsen","Ostdeutschland","","","",""
"9","1984","Sachsen-Anhalt","Westdeutschland","","","",""
"9","1984","Sachsen-Anhalt","Ostdeutschland","","","",""
"9","1984","Thueringen","Westdeutschland","","","",""
"9","1984","Thueringen","Ostdeutschland","","","",""
"10","1984","Schleswig-Holstein","Westdeutschland","","","",""
"10","1984","Schleswig-Holstein","Ostdeutschland","","","",""
"10","1984","Hamburg","Westdeutschland","1","","",""
"10","1984","Hamburg","Ostdeutschland","","","",""
"10","1984","Niedersachsen","Westdeutschland","","","",""
"10","1984","Niedersachsen","Ostdeutschland","","","",""
"10","1984","Bremen","Westdeutschland","","","",""
"10","1984","Bremen","Ostdeutschland","","","",""
"10","1984","Nordrhein-Westfalen","Westdeutschland","1","","",""
"10","1984","Nordrhein-Westfalen","Ostdeutschland","","","",""
"10","1984","Hessen","Westdeutschland","","","",""
"10","1984","Hessen","Ostdeutschland","","","",""
"10","1984","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"10","1984","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"10","1984","Baden-Wuerttemberg","Westdeutschland","1","","",""
"10","1984","Baden-Wuerttemberg","Ostdeutschland","","","",""
"10","1984","Bayern","Westdeutschland","","","",""
"10","1984","Bayern","Ostdeutschland","","","",""
"10","1984","Saarland","Westdeutschland","","","",""
"10","1984","Saarland","Ostdeutschland","","","",""
"10","1984","Berlin","Westdeutschland","","","",""
"10","1984","Berlin","Ostdeutschland","","","",""
"10","1984","Brandenburg","Westdeutschland","","","",""
"10","1984","Brandenburg","Ostdeutschland","","","",""
"10","1984","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"10","1984","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"10","1984","Sachsen","Westdeutschland","","","",""
"10","1984","Sachsen","Ostdeutschland","","","",""
"10","1984","Sachsen-Anhalt","Westdeutschland","","","",""
"10","1984","Sachsen-Anhalt","Ostdeutschland","","","",""
"10","1984","Thueringen","Westdeutschland","","","",""
"10","1984","Thueringen","Ostdeutschland","","","",""
"11","1984","Schleswig-Holstein","Westdeutschland","","","",""
"11","1984","Schleswig-Holstein","Ostdeutschland","","","",""
"11","1984","Hamburg","Westdeutschland","","","",""
"11","1984","Hamburg","Ostdeutschland","","","",""
"11","1984","Niedersachsen","Westdeutschland","","","",""
"11","1984","Niedersachsen","Ostdeutschland","","","",""
"11","1984","Bremen","Westdeutschland","","","",""
"11","1984","Bremen","Ostdeutschland","","","",""
"11","1984","Nordrhein-Westfalen","Westdeutschland","","","",""
"11","1984","Nordrhein-Westfalen","Ostdeutschland","","","",""
"11","1984","Hessen","Westdeutschland","","","",""
"11","1984","Hessen","Ostdeutschland","","","",""
"11","1984","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"11","1984","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"11","1984","Baden-Wuerttemberg","Westdeutschland","","","",""
"11","1984","Baden-Wuerttemberg","Ostdeutschland","","","",""
"11","1984","Bayern","Westdeutschland","","","",""
"11","1984","Bayern","Ostdeutschland","","","",""
"11","1984","Saarland","Westdeutschland","","","",""
"11","1984","Saarland","Ostdeutschland","","","",""
"11","1984","Berlin","Westdeutschland","","","",""
"11","1984","Berlin","Ostdeutschland","","","",""
"11","1984","Brandenburg","Westdeutschland","","","",""
"11","1984","Brandenburg","Ostdeutschland","","","",""
"11","1984","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"11","1984","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"11","1984","Sachsen","Westdeutschland","","","",""
"11","1984","Sachsen","Ostdeutschland","","","",""
"11","1984","Sachsen-Anhalt","Westdeutschland","","","",""
"11","1984","Sachsen-Anhalt","Ostdeutschland","","","",""
"11","1984","Thueringen","Westdeutschland","","","",""
"11","1984","Thueringen","Ostdeutschland","","","",""
"12","1984","Schleswig-Holstein","Westdeutschland","","","",""
"12","1984","Schleswig-Holstein","Ostdeutschland","","","",""
"12","1984","Hamburg","Westdeutschland","","","",""
"12","1984","Hamburg","Ostdeutschland","","","",""
"12","1984","Niedersachsen","Westdeutschland","1","","",""
"12","1984","Niedersachsen","Ostdeutschland","","","",""
"12","1984","Bremen","Westdeutschland","","","",""
"12","1984","Bremen","Ostdeutschland","","","",""
"12","1984","Nordrhein-Westfalen","Westdeutschland","","","",""
"12","1984","Nordrhein-Westfalen","Ostdeutschland","","","",""
"12","1984","Hessen","Westdeutschland","","","",""
"12","1984","Hessen","Ostdeutschland","","","",""
"12","1984","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"12","1984","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"12","1984","Baden-Wuerttemberg","Westdeutschland","","","",""
"12","1984","Baden-Wuerttemberg","Ostdeutschland","","","",""
"12","1984","Bayern","Westdeutschland","","","",""
"12","1984","Bayern","Ostdeutschland","","","",""
"12","1984","Saarland","Westdeutschland","","","",""
"12","1984","Saarland","Ostdeutschland","","","",""
"12","1984","Berlin","Westdeutschland","","","",""
"12","1984","Berlin","Ostdeutschland","","","",""
"12","1984","Brandenburg","Westdeutschland","","","",""
"12","1984","Brandenburg","Ostdeutschland","","","",""
"12","1984","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"12","1984","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"12","1984","Sachsen","Westdeutschland","","","",""
"12","1984","Sachsen","Ostdeutschland","","","",""
"12","1984","Sachsen-Anhalt","Westdeutschland","","","",""
"12","1984","Sachsen-Anhalt","Ostdeutschland","","","",""
"12","1984","Thueringen","Westdeutschland","","","",""
"12","1984","Thueringen","Ostdeutschland","","","",""
"13","1984","Schleswig-Holstein","Westdeutschland","","","",""
"13","1984","Schleswig-Holstein","Ostdeutschland","","","",""
"13","1984","Hamburg","Westdeutschland","","","",""
"13","1984","Hamburg","Ostdeutschland","","","",""
"13","1984","Niedersachsen","Westdeutschland","","","",""
"13","1984","Niedersachsen","Ostdeutschland","","","",""
"13","1984","Bremen","Westdeutschland","","","",""
"13","1984","Bremen","Ostdeutschland","","","",""
"13","1984","Nordrhein-Westfalen","Westdeutschland","","","",""
"13","1984","Nordrhein-Westfalen","Ostdeutschland","","","",""
"13","1984","Hessen","Westdeutschland","","","",""
"13","1984","Hessen","Ostdeutschland","","","",""
"13","1984","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"13","1984","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"13","1984","Baden-Wuerttemberg","Westdeutschland","","","",""
"13","1984","Baden-Wuerttemberg","Ostdeutschland","","","",""
"13","1984","Bayern","Westdeutschland","","","",""
"13","1984","Bayern","Ostdeutschland","","","",""
"13","1984","Saarland","Westdeutschland","","","",""
"13","1984","Saarland","Ostdeutschland","","","",""
"13","1984","Berlin","Westdeutschland","","","",""
"13","1984","Berlin","Ostdeutschland","","","",""
"13","1984","Brandenburg","Westdeutschland","","","",""
"13","1984","Brandenburg","Ostdeutschland","","","",""
"13","1984","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"13","1984","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"13","1984","Sachsen","Westdeutschland","","","",""
"13","1984","Sachsen","Ostdeutschland","","","",""
"13","1984","Sachsen-Anhalt","Westdeutschland","","","",""
"13","1984","Sachsen-Anhalt","Ostdeutschland","","","",""
"13","1984","Thueringen","Westdeutschland","","","",""
"13","1984","Thueringen","Ostdeutschland","","","",""
"14","1984","Schleswig-Holstein","Westdeutschland","","","",""
"14","1984","Schleswig-Holstein","Ostdeutschland","","","",""
"14","1984","Hamburg","Westdeutschland","","","",""
"14","1984","Hamburg","Ostdeutschland","","","",""
"14","1984","Niedersachsen","Westdeutschland","","","",""
"14","1984","Niedersachsen","Ostdeutschland","","","",""
"14","1984","Bremen","Westdeutschland","","","",""
"14","1984","Bremen","Ostdeutschland","","","",""
"14","1984","Nordrhein-Westfalen","Westdeutschland","","","",""
"14","1984","Nordrhein-Westfalen","Ostdeutschland","","","",""
"14","1984","Hessen","Westdeutschland","","","",""
"14","1984","Hessen","Ostdeutschland","","","",""
"14","1984","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"14","1984","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"14","1984","Baden-Wuerttemberg","Westdeutschland","","","",""
"14","1984","Baden-Wuerttemberg","Ostdeutschland","","","",""
"14","1984","Bayern","Westdeutschland","","","",""
"14","1984","Bayern","Ostdeutschland","","","",""
"14","1984","Saarland","Westdeutschland","","","",""
"14","1984","Saarland","Ostdeutschland","","","",""
"14","1984","Berlin","Westdeutschland","1","","",""
"14","1984","Berlin","Ostdeutschland","","","",""
"14","1984","Brandenburg","Westdeutschland","","","",""
"14","1984","Brandenburg","Ostdeutschland","","","",""
"14","1984","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"14","1984","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"14","1984","Sachsen","Westdeutschland","","","",""
"14","1984","Sachsen","Ostdeutschland","","","",""
"14","1984","Sachsen-Anhalt","Westdeutschland","","","",""
"14","1984","Sachsen-Anhalt","Ostdeutschland","","","",""
"14","1984","Thueringen","Westdeutschland","","","",""
"14","1984","Thueringen","Ostdeutschland","","","",""
"15","1984","Schleswig-Holstein","Westdeutschland","","","",""
"15","1984","Schleswig-Holstein","Ostdeutschland","","","",""
"15","1984","Hamburg","Westdeutschland","","","",""
"15","1984","Hamburg","Ostdeutschland","","","",""
"15","1984","Niedersachsen","Westdeutschland","","","",""
