"ple0055","year","age_gr","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"6","2015","17-29","Städtischer Raum","","","",""
"6","2015","17-29","Ländlicher Raum","","","",""
"6","2015","30-45","Städtischer Raum","","","",""
"6","2015","30-45","Ländlicher Raum","1","","",""
"6","2015","46-65","Städtischer Raum","4","","",""
"6","2015","46-65","Ländlicher Raum","1","","",""
"6","2015","66","Städtischer Raum","","","",""
"6","2015","66","Ländlicher Raum","","","",""
"7","2015","17-29","Städtischer Raum","","","",""
"7","2015","17-29","Ländlicher Raum","1","","",""
"7","2015","30-45","Städtischer Raum","","","",""
"7","2015","30-45","Ländlicher Raum","","","",""
"7","2015","46-65","Städtischer Raum","1","","",""
"7","2015","46-65","Ländlicher Raum","","","",""
"7","2015","66","Städtischer Raum","","","",""
"7","2015","66","Ländlicher Raum","","","",""
"8","2015","17-29","Städtischer Raum","","","",""
"8","2015","17-29","Ländlicher Raum","","","",""
"8","2015","30-45","Städtischer Raum","1","","",""
"8","2015","30-45","Ländlicher Raum","","","",""
"8","2015","46-65","Städtischer Raum","3","","",""
"8","2015","46-65","Ländlicher Raum","1","","",""
"8","2015","66","Städtischer Raum","","","",""
"8","2015","66","Ländlicher Raum","","","",""
"9","2015","17-29","Städtischer Raum","","","",""
"9","2015","17-29","Ländlicher Raum","","","",""
"9","2015","30-45","Städtischer Raum","","","",""
"9","2015","30-45","Ländlicher Raum","","","",""
"9","2015","46-65","Städtischer Raum","","","",""
"9","2015","46-65","Ländlicher Raum","","","",""
"9","2015","66","Städtischer Raum","","","",""
"9","2015","66","Ländlicher Raum","","","",""
"10","2015","17-29","Städtischer Raum","1","","",""
"10","2015","17-29","Ländlicher Raum","","","",""
"10","2015","30-45","Städtischer Raum","","","",""
"10","2015","30-45","Ländlicher Raum","","","",""
"10","2015","46-65","Städtischer Raum","","","",""
"10","2015","46-65","Ländlicher Raum","","","",""
"10","2015","66","Städtischer Raum","","","",""
"10","2015","66","Ländlicher Raum","","","",""
"11","2015","17-29","Städtischer Raum","","","",""
"11","2015","17-29","Ländlicher Raum","","","",""
"11","2015","30-45","Städtischer Raum","","","",""
"11","2015","30-45","Ländlicher Raum","","","",""
"11","2015","46-65","Städtischer Raum","","","",""
"11","2015","46-65","Ländlicher Raum","","","",""
"11","2015","66","Städtischer Raum","","","",""
"11","2015","66","Ländlicher Raum","","","",""
"12","2015","17-29","Städtischer Raum","1","","",""
"12","2015","17-29","Ländlicher Raum","","","",""
"12","2015","30-45","Städtischer Raum","","","",""
"12","2015","30-45","Ländlicher Raum","","","",""
"12","2015","46-65","Städtischer Raum","1","","",""
"12","2015","46-65","Ländlicher Raum","","","",""
"12","2015","66","Städtischer Raum","","","",""
"12","2015","66","Ländlicher Raum","","","",""
"13","2015","17-29","Städtischer Raum","","","",""
"13","2015","17-29","Ländlicher Raum","","","",""
"13","2015","30-45","Städtischer Raum","","","",""
"13","2015","30-45","Ländlicher Raum","","","",""
"13","2015","46-65","Städtischer Raum","","","",""
"13","2015","46-65","Ländlicher Raum","","","",""
"13","2015","66","Städtischer Raum","","","",""
"13","2015","66","Ländlicher Raum","","","",""
"14","2015","17-29","Städtischer Raum","","","",""
"14","2015","17-29","Ländlicher Raum","","","",""
"14","2015","30-45","Städtischer Raum","","","",""
"14","2015","30-45","Ländlicher Raum","","","",""
"14","2015","46-65","Städtischer Raum","","","",""
"14","2015","46-65","Ländlicher Raum","","","",""
"14","2015","66","Städtischer Raum","","","",""
"14","2015","66","Ländlicher Raum","","","",""
"15","2015","17-29","Städtischer Raum","","","",""
"15","2015","17-29","Ländlicher Raum","","","",""
"15","2015","30-45","Städtischer Raum","","","",""
"15","2015","30-45","Ländlicher Raum","","","",""
"15","2015","46-65","Städtischer Raum","","","",""
"15","2015","46-65","Ländlicher Raum","","","",""
"15","2015","66","Städtischer Raum","","","",""
"15","2015","66","Ländlicher Raum","","","",""
"16","2015","17-29","Städtischer Raum","","","",""
"16","2015","17-29","Ländlicher Raum","","","",""
"16","2015","30-45","Städtischer Raum","","","",""
"16","2015","30-45","Ländlicher Raum","","","",""
"16","2015","46-65","Städtischer Raum","","","",""
"16","2015","46-65","Ländlicher Raum","","","",""
"16","2015","66","Städtischer Raum","","","",""
"16","2015","66","Ländlicher Raum","","","",""
"17","2015","17-29","Städtischer Raum","","","",""
"17","2015","17-29","Ländlicher Raum","","","",""
"17","2015","30-45","Städtischer Raum","","","",""
"17","2015","30-45","Ländlicher Raum","","","",""
"17","2015","46-65","Städtischer Raum","","","",""
"17","2015","46-65","Ländlicher Raum","","","",""
"17","2015","66","Städtischer Raum","","","",""
"17","2015","66","Ländlicher Raum","","","",""
"18","2015","17-29","Städtischer Raum","","","",""
"18","2015","17-29","Ländlicher Raum","","","",""
"18","2015","30-45","Städtischer Raum","","","",""
"18","2015","30-45","Ländlicher Raum","","","",""
"18","2015","46-65","Städtischer Raum","","","",""
"18","2015","46-65","Ländlicher Raum","","","",""
"18","2015","66","Städtischer Raum","","","",""
"18","2015","66","Ländlicher Raum","","","",""
"19","2015","17-29","Städtischer Raum","","","",""
"19","2015","17-29","Ländlicher Raum","","","",""
"19","2015","30-45","Städtischer Raum","","","",""
"19","2015","30-45","Ländlicher Raum","","","",""
"19","2015","46-65","Städtischer Raum","","","",""
"19","2015","46-65","Ländlicher Raum","","","",""
"19","2015","66","Städtischer Raum","","","",""
"19","2015","66","Ländlicher Raum","","","",""
"20","2015","17-29","Städtischer Raum","","","",""
"20","2015","17-29","Ländlicher Raum","","","",""
"20","2015","30-45","Städtischer Raum","","","",""
"20","2015","30-45","Ländlicher Raum","","","",""
"20","2015","46-65","Städtischer Raum","","","",""
"20","2015","46-65","Ländlicher Raum","","","",""
"20","2015","66","Städtischer Raum","","","",""
"20","2015","66","Ländlicher Raum","","","",""
"21","2015","17-29","Städtischer Raum","","","",""
"21","2015","17-29","Ländlicher Raum","","","",""
"21","2015","30-45","Städtischer Raum","","","",""
"21","2015","30-45","Ländlicher Raum","","","",""
"21","2015","46-65","Städtischer Raum","","","",""
"21","2015","46-65","Ländlicher Raum","","","",""
"21","2015","66","Städtischer Raum","","","",""
"21","2015","66","Ländlicher Raum","","","",""
"22","2015","17-29","Städtischer Raum","","","",""
"22","2015","17-29","Ländlicher Raum","","","",""
"22","2015","30-45","Städtischer Raum","","","",""
"22","2015","30-45","Ländlicher Raum","","","",""
"22","2015","46-65","Städtischer Raum","","","",""
"22","2015","46-65","Ländlicher Raum","","","",""
"22","2015","66","Städtischer Raum","","","",""
"22","2015","66","Ländlicher Raum","","","",""
"23","2015","17-29","Städtischer Raum","","","",""
"23","2015","17-29","Ländlicher Raum","","","",""
"23","2015","30-45","Städtischer Raum","","","",""
"23","2015","30-45","Ländlicher Raum","","","",""
"23","2015","46-65","Städtischer Raum","","","",""
"23","2015","46-65","Ländlicher Raum","","","",""
"23","2015","66","Städtischer Raum","","","",""
"23","2015","66","Ländlicher Raum","","","",""
"24","2015","17-29","Städtischer Raum","","","",""
"24","2015","17-29","Ländlicher Raum","","","",""
"24","2015","30-45","Städtischer Raum","","","",""
"24","2015","30-45","Ländlicher Raum","","","",""
"24","2015","46-65","Städtischer Raum","","","",""
"24","2015","46-65","Ländlicher Raum","","","",""
"24","2015","66","Städtischer Raum","","","",""
"24","2015","66","Ländlicher Raum","","","",""
"25","2015","17-29","Städtischer Raum","","","",""
"25","2015","17-29","Ländlicher Raum","","","",""
"25","2015","30-45","Städtischer Raum","","","",""
"25","2015","30-45","Ländlicher Raum","","","",""
"25","2015","46-65","Städtischer Raum","","","",""
"25","2015","46-65","Ländlicher Raum","1","","",""
"25","2015","66","Städtischer Raum","","","",""
"25","2015","66","Ländlicher Raum","","","",""
"26","2015","17-29","Städtischer Raum","","","",""
"26","2015","17-29","Ländlicher Raum","","","",""
"26","2015","30-45","Städtischer Raum","","","",""
"26","2015","30-45","Ländlicher Raum","","","",""
"26","2015","46-65","Städtischer Raum","","","",""
"26","2015","46-65","Ländlicher Raum","","","",""
"26","2015","66","Städtischer Raum","","","",""
"26","2015","66","Ländlicher Raum","","","",""
"27","2015","17-29","Städtischer Raum","","","",""
"27","2015","17-29","Ländlicher Raum","","","",""
"27","2015","30-45","Städtischer Raum","","","",""
"27","2015","30-45","Ländlicher Raum","","","",""
"27","2015","46-65","Städtischer Raum","","","",""
"27","2015","46-65","Ländlicher Raum","","","",""
"27","2015","66","Städtischer Raum","","","",""
"27","2015","66","Ländlicher Raum","","","",""
"28","2015","17-29","Städtischer Raum","","","",""
"28","2015","17-29","Ländlicher Raum","","","",""
"28","2015","30-45","Städtischer Raum","","","",""
"28","2015","30-45","Ländlicher Raum","","","",""
"28","2015","46-65","Städtischer Raum","","","",""
"28","2015","46-65","Ländlicher Raum","","","",""
"28","2015","66","Städtischer Raum","","","",""
"28","2015","66","Ländlicher Raum","","","",""
"30","2015","17-29","Städtischer Raum","","","",""
"30","2015","17-29","Ländlicher Raum","","","",""
"30","2015","30-45","Städtischer Raum","","","",""
"30","2015","30-45","Ländlicher Raum","","","",""
"30","2015","46-65","Städtischer Raum","","","",""
"30","2015","46-65","Ländlicher Raum","","","",""
"30","2015","66","Städtischer Raum","","","",""
"30","2015","66","Ländlicher Raum","","","",""
"31","2015","17-29","Städtischer Raum","","","",""
"31","2015","17-29","Ländlicher Raum","","","",""
"31","2015","30-45","Städtischer Raum","","","",""
"31","2015","30-45","Ländlicher Raum","","","",""
"31","2015","46-65","Städtischer Raum","","","",""
"31","2015","46-65","Ländlicher Raum","","","",""
"31","2015","66","Städtischer Raum","","","",""
"31","2015","66","Ländlicher Raum","","","",""
"32","2015","17-29","Städtischer Raum","","","",""
"32","2015","17-29","Ländlicher Raum","","","",""
"32","2015","30-45","Städtischer Raum","","","",""
"32","2015","30-45","Ländlicher Raum","","","",""
"32","2015","46-65","Städtischer Raum","","","",""
"32","2015","46-65","Ländlicher Raum","","","",""
"32","2015","66","Städtischer Raum","","","",""
"32","2015","66","Ländlicher Raum","","","",""
"35","2015","17-29","Städtischer Raum","","","",""
"35","2015","17-29","Ländlicher Raum","","","",""
"35","2015","30-45","Städtischer Raum","","","",""
"35","2015","30-45","Ländlicher Raum","","","",""
"35","2015","46-65","Städtischer Raum","","","",""
"35","2015","46-65","Ländlicher Raum","","","",""
"35","2015","66","Städtischer Raum","","","",""
"35","2015","66","Ländlicher Raum","","","",""
"36","2015","17-29","Städtischer Raum","","","",""
"36","2015","17-29","Ländlicher Raum","","","",""
"36","2015","30-45","Städtischer Raum","","","",""
"36","2015","30-45","Ländlicher Raum","","","",""
"36","2015","46-65","Städtischer Raum","","","",""
"36","2015","46-65","Ländlicher Raum","","","",""
"36","2015","66","Städtischer Raum","","","",""
"36","2015","66","Ländlicher Raum","","","",""
"40","2015","17-29","Städtischer Raum","","","",""
"40","2015","17-29","Ländlicher Raum","","","",""
"40","2015","30-45","Städtischer Raum","","","",""
"40","2015","30-45","Ländlicher Raum","","","",""
"40","2015","46-65","Städtischer Raum","","","",""
"40","2015","46-65","Ländlicher Raum","","","",""
"40","2015","66","Städtischer Raum","","","",""
"40","2015","66","Ländlicher Raum","","","",""
"42","2015","17-29","Städtischer Raum","","","",""
"42","2015","17-29","Ländlicher Raum","","","",""
"42","2015","30-45","Städtischer Raum","","","",""
"42","2015","30-45","Ländlicher Raum","","","",""
"42","2015","46-65","Städtischer Raum","","","",""
"42","2015","46-65","Ländlicher Raum","","","",""
"42","2015","66","Städtischer Raum","","","",""
"42","2015","66","Ländlicher Raum","","","",""
"45","2015","17-29","Städtischer Raum","","","",""
"45","2015","17-29","Ländlicher Raum","","","",""
"45","2015","30-45","Städtischer Raum","","","",""
"45","2015","30-45","Ländlicher Raum","","","",""
"45","2015","46-65","Städtischer Raum","","","",""
"45","2015","46-65","Ländlicher Raum","","","",""
"45","2015","66","Städtischer Raum","","","",""
"45","2015","66","Ländlicher Raum","","","",""
"48","2015","17-29","Städtischer Raum","","","",""
"48","2015","17-29","Ländlicher Raum","","","",""
"48","2015","30-45","Städtischer Raum","","","",""
"48","2015","30-45","Ländlicher Raum","","","",""
"48","2015","46-65","Städtischer Raum","","","",""
"48","2015","46-65","Ländlicher Raum","","","",""
"48","2015","66","Städtischer Raum","","","",""
"48","2015","66","Ländlicher Raum","","","",""
"50","2015","17-29","Städtischer Raum","","","",""
"50","2015","17-29","Ländlicher Raum","","","",""
"50","2015","30-45","Städtischer Raum","1","","",""
"50","2015","30-45","Ländlicher Raum","","","",""
"50","2015","46-65","Städtischer Raum","","","",""
"50","2015","46-65","Ländlicher Raum","","","",""
"50","2015","66","Städtischer Raum","","","",""
"50","2015","66","Ländlicher Raum","","","",""
"51","2015","17-29","Städtischer Raum","","","",""
"51","2015","17-29","Ländlicher Raum","","","",""
"51","2015","30-45","Städtischer Raum","","","",""
"51","2015","30-45","Ländlicher Raum","","","",""
"51","2015","46-65","Städtischer Raum","","","",""
"51","2015","46-65","Ländlicher Raum","","","",""
"51","2015","66","Städtischer Raum","","","",""
"51","2015","66","Ländlicher Raum","","","",""
"64","2015","17-29","Städtischer Raum","","","",""
"64","2015","17-29","Ländlicher Raum","","","",""
"64","2015","30-45","Städtischer Raum","","","",""
"64","2015","30-45","Ländlicher Raum","","","",""
"64","2015","46-65","Städtischer Raum","","","",""
"64","2015","46-65","Ländlicher Raum","","","",""
"64","2015","66","Städtischer Raum","","","",""
"64","2015","66","Ländlicher Raum","","","",""
"65","2015","17-29","Städtischer Raum","","","",""
"65","2015","17-29","Ländlicher Raum","","","",""
"65","2015","30-45","Städtischer Raum","","","",""
"65","2015","30-45","Ländlicher Raum","","","",""
"65","2015","46-65","Städtischer Raum","","","",""
"65","2015","46-65","Ländlicher Raum","","","",""
"65","2015","66","Städtischer Raum","","","",""
"65","2015","66","Ländlicher Raum","","","",""
"90","2015","17-29","Städtischer Raum","","","",""
"90","2015","17-29","Ländlicher Raum","","","",""
"90","2015","30-45","Städtischer Raum","","","",""
"90","2015","30-45","Ländlicher Raum","","","",""
"90","2015","46-65","Städtischer Raum","","","",""
"90","2015","46-65","Ländlicher Raum","","","",""
"90","2015","66","Städtischer Raum","","","",""
"90","2015","66","Ländlicher Raum","","","",""
"98","2015","17-29","Städtischer Raum","","","",""
"98","2015","17-29","Ländlicher Raum","","","",""
"98","2015","30-45","Städtischer Raum","","","",""
"98","2015","30-45","Ländlicher Raum","","","",""
"98","2015","46-65","Städtischer Raum","","","",""
"98","2015","46-65","Ländlicher Raum","","","",""
"98","2015","66","Städtischer Raum","","","",""
"98","2015","66","Ländlicher Raum","","","",""
"100","2015","17-29","Städtischer Raum","","","",""
"100","2015","17-29","Ländlicher Raum","","","",""
