"ple0055","year","regtyp","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"23","2018","Ländlicher Raum","weiblich","","","",""
"24","2018","Städtischer Raum","männlich","","","",""
"24","2018","Städtischer Raum","weiblich","","","",""
"24","2018","Ländlicher Raum","männlich","","","",""
"24","2018","Ländlicher Raum","weiblich","","","",""
"25","2018","Städtischer Raum","männlich","","","",""
"25","2018","Städtischer Raum","weiblich","","","",""
"25","2018","Ländlicher Raum","männlich","","","",""
"25","2018","Ländlicher Raum","weiblich","","","",""
"26","2018","Städtischer Raum","männlich","","","",""
"26","2018","Städtischer Raum","weiblich","","","",""
"26","2018","Ländlicher Raum","männlich","","","",""
"26","2018","Ländlicher Raum","weiblich","","","",""
"27","2018","Städtischer Raum","männlich","","","",""
"27","2018","Städtischer Raum","weiblich","","","",""
"27","2018","Ländlicher Raum","männlich","","","",""
"27","2018","Ländlicher Raum","weiblich","","","",""
"28","2018","Städtischer Raum","männlich","","","",""
"28","2018","Städtischer Raum","weiblich","","","",""
"28","2018","Ländlicher Raum","männlich","","","",""
"28","2018","Ländlicher Raum","weiblich","","","",""
"30","2018","Städtischer Raum","männlich","","","",""
"30","2018","Städtischer Raum","weiblich","","","",""
"30","2018","Ländlicher Raum","männlich","","","",""
"30","2018","Ländlicher Raum","weiblich","","","",""
"31","2018","Städtischer Raum","männlich","","","",""
"31","2018","Städtischer Raum","weiblich","","","",""
"31","2018","Ländlicher Raum","männlich","","","",""
"31","2018","Ländlicher Raum","weiblich","","","",""
"32","2018","Städtischer Raum","männlich","","","",""
"32","2018","Städtischer Raum","weiblich","","","",""
"32","2018","Ländlicher Raum","männlich","","","",""
"32","2018","Ländlicher Raum","weiblich","","","",""
"35","2018","Städtischer Raum","männlich","","","",""
"35","2018","Städtischer Raum","weiblich","","","",""
"35","2018","Ländlicher Raum","männlich","","","",""
"35","2018","Ländlicher Raum","weiblich","","","",""
"36","2018","Städtischer Raum","männlich","","","",""
"36","2018","Städtischer Raum","weiblich","","","",""
"36","2018","Ländlicher Raum","männlich","","","",""
"36","2018","Ländlicher Raum","weiblich","","","",""
"40","2018","Städtischer Raum","männlich","","","",""
"40","2018","Städtischer Raum","weiblich","","","",""
"40","2018","Ländlicher Raum","männlich","","","",""
"40","2018","Ländlicher Raum","weiblich","","","",""
"42","2018","Städtischer Raum","männlich","","","",""
"42","2018","Städtischer Raum","weiblich","","","",""
"42","2018","Ländlicher Raum","männlich","","","",""
"42","2018","Ländlicher Raum","weiblich","","","",""
"45","2018","Städtischer Raum","männlich","","","",""
"45","2018","Städtischer Raum","weiblich","","","",""
"45","2018","Ländlicher Raum","männlich","","","",""
"45","2018","Ländlicher Raum","weiblich","","","",""
"48","2018","Städtischer Raum","männlich","","","",""
"48","2018","Städtischer Raum","weiblich","","","",""
"48","2018","Ländlicher Raum","männlich","","","",""
"48","2018","Ländlicher Raum","weiblich","","","",""
"50","2018","Städtischer Raum","männlich","","","",""
"50","2018","Städtischer Raum","weiblich","","","",""
"50","2018","Ländlicher Raum","männlich","","","",""
"50","2018","Ländlicher Raum","weiblich","","","",""
"51","2018","Städtischer Raum","männlich","","","",""
"51","2018","Städtischer Raum","weiblich","","","",""
"51","2018","Ländlicher Raum","männlich","","","",""
"51","2018","Ländlicher Raum","weiblich","","","",""
"64","2018","Städtischer Raum","männlich","","","",""
"64","2018","Städtischer Raum","weiblich","","","",""
"64","2018","Ländlicher Raum","männlich","","","",""
"64","2018","Ländlicher Raum","weiblich","","","",""
"65","2018","Städtischer Raum","männlich","","","",""
"65","2018","Städtischer Raum","weiblich","","","",""
"65","2018","Ländlicher Raum","männlich","","","",""
"65","2018","Ländlicher Raum","weiblich","","","",""
"90","2018","Städtischer Raum","männlich","","","",""
"90","2018","Städtischer Raum","weiblich","","","",""
"90","2018","Ländlicher Raum","männlich","","","",""
"90","2018","Ländlicher Raum","weiblich","","","",""
"98","2018","Städtischer Raum","männlich","","","",""
"98","2018","Städtischer Raum","weiblich","","","",""
"98","2018","Ländlicher Raum","männlich","","","",""
"98","2018","Ländlicher Raum","weiblich","1","","",""
"100","2018","Städtischer Raum","männlich","","","",""
"100","2018","Städtischer Raum","weiblich","1","","",""
"100","2018","Ländlicher Raum","männlich","","","",""
"100","2018","Ländlicher Raum","weiblich","","","",""
"0","2019","Städtischer Raum","männlich","","","",""
"0","2019","Städtischer Raum","weiblich","","","",""
"0","2019","Ländlicher Raum","männlich","","","",""
"0","2019","Ländlicher Raum","weiblich","","","",""
"1","2019","Städtischer Raum","männlich","724","0.754491326112346","0.727364723837832","0.78161792838686"
"1","2019","Städtischer Raum","weiblich","906","0.766211735074384","0.741771374717444","0.790652095431325"
"1","2019","Ländlicher Raum","männlich","383","0.717260769424625","0.678739551114483","0.755781987734766"
"1","2019","Ländlicher Raum","weiblich","532","0.77630570802773","0.744938411827802","0.807673004227659"
"2","2019","Städtischer Raum","männlich","166","0.166100383789847","0.142643135816693","0.189557631763001"
"2","2019","Städtischer Raum","weiblich","168","0.154325201520839","0.133463872528351","0.175186530513326"
"2","2019","Ländlicher Raum","männlich","96","0.181466004742577","0.148498624386188","0.214433385098966"
"2","2019","Ländlicher Raum","weiblich","94","0.143731332799485","0.117324640999021","0.170138024599948"
"3","2019","Städtischer Raum","männlich","48","0.0480425622541203","0.0345635924477797","0.0615215320604609"
"3","2019","Städtischer Raum","weiblich","42","0.0456609072017077","0.033606510586555","0.0577153038168604"
"3","2019","Ländlicher Raum","männlich","26","","",""
"3","2019","Ländlicher Raum","weiblich","34","0.0546982954036846","0.037582173900233","0.0718144169071362"
"4","2019","Städtischer Raum","männlich","11","","",""
"4","2019","Städtischer Raum","weiblich","21","","",""
"4","2019","Ländlicher Raum","männlich","9","","",""
"4","2019","Ländlicher Raum","weiblich","8","","",""
"5","2019","Städtischer Raum","männlich","8","","",""
"5","2019","Städtischer Raum","weiblich","5","","",""
"5","2019","Ländlicher Raum","männlich","4","","",""
"5","2019","Ländlicher Raum","weiblich","4","","",""
"6","2019","Städtischer Raum","männlich","4","","",""
"6","2019","Städtischer Raum","weiblich","4","","",""
"6","2019","Ländlicher Raum","männlich","2","","",""
"6","2019","Ländlicher Raum","weiblich","","","",""
"7","2019","Städtischer Raum","männlich","","","",""
"7","2019","Städtischer Raum","weiblich","1","","",""
"7","2019","Ländlicher Raum","männlich","1","","",""
"7","2019","Ländlicher Raum","weiblich","1","","",""
"8","2019","Städtischer Raum","männlich","2","","",""
"8","2019","Städtischer Raum","weiblich","","","",""
"8","2019","Ländlicher Raum","männlich","","","",""
"8","2019","Ländlicher Raum","weiblich","4","","",""
"9","2019","Städtischer Raum","männlich","2","","",""
"9","2019","Städtischer Raum","weiblich","2","","",""
"9","2019","Ländlicher Raum","männlich","","","",""
"9","2019","Ländlicher Raum","weiblich","","","",""
"10","2019","Städtischer Raum","männlich","","","",""
"10","2019","Städtischer Raum","weiblich","1","","",""
"10","2019","Ländlicher Raum","männlich","","","",""
"10","2019","Ländlicher Raum","weiblich","1","","",""
"11","2019","Städtischer Raum","männlich","","","",""
"11","2019","Städtischer Raum","weiblich","","","",""
"11","2019","Ländlicher Raum","männlich","1","","",""
"11","2019","Ländlicher Raum","weiblich","","","",""
"12","2019","Städtischer Raum","männlich","","","",""
"12","2019","Städtischer Raum","weiblich","1","","",""
"12","2019","Ländlicher Raum","männlich","1","","",""
"12","2019","Ländlicher Raum","weiblich","","","",""
"13","2019","Städtischer Raum","männlich","","","",""
"13","2019","Städtischer Raum","weiblich","","","",""
"13","2019","Ländlicher Raum","männlich","","","",""
"13","2019","Ländlicher Raum","weiblich","","","",""
"14","2019","Städtischer Raum","männlich","1","","",""
"14","2019","Städtischer Raum","weiblich","","","",""
"14","2019","Ländlicher Raum","männlich","","","",""
"14","2019","Ländlicher Raum","weiblich","","","",""
"15","2019","Städtischer Raum","männlich","1","","",""
"15","2019","Städtischer Raum","weiblich","","","",""
"15","2019","Ländlicher Raum","männlich","1","","",""
"15","2019","Ländlicher Raum","weiblich","","","",""
"16","2019","Städtischer Raum","männlich","","","",""
"16","2019","Städtischer Raum","weiblich","","","",""
"16","2019","Ländlicher Raum","männlich","","","",""
"16","2019","Ländlicher Raum","weiblich","","","",""
"17","2019","Städtischer Raum","männlich","","","",""
"17","2019","Städtischer Raum","weiblich","","","",""
"17","2019","Ländlicher Raum","männlich","","","",""
"17","2019","Ländlicher Raum","weiblich","","","",""
"18","2019","Städtischer Raum","männlich","","","",""
"18","2019","Städtischer Raum","weiblich","","","",""
"18","2019","Ländlicher Raum","männlich","","","",""
"18","2019","Ländlicher Raum","weiblich","","","",""
"19","2019","Städtischer Raum","männlich","","","",""
"19","2019","Städtischer Raum","weiblich","","","",""
"19","2019","Ländlicher Raum","männlich","1","","",""
"19","2019","Ländlicher Raum","weiblich","","","",""
"20","2019","Städtischer Raum","männlich","","","",""
"20","2019","Städtischer Raum","weiblich","","","",""
"20","2019","Ländlicher Raum","männlich","","","",""
"20","2019","Ländlicher Raum","weiblich","","","",""
"21","2019","Städtischer Raum","männlich","","","",""
"21","2019","Städtischer Raum","weiblich","","","",""
"21","2019","Ländlicher Raum","männlich","","","",""
"21","2019","Ländlicher Raum","weiblich","","","",""
"22","2019","Städtischer Raum","männlich","","","",""
"22","2019","Städtischer Raum","weiblich","","","",""
"22","2019","Ländlicher Raum","männlich","","","",""
"22","2019","Ländlicher Raum","weiblich","","","",""
"23","2019","Städtischer Raum","männlich","","","",""
"23","2019","Städtischer Raum","weiblich","","","",""
"23","2019","Ländlicher Raum","männlich","","","",""
"23","2019","Ländlicher Raum","weiblich","","","",""
"24","2019","Städtischer Raum","männlich","","","",""
"24","2019","Städtischer Raum","weiblich","","","",""
"24","2019","Ländlicher Raum","männlich","","","",""
"24","2019","Ländlicher Raum","weiblich","","","",""
"25","2019","Städtischer Raum","männlich","","","",""
"25","2019","Städtischer Raum","weiblich","","","",""
"25","2019","Ländlicher Raum","männlich","","","",""
"25","2019","Ländlicher Raum","weiblich","","","",""
"26","2019","Städtischer Raum","männlich","","","",""
"26","2019","Städtischer Raum","weiblich","","","",""
"26","2019","Ländlicher Raum","männlich","","","",""
"26","2019","Ländlicher Raum","weiblich","","","",""
"27","2019","Städtischer Raum","männlich","","","",""
"27","2019","Städtischer Raum","weiblich","","","",""
"27","2019","Ländlicher Raum","männlich","","","",""
"27","2019","Ländlicher Raum","weiblich","","","",""
"28","2019","Städtischer Raum","männlich","","","",""
"28","2019","Städtischer Raum","weiblich","","","",""
"28","2019","Ländlicher Raum","männlich","","","",""
"28","2019","Ländlicher Raum","weiblich","","","",""
"30","2019","Städtischer Raum","männlich","","","",""
"30","2019","Städtischer Raum","weiblich","","","",""
"30","2019","Ländlicher Raum","männlich","","","",""
"30","2019","Ländlicher Raum","weiblich","","","",""
"31","2019","Städtischer Raum","männlich","","","",""
"31","2019","Städtischer Raum","weiblich","","","",""
"31","2019","Ländlicher Raum","männlich","","","",""
"31","2019","Ländlicher Raum","weiblich","","","",""
"32","2019","Städtischer Raum","männlich","","","",""
"32","2019","Städtischer Raum","weiblich","","","",""
"32","2019","Ländlicher Raum","männlich","","","",""
"32","2019","Ländlicher Raum","weiblich","","","",""
"35","2019","Städtischer Raum","männlich","","","",""
"35","2019","Städtischer Raum","weiblich","","","",""
"35","2019","Ländlicher Raum","männlich","","","",""
"35","2019","Ländlicher Raum","weiblich","","","",""
"36","2019","Städtischer Raum","männlich","","","",""
"36","2019","Städtischer Raum","weiblich","","","",""
"36","2019","Ländlicher Raum","männlich","","","",""
"36","2019","Ländlicher Raum","weiblich","","","",""
"40","2019","Städtischer Raum","männlich","","","",""
"40","2019","Städtischer Raum","weiblich","","","",""
"40","2019","Ländlicher Raum","männlich","","","",""
"40","2019","Ländlicher Raum","weiblich","","","",""
"42","2019","Städtischer Raum","männlich","","","",""
"42","2019","Städtischer Raum","weiblich","","","",""
"42","2019","Ländlicher Raum","männlich","","","",""
"42","2019","Ländlicher Raum","weiblich","","","",""
"45","2019","Städtischer Raum","männlich","","","",""
"45","2019","Städtischer Raum","weiblich","","","",""
"45","2019","Ländlicher Raum","männlich","","","",""
"45","2019","Ländlicher Raum","weiblich","","","",""
"48","2019","Städtischer Raum","männlich","","","",""
"48","2019","Städtischer Raum","weiblich","","","",""
"48","2019","Ländlicher Raum","männlich","","","",""
"48","2019","Ländlicher Raum","weiblich","","","",""
"50","2019","Städtischer Raum","männlich","","","",""
"50","2019","Städtischer Raum","weiblich","1","","",""
"50","2019","Ländlicher Raum","männlich","","","",""
"50","2019","Ländlicher Raum","weiblich","","","",""
"51","2019","Städtischer Raum","männlich","","","",""
"51","2019","Städtischer Raum","weiblich","","","",""
"51","2019","Ländlicher Raum","männlich","","","",""
"51","2019","Ländlicher Raum","weiblich","","","",""
"64","2019","Städtischer Raum","männlich","","","",""
"64","2019","Städtischer Raum","weiblich","","","",""
"64","2019","Ländlicher Raum","männlich","","","",""
"64","2019","Ländlicher Raum","weiblich","","","",""
"65","2019","Städtischer Raum","männlich","","","",""
"65","2019","Städtischer Raum","weiblich","","","",""
