"ple0055","year","bula_h","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"51","1994","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"51","1994","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"51","1994","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"51","1994","Bayern","Staedtischer Raum","","","",""
"51","1994","Bayern","Laendlicher Raum","","","",""
"51","1994","Saarland","Staedtischer Raum","","","",""
"51","1994","Saarland","Laendlicher Raum","","","",""
"51","1994","Berlin","Staedtischer Raum","","","",""
"51","1994","Berlin","Laendlicher Raum","","","",""
"51","1994","Brandenburg","Staedtischer Raum","","","",""
"51","1994","Brandenburg","Laendlicher Raum","","","",""
"51","1994","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"51","1994","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"51","1994","Sachsen","Staedtischer Raum","","","",""
"51","1994","Sachsen","Laendlicher Raum","","","",""
"51","1994","Sachsen-Anhalt","Staedtischer Raum","","","",""
"51","1994","Sachsen-Anhalt","Laendlicher Raum","","","",""
"51","1994","Thueringen","Staedtischer Raum","","","",""
"51","1994","Thueringen","Laendlicher Raum","","","",""
"64","1994","Schleswig-Holstein","Staedtischer Raum","","","",""
"64","1994","Schleswig-Holstein","Laendlicher Raum","","","",""
"64","1994","Hamburg","Staedtischer Raum","","","",""
"64","1994","Hamburg","Laendlicher Raum","","","",""
"64","1994","Niedersachsen","Staedtischer Raum","","","",""
"64","1994","Niedersachsen","Laendlicher Raum","","","",""
"64","1994","Bremen","Staedtischer Raum","","","",""
"64","1994","Bremen","Laendlicher Raum","","","",""
"64","1994","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"64","1994","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"64","1994","Hessen","Staedtischer Raum","","","",""
"64","1994","Hessen","Laendlicher Raum","","","",""
"64","1994","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"64","1994","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"64","1994","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"64","1994","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"64","1994","Bayern","Staedtischer Raum","","","",""
"64","1994","Bayern","Laendlicher Raum","","","",""
"64","1994","Saarland","Staedtischer Raum","","","",""
"64","1994","Saarland","Laendlicher Raum","","","",""
"64","1994","Berlin","Staedtischer Raum","","","",""
"64","1994","Berlin","Laendlicher Raum","","","",""
"64","1994","Brandenburg","Staedtischer Raum","","","",""
"64","1994","Brandenburg","Laendlicher Raum","","","",""
"64","1994","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"64","1994","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"64","1994","Sachsen","Staedtischer Raum","","","",""
"64","1994","Sachsen","Laendlicher Raum","","","",""
"64","1994","Sachsen-Anhalt","Staedtischer Raum","","","",""
"64","1994","Sachsen-Anhalt","Laendlicher Raum","","","",""
"64","1994","Thueringen","Staedtischer Raum","","","",""
"64","1994","Thueringen","Laendlicher Raum","","","",""
"65","1994","Schleswig-Holstein","Staedtischer Raum","","","",""
"65","1994","Schleswig-Holstein","Laendlicher Raum","","","",""
"65","1994","Hamburg","Staedtischer Raum","","","",""
"65","1994","Hamburg","Laendlicher Raum","","","",""
"65","1994","Niedersachsen","Staedtischer Raum","","","",""
"65","1994","Niedersachsen","Laendlicher Raum","","","",""
"65","1994","Bremen","Staedtischer Raum","","","",""
"65","1994","Bremen","Laendlicher Raum","","","",""
"65","1994","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"65","1994","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"65","1994","Hessen","Staedtischer Raum","","","",""
"65","1994","Hessen","Laendlicher Raum","","","",""
"65","1994","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"65","1994","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"65","1994","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"65","1994","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"65","1994","Bayern","Staedtischer Raum","","","",""
"65","1994","Bayern","Laendlicher Raum","","","",""
"65","1994","Saarland","Staedtischer Raum","","","",""
"65","1994","Saarland","Laendlicher Raum","","","",""
"65","1994","Berlin","Staedtischer Raum","","","",""
"65","1994","Berlin","Laendlicher Raum","","","",""
"65","1994","Brandenburg","Staedtischer Raum","","","",""
"65","1994","Brandenburg","Laendlicher Raum","","","",""
"65","1994","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"65","1994","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"65","1994","Sachsen","Staedtischer Raum","","","",""
"65","1994","Sachsen","Laendlicher Raum","","","",""
"65","1994","Sachsen-Anhalt","Staedtischer Raum","","","",""
"65","1994","Sachsen-Anhalt","Laendlicher Raum","","","",""
"65","1994","Thueringen","Staedtischer Raum","","","",""
"65","1994","Thueringen","Laendlicher Raum","","","",""
"90","1994","Schleswig-Holstein","Staedtischer Raum","","","",""
"90","1994","Schleswig-Holstein","Laendlicher Raum","","","",""
"90","1994","Hamburg","Staedtischer Raum","","","",""
"90","1994","Hamburg","Laendlicher Raum","","","",""
"90","1994","Niedersachsen","Staedtischer Raum","","","",""
"90","1994","Niedersachsen","Laendlicher Raum","","","",""
"90","1994","Bremen","Staedtischer Raum","","","",""
"90","1994","Bremen","Laendlicher Raum","","","",""
"90","1994","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"90","1994","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"90","1994","Hessen","Staedtischer Raum","","","",""
"90","1994","Hessen","Laendlicher Raum","","","",""
"90","1994","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"90","1994","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"90","1994","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"90","1994","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"90","1994","Bayern","Staedtischer Raum","","","",""
"90","1994","Bayern","Laendlicher Raum","","","",""
"90","1994","Saarland","Staedtischer Raum","","","",""
"90","1994","Saarland","Laendlicher Raum","","","",""
"90","1994","Berlin","Staedtischer Raum","","","",""
"90","1994","Berlin","Laendlicher Raum","","","",""
"90","1994","Brandenburg","Staedtischer Raum","","","",""
"90","1994","Brandenburg","Laendlicher Raum","","","",""
"90","1994","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"90","1994","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"90","1994","Sachsen","Staedtischer Raum","","","",""
"90","1994","Sachsen","Laendlicher Raum","","","",""
"90","1994","Sachsen-Anhalt","Staedtischer Raum","","","",""
"90","1994","Sachsen-Anhalt","Laendlicher Raum","","","",""
"90","1994","Thueringen","Staedtischer Raum","","","",""
"90","1994","Thueringen","Laendlicher Raum","","","",""
"98","1994","Schleswig-Holstein","Staedtischer Raum","","","",""
"98","1994","Schleswig-Holstein","Laendlicher Raum","","","",""
"98","1994","Hamburg","Staedtischer Raum","","","",""
"98","1994","Hamburg","Laendlicher Raum","","","",""
"98","1994","Niedersachsen","Staedtischer Raum","","","",""
"98","1994","Niedersachsen","Laendlicher Raum","","","",""
"98","1994","Bremen","Staedtischer Raum","","","",""
"98","1994","Bremen","Laendlicher Raum","","","",""
"98","1994","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"98","1994","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"98","1994","Hessen","Staedtischer Raum","","","",""
"98","1994","Hessen","Laendlicher Raum","","","",""
"98","1994","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"98","1994","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"98","1994","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"98","1994","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"98","1994","Bayern","Staedtischer Raum","","","",""
"98","1994","Bayern","Laendlicher Raum","","","",""
"98","1994","Saarland","Staedtischer Raum","","","",""
"98","1994","Saarland","Laendlicher Raum","","","",""
"98","1994","Berlin","Staedtischer Raum","","","",""
"98","1994","Berlin","Laendlicher Raum","","","",""
"98","1994","Brandenburg","Staedtischer Raum","","","",""
"98","1994","Brandenburg","Laendlicher Raum","","","",""
"98","1994","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"98","1994","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"98","1994","Sachsen","Staedtischer Raum","","","",""
"98","1994","Sachsen","Laendlicher Raum","","","",""
"98","1994","Sachsen-Anhalt","Staedtischer Raum","","","",""
"98","1994","Sachsen-Anhalt","Laendlicher Raum","","","",""
"98","1994","Thueringen","Staedtischer Raum","","","",""
"98","1994","Thueringen","Laendlicher Raum","","","",""
"100","1994","Schleswig-Holstein","Staedtischer Raum","","","",""
"100","1994","Schleswig-Holstein","Laendlicher Raum","","","",""
"100","1994","Hamburg","Staedtischer Raum","","","",""
"100","1994","Hamburg","Laendlicher Raum","","","",""
"100","1994","Niedersachsen","Staedtischer Raum","","","",""
"100","1994","Niedersachsen","Laendlicher Raum","","","",""
"100","1994","Bremen","Staedtischer Raum","","","",""
"100","1994","Bremen","Laendlicher Raum","","","",""
"100","1994","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"100","1994","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"100","1994","Hessen","Staedtischer Raum","","","",""
"100","1994","Hessen","Laendlicher Raum","","","",""
"100","1994","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"100","1994","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"100","1994","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"100","1994","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"100","1994","Bayern","Staedtischer Raum","","","",""
"100","1994","Bayern","Laendlicher Raum","","","",""
"100","1994","Saarland","Staedtischer Raum","","","",""
"100","1994","Saarland","Laendlicher Raum","","","",""
"100","1994","Berlin","Staedtischer Raum","","","",""
"100","1994","Berlin","Laendlicher Raum","","","",""
"100","1994","Brandenburg","Staedtischer Raum","","","",""
"100","1994","Brandenburg","Laendlicher Raum","","","",""
"100","1994","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"100","1994","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"100","1994","Sachsen","Staedtischer Raum","","","",""
"100","1994","Sachsen","Laendlicher Raum","","","",""
"100","1994","Sachsen-Anhalt","Staedtischer Raum","","","",""
"100","1994","Sachsen-Anhalt","Laendlicher Raum","","","",""
"100","1994","Thueringen","Staedtischer Raum","","","",""
"100","1994","Thueringen","Laendlicher Raum","","","",""
"0","1995","Schleswig-Holstein","Staedtischer Raum","","","",""
"0","1995","Schleswig-Holstein","Laendlicher Raum","","","",""
"0","1995","Hamburg","Staedtischer Raum","","","",""
"0","1995","Hamburg","Laendlicher Raum","","","",""
"0","1995","Niedersachsen","Staedtischer Raum","","","",""
"0","1995","Niedersachsen","Laendlicher Raum","","","",""
"0","1995","Bremen","Staedtischer Raum","","","",""
"0","1995","Bremen","Laendlicher Raum","","","",""
"0","1995","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"0","1995","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"0","1995","Hessen","Staedtischer Raum","","","",""
"0","1995","Hessen","Laendlicher Raum","","","",""
"0","1995","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"0","1995","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"0","1995","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"0","1995","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"0","1995","Bayern","Staedtischer Raum","","","",""
"0","1995","Bayern","Laendlicher Raum","","","",""
"0","1995","Saarland","Staedtischer Raum","","","",""
"0","1995","Saarland","Laendlicher Raum","","","",""
"0","1995","Berlin","Staedtischer Raum","","","",""
"0","1995","Berlin","Laendlicher Raum","","","",""
"0","1995","Brandenburg","Staedtischer Raum","","","",""
"0","1995","Brandenburg","Laendlicher Raum","1","","",""
"0","1995","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"0","1995","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"0","1995","Sachsen","Staedtischer Raum","","","",""
"0","1995","Sachsen","Laendlicher Raum","2","","",""
"0","1995","Sachsen-Anhalt","Staedtischer Raum","","","",""
"0","1995","Sachsen-Anhalt","Laendlicher Raum","2","","",""
"0","1995","Thueringen","Staedtischer Raum","1","","",""
"0","1995","Thueringen","Laendlicher Raum","1","","",""
"1","1995","Schleswig-Holstein","Staedtischer Raum","11","","",""
"1","1995","Schleswig-Holstein","Laendlicher Raum","17","","",""
"1","1995","Hamburg","Staedtischer Raum","12","","",""
"1","1995","Hamburg","Laendlicher Raum","","","",""
"1","1995","Niedersachsen","Staedtischer Raum","31","0.681874393018203","0.54101852293892","0.822730263097486"
"1","1995","Niedersachsen","Laendlicher Raum","38","0.622316532070239","0.493009879850858","0.751623184289619"
"1","1995","Bremen","Staedtischer Raum","8","0.817465144801566","0.589189660220681","1.04574062938245"
"1","1995","Bremen","Laendlicher Raum","","","",""
"1","1995","Nordrhein-Westfalen","Staedtischer Raum","213","","",""
"1","1995","Nordrhein-Westfalen","Laendlicher Raum","4","0.957860696089971","0.781761268573581","1.13396012360636"
"1","1995","Hessen","Staedtischer Raum","72","0.756483451334998","0.669717742293382","0.843249160376614"
"1","1995","Hessen","Laendlicher Raum","13","","",""
"1","1995","Rheinland-Pfalz,Saarland","Staedtischer Raum","43","0.651692805223987","0.538453728280562","0.764931882167412"
"1","1995","Rheinland-Pfalz,Saarland","Laendlicher Raum","11","","",""
"1","1995","Baden-Wuerttemberg","Staedtischer Raum","137","","",""
"1","1995","Baden-Wuerttemberg","Laendlicher Raum","18","","",""
"1","1995","Bayern","Staedtischer Raum","70","0.744136262794261","0.652969326819849","0.835303198768672"
"1","1995","Bayern","Laendlicher Raum","85","0.783985678939361","0.704894735085872","0.863076622792851"
"1","1995","Saarland","Staedtischer Raum","","","",""
"1","1995","Saarland","Laendlicher Raum","","","",""
"1","1995","Berlin","Staedtischer Raum","44","0.904358200043744","0.822839508598385","0.985876891489104"
"1","1995","Berlin","Laendlicher Raum","","","",""
"1","1995","Brandenburg","Staedtischer Raum","","","",""
"1","1995","Brandenburg","Laendlicher Raum","55","0.767033504226252","0.667291647963096","0.866775360489408"
"1","1995","Mecklenburg-Vorpommern","Staedtischer Raum","4","0.871337118229077","0.577854196777795","1.16482003968036"
"1","1995","Mecklenburg-Vorpommern","Laendlicher Raum","38","0.775299392589313","0.659608296980433","0.890990488198192"
"1","1995","Sachsen","Staedtischer Raum","46","0.761858382514343","0.651281220907153","0.872435544121533"
"1","1995","Sachsen","Laendlicher Raum","32","0.632909501017921","0.495107177053442","0.7707118249824"
"1","1995","Sachsen-Anhalt","Staedtischer Raum","13","","",""
"1","1995","Sachsen-Anhalt","Laendlicher Raum","47","0.683197362128206","0.573425500214717","0.792969224041695"
"1","1995","Thueringen","Staedtischer Raum","15","","",""
"1","1995","Thueringen","Laendlicher Raum","45","0.806553566089127","0.704010184506705","0.909096947671548"
"2","1995","Schleswig-Holstein","Staedtischer Raum","1","","",""
"2","1995","Schleswig-Holstein","Laendlicher Raum","2","","",""
"2","1995","Hamburg","Staedtischer Raum","","","",""
"2","1995","Hamburg","Laendlicher Raum","","","",""
"2","1995","Niedersachsen","Staedtischer Raum","7","0.233521879951028","0.105572815145591","0.361470944756466"
"2","1995","Niedersachsen","Laendlicher Raum","10","","",""
"2","1995","Bremen","Staedtischer Raum","2","","",""
"2","1995","Bremen","Laendlicher Raum","","","",""
"2","1995","Nordrhein-Westfalen","Staedtischer Raum","54","0.18756559960461","0.142403108440194","0.232728090769025"
"2","1995","Nordrhein-Westfalen","Laendlicher Raum","1","","",""
"2","1995","Hessen","Staedtischer Raum","14","","",""
"2","1995","Hessen","Laendlicher Raum","2","","",""
"2","1995","Rheinland-Pfalz,Saarland","Staedtischer Raum","16","","",""
"2","1995","Rheinland-Pfalz,Saarland","Laendlicher Raum","1","","",""
"2","1995","Baden-Wuerttemberg","Staedtischer Raum","28","","",""
"2","1995","Baden-Wuerttemberg","Laendlicher Raum","2","","",""
"2","1995","Bayern","Staedtischer Raum","10","","",""
"2","1995","Bayern","Laendlicher Raum","12","","",""
"2","1995","Saarland","Staedtischer Raum","","","",""
"2","1995","Saarland","Laendlicher Raum","","","",""
"2","1995","Berlin","Staedtischer Raum","3","","",""
"2","1995","Berlin","Laendlicher Raum","","","",""
"2","1995","Brandenburg","Staedtischer Raum","","","",""
"2","1995","Brandenburg","Laendlicher Raum","8","0.16037682911881","0.0737930446123998","0.246960613625221"
"2","1995","Mecklenburg-Vorpommern","Staedtischer Raum","1","","",""
"2","1995","Mecklenburg-Vorpommern","Laendlicher Raum","5","0.104770308700552","0.0198816953570973","0.189658922044008"
"2","1995","Sachsen","Staedtischer Raum","6","0.110877418790529","0.0293670164509492","0.19238782113011"
"2","1995","Sachsen","Laendlicher Raum","9","0.23412062420656","0.113061037739051","0.355180210674069"
"2","1995","Sachsen-Anhalt","Staedtischer Raum","2","","",""
"2","1995","Sachsen-Anhalt","Laendlicher Raum","14","","",""
"2","1995","Thueringen","Staedtischer Raum","1","","",""
"2","1995","Thueringen","Laendlicher Raum","5","0.0371719017095397","-0.0119406423192138","0.0862844457382932"
"3","1995","Schleswig-Holstein","Staedtischer Raum","","","",""
"3","1995","Schleswig-Holstein","Laendlicher Raum","1","","",""
"3","1995","Hamburg","Staedtischer Raum","","","",""
"3","1995","Hamburg","Laendlicher Raum","","","",""
"3","1995","Niedersachsen","Staedtischer Raum","2","","",""
"3","1995","Niedersachsen","Laendlicher Raum","2","","",""
"3","1995","Bremen","Staedtischer Raum","","","",""
"3","1995","Bremen","Laendlicher Raum","","","",""
"3","1995","Nordrhein-Westfalen","Staedtischer Raum","9","0.0521355102906234","0.0264169245181967","0.0778540960630502"
"3","1995","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"3","1995","Hessen","Staedtischer Raum","3","","",""
"3","1995","Hessen","Laendlicher Raum","2","","",""
"3","1995","Rheinland-Pfalz,Saarland","Staedtischer Raum","2","","",""
"3","1995","Rheinland-Pfalz,Saarland","Laendlicher Raum","3","","",""
"3","1995","Baden-Wuerttemberg","Staedtischer Raum","6","0.0510602241496426","0.0184472992302536","0.0836731490690316"
"3","1995","Baden-Wuerttemberg","Laendlicher Raum","1","","",""
"3","1995","Bayern","Staedtischer Raum","4","0.0875753619782321","0.0285149832674346","0.14663574068903"
"3","1995","Bayern","Laendlicher Raum","2","","",""
"3","1995","Saarland","Staedtischer Raum","","","",""
"3","1995","Saarland","Laendlicher Raum","","","",""
"3","1995","Berlin","Staedtischer Raum","1","","",""
"3","1995","Berlin","Laendlicher Raum","","","",""
"3","1995","Brandenburg","Staedtischer Raum","","","",""
"3","1995","Brandenburg","Laendlicher Raum","4","0.0572237539700043","0.00241927744471333","0.112028230495295"
"3","1995","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"3","1995","Mecklenburg-Vorpommern","Laendlicher Raum","1","","",""
"3","1995","Sachsen","Staedtischer Raum","3","","",""
"3","1995","Sachsen","Laendlicher Raum","2","","",""
"3","1995","Sachsen-Anhalt","Staedtischer Raum","","","",""
"3","1995","Sachsen-Anhalt","Laendlicher Raum","3","","",""
"3","1995","Thueringen","Staedtischer Raum","1","","",""
"3","1995","Thueringen","Laendlicher Raum","3","","",""
"4","1995","Schleswig-Holstein","Staedtischer Raum","","","",""
"4","1995","Schleswig-Holstein","Laendlicher Raum","","","",""
"4","1995","Hamburg","Staedtischer Raum","","","",""
"4","1995","Hamburg","Laendlicher Raum","","","",""
"4","1995","Niedersachsen","Staedtischer Raum","1","","",""
"4","1995","Niedersachsen","Laendlicher Raum","2","","",""
"4","1995","Bremen","Staedtischer Raum","1","","",""
"4","1995","Bremen","Laendlicher Raum","","","",""
"4","1995","Nordrhein-Westfalen","Staedtischer Raum","4","0.0123998925281934","-0.000402957772161547","0.0252027428285483"
"4","1995","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"4","1995","Hessen","Staedtischer Raum","2","","",""
"4","1995","Hessen","Laendlicher Raum","","","",""
"4","1995","Rheinland-Pfalz,Saarland","Staedtischer Raum","5","0.0894936325080307","0.0216465470075626","0.157340718008499"
"4","1995","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"4","1995","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"4","1995","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"4","1995","Bayern","Staedtischer Raum","2","","",""
"4","1995","Bayern","Laendlicher Raum","","","",""
"4","1995","Saarland","Staedtischer Raum","","","",""
"4","1995","Saarland","Laendlicher Raum","","","",""
"4","1995","Berlin","Staedtischer Raum","2","","",""
"4","1995","Berlin","Laendlicher Raum","","","",""
"4","1995","Brandenburg","Staedtischer Raum","","","",""
"4","1995","Brandenburg","Laendlicher Raum","1","","",""
"4","1995","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"4","1995","Mecklenburg-Vorpommern","Laendlicher Raum","2","","",""
"4","1995","Sachsen","Staedtischer Raum","","","",""
"4","1995","Sachsen","Laendlicher Raum","2","","",""
"4","1995","Sachsen-Anhalt","Staedtischer Raum","","","",""
"4","1995","Sachsen-Anhalt","Laendlicher Raum","1","","",""
"4","1995","Thueringen","Staedtischer Raum","","","",""
"4","1995","Thueringen","Laendlicher Raum","1","","",""
"5","1995","Schleswig-Holstein","Staedtischer Raum","","","",""
"5","1995","Schleswig-Holstein","Laendlicher Raum","","","",""
"5","1995","Hamburg","Staedtischer Raum","","","",""
"5","1995","Hamburg","Laendlicher Raum","","","",""
"5","1995","Niedersachsen","Staedtischer Raum","","","",""
"5","1995","Niedersachsen","Laendlicher Raum","1","","",""
"5","1995","Bremen","Staedtischer Raum","","","",""
"5","1995","Bremen","Laendlicher Raum","","","",""
"5","1995","Nordrhein-Westfalen","Staedtischer Raum","3","","",""
"5","1995","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"5","1995","Hessen","Staedtischer Raum","1","","",""
"5","1995","Hessen","Laendlicher Raum","","","",""
"5","1995","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"5","1995","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"5","1995","Baden-Wuerttemberg","Staedtischer Raum","1","","",""
"5","1995","Baden-Wuerttemberg","Laendlicher Raum","1","","",""
"5","1995","Bayern","Staedtischer Raum","","","",""
"5","1995","Bayern","Laendlicher Raum","3","","",""
"5","1995","Saarland","Staedtischer Raum","","","",""
"5","1995","Saarland","Laendlicher Raum","","","",""
"5","1995","Berlin","Staedtischer Raum","","","",""
"5","1995","Berlin","Laendlicher Raum","","","",""
"5","1995","Brandenburg","Staedtischer Raum","","","",""
"5","1995","Brandenburg","Laendlicher Raum","","","",""
"5","1995","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"5","1995","Mecklenburg-Vorpommern","Laendlicher Raum","1","","",""
"5","1995","Sachsen","Staedtischer Raum","","","",""
"5","1995","Sachsen","Laendlicher Raum","","","",""
"5","1995","Sachsen-Anhalt","Staedtischer Raum","","","",""
"5","1995","Sachsen-Anhalt","Laendlicher Raum","","","",""
"5","1995","Thueringen","Staedtischer Raum","","","",""
"5","1995","Thueringen","Laendlicher Raum","","","",""
"6","1995","Schleswig-Holstein","Staedtischer Raum","","","",""
"6","1995","Schleswig-Holstein","Laendlicher Raum","","","",""
"6","1995","Hamburg","Staedtischer Raum","","","",""
"6","1995","Hamburg","Laendlicher Raum","","","",""
"6","1995","Niedersachsen","Staedtischer Raum","1","","",""
"6","1995","Niedersachsen","Laendlicher Raum","","","",""
"6","1995","Bremen","Staedtischer Raum","","","",""
"6","1995","Bremen","Laendlicher Raum","","","",""
"6","1995","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"6","1995","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"6","1995","Hessen","Staedtischer Raum","","","",""
"6","1995","Hessen","Laendlicher Raum","","","",""
"6","1995","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"6","1995","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"6","1995","Baden-Wuerttemberg","Staedtischer Raum","1","","",""
"6","1995","Baden-Wuerttemberg","Laendlicher Raum","2","","",""
"6","1995","Bayern","Staedtischer Raum","1","","",""
"6","1995","Bayern","Laendlicher Raum","","","",""
"6","1995","Saarland","Staedtischer Raum","","","",""
"6","1995","Saarland","Laendlicher Raum","","","",""
"6","1995","Berlin","Staedtischer Raum","","","",""
"6","1995","Berlin","Laendlicher Raum","","","",""
"6","1995","Brandenburg","Staedtischer Raum","","","",""
"6","1995","Brandenburg","Laendlicher Raum","","","",""
"6","1995","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"6","1995","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"6","1995","Sachsen","Staedtischer Raum","","","",""
"6","1995","Sachsen","Laendlicher Raum","","","",""
"6","1995","Sachsen-Anhalt","Staedtischer Raum","","","",""
"6","1995","Sachsen-Anhalt","Laendlicher Raum","1","","",""
"6","1995","Thueringen","Staedtischer Raum","","","",""
"6","1995","Thueringen","Laendlicher Raum","1","","",""
"7","1995","Schleswig-Holstein","Staedtischer Raum","","","",""
"7","1995","Schleswig-Holstein","Laendlicher Raum","","","",""
"7","1995","Hamburg","Staedtischer Raum","","","",""
"7","1995","Hamburg","Laendlicher Raum","","","",""
"7","1995","Niedersachsen","Staedtischer Raum","","","",""
"7","1995","Niedersachsen","Laendlicher Raum","","","",""
"7","1995","Bremen","Staedtischer Raum","","","",""
"7","1995","Bremen","Laendlicher Raum","","","",""
"7","1995","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"7","1995","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"7","1995","Hessen","Staedtischer Raum","","","",""
"7","1995","Hessen","Laendlicher Raum","","","",""
"7","1995","Rheinland-Pfalz,Saarland","Staedtischer Raum","1","","",""
"7","1995","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"7","1995","Baden-Wuerttemberg","Staedtischer Raum","1","","",""
"7","1995","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"7","1995","Bayern","Staedtischer Raum","","","",""
"7","1995","Bayern","Laendlicher Raum","","","",""
"7","1995","Saarland","Staedtischer Raum","","","",""
"7","1995","Saarland","Laendlicher Raum","","","",""
"7","1995","Berlin","Staedtischer Raum","","","",""
"7","1995","Berlin","Laendlicher Raum","","","",""
"7","1995","Brandenburg","Staedtischer Raum","","","",""
"7","1995","Brandenburg","Laendlicher Raum","","","",""
"7","1995","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"7","1995","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"7","1995","Sachsen","Staedtischer Raum","","","",""
"7","1995","Sachsen","Laendlicher Raum","","","",""
"7","1995","Sachsen-Anhalt","Staedtischer Raum","","","",""
"7","1995","Sachsen-Anhalt","Laendlicher Raum","","","",""
"7","1995","Thueringen","Staedtischer Raum","","","",""
"7","1995","Thueringen","Laendlicher Raum","","","",""
"8","1995","Schleswig-Holstein","Staedtischer Raum","","","",""
"8","1995","Schleswig-Holstein","Laendlicher Raum","","","",""
"8","1995","Hamburg","Staedtischer Raum","","","",""
"8","1995","Hamburg","Laendlicher Raum","","","",""
"8","1995","Niedersachsen","Staedtischer Raum","","","",""
"8","1995","Niedersachsen","Laendlicher Raum","","","",""
"8","1995","Bremen","Staedtischer Raum","","","",""
"8","1995","Bremen","Laendlicher Raum","","","",""
"8","1995","Nordrhein-Westfalen","Staedtischer Raum","1","","",""
"8","1995","Nordrhein-Westfalen","Laendlicher Raum","","","",""
