"ple0055","year","bula_h","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"8","1995","Hessen","Staedtischer Raum","","","",""
"8","1995","Hessen","Laendlicher Raum","","","",""
"8","1995","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"8","1995","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"8","1995","Baden-Wuerttemberg","Staedtischer Raum","1","","",""
"8","1995","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"8","1995","Bayern","Staedtischer Raum","1","","",""
"8","1995","Bayern","Laendlicher Raum","","","",""
"8","1995","Saarland","Staedtischer Raum","","","",""
"8","1995","Saarland","Laendlicher Raum","","","",""
"8","1995","Berlin","Staedtischer Raum","","","",""
"8","1995","Berlin","Laendlicher Raum","","","",""
"8","1995","Brandenburg","Staedtischer Raum","","","",""
"8","1995","Brandenburg","Laendlicher Raum","","","",""
"8","1995","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"8","1995","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"8","1995","Sachsen","Staedtischer Raum","","","",""
"8","1995","Sachsen","Laendlicher Raum","","","",""
"8","1995","Sachsen-Anhalt","Staedtischer Raum","","","",""
"8","1995","Sachsen-Anhalt","Laendlicher Raum","","","",""
"8","1995","Thueringen","Staedtischer Raum","","","",""
"8","1995","Thueringen","Laendlicher Raum","","","",""
"9","1995","Schleswig-Holstein","Staedtischer Raum","","","",""
"9","1995","Schleswig-Holstein","Laendlicher Raum","","","",""
"9","1995","Hamburg","Staedtischer Raum","","","",""
"9","1995","Hamburg","Laendlicher Raum","","","",""
"9","1995","Niedersachsen","Staedtischer Raum","","","",""
"9","1995","Niedersachsen","Laendlicher Raum","","","",""
"9","1995","Bremen","Staedtischer Raum","","","",""
"9","1995","Bremen","Laendlicher Raum","","","",""
"9","1995","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"9","1995","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"9","1995","Hessen","Staedtischer Raum","","","",""
"9","1995","Hessen","Laendlicher Raum","","","",""
"9","1995","Rheinland-Pfalz,Saarland","Staedtischer Raum","1","","",""
"9","1995","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"9","1995","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"9","1995","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"9","1995","Bayern","Staedtischer Raum","","","",""
"9","1995","Bayern","Laendlicher Raum","","","",""
"9","1995","Saarland","Staedtischer Raum","","","",""
"9","1995","Saarland","Laendlicher Raum","","","",""
"9","1995","Berlin","Staedtischer Raum","","","",""
"9","1995","Berlin","Laendlicher Raum","","","",""
"9","1995","Brandenburg","Staedtischer Raum","","","",""
"9","1995","Brandenburg","Laendlicher Raum","","","",""
"9","1995","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"9","1995","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"9","1995","Sachsen","Staedtischer Raum","","","",""
"9","1995","Sachsen","Laendlicher Raum","","","",""
"9","1995","Sachsen-Anhalt","Staedtischer Raum","","","",""
"9","1995","Sachsen-Anhalt","Laendlicher Raum","","","",""
"9","1995","Thueringen","Staedtischer Raum","","","",""
"9","1995","Thueringen","Laendlicher Raum","","","",""
"10","1995","Schleswig-Holstein","Staedtischer Raum","","","",""
"10","1995","Schleswig-Holstein","Laendlicher Raum","","","",""
"10","1995","Hamburg","Staedtischer Raum","","","",""
"10","1995","Hamburg","Laendlicher Raum","","","",""
"10","1995","Niedersachsen","Staedtischer Raum","","","",""
"10","1995","Niedersachsen","Laendlicher Raum","","","",""
"10","1995","Bremen","Staedtischer Raum","","","",""
"10","1995","Bremen","Laendlicher Raum","","","",""
"10","1995","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"10","1995","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"10","1995","Hessen","Staedtischer Raum","","","",""
"10","1995","Hessen","Laendlicher Raum","","","",""
"10","1995","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"10","1995","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"10","1995","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"10","1995","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"10","1995","Bayern","Staedtischer Raum","","","",""
"10","1995","Bayern","Laendlicher Raum","","","",""
"10","1995","Saarland","Staedtischer Raum","","","",""
"10","1995","Saarland","Laendlicher Raum","","","",""
"10","1995","Berlin","Staedtischer Raum","","","",""
"10","1995","Berlin","Laendlicher Raum","","","",""
"10","1995","Brandenburg","Staedtischer Raum","","","",""
"10","1995","Brandenburg","Laendlicher Raum","","","",""
"10","1995","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"10","1995","Mecklenburg-Vorpommern","Laendlicher Raum","2","","",""
"10","1995","Sachsen","Staedtischer Raum","","","",""
"10","1995","Sachsen","Laendlicher Raum","","","",""
"10","1995","Sachsen-Anhalt","Staedtischer Raum","","","",""
"10","1995","Sachsen-Anhalt","Laendlicher Raum","","","",""
"10","1995","Thueringen","Staedtischer Raum","","","",""
"10","1995","Thueringen","Laendlicher Raum","","","",""
"11","1995","Schleswig-Holstein","Staedtischer Raum","","","",""
"11","1995","Schleswig-Holstein","Laendlicher Raum","","","",""
"11","1995","Hamburg","Staedtischer Raum","","","",""
"11","1995","Hamburg","Laendlicher Raum","","","",""
"11","1995","Niedersachsen","Staedtischer Raum","","","",""
"11","1995","Niedersachsen","Laendlicher Raum","1","","",""
"11","1995","Bremen","Staedtischer Raum","","","",""
"11","1995","Bremen","Laendlicher Raum","","","",""
"11","1995","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"11","1995","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"11","1995","Hessen","Staedtischer Raum","1","","",""
"11","1995","Hessen","Laendlicher Raum","","","",""
"11","1995","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"11","1995","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"11","1995","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"11","1995","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"11","1995","Bayern","Staedtischer Raum","","","",""
"11","1995","Bayern","Laendlicher Raum","1","","",""
"11","1995","Saarland","Staedtischer Raum","","","",""
"11","1995","Saarland","Laendlicher Raum","","","",""
"11","1995","Berlin","Staedtischer Raum","","","",""
"11","1995","Berlin","Laendlicher Raum","","","",""
"11","1995","Brandenburg","Staedtischer Raum","","","",""
"11","1995","Brandenburg","Laendlicher Raum","","","",""
"11","1995","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"11","1995","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"11","1995","Sachsen","Staedtischer Raum","","","",""
"11","1995","Sachsen","Laendlicher Raum","","","",""
"11","1995","Sachsen-Anhalt","Staedtischer Raum","","","",""
"11","1995","Sachsen-Anhalt","Laendlicher Raum","1","","",""
"11","1995","Thueringen","Staedtischer Raum","","","",""
"11","1995","Thueringen","Laendlicher Raum","1","","",""
"12","1995","Schleswig-Holstein","Staedtischer Raum","","","",""
"12","1995","Schleswig-Holstein","Laendlicher Raum","","","",""
"12","1995","Hamburg","Staedtischer Raum","","","",""
"12","1995","Hamburg","Laendlicher Raum","","","",""
"12","1995","Niedersachsen","Staedtischer Raum","","","",""
"12","1995","Niedersachsen","Laendlicher Raum","","","",""
"12","1995","Bremen","Staedtischer Raum","","","",""
"12","1995","Bremen","Laendlicher Raum","","","",""
"12","1995","Nordrhein-Westfalen","Staedtischer Raum","2","","",""
"12","1995","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"12","1995","Hessen","Staedtischer Raum","","","",""
"12","1995","Hessen","Laendlicher Raum","","","",""
"12","1995","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"12","1995","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"12","1995","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"12","1995","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"12","1995","Bayern","Staedtischer Raum","","","",""
"12","1995","Bayern","Laendlicher Raum","","","",""
"12","1995","Saarland","Staedtischer Raum","","","",""
"12","1995","Saarland","Laendlicher Raum","","","",""
"12","1995","Berlin","Staedtischer Raum","","","",""
"12","1995","Berlin","Laendlicher Raum","","","",""
"12","1995","Brandenburg","Staedtischer Raum","","","",""
"12","1995","Brandenburg","Laendlicher Raum","","","",""
"12","1995","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"12","1995","Mecklenburg-Vorpommern","Laendlicher Raum","1","","",""
"12","1995","Sachsen","Staedtischer Raum","","","",""
"12","1995","Sachsen","Laendlicher Raum","","","",""
"12","1995","Sachsen-Anhalt","Staedtischer Raum","","","",""
"12","1995","Sachsen-Anhalt","Laendlicher Raum","","","",""
"12","1995","Thueringen","Staedtischer Raum","","","",""
"12","1995","Thueringen","Laendlicher Raum","","","",""
"13","1995","Schleswig-Holstein","Staedtischer Raum","","","",""
"13","1995","Schleswig-Holstein","Laendlicher Raum","","","",""
"13","1995","Hamburg","Staedtischer Raum","","","",""
"13","1995","Hamburg","Laendlicher Raum","","","",""
"13","1995","Niedersachsen","Staedtischer Raum","","","",""
"13","1995","Niedersachsen","Laendlicher Raum","","","",""
"13","1995","Bremen","Staedtischer Raum","","","",""
"13","1995","Bremen","Laendlicher Raum","","","",""
"13","1995","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"13","1995","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"13","1995","Hessen","Staedtischer Raum","","","",""
"13","1995","Hessen","Laendlicher Raum","","","",""
"13","1995","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"13","1995","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"13","1995","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"13","1995","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"13","1995","Bayern","Staedtischer Raum","","","",""
"13","1995","Bayern","Laendlicher Raum","","","",""
"13","1995","Saarland","Staedtischer Raum","","","",""
"13","1995","Saarland","Laendlicher Raum","","","",""
"13","1995","Berlin","Staedtischer Raum","","","",""
"13","1995","Berlin","Laendlicher Raum","","","",""
"13","1995","Brandenburg","Staedtischer Raum","","","",""
"13","1995","Brandenburg","Laendlicher Raum","","","",""
"13","1995","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"13","1995","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"13","1995","Sachsen","Staedtischer Raum","","","",""
"13","1995","Sachsen","Laendlicher Raum","","","",""
"13","1995","Sachsen-Anhalt","Staedtischer Raum","","","",""
"13","1995","Sachsen-Anhalt","Laendlicher Raum","","","",""
"13","1995","Thueringen","Staedtischer Raum","","","",""
"13","1995","Thueringen","Laendlicher Raum","","","",""
"14","1995","Schleswig-Holstein","Staedtischer Raum","","","",""
"14","1995","Schleswig-Holstein","Laendlicher Raum","","","",""
"14","1995","Hamburg","Staedtischer Raum","","","",""
"14","1995","Hamburg","Laendlicher Raum","","","",""
"14","1995","Niedersachsen","Staedtischer Raum","","","",""
"14","1995","Niedersachsen","Laendlicher Raum","","","",""
"14","1995","Bremen","Staedtischer Raum","","","",""
"14","1995","Bremen","Laendlicher Raum","","","",""
"14","1995","Nordrhein-Westfalen","Staedtischer Raum","1","","",""
"14","1995","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"14","1995","Hessen","Staedtischer Raum","","","",""
"14","1995","Hessen","Laendlicher Raum","","","",""
"14","1995","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"14","1995","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"14","1995","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"14","1995","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"14","1995","Bayern","Staedtischer Raum","","","",""
"14","1995","Bayern","Laendlicher Raum","","","",""
"14","1995","Saarland","Staedtischer Raum","","","",""
"14","1995","Saarland","Laendlicher Raum","","","",""
"14","1995","Berlin","Staedtischer Raum","","","",""
"14","1995","Berlin","Laendlicher Raum","","","",""
"14","1995","Brandenburg","Staedtischer Raum","","","",""
"14","1995","Brandenburg","Laendlicher Raum","","","",""
"14","1995","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"14","1995","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"14","1995","Sachsen","Staedtischer Raum","","","",""
"14","1995","Sachsen","Laendlicher Raum","","","",""
"14","1995","Sachsen-Anhalt","Staedtischer Raum","","","",""
"14","1995","Sachsen-Anhalt","Laendlicher Raum","","","",""
"14","1995","Thueringen","Staedtischer Raum","","","",""
"14","1995","Thueringen","Laendlicher Raum","","","",""
"15","1995","Schleswig-Holstein","Staedtischer Raum","","","",""
"15","1995","Schleswig-Holstein","Laendlicher Raum","","","",""
"15","1995","Hamburg","Staedtischer Raum","","","",""
"15","1995","Hamburg","Laendlicher Raum","","","",""
"15","1995","Niedersachsen","Staedtischer Raum","","","",""
"15","1995","Niedersachsen","Laendlicher Raum","","","",""
"15","1995","Bremen","Staedtischer Raum","","","",""
"15","1995","Bremen","Laendlicher Raum","","","",""
"15","1995","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"15","1995","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"15","1995","Hessen","Staedtischer Raum","","","",""
"15","1995","Hessen","Laendlicher Raum","","","",""
"15","1995","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"15","1995","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"15","1995","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"15","1995","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"15","1995","Bayern","Staedtischer Raum","","","",""
"15","1995","Bayern","Laendlicher Raum","","","",""
"15","1995","Saarland","Staedtischer Raum","","","",""
"15","1995","Saarland","Laendlicher Raum","","","",""
"15","1995","Berlin","Staedtischer Raum","","","",""
"15","1995","Berlin","Laendlicher Raum","","","",""
"15","1995","Brandenburg","Staedtischer Raum","","","",""
"15","1995","Brandenburg","Laendlicher Raum","","","",""
"15","1995","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"15","1995","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"15","1995","Sachsen","Staedtischer Raum","","","",""
"15","1995","Sachsen","Laendlicher Raum","","","",""
"15","1995","Sachsen-Anhalt","Staedtischer Raum","","","",""
"15","1995","Sachsen-Anhalt","Laendlicher Raum","","","",""
"15","1995","Thueringen","Staedtischer Raum","","","",""
"15","1995","Thueringen","Laendlicher Raum","","","",""
"16","1995","Schleswig-Holstein","Staedtischer Raum","","","",""
"16","1995","Schleswig-Holstein","Laendlicher Raum","","","",""
"16","1995","Hamburg","Staedtischer Raum","","","",""
"16","1995","Hamburg","Laendlicher Raum","","","",""
"16","1995","Niedersachsen","Staedtischer Raum","","","",""
"16","1995","Niedersachsen","Laendlicher Raum","","","",""
"16","1995","Bremen","Staedtischer Raum","","","",""
"16","1995","Bremen","Laendlicher Raum","","","",""
"16","1995","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"16","1995","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"16","1995","Hessen","Staedtischer Raum","","","",""
"16","1995","Hessen","Laendlicher Raum","","","",""
"16","1995","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"16","1995","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"16","1995","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"16","1995","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"16","1995","Bayern","Staedtischer Raum","","","",""
"16","1995","Bayern","Laendlicher Raum","","","",""
"16","1995","Saarland","Staedtischer Raum","","","",""
"16","1995","Saarland","Laendlicher Raum","","","",""
"16","1995","Berlin","Staedtischer Raum","","","",""
"16","1995","Berlin","Laendlicher Raum","","","",""
"16","1995","Brandenburg","Staedtischer Raum","","","",""
"16","1995","Brandenburg","Laendlicher Raum","","","",""
"16","1995","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"16","1995","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"16","1995","Sachsen","Staedtischer Raum","","","",""
"16","1995","Sachsen","Laendlicher Raum","","","",""
"16","1995","Sachsen-Anhalt","Staedtischer Raum","","","",""
"16","1995","Sachsen-Anhalt","Laendlicher Raum","","","",""
"16","1995","Thueringen","Staedtischer Raum","","","",""
"16","1995","Thueringen","Laendlicher Raum","","","",""
"17","1995","Schleswig-Holstein","Staedtischer Raum","","","",""
"17","1995","Schleswig-Holstein","Laendlicher Raum","","","",""
"17","1995","Hamburg","Staedtischer Raum","","","",""
"17","1995","Hamburg","Laendlicher Raum","","","",""
"17","1995","Niedersachsen","Staedtischer Raum","","","",""
"17","1995","Niedersachsen","Laendlicher Raum","","","",""
"17","1995","Bremen","Staedtischer Raum","","","",""
"17","1995","Bremen","Laendlicher Raum","","","",""
"17","1995","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"17","1995","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"17","1995","Hessen","Staedtischer Raum","","","",""
"17","1995","Hessen","Laendlicher Raum","","","",""
"17","1995","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"17","1995","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"17","1995","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"17","1995","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"17","1995","Bayern","Staedtischer Raum","","","",""
"17","1995","Bayern","Laendlicher Raum","","","",""
"17","1995","Saarland","Staedtischer Raum","","","",""
"17","1995","Saarland","Laendlicher Raum","","","",""
"17","1995","Berlin","Staedtischer Raum","","","",""
