"ple0055","year","age_gr","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"65","1999","17-34","Bremen","","","",""
"65","1999","17-34","Nordrhein-Westfalen","","","",""
"65","1999","17-34","Hessen","","","",""
"65","1999","17-34","Rheinland-Pfalz,Saarland","","","",""
"65","1999","17-34","Baden-Wuerttemberg","","","",""
"65","1999","17-34","Bayern","","","",""
"65","1999","17-34","Saarland","","","",""
"65","1999","17-34","Berlin","","","",""
"65","1999","17-34","Brandenburg","","","",""
"65","1999","17-34","Mecklenburg-Vorpommern","","","",""
"65","1999","17-34","Sachsen","","","",""
"65","1999","17-34","Sachsen-Anhalt","","","",""
"65","1999","17-34","Thueringen","","","",""
"65","1999","35-65","Schleswig-Holstein","","","",""
"65","1999","35-65","Hamburg","","","",""
"65","1999","35-65","Niedersachsen","","","",""
"65","1999","35-65","Bremen","","","",""
"65","1999","35-65","Nordrhein-Westfalen","","","",""
"65","1999","35-65","Hessen","","","",""
"65","1999","35-65","Rheinland-Pfalz,Saarland","","","",""
"65","1999","35-65","Baden-Wuerttemberg","","","",""
"65","1999","35-65","Bayern","","","",""
"65","1999","35-65","Saarland","","","",""
"65","1999","35-65","Berlin","","","",""
"65","1999","35-65","Brandenburg","","","",""
"65","1999","35-65","Mecklenburg-Vorpommern","","","",""
"65","1999","35-65","Sachsen","","","",""
"65","1999","35-65","Sachsen-Anhalt","","","",""
"65","1999","35-65","Thueringen","","","",""
"65","1999","66 +","Schleswig-Holstein","","","",""
"65","1999","66 +","Hamburg","","","",""
"65","1999","66 +","Niedersachsen","","","",""
"65","1999","66 +","Bremen","","","",""
"65","1999","66 +","Nordrhein-Westfalen","","","",""
"65","1999","66 +","Hessen","","","",""
"65","1999","66 +","Rheinland-Pfalz,Saarland","","","",""
"65","1999","66 +","Baden-Wuerttemberg","","","",""
"65","1999","66 +","Bayern","","","",""
"65","1999","66 +","Saarland","","","",""
"65","1999","66 +","Berlin","","","",""
"65","1999","66 +","Brandenburg","","","",""
"65","1999","66 +","Mecklenburg-Vorpommern","","","",""
"65","1999","66 +","Sachsen","","","",""
"65","1999","66 +","Sachsen-Anhalt","","","",""
"65","1999","66 +","Thueringen","","","",""
"90","1999","17-34","Schleswig-Holstein","","","",""
"90","1999","17-34","Hamburg","","","",""
"90","1999","17-34","Niedersachsen","","","",""
"90","1999","17-34","Bremen","","","",""
"90","1999","17-34","Nordrhein-Westfalen","","","",""
"90","1999","17-34","Hessen","","","",""
"90","1999","17-34","Rheinland-Pfalz,Saarland","","","",""
"90","1999","17-34","Baden-Wuerttemberg","","","",""
"90","1999","17-34","Bayern","","","",""
"90","1999","17-34","Saarland","","","",""
"90","1999","17-34","Berlin","","","",""
"90","1999","17-34","Brandenburg","","","",""
"90","1999","17-34","Mecklenburg-Vorpommern","","","",""
"90","1999","17-34","Sachsen","","","",""
"90","1999","17-34","Sachsen-Anhalt","","","",""
"90","1999","17-34","Thueringen","","","",""
"90","1999","35-65","Schleswig-Holstein","","","",""
"90","1999","35-65","Hamburg","","","",""
"90","1999","35-65","Niedersachsen","","","",""
"90","1999","35-65","Bremen","","","",""
"90","1999","35-65","Nordrhein-Westfalen","","","",""
"90","1999","35-65","Hessen","","","",""
"90","1999","35-65","Rheinland-Pfalz,Saarland","","","",""
"90","1999","35-65","Baden-Wuerttemberg","","","",""
"90","1999","35-65","Bayern","","","",""
"90","1999","35-65","Saarland","","","",""
"90","1999","35-65","Berlin","","","",""
"90","1999","35-65","Brandenburg","","","",""
"90","1999","35-65","Mecklenburg-Vorpommern","","","",""
"90","1999","35-65","Sachsen","","","",""
"90","1999","35-65","Sachsen-Anhalt","","","",""
"90","1999","35-65","Thueringen","","","",""
"90","1999","66 +","Schleswig-Holstein","","","",""
"90","1999","66 +","Hamburg","","","",""
"90","1999","66 +","Niedersachsen","","","",""
"90","1999","66 +","Bremen","","","",""
"90","1999","66 +","Nordrhein-Westfalen","","","",""
"90","1999","66 +","Hessen","","","",""
"90","1999","66 +","Rheinland-Pfalz,Saarland","","","",""
"90","1999","66 +","Baden-Wuerttemberg","","","",""
"90","1999","66 +","Bayern","","","",""
"90","1999","66 +","Saarland","","","",""
"90","1999","66 +","Berlin","","","",""
"90","1999","66 +","Brandenburg","","","",""
"90","1999","66 +","Mecklenburg-Vorpommern","","","",""
"90","1999","66 +","Sachsen","","","",""
"90","1999","66 +","Sachsen-Anhalt","","","",""
"90","1999","66 +","Thueringen","","","",""
"98","1999","17-34","Schleswig-Holstein","","","",""
"98","1999","17-34","Hamburg","","","",""
"98","1999","17-34","Niedersachsen","","","",""
"98","1999","17-34","Bremen","","","",""
"98","1999","17-34","Nordrhein-Westfalen","","","",""
"98","1999","17-34","Hessen","","","",""
"98","1999","17-34","Rheinland-Pfalz,Saarland","","","",""
"98","1999","17-34","Baden-Wuerttemberg","","","",""
"98","1999","17-34","Bayern","","","",""
"98","1999","17-34","Saarland","","","",""
"98","1999","17-34","Berlin","","","",""
"98","1999","17-34","Brandenburg","","","",""
"98","1999","17-34","Mecklenburg-Vorpommern","","","",""
"98","1999","17-34","Sachsen","","","",""
"98","1999","17-34","Sachsen-Anhalt","","","",""
"98","1999","17-34","Thueringen","","","",""
"98","1999","35-65","Schleswig-Holstein","","","",""
"98","1999","35-65","Hamburg","","","",""
"98","1999","35-65","Niedersachsen","","","",""
"98","1999","35-65","Bremen","","","",""
"98","1999","35-65","Nordrhein-Westfalen","","","",""
"98","1999","35-65","Hessen","","","",""
"98","1999","35-65","Rheinland-Pfalz,Saarland","","","",""
"98","1999","35-65","Baden-Wuerttemberg","","","",""
"98","1999","35-65","Bayern","","","",""
"98","1999","35-65","Saarland","","","",""
"98","1999","35-65","Berlin","","","",""
"98","1999","35-65","Brandenburg","","","",""
"98","1999","35-65","Mecklenburg-Vorpommern","","","",""
"98","1999","35-65","Sachsen","","","",""
"98","1999","35-65","Sachsen-Anhalt","","","",""
"98","1999","35-65","Thueringen","","","",""
"98","1999","66 +","Schleswig-Holstein","","","",""
"98","1999","66 +","Hamburg","","","",""
"98","1999","66 +","Niedersachsen","","","",""
"98","1999","66 +","Bremen","","","",""
"98","1999","66 +","Nordrhein-Westfalen","","","",""
"98","1999","66 +","Hessen","","","",""
"98","1999","66 +","Rheinland-Pfalz,Saarland","","","",""
"98","1999","66 +","Baden-Wuerttemberg","","","",""
"98","1999","66 +","Bayern","","","",""
"98","1999","66 +","Saarland","","","",""
"98","1999","66 +","Berlin","","","",""
"98","1999","66 +","Brandenburg","","","",""
"98","1999","66 +","Mecklenburg-Vorpommern","","","",""
"98","1999","66 +","Sachsen","","","",""
"98","1999","66 +","Sachsen-Anhalt","","","",""
"98","1999","66 +","Thueringen","","","",""
"100","1999","17-34","Schleswig-Holstein","","","",""
"100","1999","17-34","Hamburg","","","",""
"100","1999","17-34","Niedersachsen","","","",""
"100","1999","17-34","Bremen","","","",""
"100","1999","17-34","Nordrhein-Westfalen","","","",""
"100","1999","17-34","Hessen","","","",""
"100","1999","17-34","Rheinland-Pfalz,Saarland","","","",""
"100","1999","17-34","Baden-Wuerttemberg","","","",""
"100","1999","17-34","Bayern","","","",""
"100","1999","17-34","Saarland","","","",""
"100","1999","17-34","Berlin","","","",""
"100","1999","17-34","Brandenburg","","","",""
"100","1999","17-34","Mecklenburg-Vorpommern","","","",""
"100","1999","17-34","Sachsen","","","",""
"100","1999","17-34","Sachsen-Anhalt","","","",""
"100","1999","17-34","Thueringen","","","",""
"100","1999","35-65","Schleswig-Holstein","","","",""
"100","1999","35-65","Hamburg","","","",""
"100","1999","35-65","Niedersachsen","","","",""
"100","1999","35-65","Bremen","","","",""
"100","1999","35-65","Nordrhein-Westfalen","","","",""
"100","1999","35-65","Hessen","","","",""
"100","1999","35-65","Rheinland-Pfalz,Saarland","","","",""
"100","1999","35-65","Baden-Wuerttemberg","","","",""
"100","1999","35-65","Bayern","","","",""
"100","1999","35-65","Saarland","","","",""
"100","1999","35-65","Berlin","","","",""
"100","1999","35-65","Brandenburg","","","",""
"100","1999","35-65","Mecklenburg-Vorpommern","","","",""
"100","1999","35-65","Sachsen","","","",""
"100","1999","35-65","Sachsen-Anhalt","","","",""
"100","1999","35-65","Thueringen","","","",""
"100","1999","66 +","Schleswig-Holstein","","","",""
"100","1999","66 +","Hamburg","","","",""
"100","1999","66 +","Niedersachsen","","","",""
"100","1999","66 +","Bremen","","","",""
"100","1999","66 +","Nordrhein-Westfalen","","","",""
"100","1999","66 +","Hessen","","","",""
"100","1999","66 +","Rheinland-Pfalz,Saarland","","","",""
"100","1999","66 +","Baden-Wuerttemberg","","","",""
"100","1999","66 +","Bayern","","","",""
"100","1999","66 +","Saarland","","","",""
"100","1999","66 +","Berlin","","","",""
"100","1999","66 +","Brandenburg","","","",""
"100","1999","66 +","Mecklenburg-Vorpommern","","","",""
"100","1999","66 +","Sachsen","","","",""
"100","1999","66 +","Sachsen-Anhalt","","","",""
"100","1999","66 +","Thueringen","","","",""
"0","2000","17-34","Schleswig-Holstein","","","",""
"0","2000","17-34","Hamburg","","","",""
"0","2000","17-34","Niedersachsen","","","",""
"0","2000","17-34","Bremen","","","",""
"0","2000","17-34","Nordrhein-Westfalen","","","",""
"0","2000","17-34","Hessen","","","",""
"0","2000","17-34","Rheinland-Pfalz,Saarland","","","",""
"0","2000","17-34","Baden-Wuerttemberg","","","",""
"0","2000","17-34","Bayern","","","",""
"0","2000","17-34","Saarland","","","",""
"0","2000","17-34","Berlin","","","",""
"0","2000","17-34","Brandenburg","","","",""
"0","2000","17-34","Mecklenburg-Vorpommern","","","",""
"0","2000","17-34","Sachsen","","","",""
"0","2000","17-34","Sachsen-Anhalt","","","",""
"0","2000","17-34","Thueringen","","","",""
"0","2000","35-65","Schleswig-Holstein","","","",""
"0","2000","35-65","Hamburg","","","",""
"0","2000","35-65","Niedersachsen","","","",""
"0","2000","35-65","Bremen","","","",""
"0","2000","35-65","Nordrhein-Westfalen","","","",""
"0","2000","35-65","Hessen","","","",""
"0","2000","35-65","Rheinland-Pfalz,Saarland","","","",""
"0","2000","35-65","Baden-Wuerttemberg","","","",""
"0","2000","35-65","Bayern","","","",""
"0","2000","35-65","Saarland","","","",""
"0","2000","35-65","Berlin","","","",""
"0","2000","35-65","Brandenburg","","","",""
"0","2000","35-65","Mecklenburg-Vorpommern","","","",""
"0","2000","35-65","Sachsen","","","",""
"0","2000","35-65","Sachsen-Anhalt","","","",""
"0","2000","35-65","Thueringen","","","",""
"0","2000","66 +","Schleswig-Holstein","","","",""
"0","2000","66 +","Hamburg","","","",""
"0","2000","66 +","Niedersachsen","","","",""
"0","2000","66 +","Bremen","","","",""
"0","2000","66 +","Nordrhein-Westfalen","","","",""
"0","2000","66 +","Hessen","","","",""
"0","2000","66 +","Rheinland-Pfalz,Saarland","","","",""
"0","2000","66 +","Baden-Wuerttemberg","","","",""
"0","2000","66 +","Bayern","","","",""
"0","2000","66 +","Saarland","","","",""
"0","2000","66 +","Berlin","","","",""
"0","2000","66 +","Brandenburg","","","",""
"0","2000","66 +","Mecklenburg-Vorpommern","","","",""
"0","2000","66 +","Sachsen","","","",""
"0","2000","66 +","Sachsen-Anhalt","","","",""
"0","2000","66 +","Thueringen","","","",""
"1","2000","17-34","Schleswig-Holstein","10","","",""
"1","2000","17-34","Hamburg","7","","",""
"1","2000","17-34","Niedersachsen","49","0.759207910319429","0.653628486797806","0.864787333841052"
"1","2000","17-34","Bremen","4","","",""
"1","2000","17-34","Nordrhein-Westfalen","131","0.840103290912909","0.782589512807776","0.897617069018043"
"1","2000","17-34","Hessen","34","0.832010398971018","0.716153027307348","0.947867770634689"
"1","2000","17-34","Rheinland-Pfalz,Saarland","42","0.849605858753312","0.74848245466246","0.950729262844164"
"1","2000","17-34","Baden-Wuerttemberg","85","0.789963726537435","0.712051759595123","0.867875693479746"
"1","2000","17-34","Bayern","86","0.849845561660973","0.779831191994532","0.919859931327413"
"1","2000","17-34","Saarland","","","",""
"1","2000","17-34","Berlin","14","","",""
"1","2000","17-34","Brandenburg","29","","",""
"1","2000","17-34","Mecklenburg-Vorpommern","12","","",""
"1","2000","17-34","Sachsen","45","0.851454359703595","0.757465281973358","0.945443437433831"
"1","2000","17-34","Sachsen-Anhalt","21","","",""
"1","2000","17-34","Thueringen","30","0.831480692282157","0.709202852321902","0.953758532242413"
"1","2000","35-65","Schleswig-Holstein","34","0.829685103670803","0.717328959457386","0.94204124788422"
"1","2000","35-65","Hamburg","10","","",""
"1","2000","35-65","Niedersachsen","84","0.762967404627266","0.684209145515412","0.841725663739119"
"1","2000","35-65","Bremen","9","","",""
"1","2000","35-65","Nordrhein-Westfalen","211","0.706091279047829","0.653750732090544","0.758431826005114"
"1","2000","35-65","Hessen","82","0.842729456164682","0.770280854878614","0.91517805745075"
"1","2000","35-65","Rheinland-Pfalz,Saarland","58","0.75814161851832","0.664307919348672","0.851975317687969"
"1","2000","35-65","Baden-Wuerttemberg","123","0.708879392609541","0.639564146596377","0.778194638622704"
"1","2000","35-65","Bayern","138","0.76830307271202","0.707173836656833","0.829432308767208"
"1","2000","35-65","Saarland","","","",""
"1","2000","35-65","Berlin","34","0.6782098817","0.55243944624715","0.80398031715285"
"1","2000","35-65","Brandenburg","50","0.737111499318846","0.630910522520228","0.843312476117464"
"1","2000","35-65","Mecklenburg-Vorpommern","21","","",""
"1","2000","35-65","Sachsen","58","0.70572092688324","0.608840773922279","0.802601079844202"
"1","2000","35-65","Sachsen-Anhalt","58","0.717215318600312","0.617272059378856","0.817158577821768"
"1","2000","35-65","Thueringen","42","0.684437702077016","0.569678549255767","0.799196854898265"
"1","2000","66 +","Schleswig-Holstein","11","","",""
"1","2000","66 +","Hamburg","3","","",""
"1","2000","66 +","Niedersachsen","50","0.698119691393104","0.591336903977248","0.804902478808961"
"1","2000","66 +","Bremen","4","","",""
"1","2000","66 +","Nordrhein-Westfalen","94","0.650389325382426","0.573041037012245","0.727737613752608"
"1","2000","66 +","Hessen","31","0.729642288132353","0.596891153218226","0.86239342304648"
"1","2000","66 +","Rheinland-Pfalz,Saarland","35","0.559109223860426","0.433481265794215","0.684737181926637"
"1","2000","66 +","Baden-Wuerttemberg","36","0.503230945857755","0.380735754361432","0.625726137354077"
"1","2000","66 +","Bayern","76","0.763482706416709","0.678031668740434","0.848933744092983"
"1","2000","66 +","Saarland","","","",""
"1","2000","66 +","Berlin","9","","",""
"1","2000","66 +","Brandenburg","16","","",""
"1","2000","66 +","Mecklenburg-Vorpommern","12","","",""
"1","2000","66 +","Sachsen","29","","",""
"1","2000","66 +","Sachsen-Anhalt","27","","",""
"1","2000","66 +","Thueringen","18","","",""
"2","2000","17-34","Schleswig-Holstein","2","","",""
"2","2000","17-34","Hamburg","1","","",""
"2","2000","17-34","Niedersachsen","8","","",""
"2","2000","17-34","Bremen","","","",""
"2","2000","17-34","Nordrhein-Westfalen","15","","",""
"2","2000","17-34","Hessen","5","","",""
"2","2000","17-34","Rheinland-Pfalz,Saarland","5","","",""
"2","2000","17-34","Baden-Wuerttemberg","14","","",""
"2","2000","17-34","Bayern","10","","",""
"2","2000","17-34","Saarland","","","",""
"2","2000","17-34","Berlin","5","","",""
"2","2000","17-34","Brandenburg","7","","",""
"2","2000","17-34","Mecklenburg-Vorpommern","3","","",""
"2","2000","17-34","Sachsen","6","","",""
"2","2000","17-34","Sachsen-Anhalt","2","","",""
"2","2000","17-34","Thueringen","5","","",""
"2","2000","35-65","Schleswig-Holstein","5","","",""
"2","2000","35-65","Hamburg","2","","",""
"2","2000","35-65","Niedersachsen","18","","",""
"2","2000","35-65","Bremen","3","","",""
"2","2000","35-65","Nordrhein-Westfalen","45","0.159719166987267","0.117627866583064","0.20181046739147"
"2","2000","35-65","Hessen","11","","",""
"2","2000","35-65","Rheinland-Pfalz,Saarland","14","","",""
"2","2000","35-65","Baden-Wuerttemberg","29","","",""
"2","2000","35-65","Bayern","24","","",""
"2","2000","35-65","Saarland","","","",""
"2","2000","35-65","Berlin","10","","",""
"2","2000","35-65","Brandenburg","13","","",""
"2","2000","35-65","Mecklenburg-Vorpommern","10","","",""
"2","2000","35-65","Sachsen","18","","",""
"2","2000","35-65","Sachsen-Anhalt","13","","",""
"2","2000","35-65","Thueringen","8","","",""
"2","2000","66 +","Schleswig-Holstein","2","","",""
"2","2000","66 +","Hamburg","2","","",""
"2","2000","66 +","Niedersachsen","13","","",""
"2","2000","66 +","Bremen","2","","",""
"2","2000","66 +","Nordrhein-Westfalen","41","0.281716817505573","0.208749916933547","0.354683718077599"
"2","2000","66 +","Hessen","11","","",""
"2","2000","66 +","Rheinland-Pfalz,Saarland","19","","",""
"2","2000","66 +","Baden-Wuerttemberg","20","","",""
"2","2000","66 +","Bayern","10","","",""
"2","2000","66 +","Saarland","","","",""
"2","2000","66 +","Berlin","1","","",""
"2","2000","66 +","Brandenburg","5","","",""
"2","2000","66 +","Mecklenburg-Vorpommern","5","","",""
"2","2000","66 +","Sachsen","10","","",""
"2","2000","66 +","Sachsen-Anhalt","6","","",""
"2","2000","66 +","Thueringen","6","","",""
"3","2000","17-34","Schleswig-Holstein","1","","",""
"3","2000","17-34","Hamburg","1","","",""
"3","2000","17-34","Niedersachsen","4","","",""
"3","2000","17-34","Bremen","1","","",""
"3","2000","17-34","Nordrhein-Westfalen","4","","",""
"3","2000","17-34","Hessen","1","","",""
"3","2000","17-34","Rheinland-Pfalz,Saarland","","","",""
"3","2000","17-34","Baden-Wuerttemberg","3","","",""
"3","2000","17-34","Bayern","2","","",""
"3","2000","17-34","Saarland","","","",""
"3","2000","17-34","Berlin","","","",""
"3","2000","17-34","Brandenburg","1","","",""
"3","2000","17-34","Mecklenburg-Vorpommern","1","","",""
"3","2000","17-34","Sachsen","1","","",""
"3","2000","17-34","Sachsen-Anhalt","2","","",""
"3","2000","17-34","Thueringen","","","",""
"3","2000","35-65","Schleswig-Holstein","1","","",""
"3","2000","35-65","Hamburg","","","",""
"3","2000","35-65","Niedersachsen","5","","",""
"3","2000","35-65","Bremen","1","","",""
"3","2000","35-65","Nordrhein-Westfalen","13","","",""
"3","2000","35-65","Hessen","3","","",""
"3","2000","35-65","Rheinland-Pfalz,Saarland","3","","",""
"3","2000","35-65","Baden-Wuerttemberg","6","","",""
"3","2000","35-65","Bayern","8","","",""
"3","2000","35-65","Saarland","","","",""
"3","2000","35-65","Berlin","3","","",""
"3","2000","35-65","Brandenburg","2","","",""
"3","2000","35-65","Mecklenburg-Vorpommern","3","","",""
"3","2000","35-65","Sachsen","3","","",""
"3","2000","35-65","Sachsen-Anhalt","3","","",""
"3","2000","35-65","Thueringen","5","","",""
"3","2000","66 +","Schleswig-Holstein","3","","",""
"3","2000","66 +","Hamburg","","","",""
"3","2000","66 +","Niedersachsen","4","","",""
"3","2000","66 +","Bremen","1","","",""
"3","2000","66 +","Nordrhein-Westfalen","7","","",""
"3","2000","66 +","Hessen","1","","",""
"3","2000","66 +","Rheinland-Pfalz,Saarland","3","","",""
"3","2000","66 +","Baden-Wuerttemberg","4","","",""
"3","2000","66 +","Bayern","6","","",""
"3","2000","66 +","Saarland","","","",""
"3","2000","66 +","Berlin","","","",""
"3","2000","66 +","Brandenburg","3","","",""
"3","2000","66 +","Mecklenburg-Vorpommern","","","",""
"3","2000","66 +","Sachsen","2","","",""
"3","2000","66 +","Sachsen-Anhalt","2","","",""
"3","2000","66 +","Thueringen","2","","",""
"4","2000","17-34","Schleswig-Holstein","","","",""
"4","2000","17-34","Hamburg","","","",""
"4","2000","17-34","Niedersachsen","","","",""
"4","2000","17-34","Bremen","","","",""
"4","2000","17-34","Nordrhein-Westfalen","1","","",""
"4","2000","17-34","Hessen","","","",""
"4","2000","17-34","Rheinland-Pfalz,Saarland","","","",""
"4","2000","17-34","Baden-Wuerttemberg","1","","",""
"4","2000","17-34","Bayern","1","","",""
"4","2000","17-34","Saarland","","","",""
"4","2000","17-34","Berlin","","","",""
"4","2000","17-34","Brandenburg","","","",""
"4","2000","17-34","Mecklenburg-Vorpommern","","","",""
"4","2000","17-34","Sachsen","2","","",""
"4","2000","17-34","Sachsen-Anhalt","","","",""
"4","2000","17-34","Thueringen","","","",""
"4","2000","35-65","Schleswig-Holstein","1","","",""
"4","2000","35-65","Hamburg","","","",""
"4","2000","35-65","Niedersachsen","2","","",""
"4","2000","35-65","Bremen","1","","",""
"4","2000","35-65","Nordrhein-Westfalen","8","","",""
"4","2000","35-65","Hessen","","","",""
"4","2000","35-65","Rheinland-Pfalz,Saarland","1","","",""
"4","2000","35-65","Baden-Wuerttemberg","1","","",""
"4","2000","35-65","Bayern","8","","",""
"4","2000","35-65","Saarland","","","",""
"4","2000","35-65","Berlin","2","","",""
"4","2000","35-65","Brandenburg","1","","",""
"4","2000","35-65","Mecklenburg-Vorpommern","1","","",""
"4","2000","35-65","Sachsen","1","","",""
"4","2000","35-65","Sachsen-Anhalt","2","","",""
"4","2000","35-65","Thueringen","4","","",""
"4","2000","66 +","Schleswig-Holstein","","","",""
"4","2000","66 +","Hamburg","","","",""
"4","2000","66 +","Niedersachsen","","","",""
"4","2000","66 +","Bremen","","","",""
"4","2000","66 +","Nordrhein-Westfalen","1","","",""
"4","2000","66 +","Hessen","","","",""
"4","2000","66 +","Rheinland-Pfalz,Saarland","","","",""
"4","2000","66 +","Baden-Wuerttemberg","","","",""
"4","2000","66 +","Bayern","1","","",""
"4","2000","66 +","Saarland","","","",""
"4","2000","66 +","Berlin","","","",""
"4","2000","66 +","Brandenburg","1","","",""
"4","2000","66 +","Mecklenburg-Vorpommern","2","","",""
"4","2000","66 +","Sachsen","","","",""
"4","2000","66 +","Sachsen-Anhalt","1","","",""
"4","2000","66 +","Thueringen","1","","",""
"5","2000","17-34","Schleswig-Holstein","","","",""
"5","2000","17-34","Hamburg","","","",""
"5","2000","17-34","Niedersachsen","","","",""
"5","2000","17-34","Bremen","","","",""
"5","2000","17-34","Nordrhein-Westfalen","1","","",""
"5","2000","17-34","Hessen","","","",""
"5","2000","17-34","Rheinland-Pfalz,Saarland","","","",""
"5","2000","17-34","Baden-Wuerttemberg","","","",""
"5","2000","17-34","Bayern","","","",""
"5","2000","17-34","Saarland","","","",""
"5","2000","17-34","Berlin","","","",""
"5","2000","17-34","Brandenburg","","","",""
"5","2000","17-34","Mecklenburg-Vorpommern","","","",""
"5","2000","17-34","Sachsen","","","",""
"5","2000","17-34","Sachsen-Anhalt","","","",""
"5","2000","17-34","Thueringen","","","",""
"5","2000","35-65","Schleswig-Holstein","","","",""
"5","2000","35-65","Hamburg","","","",""
"5","2000","35-65","Niedersachsen","1","","",""
"5","2000","35-65","Bremen","","","",""
"5","2000","35-65","Nordrhein-Westfalen","4","","",""
"5","2000","35-65","Hessen","1","","",""
"5","2000","35-65","Rheinland-Pfalz,Saarland","1","","",""
"5","2000","35-65","Baden-Wuerttemberg","3","","",""
"5","2000","35-65","Bayern","1","","",""
"5","2000","35-65","Saarland","","","",""
"5","2000","35-65","Berlin","","","",""
"5","2000","35-65","Brandenburg","","","",""
"5","2000","35-65","Mecklenburg-Vorpommern","1","","",""
"5","2000","35-65","Sachsen","1","","",""
"5","2000","35-65","Sachsen-Anhalt","","","",""
"5","2000","35-65","Thueringen","2","","",""
"5","2000","66 +","Schleswig-Holstein","","","",""
"5","2000","66 +","Hamburg","","","",""
"5","2000","66 +","Niedersachsen","","","",""
"5","2000","66 +","Bremen","","","",""
"5","2000","66 +","Nordrhein-Westfalen","","","",""
"5","2000","66 +","Hessen","","","",""
"5","2000","66 +","Rheinland-Pfalz,Saarland","1","","",""
"5","2000","66 +","Baden-Wuerttemberg","","","",""
"5","2000","66 +","Bayern","1","","",""
"5","2000","66 +","Saarland","","","",""
"5","2000","66 +","Berlin","","","",""
"5","2000","66 +","Brandenburg","","","",""
"5","2000","66 +","Mecklenburg-Vorpommern","1","","",""
"5","2000","66 +","Sachsen","","","",""
"5","2000","66 +","Sachsen-Anhalt","2","","",""
"5","2000","66 +","Thueringen","","","",""
"6","2000","17-34","Schleswig-Holstein","","","",""
"6","2000","17-34","Hamburg","","","",""
"6","2000","17-34","Niedersachsen","","","",""
"6","2000","17-34","Bremen","","","",""
"6","2000","17-34","Nordrhein-Westfalen","2","","",""
"6","2000","17-34","Hessen","","","",""
"6","2000","17-34","Rheinland-Pfalz,Saarland","1","","",""
"6","2000","17-34","Baden-Wuerttemberg","1","","",""
"6","2000","17-34","Bayern","","","",""
"6","2000","17-34","Saarland","","","",""
"6","2000","17-34","Berlin","","","",""
"6","2000","17-34","Brandenburg","","","",""
"6","2000","17-34","Mecklenburg-Vorpommern","","","",""
"6","2000","17-34","Sachsen","1","","",""
"6","2000","17-34","Sachsen-Anhalt","1","","",""
"6","2000","17-34","Thueringen","","","",""
"6","2000","35-65","Schleswig-Holstein","1","","",""
"6","2000","35-65","Hamburg","","","",""
"6","2000","35-65","Niedersachsen","","","",""
"6","2000","35-65","Bremen","1","","",""
"6","2000","35-65","Nordrhein-Westfalen","3","","",""
"6","2000","35-65","Hessen","","","",""
"6","2000","35-65","Rheinland-Pfalz,Saarland","","","",""
"6","2000","35-65","Baden-Wuerttemberg","1","","",""
"6","2000","35-65","Bayern","2","","",""
"6","2000","35-65","Saarland","","","",""
"6","2000","35-65","Berlin","1","","",""
"6","2000","35-65","Brandenburg","","","",""
"6","2000","35-65","Mecklenburg-Vorpommern","","","",""
"6","2000","35-65","Sachsen","","","",""
"6","2000","35-65","Sachsen-Anhalt","","","",""
"6","2000","35-65","Thueringen","","","",""
"6","2000","66 +","Schleswig-Holstein","","","",""
"6","2000","66 +","Hamburg","","","",""
"6","2000","66 +","Niedersachsen","","","",""
"6","2000","66 +","Bremen","","","",""
"6","2000","66 +","Nordrhein-Westfalen","","","",""
"6","2000","66 +","Hessen","","","",""
"6","2000","66 +","Rheinland-Pfalz,Saarland","","","",""
"6","2000","66 +","Baden-Wuerttemberg","1","","",""
"6","2000","66 +","Bayern","1","","",""
"6","2000","66 +","Saarland","","","",""
"6","2000","66 +","Berlin","1","","",""
"6","2000","66 +","Brandenburg","","","",""
"6","2000","66 +","Mecklenburg-Vorpommern","","","",""
"6","2000","66 +","Sachsen","","","",""
"6","2000","66 +","Sachsen-Anhalt","","","",""
"6","2000","66 +","Thueringen","1","","",""
"7","2000","17-34","Schleswig-Holstein","","","",""
"7","2000","17-34","Hamburg","","","",""
"7","2000","17-34","Niedersachsen","","","",""
"7","2000","17-34","Bremen","","","",""
"7","2000","17-34","Nordrhein-Westfalen","","","",""
"7","2000","17-34","Hessen","","","",""
"7","2000","17-34","Rheinland-Pfalz,Saarland","","","",""
"7","2000","17-34","Baden-Wuerttemberg","","","",""
"7","2000","17-34","Bayern","","","",""
"7","2000","17-34","Saarland","","","",""
"7","2000","17-34","Berlin","","","",""
"7","2000","17-34","Brandenburg","","","",""
"7","2000","17-34","Mecklenburg-Vorpommern","","","",""
"7","2000","17-34","Sachsen","","","",""
"7","2000","17-34","Sachsen-Anhalt","","","",""
"7","2000","17-34","Thueringen","1","","",""
"7","2000","35-65","Schleswig-Holstein","","","",""
"7","2000","35-65","Hamburg","","","",""
"7","2000","35-65","Niedersachsen","","","",""
"7","2000","35-65","Bremen","","","",""
"7","2000","35-65","Nordrhein-Westfalen","2","","",""
"7","2000","35-65","Hessen","","","",""
"7","2000","35-65","Rheinland-Pfalz,Saarland","","","",""
"7","2000","35-65","Baden-Wuerttemberg","","","",""
"7","2000","35-65","Bayern","","","",""
"7","2000","35-65","Saarland","","","",""
"7","2000","35-65","Berlin","","","",""
"7","2000","35-65","Brandenburg","","","",""
"7","2000","35-65","Mecklenburg-Vorpommern","","","",""
"7","2000","35-65","Sachsen","","","",""
"7","2000","35-65","Sachsen-Anhalt","1","","",""
