"ple0055","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"17","1984","35-65","Westdeutschland","","","",""
"17","1984","35-65","Ostdeutschland","","","",""
"17","1984","66 +","Westdeutschland","","","",""
"17","1984","66 +","Ostdeutschland","","","",""
"18","1984","17-34","Westdeutschland","","","",""
"18","1984","17-34","Ostdeutschland","","","",""
"18","1984","35-65","Westdeutschland","","","",""
"18","1984","35-65","Ostdeutschland","","","",""
"18","1984","66 +","Westdeutschland","","","",""
"18","1984","66 +","Ostdeutschland","","","",""
"19","1984","17-34","Westdeutschland","","","",""
"19","1984","17-34","Ostdeutschland","","","",""
"19","1984","35-65","Westdeutschland","","","",""
"19","1984","35-65","Ostdeutschland","","","",""
"19","1984","66 +","Westdeutschland","","","",""
"19","1984","66 +","Ostdeutschland","","","",""
"20","1984","17-34","Westdeutschland","","","",""
"20","1984","17-34","Ostdeutschland","","","",""
"20","1984","35-65","Westdeutschland","","","",""
"20","1984","35-65","Ostdeutschland","","","",""
"20","1984","66 +","Westdeutschland","","","",""
"20","1984","66 +","Ostdeutschland","","","",""
"21","1984","17-34","Westdeutschland","","","",""
"21","1984","17-34","Ostdeutschland","","","",""
"21","1984","35-65","Westdeutschland","","","",""
"21","1984","35-65","Ostdeutschland","","","",""
"21","1984","66 +","Westdeutschland","","","",""
"21","1984","66 +","Ostdeutschland","","","",""
"22","1984","17-34","Westdeutschland","","","",""
"22","1984","17-34","Ostdeutschland","","","",""
"22","1984","35-65","Westdeutschland","","","",""
"22","1984","35-65","Ostdeutschland","","","",""
"22","1984","66 +","Westdeutschland","","","",""
"22","1984","66 +","Ostdeutschland","","","",""
"23","1984","17-34","Westdeutschland","","","",""
"23","1984","17-34","Ostdeutschland","","","",""
"23","1984","35-65","Westdeutschland","","","",""
"23","1984","35-65","Ostdeutschland","","","",""
"23","1984","66 +","Westdeutschland","","","",""
"23","1984","66 +","Ostdeutschland","","","",""
"24","1984","17-34","Westdeutschland","","","",""
"24","1984","17-34","Ostdeutschland","","","",""
"24","1984","35-65","Westdeutschland","","","",""
"24","1984","35-65","Ostdeutschland","","","",""
"24","1984","66 +","Westdeutschland","","","",""
"24","1984","66 +","Ostdeutschland","","","",""
"25","1984","17-34","Westdeutschland","","","",""
"25","1984","17-34","Ostdeutschland","","","",""
"25","1984","35-65","Westdeutschland","","","",""
"25","1984","35-65","Ostdeutschland","","","",""
"25","1984","66 +","Westdeutschland","","","",""
"25","1984","66 +","Ostdeutschland","","","",""
"26","1984","17-34","Westdeutschland","","","",""
"26","1984","17-34","Ostdeutschland","","","",""
"26","1984","35-65","Westdeutschland","","","",""
"26","1984","35-65","Ostdeutschland","","","",""
"26","1984","66 +","Westdeutschland","","","",""
"26","1984","66 +","Ostdeutschland","","","",""
"27","1984","17-34","Westdeutschland","","","",""
"27","1984","17-34","Ostdeutschland","","","",""
"27","1984","35-65","Westdeutschland","","","",""
"27","1984","35-65","Ostdeutschland","","","",""
"27","1984","66 +","Westdeutschland","","","",""
"27","1984","66 +","Ostdeutschland","","","",""
"28","1984","17-34","Westdeutschland","","","",""
"28","1984","17-34","Ostdeutschland","","","",""
"28","1984","35-65","Westdeutschland","","","",""
"28","1984","35-65","Ostdeutschland","","","",""
"28","1984","66 +","Westdeutschland","","","",""
"28","1984","66 +","Ostdeutschland","","","",""
"30","1984","17-34","Westdeutschland","","","",""
"30","1984","17-34","Ostdeutschland","","","",""
"30","1984","35-65","Westdeutschland","","","",""
"30","1984","35-65","Ostdeutschland","","","",""
"30","1984","66 +","Westdeutschland","","","",""
"30","1984","66 +","Ostdeutschland","","","",""
"31","1984","17-34","Westdeutschland","","","",""
"31","1984","17-34","Ostdeutschland","","","",""
"31","1984","35-65","Westdeutschland","","","",""
"31","1984","35-65","Ostdeutschland","","","",""
"31","1984","66 +","Westdeutschland","","","",""
"31","1984","66 +","Ostdeutschland","","","",""
"32","1984","17-34","Westdeutschland","","","",""
"32","1984","17-34","Ostdeutschland","","","",""
"32","1984","35-65","Westdeutschland","","","",""
"32","1984","35-65","Ostdeutschland","","","",""
"32","1984","66 +","Westdeutschland","","","",""
"32","1984","66 +","Ostdeutschland","","","",""
"35","1984","17-34","Westdeutschland","","","",""
"35","1984","17-34","Ostdeutschland","","","",""
"35","1984","35-65","Westdeutschland","","","",""
"35","1984","35-65","Ostdeutschland","","","",""
"35","1984","66 +","Westdeutschland","","","",""
"35","1984","66 +","Ostdeutschland","","","",""
"36","1984","17-34","Westdeutschland","","","",""
"36","1984","17-34","Ostdeutschland","","","",""
"36","1984","35-65","Westdeutschland","","","",""
"36","1984","35-65","Ostdeutschland","","","",""
"36","1984","66 +","Westdeutschland","","","",""
"36","1984","66 +","Ostdeutschland","","","",""
"40","1984","17-34","Westdeutschland","","","",""
"40","1984","17-34","Ostdeutschland","","","",""
"40","1984","35-65","Westdeutschland","","","",""
"40","1984","35-65","Ostdeutschland","","","",""
"40","1984","66 +","Westdeutschland","","","",""
"40","1984","66 +","Ostdeutschland","","","",""
"42","1984","17-34","Westdeutschland","","","",""
"42","1984","17-34","Ostdeutschland","","","",""
"42","1984","35-65","Westdeutschland","","","",""
"42","1984","35-65","Ostdeutschland","","","",""
"42","1984","66 +","Westdeutschland","","","",""
"42","1984","66 +","Ostdeutschland","","","",""
"45","1984","17-34","Westdeutschland","","","",""
"45","1984","17-34","Ostdeutschland","","","",""
"45","1984","35-65","Westdeutschland","","","",""
"45","1984","35-65","Ostdeutschland","","","",""
"45","1984","66 +","Westdeutschland","","","",""
"45","1984","66 +","Ostdeutschland","","","",""
"48","1984","17-34","Westdeutschland","","","",""
"48","1984","17-34","Ostdeutschland","","","",""
"48","1984","35-65","Westdeutschland","","","",""
"48","1984","35-65","Ostdeutschland","","","",""
"48","1984","66 +","Westdeutschland","","","",""
"48","1984","66 +","Ostdeutschland","","","",""
"50","1984","17-34","Westdeutschland","","","",""
"50","1984","17-34","Ostdeutschland","","","",""
"50","1984","35-65","Westdeutschland","","","",""
"50","1984","35-65","Ostdeutschland","","","",""
"50","1984","66 +","Westdeutschland","","","",""
"50","1984","66 +","Ostdeutschland","","","",""
"51","1984","17-34","Westdeutschland","","","",""
"51","1984","17-34","Ostdeutschland","","","",""
"51","1984","35-65","Westdeutschland","","","",""
"51","1984","35-65","Ostdeutschland","","","",""
"51","1984","66 +","Westdeutschland","","","",""
"51","1984","66 +","Ostdeutschland","","","",""
"64","1984","17-34","Westdeutschland","","","",""
"64","1984","17-34","Ostdeutschland","","","",""
"64","1984","35-65","Westdeutschland","","","",""
"64","1984","35-65","Ostdeutschland","","","",""
"64","1984","66 +","Westdeutschland","","","",""
"64","1984","66 +","Ostdeutschland","","","",""
"65","1984","17-34","Westdeutschland","","","",""
"65","1984","17-34","Ostdeutschland","","","",""
"65","1984","35-65","Westdeutschland","","","",""
"65","1984","35-65","Ostdeutschland","","","",""
"65","1984","66 +","Westdeutschland","","","",""
"65","1984","66 +","Ostdeutschland","","","",""
"90","1984","17-34","Westdeutschland","","","",""
"90","1984","17-34","Ostdeutschland","","","",""
"90","1984","35-65","Westdeutschland","","","",""
"90","1984","35-65","Ostdeutschland","","","",""
"90","1984","66 +","Westdeutschland","","","",""
"90","1984","66 +","Ostdeutschland","","","",""
"98","1984","17-34","Westdeutschland","","","",""
"98","1984","17-34","Ostdeutschland","","","",""
"98","1984","35-65","Westdeutschland","","","",""
"98","1984","35-65","Ostdeutschland","","","",""
"98","1984","66 +","Westdeutschland","","","",""
"98","1984","66 +","Ostdeutschland","","","",""
"100","1984","17-34","Westdeutschland","","","",""
"100","1984","17-34","Ostdeutschland","","","",""
"100","1984","35-65","Westdeutschland","","","",""
"100","1984","35-65","Ostdeutschland","","","",""
"100","1984","66 +","Westdeutschland","","","",""
"100","1984","66 +","Ostdeutschland","","","",""
"0","1985","17-34","Westdeutschland","","","",""
"0","1985","17-34","Ostdeutschland","","","",""
"0","1985","35-65","Westdeutschland","","","",""
"0","1985","35-65","Ostdeutschland","","","",""
"0","1985","66 +","Westdeutschland","","","",""
"0","1985","66 +","Ostdeutschland","","","",""
"1","1985","17-34","Westdeutschland","378","0.840539564233674","0.806447619051084","0.874631509416265"
"1","1985","17-34","Ostdeutschland","","","",""
"1","1985","35-65","Westdeutschland","445","0.783765137137455","0.749729352919213","0.817800921355696"
"1","1985","35-65","Ostdeutschland","","","",""
"1","1985","66 +","Westdeutschland","129","0.780008049701496","0.716415355329641","0.843600744073352"
"1","1985","66 +","Ostdeutschland","","","",""
"2","1985","17-34","Westdeutschland","42","0.0961439887208109","0.0686930676460672","0.123594909795555"
"2","1985","17-34","Ostdeutschland","","","",""
"2","1985","35-65","Westdeutschland","72","0.138130791352632","0.109604463724454","0.166657118980811"
"2","1985","35-65","Ostdeutschland","","","",""
"2","1985","66 +","Westdeutschland","","","",""
"2","1985","66 +","Ostdeutschland","","","",""
"3","1985","17-34","Westdeutschland","","","",""
"3","1985","17-34","Ostdeutschland","","","",""
"3","1985","35-65","Westdeutschland","","","",""
"3","1985","35-65","Ostdeutschland","","","",""
"3","1985","66 +","Westdeutschland","","","",""
"3","1985","66 +","Ostdeutschland","","","",""
"4","1985","17-34","Westdeutschland","","","",""
"4","1985","17-34","Ostdeutschland","","","",""
"4","1985","35-65","Westdeutschland","","","",""
"4","1985","35-65","Ostdeutschland","","","",""
"4","1985","66 +","Westdeutschland","","","",""
"4","1985","66 +","Ostdeutschland","","","",""
"5","1985","17-34","Westdeutschland","","","",""
"5","1985","17-34","Ostdeutschland","","","",""
"5","1985","35-65","Westdeutschland","","","",""
"5","1985","35-65","Ostdeutschland","","","",""
"5","1985","66 +","Westdeutschland","","","",""
"5","1985","66 +","Ostdeutschland","","","",""
"6","1985","17-34","Westdeutschland","","","",""
"6","1985","17-34","Ostdeutschland","","","",""
"6","1985","35-65","Westdeutschland","","","",""
"6","1985","35-65","Ostdeutschland","","","",""
"6","1985","66 +","Westdeutschland","","","",""
"6","1985","66 +","Ostdeutschland","","","",""
"7","1985","17-34","Westdeutschland","","","",""
"7","1985","17-34","Ostdeutschland","","","",""
"7","1985","35-65","Westdeutschland","","","",""
"7","1985","35-65","Ostdeutschland","","","",""
"7","1985","66 +","Westdeutschland","","","",""
"7","1985","66 +","Ostdeutschland","","","",""
"8","1985","17-34","Westdeutschland","","","",""
"8","1985","17-34","Ostdeutschland","","","",""
"8","1985","35-65","Westdeutschland","","","",""
"8","1985","35-65","Ostdeutschland","","","",""
"8","1985","66 +","Westdeutschland","","","",""
"8","1985","66 +","Ostdeutschland","","","",""
"9","1985","17-34","Westdeutschland","","","",""
"9","1985","17-34","Ostdeutschland","","","",""
"9","1985","35-65","Westdeutschland","","","",""
"9","1985","35-65","Ostdeutschland","","","",""
"9","1985","66 +","Westdeutschland","","","",""
"9","1985","66 +","Ostdeutschland","","","",""
"10","1985","17-34","Westdeutschland","","","",""
"10","1985","17-34","Ostdeutschland","","","",""
"10","1985","35-65","Westdeutschland","","","",""
"10","1985","35-65","Ostdeutschland","","","",""
"10","1985","66 +","Westdeutschland","","","",""
"10","1985","66 +","Ostdeutschland","","","",""
"11","1985","17-34","Westdeutschland","","","",""
"11","1985","17-34","Ostdeutschland","","","",""
"11","1985","35-65","Westdeutschland","","","",""
"11","1985","35-65","Ostdeutschland","","","",""
"11","1985","66 +","Westdeutschland","","","",""
"11","1985","66 +","Ostdeutschland","","","",""
"12","1985","17-34","Westdeutschland","","","",""
"12","1985","17-34","Ostdeutschland","","","",""
"12","1985","35-65","Westdeutschland","","","",""
"12","1985","35-65","Ostdeutschland","","","",""
"12","1985","66 +","Westdeutschland","","","",""
"12","1985","66 +","Ostdeutschland","","","",""
"13","1985","17-34","Westdeutschland","","","",""
"13","1985","17-34","Ostdeutschland","","","",""
"13","1985","35-65","Westdeutschland","","","",""
"13","1985","35-65","Ostdeutschland","","","",""
"13","1985","66 +","Westdeutschland","","","",""
"13","1985","66 +","Ostdeutschland","","","",""
"14","1985","17-34","Westdeutschland","","","",""
"14","1985","17-34","Ostdeutschland","","","",""
"14","1985","35-65","Westdeutschland","","","",""
"14","1985","35-65","Ostdeutschland","","","",""
"14","1985","66 +","Westdeutschland","","","",""
"14","1985","66 +","Ostdeutschland","","","",""
"15","1985","17-34","Westdeutschland","","","",""
"15","1985","17-34","Ostdeutschland","","","",""
"15","1985","35-65","Westdeutschland","","","",""
"15","1985","35-65","Ostdeutschland","","","",""
"15","1985","66 +","Westdeutschland","","","",""
"15","1985","66 +","Ostdeutschland","","","",""
"16","1985","17-34","Westdeutschland","","","",""
"16","1985","17-34","Ostdeutschland","","","",""
"16","1985","35-65","Westdeutschland","","","",""
"16","1985","35-65","Ostdeutschland","","","",""
"16","1985","66 +","Westdeutschland","","","",""
"16","1985","66 +","Ostdeutschland","","","",""
"17","1985","17-34","Westdeutschland","","","",""
"17","1985","17-34","Ostdeutschland","","","",""
"17","1985","35-65","Westdeutschland","","","",""
"17","1985","35-65","Ostdeutschland","","","",""
"17","1985","66 +","Westdeutschland","","","",""
"17","1985","66 +","Ostdeutschland","","","",""
"18","1985","17-34","Westdeutschland","","","",""
"18","1985","17-34","Ostdeutschland","","","",""
"18","1985","35-65","Westdeutschland","","","",""
"18","1985","35-65","Ostdeutschland","","","",""
"18","1985","66 +","Westdeutschland","","","",""
"18","1985","66 +","Ostdeutschland","","","",""
"19","1985","17-34","Westdeutschland","","","",""
"19","1985","17-34","Ostdeutschland","","","",""
"19","1985","35-65","Westdeutschland","","","",""
"19","1985","35-65","Ostdeutschland","","","",""
"19","1985","66 +","Westdeutschland","","","",""
"19","1985","66 +","Ostdeutschland","","","",""
"20","1985","17-34","Westdeutschland","","","",""
"20","1985","17-34","Ostdeutschland","","","",""
"20","1985","35-65","Westdeutschland","","","",""
"20","1985","35-65","Ostdeutschland","","","",""
"20","1985","66 +","Westdeutschland","","","",""
"20","1985","66 +","Ostdeutschland","","","",""
"21","1985","17-34","Westdeutschland","","","",""
"21","1985","17-34","Ostdeutschland","","","",""
"21","1985","35-65","Westdeutschland","","","",""
"21","1985","35-65","Ostdeutschland","","","",""
"21","1985","66 +","Westdeutschland","","","",""
"21","1985","66 +","Ostdeutschland","","","",""
"22","1985","17-34","Westdeutschland","","","",""
"22","1985","17-34","Ostdeutschland","","","",""
"22","1985","35-65","Westdeutschland","","","",""
"22","1985","35-65","Ostdeutschland","","","",""
"22","1985","66 +","Westdeutschland","","","",""
"22","1985","66 +","Ostdeutschland","","","",""
"23","1985","17-34","Westdeutschland","","","",""
"23","1985","17-34","Ostdeutschland","","","",""
"23","1985","35-65","Westdeutschland","","","",""
"23","1985","35-65","Ostdeutschland","","","",""
"23","1985","66 +","Westdeutschland","","","",""
"23","1985","66 +","Ostdeutschland","","","",""
"24","1985","17-34","Westdeutschland","","","",""
"24","1985","17-34","Ostdeutschland","","","",""
"24","1985","35-65","Westdeutschland","","","",""
"24","1985","35-65","Ostdeutschland","","","",""
"24","1985","66 +","Westdeutschland","","","",""
"24","1985","66 +","Ostdeutschland","","","",""
"25","1985","17-34","Westdeutschland","","","",""
"25","1985","17-34","Ostdeutschland","","","",""
"25","1985","35-65","Westdeutschland","","","",""
"25","1985","35-65","Ostdeutschland","","","",""
"25","1985","66 +","Westdeutschland","","","",""
"25","1985","66 +","Ostdeutschland","","","",""
"26","1985","17-34","Westdeutschland","","","",""
"26","1985","17-34","Ostdeutschland","","","",""
"26","1985","35-65","Westdeutschland","","","",""
"26","1985","35-65","Ostdeutschland","","","",""
"26","1985","66 +","Westdeutschland","","","",""
"26","1985","66 +","Ostdeutschland","","","",""
"27","1985","17-34","Westdeutschland","","","",""
"27","1985","17-34","Ostdeutschland","","","",""
"27","1985","35-65","Westdeutschland","","","",""
"27","1985","35-65","Ostdeutschland","","","",""
"27","1985","66 +","Westdeutschland","","","",""
"27","1985","66 +","Ostdeutschland","","","",""
"28","1985","17-34","Westdeutschland","","","",""
"28","1985","17-34","Ostdeutschland","","","",""
"28","1985","35-65","Westdeutschland","","","",""
"28","1985","35-65","Ostdeutschland","","","",""
"28","1985","66 +","Westdeutschland","","","",""
"28","1985","66 +","Ostdeutschland","","","",""
"30","1985","17-34","Westdeutschland","","","",""
"30","1985","17-34","Ostdeutschland","","","",""
"30","1985","35-65","Westdeutschland","","","",""
"30","1985","35-65","Ostdeutschland","","","",""
"30","1985","66 +","Westdeutschland","","","",""
"30","1985","66 +","Ostdeutschland","","","",""
"31","1985","17-34","Westdeutschland","","","",""
"31","1985","17-34","Ostdeutschland","","","",""
"31","1985","35-65","Westdeutschland","","","",""
"31","1985","35-65","Ostdeutschland","","","",""
"31","1985","66 +","Westdeutschland","","","",""
"31","1985","66 +","Ostdeutschland","","","",""
"32","1985","17-34","Westdeutschland","","","",""
"32","1985","17-34","Ostdeutschland","","","",""
"32","1985","35-65","Westdeutschland","","","",""
"32","1985","35-65","Ostdeutschland","","","",""
"32","1985","66 +","Westdeutschland","","","",""
"32","1985","66 +","Ostdeutschland","","","",""
"35","1985","17-34","Westdeutschland","","","",""
"35","1985","17-34","Ostdeutschland","","","",""
"35","1985","35-65","Westdeutschland","","","",""
"35","1985","35-65","Ostdeutschland","","","",""
"35","1985","66 +","Westdeutschland","","","",""
"35","1985","66 +","Ostdeutschland","","","",""
"36","1985","17-34","Westdeutschland","","","",""
"36","1985","17-34","Ostdeutschland","","","",""
"36","1985","35-65","Westdeutschland","","","",""
"36","1985","35-65","Ostdeutschland","","","",""
"36","1985","66 +","Westdeutschland","","","",""
"36","1985","66 +","Ostdeutschland","","","",""
"40","1985","17-34","Westdeutschland","","","",""
"40","1985","17-34","Ostdeutschland","","","",""
"40","1985","35-65","Westdeutschland","","","",""
"40","1985","35-65","Ostdeutschland","","","",""
"40","1985","66 +","Westdeutschland","","","",""
"40","1985","66 +","Ostdeutschland","","","",""
"42","1985","17-34","Westdeutschland","","","",""
"42","1985","17-34","Ostdeutschland","","","",""
"42","1985","35-65","Westdeutschland","","","",""
"42","1985","35-65","Ostdeutschland","","","",""
"42","1985","66 +","Westdeutschland","","","",""
"42","1985","66 +","Ostdeutschland","","","",""
"45","1985","17-34","Westdeutschland","","","",""
"45","1985","17-34","Ostdeutschland","","","",""
"45","1985","35-65","Westdeutschland","","","",""
"45","1985","35-65","Ostdeutschland","","","",""
"45","1985","66 +","Westdeutschland","","","",""
"45","1985","66 +","Ostdeutschland","","","",""
"48","1985","17-34","Westdeutschland","","","",""
"48","1985","17-34","Ostdeutschland","","","",""
"48","1985","35-65","Westdeutschland","","","",""
"48","1985","35-65","Ostdeutschland","","","",""
"48","1985","66 +","Westdeutschland","","","",""
"48","1985","66 +","Ostdeutschland","","","",""
"50","1985","17-34","Westdeutschland","","","",""
"50","1985","17-34","Ostdeutschland","","","",""
"50","1985","35-65","Westdeutschland","","","",""
"50","1985","35-65","Ostdeutschland","","","",""
"50","1985","66 +","Westdeutschland","","","",""
"50","1985","66 +","Ostdeutschland","","","",""
"51","1985","17-34","Westdeutschland","","","",""
"51","1985","17-34","Ostdeutschland","","","",""
"51","1985","35-65","Westdeutschland","","","",""
"51","1985","35-65","Ostdeutschland","","","",""
"51","1985","66 +","Westdeutschland","","","",""
"51","1985","66 +","Ostdeutschland","","","",""
"64","1985","17-34","Westdeutschland","","","",""
"64","1985","17-34","Ostdeutschland","","","",""
"64","1985","35-65","Westdeutschland","","","",""
"64","1985","35-65","Ostdeutschland","","","",""
"64","1985","66 +","Westdeutschland","","","",""
"64","1985","66 +","Ostdeutschland","","","",""
"65","1985","17-34","Westdeutschland","","","",""
"65","1985","17-34","Ostdeutschland","","","",""
"65","1985","35-65","Westdeutschland","","","",""
"65","1985","35-65","Ostdeutschland","","","",""
"65","1985","66 +","Westdeutschland","","","",""
"65","1985","66 +","Ostdeutschland","","","",""
"90","1985","17-34","Westdeutschland","","","",""
"90","1985","17-34","Ostdeutschland","","","",""
"90","1985","35-65","Westdeutschland","","","",""
"90","1985","35-65","Ostdeutschland","","","",""
"90","1985","66 +","Westdeutschland","","","",""
"90","1985","66 +","Ostdeutschland","","","",""
"98","1985","17-34","Westdeutschland","","","",""
"98","1985","17-34","Ostdeutschland","","","",""
"98","1985","35-65","Westdeutschland","","","",""
"98","1985","35-65","Ostdeutschland","","","",""
"98","1985","66 +","Westdeutschland","","","",""
"98","1985","66 +","Ostdeutschland","","","",""
"100","1985","17-34","Westdeutschland","","","",""
"100","1985","17-34","Ostdeutschland","","","",""
"100","1985","35-65","Westdeutschland","","","",""
"100","1985","35-65","Ostdeutschland","","","",""
"100","1985","66 +","Westdeutschland","","","",""
"100","1985","66 +","Ostdeutschland","","","",""
"0","1986","17-34","Westdeutschland","","","",""
"0","1986","17-34","Ostdeutschland","","","",""
"0","1986","35-65","Westdeutschland","","","",""
"0","1986","35-65","Ostdeutschland","","","",""
"0","1986","66 +","Westdeutschland","","","",""
"0","1986","66 +","Ostdeutschland","","","",""
"1","1986","17-34","Westdeutschland","359","0.796243251404215","0.75881953023593","0.8336669725725"
"1","1986","17-34","Ostdeutschland","","","",""
"1","1986","35-65","Westdeutschland","464","0.780941154179076","0.747280415149633","0.814601893208518"
"1","1986","35-65","Ostdeutschland","","","",""
"1","1986","66 +","Westdeutschland","136","0.830112830275488","0.772985635212867","0.887240025338108"
"1","1986","66 +","Ostdeutschland","","","",""
"2","1986","17-34","Westdeutschland","53","0.124609541871625","0.0939232338961766","0.155295849847073"
"2","1986","17-34","Ostdeutschland","","","",""
"2","1986","35-65","Westdeutschland","83","0.156627975436396","0.127049324863884","0.186206626008909"
"2","1986","35-65","Ostdeutschland","","","",""
"2","1986","66 +","Westdeutschland","","","",""
"2","1986","66 +","Ostdeutschland","","","",""
"3","1986","17-34","Westdeutschland","","","",""
"3","1986","17-34","Ostdeutschland","","","",""
"3","1986","35-65","Westdeutschland","","","",""
"3","1986","35-65","Ostdeutschland","","","",""
"3","1986","66 +","Westdeutschland","","","",""
"3","1986","66 +","Ostdeutschland","","","",""
"4","1986","17-34","Westdeutschland","","","",""
"4","1986","17-34","Ostdeutschland","","","",""
"4","1986","35-65","Westdeutschland","","","",""
"4","1986","35-65","Ostdeutschland","","","",""
"4","1986","66 +","Westdeutschland","","","",""
"4","1986","66 +","Ostdeutschland","","","",""
"5","1986","17-34","Westdeutschland","","","",""
"5","1986","17-34","Ostdeutschland","","","",""
"5","1986","35-65","Westdeutschland","","","",""
"5","1986","35-65","Ostdeutschland","","","",""
"5","1986","66 +","Westdeutschland","","","",""
"5","1986","66 +","Ostdeutschland","","","",""
"6","1986","17-34","Westdeutschland","","","",""
"6","1986","17-34","Ostdeutschland","","","",""
