"ple0055","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"4","2006","35-65","Ostdeutschland","","","",""
"4","2006","66 +","Westdeutschland","","","",""
"4","2006","66 +","Ostdeutschland","","","",""
"5","2006","17-34","Westdeutschland","","","",""
"5","2006","17-34","Ostdeutschland","","","",""
"5","2006","35-65","Westdeutschland","","","",""
"5","2006","35-65","Ostdeutschland","","","",""
"5","2006","66 +","Westdeutschland","","","",""
"5","2006","66 +","Ostdeutschland","","","",""
"6","2006","17-34","Westdeutschland","","","",""
"6","2006","17-34","Ostdeutschland","","","",""
"6","2006","35-65","Westdeutschland","","","",""
"6","2006","35-65","Ostdeutschland","","","",""
"6","2006","66 +","Westdeutschland","","","",""
"6","2006","66 +","Ostdeutschland","","","",""
"7","2006","17-34","Westdeutschland","","","",""
"7","2006","17-34","Ostdeutschland","","","",""
"7","2006","35-65","Westdeutschland","","","",""
"7","2006","35-65","Ostdeutschland","","","",""
"7","2006","66 +","Westdeutschland","","","",""
"7","2006","66 +","Ostdeutschland","","","",""
"8","2006","17-34","Westdeutschland","","","",""
"8","2006","17-34","Ostdeutschland","","","",""
"8","2006","35-65","Westdeutschland","","","",""
"8","2006","35-65","Ostdeutschland","","","",""
"8","2006","66 +","Westdeutschland","","","",""
"8","2006","66 +","Ostdeutschland","","","",""
"9","2006","17-34","Westdeutschland","","","",""
"9","2006","17-34","Ostdeutschland","","","",""
"9","2006","35-65","Westdeutschland","","","",""
"9","2006","35-65","Ostdeutschland","","","",""
"9","2006","66 +","Westdeutschland","","","",""
"9","2006","66 +","Ostdeutschland","","","",""
"10","2006","17-34","Westdeutschland","","","",""
"10","2006","17-34","Ostdeutschland","","","",""
"10","2006","35-65","Westdeutschland","","","",""
"10","2006","35-65","Ostdeutschland","","","",""
"10","2006","66 +","Westdeutschland","","","",""
"10","2006","66 +","Ostdeutschland","","","",""
"11","2006","17-34","Westdeutschland","","","",""
"11","2006","17-34","Ostdeutschland","","","",""
"11","2006","35-65","Westdeutschland","","","",""
"11","2006","35-65","Ostdeutschland","","","",""
"11","2006","66 +","Westdeutschland","","","",""
"11","2006","66 +","Ostdeutschland","","","",""
"12","2006","17-34","Westdeutschland","","","",""
"12","2006","17-34","Ostdeutschland","","","",""
"12","2006","35-65","Westdeutschland","","","",""
"12","2006","35-65","Ostdeutschland","","","",""
"12","2006","66 +","Westdeutschland","","","",""
"12","2006","66 +","Ostdeutschland","","","",""
"13","2006","17-34","Westdeutschland","","","",""
"13","2006","17-34","Ostdeutschland","","","",""
"13","2006","35-65","Westdeutschland","","","",""
"13","2006","35-65","Ostdeutschland","","","",""
"13","2006","66 +","Westdeutschland","","","",""
"13","2006","66 +","Ostdeutschland","","","",""
"14","2006","17-34","Westdeutschland","","","",""
"14","2006","17-34","Ostdeutschland","","","",""
"14","2006","35-65","Westdeutschland","","","",""
"14","2006","35-65","Ostdeutschland","","","",""
"14","2006","66 +","Westdeutschland","","","",""
"14","2006","66 +","Ostdeutschland","","","",""
"15","2006","17-34","Westdeutschland","","","",""
"15","2006","17-34","Ostdeutschland","","","",""
"15","2006","35-65","Westdeutschland","","","",""
"15","2006","35-65","Ostdeutschland","","","",""
"15","2006","66 +","Westdeutschland","","","",""
"15","2006","66 +","Ostdeutschland","","","",""
"16","2006","17-34","Westdeutschland","","","",""
"16","2006","17-34","Ostdeutschland","","","",""
"16","2006","35-65","Westdeutschland","","","",""
"16","2006","35-65","Ostdeutschland","","","",""
"16","2006","66 +","Westdeutschland","","","",""
"16","2006","66 +","Ostdeutschland","","","",""
"17","2006","17-34","Westdeutschland","","","",""
"17","2006","17-34","Ostdeutschland","","","",""
"17","2006","35-65","Westdeutschland","","","",""
"17","2006","35-65","Ostdeutschland","","","",""
"17","2006","66 +","Westdeutschland","","","",""
"17","2006","66 +","Ostdeutschland","","","",""
"18","2006","17-34","Westdeutschland","","","",""
"18","2006","17-34","Ostdeutschland","","","",""
"18","2006","35-65","Westdeutschland","","","",""
"18","2006","35-65","Ostdeutschland","","","",""
"18","2006","66 +","Westdeutschland","","","",""
"18","2006","66 +","Ostdeutschland","","","",""
"19","2006","17-34","Westdeutschland","","","",""
"19","2006","17-34","Ostdeutschland","","","",""
"19","2006","35-65","Westdeutschland","","","",""
"19","2006","35-65","Ostdeutschland","","","",""
"19","2006","66 +","Westdeutschland","","","",""
"19","2006","66 +","Ostdeutschland","","","",""
"20","2006","17-34","Westdeutschland","","","",""
"20","2006","17-34","Ostdeutschland","","","",""
"20","2006","35-65","Westdeutschland","","","",""
"20","2006","35-65","Ostdeutschland","","","",""
"20","2006","66 +","Westdeutschland","","","",""
"20","2006","66 +","Ostdeutschland","","","",""
"21","2006","17-34","Westdeutschland","","","",""
"21","2006","17-34","Ostdeutschland","","","",""
"21","2006","35-65","Westdeutschland","","","",""
"21","2006","35-65","Ostdeutschland","","","",""
"21","2006","66 +","Westdeutschland","","","",""
"21","2006","66 +","Ostdeutschland","","","",""
"22","2006","17-34","Westdeutschland","","","",""
"22","2006","17-34","Ostdeutschland","","","",""
"22","2006","35-65","Westdeutschland","","","",""
"22","2006","35-65","Ostdeutschland","","","",""
"22","2006","66 +","Westdeutschland","","","",""
"22","2006","66 +","Ostdeutschland","","","",""
"23","2006","17-34","Westdeutschland","","","",""
"23","2006","17-34","Ostdeutschland","","","",""
"23","2006","35-65","Westdeutschland","","","",""
"23","2006","35-65","Ostdeutschland","","","",""
"23","2006","66 +","Westdeutschland","","","",""
"23","2006","66 +","Ostdeutschland","","","",""
"24","2006","17-34","Westdeutschland","","","",""
"24","2006","17-34","Ostdeutschland","","","",""
"24","2006","35-65","Westdeutschland","","","",""
"24","2006","35-65","Ostdeutschland","","","",""
"24","2006","66 +","Westdeutschland","","","",""
"24","2006","66 +","Ostdeutschland","","","",""
"25","2006","17-34","Westdeutschland","","","",""
"25","2006","17-34","Ostdeutschland","","","",""
"25","2006","35-65","Westdeutschland","","","",""
"25","2006","35-65","Ostdeutschland","","","",""
"25","2006","66 +","Westdeutschland","","","",""
"25","2006","66 +","Ostdeutschland","","","",""
"26","2006","17-34","Westdeutschland","","","",""
"26","2006","17-34","Ostdeutschland","","","",""
"26","2006","35-65","Westdeutschland","","","",""
"26","2006","35-65","Ostdeutschland","","","",""
"26","2006","66 +","Westdeutschland","","","",""
"26","2006","66 +","Ostdeutschland","","","",""
"27","2006","17-34","Westdeutschland","","","",""
"27","2006","17-34","Ostdeutschland","","","",""
"27","2006","35-65","Westdeutschland","","","",""
"27","2006","35-65","Ostdeutschland","","","",""
"27","2006","66 +","Westdeutschland","","","",""
"27","2006","66 +","Ostdeutschland","","","",""
"28","2006","17-34","Westdeutschland","","","",""
"28","2006","17-34","Ostdeutschland","","","",""
"28","2006","35-65","Westdeutschland","","","",""
"28","2006","35-65","Ostdeutschland","","","",""
"28","2006","66 +","Westdeutschland","","","",""
"28","2006","66 +","Ostdeutschland","","","",""
"30","2006","17-34","Westdeutschland","","","",""
"30","2006","17-34","Ostdeutschland","","","",""
"30","2006","35-65","Westdeutschland","","","",""
"30","2006","35-65","Ostdeutschland","","","",""
"30","2006","66 +","Westdeutschland","","","",""
"30","2006","66 +","Ostdeutschland","","","",""
"31","2006","17-34","Westdeutschland","","","",""
"31","2006","17-34","Ostdeutschland","","","",""
"31","2006","35-65","Westdeutschland","","","",""
"31","2006","35-65","Ostdeutschland","","","",""
"31","2006","66 +","Westdeutschland","","","",""
"31","2006","66 +","Ostdeutschland","","","",""
"32","2006","17-34","Westdeutschland","","","",""
"32","2006","17-34","Ostdeutschland","","","",""
"32","2006","35-65","Westdeutschland","","","",""
"32","2006","35-65","Ostdeutschland","","","",""
"32","2006","66 +","Westdeutschland","","","",""
"32","2006","66 +","Ostdeutschland","","","",""
"35","2006","17-34","Westdeutschland","","","",""
"35","2006","17-34","Ostdeutschland","","","",""
"35","2006","35-65","Westdeutschland","","","",""
"35","2006","35-65","Ostdeutschland","","","",""
"35","2006","66 +","Westdeutschland","","","",""
"35","2006","66 +","Ostdeutschland","","","",""
"36","2006","17-34","Westdeutschland","","","",""
"36","2006","17-34","Ostdeutschland","","","",""
"36","2006","35-65","Westdeutschland","","","",""
"36","2006","35-65","Ostdeutschland","","","",""
"36","2006","66 +","Westdeutschland","","","",""
"36","2006","66 +","Ostdeutschland","","","",""
"40","2006","17-34","Westdeutschland","","","",""
"40","2006","17-34","Ostdeutschland","","","",""
"40","2006","35-65","Westdeutschland","","","",""
"40","2006","35-65","Ostdeutschland","","","",""
"40","2006","66 +","Westdeutschland","","","",""
"40","2006","66 +","Ostdeutschland","","","",""
"42","2006","17-34","Westdeutschland","","","",""
"42","2006","17-34","Ostdeutschland","","","",""
"42","2006","35-65","Westdeutschland","","","",""
"42","2006","35-65","Ostdeutschland","","","",""
"42","2006","66 +","Westdeutschland","","","",""
"42","2006","66 +","Ostdeutschland","","","",""
"45","2006","17-34","Westdeutschland","","","",""
"45","2006","17-34","Ostdeutschland","","","",""
"45","2006","35-65","Westdeutschland","","","",""
"45","2006","35-65","Ostdeutschland","","","",""
"45","2006","66 +","Westdeutschland","","","",""
"45","2006","66 +","Ostdeutschland","","","",""
"48","2006","17-34","Westdeutschland","","","",""
"48","2006","17-34","Ostdeutschland","","","",""
"48","2006","35-65","Westdeutschland","","","",""
"48","2006","35-65","Ostdeutschland","","","",""
"48","2006","66 +","Westdeutschland","","","",""
"48","2006","66 +","Ostdeutschland","","","",""
"50","2006","17-34","Westdeutschland","","","",""
"50","2006","17-34","Ostdeutschland","","","",""
"50","2006","35-65","Westdeutschland","","","",""
"50","2006","35-65","Ostdeutschland","","","",""
"50","2006","66 +","Westdeutschland","","","",""
"50","2006","66 +","Ostdeutschland","","","",""
"51","2006","17-34","Westdeutschland","","","",""
"51","2006","17-34","Ostdeutschland","","","",""
"51","2006","35-65","Westdeutschland","","","",""
"51","2006","35-65","Ostdeutschland","","","",""
"51","2006","66 +","Westdeutschland","","","",""
"51","2006","66 +","Ostdeutschland","","","",""
"64","2006","17-34","Westdeutschland","","","",""
"64","2006","17-34","Ostdeutschland","","","",""
"64","2006","35-65","Westdeutschland","","","",""
"64","2006","35-65","Ostdeutschland","","","",""
"64","2006","66 +","Westdeutschland","","","",""
"64","2006","66 +","Ostdeutschland","","","",""
"65","2006","17-34","Westdeutschland","","","",""
"65","2006","17-34","Ostdeutschland","","","",""
"65","2006","35-65","Westdeutschland","","","",""
"65","2006","35-65","Ostdeutschland","","","",""
"65","2006","66 +","Westdeutschland","","","",""
"65","2006","66 +","Ostdeutschland","","","",""
"90","2006","17-34","Westdeutschland","","","",""
"90","2006","17-34","Ostdeutschland","","","",""
"90","2006","35-65","Westdeutschland","","","",""
"90","2006","35-65","Ostdeutschland","","","",""
"90","2006","66 +","Westdeutschland","","","",""
"90","2006","66 +","Ostdeutschland","","","",""
"98","2006","17-34","Westdeutschland","","","",""
"98","2006","17-34","Ostdeutschland","","","",""
"98","2006","35-65","Westdeutschland","","","",""
"98","2006","35-65","Ostdeutschland","","","",""
"98","2006","66 +","Westdeutschland","","","",""
"98","2006","66 +","Ostdeutschland","","","",""
"100","2006","17-34","Westdeutschland","","","",""
"100","2006","17-34","Ostdeutschland","","","",""
"100","2006","35-65","Westdeutschland","","","",""
"100","2006","35-65","Ostdeutschland","","","",""
"100","2006","66 +","Westdeutschland","","","",""
"100","2006","66 +","Ostdeutschland","","","",""
"0","2007","17-34","Westdeutschland","","","",""
"0","2007","17-34","Ostdeutschland","","","",""
"0","2007","35-65","Westdeutschland","","","",""
"0","2007","35-65","Ostdeutschland","","","",""
"0","2007","66 +","Westdeutschland","","","",""
"0","2007","66 +","Ostdeutschland","","","",""
"1","2007","17-34","Westdeutschland","218","0.775924925291619","0.726997471453259","0.82485237912998"
"1","2007","17-34","Ostdeutschland","85","0.727725933669989","0.645653760342593","0.809798106997384"
"1","2007","35-65","Westdeutschland","642","0.746045939490513","0.716663038629013","0.775428840352014"
"1","2007","35-65","Ostdeutschland","211","0.760049948705867","0.709939593647956","0.810160303763778"
"1","2007","66 +","Westdeutschland","455","0.674759447519929","0.63910052971397","0.710418365325889"
"1","2007","66 +","Ostdeutschland","166","0.72337348826854","0.665309232812165","0.781437743724916"
"2","2007","17-34","Westdeutschland","44","0.163066735029116","0.119718233225362","0.20641523683287"
"2","2007","17-34","Ostdeutschland","","","",""
"2","2007","35-65","Westdeutschland","138","0.163010378164676","0.138075803310863","0.187944953018488"
"2","2007","35-65","Ostdeutschland","48","0.200197159986568","0.153243828043797","0.24715049192934"
"2","2007","66 +","Westdeutschland","135","0.218287048042499","0.186843686844851","0.249730409240147"
"2","2007","66 +","Ostdeutschland","42","0.199876693829212","0.147967987381481","0.251785400276943"
"3","2007","17-34","Westdeutschland","","","",""
"3","2007","17-34","Ostdeutschland","","","",""
"3","2007","35-65","Westdeutschland","39","0.0548314599695353","0.0394639381847646","0.070198981754306"
"3","2007","35-65","Ostdeutschland","","","",""
"3","2007","66 +","Westdeutschland","48","0.065028465287572","0.0462594160531764","0.0837975145219677"
"3","2007","66 +","Ostdeutschland","","","",""
"4","2007","17-34","Westdeutschland","","","",""
"4","2007","17-34","Ostdeutschland","","","",""
"4","2007","35-65","Westdeutschland","","","",""
"4","2007","35-65","Ostdeutschland","","","",""
"4","2007","66 +","Westdeutschland","","","",""
"4","2007","66 +","Ostdeutschland","","","",""
"5","2007","17-34","Westdeutschland","","","",""
"5","2007","17-34","Ostdeutschland","","","",""
"5","2007","35-65","Westdeutschland","","","",""
"5","2007","35-65","Ostdeutschland","","","",""
"5","2007","66 +","Westdeutschland","","","",""
"5","2007","66 +","Ostdeutschland","","","",""
"6","2007","17-34","Westdeutschland","","","",""
"6","2007","17-34","Ostdeutschland","","","",""
"6","2007","35-65","Westdeutschland","","","",""
"6","2007","35-65","Ostdeutschland","","","",""
"6","2007","66 +","Westdeutschland","","","",""
"6","2007","66 +","Ostdeutschland","","","",""
"7","2007","17-34","Westdeutschland","","","",""
"7","2007","17-34","Ostdeutschland","","","",""
"7","2007","35-65","Westdeutschland","","","",""
"7","2007","35-65","Ostdeutschland","","","",""
"7","2007","66 +","Westdeutschland","","","",""
"7","2007","66 +","Ostdeutschland","","","",""
"8","2007","17-34","Westdeutschland","","","",""
"8","2007","17-34","Ostdeutschland","","","",""
"8","2007","35-65","Westdeutschland","","","",""
"8","2007","35-65","Ostdeutschland","","","",""
"8","2007","66 +","Westdeutschland","","","",""
"8","2007","66 +","Ostdeutschland","","","",""
"9","2007","17-34","Westdeutschland","","","",""
"9","2007","17-34","Ostdeutschland","","","",""
"9","2007","35-65","Westdeutschland","","","",""
"9","2007","35-65","Ostdeutschland","","","",""
"9","2007","66 +","Westdeutschland","","","",""
"9","2007","66 +","Ostdeutschland","","","",""
"10","2007","17-34","Westdeutschland","","","",""
"10","2007","17-34","Ostdeutschland","","","",""
"10","2007","35-65","Westdeutschland","","","",""
"10","2007","35-65","Ostdeutschland","","","",""
"10","2007","66 +","Westdeutschland","","","",""
"10","2007","66 +","Ostdeutschland","","","",""
"11","2007","17-34","Westdeutschland","","","",""
"11","2007","17-34","Ostdeutschland","","","",""
"11","2007","35-65","Westdeutschland","","","",""
"11","2007","35-65","Ostdeutschland","","","",""
"11","2007","66 +","Westdeutschland","","","",""
"11","2007","66 +","Ostdeutschland","","","",""
"12","2007","17-34","Westdeutschland","","","",""
"12","2007","17-34","Ostdeutschland","","","",""
"12","2007","35-65","Westdeutschland","","","",""
"12","2007","35-65","Ostdeutschland","","","",""
"12","2007","66 +","Westdeutschland","","","",""
"12","2007","66 +","Ostdeutschland","","","",""
"13","2007","17-34","Westdeutschland","","","",""
"13","2007","17-34","Ostdeutschland","","","",""
"13","2007","35-65","Westdeutschland","","","",""
"13","2007","35-65","Ostdeutschland","","","",""
"13","2007","66 +","Westdeutschland","","","",""
"13","2007","66 +","Ostdeutschland","","","",""
"14","2007","17-34","Westdeutschland","","","",""
"14","2007","17-34","Ostdeutschland","","","",""
"14","2007","35-65","Westdeutschland","","","",""
"14","2007","35-65","Ostdeutschland","","","",""
"14","2007","66 +","Westdeutschland","","","",""
"14","2007","66 +","Ostdeutschland","","","",""
"15","2007","17-34","Westdeutschland","","","",""
"15","2007","17-34","Ostdeutschland","","","",""
"15","2007","35-65","Westdeutschland","","","",""
"15","2007","35-65","Ostdeutschland","","","",""
"15","2007","66 +","Westdeutschland","","","",""
"15","2007","66 +","Ostdeutschland","","","",""
"16","2007","17-34","Westdeutschland","","","",""
"16","2007","17-34","Ostdeutschland","","","",""
"16","2007","35-65","Westdeutschland","","","",""
"16","2007","35-65","Ostdeutschland","","","",""
"16","2007","66 +","Westdeutschland","","","",""
"16","2007","66 +","Ostdeutschland","","","",""
"17","2007","17-34","Westdeutschland","","","",""
"17","2007","17-34","Ostdeutschland","","","",""
"17","2007","35-65","Westdeutschland","","","",""
"17","2007","35-65","Ostdeutschland","","","",""
"17","2007","66 +","Westdeutschland","","","",""
"17","2007","66 +","Ostdeutschland","","","",""
"18","2007","17-34","Westdeutschland","","","",""
"18","2007","17-34","Ostdeutschland","","","",""
"18","2007","35-65","Westdeutschland","","","",""
"18","2007","35-65","Ostdeutschland","","","",""
"18","2007","66 +","Westdeutschland","","","",""
"18","2007","66 +","Ostdeutschland","","","",""
"19","2007","17-34","Westdeutschland","","","",""
"19","2007","17-34","Ostdeutschland","","","",""
"19","2007","35-65","Westdeutschland","","","",""
"19","2007","35-65","Ostdeutschland","","","",""
"19","2007","66 +","Westdeutschland","","","",""
"19","2007","66 +","Ostdeutschland","","","",""
"20","2007","17-34","Westdeutschland","","","",""
"20","2007","17-34","Ostdeutschland","","","",""
"20","2007","35-65","Westdeutschland","","","",""
"20","2007","35-65","Ostdeutschland","","","",""
"20","2007","66 +","Westdeutschland","","","",""
"20","2007","66 +","Ostdeutschland","","","",""
"21","2007","17-34","Westdeutschland","","","",""
"21","2007","17-34","Ostdeutschland","","","",""
"21","2007","35-65","Westdeutschland","","","",""
"21","2007","35-65","Ostdeutschland","","","",""
"21","2007","66 +","Westdeutschland","","","",""
"21","2007","66 +","Ostdeutschland","","","",""
"22","2007","17-34","Westdeutschland","","","",""
"22","2007","17-34","Ostdeutschland","","","",""
"22","2007","35-65","Westdeutschland","","","",""
"22","2007","35-65","Ostdeutschland","","","",""
"22","2007","66 +","Westdeutschland","","","",""
"22","2007","66 +","Ostdeutschland","","","",""
"23","2007","17-34","Westdeutschland","","","",""
"23","2007","17-34","Ostdeutschland","","","",""
"23","2007","35-65","Westdeutschland","","","",""
"23","2007","35-65","Ostdeutschland","","","",""
"23","2007","66 +","Westdeutschland","","","",""
"23","2007","66 +","Ostdeutschland","","","",""
"24","2007","17-34","Westdeutschland","","","",""
"24","2007","17-34","Ostdeutschland","","","",""
"24","2007","35-65","Westdeutschland","","","",""
"24","2007","35-65","Ostdeutschland","","","",""
"24","2007","66 +","Westdeutschland","","","",""
"24","2007","66 +","Ostdeutschland","","","",""
"25","2007","17-34","Westdeutschland","","","",""
"25","2007","17-34","Ostdeutschland","","","",""
"25","2007","35-65","Westdeutschland","","","",""
"25","2007","35-65","Ostdeutschland","","","",""
"25","2007","66 +","Westdeutschland","","","",""
"25","2007","66 +","Ostdeutschland","","","",""
"26","2007","17-34","Westdeutschland","","","",""
"26","2007","17-34","Ostdeutschland","","","",""
"26","2007","35-65","Westdeutschland","","","",""
"26","2007","35-65","Ostdeutschland","","","",""
"26","2007","66 +","Westdeutschland","","","",""
"26","2007","66 +","Ostdeutschland","","","",""
"27","2007","17-34","Westdeutschland","","","",""
"27","2007","17-34","Ostdeutschland","","","",""
"27","2007","35-65","Westdeutschland","","","",""
"27","2007","35-65","Ostdeutschland","","","",""
"27","2007","66 +","Westdeutschland","","","",""
"27","2007","66 +","Ostdeutschland","","","",""
"28","2007","17-34","Westdeutschland","","","",""
"28","2007","17-34","Ostdeutschland","","","",""
"28","2007","35-65","Westdeutschland","","","",""
"28","2007","35-65","Ostdeutschland","","","",""
"28","2007","66 +","Westdeutschland","","","",""
"28","2007","66 +","Ostdeutschland","","","",""
"30","2007","17-34","Westdeutschland","","","",""
"30","2007","17-34","Ostdeutschland","","","",""
"30","2007","35-65","Westdeutschland","","","",""
"30","2007","35-65","Ostdeutschland","","","",""
"30","2007","66 +","Westdeutschland","","","",""
"30","2007","66 +","Ostdeutschland","","","",""
"31","2007","17-34","Westdeutschland","","","",""
"31","2007","17-34","Ostdeutschland","","","",""
"31","2007","35-65","Westdeutschland","","","",""
"31","2007","35-65","Ostdeutschland","","","",""
"31","2007","66 +","Westdeutschland","","","",""
"31","2007","66 +","Ostdeutschland","","","",""
"32","2007","17-34","Westdeutschland","","","",""
"32","2007","17-34","Ostdeutschland","","","",""
"32","2007","35-65","Westdeutschland","","","",""
"32","2007","35-65","Ostdeutschland","","","",""
"32","2007","66 +","Westdeutschland","","","",""
"32","2007","66 +","Ostdeutschland","","","",""
"35","2007","17-34","Westdeutschland","","","",""
"35","2007","17-34","Ostdeutschland","","","",""
"35","2007","35-65","Westdeutschland","","","",""
"35","2007","35-65","Ostdeutschland","","","",""
"35","2007","66 +","Westdeutschland","","","",""
"35","2007","66 +","Ostdeutschland","","","",""
"36","2007","17-34","Westdeutschland","","","",""
"36","2007","17-34","Ostdeutschland","","","",""
"36","2007","35-65","Westdeutschland","","","",""
"36","2007","35-65","Ostdeutschland","","","",""
"36","2007","66 +","Westdeutschland","","","",""
"36","2007","66 +","Ostdeutschland","","","",""
"40","2007","17-34","Westdeutschland","","","",""
"40","2007","17-34","Ostdeutschland","","","",""
"40","2007","35-65","Westdeutschland","","","",""
"40","2007","35-65","Ostdeutschland","","","",""
"40","2007","66 +","Westdeutschland","","","",""
"40","2007","66 +","Ostdeutschland","","","",""
"42","2007","17-34","Westdeutschland","","","",""
"42","2007","17-34","Ostdeutschland","","","",""
"42","2007","35-65","Westdeutschland","","","",""
"42","2007","35-65","Ostdeutschland","","","",""
"42","2007","66 +","Westdeutschland","","","",""
"42","2007","66 +","Ostdeutschland","","","",""
"45","2007","17-34","Westdeutschland","","","",""
"45","2007","17-34","Ostdeutschland","","","",""
"45","2007","35-65","Westdeutschland","","","",""
"45","2007","35-65","Ostdeutschland","","","",""
"45","2007","66 +","Westdeutschland","","","",""
"45","2007","66 +","Ostdeutschland","","","",""
"48","2007","17-34","Westdeutschland","","","",""
"48","2007","17-34","Ostdeutschland","","","",""
"48","2007","35-65","Westdeutschland","","","",""
"48","2007","35-65","Ostdeutschland","","","",""
"48","2007","66 +","Westdeutschland","","","",""
"48","2007","66 +","Ostdeutschland","","","",""
"50","2007","17-34","Westdeutschland","","","",""
"50","2007","17-34","Ostdeutschland","","","",""
"50","2007","35-65","Westdeutschland","","","",""
"50","2007","35-65","Ostdeutschland","","","",""
"50","2007","66 +","Westdeutschland","","","",""
"50","2007","66 +","Ostdeutschland","","","",""
"51","2007","17-34","Westdeutschland","","","",""
"51","2007","17-34","Ostdeutschland","","","",""
"51","2007","35-65","Westdeutschland","","","",""
"51","2007","35-65","Ostdeutschland","","","",""
"51","2007","66 +","Westdeutschland","","","",""
"51","2007","66 +","Ostdeutschland","","","",""
"64","2007","17-34","Westdeutschland","","","",""
"64","2007","17-34","Ostdeutschland","","","",""
"64","2007","35-65","Westdeutschland","","","",""
"64","2007","35-65","Ostdeutschland","","","",""
"64","2007","66 +","Westdeutschland","","","",""
"64","2007","66 +","Ostdeutschland","","","",""
"65","2007","17-34","Westdeutschland","","","",""
"65","2007","17-34","Ostdeutschland","","","",""
"65","2007","35-65","Westdeutschland","","","",""
"65","2007","35-65","Ostdeutschland","","","",""
"65","2007","66 +","Westdeutschland","","","",""
"65","2007","66 +","Ostdeutschland","","","",""
"90","2007","17-34","Westdeutschland","","","",""
"90","2007","17-34","Ostdeutschland","","","",""
"90","2007","35-65","Westdeutschland","","","",""
"90","2007","35-65","Ostdeutschland","","","",""
"90","2007","66 +","Westdeutschland","","","",""
"90","2007","66 +","Ostdeutschland","","","",""
"98","2007","17-34","Westdeutschland","","","",""
"98","2007","17-34","Ostdeutschland","","","",""
"98","2007","35-65","Westdeutschland","","","",""
"98","2007","35-65","Ostdeutschland","","","",""
"98","2007","66 +","Westdeutschland","","","",""
"98","2007","66 +","Ostdeutschland","","","",""
"100","2007","17-34","Westdeutschland","","","",""
"100","2007","17-34","Ostdeutschland","","","",""
"100","2007","35-65","Westdeutschland","","","",""
"100","2007","35-65","Ostdeutschland","","","",""
"100","2007","66 +","Westdeutschland","","","",""
"100","2007","66 +","Ostdeutschland","","","",""
"0","2008","17-34","Westdeutschland","","","",""
"0","2008","17-34","Ostdeutschland","","","",""
"0","2008","35-65","Westdeutschland","","","",""
"0","2008","35-65","Ostdeutschland","","","",""
"0","2008","66 +","Westdeutschland","","","",""
"0","2008","66 +","Ostdeutschland","","","",""
"1","2008","17-34","Westdeutschland","210","0.802384640639314","0.753024119267576","0.851745162011052"
"1","2008","17-34","Ostdeutschland","72","0.840665274985007","0.767453784872273","0.913876765097741"
"1","2008","35-65","Westdeutschland","554","0.729489350320119","0.69748316666678","0.761495533973459"
"1","2008","35-65","Ostdeutschland","207","0.7763523253663","0.726557573382975","0.826147077349625"
"1","2008","66 +","Westdeutschland","429","0.700712832932622","0.664460835788119","0.736964830077125"
"1","2008","66 +","Ostdeutschland","152","0.675237611361906","0.614453252046901","0.73602197067691"
"2","2008","17-34","Westdeutschland","33","0.172752459314654","0.125891848153534","0.219613070475774"
"2","2008","17-34","Ostdeutschland","","","",""
"2","2008","35-65","Westdeutschland","130","0.182785330655421","0.154938807538727","0.210631853772116"
"2","2008","35-65","Ostdeutschland","41","0.15366775836465","0.110572074966765","0.196763441762535"
"2","2008","66 +","Westdeutschland","131","0.210278668097481","0.178019556926694","0.242537779268269"
"2","2008","66 +","Ostdeutschland","57","0.256164618913104","0.199504346753639","0.312824891072569"
"3","2008","17-34","Westdeutschland","","","",""
"3","2008","17-34","Ostdeutschland","","","",""
"3","2008","35-65","Westdeutschland","35","0.0538496925946125","0.0375865708625524","0.0701128143266725"
"3","2008","35-65","Ostdeutschland","","","",""
"3","2008","66 +","Westdeutschland","35","0.0535194470958596","0.0357026550776194","0.0713362391140999"
"3","2008","66 +","Ostdeutschland","","","",""
"4","2008","17-34","Westdeutschland","","","",""
"4","2008","17-34","Ostdeutschland","","","",""
"4","2008","35-65","Westdeutschland","","","",""
"4","2008","35-65","Ostdeutschland","","","",""
"4","2008","66 +","Westdeutschland","","","",""
"4","2008","66 +","Ostdeutschland","","","",""
"5","2008","17-34","Westdeutschland","","","",""
"5","2008","17-34","Ostdeutschland","","","",""
"5","2008","35-65","Westdeutschland","","","",""
"5","2008","35-65","Ostdeutschland","","","",""
"5","2008","66 +","Westdeutschland","","","",""
"5","2008","66 +","Ostdeutschland","","","",""
"6","2008","17-34","Westdeutschland","","","",""
"6","2008","17-34","Ostdeutschland","","","",""
"6","2008","35-65","Westdeutschland","","","",""
"6","2008","35-65","Ostdeutschland","","","",""
"6","2008","66 +","Westdeutschland","","","",""
"6","2008","66 +","Ostdeutschland","","","",""
"7","2008","17-34","Westdeutschland","","","",""
"7","2008","17-34","Ostdeutschland","","","",""
"7","2008","35-65","Westdeutschland","","","",""
"7","2008","35-65","Ostdeutschland","","","",""
"7","2008","66 +","Westdeutschland","","","",""
"7","2008","66 +","Ostdeutschland","","","",""
"8","2008","17-34","Westdeutschland","","","",""
"8","2008","17-34","Ostdeutschland","","","",""
"8","2008","35-65","Westdeutschland","","","",""
"8","2008","35-65","Ostdeutschland","","","",""
"8","2008","66 +","Westdeutschland","","","",""
"8","2008","66 +","Ostdeutschland","","","",""
"9","2008","17-34","Westdeutschland","","","",""
"9","2008","17-34","Ostdeutschland","","","",""
