"ple0055","year","regtyp","sampreg","n","percent","lowerconfidence_percent","upperconfidence_percent"
"25","1987","Staedtischer Raum","Westdeutschland","","","",""
"25","1987","Staedtischer Raum","Ostdeutschland","","","",""
"25","1987","Laendlicher Raum","Westdeutschland","","","",""
"25","1987","Laendlicher Raum","Ostdeutschland","","","",""
"26","1987","Staedtischer Raum","Westdeutschland","","","",""
"26","1987","Staedtischer Raum","Ostdeutschland","","","",""
"26","1987","Laendlicher Raum","Westdeutschland","","","",""
"26","1987","Laendlicher Raum","Ostdeutschland","","","",""
"27","1987","Staedtischer Raum","Westdeutschland","","","",""
"27","1987","Staedtischer Raum","Ostdeutschland","","","",""
"27","1987","Laendlicher Raum","Westdeutschland","","","",""
"27","1987","Laendlicher Raum","Ostdeutschland","","","",""
"28","1987","Staedtischer Raum","Westdeutschland","","","",""
"28","1987","Staedtischer Raum","Ostdeutschland","","","",""
"28","1987","Laendlicher Raum","Westdeutschland","1","","",""
"28","1987","Laendlicher Raum","Ostdeutschland","","","",""
"30","1987","Staedtischer Raum","Westdeutschland","","","",""
"30","1987","Staedtischer Raum","Ostdeutschland","","","",""
"30","1987","Laendlicher Raum","Westdeutschland","1","","",""
"30","1987","Laendlicher Raum","Ostdeutschland","","","",""
"31","1987","Staedtischer Raum","Westdeutschland","","","",""
"31","1987","Staedtischer Raum","Ostdeutschland","","","",""
"31","1987","Laendlicher Raum","Westdeutschland","","","",""
"31","1987","Laendlicher Raum","Ostdeutschland","","","",""
"32","1987","Staedtischer Raum","Westdeutschland","","","",""
"32","1987","Staedtischer Raum","Ostdeutschland","","","",""
"32","1987","Laendlicher Raum","Westdeutschland","","","",""
"32","1987","Laendlicher Raum","Ostdeutschland","","","",""
"35","1987","Staedtischer Raum","Westdeutschland","","","",""
"35","1987","Staedtischer Raum","Ostdeutschland","","","",""
"35","1987","Laendlicher Raum","Westdeutschland","1","","",""
"35","1987","Laendlicher Raum","Ostdeutschland","","","",""
"36","1987","Staedtischer Raum","Westdeutschland","","","",""
"36","1987","Staedtischer Raum","Ostdeutschland","","","",""
"36","1987","Laendlicher Raum","Westdeutschland","","","",""
"36","1987","Laendlicher Raum","Ostdeutschland","","","",""
"40","1987","Staedtischer Raum","Westdeutschland","","","",""
"40","1987","Staedtischer Raum","Ostdeutschland","","","",""
"40","1987","Laendlicher Raum","Westdeutschland","","","",""
"40","1987","Laendlicher Raum","Ostdeutschland","","","",""
"42","1987","Staedtischer Raum","Westdeutschland","","","",""
"42","1987","Staedtischer Raum","Ostdeutschland","","","",""
"42","1987","Laendlicher Raum","Westdeutschland","","","",""
"42","1987","Laendlicher Raum","Ostdeutschland","","","",""
"45","1987","Staedtischer Raum","Westdeutschland","","","",""
"45","1987","Staedtischer Raum","Ostdeutschland","","","",""
"45","1987","Laendlicher Raum","Westdeutschland","","","",""
"45","1987","Laendlicher Raum","Ostdeutschland","","","",""
"48","1987","Staedtischer Raum","Westdeutschland","","","",""
"48","1987","Staedtischer Raum","Ostdeutschland","","","",""
"48","1987","Laendlicher Raum","Westdeutschland","","","",""
"48","1987","Laendlicher Raum","Ostdeutschland","","","",""
"50","1987","Staedtischer Raum","Westdeutschland","","","",""
"50","1987","Staedtischer Raum","Ostdeutschland","","","",""
"50","1987","Laendlicher Raum","Westdeutschland","","","",""
"50","1987","Laendlicher Raum","Ostdeutschland","","","",""
"51","1987","Staedtischer Raum","Westdeutschland","","","",""
"51","1987","Staedtischer Raum","Ostdeutschland","","","",""
"51","1987","Laendlicher Raum","Westdeutschland","","","",""
"51","1987","Laendlicher Raum","Ostdeutschland","","","",""
"64","1987","Staedtischer Raum","Westdeutschland","","","",""
"64","1987","Staedtischer Raum","Ostdeutschland","","","",""
"64","1987","Laendlicher Raum","Westdeutschland","","","",""
"64","1987","Laendlicher Raum","Ostdeutschland","","","",""
"65","1987","Staedtischer Raum","Westdeutschland","","","",""
"65","1987","Staedtischer Raum","Ostdeutschland","","","",""
"65","1987","Laendlicher Raum","Westdeutschland","","","",""
"65","1987","Laendlicher Raum","Ostdeutschland","","","",""
"90","1987","Staedtischer Raum","Westdeutschland","","","",""
"90","1987","Staedtischer Raum","Ostdeutschland","","","",""
"90","1987","Laendlicher Raum","Westdeutschland","","","",""
"90","1987","Laendlicher Raum","Ostdeutschland","","","",""
"98","1987","Staedtischer Raum","Westdeutschland","","","",""
"98","1987","Staedtischer Raum","Ostdeutschland","","","",""
"98","1987","Laendlicher Raum","Westdeutschland","","","",""
"98","1987","Laendlicher Raum","Ostdeutschland","","","",""
"100","1987","Staedtischer Raum","Westdeutschland","","","",""
"100","1987","Staedtischer Raum","Ostdeutschland","","","",""
"100","1987","Laendlicher Raum","Westdeutschland","","","",""
"100","1987","Laendlicher Raum","Ostdeutschland","","","",""
"0","1988","Staedtischer Raum","Westdeutschland","1","","",""
"0","1988","Staedtischer Raum","Ostdeutschland","","","",""
"0","1988","Laendlicher Raum","Westdeutschland","","","",""
"0","1988","Laendlicher Raum","Ostdeutschland","","","",""
"1","1988","Staedtischer Raum","Westdeutschland","730","0.806609721780897","0.780777666117568","0.832441777444225"
"1","1988","Staedtischer Raum","Ostdeutschland","","","",""
"1","1988","Laendlicher Raum","Westdeutschland","162","0.740141433478327","0.681924983084192","0.798357883872462"
"1","1988","Laendlicher Raum","Ostdeutschland","","","",""
"2","1988","Staedtischer Raum","Westdeutschland","105","0.11740219799128","0.0963484481991971","0.138455947783363"
"2","1988","Staedtischer Raum","Ostdeutschland","","","",""
"2","1988","Laendlicher Raum","Westdeutschland","33","0.158090165278308","0.109661214248869","0.206519116307747"
"2","1988","Laendlicher Raum","Ostdeutschland","","","",""
"3","1988","Staedtischer Raum","Westdeutschland","28","","",""
"3","1988","Staedtischer Raum","Ostdeutschland","","","",""
"3","1988","Laendlicher Raum","Westdeutschland","12","","",""
"3","1988","Laendlicher Raum","Ostdeutschland","","","",""
"4","1988","Staedtischer Raum","Westdeutschland","6","","",""
"4","1988","Staedtischer Raum","Ostdeutschland","","","",""
"4","1988","Laendlicher Raum","Westdeutschland","1","","",""
"4","1988","Laendlicher Raum","Ostdeutschland","","","",""
"5","1988","Staedtischer Raum","Westdeutschland","7","","",""
"5","1988","Staedtischer Raum","Ostdeutschland","","","",""
"5","1988","Laendlicher Raum","Westdeutschland","","","",""
"5","1988","Laendlicher Raum","Ostdeutschland","","","",""
"6","1988","Staedtischer Raum","Westdeutschland","4","","",""
"6","1988","Staedtischer Raum","Ostdeutschland","","","",""
"6","1988","Laendlicher Raum","Westdeutschland","2","","",""
"6","1988","Laendlicher Raum","Ostdeutschland","","","",""
"7","1988","Staedtischer Raum","Westdeutschland","","","",""
"7","1988","Staedtischer Raum","Ostdeutschland","","","",""
"7","1988","Laendlicher Raum","Westdeutschland","","","",""
"7","1988","Laendlicher Raum","Ostdeutschland","","","",""
"8","1988","Staedtischer Raum","Westdeutschland","1","","",""
"8","1988","Staedtischer Raum","Ostdeutschland","","","",""
"8","1988","Laendlicher Raum","Westdeutschland","1","","",""
"8","1988","Laendlicher Raum","Ostdeutschland","","","",""
"9","1988","Staedtischer Raum","Westdeutschland","1","","",""
"9","1988","Staedtischer Raum","Ostdeutschland","","","",""
"9","1988","Laendlicher Raum","Westdeutschland","","","",""
"9","1988","Laendlicher Raum","Ostdeutschland","","","",""
"10","1988","Staedtischer Raum","Westdeutschland","6","","",""
"10","1988","Staedtischer Raum","Ostdeutschland","","","",""
"10","1988","Laendlicher Raum","Westdeutschland","1","","",""
"10","1988","Laendlicher Raum","Ostdeutschland","","","",""
"11","1988","Staedtischer Raum","Westdeutschland","","","",""
"11","1988","Staedtischer Raum","Ostdeutschland","","","",""
"11","1988","Laendlicher Raum","Westdeutschland","1","","",""
"11","1988","Laendlicher Raum","Ostdeutschland","","","",""
"12","1988","Staedtischer Raum","Westdeutschland","","","",""
"12","1988","Staedtischer Raum","Ostdeutschland","","","",""
"12","1988","Laendlicher Raum","Westdeutschland","1","","",""
"12","1988","Laendlicher Raum","Ostdeutschland","","","",""
"13","1988","Staedtischer Raum","Westdeutschland","2","","",""
"13","1988","Staedtischer Raum","Ostdeutschland","","","",""
"13","1988","Laendlicher Raum","Westdeutschland","","","",""
"13","1988","Laendlicher Raum","Ostdeutschland","","","",""
"14","1988","Staedtischer Raum","Westdeutschland","3","","",""
"14","1988","Staedtischer Raum","Ostdeutschland","","","",""
"14","1988","Laendlicher Raum","Westdeutschland","2","","",""
"14","1988","Laendlicher Raum","Ostdeutschland","","","",""
"15","1988","Staedtischer Raum","Westdeutschland","1","","",""
"15","1988","Staedtischer Raum","Ostdeutschland","","","",""
"15","1988","Laendlicher Raum","Westdeutschland","","","",""
"15","1988","Laendlicher Raum","Ostdeutschland","","","",""
"16","1988","Staedtischer Raum","Westdeutschland","","","",""
"16","1988","Staedtischer Raum","Ostdeutschland","","","",""
"16","1988","Laendlicher Raum","Westdeutschland","1","","",""
"16","1988","Laendlicher Raum","Ostdeutschland","","","",""
"17","1988","Staedtischer Raum","Westdeutschland","","","",""
"17","1988","Staedtischer Raum","Ostdeutschland","","","",""
"17","1988","Laendlicher Raum","Westdeutschland","","","",""
"17","1988","Laendlicher Raum","Ostdeutschland","","","",""
"18","1988","Staedtischer Raum","Westdeutschland","","","",""
"18","1988","Staedtischer Raum","Ostdeutschland","","","",""
"18","1988","Laendlicher Raum","Westdeutschland","","","",""
"18","1988","Laendlicher Raum","Ostdeutschland","","","",""
"19","1988","Staedtischer Raum","Westdeutschland","","","",""
"19","1988","Staedtischer Raum","Ostdeutschland","","","",""
"19","1988","Laendlicher Raum","Westdeutschland","","","",""
"19","1988","Laendlicher Raum","Ostdeutschland","","","",""
"20","1988","Staedtischer Raum","Westdeutschland","","","",""
"20","1988","Staedtischer Raum","Ostdeutschland","","","",""
"20","1988","Laendlicher Raum","Westdeutschland","","","",""
"20","1988","Laendlicher Raum","Ostdeutschland","","","",""
"21","1988","Staedtischer Raum","Westdeutschland","","","",""
"21","1988","Staedtischer Raum","Ostdeutschland","","","",""
"21","1988","Laendlicher Raum","Westdeutschland","","","",""
"21","1988","Laendlicher Raum","Ostdeutschland","","","",""
"22","1988","Staedtischer Raum","Westdeutschland","","","",""
"22","1988","Staedtischer Raum","Ostdeutschland","","","",""
"22","1988","Laendlicher Raum","Westdeutschland","","","",""
"22","1988","Laendlicher Raum","Ostdeutschland","","","",""
"23","1988","Staedtischer Raum","Westdeutschland","","","",""
"23","1988","Staedtischer Raum","Ostdeutschland","","","",""
"23","1988","Laendlicher Raum","Westdeutschland","","","",""
"23","1988","Laendlicher Raum","Ostdeutschland","","","",""
"24","1988","Staedtischer Raum","Westdeutschland","","","",""
"24","1988","Staedtischer Raum","Ostdeutschland","","","",""
"24","1988","Laendlicher Raum","Westdeutschland","","","",""
"24","1988","Laendlicher Raum","Ostdeutschland","","","",""
"25","1988","Staedtischer Raum","Westdeutschland","","","",""
"25","1988","Staedtischer Raum","Ostdeutschland","","","",""
"25","1988","Laendlicher Raum","Westdeutschland","","","",""
"25","1988","Laendlicher Raum","Ostdeutschland","","","",""
"26","1988","Staedtischer Raum","Westdeutschland","","","",""
"26","1988","Staedtischer Raum","Ostdeutschland","","","",""
"26","1988","Laendlicher Raum","Westdeutschland","","","",""
"26","1988","Laendlicher Raum","Ostdeutschland","","","",""
"27","1988","Staedtischer Raum","Westdeutschland","","","",""
"27","1988","Staedtischer Raum","Ostdeutschland","","","",""
"27","1988","Laendlicher Raum","Westdeutschland","","","",""
"27","1988","Laendlicher Raum","Ostdeutschland","","","",""
"28","1988","Staedtischer Raum","Westdeutschland","2","","",""
"28","1988","Staedtischer Raum","Ostdeutschland","","","",""
"28","1988","Laendlicher Raum","Westdeutschland","","","",""
"28","1988","Laendlicher Raum","Ostdeutschland","","","",""
"30","1988","Staedtischer Raum","Westdeutschland","","","",""
"30","1988","Staedtischer Raum","Ostdeutschland","","","",""
"30","1988","Laendlicher Raum","Westdeutschland","1","","",""
"30","1988","Laendlicher Raum","Ostdeutschland","","","",""
"31","1988","Staedtischer Raum","Westdeutschland","","","",""
"31","1988","Staedtischer Raum","Ostdeutschland","","","",""
"31","1988","Laendlicher Raum","Westdeutschland","","","",""
"31","1988","Laendlicher Raum","Ostdeutschland","","","",""
"32","1988","Staedtischer Raum","Westdeutschland","","","",""
"32","1988","Staedtischer Raum","Ostdeutschland","","","",""
"32","1988","Laendlicher Raum","Westdeutschland","","","",""
"32","1988","Laendlicher Raum","Ostdeutschland","","","",""
"35","1988","Staedtischer Raum","Westdeutschland","1","","",""
"35","1988","Staedtischer Raum","Ostdeutschland","","","",""
"35","1988","Laendlicher Raum","Westdeutschland","","","",""
"35","1988","Laendlicher Raum","Ostdeutschland","","","",""
"36","1988","Staedtischer Raum","Westdeutschland","","","",""
"36","1988","Staedtischer Raum","Ostdeutschland","","","",""
"36","1988","Laendlicher Raum","Westdeutschland","","","",""
"36","1988","Laendlicher Raum","Ostdeutschland","","","",""
"40","1988","Staedtischer Raum","Westdeutschland","","","",""
"40","1988","Staedtischer Raum","Ostdeutschland","","","",""
"40","1988","Laendlicher Raum","Westdeutschland","","","",""
"40","1988","Laendlicher Raum","Ostdeutschland","","","",""
"42","1988","Staedtischer Raum","Westdeutschland","","","",""
"42","1988","Staedtischer Raum","Ostdeutschland","","","",""
"42","1988","Laendlicher Raum","Westdeutschland","","","",""
"42","1988","Laendlicher Raum","Ostdeutschland","","","",""
"45","1988","Staedtischer Raum","Westdeutschland","","","",""
"45","1988","Staedtischer Raum","Ostdeutschland","","","",""
"45","1988","Laendlicher Raum","Westdeutschland","","","",""
"45","1988","Laendlicher Raum","Ostdeutschland","","","",""
"48","1988","Staedtischer Raum","Westdeutschland","","","",""
"48","1988","Staedtischer Raum","Ostdeutschland","","","",""
"48","1988","Laendlicher Raum","Westdeutschland","","","",""
"48","1988","Laendlicher Raum","Ostdeutschland","","","",""
"50","1988","Staedtischer Raum","Westdeutschland","","","",""
"50","1988","Staedtischer Raum","Ostdeutschland","","","",""
"50","1988","Laendlicher Raum","Westdeutschland","","","",""
"50","1988","Laendlicher Raum","Ostdeutschland","","","",""
"51","1988","Staedtischer Raum","Westdeutschland","","","",""
"51","1988","Staedtischer Raum","Ostdeutschland","","","",""
"51","1988","Laendlicher Raum","Westdeutschland","","","",""
"51","1988","Laendlicher Raum","Ostdeutschland","","","",""
"64","1988","Staedtischer Raum","Westdeutschland","","","",""
"64","1988","Staedtischer Raum","Ostdeutschland","","","",""
"64","1988","Laendlicher Raum","Westdeutschland","","","",""
"64","1988","Laendlicher Raum","Ostdeutschland","","","",""
"65","1988","Staedtischer Raum","Westdeutschland","","","",""
"65","1988","Staedtischer Raum","Ostdeutschland","","","",""
"65","1988","Laendlicher Raum","Westdeutschland","","","",""
"65","1988","Laendlicher Raum","Ostdeutschland","","","",""
"90","1988","Staedtischer Raum","Westdeutschland","","","",""
"90","1988","Staedtischer Raum","Ostdeutschland","","","",""
"90","1988","Laendlicher Raum","Westdeutschland","","","",""
"90","1988","Laendlicher Raum","Ostdeutschland","","","",""
"98","1988","Staedtischer Raum","Westdeutschland","","","",""
"98","1988","Staedtischer Raum","Ostdeutschland","","","",""
"98","1988","Laendlicher Raum","Westdeutschland","","","",""
"98","1988","Laendlicher Raum","Ostdeutschland","","","",""
"100","1988","Staedtischer Raum","Westdeutschland","","","",""
"100","1988","Staedtischer Raum","Ostdeutschland","","","",""
"100","1988","Laendlicher Raum","Westdeutschland","","","",""
"100","1988","Laendlicher Raum","Ostdeutschland","","","",""
"0","1989","Staedtischer Raum","Westdeutschland","","","",""
"0","1989","Staedtischer Raum","Ostdeutschland","","","",""
"0","1989","Laendlicher Raum","Westdeutschland","","","",""
