"ple0055","year","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"17","2019","Staedtischer Raum","","","",""
"17","2019","Laendlicher Raum","","","",""
"18","2019","Staedtischer Raum","","","",""
"18","2019","Laendlicher Raum","","","",""
"19","2019","Staedtischer Raum","","","",""
"19","2019","Laendlicher Raum","1","","",""
"20","2019","Staedtischer Raum","","","",""
"20","2019","Laendlicher Raum","","","",""
"21","2019","Staedtischer Raum","","","",""
"21","2019","Laendlicher Raum","","","",""
"22","2019","Staedtischer Raum","","","",""
"22","2019","Laendlicher Raum","","","",""
"23","2019","Staedtischer Raum","","","",""
"23","2019","Laendlicher Raum","","","",""
"24","2019","Staedtischer Raum","","","",""
"24","2019","Laendlicher Raum","","","",""
"25","2019","Staedtischer Raum","","","",""
"25","2019","Laendlicher Raum","","","",""
"26","2019","Staedtischer Raum","","","",""
"26","2019","Laendlicher Raum","","","",""
"27","2019","Staedtischer Raum","","","",""
"27","2019","Laendlicher Raum","","","",""
"28","2019","Staedtischer Raum","","","",""
"28","2019","Laendlicher Raum","","","",""
"30","2019","Staedtischer Raum","","","",""
"30","2019","Laendlicher Raum","","","",""
"31","2019","Staedtischer Raum","","","",""
"31","2019","Laendlicher Raum","","","",""
"32","2019","Staedtischer Raum","","","",""
"32","2019","Laendlicher Raum","","","",""
"35","2019","Staedtischer Raum","","","",""
"35","2019","Laendlicher Raum","","","",""
"36","2019","Staedtischer Raum","","","",""
"36","2019","Laendlicher Raum","","","",""
"40","2019","Staedtischer Raum","","","",""
"40","2019","Laendlicher Raum","","","",""
"42","2019","Staedtischer Raum","","","",""
"42","2019","Laendlicher Raum","","","",""
"45","2019","Staedtischer Raum","","","",""
"45","2019","Laendlicher Raum","","","",""
"48","2019","Staedtischer Raum","","","",""
"48","2019","Laendlicher Raum","","","",""
"50","2019","Staedtischer Raum","1","","",""
"50","2019","Laendlicher Raum","","","",""
"51","2019","Staedtischer Raum","","","",""
"51","2019","Laendlicher Raum","","","",""
"64","2019","Staedtischer Raum","","","",""
"64","2019","Laendlicher Raum","","","",""
"65","2019","Staedtischer Raum","","","",""
"65","2019","Laendlicher Raum","","","",""
"90","2019","Staedtischer Raum","","","",""
"90","2019","Laendlicher Raum","","","",""
"98","2019","Staedtischer Raum","","","",""
"98","2019","Laendlicher Raum","","","",""
"100","2019","Staedtischer Raum","","","",""
"100","2019","Laendlicher Raum","","","",""
"0","2020","Staedtischer Raum","","","",""
"0","2020","Laendlicher Raum","","","",""
"1","2020","Staedtischer Raum","1761","0.743192678685896","0.725510691183419","0.760874666188372"
"1","2020","Laendlicher Raum","903","0.714306698628463","0.689233643559334","0.739379753697592"
"2","2020","Staedtischer Raum","382","0.170968127179738","0.155730411756099","0.186205842603377"
"2","2020","Laendlicher Raum","210","0.191744543930095","0.169894581514982","0.213594506345207"
"3","2020","Staedtischer Raum","116","0.056966094154304","0.0475851069629071","0.066347081345701"
"3","2020","Laendlicher Raum","76","0.05811978039181","0.0451338017337911","0.071105759049829"
"4","2020","Staedtischer Raum","36","0.0117474401477802","0.00738647855356508","0.0161084017419953"
"4","2020","Laendlicher Raum","29","","",""
"5","2020","Staedtischer Raum","14","","",""
"5","2020","Laendlicher Raum","12","","",""
"6","2020","Staedtischer Raum","10","","",""
"6","2020","Laendlicher Raum","5","","",""
"7","2020","Staedtischer Raum","7","","",""
"7","2020","Laendlicher Raum","4","","",""
"8","2020","Staedtischer Raum","2","","",""
"8","2020","Laendlicher Raum","2","","",""
"9","2020","Staedtischer Raum","4","","",""
"9","2020","Laendlicher Raum","","","",""
"10","2020","Staedtischer Raum","4","","",""
"10","2020","Laendlicher Raum","2","","",""
"11","2020","Staedtischer Raum","","","",""
"11","2020","Laendlicher Raum","","","",""
"12","2020","Staedtischer Raum","1","","",""
"12","2020","Laendlicher Raum","2","","",""
"13","2020","Staedtischer Raum","","","",""
"13","2020","Laendlicher Raum","","","",""
"14","2020","Staedtischer Raum","1","","",""
"14","2020","Laendlicher Raum","","","",""
"15","2020","Staedtischer Raum","2","","",""
"15","2020","Laendlicher Raum","1","","",""
"16","2020","Staedtischer Raum","","","",""
"16","2020","Laendlicher Raum","","","",""
"17","2020","Staedtischer Raum","1","","",""
"17","2020","Laendlicher Raum","","","",""
"18","2020","Staedtischer Raum","","","",""
"18","2020","Laendlicher Raum","","","",""
"19","2020","Staedtischer Raum","","","",""
"19","2020","Laendlicher Raum","","","",""
"20","2020","Staedtischer Raum","2","","",""
"20","2020","Laendlicher Raum","","","",""
"21","2020","Staedtischer Raum","","","",""
"21","2020","Laendlicher Raum","1","","",""
"22","2020","Staedtischer Raum","1","","",""
"22","2020","Laendlicher Raum","","","",""
"23","2020","Staedtischer Raum","","","",""
"23","2020","Laendlicher Raum","","","",""
"24","2020","Staedtischer Raum","","","",""
"24","2020","Laendlicher Raum","","","",""
"25","2020","Staedtischer Raum","","","",""
"25","2020","Laendlicher Raum","","","",""
"26","2020","Staedtischer Raum","","","",""
"26","2020","Laendlicher Raum","","","",""
"27","2020","Staedtischer Raum","","","",""
"27","2020","Laendlicher Raum","","","",""
"28","2020","Staedtischer Raum","","","",""
"28","2020","Laendlicher Raum","","","",""
"30","2020","Staedtischer Raum","","","",""
"30","2020","Laendlicher Raum","","","",""
"31","2020","Staedtischer Raum","","","",""
"31","2020","Laendlicher Raum","","","",""
"32","2020","Staedtischer Raum","","","",""
"32","2020","Laendlicher Raum","","","",""
"35","2020","Staedtischer Raum","","","",""
"35","2020","Laendlicher Raum","","","",""
"36","2020","Staedtischer Raum","","","",""
"36","2020","Laendlicher Raum","","","",""
"40","2020","Staedtischer Raum","1","","",""
"40","2020","Laendlicher Raum","","","",""
"42","2020","Staedtischer Raum","","","",""
"42","2020","Laendlicher Raum","","","",""
"45","2020","Staedtischer Raum","","","",""
"45","2020","Laendlicher Raum","","","",""
"48","2020","Staedtischer Raum","","","",""
"48","2020","Laendlicher Raum","","","",""
"50","2020","Staedtischer Raum","","","",""
"50","2020","Laendlicher Raum","","","",""
"51","2020","Staedtischer Raum","","","",""
"51","2020","Laendlicher Raum","","","",""
"64","2020","Staedtischer Raum","","","",""
"64","2020","Laendlicher Raum","","","",""
"65","2020","Staedtischer Raum","","","",""
"65","2020","Laendlicher Raum","","","",""
"90","2020","Staedtischer Raum","","","",""
"90","2020","Laendlicher Raum","","","",""
"98","2020","Staedtischer Raum","","","",""
"98","2020","Laendlicher Raum","","","",""
"100","2020","Staedtischer Raum","","","",""
"100","2020","Laendlicher Raum","","","",""
