year,age_gr,bula_h,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,17-29 y.,Hesse,(1b) General Elementary School,0.13621,74,240,0.09272,0.17970
1986,17-29 y.,Hesse,(1c) Basic Vocational Qualification,0.17193,52,240,0.12409,0.21977
1986,17-29 y.,Hesse,(2) Intermediate General/Vocational Qualification,0.30690,72,240,0.24842,0.36537
1986,17-29 y.,Hesse,(2c_gen) General Maturity Certificate,0.16324,42,240,0.11638,0.21009
1986,17-29 y.,"Rhineland-Palatinate, Saarland",(1b) General Elementary School,0.20732,56,181,0.14809,0.26654
1986,17-29 y.,"Rhineland-Palatinate, Saarland",(1c) Basic Vocational Qualification,0.28348,66,181,0.21764,0.34932
1986,17-29 y.,"Rhineland-Palatinate, Saarland",(2) Intermediate General/Vocational Qualification,0.29835,59,181,0.23151,0.36519
1986,17-29 y.,Baden-Wuerttemberg,(0) No qualification (yet),0.05606,32,568,0.03712,0.07499
1986,17-29 y.,Baden-Wuerttemberg,(1a) Inadequately completed,0.02421,37,568,0.01156,0.03686
1986,17-29 y.,Baden-Wuerttemberg,(1b) General Elementary School,0.18379,153,568,0.15191,0.21567
1986,17-29 y.,Baden-Wuerttemberg,(1c) Basic Vocational Qualification,0.26513,163,568,0.22880,0.30147
1986,17-29 y.,Baden-Wuerttemberg,(2) Intermediate General/Vocational Qualification,0.30479,141,568,0.26690,0.34268
1986,17-29 y.,Baden-Wuerttemberg,(2c_gen) General Maturity Certificate,0.08065,42,568,0.05824,0.10307
1986,17-29 y.,Bavaria,(1b) General Elementary School,0.16413,95,407,0.12810,0.20016
1986,17-29 y.,Bavaria,(1c) Basic Vocational Qualification,0.32791,147,407,0.28225,0.37358
1986,17-29 y.,Bavaria,(2) Intermediate General/Vocational Qualification,0.24883,113,407,0.20677,0.29088
1986,17-29 y.,Bavaria,(2c_gen) General Maturity Certificate,0.11515,52,407,0.08410,0.14620
1986,30-45 y.,Schleswig-Holstein,(1c) Basic Vocational Qualification,0.50445,54,54,0.36984,0.63906
1986,30-45 y.,Lower Saxony,(1b) General Elementary School,0.11208,40,277,0.07486,0.14930
1986,30-45 y.,Lower Saxony,(1c) Basic Vocational Qualification,0.50231,145,277,0.44332,0.56130
1986,30-45 y.,Lower Saxony,(2) Intermediate General/Vocational Qualification,0.20308,58,277,0.15561,0.25054
1986,30-45 y.,Lower Saxony,(3b) Higher Tertiary Education,0.11051,34,277,0.07352,0.14750
1986,30-45 y.,North Rhine-Westphalia,(1a) Inadequately completed,0.03804,100,881,0.02540,0.05068
1986,30-45 y.,North Rhine-Westphalia,(1b) General Elementary School,0.11369,144,881,0.09272,0.13466
1986,30-45 y.,North Rhine-Westphalia,(1c) Basic Vocational Qualification,0.45702,362,881,0.42411,0.48993
1986,30-45 y.,North Rhine-Westphalia,(2) Intermediate General/Vocational Qualification,0.16779,129,881,0.14310,0.19248
1986,30-45 y.,North Rhine-Westphalia,(2c_voc) Vocational Maturity Certificate,0.05028,50,881,0.03585,0.06472
1986,30-45 y.,North Rhine-Westphalia,(3b) Higher Tertiary Education,0.12149,96,881,0.09990,0.14307
1986,30-45 y.,Hesse,(1a) Inadequately completed,0.02186,32,247,0.00359,0.04014
1986,30-45 y.,Hesse,(1b) General Elementary School,0.10795,57,247,0.06917,0.14673
1986,30-45 y.,Hesse,(1c) Basic Vocational Qualification,0.40145,117,247,0.34019,0.46270
1986,30-45 y.,Hesse,(2) Intermediate General/Vocational Qualification,0.19393,41,247,0.14452,0.24334
1986,30-45 y.,"Rhineland-Palatinate, Saarland",(1b) General Elementary School,0.21332,42,120,0.13971,0.28692
1986,30-45 y.,"Rhineland-Palatinate, Saarland",(1c) Basic Vocational Qualification,0.49125,78,120,0.40142,0.58107
1986,30-45 y.,Baden-Wuerttemberg,(1a) Inadequately completed,0.04461,88,551,0.02736,0.06186
1986,30-45 y.,Baden-Wuerttemberg,(1b) General Elementary School,0.16753,142,551,0.13632,0.19874
1986,30-45 y.,Baden-Wuerttemberg,(1c) Basic Vocational Qualification,0.43855,217,551,0.39708,0.48002
1986,30-45 y.,Baden-Wuerttemberg,(2) Intermediate General/Vocational Qualification,0.15938,64,551,0.12879,0.18997
1986,30-45 y.,Baden-Wuerttemberg,(3b) Higher Tertiary Education,0.08684,40,551,0.06330,0.11037
1986,30-45 y.,Bavaria,(1a) Inadequately completed,0.01624,33,518,0.00535,0.02714
1986,30-45 y.,Bavaria,(1b) General Elementary School,0.13489,105,518,0.10545,0.16434
1986,30-45 y.,Bavaria,(1c) Basic Vocational Qualification,0.44609,226,518,0.40324,0.48894
1986,30-45 y.,Bavaria,(2) Intermediate General/Vocational Qualification,0.23198,109,518,0.19559,0.26836
1986,30-45 y.,Bavaria,(3b) Higher Tertiary Education,0.08146,45,518,0.05788,0.10504
1986,30-45 y.,Berlin,(1c) Basic Vocational Qualification,0.33795,36,36,0.18124,0.49466
1986,46-65 y.,Schleswig-Holstein,(1c) Basic Vocational Qualification,0.52741,46,46,0.38153,0.67328
1986,46-65 y.,Hamburg,(1c) Basic Vocational Qualification,0.51960,31,31,0.34082,0.69839
1986,46-65 y.,Lower Saxony,(1b) General Elementary School,0.31995,103,283,0.26551,0.37439
1986,46-65 y.,Lower Saxony,(1c) Basic Vocational Qualification,0.41937,136,283,0.36178,0.47697
1986,46-65 y.,Lower Saxony,(2) Intermediate General/Vocational Qualification,0.14599,44,283,0.10478,0.18720
1986,46-65 y.,North Rhine-Westphalia,(1a) Inadequately completed,0.03079,112,794,0.01877,0.04281
1986,46-65 y.,North Rhine-Westphalia,(1b) General Elementary School,0.26454,225,794,0.23384,0.29524
