year,age_gr,pgisced97,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,30-45 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.02836,112,3564,0.02291,0.03382
2003,30-45 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.19806,129,697,0.16845,0.22767
2003,30-45 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.48868,371,697,0.45154,0.52582
2003,30-45 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.31119,197,697,0.27680,0.34559
2003,30-45 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.41398,638,1578,0.38967,0.43829
2003,30-45 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.58602,940,1578,0.56171,0.61033
2003,46-65 y.,Primary Level,(1a) Inadequately completed,0.95653,93,93,0.91485,0.99820
2003,46-65 y.,Lower Secondary Level,(1b) General Elementary School,0.93175,642,691,0.91294,0.95057
2003,46-65 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.06825,49,691,0.04943,0.08706
2003,46-65 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.68315,2480,3869,0.66849,0.69781
2003,46-65 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.29802,1331,3869,0.28361,0.31244
2003,46-65 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.01358,58,3869,0.00993,0.01722
2003,46-65 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.40022,235,645,0.36238,0.43806
2003,46-65 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.41082,272,645,0.37282,0.44882
2003,46-65 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.18414,138,645,0.15421,0.21408
2003,46-65 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.40992,737,2000,0.38836,0.43148
2003,46-65 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.59008,1263,2000,0.56852,0.61164
2003,66 and older,Primary Level,(1a) Inadequately completed,0.96328,53,53,0.91217,1.01440
2003,66 and older,Lower Secondary Level,(1b) General Elementary School,0.95269,750,785,0.93783,0.96755
2003,66 and older,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.04731,35,785,0.03245,0.06217
2003,66 and older,Upper Secondary Level,(1c) Basic Vocational Qualification,0.79714,1530,1861,0.77886,0.81541
2003,66 and older,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.18622,331,1861,0.16853,0.20391
2003,66 and older,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.55113,147,244,0.48859,0.61366
2003,66 and older,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.24076,56,244,0.18700,0.29452
2003,66 and older,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.18449,41,244,0.13572,0.23326
2003,66 and older,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.48498,252,573,0.44402,0.52593
2003,66 and older,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.51502,321,573,0.47407,0.55598
2004,17-29 y.,Lower Secondary Level,(1b) General Elementary School,0.50750,327,769,0.47214,0.54285
2004,17-29 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.49250,442,769,0.45715,0.52786
2004,17-29 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.24380,355,1658,0.22313,0.26448
2004,17-29 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.40854,660,1658,0.38487,0.43221
2004,17-29 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.31831,643,1658,0.29589,0.34074
2004,17-29 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.60818,48,80,0.50053,0.71582
2004,17-29 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.24018,32,80,0.14597,0.33438
2004,17-29 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.43062,87,198,0.36147,0.49976
2004,17-29 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.56938,111,198,0.50024,0.63853
2004,30-45 y.,Primary Level,(1a) Inadequately completed,0.88301,61,61,0.80169,0.96434
2004,30-45 y.,Lower Secondary Level,(1b) General Elementary School,0.81309,341,421,0.77581,0.85038
2004,30-45 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.18691,80,421,0.14962,0.22419
2004,30-45 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.42083,1296,3327,0.40405,0.43761
2004,30-45 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.53745,1915,3327,0.52050,0.55439
2004,30-45 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.03364,116,3327,0.02751,0.03977
2004,30-45 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.20426,119,661,0.17350,0.23501
2004,30-45 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.49333,351,661,0.45519,0.53148
2004,30-45 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.29868,191,661,0.26376,0.33360
2004,30-45 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.41753,597,1482,0.39241,0.44264
2004,30-45 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.58247,885,1482,0.55736,0.60759
2004,46-65 y.,Primary Level,(1a) Inadequately completed,0.95854,84,84,0.91565,1.00143
2004,46-65 y.,Lower Secondary Level,(1b) General Elementary School,0.92828,571,618,0.90792,0.94864
2004,46-65 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.07172,47,618,0.05136,0.09208
2004,46-65 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.67000,2332,3750,0.65495,0.68505
2004,46-65 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.31078,1360,3750,0.29597,0.32560
2004,46-65 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.01380,58,3750,0.01007,0.01753
2004,46-65 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.39531,218,628,0.35704,0.43358
2004,46-65 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.42384,276,628,0.38516,0.46252
2004,46-65 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.17580,134,628,0.14600,0.20559
2004,46-65 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.41590,747,1993,0.39426,0.43755
2004,46-65 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.58410,1246,1993,0.56245,0.60574
2004,66 and older,Primary Level,(1a) Inadequately completed,0.96342,53,53,0.91240,1.01445
2004,66 and older,Lower Secondary Level,(1b) General Elementary School,0.95159,729,766,0.93638,0.96680
2004,66 and older,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.04841,37,766,0.03320,0.06362
2004,66 and older,Upper Secondary Level,(1c) Basic Vocational Qualification,0.79735,1579,1929,0.77941,0.81529
2004,66 and older,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.18441,350,1929,0.16710,0.20172
2004,66 and older,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.54628,152,252,0.48469,0.60787
2004,66 and older,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.23465,53,252,0.18222,0.28707
2004,66 and older,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.20013,47,252,0.15063,0.24963
2004,66 and older,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.49752,277,622,0.45819,0.53684
2004,66 and older,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.50248,345,622,0.46316,0.54181
2005,17-29 y.,Lower Secondary Level,(1b) General Elementary School,0.47991,290,700,0.44288,0.51695
2005,17-29 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.52009,410,700,0.48305,0.55712
2005,17-29 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.25318,325,1540,0.23145,0.27490
2005,17-29 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.39735,630,1540,0.37290,0.42180
2005,17-29 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.30107,585,1540,0.27815,0.32399
2005,17-29 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.59342,37,37,0.43296,0.75388
2005,17-29 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.40150,80,207,0.33456,0.46844
2005,17-29 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.59850,127,207,0.53156,0.66544
2005,30-45 y.,Primary Level,(1a) Inadequately completed,0.89546,57,57,0.81533,0.97560
2005,30-45 y.,Lower Secondary Level,(1b) General Elementary School,0.80278,328,408,0.76413,0.84144
2005,30-45 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.19722,80,408,0.15856,0.23587
2005,30-45 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.40757,1182,3074,0.39019,0.42494
2005,30-45 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.54646,1773,3074,0.52886,0.56406
2005,30-45 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.03647,119,3074,0.02984,0.04309
2005,30-45 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.20715,115,619,0.17520,0.23910
2005,30-45 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.47907,323,619,0.43969,0.51846
2005,30-45 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.31059,181,619,0.27411,0.34707
2005,30-45 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.39604,549,1381,0.37023,0.42184
2005,30-45 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.60396,832,1381,0.57816,0.62977
2005,46-65 y.,Primary Level,(1a) Inadequately completed,0.94846,78,78,0.89907,0.99784
2005,46-65 y.,Lower Secondary Level,(1b) General Elementary School,0.92425,501,550,0.90211,0.94638
2005,46-65 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.07575,49,550,0.05362,0.09789
2005,46-65 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.65253,2157,3570,0.63690,0.66815
2005,46-65 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.32699,1355,3570,0.31160,0.34238
2005,46-65 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.01508,58,3570,0.01108,0.01908
2005,46-65 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.34224,196,616,0.30474,0.37974
2005,46-65 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.46246,286,616,0.42306,0.50187
2005,46-65 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.19042,134,616,0.15939,0.22145
2005,46-65 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.41365,728,1915,0.39159,0.43572
2005,46-65 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.58635,1187,1915,0.56428,0.60841
2005,66 and older,Lower Secondary Level,(1b) General Elementary School,0.94914,697,733,0.93322,0.96506
2005,66 and older,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.05086,36,733,0.03494,0.06678
2005,66 and older,Upper Secondary Level,(1c) Basic Vocational Qualification,0.79727,1578,1928,0.77932,0.81522
2005,66 and older,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.18300,350,1928,0.16573,0.20026
2005,66 and older,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.55267,150,250,0.49091,0.61442
2005,66 and older,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.24491,53,250,0.19150,0.29833
2005,66 and older,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.18453,47,250,0.13635,0.23272
2005,66 and older,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.48629,294,663,0.44822,0.52437
2005,66 and older,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.51371,369,663,0.47563,0.55178
2006,17-29 y.,Lower Secondary Level,(1b) General Elementary School,0.49674,311,736,0.46059,0.53288
2006,17-29 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.50326,425,736,0.46712,0.53941
2006,17-29 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.23741,333,1591,0.21649,0.25832
2006,17-29 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.38109,642,1591,0.35722,0.40496
2006,17-29 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.31954,616,1591,0.29662,0.34246
2006,17-29 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.48917,34,34,0.31861,0.65972
2006,17-29 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.29918,88,246,0.24184,0.35652
2006,17-29 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.70082,158,246,0.64348,0.75816
2006,30-45 y.,Primary Level,(1a) Inadequately completed,0.85059,46,46,0.74644,0.95475
2006,30-45 y.,Lower Secondary Level,(1b) General Elementary School,0.79639,312,393,0.75653,0.83626
2006,30-45 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.20361,81,393,0.16374,0.24347
2006,30-45 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.41733,1230,3159,0.40013,0.43453
2006,30-45 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.53723,1807,3159,0.51984,0.55462
2006,30-45 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.03712,122,3159,0.03052,0.04371
2006,30-45 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.18826,111,625,0.15758,0.21893
2006,30-45 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.46574,320,625,0.42660,0.50488
2006,30-45 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.34092,194,625,0.30372,0.37811
2006,30-45 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.38782,572,1444,0.36268,0.41296
2006,30-45 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.61218,872,1444,0.58704,0.63732
2006,46-65 y.,Primary Level,(1a) Inadequately completed,0.95282,72,72,0.90349,1.00214
2006,46-65 y.,Lower Secondary Level,(1b) General Elementary School,0.90524,514,576,0.88130,0.92918
2006,46-65 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.09476,62,576,0.07082,0.11870
2006,46-65 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.61708,2258,3893,0.60181,0.63235
2006,46-65 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.35895,1573,3893,0.34388,0.37402
2006,46-65 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.01700,62,3893,0.01294,0.02106
2006,46-65 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.32731,197,644,0.29104,0.36358
2006,46-65 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.47441,303,644,0.43581,0.51301
2006,46-65 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.19505,144,644,0.16443,0.22568
2006,46-65 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.39848,788,2089,0.37748,0.41948
2006,46-65 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.60152,1301,2089,0.58052,0.62252
2006,66 and older,Primary Level,(1a) Inadequately completed,0.99724,56,56,0.98338,1.01110
2006,66 and older,Lower Secondary Level,(1b) General Elementary School,0.95517,794,830,0.94108,0.96925
2006,66 and older,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.04483,36,830,0.03075,0.05892
2006,66 and older,Upper Secondary Level,(1c) Basic Vocational Qualification,0.78418,1835,2262,0.76723,0.80114
2006,66 and older,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.19243,427,2262,0.17618,0.20867
2006,66 and older,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.55877,181,304,0.50286,0.61468
2006,66 and older,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.24979,67,304,0.20105,0.29854
2006,66 and older,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.18220,56,304,0.13873,0.22566
2006,66 and older,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.47525,359,798,0.44058,0.50992
2006,66 and older,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.52475,439,798,0.49008,0.55942
2007,17-29 y.,Lower Secondary Level,(1b) General Elementary School,0.45279,264,654,0.41461,0.49097
2007,17-29 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.54721,390,654,0.50903,0.58539
2007,17-29 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.22606,294,1467,0.20465,0.24747
2007,17-29 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.36590,560,1467,0.34124,0.39056
2007,17-29 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.34512,613,1467,0.32078,0.36945
2007,17-29 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.34000,80,222,0.27755,0.40246
2007,17-29 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.66000,142,222,0.59754,0.72245
2007,30-45 y.,Primary Level,(1a) Inadequately completed,0.84912,41,41,0.73820,0.96005
2007,30-45 y.,Lower Secondary Level,(1b) General Elementary School,0.80238,268,336,0.75974,0.84502
2007,30-45 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.19762,68,336,0.15498,0.24026
2007,30-45 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.40101,1070,2829,0.38295,0.41908
2007,30-45 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.54953,1647,2829,0.53119,0.56787
2007,30-45 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.04045,112,2829,0.03319,0.04771
2007,30-45 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.18327,98,552,0.15097,0.21557
2007,30-45 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.48568,289,552,0.44395,0.52742
2007,30-45 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.32597,165,552,0.28683,0.36510
2007,30-45 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.38290,542,1377,0.35721,0.40858
2007,30-45 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.61710,835,1377,0.59142,0.64279
2007,46-65 y.,Primary Level,(1a) Inadequately completed,0.93313,65,65,0.87194,0.99433
2007,46-65 y.,Lower Secondary Level,(1b) General Elementary School,0.90610,447,500,0.88050,0.93169
2007,46-65 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.09390,53,500,0.06831,0.11950
2007,46-65 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.59671,2000,3610,0.58071,0.61272
2007,46-65 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.37773,1551,3610,0.36191,0.39355
2007,46-65 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.01759,59,3610,0.01330,0.02188
2007,46-65 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.31175,171,610,0.27496,0.34854
2007,46-65 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.47542,297,610,0.43575,0.51508
2007,46-65 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.20944,142,610,0.17712,0.24176
2007,46-65 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.39952,735,1975,0.37791,0.42113
2007,46-65 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.60048,1240,1975,0.57887,0.62209
2007,66 and older,Primary Level,(1a) Inadequately completed,0.98513,51,51,0.95158,1.01868
2007,66 and older,Lower Secondary Level,(1b) General Elementary School,0.94842,728,766,0.93275,0.96409
2007,66 and older,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.05158,38,766,0.03591,0.06725
2007,66 and older,Upper Secondary Level,(1c) Basic Vocational Qualification,0.78941,1791,2234,0.77250,0.80632
2007,66 and older,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.19181,443,2234,0.17547,0.20814
2007,66 and older,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.55443,180,308,0.49883,0.61003
2007,66 and older,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.25479,69,308,0.20605,0.30354
2007,66 and older,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.18785,59,308,0.14416,0.23155
2007,66 and older,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.46792,357,815,0.43364,0.50220
2007,66 and older,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.53208,458,815,0.49780,0.56636
2008,17-29 y.,Lower Secondary Level,(1b) General Elementary School,0.44226,233,589,0.40212,0.48241
2008,17-29 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.55774,356,589,0.51759,0.59788
2008,17-29 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.19972,242,1292,0.17791,0.22153
2008,17-29 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.37957,515,1292,0.35310,0.40605
2008,17-29 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.34767,535,1292,0.32169,0.37365
2008,17-29 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.39616,89,237,0.33376,0.45857
2008,17-29 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.60384,148,237,0.54143,0.66624
2008,30-45 y.,Primary Level,(1a) Inadequately completed,0.86368,39,39,0.75458,0.97278
2008,30-45 y.,Lower Secondary Level,(1b) General Elementary School,0.81704,250,314,0.77420,0.85987
2008,30-45 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.18296,64,314,0.14013,0.22580
2008,30-45 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.40003,958,2589,0.38115,0.41890
2008,30-45 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.54157,1516,2589,0.52238,0.56077
2008,30-45 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.04926,115,2589,0.04093,0.05760
2008,30-45 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.20185,90,475,0.16572,0.23799
2008,30-45 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.47488,243,475,0.42992,0.51983
2008,30-45 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.30958,142,475,0.26796,0.35120
2008,30-45 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.37209,485,1235,0.34512,0.39906
2008,30-45 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.62791,750,1235,0.60094,0.65488
2008,46-65 y.,Primary Level,(1a) Inadequately completed,0.91887,54,54,0.84536,0.99238
2008,46-65 y.,Lower Secondary Level,(1b) General Elementary School,0.90394,392,442,0.87644,0.93145
2008,46-65 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.09606,50,442,0.06855,0.12356
2008,46-65 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.57402,1847,3450,0.55751,0.59052
2008,46-65 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.39848,1544,3450,0.38214,0.41482
2008,46-65 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.01822,59,3450,0.01375,0.02268
2008,46-65 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.29790,158,579,0.26061,0.33518
2008,46-65 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.47567,284,579,0.43496,0.51639
2008,46-65 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.22247,137,579,0.18856,0.25637
2008,46-65 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.39483,696,1851,0.37255,0.41710
2008,46-65 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.60517,1155,1851,0.58290,0.62745
2008,66 and older,Primary Level,(1a) Inadequately completed,0.99699,41,41,0.98000,1.01397
2008,66 and older,Lower Secondary Level,(1b) General Elementary School,0.94507,683,720,0.92842,0.96173
2008,66 and older,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.05493,37,720,0.03827,0.07158
2008,66 and older,Upper Secondary Level,(1c) Basic Vocational Qualification,0.78803,1760,2200,0.77095,0.80512
2008,66 and older,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.19381,440,2200,0.17728,0.21033
2008,66 and older,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.55181,181,311,0.49645,0.60717
2008,66 and older,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.26435,73,311,0.21526,0.31344
2008,66 and older,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.18105,57,311,0.13818,0.22391
2008,66 and older,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.47036,379,869,0.43715,0.50356
2008,66 and older,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.52964,490,869,0.49644,0.56285
2009,17-29 y.,Lower Secondary Level,(1b) General Elementary School,0.45128,215,518,0.40838,0.49417
2009,17-29 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.54872,303,518,0.50583,0.59162
2009,17-29 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.19998,206,1149,0.17684,0.22311
2009,17-29 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.36059,447,1149,0.33281,0.38837
2009,17-29 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.36200,496,1149,0.33420,0.38980
2009,17-29 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.35587,84,246,0.29591,0.41582
2009,17-29 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.64413,162,246,0.58418,0.70409
2009,30-45 y.,Primary Level,(1a) Inadequately completed,0.86446,39,39,0.75562,0.97329
2009,30-45 y.,Lower Secondary Level,(1b) General Elementary School,0.78317,205,271,0.73401,0.83232
2009,30-45 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.21683,66,271,0.16768,0.26599
2009,30-45 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.38648,820,2306,0.36661,0.40636
2009,30-45 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.54518,1379,2306,0.52486,0.56551
2009,30-45 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.05504,107,2306,0.04573,0.06435
2009,30-45 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.18421,80,431,0.14757,0.22085
2009,30-45 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.46996,219,431,0.42278,0.51713
2009,30-45 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.33066,132,431,0.28620,0.37513
2009,30-45 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.37282,462,1149,0.34484,0.40079
2009,30-45 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.62718,687,1149,0.59921,0.65516
2009,46-65 y.,Primary Level,(1a) Inadequately completed,0.91003,45,45,0.82548,0.99458
2009,46-65 y.,Lower Secondary Level,(1b) General Elementary School,0.89194,343,389,0.86104,0.92283
2009,46-65 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.10806,46,389,0.07717,0.13896
