year,sampreg,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1996,West,(1a) Inadequately completed,0.02009,528,9051,0.01720,0.02298
1996,West,(1b) General Elementary School,0.14075,1716,9051,0.13359,0.14792
1996,West,(1c) Basic Vocational Qualification,0.29256,3039,9051,0.28319,0.30193
1996,West,(2) Intermediate General/Vocational Qualification,0.16492,1780,9051,0.15728,0.17257
1996,West,(2c_gen) General Maturity Certificate,0.02733,356,9051,0.02397,0.03069
1996,West,(2c_voc) Vocational Maturity Certificate,0.04786,510,9051,0.04346,0.05226
1996,West,(3a) Lower Tertiary Education,0.03325,331,9051,0.02956,0.03695
1996,West,(3b) Higher Tertiary Education,0.06078,594,9051,0.05586,0.06571
1996,East,(0) No qualification (yet),0.01427,90,3619,0.01041,0.01814
1996,East,(1b) General Elementary School,0.06008,225,3619,0.05233,0.06782
1996,East,(1c) Basic Vocational Qualification,0.25427,966,3619,0.24008,0.26845
1996,East,(2) Intermediate General/Vocational Qualification,0.27302,1336,3619,0.25850,0.28753
1996,East,(2c_gen) General Maturity Certificate,0.01335,77,3619,0.00961,0.01709
1996,East,(2c_voc) Vocational Maturity Certificate,0.01818,86,3619,0.01383,0.02254
1996,East,(3a) Lower Tertiary Education,0.11657,542,3619,0.10611,0.12702
1996,East,(3b) Higher Tertiary Education,0.06498,297,3619,0.05695,0.07301
1997,West,(0) No qualification (yet),0.01512,207,8883,0.01258,0.01766
1997,West,(1a) Inadequately completed,0.02025,495,8883,0.01733,0.02318
1997,West,(1b) General Elementary School,0.14035,1663,8883,0.13312,0.14757
1997,West,(1c) Basic Vocational Qualification,0.29035,2958,8883,0.28091,0.29979
1997,West,(2) Intermediate General/Vocational Qualification,0.16530,1781,8883,0.15758,0.17303
1997,West,(2c_gen) General Maturity Certificate,0.02802,349,8883,0.02459,0.03145
1997,West,(2c_voc) Vocational Maturity Certificate,0.04842,500,8883,0.04396,0.05289
1997,West,(3a) Lower Tertiary Education,0.03483,340,8883,0.03102,0.03865
1997,West,(3b) Higher Tertiary Education,0.05940,590,8883,0.05449,0.06432
1997,East,(0) No qualification (yet),0.01718,105,3562,0.01291,0.02145
1997,East,(1b) General Elementary School,0.05863,217,3562,0.05091,0.06635
1997,East,(1c) Basic Vocational Qualification,0.25014,934,3562,0.23591,0.26436
1997,East,(2) Intermediate General/Vocational Qualification,0.27488,1299,3562,0.26022,0.28954
1997,East,(2c_gen) General Maturity Certificate,0.01464,81,3562,0.01070,0.01859
1997,East,(2c_voc) Vocational Maturity Certificate,0.01926,89,3562,0.01475,0.02378
1997,East,(3a) Lower Tertiary Education,0.11823,533,3562,0.10763,0.12884
1997,East,(3b) Higher Tertiary Education,0.06777,304,3562,0.05951,0.07602
1998,West,(0) No qualification (yet),0.01528,224,9778,0.01285,0.01771
1998,West,(1a) Inadequately completed,0.02057,469,9778,0.01776,0.02339
1998,West,(1b) General Elementary School,0.13733,1809,9778,0.13051,0.14415
1998,West,(1c) Basic Vocational Qualification,0.26952,3205,9778,0.26072,0.27831
1998,West,(2) Intermediate General/Vocational Qualification,0.16127,1993,9778,0.15398,0.16856
1998,West,(2c_gen) General Maturity Certificate,0.03015,399,9778,0.02676,0.03354
1998,West,(2c_voc) Vocational Maturity Certificate,0.04825,578,9778,0.04400,0.05249
1998,West,(3a) Lower Tertiary Education,0.03565,408,9778,0.03197,0.03932
1998,West,(3b) Higher Tertiary Education,0.05954,693,9778,0.05484,0.06423
1998,East,(0) No qualification (yet),0.01666,106,3728,0.01255,0.02077
1998,East,(1b) General Elementary School,0.05638,226,3728,0.04897,0.06378
1998,East,(1c) Basic Vocational Qualification,0.23781,956,3728,0.22414,0.25148
1998,East,(2) Intermediate General/Vocational Qualification,0.28281,1402,3728,0.26836,0.29727
1998,East,(2c_gen) General Maturity Certificate,0.01359,82,3728,0.00988,0.01731
1998,East,(2c_voc) Vocational Maturity Certificate,0.01728,88,3728,0.01310,0.02146
1998,East,(3a) Lower Tertiary Education,0.11706,555,3728,0.10674,0.12738
1998,East,(3b) Higher Tertiary Education,0.06468,313,3728,0.05679,0.07258
1999,West,(0) No qualification (yet),0.01529,214,9568,0.01283,0.01775
1999,West,(1a) Inadequately completed,0.02200,451,9568,0.01906,0.02494
1999,West,(1b) General Elementary School,0.13666,1718,9568,0.12977,0.14354
1999,West,(1c) Basic Vocational Qualification,0.28312,3153,9568,0.27409,0.29215
1999,West,(2) Intermediate General/Vocational Qualification,0.16708,1985,9568,0.15960,0.17455
1999,West,(2c_gen) General Maturity Certificate,0.02960,377,9568,0.02621,0.03300
1999,West,(2c_voc) Vocational Maturity Certificate,0.04953,568,9568,0.04519,0.05388
1999,West,(3a) Lower Tertiary Education,0.03679,403,9568,0.03302,0.04056
1999,West,(3b) Higher Tertiary Education,0.06264,699,9568,0.05778,0.06750
1999,East,(0) No qualification (yet),0.01776,102,3700,0.01350,0.02201
1999,East,(1b) General Elementary School,0.05537,222,3700,0.04800,0.06274
1999,East,(1c) Basic Vocational Qualification,0.24011,932,3700,0.22635,0.25388
1999,East,(2) Intermediate General/Vocational Qualification,0.29402,1396,3700,0.27934,0.30871
1999,East,(2c_gen) General Maturity Certificate,0.01716,94,3700,0.01298,0.02135
1999,East,(2c_voc) Vocational Maturity Certificate,0.02002,97,3700,0.01550,0.02453
1999,East,(3a) Lower Tertiary Education,0.11773,546,3700,0.10735,0.12812
1999,East,(3b) Higher Tertiary Education,0.06550,311,3700,0.05752,0.07347
2000,West,(0) No qualification (yet),0.01337,353,18209,0.01170,0.01504
2000,West,(1a) Inadequately completed,0.01629,403,18209,0.01446,0.01813
2000,West,(1b) General Elementary School,0.11306,2537,18209,0.10846,0.11766
2000,West,(1c) Basic Vocational Qualification,0.29280,6361,18209,0.28619,0.29941
2000,West,(2) Intermediate General/Vocational Qualification,0.17771,4031,18209,0.17215,0.18326
2000,West,(2c_gen) General Maturity Certificate,0.02698,620,18209,0.02462,0.02933
2000,West,(2c_voc) Vocational Maturity Certificate,0.06365,1376,18209,0.06010,0.06719
2000,West,(3a) Lower Tertiary Education,0.04479,962,18209,0.04179,0.04780
2000,West,(3b) Higher Tertiary Education,0.07204,1566,18209,0.06828,0.07579
2000,East,(0) No qualification (yet),0.01803,142,5825,0.01461,0.02144
2000,East,(1b) General Elementary School,0.05474,329,5825,0.04890,0.06058
2000,East,(1c) Basic Vocational Qualification,0.23535,1449,5825,0.22445,0.24624
2000,East,(2) Intermediate General/Vocational Qualification,0.31197,2262,5825,0.30007,0.32387
2000,East,(2c_gen) General Maturity Certificate,0.02017,179,5825,0.01656,0.02378
2000,East,(2c_voc) Vocational Maturity Certificate,0.02599,176,5825,0.02191,0.03008
2000,East,(3a) Lower Tertiary Education,0.10145,737,5825,0.09370,0.10921
2000,East,(3b) Higher Tertiary Education,0.07701,551,5825,0.07016,0.08386
2001,West,(0) No qualification (yet),0.01539,385,16383,0.01351,0.01728
2001,West,(1a) Inadequately completed,0.01316,304,16383,0.01141,0.01490
2001,West,(1b) General Elementary School,0.10819,2180,16383,0.10343,0.11294
2001,West,(1c) Basic Vocational Qualification,0.28818,5609,16383,0.28125,0.29512
2001,West,(2) Intermediate General/Vocational Qualification,0.17982,3705,16383,0.17394,0.18570
2001,West,(2c_gen) General Maturity Certificate,0.02802,588,16383,0.02549,0.03055
2001,West,(2c_voc) Vocational Maturity Certificate,0.06508,1284,16383,0.06131,0.06886
2001,West,(3a) Lower Tertiary Education,0.04638,894,16383,0.04316,0.04960
2001,West,(3b) Higher Tertiary Education,0.07390,1434,16383,0.06990,0.07791
2001,East,(0) No qualification (yet),0.01975,155,5386,0.01604,0.02347
2001,East,(1b) General Elementary School,0.05383,289,5386,0.04780,0.05986
2001,East,(1c) Basic Vocational Qualification,0.23004,1310,5386,0.21880,0.24128
2001,East,(2) Intermediate General/Vocational Qualification,0.30939,2064,5386,0.29704,0.32173
2001,East,(2c_gen) General Maturity Certificate,0.02233,178,5386,0.01838,0.02628
2001,East,(2c_voc) Vocational Maturity Certificate,0.02727,168,5386,0.02292,0.03162
2001,East,(3a) Lower Tertiary Education,0.10545,699,5386,0.09725,0.11365
2001,East,(3b) Higher Tertiary Education,0.08164,523,5386,0.07433,0.08896
2002,West,(0) No qualification (yet),0.01642,460,17442,0.01454,0.01831
2002,West,(1a) Inadequately completed,0.01337,275,17442,0.01166,0.01507
2002,West,(1b) General Elementary School,0.10799,2017,17442,0.10338,0.11260
2002,West,(1c) Basic Vocational Qualification,0.28812,5396,17442,0.28140,0.29484
2002,West,(2) Intermediate General/Vocational Qualification,0.18127,3960,17442,0.17555,0.18699
2002,West,(2c_gen) General Maturity Certificate,0.02840,693,17442,0.02593,0.03087
2002,West,(2c_voc) Vocational Maturity Certificate,0.06506,1405,17442,0.06140,0.06872
2002,West,(3a) Lower Tertiary Education,0.04559,1107,17442,0.04249,0.04868
2002,West,(3b) Higher Tertiary Education,0.07056,2129,17442,0.06676,0.07436
2002,East,(0) No qualification (yet),0.01968,153,5357,0.01596,0.02340
2002,East,(1b) General Elementary School,0.05215,261,5357,0.04619,0.05810
2002,East,(1c) Basic Vocational Qualification,0.22760,1243,5357,0.21637,0.23882
2002,East,(2) Intermediate General/Vocational Qualification,0.32225,2023,5357,0.30974,0.33477
2002,East,(2c_gen) General Maturity Certificate,0.02143,175,5357,0.01755,0.02531
2002,East,(2c_voc) Vocational Maturity Certificate,0.02793,179,5357,0.02352,0.03234
2002,East,(3a) Lower Tertiary Education,0.10090,693,5357,0.09283,0.10897
2002,East,(3b) Higher Tertiary Education,0.08033,630,5357,0.07305,0.08761
2003,West,(0) No qualification (yet),0.01637,456,16612,0.01444,0.01830
2003,West,(1a) Inadequately completed,0.01402,258,16612,0.01223,0.01581
2003,West,(1b) General Elementary School,0.10667,1898,16612,0.10198,0.11137
2003,West,(1c) Basic Vocational Qualification,0.28195,5117,16612,0.27511,0.28879
2003,West,(2) Intermediate General/Vocational Qualification,0.18092,3781,16612,0.17507,0.18678
2003,West,(2c_gen) General Maturity Certificate,0.02773,665,16612,0.02524,0.03023
2003,West,(2c_voc) Vocational Maturity Certificate,0.06724,1375,16612,0.06343,0.07105
2003,West,(3a) Lower Tertiary Education,0.04610,1038,16612,0.04291,0.04929
2003,West,(3b) Higher Tertiary Education,0.07357,2024,16612,0.06960,0.07754
2003,East,(0) No qualification (yet),0.02030,162,5258,0.01649,0.02411
2003,East,(1b) General Elementary School,0.05006,250,5258,0.04416,0.05595
2003,East,(1c) Basic Vocational Qualification,0.22023,1191,5258,0.20903,0.23144
2003,East,(2) Intermediate General/Vocational Qualification,0.33036,1997,5258,0.31765,0.34308
2003,East,(2c_gen) General Maturity Certificate,0.02333,176,5258,0.01925,0.02741
2003,East,(2c_voc) Vocational Maturity Certificate,0.02825,190,5258,0.02377,0.03273
2003,East,(3a) Lower Tertiary Education,0.10242,685,5258,0.09423,0.11062
2003,East,(3b) Higher Tertiary Education,0.07985,607,5258,0.07252,0.08718
2004,West,(0) No qualification (yet),0.01844,475,16139,0.01636,0.02051
2004,West,(1a) Inadequately completed,0.01453,248,16139,0.01268,0.01637
2004,West,(1b) General Elementary School,0.10659,1790,16139,0.10183,0.11135
2004,West,(1c) Basic Vocational Qualification,0.28081,4909,16139,0.27388,0.28775
2004,West,(2) Intermediate General/Vocational Qualification,0.18071,3692,16139,0.17478,0.18665
2004,West,(2c_gen) General Maturity Certificate,0.02679,643,16139,0.02429,0.02928
2004,West,(2c_voc) Vocational Maturity Certificate,0.06791,1363,16139,0.06403,0.07179
2004,West,(3a) Lower Tertiary Education,0.04695,1030,16139,0.04369,0.05022
2004,West,(3b) Higher Tertiary Education,0.07320,1989,16139,0.06918,0.07722
2004,East,(0) No qualification (yet),0.02033,166,5129,0.01647,0.02419
2004,East,(1b) General Elementary School,0.04838,219,5129,0.04251,0.05425
2004,East,(1c) Basic Vocational Qualification,0.21910,1153,5129,0.20777,0.23042
2004,East,(2) Intermediate General/Vocational Qualification,0.33051,1927,5129,0.31763,0.34338
2004,East,(2c_gen) General Maturity Certificate,0.02523,188,5129,0.02094,0.02952
2004,East,(2c_voc) Vocational Maturity Certificate,0.03130,200,5129,0.02654,0.03607
2004,East,(3a) Lower Tertiary Education,0.10173,678,5129,0.09346,0.11001
2004,East,(3b) Higher Tertiary Education,0.08063,598,5129,0.07317,0.08808
2005,West,(0) No qualification (yet),0.02112,507,15367,0.01885,0.02340
2005,West,(1a) Inadequately completed,0.01509,231,15367,0.01316,0.01702
2005,West,(1b) General Elementary School,0.10238,1649,15367,0.09759,0.10718
2005,West,(1c) Basic Vocational Qualification,0.27499,4631,15367,0.26793,0.28205
2005,West,(2) Intermediate General/Vocational Qualification,0.18594,3537,15367,0.17979,0.19209
2005,West,(2c_gen) General Maturity Certificate,0.02722,597,15367,0.02465,0.02979
2005,West,(2c_voc) Vocational Maturity Certificate,0.06839,1302,15367,0.06440,0.07238
2005,West,(3a) Lower Tertiary Education,0.04599,992,15367,0.04268,0.04930
2005,West,(3b) Higher Tertiary Education,0.07629,1921,15367,0.07209,0.08048
2005,East,(0) No qualification (yet),0.02159,147,4926,0.01753,0.02565
2005,East,(1b) General Elementary School,0.04752,208,4926,0.04158,0.05347
2005,East,(1c) Basic Vocational Qualification,0.20615,1081,4926,0.19485,0.21745
2005,East,(2) Intermediate General/Vocational Qualification,0.33305,1845,4926,0.31988,0.34621
2005,East,(2c_gen) General Maturity Certificate,0.02683,181,4926,0.02231,0.03134
2005,East,(2c_voc) Vocational Maturity Certificate,0.03603,211,4926,0.03083,0.04124
2005,East,(3a) Lower Tertiary Education,0.10182,659,4926,0.09337,0.11026
2005,East,(3b) Higher Tertiary Education,0.08212,594,4926,0.07445,0.08978
2006,West,(0) No qualification (yet),0.01917,503,16563,0.01708,0.02126
2006,West,(1a) Inadequately completed,0.01431,218,16563,0.01250,0.01612
2006,West,(1b) General Elementary School,0.10051,1742,16563,0.09593,0.10509
2006,West,(1c) Basic Vocational Qualification,0.26636,4998,16563,0.25963,0.27309
2006,West,(2) Intermediate General/Vocational Qualification,0.18553,3812,16563,0.17961,0.19145
2006,West,(2c_gen) General Maturity Certificate,0.02940,641,16563,0.02683,0.03198
2006,West,(2c_voc) Vocational Maturity Certificate,0.06931,1404,16563,0.06545,0.07318
2006,West,(3a) Lower Tertiary Education,0.04807,1123,16563,0.04481,0.05133
2006,West,(3b) Higher Tertiary Education,0.08333,2122,16563,0.07912,0.08754
2006,East,(0) No qualification (yet),0.02004,147,5245,0.01625,0.02383
2006,East,(1b) General Elementary School,0.05124,236,5245,0.04527,0.05720
2006,East,(1c) Basic Vocational Qualification,0.20437,1157,5245,0.19345,0.21528
2006,East,(2) Intermediate General/Vocational Qualification,0.33439,1965,5245,0.32162,0.34716
2006,East,(2c_gen) General Maturity Certificate,0.02639,181,5245,0.02205,0.03072
