year,bula_h,sampreg,petyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2006,Bavaria,West,No,0.65901,1087,1730,0.63666,0.68135
2006,Berlin,West,Yes,0.26802,83,276,0.21567,0.32037
2006,Berlin,West,No,0.73198,193,276,0.67963,0.78433
2006,Berlin,East,Yes,0.27164,67,208,0.21105,0.33224
2006,Berlin,East,No,0.72836,141,208,0.66776,0.78895
2006,Brandenburg,East,Yes,0.49631,279,532,0.45378,0.53884
2006,Brandenburg,East,No,0.50369,253,532,0.46116,0.54622
2006,Mecklenburg-Western Pomerania,East,Yes,0.43088,136,304,0.37512,0.48663
2006,Mecklenburg-Western Pomerania,East,No,0.56912,168,304,0.51337,0.62488
2006,Saxony,East,Yes,0.39103,377,877,0.35872,0.42335
2006,Saxony,East,No,0.60897,500,877,0.57665,0.64128
2006,Saxony-Anhalt,East,Yes,0.47133,256,492,0.42718,0.51549
2006,Saxony-Anhalt,East,No,0.52867,236,492,0.48451,0.57282
2006,Thuringa,East,Yes,0.40290,254,515,0.36049,0.44530
2006,Thuringa,East,No,0.59710,261,515,0.55470,0.63951
2011,Schleswig-Holstein,West,Yes,0.26455,136,406,0.22159,0.30751
2011,Schleswig-Holstein,West,No,0.65154,270,406,0.60513,0.69794
2011,Hamburg,West,Yes,0.21262,46,196,0.15519,0.27005
2011,Hamburg,West,No,0.72417,150,196,0.66144,0.78690
2011,Lower Saxony,West,Yes,0.31035,408,1087,0.28284,0.33787
2011,Lower Saxony,West,No,0.61123,679,1087,0.58223,0.64022
2011,Bremen,West,No,0.64673,59,59,0.52372,0.76975
2011,North Rhine-Westphalia,West,Yes,0.27902,798,2353,0.26090,0.29715
2011,North Rhine-Westphalia,West,No,0.64448,1555,2353,0.62513,0.66382
2011,Hesse,West,Yes,0.32824,321,830,0.29628,0.36021
2011,Hesse,West,No,0.59066,509,830,0.55719,0.62414
2011,"Rhineland-Palatinate, Saarland",West,Yes,0.31810,288,710,0.28382,0.35238
2011,"Rhineland-Palatinate, Saarland",West,No,0.60766,422,710,0.57172,0.64360
2011,Baden-Wuerttemberg,West,Yes,0.28075,477,1401,0.25721,0.30429
2011,Baden-Wuerttemberg,West,No,0.63827,924,1401,0.61310,0.66344
2011,Bavaria,West,Yes,0.30355,691,1839,0.28253,0.32457
2011,Bavaria,West,No,0.61862,1148,1839,0.59641,0.64083
2011,Berlin,West,Yes,0.18906,68,290,0.14392,0.23421
2011,Berlin,West,No,0.74788,222,290,0.69781,0.79794
2011,Berlin,East,Yes,0.22383,74,223,0.16900,0.27865
2011,Berlin,East,No,0.70120,149,223,0.64099,0.76141
2011,Brandenburg,East,Yes,0.39453,238,518,0.35240,0.43666
2011,Brandenburg,East,No,0.52978,280,518,0.48675,0.57280
2011,Mecklenburg-Western Pomerania,East,Yes,0.33250,124,315,0.28039,0.38461
2011,Mecklenburg-Western Pomerania,East,No,0.59186,191,315,0.53750,0.64623
2011,Saxony,East,Yes,0.38148,340,808,0.34797,0.41500
2011,Saxony,East,No,0.55440,468,808,0.52011,0.58870
2011,Saxony-Anhalt,East,Yes,0.40880,238,509,0.36605,0.45155
2011,Saxony-Anhalt,East,No,0.51999,271,509,0.47654,0.56343
2011,Thuringa,East,Yes,0.34651,215,519,0.30553,0.38749
2011,Thuringa,East,No,0.57751,304,519,0.53498,0.62005
2016,Schleswig-Holstein,West,Yes,0.38433,207,503,0.34178,0.42688
2016,Schleswig-Holstein,West,No,0.60670,296,503,0.56396,0.64943
2016,Hamburg,West,Yes,0.24483,74,264,0.19286,0.29679
2016,Hamburg,West,No,0.75132,190,264,0.69907,0.80356
2016,Lower Saxony,West,Yes,0.33859,545,1348,0.31331,0.36386
2016,Lower Saxony,West,No,0.65514,803,1348,0.62976,0.68052
2016,Bremen,West,Yes,0.36697,32,105,0.27434,0.45960
2016,Bremen,West,No,0.62292,73,105,0.52977,0.71607
2016,North Rhine-Westphalia,West,Yes,0.28386,942,2907,0.26747,0.30025
2016,North Rhine-Westphalia,West,No,0.70991,1965,2907,0.69341,0.72641
2016,Hesse,West,Yes,0.31177,344,978,0.28272,0.34082
2016,Hesse,West,No,0.68416,634,978,0.65502,0.71331
2016,"Rhineland-Palatinate, Saarland",West,Yes,0.33287,325,848,0.30113,0.36460
2016,"Rhineland-Palatinate, Saarland",West,No,0.65930,523,848,0.62738,0.69122
2016,Baden-Wuerttemberg,West,Yes,0.27667,556,1627,0.25492,0.29841
2016,Baden-Wuerttemberg,West,No,0.71889,1071,1627,0.69703,0.74074
2016,Bavaria,West,Yes,0.30688,834,2300,0.28802,0.32573
2016,Bavaria,West,No,0.68993,1466,2300,0.67103,0.70884
2016,Berlin,West,Yes,0.22422,90,348,0.18034,0.26810
2016,Berlin,West,No,0.77322,258,348,0.72916,0.81728
2016,Berlin,East,Yes,0.20333,68,262,0.15450,0.25216
2016,Berlin,East,No,0.79419,194,262,0.74514,0.84323
2016,Brandenburg,East,Yes,0.42889,271,562,0.38793,0.46984
2016,Brandenburg,East,No,0.56695,291,562,0.52595,0.60795
2016,Mecklenburg-Western Pomerania,East,Yes,0.36434,133,328,0.31218,0.41651
2016,Mecklenburg-Western Pomerania,East,No,0.62854,195,328,0.57617,0.68092
2016,Saxony,East,Yes,0.39899,374,865,0.36634,0.43164
2016,Saxony,East,No,0.59649,491,865,0.56377,0.62920
2016,Saxony-Anhalt,East,Yes,0.42179,245,513,0.37901,0.46456
2016,Saxony-Anhalt,East,No,0.57064,268,513,0.52776,0.61351
2016,Thuringa,East,Yes,0.40985,245,544,0.36848,0.45121
2016,Thuringa,East,No,0.58276,299,544,0.54128,0.62424
2021,Schleswig-Holstein,West,Yes,0.35065,181,427,0.30534,0.39596
2021,Schleswig-Holstein,West,No,0.63527,246,427,0.58956,0.68098
2021,Hamburg,West,Yes,0.22596,68,268,0.17579,0.27612
2021,Hamburg,West,No,0.76301,200,268,0.71200,0.81402
2021,Lower Saxony,West,Yes,0.33251,438,1063,0.30418,0.36085
2021,Lower Saxony,West,No,0.65844,625,1063,0.62992,0.68696
2021,Bremen,West,No,0.77827,59,59,0.67136,0.88518
2021,North Rhine-Westphalia,West,Yes,0.31045,798,2286,0.29148,0.32942
2021,North Rhine-Westphalia,West,No,0.67701,1488,2286,0.65784,0.69618
2021,Hesse,West,Yes,0.32849,254,702,0.29372,0.36326
2021,Hesse,West,No,0.65745,448,702,0.62232,0.69258
2021,"Rhineland-Palatinate, Saarland",West,Yes,0.31058,201,537,0.27140,0.34975
2021,"Rhineland-Palatinate, Saarland",West,No,0.67642,336,537,0.63681,0.71603
2021,Baden-Wuerttemberg,West,Yes,0.28888,403,1219,0.26342,0.31433
2021,Baden-Wuerttemberg,West,No,0.70225,816,1219,0.67657,0.72793
2021,Bavaria,West,Yes,0.31193,644,1756,0.29025,0.33360
2021,Bavaria,West,No,0.68174,1112,1756,0.65995,0.70353
2021,Berlin,West,Yes,0.19389,81,358,0.15288,0.23490
2021,Berlin,West,No,0.79483,277,358,0.75294,0.83672
2021,Berlin,East,Yes,0.20371,57,201,0.14789,0.25953
2021,Berlin,East,No,0.76905,144,201,0.71064,0.82746
2021,Brandenburg,East,Yes,0.36898,201,447,0.32420,0.41377
2021,Brandenburg,East,No,0.62621,246,447,0.58131,0.67111
2021,Mecklenburg-Western Pomerania,East,Yes,0.34729,110,262,0.28953,0.40506
2021,Mecklenburg-Western Pomerania,East,No,0.64511,152,262,0.58706,0.70316
2021,Saxony,East,Yes,0.40620,308,733,0.37062,0.44178
2021,Saxony,East,No,0.58642,425,733,0.55074,0.62209
2021,Saxony-Anhalt,East,Yes,0.41193,178,370,0.36171,0.46214
2021,Saxony-Anhalt,East,No,0.57948,192,370,0.52912,0.62985
2021,Thuringa,East,Yes,0.33288,156,383,0.28562,0.38014
2021,Thuringa,East,No,0.65669,227,383,0.60907,0.70431
