year,age_gr,migback,pli0082,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,30-45 y.,No migration background,Seldom,0.53957,1884,3450,0.52293,0.55620
1995,30-45 y.,No migration background,Never,0.05505,218,3450,0.04744,0.06266
1995,30-45 y.,Direct migration background,At least once per week,0.04912,44,916,0.03512,0.06313
1995,30-45 y.,Direct migration background,At least once per month,0.24121,194,916,0.21349,0.26893
1995,30-45 y.,Direct migration background,Seldom,0.53835,511,916,0.50605,0.57065
1995,30-45 y.,Direct migration background,Never,0.16249,167,916,0.13858,0.18639
1995,46-65 y.,No migration background,At least once per week,0.06519,177,2899,0.05621,0.07418
1995,46-65 y.,No migration background,At least once per month,0.28511,855,2899,0.26867,0.30155
1995,46-65 y.,No migration background,Seldom,0.55220,1632,2899,0.53409,0.57030
1995,46-65 y.,No migration background,Never,0.09197,235,2899,0.08145,0.10249
1995,46-65 y.,Direct migration background,At least once per month,0.20026,169,1003,0.17548,0.22504
1995,46-65 y.,Direct migration background,Seldom,0.55656,567,1003,0.52580,0.58732
1995,46-65 y.,Direct migration background,Never,0.19553,267,1003,0.17097,0.22009
1995,66 and older,No migration background,At least once per week,0.05143,69,1286,0.03935,0.06350
1995,66 and older,No migration background,At least once per month,0.25426,316,1286,0.23045,0.27807
1995,66 and older,No migration background,Seldom,0.41746,570,1286,0.39050,0.44442
1995,66 and older,No migration background,Never,0.26016,331,1286,0.23617,0.28415
1995,66 and older,Direct migration background,At least once per month,0.18974,38,201,0.13540,0.24408
1995,66 and older,Direct migration background,Seldom,0.48072,100,201,0.41147,0.54996
1995,66 and older,Direct migration background,Never,0.27411,63,201,0.21229,0.33593
1998,17-29 y.,No migration background,At least once per week,0.04657,105,2230,0.03782,0.05532
1998,17-29 y.,No migration background,At least once per month,0.26418,584,2230,0.24588,0.28249
1998,17-29 y.,No migration background,Seldom,0.62493,1404,2230,0.60483,0.64503
1998,17-29 y.,No migration background,Never,0.05885,137,2230,0.04908,0.06862
1998,17-29 y.,Direct migration background,At least once per month,0.22322,99,412,0.18296,0.26348
1998,17-29 y.,Direct migration background,Seldom,0.56927,259,412,0.52140,0.61715
1998,17-29 y.,Direct migration background,Never,0.13545,54,412,0.10237,0.16854
1998,17-29 y.,Indirect migration background,At least once per month,0.20050,103,453,0.16358,0.23741
1998,17-29 y.,Indirect migration background,Seldom,0.61068,293,453,0.56573,0.65564
1998,17-29 y.,Indirect migration background,Never,0.10923,57,453,0.08048,0.13799
1998,30-45 y.,No migration background,At least once per week,0.04563,181,3933,0.03911,0.05215
1998,30-45 y.,No migration background,At least once per month,0.27404,1054,3933,0.26010,0.28798
1998,30-45 y.,No migration background,Seldom,0.61143,2448,3933,0.59620,0.62667
1998,30-45 y.,No migration background,Never,0.06299,250,3933,0.05540,0.07059
1998,30-45 y.,Direct migration background,At least once per month,0.21714,148,756,0.18773,0.24655
1998,30-45 y.,Direct migration background,Seldom,0.62983,497,756,0.59539,0.66427
1998,30-45 y.,Direct migration background,Never,0.11302,111,756,0.09044,0.13561
1998,30-45 y.,Indirect migration background,Seldom,0.61326,54,54,0.48215,0.74437
1998,46-65 y.,No migration background,At least once per week,0.05727,192,3413,0.04947,0.06507
1998,46-65 y.,No migration background,At least once per month,0.26622,903,3413,0.25139,0.28105
1998,46-65 y.,No migration background,Seldom,0.58245,2059,3413,0.56591,0.59900
1998,46-65 y.,No migration background,Never,0.08159,259,3413,0.07241,0.09078
1998,46-65 y.,Direct migration background,At least once per month,0.21935,147,901,0.19231,0.24638
1998,46-65 y.,Direct migration background,Seldom,0.56626,545,901,0.53388,0.59864
1998,46-65 y.,Direct migration background,Never,0.18960,209,901,0.16399,0.21521
1998,66 and older,No migration background,At least once per week,0.06378,97,1583,0.05174,0.07582
1998,66 and older,No migration background,At least once per month,0.23075,367,1583,0.20999,0.25151
1998,66 and older,No migration background,Seldom,0.49013,802,1583,0.46550,0.51477
1998,66 and older,No migration background,Never,0.20061,317,1583,0.18087,0.22034
1998,66 and older,Direct migration background,At least once per month,0.14592,34,236,0.10079,0.19106
1998,66 and older,Direct migration background,Seldom,0.50969,128,236,0.44577,0.57361
1998,66 and older,Direct migration background,Never,0.29056,74,236,0.23251,0.34861
2003,17-29 y.,No migration background,At least once per week,0.03868,122,3106,0.03190,0.04547
2003,17-29 y.,No migration background,At least once per month,0.23302,752,3106,0.21815,0.24789
2003,17-29 y.,No migration background,Seldom,0.62866,1955,3106,0.61166,0.64565
2003,17-29 y.,No migration background,Never,0.09474,277,3106,0.08444,0.10504
2003,17-29 y.,Direct migration background,At least once per month,0.22627,85,361,0.18304,0.26949
2003,17-29 y.,Direct migration background,Seldom,0.57061,215,361,0.51948,0.62175
2003,17-29 y.,Direct migration background,Never,0.16807,61,361,0.12945,0.20670
2003,17-29 y.,Indirect migration background,At least once per month,0.15959,101,478,0.12672,0.19246
2003,17-29 y.,Indirect migration background,Seldom,0.58944,295,478,0.54529,0.63359
2003,17-29 y.,Indirect migration background,Never,0.19255,82,478,0.15716,0.22793
2003,30-45 y.,No migration background,At least once per week,0.04533,269,5799,0.03997,0.05068
2003,30-45 y.,No migration background,At least once per month,0.26835,1606,5799,0.25694,0.27975
2003,30-45 y.,No migration background,Seldom,0.60224,3500,5799,0.58964,0.61484
2003,30-45 y.,No migration background,Never,0.07836,424,5799,0.07145,0.08528
2003,30-45 y.,Direct migration background,At least once per month,0.23573,209,860,0.20735,0.26412
2003,30-45 y.,Direct migration background,Seldom,0.52635,487,860,0.49296,0.55974
2003,30-45 y.,Direct migration background,Never,0.19776,164,860,0.17112,0.22439
2003,30-45 y.,Indirect migration background,At least once per month,0.21834,48,205,0.16165,0.27504
2003,30-45 y.,Indirect migration background,Seldom,0.54489,121,205,0.47655,0.61323
2003,30-45 y.,Indirect migration background,Never,0.17106,36,205,0.11939,0.22273
2003,46-65 y.,No migration background,At least once per week,0.05121,364,6504,0.04585,0.05657
2003,46-65 y.,No migration background,At least once per month,0.26480,1868,6504,0.25408,0.27553
2003,46-65 y.,No migration background,Seldom,0.57633,3743,6504,0.56432,0.58834
2003,46-65 y.,No migration background,Never,0.10096,529,6504,0.09364,0.10828
2003,46-65 y.,Direct migration background,At least once per week,0.02735,38,981,0.01714,0.03756
2003,46-65 y.,Direct migration background,At least once per month,0.14730,140,981,0.12511,0.16948
2003,46-65 y.,Direct migration background,Seldom,0.58618,585,981,0.55534,0.61702
2003,46-65 y.,Direct migration background,Never,0.22859,218,981,0.20230,0.25488
2003,66 and older,No migration background,At least once per week,0.05464,199,3249,0.04683,0.06246
2003,66 and older,No migration background,At least once per month,0.21565,763,3249,0.20150,0.22979
2003,66 and older,No migration background,Seldom,0.49254,1617,3249,0.47534,0.50973
2003,66 and older,No migration background,Never,0.22475,670,3249,0.21039,0.23910
2003,66 and older,Direct migration background,At least once per month,0.13231,49,346,0.09655,0.16806
2003,66 and older,Direct migration background,Seldom,0.49182,172,346,0.43907,0.54458
2003,66 and older,Direct migration background,Never,0.33999,125,346,0.29001,0.38998
2008,17-29 y.,No migration background,At least once per week,0.01788,53,2485,0.01267,0.02309
2008,17-29 y.,No migration background,At least once per month,0.18423,497,2485,0.16898,0.19947
2008,17-29 y.,No migration background,Seldom,0.56171,1541,2485,0.54219,0.58122
2008,17-29 y.,No migration background,Never,0.16365,394,2485,0.14911,0.17820
2008,17-29 y.,Direct migration background,At least once per month,0.14618,34,191,0.09594,0.19641
2008,17-29 y.,Direct migration background,Seldom,0.69818,157,191,0.63291,0.76345
2008,17-29 y.,Indirect migration background,At least once per month,0.13028,69,424,0.09820,0.16236
2008,17-29 y.,Indirect migration background,Seldom,0.56278,270,424,0.51551,0.61005
2008,17-29 y.,Indirect migration background,Never,0.16562,85,424,0.13020,0.20105
2008,30-45 y.,No migration background,At least once per week,0.02555,109,4286,0.02082,0.03027
2008,30-45 y.,No migration background,At least once per month,0.21939,990,4286,0.20700,0.23178
2008,30-45 y.,No migration background,Seldom,0.63940,2730,4286,0.62502,0.65378
2008,30-45 y.,No migration background,Never,0.11232,457,4286,0.10286,0.12177
2008,30-45 y.,Direct migration background,At least once per month,0.14629,94,587,0.11768,0.17490
2008,30-45 y.,Direct migration background,Seldom,0.61696,382,587,0.57760,0.65632
2008,30-45 y.,Direct migration background,Never,0.20864,111,587,0.17574,0.24154
2008,30-45 y.,Indirect migration background,At least once per month,0.19155,55,263,0.14390,0.23920
2008,30-45 y.,Indirect migration background,Seldom,0.59066,161,263,0.53112,0.65020
2008,30-45 y.,Indirect migration background,Never,0.19021,47,263,0.14268,0.23773
2008,46-65 y.,No migration background,At least once per week,0.03129,181,5909,0.02685,0.03573
2008,46-65 y.,No migration background,At least once per month,0.21996,1406,5909,0.20940,0.23053
2008,46-65 y.,No migration background,Seldom,0.60008,3629,5909,0.58759,0.61257
2008,46-65 y.,No migration background,Never,0.14247,693,5909,0.13356,0.15138
2008,46-65 y.,Direct migration background,At least once per month,0.13234,100,691,0.10705,0.15762
2008,46-65 y.,Direct migration background,Seldom,0.56789,420,691,0.53093,0.60485
2008,46-65 y.,Direct migration background,Never,0.26961,171,691,0.23650,0.30272
2008,66 and older,No migration background,At least once per week,0.03703,158,3888,0.03109,0.04297
2008,66 and older,No migration background,At least once per month,0.19906,871,3888,0.18651,0.21161
2008,66 and older,No migration background,Seldom,0.51472,2037,3888,0.49900,0.53043
2008,66 and older,No migration background,Never,0.23942,822,3888,0.22600,0.25283
2008,66 and older,Direct migration background,At least once per month,0.11204,49,360,0.07941,0.14467
2008,66 and older,Direct migration background,Seldom,0.47138,179,360,0.41974,0.52302
2008,66 and older,Direct migration background,Never,0.39188,132,360,0.34138,0.44238
2013,17-29 y.,No migration background,At least once per week,0.03283,112,2798,0.02622,0.03943
2013,17-29 y.,No migration background,At least once per month,0.24265,782,2798,0.22676,0.25854
2013,17-29 y.,No migration background,Seldom,0.52387,1604,2798,0.50536,0.54238
2013,17-29 y.,No migration background,Never,0.09027,300,2798,0.07965,0.10089
2013,17-29 y.,Direct migration background,At least once per month,0.12325,74,266,0.08367,0.16283
2013,17-29 y.,Direct migration background,Seldom,0.15863,146,266,0.11465,0.20262
2013,17-29 y.,Direct migration background,Never,0.04633,46,266,0.02102,0.07164
2013,17-29 y.,Indirect migration background,At least once per month,0.10730,120,451,0.07871,0.13590
2013,17-29 y.,Indirect migration background,Seldom,0.27926,278,451,0.23781,0.32071
2013,17-29 y.,Indirect migration background,Never,0.03238,53,451,0.01602,0.04873
2013,30-45 y.,No migration background,At least once per week,0.04063,332,6250,0.03573,0.04552
2013,30-45 y.,No migration background,At least once per month,0.29882,1991,6250,0.28747,0.31017
2013,30-45 y.,No migration background,Seldom,0.55617,3379,6250,0.54385,0.56849
2013,30-45 y.,No migration background,Never,0.07740,548,6250,0.07078,0.08403
2013,30-45 y.,Direct migration background,At least once per week,0.01928,81,1224,0.01157,0.02699
2013,30-45 y.,Direct migration background,At least once per month,0.10390,290,1224,0.08680,0.12101
2013,30-45 y.,Direct migration background,Seldom,0.22500,660,1224,0.20160,0.24841
2013,30-45 y.,Direct migration background,Never,0.07069,193,1224,0.05632,0.08505
2013,30-45 y.,Indirect migration background,At least once per month,0.16032,138,478,0.12739,0.19325
2013,30-45 y.,Indirect migration background,Seldom,0.33345,275,478,0.29114,0.37575
2013,30-45 y.,Indirect migration background,Never,0.09540,65,478,0.06904,0.12176
2013,46-65 y.,No migration background,At least once per week,0.03272,287,7947,0.02881,0.03663
2013,46-65 y.,No migration background,At least once per month,0.27071,2264,7947,0.26094,0.28048
2013,46-65 y.,No migration background,Seldom,0.56508,4527,7947,0.55418,0.57598
2013,46-65 y.,No migration background,Never,0.11851,869,7947,0.11140,0.12561
2013,46-65 y.,Direct migration background,At least once per week,0.02424,34,868,0.01400,0.03448
2013,46-65 y.,Direct migration background,At least once per month,0.10922,154,868,0.08846,0.12998
2013,46-65 y.,Direct migration background,Seldom,0.38901,499,868,0.35655,0.42146
2013,46-65 y.,Direct migration background,Never,0.13699,181,868,0.11410,0.15988
2013,46-65 y.,Indirect migration background,At least once per month,0.18095,35,125,0.11319,0.24871
2013,46-65 y.,Indirect migration background,Seldom,0.66829,90,125,0.58542,0.75116
2013,66 and older,No migration background,At least once per week,0.04049,221,4532,0.03475,0.04623
2013,66 and older,No migration background,At least once per month,0.23894,1227,4532,0.22653,0.25136
2013,66 and older,No migration background,Seldom,0.48934,2215,4532,0.47478,0.50389
2013,66 and older,No migration background,Never,0.21843,869,4532,0.20639,0.23046
2013,66 and older,Direct migration background,At least once per month,0.12260,53,365,0.08890,0.15629
2013,66 and older,Direct migration background,Seldom,0.41408,172,365,0.36348,0.46469
2013,66 and older,Direct migration background,Never,0.36242,140,365,0.31304,0.41180
2017,17-29 y.,Direct migration background,At least once per week,0.01684,150,1432,0.01018,0.02351
2017,17-29 y.,Direct migration background,At least once per month,0.03115,256,1432,0.02215,0.04015
2017,17-29 y.,Direct migration background,Seldom,0.04814,486,1432,0.03705,0.05923
2017,17-29 y.,Direct migration background,Never,0.05781,540,1432,0.04572,0.06990
2017,30-45 y.,Direct migration background,At least once per week,0.00328,146,1846,0.00067,0.00589
2017,30-45 y.,Direct migration background,At least once per month,0.00727,304,1846,0.00340,0.01115
2017,30-45 y.,Direct migration background,Seldom,0.01683,685,1846,0.01096,0.02270
2017,30-45 y.,Direct migration background,Never,0.01755,711,1846,0.01156,0.02354
2017,46-65 y.,Direct migration background,At least once per week,0.00079,39,599,-0.00146,0.00304
2017,46-65 y.,Direct migration background,At least once per month,0.00232,101,599,-0.00154,0.00619
2017,46-65 y.,Direct migration background,Seldom,0.00410,208,599,-0.00102,0.00923
2017,46-65 y.,Direct migration background,Never,0.00688,251,599,0.00026,0.01351
2018,17-29 y.,Direct migration background,At least once per week,0.03248,182,1014,0.02156,0.04339
2018,17-29 y.,Direct migration background,At least once per month,0.04453,289,1014,0.03183,0.05723
2018,17-29 y.,Direct migration background,Seldom,0.04979,371,1014,0.03639,0.06318
2018,17-29 y.,Direct migration background,Never,0.02991,172,1014,0.01942,0.04040
2018,30-45 y.,Direct migration background,At least once per week,0.00665,269,1545,0.00260,0.01070
2018,30-45 y.,Direct migration background,At least once per month,0.01083,390,1545,0.00567,0.01600
2018,30-45 y.,Direct migration background,Seldom,0.01607,569,1545,0.00980,0.02234
2018,30-45 y.,Direct migration background,Never,0.01062,317,1545,0.00551,0.01573
2018,46-65 y.,Direct migration background,At least once per week,0.00167,80,528,-0.00182,0.00516
2018,46-65 y.,Direct migration background,At least once per month,0.00269,125,528,-0.00173,0.00711
2018,46-65 y.,Direct migration background,Seldom,0.00563,199,528,-0.00076,0.01202
2018,46-65 y.,Direct migration background,Never,0.00353,124,528,-0.00153,0.00859
2019,17-29 y.,No migration background,At least once per week,0.04049,121,2705,0.03306,0.04792
2019,17-29 y.,No migration background,At least once per month,0.33667,973,2705,0.31885,0.35448
2019,17-29 y.,No migration background,Seldom,0.47800,1412,2705,0.45917,0.49683
2019,17-29 y.,No migration background,Never,0.06702,199,2705,0.05760,0.07645
2019,17-29 y.,Direct migration background,At least once per week,0.06812,173,1309,0.05446,0.08177
2019,17-29 y.,Direct migration background,At least once per month,0.29294,449,1309,0.26828,0.31761
2019,17-29 y.,Direct migration background,Seldom,0.43298,497,1309,0.40613,0.45983
2019,17-29 y.,Direct migration background,Never,0.14338,190,1309,0.12438,0.16237
2019,17-29 y.,Indirect migration background,At least once per week,0.05903,46,703,0.04159,0.07646
2019,17-29 y.,Indirect migration background,At least once per month,0.23983,197,703,0.20825,0.27142
2019,17-29 y.,Indirect migration background,Seldom,0.54811,390,703,0.51129,0.58492
2019,17-29 y.,Indirect migration background,Never,0.07007,70,703,0.05119,0.08896
2019,30-45 y.,No migration background,At least once per week,0.06312,258,4129,0.05570,0.07054
2019,30-45 y.,No migration background,At least once per month,0.40541,1659,4129,0.39043,0.42038
2019,30-45 y.,No migration background,Seldom,0.47655,1977,4129,0.46131,0.49179
2019,30-45 y.,No migration background,Never,0.05309,235,4129,0.04625,0.05993
2019,30-45 y.,Direct migration background,Daily,0.00185,43,3168,0.00035,0.00334
2019,30-45 y.,Direct migration background,At least once per week,0.07539,339,3168,0.06620,0.08459
2019,30-45 y.,Direct migration background,At least once per month,0.37208,1080,3168,0.35524,0.38891
2019,30-45 y.,Direct migration background,Seldom,0.42707,1272,3168,0.40984,0.44430
2019,30-45 y.,Direct migration background,Never,0.11838,434,3168,0.10713,0.12963
2019,30-45 y.,Indirect migration background,At least once per week,0.05376,37,550,0.03489,0.07263
2019,30-45 y.,Indirect migration background,At least once per month,0.35364,202,550,0.31364,0.39363
2019,30-45 y.,Indirect migration background,Seldom,0.51752,271,550,0.47572,0.55932
2019,30-45 y.,Indirect migration background,Never,0.07433,40,550,0.05239,0.09627
2019,46-65 y.,No migration background,At least once per week,0.04192,433,8597,0.03768,0.04616
2019,46-65 y.,No migration background,At least once per month,0.31608,3083,8597,0.30625,0.32590
2019,46-65 y.,No migration background,Seldom,0.54813,4461,8597,0.53761,0.55865
2019,46-65 y.,No migration background,Never,0.09129,620,8597,0.08520,0.09738
2019,46-65 y.,Direct migration background,At least once per week,0.02933,125,2064,0.02205,0.03661
2019,46-65 y.,Direct migration background,At least once per month,0.22806,556,2064,0.20995,0.24617
2019,46-65 y.,Direct migration background,Seldom,0.53619,1005,2064,0.51467,0.55771
2019,46-65 y.,Direct migration background,Never,0.19686,378,2064,0.17970,0.21402
2019,46-65 y.,Indirect migration background,At least once per month,0.26034,99,256,0.20648,0.31421
2019,46-65 y.,Indirect migration background,Seldom,0.62668,157,256,0.56732,0.68605
2019,66 and older,No migration background,At least once per week,0.04339,276,4676,0.03755,0.04923
2019,66 and older,No migration background,At least once per month,0.26016,1480,4676,0.24758,0.27274
2019,66 and older,No migration background,Seldom,0.49904,2226,4676,0.48471,0.51337
2019,66 and older,No migration background,Never,0.19152,694,4676,0.18024,0.20280
2019,66 and older,Direct migration background,At least once per month,0.21230,93,449,0.17443,0.25017
2019,66 and older,Direct migration background,Seldom,0.49259,220,449,0.44630,0.53889
2019,66 and older,Direct migration background,Never,0.27320,136,449,0.23193,0.31446
