year,pgisced97,pli0082,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,Upper Secondary Level,Never,0.14219,1765,12352,0.13603,0.14835
2013,Post-secondary Non-tertiary Level,At least once per week,0.03655,78,1761,0.02779,0.04532
2013,Post-secondary Non-tertiary Level,At least once per month,0.24168,560,1761,0.22168,0.26168
2013,Post-secondary Non-tertiary Level,Seldom,0.47826,986,1761,0.45492,0.50160
2013,Post-secondary Non-tertiary Level,Never,0.07655,137,1761,0.06412,0.08897
2013,First Stage of Tertiary Education,At least once per week,0.04251,82,1674,0.03284,0.05218
2013,First Stage of Tertiary Education,At least once per month,0.27916,506,1674,0.25766,0.30065
2013,First Stage of Tertiary Education,Seldom,0.57411,958,1674,0.55041,0.59780
2013,First Stage of Tertiary Education,Never,0.08844,128,1674,0.07483,0.10205
2013,Second Stage of Tertiary Education,At least once per week,0.05652,404,5812,0.05058,0.06245
2013,Second Stage of Tertiary Education,At least once per month,0.37315,2388,5812,0.36071,0.38558
2013,Second Stage of Tertiary Education,Seldom,0.44146,2760,5812,0.42869,0.45423
2013,Second Stage of Tertiary Education,Never,0.04190,260,5812,0.03675,0.04705
2017,Primary Level,At least once per week,0.00785,103,1405,0.00324,0.01247
2017,Primary Level,At least once per month,0.01426,200,1405,0.00806,0.02046
2017,Primary Level,Seldom,0.03390,475,1405,0.02443,0.04337
2017,Primary Level,Never,0.05298,627,1405,0.04126,0.06470
2017,Lower Secondary Level,At least once per week,0.00094,66,792,-0.00120,0.00308
2017,Lower Secondary Level,At least once per month,0.00227,141,792,-0.00105,0.00558
2017,Lower Secondary Level,Seldom,0.00416,293,792,-0.00032,0.00865
2017,Lower Secondary Level,Never,0.00461,292,792,-0.00011,0.00933
2017,Upper Secondary Level,At least once per week,0.00028,67,656,-0.00100,0.00155
2017,Upper Secondary Level,At least once per month,0.00054,117,656,-0.00124,0.00233
2017,Upper Secondary Level,Seldom,0.00085,231,656,-0.00138,0.00308
2017,Upper Secondary Level,Never,0.00093,241,656,-0.00140,0.00326
2017,Post-secondary Non-tertiary Level,Never,0.00081,36,36,-0.00861,0.01023
2017,Second Stage of Tertiary Education,At least once per week,0.00067,76,725,-0.00121,0.00255
2017,Second Stage of Tertiary Education,At least once per month,0.00103,136,725,-0.00131,0.00337
2017,Second Stage of Tertiary Education,Seldom,0.00214,274,725,-0.00123,0.00551
2017,Second Stage of Tertiary Education,Never,0.00203,239,725,-0.00125,0.00531
2018,Primary Level,At least once per week,0.01582,176,1099,0.00844,0.02320
2018,Primary Level,At least once per month,0.02303,263,1099,0.01416,0.03191
2018,Primary Level,Seldom,0.03802,415,1099,0.02671,0.04933
2018,Primary Level,Never,0.02650,245,1099,0.01700,0.03600
2018,Lower Secondary Level,At least once per week,0.00262,107,624,-0.00139,0.00664
2018,Lower Secondary Level,At least once per month,0.00344,172,624,-0.00116,0.00804
2018,Lower Secondary Level,Seldom,0.00409,228,624,-0.00092,0.00910
2018,Lower Secondary Level,Never,0.00260,117,624,-0.00140,0.00660
2018,Upper Secondary Level,At least once per week,0.00041,86,535,-0.00131,0.00213
2018,Upper Secondary Level,At least once per month,0.00069,137,535,-0.00154,0.00293
2018,Upper Secondary Level,Seldom,0.00098,217,535,-0.00168,0.00364
2018,Upper Secondary Level,Never,0.00044,95,535,-0.00134,0.00221
2018,Post-secondary Non-tertiary Level,Seldom,0.00088,31,31,-0.00972,0.01148
2018,Second Stage of Tertiary Education,At least once per week,0.00095,115,559,-0.00161,0.00352
2018,Second Stage of Tertiary Education,At least once per month,0.00146,162,559,-0.00171,0.00463
2018,Second Stage of Tertiary Education,Seldom,0.00174,186,559,-0.00172,0.00520
2018,Second Stage of Tertiary Education,Never,0.00124,96,559,-0.00168,0.00415
2019,Pre-primary Level,At least once per month,0.17438,113,292,0.13078,0.21797
2019,Pre-primary Level,Seldom,0.33970,179,292,0.28528,0.39412
2019,Primary Level,At least once per week,0.03506,159,1500,0.02575,0.04437
2019,Primary Level,At least once per month,0.14865,427,1500,0.13064,0.16665
2019,Primary Level,Seldom,0.47544,578,1500,0.45016,0.50072
2019,Primary Level,Never,0.30696,336,1500,0.28361,0.33031
2019,Lower Secondary Level,At least once per week,0.03623,187,3010,0.02956,0.04291
2019,Lower Secondary Level,At least once per month,0.20040,696,3010,0.18610,0.21471
2019,Lower Secondary Level,Seldom,0.48693,1489,3010,0.46908,0.50479
2019,Lower Secondary Level,Never,0.24161,638,3010,0.22631,0.25690
2019,Upper Secondary Level,Daily,0.00152,48,11628,0.00081,0.00222
2019,Upper Secondary Level,At least once per week,0.04362,629,11628,0.03990,0.04733
2019,Upper Secondary Level,At least once per month,0.28194,3524,11628,0.27376,0.29011
2019,Upper Secondary Level,Seldom,0.54205,6111,11628,0.53299,0.55110
2019,Upper Secondary Level,Never,0.12861,1316,11628,0.12253,0.13470
2019,Post-secondary Non-tertiary Level,At least once per week,0.04826,123,2252,0.03941,0.05711
2019,Post-secondary Non-tertiary Level,At least once per month,0.32705,805,2252,0.30767,0.34643
2019,Post-secondary Non-tertiary Level,Seldom,0.54343,1164,2252,0.52285,0.56401
2019,Post-secondary Non-tertiary Level,Never,0.07760,160,2252,0.06654,0.08865
2019,First Stage of Tertiary Education,At least once per week,0.03591,77,1663,0.02697,0.04486
2019,First Stage of Tertiary Education,At least once per month,0.34267,646,1663,0.31985,0.36549
2019,First Stage of Tertiary Education,Seldom,0.55380,853,1663,0.52990,0.57770
2019,First Stage of Tertiary Education,Never,0.06649,87,1663,0.05451,0.07847
2019,Second Stage of Tertiary Education,At least once per week,0.06410,590,7529,0.05857,0.06963
2019,Second Stage of Tertiary Education,At least once per month,0.44928,3478,7529,0.43805,0.46052
2019,Second Stage of Tertiary Education,Seldom,0.44092,3160,7529,0.42970,0.45213
2019,Second Stage of Tertiary Education,Never,0.04365,301,7529,0.03904,0.04827
