year,quintil_oecd_hh,regtyp,hlc0083_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1997,4th Quintile,Rural regions,No,0.92106,369,369,0.89351,0.94861
1997,5th Quintile,Urban regions,No,0.94669,789,789,0.93101,0.96238
1997,5th Quintile,Rural regions,No,0.91366,257,257,0.87925,0.94806
1998,1st Quintile,Urban regions,Yes,0.19698,189,943,0.17158,0.22238
1998,1st Quintile,Urban regions,No,0.75123,754,943,0.72362,0.77883
1998,1st Quintile,Rural regions,Yes,0.21979,123,491,0.18312,0.25645
1998,1st Quintile,Rural regions,No,0.72767,368,491,0.68825,0.76709
1998,2nd Quintile,Urban regions,Yes,0.03931,42,938,0.02687,0.05175
1998,2nd Quintile,Urban regions,No,0.90878,896,938,0.89035,0.92722
1998,2nd Quintile,Rural regions,No,0.89822,534,534,0.87255,0.92389
1998,3rd Quintile,Urban regions,No,0.92382,904,904,0.90652,0.94112
1998,3rd Quintile,Rural regions,No,0.93695,528,528,0.91620,0.95770
1998,4th Quintile,Urban regions,No,0.96896,965,965,0.95802,0.97991
1998,4th Quintile,Rural regions,No,0.95076,474,474,0.93126,0.97026
1998,5th Quintile,Urban regions,No,0.95791,947,947,0.94512,0.97071
1998,5th Quintile,Rural regions,No,0.97587,314,314,0.95887,0.99287
1999,1st Quintile,Urban regions,Yes,0.16510,157,969,0.14171,0.18849
1999,1st Quintile,Urban regions,No,0.83490,812,969,0.81151,0.85829
1999,1st Quintile,Rural regions,Yes,0.23322,139,537,0.19742,0.26902
1999,1st Quintile,Rural regions,No,0.76678,398,537,0.73098,0.80258
1999,2nd Quintile,Urban regions,Yes,0.03480,32,926,0.02299,0.04662
1999,2nd Quintile,Urban regions,No,0.96520,894,926,0.95338,0.97701
1999,2nd Quintile,Rural regions,No,0.97579,584,584,0.96332,0.98827
1999,3rd Quintile,Urban regions,No,0.99250,918,918,0.98692,0.99808
1999,3rd Quintile,Rural regions,No,0.98036,548,548,0.96873,0.99199
1999,4th Quintile,Urban regions,No,0.99569,956,956,0.99153,0.99984
1999,4th Quintile,Rural regions,No,0.99255,417,417,0.98429,1.00082
1999,5th Quintile,Urban regions,No,0.99848,929,929,0.99597,1.00099
1999,5th Quintile,Rural regions,No,0.98993,304,304,0.97869,1.00117
2000,1st Quintile,Urban regions,Yes,0.16381,275,1618,0.14578,0.18185
2000,1st Quintile,Urban regions,No,0.83619,1343,1618,0.81815,0.85422
2000,1st Quintile,Rural regions,Yes,0.16561,174,936,0.14179,0.18944
2000,1st Quintile,Rural regions,No,0.83439,762,936,0.81056,0.85821
2000,2nd Quintile,Urban regions,Yes,0.03181,55,1675,0.02340,0.04022
2000,2nd Quintile,Urban regions,No,0.96819,1620,1675,0.95978,0.97660
2000,2nd Quintile,Rural regions,No,0.97681,1012,1012,0.96754,0.98609
2000,3rd Quintile,Urban regions,No,0.99470,1638,1638,0.99119,0.99822
2000,3rd Quintile,Rural regions,No,0.98927,990,990,0.98285,0.99569
2000,4th Quintile,Urban regions,No,0.99649,1797,1797,0.99375,0.99922
2000,4th Quintile,Rural regions,No,0.99094,790,790,0.98433,0.99755
2000,5th Quintile,Urban regions,No,0.99958,1851,1851,0.99864,1.00051
2000,5th Quintile,Rural regions,No,0.99649,573,573,0.99164,1.00134
2001,1st Quintile,Urban regions,Yes,0.12533,198,1434,0.10818,0.14247
2001,1st Quintile,Urban regions,No,0.87467,1236,1434,0.85753,0.89182
2001,1st Quintile,Rural regions,Yes,0.15354,136,797,0.12850,0.17859
2001,1st Quintile,Rural regions,No,0.84646,661,797,0.82141,0.87150
2001,2nd Quintile,Urban regions,Yes,0.02771,46,1494,0.01938,0.03604
2001,2nd Quintile,Urban regions,No,0.97229,1448,1494,0.96396,0.98062
2001,2nd Quintile,Rural regions,No,0.97664,942,942,0.96698,0.98629
2001,3rd Quintile,Urban regions,No,0.99554,1547,1547,0.99222,0.99886
2001,3rd Quintile,Rural regions,No,0.98914,870,870,0.98225,0.99603
2001,4th Quintile,Urban regions,No,0.99661,1611,1611,0.99377,0.99945
2001,4th Quintile,Rural regions,No,0.99606,751,751,0.99157,1.00054
2001,5th Quintile,Urban regions,No,0.99872,1680,1680,0.99702,1.00043
2001,5th Quintile,Rural regions,No,0.99617,497,497,0.99073,1.00161
2002,1st Quintile,Urban regions,Yes,0.14044,192,1320,0.12169,0.15919
2002,1st Quintile,Urban regions,No,0.85956,1128,1320,0.84081,0.87831
2002,1st Quintile,Rural regions,Yes,0.16421,137,779,0.13818,0.19024
2002,1st Quintile,Rural regions,No,0.83579,642,779,0.80976,0.86182
2002,2nd Quintile,Urban regions,Yes,0.03430,40,1378,0.02468,0.04391
2002,2nd Quintile,Urban regions,No,0.96570,1338,1378,0.95609,0.97532
2002,2nd Quintile,Rural regions,No,0.97245,842,842,0.96139,0.98351
2002,3rd Quintile,Urban regions,No,0.99726,1467,1467,0.99459,0.99994
2002,3rd Quintile,Rural regions,No,0.99648,793,793,0.99236,1.00060
2002,4th Quintile,Urban regions,No,0.99786,1560,1560,0.99556,1.00015
2002,4th Quintile,Rural regions,No,0.99948,798,798,0.99789,1.00107
2002,5th Quintile,Urban regions,No,0.99870,2506,2506,0.99729,1.00011
2003,1st Quintile,Urban regions,Yes,0.15640,198,1329,0.13686,0.17593
2003,1st Quintile,Urban regions,No,0.84360,1131,1329,0.82407,0.86314
2003,1st Quintile,Rural regions,Yes,0.19184,150,723,0.16312,0.22057
2003,1st Quintile,Rural regions,No,0.80816,573,723,0.77943,0.83688
2003,2nd Quintile,Urban regions,Yes,0.03742,46,1339,0.02725,0.04759
2003,2nd Quintile,Urban regions,No,0.96258,1293,1339,0.95241,0.97275
2003,2nd Quintile,Rural regions,Yes,0.02867,33,870,0.01757,0.03976
2003,2nd Quintile,Rural regions,No,0.97133,837,870,0.96024,0.98243
2003,3rd Quintile,Urban regions,No,0.98971,1427,1427,0.98448,0.99495
2003,3rd Quintile,Rural regions,No,0.99621,782,782,0.99191,1.00052
2003,4th Quintile,Urban regions,No,0.99913,1539,1539,0.99765,1.00060
2003,4th Quintile,Rural regions,No,0.99748,730,730,0.99384,1.00112
2003,5th Quintile,Urban regions,No,0.99969,2328,2328,0.99897,1.00041
2004,1st Quintile,Urban regions,Yes,0.19237,224,1251,0.17051,0.21422
2004,1st Quintile,Urban regions,No,0.80763,1027,1251,0.78578,0.82949
2004,1st Quintile,Rural regions,Yes,0.21063,159,711,0.18064,0.24063
2004,1st Quintile,Rural regions,No,0.78937,552,711,0.75937,0.81936
2004,2nd Quintile,Urban regions,Yes,0.03087,40,1343,0.02161,0.04012
2004,2nd Quintile,Urban regions,No,0.96913,1303,1343,0.95988,0.97839
2004,2nd Quintile,Rural regions,Yes,0.02725,32,820,0.01610,0.03840
2004,2nd Quintile,Rural regions,No,0.97275,788,820,0.96160,0.98390
2004,3rd Quintile,Urban regions,No,0.99559,1395,1395,0.99212,0.99907
2004,3rd Quintile,Rural regions,No,0.99039,785,785,0.98357,0.99722
2004,4th Quintile,Urban regions,No,0.99540,1527,1527,0.99201,0.99880
2004,4th Quintile,Rural regions,No,0.99846,735,735,0.99561,1.00130
2004,5th Quintile,Urban regions,No,0.99803,2258,2258,0.99621,0.99986
2005,1st Quintile,Urban regions,Yes,0.12828,167,1276,0.10992,0.14663
2005,1st Quintile,Urban regions,No,0.87172,1109,1276,0.85337,0.89008
2005,1st Quintile,Rural regions,Yes,0.11195,90,695,0.08849,0.13541
2005,1st Quintile,Rural regions,No,0.88805,605,695,0.86459,0.91151
2005,2nd Quintile,Urban regions,Yes,0.02497,35,1270,0.01639,0.03356
2005,2nd Quintile,Urban regions,No,0.97503,1235,1270,0.96644,0.98361
2005,2nd Quintile,Rural regions,Yes,0.03555,34,798,0.02269,0.04840
2005,2nd Quintile,Rural regions,No,0.96445,764,798,0.95160,0.97731
2005,3rd Quintile,Urban regions,No,0.98993,1321,1321,0.98455,0.99532
2005,3rd Quintile,Rural regions,No,0.98596,757,757,0.97757,0.99434
2005,4th Quintile,Urban regions,No,0.99354,1481,1481,0.98945,0.99762
2005,4th Quintile,Rural regions,No,0.99786,724,724,0.99449,1.00123
2005,5th Quintile,Rural regions,No,0.99864,658,658,0.99582,1.00146
2006,1st Quintile,Urban regions,Yes,0.11694,156,1331,0.09967,0.13421
2006,1st Quintile,Urban regions,No,0.88306,1175,1331,0.86579,0.90033
2006,1st Quintile,Rural regions,Yes,0.12352,101,765,0.10019,0.14685
2006,1st Quintile,Rural regions,No,0.87648,664,765,0.85315,0.89981
2006,2nd Quintile,Urban regions,Yes,0.03231,41,1331,0.02281,0.04182
2006,2nd Quintile,Urban regions,No,0.96769,1290,1331,0.95818,0.97719
2006,2nd Quintile,Rural regions,No,0.97197,864,864,0.96095,0.98298
2006,3rd Quintile,Urban regions,No,0.99494,1492,1492,0.99133,0.99854
2006,3rd Quintile,Rural regions,No,0.98883,879,879,0.98188,0.99579
2006,4th Quintile,Urban regions,No,0.99869,1683,1683,0.99696,1.00042
2006,5th Quintile,Urban regions,No,0.99890,2316,2316,0.99754,1.00025
2006,5th Quintile,Rural regions,No,0.99554,740,740,0.99073,1.00034
2007,1st Quintile,Urban regions,Yes,0.10917,118,1237,0.09179,0.12656
2007,1st Quintile,Urban regions,No,0.89083,1119,1237,0.87344,0.90821
2007,1st Quintile,Rural regions,Yes,0.11233,94,723,0.08930,0.13536
2007,1st Quintile,Rural regions,No,0.88767,629,723,0.86464,0.91070
2007,2nd Quintile,Urban regions,Yes,0.03629,52,1302,0.02612,0.04645
2007,2nd Quintile,Urban regions,No,0.96371,1250,1302,0.95355,0.97388
2007,2nd Quintile,Rural regions,No,0.98181,795,795,0.97252,0.99111
2007,3rd Quintile,Urban regions,No,0.99193,1368,1368,0.98719,0.99667
2007,3rd Quintile,Rural regions,No,0.99655,836,836,0.99257,1.00053
2007,4th Quintile,Urban regions,No,0.99765,1550,1550,0.99524,1.00006
2007,4th Quintile,Rural regions,No,0.99237,775,775,0.98624,0.99850
2008,1st Quintile,Urban regions,Yes,0.09981,117,1184,0.08273,0.11690
2008,1st Quintile,Urban regions,No,0.90019,1067,1184,0.88310,0.91727
2008,1st Quintile,Rural regions,Yes,0.09451,74,689,0.07265,0.11637
2008,1st Quintile,Rural regions,No,0.90549,615,689,0.88363,0.92735
2008,2nd Quintile,Urban regions,Yes,0.03343,38,1213,0.02331,0.04354
2008,2nd Quintile,Urban regions,No,0.96657,1175,1213,0.95646,0.97669
2008,2nd Quintile,Rural regions,No,0.98694,745,745,0.97879,0.99510
2008,3rd Quintile,Urban regions,No,0.99545,1324,1324,0.99182,0.99908
2008,3rd Quintile,Rural regions,No,0.98789,827,827,0.98043,0.99535
2008,4th Quintile,Urban regions,No,0.99706,1426,1426,0.99425,0.99987
2009,1st Quintile,Urban regions,Yes,0.09579,106,1142,0.07872,0.11287
2009,1st Quintile,Urban regions,No,0.90421,1036,1142,0.88713,0.92128
2009,1st Quintile,Rural regions,Yes,0.10531,81,652,0.08173,0.12889
2009,1st Quintile,Rural regions,No,0.89469,571,652,0.87111,0.91827
2009,2nd Quintile,Urban regions,Yes,0.02544,32,1143,0.01631,0.03457
2009,2nd Quintile,Urban regions,No,0.97456,1111,1143,0.96543,0.98369
2009,2nd Quintile,Rural regions,No,0.99010,732,732,0.98292,0.99728
2009,3rd Quintile,Urban regions,No,0.99528,1182,1182,0.99136,0.99919
2009,3rd Quintile,Rural regions,No,0.98781,753,753,0.97997,0.99566
2009,4th Quintile,Urban regions,No,0.99860,1367,1367,0.99662,1.00058
2009,4th Quintile,Rural regions,No,0.99938,692,692,0.99752,1.00124
2010,1st Quintile,Urban regions,Yes,0.10331,271,1961,0.08983,0.11678
2010,1st Quintile,Urban regions,No,0.86029,1690,1961,0.84494,0.87564
2010,1st Quintile,Rural regions,Yes,0.09543,165,1107,0.07812,0.11275
2010,1st Quintile,Rural regions,No,0.84304,942,1107,0.82161,0.86448
2010,2nd Quintile,Urban regions,Yes,0.02563,88,1711,0.01814,0.03312
2010,2nd Quintile,Urban regions,No,0.94080,1623,1711,0.92961,0.95198
2010,2nd Quintile,Rural regions,Yes,0.02103,51,1137,0.01268,0.02937
2010,2nd Quintile,Rural regions,No,0.94168,1086,1137,0.92806,0.95531
2010,3rd Quintile,Urban regions,No,0.95842,1486,1486,0.94826,0.96857
2010,3rd Quintile,Rural regions,No,0.94969,956,956,0.93583,0.96355
2010,4th Quintile,Urban regions,No,0.95746,1605,1605,0.94759,0.96734
2010,4th Quintile,Rural regions,No,0.95670,759,759,0.94221,0.97119
2010,5th Quintile,Urban regions,No,0.96288,2041,2041,0.95468,0.97109
2010,5th Quintile,Rural regions,No,0.96815,592,592,0.95399,0.98231
2011,1st Quintile,Urban regions,Yes,0.09216,301,2237,0.08017,0.10415
2011,1st Quintile,Urban regions,No,0.87054,1936,2237,0.85662,0.88445
2011,1st Quintile,Rural regions,Yes,0.09613,214,1386,0.08060,0.11165
2011,1st Quintile,Rural regions,No,0.85557,1172,1386,0.83706,0.87408
2011,2nd Quintile,Urban regions,Yes,0.02298,103,1986,0.01639,0.02957
2011,2nd Quintile,Urban regions,No,0.95103,1883,1986,0.94153,0.96052
2011,2nd Quintile,Rural regions,Yes,0.02353,70,1364,0.01549,0.03158
2011,2nd Quintile,Rural regions,No,0.95158,1294,1364,0.94019,0.96298
2011,3rd Quintile,Urban regions,No,0.96887,1920,1920,0.96110,0.97664
2011,3rd Quintile,Rural regions,No,0.97340,1208,1208,0.96432,0.98248
2011,4th Quintile,Urban regions,No,0.97694,2018,2018,0.97039,0.98349
2011,4th Quintile,Rural regions,No,0.96408,959,959,0.95230,0.97587
2011,5th Quintile,Urban regions,No,0.96718,2325,2325,0.95994,0.97442
2011,5th Quintile,Rural regions,No,0.96548,780,780,0.95266,0.97830
2012,1st Quintile,Urban regions,Yes,0.07828,235,2148,0.06691,0.08964
2012,1st Quintile,Urban regions,No,0.88643,1913,2148,0.87301,0.89985
2012,1st Quintile,Rural regions,Yes,0.09103,194,1369,0.07579,0.10628
2012,1st Quintile,Rural regions,No,0.87125,1175,1369,0.85350,0.88900
2012,2nd Quintile,Urban regions,Yes,0.01401,74,1983,0.00884,0.01919
2012,2nd Quintile,Urban regions,No,0.96085,1909,1983,0.95231,0.96939
2012,2nd Quintile,Rural regions,Yes,0.02060,42,1262,0.01276,0.02844
2012,2nd Quintile,Rural regions,No,0.95011,1220,1262,0.93810,0.96213
2012,3rd Quintile,Urban regions,No,0.97510,1900,1900,0.96809,0.98211
2012,3rd Quintile,Rural regions,No,0.96113,1208,1208,0.95022,0.97203
2012,4th Quintile,Urban regions,No,0.97201,1906,1906,0.96460,0.97942
2012,4th Quintile,Rural regions,No,0.97372,1041,1041,0.96400,0.98344
2012,5th Quintile,Urban regions,No,0.98011,2273,2273,0.97437,0.98586
2012,5th Quintile,Rural regions,No,0.98476,822,822,0.97638,0.99314
2013,1st Quintile,Urban regions,Yes,0.07505,268,2723,0.06515,0.08494
2013,1st Quintile,Urban regions,No,0.89145,2455,2723,0.87977,0.90314
2013,1st Quintile,Rural regions,Yes,0.08415,183,1446,0.06983,0.09846
2013,1st Quintile,Rural regions,No,0.87727,1263,1446,0.86035,0.89419
2013,2nd Quintile,Urban regions,Yes,0.01986,82,2353,0.01422,0.02549
2013,2nd Quintile,Urban regions,No,0.95632,2271,2353,0.94806,0.96458
2013,2nd Quintile,Rural regions,Yes,0.01919,43,1436,0.01209,0.02629
2013,2nd Quintile,Rural regions,No,0.94442,1393,1436,0.93257,0.95627
2013,3rd Quintile,Urban regions,No,0.97115,2100,2100,0.96399,0.97831
2013,3rd Quintile,Rural regions,No,0.97560,1195,1195,0.96685,0.98435
2013,4th Quintile,Urban regions,No,0.98290,2007,2007,0.97723,0.98858
2013,4th Quintile,Rural regions,No,0.97959,1033,1033,0.97097,0.98822
2013,5th Quintile,Urban regions,No,0.97259,2416,2416,0.96607,0.97910
2013,5th Quintile,Rural regions,No,0.97675,767,767,0.96608,0.98742
2014,1st Quintile,Urban regions,Yes,0.05987,171,2201,0.04996,0.06979
2014,1st Quintile,Urban regions,No,0.91284,2030,2201,0.90105,0.92462
2014,1st Quintile,Rural regions,Yes,0.07573,115,1206,0.06079,0.09067
2014,1st Quintile,Rural regions,No,0.88694,1091,1206,0.86906,0.90482
2014,2nd Quintile,Urban regions,Yes,0.01907,57,2000,0.01308,0.02507
2014,2nd Quintile,Urban regions,No,0.94975,1943,2000,0.94017,0.95933
2014,2nd Quintile,Rural regions,Yes,0.01548,43,1265,0.00867,0.02228
2014,2nd Quintile,Rural regions,No,0.94724,1222,1265,0.93492,0.95957
2014,3rd Quintile,Urban regions,No,0.97552,1908,1908,0.96858,0.98245
2014,3rd Quintile,Rural regions,No,0.98079,1147,1147,0.97284,0.98874
2014,4th Quintile,Urban regions,No,0.98186,1911,1911,0.97588,0.98785
2014,4th Quintile,Rural regions,No,0.96870,962,962,0.95769,0.97971
2014,5th Quintile,Urban regions,No,0.98254,2229,2229,0.97710,0.98798
2014,5th Quintile,Rural regions,No,0.97258,746,746,0.96085,0.98431
2015,1st Quintile,Urban regions,Yes,0.05165,146,2180,0.04235,0.06094
2015,1st Quintile,Urban regions,No,0.83923,2034,2180,0.82381,0.85466
2015,1st Quintile,Rural regions,Yes,0.05554,92,1140,0.04224,0.06884
2015,1st Quintile,Rural regions,No,0.78233,1048,1140,0.75836,0.80629
2015,2nd Quintile,Urban regions,Yes,0.01402,59,1912,0.00874,0.01929
2015,2nd Quintile,Urban regions,No,0.86369,1853,1912,0.84830,0.87907
2015,2nd Quintile,Rural regions,No,0.82906,1176,1176,0.80754,0.85059
2015,3rd Quintile,Urban regions,No,0.84081,1694,1694,0.82338,0.85823
2015,3rd Quintile,Rural regions,No,0.82423,963,963,0.80017,0.84828
2015,4th Quintile,Urban regions,No,0.81089,1621,1621,0.79182,0.82996
2015,4th Quintile,Rural regions,No,0.79342,832,832,0.76589,0.82095
2015,5th Quintile,Urban regions,No,0.80999,1895,1895,0.79232,0.82766
2015,5th Quintile,Rural regions,No,0.76763,595,595,0.73367,0.80159
2016,1st Quintile,Urban regions,Yes,0.05350,264,3377,0.04590,0.06109
2016,1st Quintile,Urban regions,No,0.93487,3113,3377,0.92655,0.94319
2016,1st Quintile,Rural regions,Yes,0.05997,136,1718,0.04873,0.07120
2016,1st Quintile,Rural regions,No,0.90821,1582,1718,0.89455,0.92186
2016,2nd Quintile,Urban regions,Yes,0.01358,43,1829,0.00828,0.01889
2016,2nd Quintile,Urban regions,No,0.96309,1786,1829,0.95445,0.97173
2016,2nd Quintile,Rural regions,No,0.96335,1145,1145,0.95246,0.97424
2016,3rd Quintile,Urban regions,No,0.97721,1690,1690,0.97010,0.98433
2016,3rd Quintile,Rural regions,No,0.96863,993,993,0.95779,0.97948
2016,4th Quintile,Urban regions,No,0.98006,1732,1732,0.97347,0.98664
2016,4th Quintile,Rural regions,No,0.96302,881,881,0.95055,0.97549
2016,5th Quintile,Urban regions,No,0.98242,2017,2017,0.97668,0.98816
2016,5th Quintile,Rural regions,No,0.96974,689,689,0.95694,0.98254
2017,1st Quintile,Urban regions,Yes,0.04740,284,3683,0.04053,0.05426
2017,1st Quintile,Urban regions,No,0.93069,3399,3683,0.92248,0.93889
2017,1st Quintile,Rural regions,Yes,0.07325,184,1923,0.06161,0.08490
2017,1st Quintile,Rural regions,No,0.90385,1739,1923,0.89067,0.91703
2017,2nd Quintile,Urban regions,Yes,0.01766,61,2009,0.01190,0.02342
2017,2nd Quintile,Urban regions,No,0.96859,1948,2009,0.96096,0.97622
2017,2nd Quintile,Rural regions,Yes,0.00792,32,1284,0.00307,0.01278
2017,2nd Quintile,Rural regions,No,0.97346,1252,1284,0.96467,0.98226
2017,3rd Quintile,Urban regions,No,0.98478,1884,1884,0.97925,0.99031
2017,3rd Quintile,Rural regions,No,0.97498,1169,1169,0.96603,0.98394
2017,4th Quintile,Urban regions,No,0.97463,1982,1982,0.96771,0.98156
2017,4th Quintile,Rural regions,No,0.96276,1008,1008,0.95106,0.97445
2017,5th Quintile,Urban regions,No,0.97799,2289,2289,0.97198,0.98400
2017,5th Quintile,Rural regions,No,0.99175,759,759,0.98531,0.99819
2018,1st Quintile,Urban regions,Yes,0.06021,324,3559,0.05239,0.06802
2018,1st Quintile,Urban regions,No,0.93071,3235,3559,0.92237,0.93905
2018,1st Quintile,Rural regions,Yes,0.07633,205,1758,0.06391,0.08874
2018,1st Quintile,Rural regions,No,0.89753,1553,1758,0.88335,0.91171
2018,2nd Quintile,Urban regions,Yes,0.01399,107,2135,0.00901,0.01898
2018,2nd Quintile,Urban regions,No,0.97178,2028,2135,0.96476,0.97881
2018,2nd Quintile,Rural regions,Yes,0.00405,34,1277,0.00057,0.00754
2018,2nd Quintile,Rural regions,No,0.96917,1243,1277,0.95968,0.97865
2018,3rd Quintile,Urban regions,No,0.98737,1864,1864,0.98230,0.99244
2018,3rd Quintile,Rural regions,No,0.98182,1076,1076,0.97384,0.98981
2018,4th Quintile,Urban regions,No,0.98300,1910,1910,0.97720,0.98880
2018,4th Quintile,Rural regions,No,0.96578,949,949,0.95420,0.97735
2018,5th Quintile,Urban regions,No,0.98467,2215,2215,0.97955,0.98978
2018,5th Quintile,Rural regions,No,0.98564,762,762,0.97719,0.99409
2019,1st Quintile,Urban regions,Yes,0.05504,225,3327,0.04729,0.06279
2019,1st Quintile,Urban regions,No,0.92953,3102,3327,0.92083,0.93823
2019,1st Quintile,Rural regions,Yes,0.07776,128,1578,0.06454,0.09098
2019,1st Quintile,Rural regions,No,0.90840,1450,1578,0.89416,0.92263
2019,2nd Quintile,Urban regions,Yes,0.01348,50,1856,0.00823,0.01873
2019,2nd Quintile,Urban regions,No,0.97325,1806,1856,0.96591,0.98059
2019,2nd Quintile,Rural regions,No,0.95978,1152,1152,0.94843,0.97113
2019,3rd Quintile,Urban regions,No,0.98338,1762,1762,0.97741,0.98935
2019,3rd Quintile,Rural regions,No,0.98142,1023,1023,0.97315,0.98970
2019,4th Quintile,Urban regions,No,0.97151,1841,1841,0.96391,0.97911
2019,4th Quintile,Rural regions,No,0.99540,982,982,0.99117,0.99963
2019,5th Quintile,Urban regions,No,0.99782,3075,3075,0.99618,0.99947
2019,5th Quintile,Rural regions,No,0.99363,1143,1143,0.98902,0.99824
2020,1st Quintile,Urban regions,Yes,0.05159,298,4339,0.04500,0.05817
2020,1st Quintile,Urban regions,No,0.91996,4041,4339,0.91188,0.92803
2020,1st Quintile,Rural regions,Yes,0.04931,125,1678,0.03895,0.05968
2020,1st Quintile,Rural regions,No,0.91613,1553,1678,0.90286,0.92939
2020,2nd Quintile,Urban regions,Yes,0.01426,49,2201,0.00931,0.01921
2020,2nd Quintile,Urban regions,No,0.96228,2152,2201,0.95432,0.97024
2020,2nd Quintile,Rural regions,Yes,0.01910,32,1252,0.01152,0.02669
2020,2nd Quintile,Rural regions,No,0.95385,1220,1252,0.94222,0.96548
2020,3rd Quintile,Urban regions,No,0.96331,1843,1843,0.95472,0.97189
2020,3rd Quintile,Rural regions,No,0.97931,1001,1001,0.97048,0.98813
2020,4th Quintile,Urban regions,No,0.98031,1897,1897,0.97406,0.98657
2020,4th Quintile,Rural regions,No,0.97997,920,920,0.97091,0.98903
2020,5th Quintile,Urban regions,No,0.97657,2722,2722,0.97089,0.98226
2020,5th Quintile,Rural regions,No,0.99484,966,966,0.99032,0.99936
2021,1st Quintile,Urban regions,Yes,0.06090,223,2284,0.05109,0.07072
2021,1st Quintile,Urban regions,No,0.93147,2061,2284,0.92111,0.94184
2021,1st Quintile,Rural regions,Yes,0.06876,79,928,0.05247,0.08505
2021,1st Quintile,Rural regions,No,0.91462,849,928,0.89663,0.93260
2021,2nd Quintile,Urban regions,Yes,0.01361,58,1479,0.00771,0.01952
2021,2nd Quintile,Urban regions,No,0.97708,1421,1479,0.96945,0.98471
2021,2nd Quintile,Rural regions,No,0.98382,855,855,0.97536,0.99228
2021,3rd Quintile,Urban regions,No,0.98076,1320,1320,0.97335,0.98818
2021,3rd Quintile,Rural regions,No,0.98657,726,726,0.97819,0.99495
2021,4th Quintile,Urban regions,No,0.98579,1390,1390,0.97957,0.99202
2021,4th Quintile,Rural regions,No,0.99543,682,682,0.99037,1.00050
2021,5th Quintile,Urban regions,No,0.99245,2016,2016,0.98867,0.99623
2021,5th Quintile,Rural regions,No,0.99589,691,691,0.99111,1.00066
2022,1st Quintile,Urban regions,Yes,0.04993,180,3596,0.04281,0.05705
2022,1st Quintile,Urban regions,No,0.92915,3416,3596,0.92077,0.93754
2022,1st Quintile,Rural regions,Yes,0.06443,88,1591,0.05236,0.07650
2022,1st Quintile,Rural regions,No,0.91092,1503,1591,0.89691,0.92492
2022,2nd Quintile,Urban regions,Yes,0.02376,105,2757,0.01808,0.02945
2022,2nd Quintile,Urban regions,No,0.95860,2652,2757,0.95117,0.96604
