year,quintil_oecd_hh,sampreg,hlc0083_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2004,4th Quintile,East,No,0.99714,488,488,0.99240,1.00188
2004,5th Quintile,West,No,0.99837,2619,2619,0.99683,0.99992
2005,1st Quintile,West,Yes,0.10519,145,1334,0.08872,0.12166
2005,1st Quintile,West,No,0.89481,1189,1334,0.87834,0.91128
2005,1st Quintile,East,Yes,0.17306,112,637,0.14366,0.20247
2005,1st Quintile,East,No,0.82694,525,637,0.79753,0.85634
2005,2nd Quintile,West,Yes,0.02207,37,1386,0.01433,0.02981
2005,2nd Quintile,West,No,0.97793,1349,1386,0.97019,0.98567
2005,2nd Quintile,East,Yes,0.04834,32,682,0.03223,0.06445
2005,2nd Quintile,East,No,0.95166,650,682,0.93555,0.96777
2005,3rd Quintile,West,No,0.98709,1500,1500,0.98138,0.99281
2005,3rd Quintile,East,No,0.99507,578,578,0.98936,1.00079
2005,4th Quintile,West,No,0.99509,1743,1743,0.99181,0.99837
2005,4th Quintile,East,No,0.99306,462,462,0.98548,1.00064
2005,5th Quintile,East,No,0.99566,323,323,0.98848,1.00284
2006,1st Quintile,West,Yes,0.10504,149,1433,0.08916,0.12092
2006,1st Quintile,West,No,0.89496,1284,1433,0.87908,0.91084
2006,1st Quintile,East,Yes,0.16027,108,663,0.13233,0.18822
2006,1st Quintile,East,No,0.83973,555,663,0.81178,0.86767
2006,2nd Quintile,West,Yes,0.02696,40,1491,0.01873,0.03518
2006,2nd Quintile,West,No,0.97304,1451,1491,0.96482,0.98127
2006,2nd Quintile,East,No,0.95777,703,703,0.94289,0.97265
2006,3rd Quintile,West,No,0.99328,1704,1704,0.98940,0.99716
2006,3rd Quintile,East,No,0.99169,667,667,0.98480,0.99859
2006,4th Quintile,West,No,0.99905,1982,1982,0.99770,1.00041
2006,4th Quintile,East,No,0.99918,508,508,0.99668,1.00167
2006,5th Quintile,West,No,0.99819,2707,2707,0.99659,0.99979
2006,5th Quintile,East,No,0.99709,349,349,0.99143,1.00275
2007,1st Quintile,West,Yes,0.09656,117,1349,0.08080,0.11233
2007,1st Quintile,West,No,0.90344,1232,1349,0.88767,0.91920
2007,1st Quintile,East,Yes,0.15167,95,611,0.12320,0.18014
2007,1st Quintile,East,No,0.84833,516,611,0.81986,0.87680
2007,2nd Quintile,West,Yes,0.02952,45,1470,0.02087,0.03818
2007,2nd Quintile,West,No,0.97048,1425,1470,0.96182,0.97913
2007,2nd Quintile,East,No,0.96763,620,620,0.95368,0.98157
2007,3rd Quintile,West,No,0.99214,1555,1555,0.98775,0.99653
2007,3rd Quintile,East,No,0.99808,649,649,0.99471,1.00145
2007,4th Quintile,West,No,0.99590,1815,1815,0.99295,0.99884
2007,4th Quintile,East,No,0.99673,510,510,0.99177,1.00169
2008,1st Quintile,West,Yes,0.08329,110,1283,0.06817,0.09842
2008,1st Quintile,West,No,0.91671,1173,1283,0.90158,0.93183
2008,1st Quintile,East,Yes,0.14278,81,590,0.11453,0.17103
2008,1st Quintile,East,No,0.85722,509,590,0.82897,0.88547
2008,2nd Quintile,West,Yes,0.02832,35,1353,0.01948,0.03716
2008,2nd Quintile,West,No,0.97168,1318,1353,0.96284,0.98052
2008,2nd Quintile,East,No,0.97986,602,602,0.96862,0.99109
2008,3rd Quintile,West,No,0.99219,1487,1487,0.98772,0.99667
2008,3rd Quintile,East,No,0.99532,664,664,0.99013,1.00052
2008,4th Quintile,West,No,0.99761,1682,1682,0.99528,0.99994
2009,1st Quintile,West,Yes,0.08663,101,1207,0.07075,0.10250
2009,1st Quintile,West,No,0.91337,1106,1207,0.89750,0.92925
2009,1st Quintile,East,Yes,0.13477,86,587,0.10712,0.16241
2009,1st Quintile,East,No,0.86523,501,587,0.83759,0.89288
2009,2nd Quintile,West,Yes,0.01973,31,1267,0.01207,0.02740
2009,2nd Quintile,West,No,0.98027,1236,1267,0.97260,0.98793
2009,2nd Quintile,East,No,0.97824,607,607,0.96662,0.98985
2009,3rd Quintile,West,No,0.99606,1349,1349,0.99272,0.99941
2009,3rd Quintile,East,No,0.98071,586,586,0.96957,0.99186
2009,4th Quintile,West,No,0.99864,1634,1634,0.99686,1.00043
2010,1st Quintile,West,Yes,0.08927,300,2235,0.07744,0.10109
2010,1st Quintile,West,No,0.86948,1935,2235,0.85551,0.88345
2010,1st Quintile,East,Yes,0.13655,136,833,0.11321,0.15988
2010,1st Quintile,East,No,0.80755,697,833,0.78076,0.83434
2010,2nd Quintile,West,Yes,0.02487,97,2009,0.01806,0.03169
2010,2nd Quintile,West,No,0.93936,1912,2009,0.92892,0.94980
2010,2nd Quintile,East,Yes,0.02128,42,839,0.01151,0.03105
2010,2nd Quintile,East,No,0.94639,797,839,0.93114,0.96164
2010,3rd Quintile,West,No,0.95772,1824,1824,0.94848,0.96696
2010,3rd Quintile,East,No,0.94573,618,618,0.92785,0.96360
2010,4th Quintile,West,No,0.95654,1918,1918,0.94742,0.96567
2010,4th Quintile,East,No,0.96098,446,446,0.94299,0.97897
2010,5th Quintile,West,No,0.96747,2335,2335,0.96027,0.97466
2010,5th Quintile,East,No,0.92258,298,298,0.89218,0.95297
2011,1st Quintile,West,Yes,0.08473,333,2557,0.07394,0.09553
2011,1st Quintile,West,No,0.87890,2224,2557,0.86625,0.89154
2011,1st Quintile,East,Yes,0.11877,182,1066,0.09934,0.13820
2011,1st Quintile,East,No,0.82624,884,1066,0.80348,0.84899
2011,2nd Quintile,West,Yes,0.02408,129,2414,0.01797,0.03020
2011,2nd Quintile,West,No,0.95199,2285,2414,0.94346,0.96052
2011,2nd Quintile,East,Yes,0.02015,44,936,0.01114,0.02916
2011,2nd Quintile,East,No,0.94867,892,936,0.93453,0.96282
2011,3rd Quintile,West,No,0.96950,2361,2361,0.96257,0.97644
2011,3rd Quintile,East,No,0.97419,767,767,0.96296,0.98542
2011,4th Quintile,West,No,0.97505,2464,2464,0.96889,0.98121
2011,4th Quintile,East,No,0.96065,513,513,0.94381,0.97749
2011,5th Quintile,West,No,0.96673,2759,2759,0.96004,0.97342
2011,5th Quintile,East,No,0.96746,346,346,0.94874,0.98618
2012,1st Quintile,West,Yes,0.07348,273,2496,0.06324,0.08372
2012,1st Quintile,West,No,0.89294,2223,2496,0.88080,0.90507
2012,1st Quintile,East,Yes,0.11009,156,1021,0.09088,0.12930
2012,1st Quintile,East,No,0.84618,865,1021,0.82404,0.86832
2012,2nd Quintile,West,Yes,0.01436,86,2446,0.00965,0.01908
2012,2nd Quintile,West,No,0.95779,2360,2446,0.94982,0.96576
2012,2nd Quintile,East,No,0.95505,769,769,0.94040,0.96971
2012,3rd Quintile,West,No,0.97321,2329,2329,0.96665,0.97977
2012,3rd Quintile,East,No,0.95898,779,779,0.94504,0.97291
2012,4th Quintile,West,No,0.97607,2389,2389,0.96994,0.98220
2012,4th Quintile,East,No,0.95363,558,558,0.93617,0.97110
2012,5th Quintile,West,No,0.98237,2663,2663,0.97737,0.98737
2012,5th Quintile,East,No,0.97130,432,432,0.95553,0.98706
2013,1st Quintile,West,Yes,0.07439,316,3124,0.06519,0.08359
2013,1st Quintile,West,No,0.89259,2808,3124,0.88173,0.90345
2013,1st Quintile,East,Yes,0.08956,135,1045,0.07224,0.10688
2013,1st Quintile,East,No,0.86851,910,1045,0.84801,0.88901
2013,2nd Quintile,West,Yes,0.01781,90,2854,0.01296,0.02267
2013,2nd Quintile,West,No,0.95192,2764,2854,0.94407,0.95977
2013,2nd Quintile,East,Yes,0.02566,35,935,0.01552,0.03580
2013,2nd Quintile,East,No,0.95254,900,935,0.93890,0.96617
2013,3rd Quintile,West,No,0.97434,2582,2582,0.96824,0.98044
2013,3rd Quintile,East,No,0.96597,713,713,0.95266,0.97929
2013,4th Quintile,West,No,0.98339,2537,2537,0.97842,0.98837
2013,4th Quintile,East,No,0.97209,503,503,0.95767,0.98650
2013,5th Quintile,West,No,0.97450,2828,2828,0.96869,0.98031
2013,5th Quintile,East,No,0.96300,355,355,0.94333,0.98266
2014,1st Quintile,West,Yes,0.05869,200,2528,0.04953,0.06786
2014,1st Quintile,West,No,0.91067,2328,2528,0.89955,0.92179
2014,1st Quintile,East,Yes,0.08495,86,879,0.06651,0.10340
2014,1st Quintile,East,No,0.88442,793,879,0.86327,0.90557
2014,2nd Quintile,West,Yes,0.01902,69,2419,0.01358,0.02446
2014,2nd Quintile,West,No,0.94841,2350,2419,0.93959,0.95723
2014,2nd Quintile,East,Yes,0.01342,31,846,0.00566,0.02118
2014,2nd Quintile,East,No,0.95029,815,846,0.93564,0.96495
2014,3rd Quintile,West,No,0.97627,2338,2338,0.97010,0.98245
2014,3rd Quintile,East,No,0.98190,717,717,0.97214,0.99167
2014,4th Quintile,West,No,0.98017,2356,2356,0.97453,0.98580
2014,4th Quintile,East,No,0.96396,517,517,0.94788,0.98004
2014,5th Quintile,West,No,0.98045,2615,2615,0.97514,0.98575
2014,5th Quintile,East,No,0.97815,360,360,0.96302,0.99327
2015,1st Quintile,West,Yes,0.05356,177,2530,0.04478,0.06233
2015,1st Quintile,West,No,0.83763,2353,2530,0.82325,0.85200
2015,1st Quintile,East,Yes,0.05109,61,790,0.03573,0.06646
2015,1st Quintile,East,No,0.76671,729,790,0.73720,0.79622
2015,2nd Quintile,West,Yes,0.01292,70,2293,0.00829,0.01754
2015,2nd Quintile,West,No,0.85772,2223,2293,0.84342,0.87202
2015,2nd Quintile,East,No,0.83108,806,806,0.80520,0.85696
2015,3rd Quintile,West,No,0.85649,2124,2124,0.84157,0.87140
2015,3rd Quintile,East,No,0.74313,533,533,0.70600,0.78025
2015,4th Quintile,West,No,0.80844,2039,2039,0.79136,0.82553
2015,4th Quintile,East,No,0.78648,414,414,0.74696,0.82600
2015,5th Quintile,West,No,0.80371,2224,2224,0.78719,0.82022
2015,5th Quintile,East,No,0.76221,266,266,0.71095,0.81347
2016,1st Quintile,West,Yes,0.05330,309,3910,0.04626,0.06034
2016,1st Quintile,West,No,0.93432,3601,3910,0.92656,0.94209
2016,1st Quintile,East,Yes,0.06279,91,1185,0.04898,0.07661
2016,1st Quintile,East,No,0.90072,1094,1185,0.88368,0.91775
2016,2nd Quintile,West,Yes,0.01527,50,2213,0.01016,0.02038
2016,2nd Quintile,West,No,0.95955,2163,2213,0.95134,0.96776
2016,2nd Quintile,East,No,0.97565,768,768,0.96474,0.98656
2016,3rd Quintile,West,No,0.97656,2028,2028,0.96998,0.98315
2016,3rd Quintile,East,No,0.96547,655,655,0.95148,0.97946
2016,4th Quintile,West,No,0.97781,2169,2169,0.97161,0.98401
2016,4th Quintile,East,No,0.95540,444,444,0.93618,0.97462
2016,5th Quintile,West,No,0.97885,2386,2386,0.97307,0.98462
2016,5th Quintile,East,No,0.98459,320,320,0.97108,0.99811
2017,1st Quintile,West,Yes,0.04652,371,4399,0.04029,0.05274
2017,1st Quintile,West,No,0.93793,4028,4399,0.93080,0.94507
2017,1st Quintile,East,Yes,0.08459,97,1207,0.06889,0.10030
2017,1st Quintile,East,No,0.87216,1110,1207,0.85332,0.89101
2017,2nd Quintile,West,Yes,0.01380,70,2379,0.00911,0.01849
2017,2nd Quintile,West,No,0.97477,2309,2379,0.96846,0.98107
2017,2nd Quintile,East,No,0.95560,891,891,0.94207,0.96914
2017,3rd Quintile,West,No,0.98174,2340,2340,0.97631,0.98716
2017,3rd Quintile,East,No,0.97995,713,713,0.96965,0.99025
2017,4th Quintile,West,No,0.97255,2469,2469,0.96610,0.97899
2017,4th Quintile,East,No,0.95966,521,521,0.94275,0.97657
2017,5th Quintile,West,No,0.97987,2672,2672,0.97454,0.98519
2017,5th Quintile,East,No,0.99295,376,376,0.98449,1.00142
2018,1st Quintile,West,Yes,0.06564,420,4075,0.05804,0.07325
2018,1st Quintile,West,No,0.92394,3655,4075,0.91580,0.93208
2018,1st Quintile,East,Yes,0.06493,109,1242,0.05122,0.07864
2018,1st Quintile,East,No,0.90770,1133,1242,0.89160,0.92380
2018,2nd Quintile,West,Yes,0.01157,112,2458,0.00734,0.01579
2018,2nd Quintile,West,No,0.97132,2346,2458,0.96472,0.97792
2018,2nd Quintile,East,No,0.96954,925,925,0.95846,0.98062
2018,3rd Quintile,West,No,0.98805,2270,2270,0.98358,0.99252
2018,3rd Quintile,East,No,0.97412,670,670,0.96208,0.98615
2018,4th Quintile,West,No,0.97751,2367,2367,0.97153,0.98348
2018,4th Quintile,East,No,0.97964,492,492,0.96714,0.99213
2018,5th Quintile,West,No,0.98456,2620,2620,0.97984,0.98928
2018,5th Quintile,East,No,0.98868,357,357,0.97768,0.99967
2019,1st Quintile,West,Yes,0.05752,281,3895,0.05021,0.06484
2019,1st Quintile,West,No,0.93186,3614,3895,0.92394,0.93977
2019,1st Quintile,East,Yes,0.07744,76,1099,0.06163,0.09325
2019,1st Quintile,East,No,0.89496,1023,1099,0.87682,0.91309
2019,2nd Quintile,West,Yes,0.01750,65,2276,0.01211,0.02289
2019,2nd Quintile,West,No,0.96810,2211,2276,0.96087,0.97532
2019,2nd Quintile,East,No,0.96688,824,824,0.95466,0.97911
2019,3rd Quintile,West,No,0.98249,2170,2170,0.97698,0.98801
2019,3rd Quintile,East,No,0.98524,687,687,0.97621,0.99426
2019,4th Quintile,West,No,0.97947,2346,2346,0.97373,0.98521
2019,4th Quintile,East,No,0.97898,540,540,0.96687,0.99109
2019,5th Quintile,West,No,0.99727,3620,3620,0.99557,0.99897
2019,5th Quintile,East,No,0.99297,697,697,0.98676,0.99917
2020,1st Quintile,West,Yes,0.04995,359,4873,0.04384,0.05607
2020,1st Quintile,West,No,0.92589,4514,4873,0.91854,0.93325
2020,1st Quintile,East,Yes,0.05392,64,1144,0.04082,0.06701
2020,1st Quintile,East,No,0.89544,1080,1144,0.87770,0.91318
2020,2nd Quintile,West,Yes,0.01491,54,2581,0.01024,0.01959
2020,2nd Quintile,West,No,0.96240,2527,2581,0.95506,0.96974
2020,2nd Quintile,East,No,0.94864,845,845,0.93374,0.96353
2020,3rd Quintile,West,No,0.96901,2192,2192,0.96175,0.97626
2020,3rd Quintile,East,No,0.96840,652,652,0.95496,0.98184
2020,4th Quintile,West,No,0.97979,2305,2305,0.97404,0.98553
2020,4th Quintile,East,No,0.98288,512,512,0.97164,0.99413
2020,5th Quintile,West,No,0.97961,3110,3110,0.97464,0.98458
2020,5th Quintile,East,No,0.99363,578,578,0.98715,1.00012
2021,1st Quintile,West,Yes,0.05910,246,2533,0.04992,0.06829
2021,1st Quintile,West,No,0.93370,2287,2533,0.92401,0.94339
2021,1st Quintile,East,Yes,0.07799,56,680,0.05782,0.09816
2021,1st Quintile,East,No,0.89992,624,680,0.87735,0.92250
2021,2nd Quintile,West,Yes,0.01216,67,1766,0.00704,0.01727
2021,2nd Quintile,West,No,0.97793,1699,1766,0.97108,0.98479
2021,2nd Quintile,East,No,0.98571,577,577,0.97601,0.99540
2021,3rd Quintile,West,No,0.98026,1564,1564,0.97337,0.98716
2021,3rd Quintile,East,No,0.99330,482,482,0.98600,1.00059
2021,4th Quintile,West,No,0.98933,1681,1681,0.98442,0.99424
2021,4th Quintile,East,No,0.98491,391,391,0.97281,0.99701
2021,5th Quintile,West,No,0.99407,2289,2289,0.99093,0.99722
2021,5th Quintile,East,No,0.98639,418,418,0.97527,0.99751
2022,1st Quintile,West,Yes,0.04889,206,3963,0.04217,0.05560
2022,1st Quintile,West,No,0.93052,3757,3963,0.92260,0.93844
2022,1st Quintile,East,Yes,0.07379,62,1224,0.05914,0.08844
2022,1st Quintile,East,No,0.89893,1162,1224,0.88204,0.91582
2022,2nd Quintile,West,Yes,0.02513,113,3112,0.01963,0.03063
2022,2nd Quintile,West,No,0.96143,2999,3112,0.95466,0.96819
2022,2nd Quintile,East,No,0.96358,991,991,0.95191,0.97525
2022,3rd Quintile,West,No,0.97225,2600,2600,0.96594,0.97857
2022,3rd Quintile,East,No,0.96888,808,808,0.95690,0.98086
2022,4th Quintile,West,No,0.97829,2758,2758,0.97285,0.98373
2022,4th Quintile,East,No,0.98977,644,644,0.98200,0.99755
2022,5th Quintile,West,No,0.98424,3205,3205,0.97993,0.98855
2022,5th Quintile,East,No,0.98636,574,574,0.97686,0.99586
