"year","alter_gr","mean","median","n","lower_confidence","upper_confidence"
"2012","16-34 J.","7.4","7.5","6062","7.36","7.44"
"2012","35-65 J.","6.96","6.5","15427","6.93","6.99"
"2012","66 und älter","7.05","6.5","4898","7","7.1"
"2013","16-34 J.","7.4","7.5","7830","7.36","7.44"
"2013","35-65 J.","7.07","6.5","17707","7.04","7.1"
"2013","66 und älter","7.15","7.5","5019","7.1","7.2"
"2014","16-34 J.","7.42","7.5","6514","7.38","7.46"
"2014","35-65 J.","7.05","6.5","15547","7.02","7.08"
"2014","66 und älter","7.16","7.5","4927","7.11","7.21"
"2015","16-34 J.","7.54","7.5","6640","7.5","7.58"
"2015","35-65 J.","7.18","7.5","15202","7.15","7.21"
"2015","66 und älter","7.21","7.5","4886","7.16","7.26"
"2016","16-34 J.","7.62","7.5","7166","7.58","7.66"
"2016","35-65 J.","7.18","7.5","15243","7.15","7.21"
"2016","66 und älter","7.12","7.5","4708","7.07","7.17"
"2017","16-34 J.","7.47","7.5","8310","7.43","7.51"
"2017","35-65 J.","7.18","7.5","17180","7.15","7.21"
"2017","66 und älter","7.26","7.5","4984","7.21","7.31"
"2018","16-34 J.","7.46","7.5","7803","7.42","7.5"
"2018","35-65 J.","7.29","7.5","16355","7.26","7.32"
"2018","66 und älter","7.39","7.5","5007","7.34","7.44"
"2019","16-34 J.","7.56","7.5","6998","7.52","7.6"
"2019","35-65 J.","7.4","7.5","16863","7.38","7.42"
"2019","66 und älter","7.42","7.5","5247","7.37","7.47"
"2020","16-34 J.","7.52","7.5","8053","7.48","7.56"
"2020","35-65 J.","7.39","7.5","16436","7.37","7.41"
"2020","66 und älter","7.55","7.5","4968","7.5","7.6"
