year,sampreg,pli0083,proportion,n,lower_confidence,upper_confidence
1998,Westdeutschland,Nie,0.008117816091954022,18147,0.006812236656904525,0.00942339552700352
1998,Westdeutschland,Min 1x pro Monat,0.007830459770114942,18147,0.006548010401523719,0.009112909138706165
1998,Ostdeutschland,Seltener,0.00632183908045977,18147,0.005168656050725548,0.007475022110193992
1998,Ostdeutschland,Min 1x pro Monat,0.001939655172413793,18147,0.001299486649011741,0.0025798236958158452
1998,Ostdeutschland,Nie,0.0015086206896551724,18147,0.0009439232205467643,0.0020733181587635806
2003,Westdeutschland,Taeglich,0.649643432252128,27727,0.6440278177383908,0.6552590467658651
2003,Ostdeutschland,Taeglich,0.21233034276512538,27727,0.2075166017782264,0.21714408375202437
2003,Westdeutschland,Min 1x pro Woche,0.07931907062341845,27727,0.07613818529965026,0.08249995594718663
2003,Ostdeutschland,Min 1x pro Woche,0.019415688980906374,27727,0.017791548827195736,0.02103982913461701
2003,Westdeutschland,Seltener,0.013158500115021855,27727,0.011817182812732481,0.014499817417311229
2003,Westdeutschland,Nie,0.00989187945709685,27727,0.008726988298373378,0.01105677061582032
2003,Westdeutschland,Min 1x pro Monat,0.0073153899240855766,27727,0.006312325068005636,0.008318454780165517
2003,Ostdeutschland,Seltener,0.004646882907752473,27727,0.0038463594083104568,0.005447406407194488
2003,Ostdeutschland,Nie,0.0022084195997239477,27727,0.0016558775377667934,0.002760961661681102
2003,Ostdeutschland,Min 1x pro Monat,0.002070393374741201,27727,0.0015353598215146064,0.0026054269279677956
2008,Westdeutschland,Taeglich,0.6258114775383017,23673,0.6196469979999032,0.6319759570767002
2008,Ostdeutschland,Taeglich,0.2096078940534926,23673,0.2044228250948484,0.21479296301213677
2008,Westdeutschland,Min 1x pro Woche,0.09124902622695404,23673,0.08758071659465563,0.09491733585925244
2008,Ostdeutschland,Min 1x pro Woche,0.02534406647623994,23673,0.023341932031299348,0.02734620092118053
2008,Westdeutschland,Seltener,0.017086471046481432,23673,0.015435599561329363,0.0187373425316335
2008,Westdeutschland,Min 1x pro Monat,0.010438847052713581,23673,0.009144123619128818,0.011733570486298344
2008,Westdeutschland,Nie,0.008932744741625552,23673,0.007734147019659514,0.01013134246359159
2008,Ostdeutschland,Seltener,0.005556998182290314,23673,0.004610021037230528,0.0065039753273501005
2008,Ostdeutschland,Min 1x pro Monat,0.003635419371591794,23673,0.0028687363935508974,0.004402102349632691
2008,Ostdeutschland,Nie,0.0023370553103090105,23673,0.0017219409888211137,0.0029521696317969075
2013,Westdeutschland,Taeglich,0.5992537313432836,44486,0.5946998206467623,0.603807642039805
2013,Ostdeutschland,Taeglich,0.1786724273369992,44486,0.1751125800907559,0.1822322745832425
2013,Westdeutschland,Min 1x pro Woche,0.1256087981146897,44486,0.12252910592099335,0.12868849030838606
2013,Ostdeutschland,Min 1x pro Woche,0.030871956009426552,44486,0.029264581612066416,0.03247933040678669
2013,Westdeutschland,Seltener,0.024469756480754123,44486,0.02303400396719697,0.025905508994311276
2013,Westdeutschland,Min 1x pro Monat,0.01743912018853103,44486,0.016222692176803083,0.018655548200258977
2013,Westdeutschland,Nie,0.009230164964650431,44486,0.008341505211116238,0.010118824718184625
2013,Ostdeutschland,Seltener,0.007501963864886095,44486,0.006700107271488036,0.008303820458284154
2013,Ostdeutschland,Min 1x pro Monat,0.004595443833464258,44486,0.003966939992758448,0.0052239476741700675
2013,Ostdeutschland,Nie,0.002356637863315004,44486,0.0019060510509427593,0.002807224675687249
2019,Westdeutschland,Taeglich,0.5815187699992196,42417,0.5768240904098307,0.5862134495886084
2019,Ostdeutschland,Taeglich,0.17107625068290017,42417,0.16749249619402007,0.17466000517178026
2019,Westdeutschland,Min 1x pro Woche,0.1412237571216733,42417,0.13790954738994768,0.1445379668533989
2019,Westdeutschland,Seltener,0.031647545461640524,42417,0.029981553729396752,0.033313537193884295
2019,Ostdeutschland,Min 1x pro Woche,0.030671973776633107,42417,0.029031035128939134,0.03231291242432708
2019,Westdeutschland,Min 1x pro Monat,0.017052993053929603,42417,0.015820877452910134,0.018285108654949072
2019,Westdeutschland,Nie,0.01229220323109342,42417,0.011243590312578045,0.013340816149608796
2019,Ostdeutschland,Seltener,0.009014282369468508,42417,0.008114815081444259,0.009913749657492758
2019,Ostdeutschland,Min 1x pro Monat,0.0037071724030281745,42417,0.003128808752301942,0.004285536053754407
2019,Ostdeutschland,Nie,0.0017950519004136425,42417,0.0013922101625427358,0.002197893638284549
2021,Westdeutschland,Taeglich,0.5533127799429934,27598,0.5474472888385203,0.5591782710474665
2021,Westdeutschland,Min 1x pro Woche,0.168053051015066,27598,0.16364153069836512,0.1724645713317669
2021,Ostdeutschland,Taeglich,0.15292885812343668,27598,0.14868244804156308,0.15717526820531028
2021,Ostdeutschland,Min 1x pro Woche,0.040660810889418884,27598,0.03833062066050042,0.04299100111833735
2021,Westdeutschland,Seltener,0.03286603455296376,27598,0.030762574649293262,0.034969494456634255
2021,Westdeutschland,Min 1x pro Monat,0.020708510267000175,27598,0.019028361702507622,0.022388658831492728
2021,Westdeutschland,Nie,0.014542493165028212,27598,0.013130099856177108,0.015954886473879316
2021,Ostdeutschland,Seltener,0.007562096445814671,27598,0.0065400043176002745,0.008584188574029067
2021,Ostdeutschland,Min 1x pro Monat,0.006166017101971962,27598,0.005242432784234469,0.007089601419709456
2021,Ostdeutschland,Nie,0.003199348496306207,27598,0.002533075522284675,0.003865621470327739
