year,quintil_oecd,pli0083,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,1st Quintile,At least once per month,0.01115,37,3397,0.00762,0.01468
2003,1st Quintile,Seldom,0.01701,52,3397,0.01266,0.02136
2003,1st Quintile,Never,0.01964,62,3397,0.01497,0.02431
2003,2nd Quintile,Daily,0.91276,3497,3830,0.90382,0.92169
2003,2nd Quintile,At least once per week,0.05396,235,3830,0.04680,0.06111
2003,2nd Quintile,Seldom,0.01592,55,3830,0.01196,0.01989
2003,2nd Quintile,Never,0.01205,43,3830,0.00860,0.01551
2003,3rd Quintile,Daily,0.87957,3587,4055,0.86955,0.88959
2003,3rd Quintile,At least once per week,0.08403,340,4055,0.07549,0.09257
2003,3rd Quintile,At least once per month,0.01325,43,4055,0.00973,0.01677
2003,3rd Quintile,Seldom,0.01152,43,4055,0.00823,0.01480
2003,3rd Quintile,Never,0.01163,42,4055,0.00833,0.01493
2003,4th Quintile,Daily,0.85817,3821,4448,0.84792,0.86843
2003,4th Quintile,At least once per week,0.10471,465,4448,0.09572,0.11371
2003,4th Quintile,At least once per month,0.01014,43,4448,0.00720,0.01309
2003,4th Quintile,Seldom,0.01445,74,4448,0.01094,0.01795
2003,4th Quintile,Never,0.01253,45,4448,0.00926,0.01579
2003,5th Quintile,Daily,0.81926,5131,6335,0.80978,0.82873
2003,5th Quintile,At least once per week,0.13120,898,6335,0.12288,0.13951
2003,5th Quintile,At least once per month,0.01068,65,6335,0.00815,0.01321
2003,5th Quintile,Seldom,0.02489,168,6335,0.02105,0.02873
2003,5th Quintile,Never,0.01398,73,6335,0.01109,0.01687
2008,1st Quintile,Daily,0.83359,2485,2958,0.82016,0.84701
2008,1st Quintile,At least once per week,0.09727,289,2958,0.08659,0.10795
2008,1st Quintile,At least once per month,0.01602,48,2958,0.01149,0.02054
2008,1st Quintile,Seldom,0.02804,76,2958,0.02209,0.03399
2008,1st Quintile,Never,0.02508,60,2958,0.01945,0.03072
2008,2nd Quintile,Daily,0.87288,2934,3366,0.86162,0.88413
2008,2nd Quintile,At least once per week,0.08657,286,3366,0.07707,0.09607
2008,2nd Quintile,At least once per month,0.00980,34,3366,0.00647,0.01313
2008,2nd Quintile,Seldom,0.01941,63,3366,0.01475,0.02407
2008,2nd Quintile,Never,0.01135,49,3366,0.00777,0.01492
2008,3rd Quintile,Daily,0.85588,3279,3785,0.84469,0.86708
2008,3rd Quintile,At least once per week,0.09614,363,3785,0.08674,0.10553
2008,3rd Quintile,At least once per month,0.01647,51,3785,0.01241,0.02052
2008,3rd Quintile,Seldom,0.02342,92,3785,0.01860,0.02823
2008,4th Quintile,Daily,0.83666,3230,3865,0.82500,0.84831
2008,4th Quintile,At least once per week,0.11809,461,3865,0.10792,0.12827
2008,4th Quintile,At least once per month,0.01449,55,3865,0.01072,0.01825
2008,4th Quintile,Seldom,0.01825,78,3865,0.01403,0.02247
2008,4th Quintile,Never,0.01251,41,3865,0.00901,0.01602
2008,5th Quintile,Daily,0.78746,4157,5257,0.77640,0.79852
2008,5th Quintile,At least once per week,0.16477,846,5257,0.15474,0.17480
2008,5th Quintile,At least once per month,0.01380,83,5257,0.01065,0.01696
2008,5th Quintile,Seldom,0.02378,126,5257,0.01967,0.02790
2008,5th Quintile,Never,0.01018,45,5257,0.00747,0.01289
2013,1st Quintile,Daily,0.80992,4106,5106,0.79916,0.82069
2013,1st Quintile,At least once per week,0.12050,648,5106,0.11157,0.12943
2013,1st Quintile,At least once per month,0.01614,79,5106,0.01269,0.01960
2013,1st Quintile,Seldom,0.03201,182,5106,0.02718,0.03684
2013,1st Quintile,Never,0.02143,91,5106,0.01745,0.02540
2013,2nd Quintile,Daily,0.82390,4163,5195,0.81355,0.83426
2013,2nd Quintile,At least once per week,0.11465,691,5195,0.10599,0.12332
2013,2nd Quintile,At least once per month,0.01785,95,5195,0.01425,0.02145
2013,2nd Quintile,Seldom,0.02895,182,5195,0.02439,0.03351
2013,2nd Quintile,Never,0.01464,64,5195,0.01138,0.01791
2013,3rd Quintile,Daily,0.82155,3846,4860,0.81078,0.83232
2013,3rd Quintile,At least once per week,0.12314,738,4860,0.11390,0.13238
2013,3rd Quintile,At least once per month,0.01826,97,4860,0.01450,0.02203
2013,3rd Quintile,Seldom,0.02761,128,4860,0.02300,0.03222
2013,3rd Quintile,Never,0.00944,51,4860,0.00672,0.01216
2013,4th Quintile,Daily,0.77291,3666,4826,0.76109,0.78473
2013,4th Quintile,At least once per week,0.16140,841,4826,0.15102,0.17178
2013,4th Quintile,At least once per month,0.02340,127,4826,0.01913,0.02766
2013,4th Quintile,Seldom,0.02851,150,4826,0.02382,0.03321
2013,4th Quintile,Never,0.01378,42,4826,0.01049,0.01707
2013,5th Quintile,Daily,0.75064,4022,5469,0.73917,0.76210
2013,5th Quintile,At least once per week,0.18627,1064,5469,0.17595,0.19659
2013,5th Quintile,At least once per month,0.02802,163,5469,0.02364,0.03239
2013,5th Quintile,Seldom,0.02673,173,5469,0.02246,0.03101
2013,5th Quintile,Never,0.00834,47,5469,0.00593,0.01075
2019,1st Quintile,Daily,0.79892,3489,4443,0.78714,0.81071
2019,1st Quintile,At least once per week,0.13178,601,4443,0.12183,0.14173
2019,1st Quintile,At least once per month,0.01550,86,4443,0.01186,0.01913
2019,1st Quintile,Seldom,0.03320,187,4443,0.02793,0.03847
2019,1st Quintile,Never,0.02060,80,4443,0.01642,0.02478
2019,2nd Quintile,Daily,0.79546,3796,4766,0.78401,0.80692
2019,2nd Quintile,At least once per week,0.13690,650,4766,0.12714,0.14666
2019,2nd Quintile,At least once per month,0.01612,74,4766,0.01254,0.01969
2019,2nd Quintile,Seldom,0.03797,186,4766,0.03254,0.04340
2019,2nd Quintile,Never,0.01355,60,4766,0.01027,0.01683
2019,3rd Quintile,Daily,0.77995,3425,4420,0.76774,0.79217
2019,3rd Quintile,At least once per week,0.14761,693,4420,0.13715,0.15807
2019,3rd Quintile,At least once per month,0.02262,95,4420,0.01823,0.02700
2019,3rd Quintile,Seldom,0.03800,162,4420,0.03237,0.04364
2019,3rd Quintile,Never,0.01182,45,4420,0.00863,0.01500
2019,4th Quintile,Daily,0.75921,3228,4268,0.74638,0.77204
2019,4th Quintile,At least once per week,0.17908,772,4268,0.16757,0.19058
2019,4th Quintile,At least once per month,0.01779,75,4268,0.01382,0.02176
2019,4th Quintile,Seldom,0.03460,153,4268,0.02912,0.04009
2019,4th Quintile,Never,0.00932,40,4268,0.00644,0.01221
2019,5th Quintile,Daily,0.73783,3488,4810,0.72540,0.75026
2019,5th Quintile,At least once per week,0.18761,984,4810,0.17657,0.19864
2019,5th Quintile,At least once per month,0.02719,121,4810,0.02259,0.03178
2019,5th Quintile,Seldom,0.03345,158,4810,0.02837,0.03853
2019,5th Quintile,Never,0.01393,59,4810,0.01062,0.01724
2021,1st Quintile,Daily,0.74771,2337,3239,0.73275,0.76267
2021,1st Quintile,At least once per week,0.15057,565,3239,0.13825,0.16289
2021,1st Quintile,At least once per month,0.02488,83,3239,0.01951,0.03024
2021,1st Quintile,Seldom,0.05323,179,3239,0.04549,0.06096
2021,1st Quintile,Never,0.02362,75,3239,0.01839,0.02885
2021,2nd Quintile,Daily,0.77301,2522,3340,0.75880,0.78722
2021,2nd Quintile,At least once per week,0.16115,582,3340,0.14868,0.17362
2021,2nd Quintile,At least once per month,0.01842,65,3340,0.01386,0.02298
2021,2nd Quintile,Seldom,0.03123,114,3340,0.02533,0.03713
2021,2nd Quintile,Never,0.01618,57,3340,0.01190,0.02046
2021,3rd Quintile,Daily,0.73007,2227,3096,0.71443,0.74571
2021,3rd Quintile,At least once per week,0.18989,629,3096,0.17608,0.20371
2021,3rd Quintile,At least once per month,0.02095,81,3096,0.01590,0.02600
2021,3rd Quintile,Seldom,0.04103,113,3096,0.03404,0.04802
2021,3rd Quintile,Never,0.01806,46,3096,0.01337,0.02275
2021,4th Quintile,Daily,0.71511,2265,3181,0.69943,0.73080
2021,4th Quintile,At least once per week,0.21157,685,3181,0.19738,0.22577
2021,4th Quintile,At least once per month,0.02276,89,3181,0.01758,0.02794
2021,4th Quintile,Seldom,0.03517,103,3181,0.02877,0.04157
2021,4th Quintile,Never,0.01538,39,3181,0.01111,0.01966
2021,5th Quintile,Daily,0.67640,2762,4274,0.66237,0.69043
2021,5th Quintile,At least once per week,0.24271,1110,4274,0.22986,0.25557
2021,5th Quintile,At least once per month,0.02493,137,4274,0.02025,0.02960
2021,5th Quintile,Seldom,0.03377,180,4274,0.02836,0.03919
2021,5th Quintile,Never,0.02219,85,4274,0.01777,0.02660
