year,pgisced97,sampreg,pli0083,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,Upper Secondary Level,West,Never,0.01328,86,8272,0.01082,0.01575
2003,Upper Secondary Level,East,Daily,0.90129,2514,2747,0.89014,0.91245
2003,Upper Secondary Level,East,At least once per week,0.06262,188,2747,0.05356,0.07169
2003,Upper Secondary Level,East,Seldom,0.01549,45,2747,0.01087,0.02011
2003,Post-secondary Non-tertiary Level,West,Daily,0.82172,821,964,0.79754,0.84589
2003,Post-secondary Non-tertiary Level,West,At least once per week,0.13313,143,964,0.11167,0.15458
2003,Post-secondary Non-tertiary Level,East,Daily,0.77368,112,112,0.69583,0.85153
2003,First Stage of Tertiary Education,West,Daily,0.83359,1016,1170,0.81224,0.85494
2003,First Stage of Tertiary Education,West,At least once per week,0.11455,154,1170,0.09629,0.13281
2003,First Stage of Tertiary Education,East,Daily,0.89714,403,403,0.86744,0.92683
2003,Second Stage of Tertiary Education,West,Daily,0.76629,2338,3048,0.75126,0.78131
2003,Second Stage of Tertiary Education,West,At least once per week,0.17306,542,3048,0.15963,0.18649
2003,Second Stage of Tertiary Education,West,At least once per month,0.01257,36,3048,0.00861,0.01652
2003,Second Stage of Tertiary Education,West,Seldom,0.02598,78,3048,0.02033,0.03163
2003,Second Stage of Tertiary Education,West,Never,0.02210,54,3048,0.01688,0.02732
2003,Second Stage of Tertiary Education,East,Daily,0.84892,1090,1272,0.82923,0.86861
2003,Second Stage of Tertiary Education,East,At least once per week,0.11381,147,1272,0.09635,0.13127
2003,Second Stage of Tertiary Education,East,Seldom,0.02426,35,1272,0.01580,0.03272
2008,No answer / don't know,West,Daily,0.73988,195,240,0.68426,0.79550
2008,No answer / don't know,West,At least once per week,0.21797,45,240,0.16563,0.27032
2008,No answer / don't know,East,Daily,0.85248,65,65,0.76560,0.93936
2008,Pre-primary Level,West,Daily,0.81336,215,262,0.76609,0.86063
2008,Pre-primary Level,West,At least once per week,0.15627,47,262,0.11222,0.20033
2008,Pre-primary Level,East,Daily,0.76415,65,65,0.66015,0.86816
2008,Primary Level,West,Daily,0.85185,148,148,0.79442,0.90928
2008,Lower Secondary Level,West,Daily,0.90360,1535,1639,0.88931,0.91789
2008,Lower Secondary Level,West,At least once per week,0.05616,104,1639,0.04501,0.06731
2008,Lower Secondary Level,East,Daily,0.91556,273,273,0.88252,0.94861
2008,Upper Secondary Level,West,Daily,0.85730,6214,7209,0.84922,0.86537
2008,Upper Secondary Level,West,At least once per week,0.09903,689,7209,0.09214,0.10593
2008,Upper Secondary Level,West,At least once per month,0.01266,91,7209,0.01008,0.01524
2008,Upper Secondary Level,West,Seldom,0.01998,141,7209,0.01675,0.02321
2008,Upper Secondary Level,West,Never,0.01103,74,7209,0.00861,0.01344
2008,Upper Secondary Level,East,Daily,0.87295,2183,2461,0.85978,0.88611
2008,Upper Secondary Level,East,At least once per week,0.07611,194,2461,0.06563,0.08659
2008,Upper Secondary Level,East,At least once per month,0.01653,38,2461,0.01149,0.02156
2008,Upper Secondary Level,East,Seldom,0.02021,46,2461,0.01465,0.02578
2008,Post-secondary Non-tertiary Level,West,Daily,0.80206,718,876,0.77566,0.82846
2008,Post-secondary Non-tertiary Level,West,At least once per week,0.15551,158,876,0.13150,0.17952
2008,Post-secondary Non-tertiary Level,East,Daily,0.79868,126,126,0.72839,0.86898
2008,First Stage of Tertiary Education,West,Daily,0.83253,860,993,0.80929,0.85577
2008,First Stage of Tertiary Education,West,At least once per week,0.12507,133,993,0.10448,0.14565
2008,First Stage of Tertiary Education,East,Daily,0.87227,323,360,0.83774,0.90680
2008,First Stage of Tertiary Education,East,At least once per week,0.09560,37,360,0.06519,0.12602
2008,Second Stage of Tertiary Education,West,Daily,0.72379,2165,2945,0.70764,0.73995
2008,Second Stage of Tertiary Education,West,At least once per week,0.19775,577,2945,0.18336,0.21214
2008,Second Stage of Tertiary Education,West,At least once per month,0.02312,60,2945,0.01769,0.02855
2008,Second Stage of Tertiary Education,West,Seldom,0.03354,95,2945,0.02703,0.04004
2008,Second Stage of Tertiary Education,West,Never,0.02180,48,2945,0.01652,0.02707
2008,Second Stage of Tertiary Education,East,Daily,0.78248,983,1205,0.75918,0.80579
2008,Second Stage of Tertiary Education,East,At least once per week,0.14668,183,1205,0.12669,0.16666
2008,Second Stage of Tertiary Education,East,Seldom,0.02867,39,1205,0.01924,0.03809
2013,No answer / don't know,West,Daily,0.70721,273,362,0.66027,0.75415
2013,No answer / don't know,West,At least once per week,0.21307,89,362,0.17082,0.25531
2013,No answer / don't know,East,Daily,0.74349,49,49,0.61994,0.86703
2013,Pre-primary Level,West,Daily,0.67737,245,356,0.62874,0.72600
2013,Pre-primary Level,West,At least once per week,0.24217,111,356,0.19760,0.28673
2013,Pre-primary Level,East,Daily,0.73273,39,39,0.59203,0.87344
2013,Primary Level,West,Daily,0.86295,252,252,0.82040,0.90549
2013,Primary Level,East,Daily,0.74342,39,39,0.60455,0.88228
2013,Lower Secondary Level,West,Daily,0.87765,1905,2190,0.86392,0.89138
2013,Lower Secondary Level,West,At least once per week,0.07802,223,2190,0.06678,0.08925
2013,Lower Secondary Level,West,Seldom,0.02071,62,2190,0.01474,0.02667
2013,Lower Secondary Level,East,Daily,0.87824,307,307,0.84161,0.91488
2013,Upper Secondary Level,West,Daily,0.82706,7607,9339,0.81939,0.83473
2013,Upper Secondary Level,West,At least once per week,0.11448,1181,9339,0.10802,0.12094
2013,Upper Secondary Level,West,At least once per month,0.01787,174,9339,0.01518,0.02056
2013,Upper Secondary Level,West,Seldom,0.02910,282,9339,0.02569,0.03251
2013,Upper Secondary Level,West,Never,0.01149,95,9339,0.00933,0.01365
2013,Upper Secondary Level,East,Daily,0.82343,2535,3017,0.80983,0.83704
2013,Upper Secondary Level,East,At least once per week,0.11422,343,3017,0.10287,0.12557
2013,Upper Secondary Level,East,At least once per month,0.02071,43,3017,0.01563,0.02579
2013,Upper Secondary Level,East,Seldom,0.02981,96,3017,0.02374,0.03588
2013,Post-secondary Non-tertiary Level,West,Daily,0.76741,1116,1458,0.74572,0.78910
2013,Post-secondary Non-tertiary Level,West,At least once per week,0.20200,307,1458,0.18138,0.22262
2013,Post-secondary Non-tertiary Level,West,Seldom,0.01630,35,1458,0.00980,0.02280
2013,Post-secondary Non-tertiary Level,East,Daily,0.70825,200,252,0.65201,0.76449
2013,Post-secondary Non-tertiary Level,East,At least once per week,0.22377,52,252,0.17221,0.27533
2013,First Stage of Tertiary Education,West,Daily,0.75766,932,1229,0.73370,0.78163
2013,First Stage of Tertiary Education,West,At least once per week,0.15988,215,1229,0.13939,0.18038
2013,First Stage of Tertiary Education,West,At least once per month,0.03474,36,1229,0.02450,0.04498
2013,First Stage of Tertiary Education,West,Seldom,0.03414,46,1229,0.02398,0.04429
2013,First Stage of Tertiary Education,East,Daily,0.83062,345,401,0.79386,0.86737
2013,First Stage of Tertiary Education,East,At least once per week,0.12702,56,401,0.09439,0.15966
2013,Second Stage of Tertiary Education,West,Daily,0.67902,2927,4369,0.66517,0.69286
2013,Second Stage of Tertiary Education,West,At least once per week,0.23825,1056,4369,0.22562,0.25088
2013,Second Stage of Tertiary Education,West,At least once per month,0.03382,159,4369,0.02846,0.03918
2013,Second Stage of Tertiary Education,West,Seldom,0.02920,160,4369,0.02421,0.03420
2013,Second Stage of Tertiary Education,West,Never,0.01971,67,4369,0.01559,0.02384
2013,Second Stage of Tertiary Education,East,Daily,0.74638,1035,1432,0.72384,0.76892
2013,Second Stage of Tertiary Education,East,At least once per week,0.16287,285,1432,0.14374,0.18201
2013,Second Stage of Tertiary Education,East,At least once per month,0.03022,50,1432,0.02135,0.03909
2013,Second Stage of Tertiary Education,East,Seldom,0.05046,62,1432,0.03912,0.06180
2019,No answer / don't know,West,Daily,0.68391,321,416,0.63917,0.72864
2019,No answer / don't know,West,At least once per week,0.23254,95,416,0.19190,0.27319
2019,No answer / don't know,East,Daily,0.63122,79,79,0.52415,0.73830
2019,Pre-primary Level,West,Daily,0.70770,180,250,0.65121,0.76419
2019,Pre-primary Level,West,At least once per week,0.22797,70,250,0.17586,0.28008
2019,Pre-primary Level,East,Daily,0.81061,36,36,0.68081,0.94042
2019,Primary Level,West,Daily,0.82859,290,290,0.78514,0.87204
2019,Primary Level,East,Daily,0.86800,41,41,0.76310,0.97290
2019,Lower Secondary Level,West,Daily,0.82597,1649,1989,0.80931,0.84264
2019,Lower Secondary Level,West,At least once per week,0.11068,257,1989,0.09689,0.12447
2019,Lower Secondary Level,West,Seldom,0.03754,83,1989,0.02918,0.04589
2019,Lower Secondary Level,East,Daily,0.87149,317,350,0.83637,0.90660
2019,Lower Secondary Level,East,At least once per week,0.07711,33,350,0.04912,0.10510
2019,Upper Secondary Level,West,Daily,0.81130,6807,8503,0.80299,0.81962
2019,Upper Secondary Level,West,At least once per week,0.12752,1182,8503,0.12043,0.13461
2019,Upper Secondary Level,West,At least once per month,0.01538,127,8503,0.01277,0.01800
2019,Upper Secondary Level,West,Seldom,0.03213,286,8503,0.02839,0.03588
2019,Upper Secondary Level,West,Never,0.01366,101,8503,0.01119,0.01613
2019,Upper Secondary Level,East,Daily,0.83507,2208,2567,0.82072,0.84943
2019,Upper Secondary Level,East,At least once per week,0.11699,256,2567,0.10456,0.12943
2019,Upper Secondary Level,East,Seldom,0.03278,103,2567,0.02589,0.03967
2019,Post-secondary Non-tertiary Level,West,Daily,0.74663,1345,1822,0.72665,0.76661
2019,Post-secondary Non-tertiary Level,West,At least once per week,0.19231,365,1822,0.17420,0.21041
2019,Post-secondary Non-tertiary Level,West,At least once per month,0.02538,42,1822,0.01816,0.03260
2019,Post-secondary Non-tertiary Level,West,Seldom,0.02544,70,1822,0.01821,0.03267
2019,Post-secondary Non-tertiary Level,East,Daily,0.75617,246,298,0.70734,0.80501
2019,Post-secondary Non-tertiary Level,East,At least once per week,0.18057,52,298,0.13682,0.22432
2019,First Stage of Tertiary Education,West,Daily,0.73088,889,1201,0.70578,0.75597
2019,First Stage of Tertiary Education,West,At least once per week,0.17774,222,1201,0.15611,0.19937
2019,First Stage of Tertiary Education,West,At least once per month,0.03421,32,1201,0.02392,0.04449
2019,First Stage of Tertiary Education,West,Seldom,0.05028,58,1201,0.03792,0.06264
2019,First Stage of Tertiary Education,East,Daily,0.79233,358,408,0.75292,0.83174
2019,First Stage of Tertiary Education,East,At least once per week,0.14578,50,408,0.11150,0.18006
2019,Second Stage of Tertiary Education,West,Daily,0.66815,3422,5400,0.65558,0.68071
2019,Second Stage of Tertiary Education,West,At least once per week,0.23331,1405,5400,0.22203,0.24459
2019,Second Stage of Tertiary Education,West,At least once per month,0.03082,178,5400,0.02621,0.03543
2019,Second Stage of Tertiary Education,West,Seldom,0.04361,269,5400,0.03816,0.04906
2019,Second Stage of Tertiary Education,West,Never,0.02411,126,5400,0.02002,0.02821
2019,Second Stage of Tertiary Education,East,Daily,0.69908,1099,1567,0.67636,0.72180
2019,Second Stage of Tertiary Education,East,At least once per week,0.22040,356,1567,0.19987,0.24093
2019,Second Stage of Tertiary Education,East,At least once per month,0.02733,39,1567,0.01926,0.03541
2019,Second Stage of Tertiary Education,East,Seldom,0.04454,73,1567,0.03433,0.05476
2021,No answer / don't know,West,Daily,0.69167,335,491,0.65078,0.73256
2021,No answer / don't know,West,At least once per week,0.23085,121,491,0.19354,0.26816
2021,No answer / don't know,West,Seldom,0.06204,35,491,0.04068,0.08340
2021,No answer / don't know,East,Daily,0.70648,64,64,0.59403,0.81893
2021,Pre-primary Level,West,Daily,0.74493,107,146,0.67398,0.81588
2021,Pre-primary Level,West,At least once per week,0.13746,39,146,0.08141,0.19351
2021,Primary Level,West,Daily,0.76609,137,137,0.69494,0.83724
2021,Lower Secondary Level,West,Daily,0.82844,883,1113,0.80628,0.85060
2021,Lower Secondary Level,West,At least once per week,0.11970,179,1113,0.10062,0.13878
2021,Lower Secondary Level,West,Seldom,0.03110,51,1113,0.02090,0.04131
2021,Lower Secondary Level,East,Daily,0.75271,171,202,0.69306,0.81235
2021,Lower Secondary Level,East,At least once per week,0.14815,31,202,0.09904,0.19726
2021,Upper Secondary Level,West,Daily,0.76491,4027,5337,0.75354,0.77629
2021,Upper Secondary Level,West,At least once per week,0.16169,930,5337,0.15181,0.17157
2021,Upper Secondary Level,West,At least once per month,0.01740,102,5337,0.01389,0.02091
2021,Upper Secondary Level,West,Seldom,0.03624,194,5337,0.03122,0.04125
2021,Upper Secondary Level,West,Never,0.01976,84,5337,0.01602,0.02349
2021,Upper Secondary Level,East,Daily,0.76434,1277,1573,0.74336,0.78532
2021,Upper Secondary Level,East,At least once per week,0.15902,241,1573,0.14095,0.17710
2021,Upper Secondary Level,East,Seldom,0.03741,55,1573,0.02803,0.04679
2021,Post-secondary Non-tertiary Level,West,Daily,0.72963,926,1297,0.70545,0.75381
2021,Post-secondary Non-tertiary Level,West,At least once per week,0.20230,284,1297,0.18043,0.22417
2021,Post-secondary Non-tertiary Level,West,At least once per month,0.01772,32,1297,0.01053,0.02490
2021,Post-secondary Non-tertiary Level,West,Seldom,0.03819,55,1297,0.02776,0.04863
2021,Post-secondary Non-tertiary Level,East,Daily,0.72523,154,196,0.66258,0.78789
2021,Post-secondary Non-tertiary Level,East,At least once per week,0.16695,42,196,0.11460,0.21929
2021,First Stage of Tertiary Education,West,Daily,0.75997,529,671,0.72763,0.79231
2021,First Stage of Tertiary Education,West,At least once per week,0.16598,142,671,0.13780,0.19415
2021,First Stage of Tertiary Education,East,Daily,0.68643,190,241,0.62774,0.74513
2021,First Stage of Tertiary Education,East,At least once per week,0.23739,51,241,0.18355,0.29122
2021,Second Stage of Tertiary Education,West,Daily,0.62461,2568,4175,0.60992,0.63930
2021,Second Stage of Tertiary Education,West,At least once per week,0.27393,1177,4175,0.26040,0.28746
2021,Second Stage of Tertiary Education,West,At least once per month,0.03209,161,4175,0.02674,0.03744
2021,Second Stage of Tertiary Education,West,Seldom,0.04391,180,4175,0.03770,0.05013
2021,Second Stage of Tertiary Education,West,Never,0.02545,89,4175,0.02067,0.03023
2021,Second Stage of Tertiary Education,East,Daily,0.61760,720,1109,0.58899,0.64622
2021,Second Stage of Tertiary Education,East,At least once per week,0.29312,304,1109,0.26631,0.31992
2021,Second Stage of Tertiary Education,East,At least once per month,0.02471,39,1109,0.01557,0.03385
2021,Second Stage of Tertiary Education,East,Seldom,0.04940,46,1109,0.03664,0.06216
