"ple0053","year","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nein","1992","maennlich","5842","0.896725734278922","0.889294454618477","0.904157013939368"
"Nein","1992","weiblich","5936","0.860823966517703","0.852608596131312","0.869039336904093"
"Ja","1993","maennlich","","","",""
"Ja","1993","weiblich","","","",""
"Nein","1993","maennlich","","","",""
"Nein","1993","weiblich","","","",""
"Ja","1994","maennlich","568","0.104250001346832","0.0966422948763588","0.111857707817305"
"Ja","1994","weiblich","929","0.153368966976605","0.144698480498158","0.162039453455052"
"Nein","1994","maennlich","5630","0.895749998653168","0.888142292182695","0.903357705123641"
"Nein","1994","weiblich","5706","0.846631033023395","0.837960546544948","0.855301519501842"
"Ja","1995","maennlich","616","0.102974949845389","0.0955166494704369","0.110433250220341"
"Ja","1995","weiblich","951","0.147810194156765","0.13939687381764","0.156223514495891"
"Nein","1995","maennlich","5763","0.897025050154611","0.889566749779659","0.904483350529563"
"Nein","1995","weiblich","5885","0.852189805843235","0.843776485504109","0.86060312618236"
"Ja","1996","maennlich","621","0.109581999824944","0.101853275757424","0.117310723892464"
"Ja","1996","weiblich","967","0.146065410727597","0.137627035723394","0.154503785731799"
"Nein","1996","maennlich","5654","0.890418000175056","0.882689276107536","0.898146724242576"
"Nein","1996","weiblich","5762","0.853934589272404","0.845496214268201","0.862372964276606"
"Ja","1997","maennlich","616","0.108379301919778","0.10063153412706","0.116127069712497"
"Ja","1997","weiblich","933","0.147030680450709","0.138482429920787","0.155578930980632"
"Nein","1997","maennlich","5568","0.891620698080222","0.883872930287503","0.89936846587294"
"Nein","1997","weiblich","5660","0.852969319549291","0.844421069019368","0.861517570079213"
"Ja","1998","maennlich","685","0.101568995290593","0.0944309908201236","0.108706999761063"
"Ja","1998","weiblich","1048","","",""
"Nein","1998","maennlich","6195","0.898431004709407","0.891293000238937","0.905569009179876"
"Nein","1998","weiblich","6290","0.848663868827242","0.840464160442564","0.85686357721192"
"Ja","1999","maennlich","688","0.108519669801125","0.101018056497864","0.116021283104385"
"Ja","1999","weiblich","981","0.150188198324056","0.141848836537007","0.158527560111104"
"Nein","1999","maennlich","5916","0.891480330198875","0.883978716895615","0.898981943502136"
"Nein","1999","weiblich","6069","0.849811801675944","0.841472439888896","0.858151163462993"
"Ja","2000","maennlich","1192","","",""
"Ja","2000","weiblich","1663","","",""
"Nein","2000","maennlich","10362","","",""
"Nein","2000","weiblich","10839","","",""
"Ja","2001","maennlich","1077","","",""
"Ja","2001","weiblich","1544","","",""
"Nein","2001","maennlich","9418","0.893545125883599","0.887644502581494","0.899445749185705"
"Nein","2001","weiblich","9813","0.858970655904973","0.852569473761993","0.865371838047953"
"Ja","2002","maennlich","1199","","",""
"Ja","2002","weiblich","1501","","",""
"Nein","2002","maennlich","9912","0.887407142694792","0.881529700080615","0.893284585308969"
"Nein","2002","weiblich","10367","","",""
"Ja","2003","maennlich","1128","","",""
"Ja","2003","weiblich","1488","","",""
"Nein","2003","maennlich","9509","0.890838347071329","0.884912191957837","0.896764502184821"
"Nein","2003","weiblich","9959","0.862515362389465","0.85620705632997","0.868823668448959"
"Ja","2004","maennlich","1090","","",""
"Ja","2004","weiblich","1486","","",""
"Nein","2004","maennlich","9252","0.886366823689414","0.880250293218482","0.892483354160346"
"Nein","2004","weiblich","9722","0.859423358077386","0.852988422715958","0.865858293438815"
"Ja","2005","maennlich","988","0.103454148863234","0.0974443525240656","0.109463945202402"
"Ja","2005","weiblich","1292","","",""
"Nein","2005","maennlich","8877","0.896545851136766","0.890536054797598","0.902555647475934"
"Nein","2005","weiblich","9468","0.869900246573524","0.863543792418455","0.876256700728593"
"Ja","2006","maennlich","1095","","",""
"Ja","2006","weiblich","1457","","",""
"Nein","2006","maennlich","9357","0.889121299714886","0.883101903083444","0.895140696346327"
"Nein","2006","weiblich","10020","","",""
"Ja","2007","maennlich","1074","","",""
"Ja","2007","weiblich","1361","","",""
"Nein","2007","maennlich","8668","0.887291061973623","0.881011400089491","0.893570723857754"
"Nein","2007","weiblich","9349","0.867371675964297","0.860948140672807","0.873795211255787"
"Ja","2008","maennlich","1002","","",""
"Ja","2008","weiblich","1243","","",""
"Nein","2008","maennlich","8168","0.892862761074706","0.886532436136145","0.899193086013267"
"Nein","2008","weiblich","8837","0.875348890412865","0.868900423257749","0.881797357567982"
"Ja","2009","maennlich","1027","","",""
"Ja","2009","weiblich","1266","","",""
"Nein","2009","maennlich","7549","0.884261335338382","0.87749060906677","0.891032061609993"
"Nein","2009","weiblich","8134","0.859419792666587","0.852393132830288","0.866446452502885"
"Ja","2010","maennlich","1193","","",""
"Ja","2010","weiblich","2078","","",""
"Nein","2010","maennlich","9693","0.881201089465155","0.875123131843045","0.887279047087265"
"Nein","2010","weiblich","10959","","",""
"Ja","2011","maennlich","1485","","",""
"Ja","2011","weiblich","2415","","",""
"Nein","2011","maennlich","11358","","",""
"Nein","2011","weiblich","13094","","",""
"Ja","2012","maennlich","1579","","",""
"Ja","2012","weiblich","2145","","",""
"Nein","2012","maennlich","10946","","",""
"Nein","2012","weiblich","12910","","",""
"Ja","2013","maennlich","1459","","",""
"Ja","2013","weiblich","1986","","",""
"Nein","2013","maennlich","10153","","",""
"Nein","2013","weiblich","12054","","",""
"Ja","2014","maennlich","1477","","",""
"Ja","2014","weiblich","2074","","",""
"Nein","2014","maennlich","10937","","",""
"Nein","2014","weiblich","12541","","",""
"Ja","2015","maennlich","1429","","",""
"Ja","2015","weiblich","1889","","",""
"Nein","2015","maennlich","10006","","",""
"Nein","2015","weiblich","11668","","",""
"Ja","2016","maennlich","1310","","",""
"Ja","2016","weiblich","1874","","",""
"Nein","2016","maennlich","9732","0.877277481281404","0.871157433111002","0.883397529451806"
"Nein","2016","weiblich","11204","","",""
"Ja","2017","maennlich","1545","","",""
"Ja","2017","weiblich","2012","","",""
"Nein","2017","maennlich","10648","","",""
"Nein","2017","weiblich","12177","","",""
"Ja","2018","maennlich","1471","","",""
"Ja","2018","weiblich","1948","","",""
"Nein","2018","maennlich","10269","","",""
"Nein","2018","weiblich","11831","","",""
"Ja","2019","maennlich","1574","","",""
"Ja","2019","weiblich","1885","","",""
"Nein","2019","maennlich","10721","","",""
"Nein","2019","weiblich","11592","","",""
"Ja","2020","maennlich","1669","","",""
"Ja","2020","weiblich","2022","","",""
"Nein","2020","maennlich","12314","","",""
"Nein","2020","weiblich","12452","","",""
