year,regtyp,sampreg,ple0053,proportion,n,lower_confidence,upper_confidence
1996,Staedtischer Raum,Westdeutschland,Ja,0.06828848560700876,16862,0.06448119523057419,0.07209577598344333
1996,Laendlicher Raum,Ostdeutschland,Ja,0.02417083854818523,16862,0.021852727249482333,0.026488949846888127
1996,Laendlicher Raum,Westdeutschland,Ja,0.02002503128911139,16862,0.01791059004305686,0.02213947253516592
1996,Staedtischer Raum,Ostdeutschland,Ja,0.010716520650813516,16862,0.009162385405148077,0.012270655896478955
1997,Staedtischer Raum,Westdeutschland,Nein,0.4897910352528314,16487,0.48216032943218967,0.49742174107347314
1997,Laendlicher Raum,Ostdeutschland,Nein,0.16541713191896634,16487,0.15974547139432269,0.17108879244361
1997,Laendlicher Raum,Westdeutschland,Nein,0.13845908438347423,16487,0.1331869808082365,0.14373118795871198
1997,Staedtischer Raum,Ostdeutschland,Nein,0.08406444408996651,16487,0.07982875685389147,0.08830013132604154
1997,Staedtischer Raum,Westdeutschland,Ja,0.06851172435795183,16487,0.06465555234762171,0.07236789636828195
1997,Laendlicher Raum,Ostdeutschland,Ja,0.022810655606954857,16487,0.02053165995019423,0.025089651263715484
1997,Laendlicher Raum,Westdeutschland,Ja,0.020577444568511724,16487,0.01841040908171691,0.022744480055306538
1997,Staedtischer Raum,Ostdeutschland,Ja,0.010368479821343117,16487,0.00882223038102138,0.011914729261664854
1998,Staedtischer Raum,Westdeutschland,Nein,0.49663805436337627,18147,0.4893633752976392,0.5039127334291134
1998,Laendlicher Raum,Ostdeutschland,Nein,0.1584406294706724,18147,0.15312775797783282,0.16375350096351196
1998,Laendlicher Raum,Westdeutschland,Nein,0.14377682403433475,18147,0.13867187295921965,0.14888177510944986
1998,Staedtischer Raum,Ostdeutschland,Nein,0.07832618025751073,18147,0.07441690949552149,0.08223545101949997
1998,Staedtischer Raum,Westdeutschland,Ja,0.06723891273247497,18147,0.06359515744063503,0.07088266802431491
1998,Laendlicher Raum,Ostdeutschland,Ja,0.02474964234620887,18147,0.02248918573883197,0.02701009895358577
1998,Laendlicher Raum,Westdeutschland,Ja,0.021244635193133046,18147,0.019146587441760527,0.023342682944505564
1998,Staedtischer Raum,Ostdeutschland,Ja,0.009585121602288985,18147,0.008167497647800741,0.011002745556777228
1999,Staedtischer Raum,Westdeutschland,Nein,0.4921095727259193,17396,0.48468028305283584,0.4995388623990028
1999,Laendlicher Raum,Ostdeutschland,Nein,0.16130713115974393,17396,0.1558412569753214,0.16677300534416648
1999,Laendlicher Raum,Westdeutschland,Nein,0.1446330206937621,17396,0.13940615500437123,0.14985988638315298
1999,Staedtischer Raum,Ostdeutschland,Nein,0.07920202471341373,17396,0.07518890891302321,0.08321514051380424
1999,Staedtischer Raum,Westdeutschland,Ja,0.06714306982283758,17396,0.06342395583127342,0.07086218381440174
1999,Laendlicher Raum,Ostdeutschland,Ja,0.0241179097811523,17396,0.02183809335286916,0.026397726209435438
1999,Laendlicher Raum,Westdeutschland,Ja,0.020321572130415366,17396,0.01822479729391594,0.02241834696691479
1999,Staedtischer Raum,Ostdeutschland,Ja,0.011165698972755694,17396,0.009604220177634248,0.01272717776787714
2000,Staedtischer Raum,Westdeutschland,Nein,0.5095686705251151,30607,0.5039680499463494,0.5151692911038809
2000,Laendlicher Raum,Westdeutschland,Nein,0.15901313843944068,30607,0.15491622489064308,0.16311005198823827
2000,Laendlicher Raum,Ostdeutschland,Nein,0.14401588441552954,30607,0.14008234288088525,0.14794942595017382
2000,Staedtischer Raum,Ostdeutschland,Nein,0.06776224071648854,30607,0.06494643352584965,0.07057804790712742
2000,Staedtischer Raum,Westdeutschland,Ja,0.06649486713700309,30607,0.06370362118648272,0.06928611308752346
2000,Laendlicher Raum,Westdeutschland,Ja,0.023404165434497907,30607,0.02171041389473939,0.025097916974256423
2000,Laendlicher Raum,Ostdeutschland,Ja,0.02103840141945841,30607,0.01943059082390398,0.02264621201501284
2000,Staedtischer Raum,Ostdeutschland,Ja,0.008702631912466731,30607,0.007662057904562617,0.009743205920370845
2001,Staedtischer Raum,Westdeutschland,Nein,0.5061974838679727,27798,0.5003200745606478,0.5120748931752976
2001,Laendlicher Raum,Westdeutschland,Nein,0.15500673134951953,27798,0.15075220517470367,0.1592612575243354
2001,Laendlicher Raum,Ostdeutschland,Nein,0.1473933429274407,27798,0.1432259678500423,0.15156071800483908
2001,Staedtischer Raum,Ostdeutschland,Nein,0.07042384290422915,27798,0.06741602428068959,0.07343166152776871
2001,Staedtischer Raum,Westdeutschland,Ja,0.06722064899493989,27798,0.06427697230798345,0.07016432568189633
2001,Laendlicher Raum,Westdeutschland,Ja,0.024140012070006035,27798,0.02233569942292104,0.02594432471709103
2001,Laendlicher Raum,Ostdeutschland,Ja,0.020426164059235877,27798,0.01876328259512706,0.022089045523344692
2001,Staedtischer Raum,Ostdeutschland,Ja,0.009191773826656145,27798,0.008069900654538319,0.01031364699877397
2002,Staedtischer Raum,Westdeutschland,Nein,0.5186184326906068,28961,0.5128637948518623,0.5243730705293513
2002,Laendlicher Raum,Westdeutschland,Nein,0.1560675747390766,28961,0.1518877365259442,0.16024741295220898
2002,Laendlicher Raum,Ostdeutschland,Nein,0.13828940385635946,28961,0.13431360445996018,0.14226520325275874
2002,Staedtischer Raum,Ostdeutschland,Nein,0.06863612241287811,28961,0.06572416271710957,0.07154808210864666
2002,Staedtischer Raum,Westdeutschland,Ja,0.0681496550504157,28961,0.06524727546505914,0.07105203463577227
2002,Laendlicher Raum,Westdeutschland,Ja,0.02180258269945162,28961,0.020120619374920923,0.023484546023982315
2002,Laendlicher Raum,Ostdeutschland,Ja,0.02029895630638599,28961,0.018674780884098418,0.02192313172867356
2002,Staedtischer Raum,Ostdeutschland,Ja,0.008137272244825756,28961,0.00710257211643834,0.009171972373213173
2003,Staedtischer Raum,Westdeutschland,Nein,0.5164051355206848,27727,0.5105229225218284,0.5222873485195412
2003,Laendlicher Raum,Westdeutschland,Nein,0.1532833279646588,27727,0.1490427881400621,0.15752386778925548
2003,Laendlicher Raum,Ostdeutschland,Nein,0.14039850904238185,27727,0.13630934570714912,0.1444876723776146
2003,Staedtischer Raum,Ostdeutschland,Nein,0.0705904008099029,27727,0.06757544444596898,0.07360535717383683
2003,Staedtischer Raum,Westdeutschland,Ja,0.06874971239243477,27727,0.06577137919072845,0.07172804559414109
2003,Laendlicher Raum,Ostdeutschland,Ja,0.020845796327826606,27727,0.019164131574881355,0.022527461080771857
2003,Laendlicher Raum,Westdeutschland,Ja,0.0207537619069532,27727,0.019075734688229498,0.0224317891256769
2003,Staedtischer Raum,Ostdeutschland,Ja,0.008973356035157148,27727,0.007863351520171829,0.010083360550142468
2004,Staedtischer Raum,Westdeutschland,Nein,0.513002029354854,26790,0.5070166341433756,0.5189874245663323
2004,Laendlicher Raum,Westdeutschland,Nein,0.15390060880645617,26790,0.1495794465431039,0.15822177106980845
2004,Laendlicher Raum,Ostdeutschland,Nein,0.13983670772570672,26790,0.13568362327548517,0.14398979217592828
2004,Staedtischer Raum,Ostdeutschland,Nein,0.07267922035018169,26790,0.06957044141642844,0.07578799928393494
2004,Staedtischer Raum,Westdeutschland,Ja,0.0700363396101751,26790,0.06698026168652309,0.0730924175338271
2004,Laendlicher Raum,Westdeutschland,Ja,0.021567794610411063,26790,0.01982824045481003,0.023307348766012096
2004,Laendlicher Raum,Ostdeutschland,Ja,0.020057577044693003,26790,0.018378737351790162,0.021736416737595844
2004,Staedtischer Raum,Ostdeutschland,Ja,0.008919722497522299,26790,0.007793822539255068,0.01004562245578953
2005,Staedtischer Raum,Westdeutschland,Nein,0.519530479384494,25520,0.5134005683230396,0.5256603904459485
2005,Laendlicher Raum,Westdeutschland,Nein,0.15560268297494576,25520,0.15115536994198028,0.16004999600791123
2005,Laendlicher Raum,Ostdeutschland,Nein,0.13888340895640167,25520,0.1346404200262956,0.14312639788650774
2005,Staedtischer Raum,Ostdeutschland,Nein,0.07442296310909449,25520,0.07120281757025415,0.07764310864793483
2005,Staedtischer Raum,Westdeutschland,Ja,0.0629315446833695,25520,0.05995209818361137,0.06591099118312764
2005,Laendlicher Raum,Ostdeutschland,Ja,0.02145393568751233,25520,0.01967623000437761,0.02323164137064705
2005,Laendlicher Raum,Westdeutschland,Ja,0.018692049713947525,25520,0.0170303717570681,0.020353727670826948
2005,Staedtischer Raum,Ostdeutschland,Ja,0.00848293549023476,25520,0.007357711675926081,0.009608159304543437
2006,Staedtischer Raum,Westdeutschland,Nein,0.5133579942457871,27321,0.5074311606066245,0.5192848278849497
2006,Laendlicher Raum,Westdeutschland,Nein,0.1601132575238617,27321,0.15576483451150608,0.16446168053621735
2006,Laendlicher Raum,Ostdeutschland,Nein,0.14061286934283235,27321,0.136490805310098,0.1447349333755667
2006,Staedtischer Raum,Ostdeutschland,Nein,0.06950723843448875,27321,0.06649159984391986,0.07252287702505764
2006,Staedtischer Raum,Westdeutschland,Ja,0.06475772936931999,27321,0.06183952538713203,0.06767593335150796
2006,Laendlicher Raum,Westdeutschland,Ja,0.02178380600082203,27321,0.020052825880831196,0.023514786120812863
2006,Laendlicher Raum,Ostdeutschland,Ja,0.019820066675800337,27321,0.018167293579290127,0.021472839772310546
2006,Staedtischer Raum,Ostdeutschland,Ja,0.01004703840708773,27321,0.008864448722205128,0.01122962809197033
2007,Staedtischer Raum,Westdeutschland,Nein,0.5069919812243301,25385,0.500841699295772,0.5131422631528881
2007,Laendlicher Raum,Westdeutschland,Nein,0.16061998826520635,25385,0.15610302463252784,0.16513695189788485
2007,Laendlicher Raum,Ostdeutschland,Nein,0.14091531390573048,25385,0.13663510888192698,0.14519551892953397
2007,Staedtischer Raum,Ostdeutschland,Nein,0.07241345589673381,25385,0.06922519138787023,0.0756017204055974
2007,Staedtischer Raum,Westdeutschland,Ja,0.0668883238803051,25385,0.06381499203494793,0.06996165572566228
2007,Laendlicher Raum,Ostdeutschland,Ja,0.021807158224134558,25385,0.020010442928474644,0.023603873519794472
2007,Laendlicher Raum,Westdeutschland,Ja,0.021367103461764132,25385,0.01958820885209697,0.023145998071431296
2007,Staedtischer Raum,Ostdeutschland,Ja,0.008996675141795423,25385,0.00783510333424275,0.010158246949348098
2008,Staedtischer Raum,Westdeutschland,Nein,0.5087792207792208,23673,0.5024107894515295,0.515147652106912
2008,Laendlicher Raum,Westdeutschland,Nein,0.15937662337662337,23673,0.15471386979327015,0.16403937695997658
2008,Laendlicher Raum,Ostdeutschland,Nein,0.14124675324675326,23673,0.13681012688694077,0.14568337960656574
2008,Staedtischer Raum,Ostdeutschland,Nein,0.07397402597402597,23673,0.07063991052255261,0.07730814142549933
2008,Staedtischer Raum,Westdeutschland,Ja,0.06337662337662338,23673,0.06027294673898288,0.06648030001426387
2008,Laendlicher Raum,Ostdeutschland,Ja,0.022025974025974025,23673,0.020156322605020364,0.023895625446927686
2008,Laendlicher Raum,Westdeutschland,Ja,0.02181818181818182,23673,0.019957172731420968,0.023679190904942672
2008,Staedtischer Raum,Ostdeutschland,Ja,0.009402597402597402,23673,0.008173172699432877,0.010632022105761927
2009,Staedtischer Raum,Westdeutschland,Nein,0.49427013796172675,21983,0.4876608590887821,0.5008794168346714
2009,Laendlicher Raum,Westdeutschland,Nein,0.15999109924343569,21983,0.15514488682112068,0.1648373116657507
2009,Laendlicher Raum,Ostdeutschland,Nein,0.14352469959946595,21983,0.13888987464935168,0.14815952454958023
2009,Staedtischer Raum,Ostdeutschland,Nein,0.07465509568313307,21983,0.07118058110275506,0.07812961026351108
2009,Staedtischer Raum,Westdeutschland,Ja,0.06903649310191366,21983,0.06568515471475887,0.07238783148906845
2009,Laendlicher Raum,Westdeutschland,Ja,0.024810858923008456,21983,0.02275459943418351,0.026867118411833403
2009,Laendlicher Raum,Ostdeutschland,Ja,0.023308856252781486,21983,0.021314275159426726,0.025303437346136246
2009,Staedtischer Raum,Ostdeutschland,Ja,0.010402759234534936,21983,0.00906148956830392,0.011744028900765952
2010,Staedtischer Raum,Westdeutschland,Nein,0.4949630063119174,35837,0.48978648252511714,0.5001395300987177
2010,Laendlicher Raum,Westdeutschland,Nein,0.17209380094469756,35837,0.16818572109525493,0.1760018807941402
2010,Laendlicher Raum,Ostdeutschland,Nein,0.1279939806880408,35837,0.12453502687912918,0.13145293449695242
2010,Staedtischer Raum,Westdeutschland,Ja,0.07745684069723698,35837,0.07468917593747496,0.080224505456999
2010,Staedtischer Raum,Ostdeutschland,Nein,0.068218868870961,35837,0.06560851455103323,0.07082922319088877
2010,Laendlicher Raum,Westdeutschland,Ja,0.027045103038916524,35837,0.025365599503702378,0.02872460657413067
2010,Laendlicher Raum,Ostdeutschland,Ja,0.02127659574468085,35837,0.01978252450467854,0.02277066698468316
2010,Staedtischer Raum,Ostdeutschland,Ja,0.010951803703548885,35837,0.00987424286104398,0.012029364546053791
2011,Staedtischer Raum,Westdeutschland,Nein,0.48867724867724865,41903,0.483891034471106,0.4934634628833913
2011,Laendlicher Raum,Westdeutschland,Nein,0.18405643738977073,41903,0.18034588063378187,0.1877669941457596
2011,Laendlicher Raum,Ostdeutschland,Nein,0.12423280423280424,41903,0.12107455794867501,0.12739105051693347
2011,Staedtischer Raum,Westdeutschland,Ja,0.0746384479717813,41903,0.07212210091921105,0.07715479502435156
2011,Staedtischer Raum,Ostdeutschland,Nein,0.0654673721340388,41903,0.06309903676089072,0.06783570750718688
2011,Laendlicher Raum,Westdeutschland,Ja,0.03015873015873016,41903,0.028521195996382958,0.031796264321077364
2011,Laendlicher Raum,Ostdeutschland,Ja,0.02144620811287478,41903,0.020059129348200627,0.022833286877548934
2011,Staedtischer Raum,Ostdeutschland,Ja,0.011322751322751323,41903,0.010309687590990466,0.01233581505451218
2012,Staedtischer Raum,Westdeutschland,Nein,0.48475289169295477,40229,0.47986913028664463,0.4896366530992649
2012,Laendlicher Raum,Westdeutschland,Nein,0.18905689111280322,40229,0.18523060093767943,0.192883181287927
2012,Laendlicher Raum,Ostdeutschland,Nein,0.1253852568983647,40229,0.12214918556153657,0.1286213282351928
2012,Staedtischer Raum,Westdeutschland,Ja,0.07266398346568041,40229,0.07012730969832087,0.07520065723303995
2012,Staedtischer Raum,Ostdeutschland,Nein,0.06577468363609994,40229,0.06335230709119201,0.06819706018100787
2012,Laendlicher Raum,Westdeutschland,Ja,0.030204140831792306,40229,0.028531664968819162,0.03187661669476545
2012,Laendlicher Raum,Ostdeutschland,Ja,0.022335835236955655,40229,0.020891784674977574,0.023779885798933736
2012,Staedtischer Raum,Ostdeutschland,Ja,0.009826317125348998,40229,0.008862404806809186,0.01079022944388881
2013,Staedtischer Raum,Westdeutschland,Nein,0.4848933764765506,44486,0.4802491211736332,0.489537631779468
2013,Laendlicher Raum,Westdeutschland,Nein,0.18864761607734593,44486,0.18501202681902562,0.19228320533566623
2013,Laendlicher Raum,Ostdeutschland,Nein,0.12525827453120736,44486,0.12218226606437968,0.12833428299803504
2013,Staedtischer Raum,Westdeutschland,Ja,0.07297961093134771,44486,0.07056253770606492,0.07539668415663049
2013,Staedtischer Raum,Ostdeutschland,Nein,0.06689797668706873,44486,0.06457622671182495,0.06921972666231252
2013,Laendlicher Raum,Westdeutschland,Ja,0.03025223188179798,44486,0.02866056383688362,0.031843899926712334
2013,Laendlicher Raum,Ostdeutschland,Ja,0.021363689524774864,44486,0.020020017781690876,0.022707361267858852
2013,Staedtischer Raum,Ostdeutschland,Ja,0.009707223889906826,44486,0.008796107789169082,0.01061833999064457
2014,Staedtischer Raum,Westdeutschland,Nein,0.50451383750185,38694,0.49953203433883986,0.5094956406648601
2014,Laendlicher Raum,Westdeutschland,Nein,0.1871392629865325,38694,0.18325306619924192,0.19102545977382307
2014,Laendlicher Raum,Ostdeutschland,Nein,0.11384490158354299,38694,0.1106801041265902,0.11700969904049578
2014,Staedtischer Raum,Westdeutschland,Ja,0.0750702974692911,38694,0.07244473298418294,0.07769586195439926
2014,Staedtischer Raum,Ostdeutschland,Nein,0.06311972768980317,38694,0.06069669728904364,0.0655427580905627
2014,Laendlicher Raum,Westdeutschland,Ja,0.0272310196832914,38694,0.02560931763062939,0.028852721735953414
2014,Laendlicher Raum,Ostdeutschland,Ja,0.020756252774900105,38694,0.019335710584918384,0.022176794964881827
2014,Staedtischer Raum,Ostdeutschland,Ja,0.008324700310788812,38694,0.007419377819867652,0.009230022801709974
2015,Staedtischer Raum,Westdeutschland,Nein,0.49977992077147776,38036,0.49475500699209973,0.5048048345508558
2015,Laendlicher Raum,Westdeutschland,Nein,0.18754751710615822,38036,0.18362456237507646,0.19147047183723997
2015,Laendlicher Raum,Ostdeutschland,Nein,0.1157216597975271,38036,0.11250681158497179,0.11893650801008242
2015,Staedtischer Raum,Westdeutschland,Ja,0.07246608779160497,38036,0.06986058850582047,0.07507158707738948
2015,Staedtischer Raum,Ostdeutschland,Nein,0.06418310591813052,38036,0.06172010566039978,0.06664610617586127
2015,Laendlicher Raum,Westdeutschland,Ja,0.030370933536072987,38036,0.028646324983113,0.03209554208903297
2015,Laendlicher Raum,Ostdeutschland,Ja,0.020647433075907325,38036,0.019218337685040873,0.022076528466773777
2015,Staedtischer Raum,Ostdeutschland,Ja,0.009283342003121123,38036,0.008319545025979116,0.01024713898026313
2016,Staedtischer Raum,Westdeutschland,Nein,0.5019900497512437,41132,0.4971579852571487,0.5068221142453387
2016,Laendlicher Raum,Westdeutschland,Nein,0.18627694859038144,41132,0.1825143834729377,0.19003951370782518
2016,Laendlicher Raum,Ostdeutschland,Nein,0.11529850746268656,41132,0.11221193568784127,0.11838507923753186
2016,Staedtischer Raum,Westdeutschland,Ja,0.07354892205638475,41132,0.07102622233470797,0.07607162177806152
2016,Staedtischer Raum,Ostdeutschland,Nein,0.06442786069651742,41132,0.06205516712578887,0.06680055426724596
2016,Laendlicher Raum,Westdeutschland,Ja,0.030223880597014925,41132,0.02856934158042947,0.031878419613600384
2016,Laendlicher Raum,Ostdeutschland,Ja,0.019734660033167494,41132,0.018390494342435875,0.021078825723899113
2016,Staedtischer Raum,Ostdeutschland,Ja,0.008499170812603648,41132,0.007612012803867137,0.009386328821340158
2017,Staedtischer Raum,Westdeutschland,Nein,0.4964748692290198,45410,0.4918761220872792,0.5010736163707604
2017,Laendlicher Raum,Westdeutschland,Nein,0.1870972632855735,45410,0.18351024714618144,0.19068427942496555
2017,Laendlicher Raum,Ostdeutschland,Nein,0.11788340535213403,45410,0.1149174155529969,0.12084939515127116
2017,Staedtischer Raum,Westdeutschland,Ja,0.07546812220453339,45410,0.07303858788923687,0.07789765651982991
2017,Staedtischer Raum,Ostdeutschland,Nein,0.06371768630126602,45410,0.061471148508619636,0.06596422409391241
2017,Laendlicher Raum,Westdeutschland,Ja,0.029527708285952543,45410,0.027970714922800247,0.03108470164910484
2017,Laendlicher Raum,Ostdeutschland,Ja,0.019862027139716472,45410,0.018578704921020785,0.02114534935841216
2017,Staedtischer Raum,Ostdeutschland,Ja,0.009968918201804261,45410,0.009055165337480558,0.010882671066127964
2018,Staedtischer Raum,Westdeutschland,Nein,0.5001371527097457,43121,0.4954178085731159,0.5048564968463755
2018,Laendlicher Raum,Westdeutschland,Nein,0.18304008777773423,43121,0.17939015269378944,0.18669002286167902
2018,Laendlicher Raum,Ostdeutschland,Nein,0.11806888984678084,43121,0.11502312246996604,0.12111465722359563
2018,Staedtischer Raum,Westdeutschland,Ja,0.07414083623966457,43121,0.07166790031183942,0.07661377216748971
2018,Staedtischer Raum,Ostdeutschland,Nein,0.06477526548845958,43121,0.0624521315337521,0.06709839944316706
2018,Laendlicher Raum,Westdeutschland,Ja,0.028331831184607546,43121,0.026765772724417006,0.029897889644798087
2018,Laendlicher Raum,Ostdeutschland,Ja,0.021003957835338375,43121,0.019650475174891185,0.022357440495785565
2018,Staedtischer Raum,Ostdeutschland,Ja,0.010501978917669188,43121,0.009539802528618314,0.011464155306720061
2019,Staedtischer Raum,Westdeutschland,Nein,0.5002388344877,42417,0.4954804881232874,0.5049971808521126
2019,Laendlicher Raum,Westdeutschland,Nein,0.1787676140434679,42417,0.1751212203850043,0.18241400770193147
2019,Laendlicher Raum,Ostdeutschland,Nein,0.12319878990526233,42417,0.12007098333162435,0.1263265964789003
2019,Staedtischer Raum,Westdeutschland,Ja,0.07443674866650744,42417,0.07193880381554627,0.07693469351746862
2019,Staedtischer Raum,Ostdeutschland,Nein,0.06436589443515643,42417,0.062030463528955915,0.06670132534135695
2019,Laendlicher Raum,Westdeutschland,Ja,0.02909800175145291,42417,0.02749842391836178,0.030697579584544037
2019,Laendlicher Raum,Ostdeutschland,Ja,0.018788313032401877,42417,0.017496167749150453,0.0200804583156533
2019,Staedtischer Raum,Ostdeutschland,Ja,0.011105803678051111,42417,0.010108480282930512,0.01210312707317171
2020,Staedtischer Raum,Westdeutschland,Nein,0.5201354115240849,42741,0.5153989796601709,0.524871843387999
2020,Laendlicher Raum,Westdeutschland,Nein,0.17518865928485788,42741,0.17158483142640468,0.17879248714331109
2020,Laendlicher Raum,Ostdeutschland,Nein,0.10995133648353199,42741,0.10698554328836843,0.11291712967869555
2020,Staedtischer Raum,Westdeutschland,Ja,0.07553424077861626,42741,0.07302899071918857,0.07803949083804394
2020,Staedtischer Raum,Ostdeutschland,Nein,0.06527258621905635,42741,0.06293083027057753,0.06761434216753517
2020,Laendlicher Raum,Westdeutschland,Ja,0.027963890260244022,42741,0.026400837183185203,0.029526943337302842
2020,Laendlicher Raum,Ostdeutschland,Ja,0.017067494181536073,42741,0.01583954480668673,0.01829544355638542
2020,Staedtischer Raum,Ostdeutschland,Ja,0.008886381268072502,42741,0.007996651901881105,0.0097761106342639
2021,Staedtischer Raum,Westdeutschland,Nein,0.5157888604054999,27598,0.5098926817589909,0.5216850390520088
2021,Laendlicher Raum,Westdeutschland,Nein,0.17845490561640642,27598,0.1739374154586361,0.18297239577417673
2021,Laendlicher Raum,Ostdeutschland,Nein,0.11594034024702866,27598,0.11216309365173503,0.1197175868423223
