"ple0053","year","age_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"Nein","1985","66 +","Hauptschule","690","0.840612420040783","0.815543750833494","0.865681089248073"
"Nein","1985","66 +","Realschule","138","0.826466658522222","0.768682305836878","0.884251011207566"
"Nein","1985","66 +","(Fach-)Abitur","38","0.897889072459486","0.807386418092616","0.988391726826356"
"Nein","1985","66 +","AkademikerIn","47","0.840804184383826","0.744981720460642","0.936626648307011"
"Ja","1986","17-34","(noch) kein Abschluss","57","0.113318983464473","0.0830399447433494","0.143598022185597"
"Ja","1986","17-34","Hauptschule","219","0.109843645005099","0.0955831283690603","0.124104161641138"
"Ja","1986","17-34","Realschule","117","0.126669284960367","0.105552554938956","0.147786014981778"
"Ja","1986","17-34","(Fach-)Abitur","52","0.0821395961202419","0.0592131419946194","0.105066050245865"
"Ja","1986","17-34","AkademikerIn","25","","",""
"Ja","1986","35-65","(noch) kein Abschluss","76","0.118518802070071","0.092304287462169","0.144733316677973"
"Ja","1986","35-65","Hauptschule","416","0.116394683800397","0.105739665461552","0.127049702139241"
"Ja","1986","35-65","Realschule","65","0.108290714813894","0.0845111760850655","0.132070253542722"
"Ja","1986","35-65","(Fach-)Abitur","28","","",""
"Ja","1986","35-65","AkademikerIn","39","0.0856870577994296","0.0603281693331231","0.111045946265736"
"Ja","1986","66 +","(noch) kein Abschluss","5","","",""
"Ja","1986","66 +","Hauptschule","128","0.17293026523448","0.145773594736919","0.200086935732041"
"Ja","1986","66 +","Realschule","31","0.200645514325601","0.138199606561797","0.263091422089405"
"Ja","1986","66 +","(Fach-)Abitur","8","","",""
"Ja","1986","66 +","AkademikerIn","10","","",""
"Nein","1986","17-34","(noch) kein Abschluss","364","0.886681016535527","0.856401977814403","0.916960055256651"
"Nein","1986","17-34","Hauptschule","1628","0.890156354994901","0.875895838358862","0.90441687163094"
"Nein","1986","17-34","Realschule","836","0.873330715039633","0.852213985018223","0.894447445061044"
"Nein","1986","17-34","(Fach-)Abitur","499","0.917860403879758","0.894933949754136","0.940786858005381"
"Nein","1986","17-34","AkademikerIn","203","0.882921683869618","0.841188646640225","0.924654721099011"
"Nein","1986","35-65","(noch) kein Abschluss","508","0.881481197929929","0.855266683322027","0.907695712537831"
"Nein","1986","35-65","Hauptschule","3064","0.883605316199604","0.872950297860759","0.894260334538448"
"Nein","1986","35-65","Realschule","591","0.891709285186106","0.867929746457278","0.915488823914934"
"Nein","1986","35-65","(Fach-)Abitur","182","0.915869123145257","0.878325787144354","0.953412459146159"
"Nein","1986","35-65","AkademikerIn","429","0.91431294220057","0.888954053734264","0.939671830666877"
"Nein","1986","66 +","(noch) kein Abschluss","16","","",""
"Nein","1986","66 +","Hauptschule","617","0.82706973476552","0.799913064267959","0.854226405263081"
"Nein","1986","66 +","Realschule","127","0.799354485674399","0.736908577910595","0.861800393438203"
"Nein","1986","66 +","(Fach-)Abitur","37","0.83391790328317","0.725184021513235","0.942651785053106"
"Nein","1986","66 +","AkademikerIn","42","0.793469485845958","0.683441377289185","0.903497594402732"
"Ja","1987","17-34","(noch) kein Abschluss","40","0.103498087593127","0.0734966358203824","0.133499539365871"
"Ja","1987","17-34","Hauptschule","243","0.138833150742231","0.122938851211042","0.154727450273421"
"Ja","1987","17-34","Realschule","110","0.106340085795102","0.0868496729128416","0.125830498677362"
"Ja","1987","17-34","(Fach-)Abitur","50","0.0818850814980038","0.0585638357454784","0.105206327250529"
"Ja","1987","17-34","AkademikerIn","20","","",""
"Ja","1987","35-65","(noch) kein Abschluss","73","0.124117134570546","0.0974216278641785","0.150812641276914"
"Ja","1987","35-65","Hauptschule","360","0.107073523097727","0.0966770675613925","0.117469978634061"
"Ja","1987","35-65","Realschule","56","0.0903979743753324","0.0679886982904508","0.112807250460214"
"Ja","1987","35-65","(Fach-)Abitur","19","","",""
"Ja","1987","35-65","AkademikerIn","43","0.096825238652224","0.0699469385191001","0.123703538785348"
"Ja","1987","66 +","(noch) kein Abschluss","","","",""
"Ja","1987","66 +","Hauptschule","153","0.19935023677813","0.1713133067759","0.227387166780359"
"Ja","1987","66 +","Realschule","26","","",""
"Ja","1987","66 +","(Fach-)Abitur","6","","",""
"Ja","1987","66 +","AkademikerIn","16","","",""
"Nein","1987","17-34","(noch) kein Abschluss","356","0.896501912406873","0.866500460634129","0.926503364179618"
"Nein","1987","17-34","Hauptschule","1575","0.861166849257769","0.845272549726579","0.877061148788958"
"Nein","1987","17-34","Realschule","851","0.893659914204898","0.874169501322638","0.913150327087158"
"Nein","1987","17-34","(Fach-)Abitur","481","0.918114918501996","0.894793672749471","0.941436164254521"
"Nein","1987","17-34","AkademikerIn","198","0.902299716386535","0.862886383004945","0.941713049768124"
"Nein","1987","35-65","(noch) kein Abschluss","513","0.875882865429454","0.849187358723086","0.902578372135821"
"Nein","1987","35-65","Hauptschule","3038","0.892926476902273","0.882530021365939","0.903322932438608"
"Nein","1987","35-65","Realschule","573","0.909602025624668","0.887192749539786","0.932011301709549"
"Nein","1987","35-65","(Fach-)Abitur","185","0.912790941558213","0.874074140502441","0.951507742613985"
"Nein","1987","35-65","AkademikerIn","422","0.903174761347776","0.876296461214652","0.9300530614809"
"Nein","1987","66 +","(noch) kein Abschluss","20","","",""
"Nein","1987","66 +","Hauptschule","627","0.80064976322187","0.772612833219641","0.8286866932241"
"Nein","1987","66 +","Realschule","135","0.821936600139761","0.762842837489581","0.881030362789941"
"Nein","1987","66 +","(Fach-)Abitur","38","0.832785704141069","0.722523902195835","0.943047506086302"
"Nein","1987","66 +","AkademikerIn","42","0.710691843557654","0.593996077649575","0.827387609465733"
"Ja","1988","17-34","(noch) kein Abschluss","43","0.130636715316389","0.0951785200639985","0.16609491056878"
"Ja","1988","17-34","Hauptschule","227","0.138261090645271","0.122121219957937","0.154400961332605"
"Ja","1988","17-34","Realschule","108","0.101276213261785","0.0817707090651492","0.12078171745842"
"Ja","1988","17-34","(Fach-)Abitur","37","0.0607667861966794","0.0397209906691735","0.0818125817241854"
"Ja","1988","17-34","AkademikerIn","21","","",""
"Ja","1988","35-65","(noch) kein Abschluss","69","0.123313343262591","0.0954782339804856","0.151148452544696"
"Ja","1988","35-65","Hauptschule","370","0.120773477952294","0.109504189397742","0.132042766506846"
"Ja","1988","35-65","Realschule","60","0.101226903511132","0.0775226705464423","0.124931136475823"
"Ja","1988","35-65","(Fach-)Abitur","28","","",""
"Ja","1988","35-65","AkademikerIn","33","0.0790392276479304","0.0538583590787352","0.104220096217126"
"Ja","1988","66 +","(noch) kein Abschluss","1","","",""
"Ja","1988","66 +","Hauptschule","141","0.189413201319257","0.161407654549021","0.217418748089494"
"Ja","1988","66 +","Realschule","22","","",""
"Ja","1988","66 +","(Fach-)Abitur","9","","",""
"Ja","1988","66 +","AkademikerIn","13","","",""
"Nein","1988","17-34","(noch) kein Abschluss","304","0.869363284683611","0.83390508943122","0.904821479936001"
"Nein","1988","17-34","Hauptschule","1530","0.861738909354729","0.845599038667395","0.877878780042063"
"Nein","1988","17-34","Realschule","811","0.898723786738215","0.87921828254158","0.918229290934851"
"Nein","1988","17-34","(Fach-)Abitur","458","0.939233213803321","0.918187418275815","0.960279009330827"
"Nein","1988","17-34","AkademikerIn","183","0.890675853318825","0.847855436084514","0.933496270553136"
"Nein","1988","35-65","(noch) kein Abschluss","467","0.876686656737409","0.848851547455304","0.904521766019514"
"Nein","1988","35-65","Hauptschule","2842","0.879226522047706","0.867957233493154","0.890495810602258"
"Nein","1988","35-65","Realschule","562","0.898773096488868","0.875068863524177","0.922477329453558"
"Nein","1988","35-65","(Fach-)Abitur","169","0.893658369756383","0.850610427302681","0.936706312210085"
"Nein","1988","35-65","AkademikerIn","408","0.92096077235207","0.895779903782874","0.946141640921265"
"Nein","1988","66 +","(noch) kein Abschluss","19","","",""
"Nein","1988","66 +","Hauptschule","611","0.810586798680743","0.782581251910506","0.838592345450979"
"Nein","1988","66 +","Realschule","136","0.859929320684099","0.805813463299634","0.914045178068563"
"Nein","1988","66 +","(Fach-)Abitur","35","0.802854400093065","0.685301406589515","0.920407393596615"
"Nein","1988","66 +","AkademikerIn","43","0.771455420792312","0.661480170906733","0.881430670677892"
"Ja","1989","17-34","(noch) kein Abschluss","40","0.08699613216306","0.0573002437578482","0.116692020568272"
"Ja","1989","17-34","Hauptschule","221","0.127728341303605","0.111743431043128","0.143713251564082"
"Ja","1989","17-34","Realschule","111","0.123179292287434","0.101660478003614","0.144698106571254"
"Ja","1989","17-34","(Fach-)Abitur","47","0.0898345667665492","0.0650178164847915","0.114651317048307"
"Ja","1989","17-34","AkademikerIn","16","","",""
"Ja","1989","35-65","(noch) kein Abschluss","66","0.108707625205575","0.0819537609676359","0.135461489443515"
"Ja","1989","35-65","Hauptschule","333","0.112723690500716","0.10154027327341","0.123907107728022"
"Ja","1989","35-65","Realschule","62","0.0977908404348725","0.0739441745759307","0.121637506293814"
"Ja","1989","35-65","(Fach-)Abitur","15","","",""
"Ja","1989","35-65","AkademikerIn","27","","",""
"Ja","1989","66 +","(noch) kein Abschluss","2","","",""
"Ja","1989","66 +","Hauptschule","137","0.192710864446662","0.164059186887735","0.221362542005589"
"Ja","1989","66 +","Realschule","26","","",""
"Ja","1989","66 +","(Fach-)Abitur","10","","",""
"Ja","1989","66 +","AkademikerIn","8","","",""
"Nein","1989","17-34","(noch) kein Abschluss","306","0.91300386783694","0.883307979431728","0.942699756242152"
"Nein","1989","17-34","Hauptschule","1454","0.872271658696395","0.856286748435918","0.888256568956872"
"Nein","1989","17-34","Realschule","785","0.876820707712566","0.855301893428746","0.898339521996386"
"Nein","1989","17-34","(Fach-)Abitur","463","0.910165433233451","0.885348682951693","0.934982183515208"
"Nein","1989","17-34","AkademikerIn","189","0.905542038684172","0.865506585137233","0.94557749223111"
"Nein","1989","35-65","(noch) kein Abschluss","454","0.891292374794425","0.864538510556485","0.918046239032364"
"Nein","1989","35-65","Hauptschule","2739","0.887276309499284","0.876092892271978","0.89845972672659"
"Nein","1989","35-65","Realschule","534","0.902209159565128","0.878362493706186","0.926055825424069"
"Nein","1989","35-65","(Fach-)Abitur","180","0.939496292587659","0.9060329504127","0.972959634762619"
"Nein","1989","35-65","AkademikerIn","408","0.925814881063995","0.901187176237043","0.950442585890947"
"Nein","1989","66 +","(noch) kein Abschluss","13","","",""
"Nein","1989","66 +","Hauptschule","591","0.807289135553338","0.778637457994411","0.835940813112265"
"Nein","1989","66 +","Realschule","132","0.823864643045717","0.764466789389177","0.883262496702257"
"Nein","1989","66 +","(Fach-)Abitur","36","0.781965043182275","0.662641563764057","0.901288522600493"
"Nein","1989","66 +","AkademikerIn","48","0.844871823223364","0.750052940220751","0.939690706225978"
"Ja","1990","17-34","(noch) kein Abschluss","","","",""
"Ja","1990","17-34","Hauptschule","","","",""
"Ja","1990","17-34","Realschule","","","",""
"Ja","1990","17-34","(Fach-)Abitur","","","",""
"Ja","1990","17-34","AkademikerIn","","","",""
"Ja","1990","35-65","(noch) kein Abschluss","","","",""
"Ja","1990","35-65","Hauptschule","","","",""
"Ja","1990","35-65","Realschule","","","",""
"Ja","1990","35-65","(Fach-)Abitur","","","",""
"Ja","1990","35-65","AkademikerIn","","","",""
"Ja","1990","66 +","(noch) kein Abschluss","","","",""
"Ja","1990","66 +","Hauptschule","","","",""
"Ja","1990","66 +","Realschule","","","",""
"Ja","1990","66 +","(Fach-)Abitur","","","",""
"Ja","1990","66 +","AkademikerIn","","","",""
"Nein","1990","17-34","(noch) kein Abschluss","","","",""
"Nein","1990","17-34","Hauptschule","","","",""
"Nein","1990","17-34","Realschule","","","",""
"Nein","1990","17-34","(Fach-)Abitur","","","",""
"Nein","1990","17-34","AkademikerIn","","","",""
"Nein","1990","35-65","(noch) kein Abschluss","","","",""
"Nein","1990","35-65","Hauptschule","","","",""
"Nein","1990","35-65","Realschule","","","",""
"Nein","1990","35-65","(Fach-)Abitur","","","",""
"Nein","1990","35-65","AkademikerIn","","","",""
"Nein","1990","66 +","(noch) kein Abschluss","","","",""
"Nein","1990","66 +","Hauptschule","","","",""
"Nein","1990","66 +","Realschule","","","",""
"Nein","1990","66 +","(Fach-)Abitur","","","",""
"Nein","1990","66 +","AkademikerIn","","","",""
"Ja","1991","17-34","(noch) kein Abschluss","29","","",""
"Ja","1991","17-34","Hauptschule","195","0.131366356416113","0.114582038575225","0.148150674257002"
"Ja","1991","17-34","Realschule","119","0.140401881854024","0.117396458465043","0.163407305243004"
"Ja","1991","17-34","(Fach-)Abitur","67","0.139793905624673","0.109756771944865","0.169831039304481"
"Ja","1991","17-34","AkademikerIn","19","","",""
"Ja","1991","35-65","(noch) kein Abschluss","51","0.110538496023525","0.0826324969404054","0.138444495106644"
"Ja","1991","35-65","Hauptschule","326","0.114236069098097","0.102700396182468","0.125771742013725"
"Ja","1991","35-65","Realschule","57","0.0945679019991638","0.0711540814129046","0.117981722585423"
"Ja","1991","35-65","(Fach-)Abitur","27","","",""
"Ja","1991","35-65","AkademikerIn","37","0.0801401611299535","0.0552744269498459","0.105005895310061"
"Ja","1991","66 +","(noch) kein Abschluss","5","","",""
"Ja","1991","66 +","Hauptschule","154","0.213802353203601","0.184557683179195","0.243047023228007"
"Ja","1991","66 +","Realschule","26","","",""
"Ja","1991","66 +","(Fach-)Abitur","11","","",""
"Ja","1991","66 +","AkademikerIn","14","","",""
"Nein","1991","17-34","(noch) kein Abschluss","285","0.887441707374204","0.852484081258052","0.922399333490357"
"Nein","1991","17-34","Hauptschule","1361","0.868633643583887","0.851849325742998","0.885417961424775"
"Nein","1991","17-34","Realschule","757","0.859598118145976","0.836592694756996","0.882603541534957"
"Nein","1991","17-34","(Fach-)Abitur","445","0.860206094375327","0.830168960695519","0.890243228055135"
"Nein","1991","17-34","AkademikerIn","178","0.902960034309153","0.861624404477726","0.94429566414058"
"Nein","1991","35-65","(noch) kein Abschluss","434","0.889461503976475","0.861555504893356","0.917367503059595"
"Nein","1991","35-65","Hauptschule","2595","0.885763930901903","0.874228257986275","0.897299603817532"
"Nein","1991","35-65","Realschule","543","0.905432098000836","0.882018277414577","0.928845918587095"
"Nein","1991","35-65","(Fach-)Abitur","184","0.883805181404649","0.840565895182944","0.927044467626355"
"Nein","1991","35-65","AkademikerIn","421","0.919859838870046","0.894994104689939","0.944725573050154"
"Nein","1991","66 +","(noch) kein Abschluss","17","","",""
"Nein","1991","66 +","Hauptschule","601","0.786197646796399","0.756952976771993","0.815442316820805"
"Nein","1991","66 +","Realschule","131","0.842973065871625","0.78606259357776","0.899883538165491"
"Nein","1991","66 +","(Fach-)Abitur","33","0.784724499775172","0.663280052610608","0.906168946939735"
"Nein","1991","66 +","AkademikerIn","50","0.763558012608411","0.659460243098301","0.86765578211852"
"Ja","1992","17-34","(noch) kein Abschluss","33","0.10334232201046","0.0718974896151145","0.134787154405806"
"Ja","1992","17-34","Hauptschule","218","0.130903507953041","0.114539199583396","0.147267816322687"
"Ja","1992","17-34","Realschule","191","0.11032948956217","0.0956966431167938","0.124962336007547"
"Ja","1992","17-34","(Fach-)Abitur","58","0.0955234569802586","0.0720431638134715","0.119003750147046"
"Ja","1992","17-34","AkademikerIn","46","0.101696096132163","0.0735505284689551","0.129841663795371"
"Ja","1992","35-65","(noch) kein Abschluss","46","0.0866421368602801","0.0615024064462285","0.111781867274332"
"Ja","1992","35-65","Hauptschule","385","0.105925654445237","0.0961705182596109","0.115680790630864"
"Ja","1992","35-65","Realschule","98","0.0856552806370331","0.0694099813396254","0.101900579934441"
"Ja","1992","35-65","(Fach-)Abitur","22","","",""
"Ja","1992","35-65","AkademikerIn","83","0.078385054856855","0.062494442532931","0.094275667180779"
"Ja","1992","66 +","(noch) kein Abschluss","3","","",""
"Ja","1992","66 +","Hauptschule","201","0.201157803228267","0.176980098319857","0.225335508136677"
"Ja","1992","66 +","Realschule","37","0.19848328970907","0.142065542321047","0.254901037097093"
"Ja","1992","66 +","(Fach-)Abitur","16","","",""
"Ja","1992","66 +","AkademikerIn","21","","",""
"Nein","1992","17-34","(noch) kein Abschluss","327","0.89665767798954","0.865212845594194","0.928102510384886"
"Nein","1992","17-34","Hauptschule","1414","0.869096492046958","0.852732183677313","0.885460800416604"
"Nein","1992","17-34","Realschule","1570","0.88967051043783","0.875037663992453","0.904303356883206"
"Nein","1992","17-34","(Fach-)Abitur","544","0.904476543019741","0.880996249852954","0.927956836186529"
"Nein","1992","17-34","AkademikerIn","397","0.898303903867837","0.870158336204629","0.926449471531045"
"Nein","1992","35-65","(noch) kein Abschluss","435","0.91335786313972","0.888218132725668","0.938497593553771"
"Nein","1992","35-65","Hauptschule","3438","0.894074345554763","0.884319209369136","0.903829481740389"
"Nein","1992","35-65","Realschule","1042","0.914344719362967","0.898099420065559","0.930590018660375"
"Nein","1992","35-65","(Fach-)Abitur","225","0.89676515119574","0.858820362481651","0.934709939909829"
"Nein","1992","35-65","AkademikerIn","1016","0.921614945143145","0.905724332819221","0.937505557467069"
"Nein","1992","66 +","(noch) kein Abschluss","25","","",""
"Nein","1992","66 +","Hauptschule","855","0.798842196771733","0.774664491863323","0.823019901680143"
"Nein","1992","66 +","Realschule","155","0.80151671029093","0.745098962902907","0.857934457678953"
"Nein","1992","66 +","(Fach-)Abitur","30","0.653449361326326","0.515931694332968","0.790967028319685"
"Nein","1992","66 +","AkademikerIn","84","0.778567269225736","0.699148633838379","0.857985904613093"
"Ja","1993","17-34","(noch) kein Abschluss","","","",""
"Ja","1993","17-34","Hauptschule","","","",""
"Ja","1993","17-34","Realschule","","","",""
"Ja","1993","17-34","(Fach-)Abitur","","","",""
"Ja","1993","17-34","AkademikerIn","","","",""
"Ja","1993","35-65","(noch) kein Abschluss","","","",""
"Ja","1993","35-65","Hauptschule","","","",""
"Ja","1993","35-65","Realschule","","","",""
"Ja","1993","35-65","(Fach-)Abitur","","","",""
"Ja","1993","35-65","AkademikerIn","","","",""
"Ja","1993","66 +","(noch) kein Abschluss","","","",""
"Ja","1993","66 +","Hauptschule","","","",""
"Ja","1993","66 +","Realschule","","","",""
"Ja","1993","66 +","(Fach-)Abitur","","","",""
"Ja","1993","66 +","AkademikerIn","","","",""
"Nein","1993","17-34","(noch) kein Abschluss","","","",""
"Nein","1993","17-34","Hauptschule","","","",""
"Nein","1993","17-34","Realschule","","","",""
"Nein","1993","17-34","(Fach-)Abitur","","","",""
"Nein","1993","17-34","AkademikerIn","","","",""
"Nein","1993","35-65","(noch) kein Abschluss","","","",""
"Nein","1993","35-65","Hauptschule","","","",""
"Nein","1993","35-65","Realschule","","","",""
"Nein","1993","35-65","(Fach-)Abitur","","","",""
"Nein","1993","35-65","AkademikerIn","","","",""
"Nein","1993","66 +","(noch) kein Abschluss","","","",""
"Nein","1993","66 +","Hauptschule","","","",""
"Nein","1993","66 +","Realschule","","","",""
"Nein","1993","66 +","(Fach-)Abitur","","","",""
"Nein","1993","66 +","AkademikerIn","","","",""
"Ja","1994","17-34","(noch) kein Abschluss","28","","",""
"Ja","1994","17-34","Hauptschule","170","0.119211829162979","0.102618837643542","0.135804820682416"
"Ja","1994","17-34","Realschule","184","0.114593133920649","0.0992654816543915","0.129920786186906"
"Ja","1994","17-34","(Fach-)Abitur","56","0.0764791363976395","0.055953340761695","0.097004932033584"
"Ja","1994","17-34","AkademikerIn","40","0.0919410320213178","0.0642415490200178","0.119640515022618"
"Ja","1994","35-65","(noch) kein Abschluss","59","0.144142878337695","0.110867466754401","0.177418289920989"
"Ja","1994","35-65","Hauptschule","387","0.117239764488052","0.106621200544693","0.127858328431411"
"Ja","1994","35-65","Realschule","109","0.0933514956692169","0.0768980560289195","0.109804935309514"
"Ja","1994","35-65","(Fach-)Abitur","25","","",""
"Ja","1994","35-65","AkademikerIn","91","0.0855314288170925","0.0690117466613242","0.102051110972861"
"Ja","1994","66 +","(noch) kein Abschluss","5","","",""
"Ja","1994","66 +","Hauptschule","240","0.23337958434739","0.208211228639801","0.258547940054979"
"Ja","1994","66 +","Realschule","38","0.252502290086595","0.190067132414491","0.3149374477587"
"Ja","1994","66 +","(Fach-)Abitur","11","","",""
"Ja","1994","66 +","AkademikerIn","19","","",""
"Nein","1994","17-34","(noch) kein Abschluss","357","0.920641989551044","0.893642316741689","0.9476416623604"
"Nein","1994","17-34","Hauptschule","1295","0.880788170837021","0.864195179317584","0.897381162356458"
"Nein","1994","17-34","Realschule","1475","0.885406866079351","0.870079213813094","0.900734518345608"
"Nein","1994","17-34","(Fach-)Abitur","588","0.923520863602361","0.902995067966416","0.944046659238305"
"Nein","1994","17-34","AkademikerIn","378","0.908058967978682","0.880359484977382","0.935758450979982"
"Nein","1994","35-65","(noch) kein Abschluss","369","0.855857121662305","0.822581710079011","0.889132533245599"
"Nein","1994","35-65","Hauptschule","3139","0.882760235511948","0.872141671568589","0.893378799455307"
"Nein","1994","35-65","Realschule","1092","0.906648504330783","0.890195064690486","0.92310194397108"
"Nein","1994","35-65","(Fach-)Abitur","208","0.889698599912453","0.849474892530683","0.929922307294224"
"Nein","1994","35-65","AkademikerIn","1010","0.914468571182908","0.897948889027139","0.930988253338676"
"Nein","1994","66 +","(noch) kein Abschluss","26","","",""
"Nein","1994","66 +","Hauptschule","845","0.76662041565261","0.741452059945021","0.791788771360199"
"Nein","1994","66 +","Realschule","148","0.747497709913405","0.6850625522413","0.809932867585509"
"Nein","1994","66 +","(Fach-)Abitur","32","0.746032502833554","0.615931151568723","0.876133854098385"
"Nein","1994","66 +","AkademikerIn","111","0.850936115482659","0.789713608374026","0.912158622591291"
"Ja","1995","17-34","(noch) kein Abschluss","35","0.0869565168028799","0.0599121472650404","0.114000886340719"
"Ja","1995","17-34","Hauptschule","180","0.118451097690435","0.102043397712695","0.134858797668176"
"Ja","1995","17-34","Realschule","186","0.115633207755141","0.100127929481375","0.131138486028907"
"Ja","1995","17-34","(Fach-)Abitur","70","0.113672156812091","0.0901077805652817","0.1372365330589"
"Ja","1995","17-34","AkademikerIn","32","0.0675342277992582","0.0437043557602728","0.0913640998382437"
"Ja","1995","35-65","(noch) kein Abschluss","48","0.1023578462826","0.0734031354336314","0.131312557131568"
"Ja","1995","35-65","Hauptschule","416","0.122701994693096","0.111849438114322","0.13355455127187"
"Ja","1995","35-65","Realschule","116","0.0739445872132674","0.059592194005092","0.0882969804214428"
"Ja","1995","35-65","(Fach-)Abitur","40","0.121476776950114","0.0859055505032902","0.157048003396937"
"Ja","1995","35-65","AkademikerIn","113","0.102727011212349","0.0853157074244033","0.120138315000295"
"Ja","1995","66 +","(noch) kein Abschluss","7","","",""
"Ja","1995","66 +","Hauptschule","216","0.207227644039604","0.183132395370979","0.231322892708229"
"Ja","1995","66 +","Realschule","42","0.232954483245996","0.173006094926882","0.29290287156511"
"Ja","1995","66 +","(Fach-)Abitur","6","","",""
"Ja","1995","66 +","AkademikerIn","24","","",""
