syear,quintil_oecd,ple0053,proportion,n,lower_confidence,upper_confidence
2001,2. Quintil,1.0,0.029974373055097932,21921,0.027717056075407018,0.032231690034788846
2001,5. Quintil,1.0,0.01533040453963024,21921,0.013703927406209715,0.016956881673050768
2002,3. Quintil,2.0,0.25492841289873364,23026,0.24929910577736641,0.26055772002010086
2002,4. Quintil,2.0,0.23182035771791637,23026,0.22636963607798571,0.23727107935784703
2002,5. Quintil,2.0,0.23047129988250142,23026,0.22503169120722424,0.2359109085577786
2002,2. Quintil,2.0,0.16528134383567605,23026,0.16048369121805678,0.17007899645329533
2002,3. Quintil,1.0,0.03738195743940119,23026,0.03493173880020523,0.03983217607859715
2002,4. Quintil,1.0,0.02846076852778624,23026,0.026312936550217346,0.030608600505355132
2002,5. Quintil,1.0,0.02780799860742417,23026,0.025684227493529395,0.029931769721318946
2002,2. Quintil,1.0,0.023847861090560946,23026,0.02187711672768035,0.025818605453441543
2003,3. Quintil,2.0,0.25556964318058323,22166,0.24982743309564803,0.2613118532655184
2003,4. Quintil,2.0,0.24569824307190727,22166,0.24003081532577872,0.25136567081803585
2003,5. Quintil,2.0,0.22251403731208114,22166,0.21703836573238022,0.22798970889178205
2003,2. Quintil,2.0,0.1577612751313168,22166,0.1529625020533201,0.1625600482093135
2003,3. Quintil,1.0,0.03590834993660569,22166,0.03345889591336193,0.038357803959849446
2003,4. Quintil,1.0,0.031063213186017027,22166,0.02877928040526905,0.033347145966765
2003,5. Quintil,1.0,0.02689730121354827,22166,0.024767465531531592,0.02902713689556495
2003,2. Quintil,1.0,0.02458793696794059,22166,0.02254917035183457,0.02662670358404661
2004,3. Quintil,2.0,0.25526682134570766,21612,0.24945374363938888,0.26107989905202644
2004,4. Quintil,2.0,0.23693735498839907,21612,0.23126836804534887,0.24260634193144928
2004,5. Quintil,2.0,0.2311368909512761,21612,0.225516484323236,0.23675729757931618
2004,2. Quintil,2.0,0.157122969837587,21612,0.15227108436486006,0.16197485531031394
2004,3. Quintil,1.0,0.036566125290023205,21612,0.03406371210572529,0.03906853847432112
2004,4. Quintil,1.0,0.031044083526682135,21612,0.028731752412436733,0.033356414640927534
2004,5. Quintil,1.0,0.027470997679814386,21612,0.025291797687012108,0.029650197672616663
2004,2. Quintil,1.0,0.02445475638051044,21612,0.02239548316774198,0.0265140295932789
2005,3. Quintil,2.0,0.2469818181818182,20698,0.24110655801089398,0.2528570783527424
2005,5. Quintil,2.0,0.24058181818181817,20698,0.23475859042109648,0.24640504594253987
2005,4. Quintil,2.0,0.23854545454545453,20698,0.23273915490147293,0.24435175418943614
2005,2. Quintil,2.0,0.16334545454545454,20698,0.15830907450215007,0.16838183458875902
2005,3. Quintil,1.0,0.033115151515151514,20698,0.030677382062671645,0.03555292096763138
2005,4. Quintil,1.0,0.02976969696969697,20698,0.027454347748495953,0.032085046190897984
2005,5. Quintil,1.0,0.024775757575757576,20698,0.022658090932606748,0.026893424218908404
2005,2. Quintil,1.0,0.022884848484848484,20698,0.020847624528242344,0.024922072441454623
2006,4. Quintil,2.0,0.2478453189839938,22269,0.24217444945497946,0.25351618851300817
2006,3. Quintil,2.0,0.24342195266542022,22269,0.23778541449267998,0.24905849083816045
2006,5. Quintil,2.0,0.23384559259428153,22269,0.22828618571263332,0.23940499947592975
2006,2. Quintil,2.0,0.1585115600346573,22269,0.15371466449680235,0.16330845557251225
2006,3. Quintil,1.0,0.03525012540471522,22269,0.03282801791675437,0.03767223289267607
2006,4. Quintil,1.0,0.03310684481736513,22269,0.030756920620345615,0.035456769014384645
2006,5. Quintil,1.0,0.025354553331205253,22269,0.023289853012417202,0.027419253649993303
2006,2. Quintil,1.0,0.02266405216836153,22269,0.020709278722494458,0.024618825614228602
2007,5. Quintil,2.0,0.2455016624291023,20850,0.23965969133233395,0.25134363352587064
2007,4. Quintil,2.0,0.24525718756111872,20850,0.2394171800388657,0.25109719508337175
2007,3. Quintil,2.0,0.24203011930373558,20850,0.23621627063160114,0.24784396797587002
2007,2. Quintil,2.0,0.1481517699980442,20850,0.14332965485168128,0.1529738851444071
2007,3. Quintil,1.0,0.03481322120086055,20850,0.03232504673684577,0.03730139566487533
2007,4. Quintil,1.0,0.03266184236260512,20850,0.030249091161115547,0.0350745935640947
2007,5. Quintil,1.0,0.029239194210835127,20850,0.026952322203963743,0.03152606621770651
2007,2. Quintil,1.0,0.022345002933698416,20850,0.020338748257921556,0.024351257609475277
2008,5. Quintil,2.0,0.2598441558441558,19571,0.25369992355961307,0.26598838812869857
2008,4. Quintil,2.0,0.24779220779220779,19571,0.24174350424980576,0.2538409113346098
2008,3. Quintil,2.0,0.23594805194805193,19571,0.2299993911622959,0.24189671273380797
2008,2. Quintil,2.0,0.1397922077922078,19571,0.13493381380088074,0.14465060178353487
2008,4. Quintil,1.0,0.03231168831168831,19571,0.029834282591516454,0.03478909403186017
2008,3. Quintil,1.0,0.03231168831168831,19571,0.029834282591516454,0.03478909403186017
2008,5. Quintil,1.0,0.031116883116883116,19571,0.028684212546181177,0.033549553687585054
2008,2. Quintil,1.0,0.020883116883116882,19571,0.018879731539946105,0.02288650222628766
2009,5. Quintil,2.0,0.2679684023141967,18254,0.2615432451475875,0.27439355948080596
2009,4. Quintil,2.0,0.24716288384512683,18254,0.24090511976051815,0.2534206479297355
2009,3. Quintil,2.0,0.22368713840676457,18254,0.21764186502036584,0.2297324117931633
2009,2. Quintil,2.0,0.13362260792167335,18254,0.12868665992410258,0.13855855591924413
2009,4. Quintil,1.0,0.03654873164218959,18254,0.03382648118299013,0.039270982101389046
2009,3. Quintil,1.0,0.03643747218513574,18254,0.033719211400924924,0.03915573296934655
2009,5. Quintil,1.0,0.034323542501112594,18254,0.03168241770591491,0.03696466729631028
2009,2. Quintil,1.0,0.020249221183800622,18254,0.018205888794901523,0.02229255357269972
2010,3. Quintil,2.0,0.24098148225556995,24328,0.23560719483341527,0.24635576967772463
2010,5. Quintil,2.0,0.24085607992308658,24328,0.2354827471966363,0.24622941264953685
2010,4. Quintil,2.0,0.22488818292020232,24328,0.2196416987781907,0.23013466706221394
2010,2. Quintil,2.0,0.15654391171675794,24328,0.1519777404445405,0.1611100829889754
2010,3. Quintil,1.0,0.041926179826944784,24328,0.039407662165959235,0.04444469748793033
2010,4. Quintil,1.0,0.03711909041508172,24328,0.03474341108699296,0.039494769743170476
2010,5. Quintil,1.0,0.029803954353550977,24328,0.027667126369165778,0.03194078233793617
2010,2. Quintil,1.0,0.02788111858880575,24328,0.025812322655385862,0.02994991452222564
2011,5. Quintil,2.0,0.24897714446952596,28898,0.2439914174543652,0.2539628714846867
2011,4. Quintil,2.0,0.23486879232505645,28898,0.2299811120012868,0.2397564726488261
2011,3. Quintil,2.0,0.23180022573363432,28898,0.2269348521494316,0.23666559931783704
2011,2. Quintil,2.0,0.1467974040632054,28898,0.1427169598008444,0.15087784832556642
2011,3. Quintil,1.0,0.03992663656884876,28898,0.03766925096201263,0.04218402217568489
2011,4. Quintil,1.0,0.03735186230248307,28898,0.03516555051925207,0.03953817408571408
2011,5. Quintil,1.0,0.033330981941309255,28898,0.03126138805903677,0.03540057582358174
2011,2. Quintil,1.0,0.026946952595936796,28898,0.025079948521499383,0.02881395667037421
2012,5. Quintil,2.0,0.26841914430746916,28166,0.2632438935960594,0.27359439501887894
2012,4. Quintil,2.0,0.24372733865119653,28166,0.23871333313205667,0.2487413441703364
2012,3. Quintil,2.0,0.22432922407541697,28166,0.21945758477176858,0.22920086337906537
2012,2. Quintil,2.0,0.12849891225525742,28166,0.12459070869236887,0.13240711581814596
2012,4. Quintil,1.0,0.03843364757070341,28166,0.03618853090061867,0.040678764240788146
2012,3. Quintil,1.0,0.03709209572153735,28166,0.03488497267476472,0.039299218768309975
2012,5. Quintil,1.0,0.0359680928208847,28166,0.03379340013824066,0.03814278550352874
2012,2. Quintil,1.0,0.023531544597534444,28166,0.021761240761620136,0.02530184843344875
2013,5. Quintil,2.0,0.28672228286293466,31177,0.2817023378365421,0.29174222788932724
2013,4. Quintil,2.0,0.2517932324964915,31177,0.24697517750520082,0.25661128748778217
2013,3. Quintil,2.0,0.21187431779198504,31177,0.2073382889389181,0.216410346645052
2013,2. Quintil,2.0,0.11531264618743178,31177,0.11176718864711144,0.11885810372775213
2013,4. Quintil,1.0,0.04054264774676439,31177,0.03835333502099957,0.0427319604725292
2013,5. Quintil,1.0,0.0373849992203337,31177,0.035279214789408646,0.03949078365125875
2013,3. Quintil,1.0,0.03477311710587869,31177,0.032739470782053894,0.03680676342970348
2013,2. Quintil,1.0,0.02159675658818026,31177,0.019983170583232655,0.023210342593127865
2014,5. Quintil,2.0,0.29179769876798994,27654,0.2864397730264132,0.2971556245095667
2014,4. Quintil,2.0,0.24862185060490585,27654,0.24352765026891024,0.25371605094090144
2014,3. Quintil,2.0,0.20777683229124275,27654,0.2029949440499899,0.21255872053249558
2014,2. Quintil,2.0,0.12042620888675126,27654,0.11659025180496412,0.12426216596853841
2014,4. Quintil,1.0,0.03721928299234156,27654,0.03498815345862351,0.03945041252605962
2014,5. Quintil,1.0,0.03529542343408931,27654,0.033120552647626096,0.03747029422055253
2014,3. Quintil,1.0,0.03485145584372341,27654,0.032689809541482734,0.03701310214596408
2014,2. Quintil,1.0,0.024011247178955936,27654,0.02220695503639435,0.025815539321517523
2015,5. Quintil,2.0,0.31458066581306016,27342,0.3090765809552669,0.3200847506708534
2015,4. Quintil,2.0,0.2521606914212548,27342,0.24701334058951105,0.2573080422529985
2015,3. Quintil,2.0,0.19026088348271447,27342,0.18560836351027776,0.19491340345515118
2015,2. Quintil,2.0,0.11023527528809218,27342,0.10652301158270579,0.11394753899347858
2015,5. Quintil,1.0,0.04137323943661972,27342,0.03901262276834969,0.043733856104889744
2015,4. Quintil,1.0,0.03933258642765685,27342,0.03702847374525465,0.04163669911005905
2015,3. Quintil,1.0,0.03020966709346991,27342,0.02818080360366206,0.03223853058327776
2015,2. Quintil,1.0,0.02184699103713188,27342,0.02011422413136265,0.02357975794290111
2016,5. Quintil,2.0,0.3353233830845771,27798,0.32977346700773924,0.34087329916141496
2016,4. Quintil,2.0,0.24854892205638474,27798,0.24346843213756245,0.25362941197520705
2016,3. Quintil,2.0,0.18167495854063018,27798,0.177142229571721,0.18620768750953937
2016,2. Quintil,2.0,0.10244610281923715,27798,0.09888136752961459,0.10601083810885971
2016,5. Quintil,1.0,0.042620232172470976,27798,0.04024558372322782,0.04499488062171413
2016,4. Quintil,1.0,0.037686567164179105,27798,0.03544784159246683,0.03992529273589138
2016,3. Quintil,1.0,0.030597014925373135,27798,0.02857240667822478,0.032621623172521486
2016,2. Quintil,1.0,0.021102819237147595,27798,0.019413203000241627,0.022792435474053564
2017,5. Quintil,2.0,0.36710636039724054,31140,0.3617526103979403,0.37246011039654076
2017,4. Quintil,2.0,0.2458494428019104,31140,0.24106688299654286,0.2506320026072779
2017,3. Quintil,2.0,0.16234553862481996,31140,0.1582496381113605,0.1664414391382794
2017,2. Quintil,2.0,0.08987188234402244,31140,0.08669530121117285,0.09304846347687203
2017,5. Quintil,1.0,0.04715336214085361,31140,0.044799046963468626,0.049507677318238595
2017,4. Quintil,1.0,0.04120233492532788,31140,0.03899473096166215,0.0434099388889936
2017,3. Quintil,1.0,0.028921234174816162,31140,0.02705986547336894,0.030782602876263384
2017,2. Quintil,1.0,0.01754984459100902,31140,0.016091404253265565,0.019008284928752478
2018,5. Quintil,2.0,0.3864179630863278,29779,0.3808874428171122,0.39194848335554344
2018,4. Quintil,2.0,0.2478153532661938,29779,0.2429116141928067,0.2527190923395809
2018,3. Quintil,2.0,0.14526431286492417,29779,0.14126213484849098,0.14926649088135735
2018,2. Quintil,2.0,0.0865237666052745,29779,0.08333063108195257,0.08971690212859643
2018,5. Quintil,1.0,0.05062894314040519,29779,0.048138833663950276,0.053119052616860105
2018,4. Quintil,1.0,0.04008777773423723,29779,0.037859738839031584,0.04231581662944288
2018,3. Quintil,1.0,0.02766566088012853,29779,0.025802804588737162,0.0295285171715199
2018,2. Quintil,1.0,0.015596222422508719,29779,0.014188887831470627,0.01700355701354681
2019,5. Quintil,2.0,0.45236797008879887,29565,0.4466943862888025,0.45804155388879525
2019,4. Quintil,2.0,0.22032248013709302,29565,0.2155979998434974,0.22504696043068864
2019,3. Quintil,2.0,0.12591525159682193,29565,0.12213358646084237,0.12969691673280148
2019,2. Quintil,2.0,0.06726125564729708,29565,0.06440610108543943,0.07011641020915474
2019,5. Quintil,1.0,0.06036765851378719,29565,0.05765279329580521,0.06308252373176917
2019,4. Quintil,1.0,0.03583112634366724,29565,0.033712404650041765,0.03794984803729271
2019,3. Quintil,1.0,0.023640754011528275,29565,0.021908934559519935,0.025372573463536614
2019,2. Quintil,1.0,0.014176663031624863,29565,0.01282908573550567,0.015524240327744056
2019,1. Quintil,2.0,7.789375292101573e-05,29565,-2.270706899282599e-05,0.00017849457483485746
2019,1. Quintil,1.0,3.8946876460507865e-05,29565,-3.2190032255351454e-05,0.00011008378517636718
2020,5. Quintil,2.0,0.42065731010649554,29899,0.41506154178048565,0.42625307843250543
2020,4. Quintil,2.0,0.20516256435573735,29899,0.20058519502005973,0.20973993369141497
2020,3. Quintil,2.0,0.13992524155441147,29899,0.13599296663332813,0.1438575164754948
2020,2. Quintil,2.0,0.1048028774948868,29899,0.10133092573792175,0.10827482925185185
2020,5. Quintil,1.0,0.0539177657098526,29899,0.05135765865121587,0.056477872768489326
2020,4. Quintil,1.0,0.032583397982932506,29899,0.030570912786919063,0.03459588317894595
2020,3. Quintil,1.0,0.023908597221242684,29899,0.02217698743563927,0.0256402070068461
2020,2. Quintil,1.0,0.019042245574441074,29899,0.017493029577118534,0.020591461571763614
2021,5. Quintil,2.0,0.5209437809496068,19931,0.5140082422895476,0.527879319609666
2021,4. Quintil,2.0,0.19551412758520245,19931,0.19000808190796814,0.20102017326243676
2021,3. Quintil,2.0,0.10416545295659772,19931,0.0999244626146859,0.10840644329850954
2021,5. Quintil,1.0,0.06425866588989222,19931,0.06085430740312528,0.06766302437665916
2021,2. Quintil,2.0,0.058549373725604426,19931,0.05528987040269543,0.06180887704851342
2021,4. Quintil,1.0,0.029362073987765802,19931,0.027018311929574542,0.031705836045957066
2021,3. Quintil,1.0,0.01741916690940868,19931,0.01560285947247904,0.01923547434633832
2021,2. Quintil,1.0,0.009787357995921933,19931,0.008420609838438096,0.011154106153405771
