"m11104","year","bildungsniveau","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Fast nie oder nie","1986","Hauptschule","Westdeutschland","4019","0.689229776584044","0.677529057009154","0.700930496158934"
"Fast nie oder nie","1986","Hauptschule","Ostdeutschland","","","",""
"Fast nie oder nie","1986","Realschule","Westdeutschland","713","0.439774031505929","0.41660444179513","0.462943621216728"
"Fast nie oder nie","1986","Realschule","Ostdeutschland","","","",""
"Fast nie oder nie","1986","(Fach-)Abitur","Westdeutschland","291","","",""
"Fast nie oder nie","1986","(Fach-)Abitur","Ostdeutschland","","","",""
"Fast nie oder nie","1986","AkademikerIn","Westdeutschland","269","","",""
"Fast nie oder nie","1986","AkademikerIn","Ostdeutschland","","","",""
"Mehrmals im Jahr","1986","(noch) kein Abschluss","Westdeutschland","88","0.100128063616074","0.0816525135980384","0.118603613634109"
"Mehrmals im Jahr","1986","(noch) kein Abschluss","Ostdeutschland","","","",""
"Mehrmals im Jahr","1986","Hauptschule","Westdeutschland","623","0.096076004283949","0.0886255238395299","0.103526484728368"
"Mehrmals im Jahr","1986","Hauptschule","Ostdeutschland","","","",""
"Mehrmals im Jahr","1986","Realschule","Westdeutschland","293","","",""
"Mehrmals im Jahr","1986","Realschule","Ostdeutschland","","","",""
"Mehrmals im Jahr","1986","(Fach-)Abitur","Westdeutschland","146","","",""
"Mehrmals im Jahr","1986","(Fach-)Abitur","Ostdeutschland","","","",""
"Mehrmals im Jahr","1986","AkademikerIn","Westdeutschland","110","","",""
"Mehrmals im Jahr","1986","AkademikerIn","Ostdeutschland","","","",""
"Mindestens einmal im Monat","1986","(noch) kein Abschluss","Westdeutschland","24","","",""
"Mindestens einmal im Monat","1986","(noch) kein Abschluss","Ostdeutschland","","","",""
"Mindestens einmal im Monat","1986","Hauptschule","Westdeutschland","275","","",""
"Mindestens einmal im Monat","1986","Hauptschule","Ostdeutschland","","","",""
"Mindestens einmal im Monat","1986","Realschule","Westdeutschland","135","","",""
"Mindestens einmal im Monat","1986","Realschule","Ostdeutschland","","","",""
"Mindestens einmal im Monat","1986","(Fach-)Abitur","Westdeutschland","56","0.0785965220618096","0.0599602766455295","0.0972327674780897"
"Mindestens einmal im Monat","1986","(Fach-)Abitur","Ostdeutschland","","","",""
"Mindestens einmal im Monat","1986","AkademikerIn","Westdeutschland","67","0.0907280249274651","0.0700894714744562","0.111366578380474"
"Mindestens einmal im Monat","1986","AkademikerIn","Ostdeutschland","","","",""
"Mindestens einmal die Woche","1986","(noch) kein Abschluss","Westdeutschland","184","","",""
"Mindestens einmal die Woche","1986","(noch) kein Abschluss","Ostdeutschland","","","",""
"Mindestens einmal die Woche","1986","Hauptschule","Westdeutschland","1093","","",""
"Mindestens einmal die Woche","1986","Hauptschule","Ostdeutschland","","","",""
"Mindestens einmal die Woche","1986","Realschule","Westdeutschland","622","0.335925747969627","0.313878626128995","0.35797286981026"
"Mindestens einmal die Woche","1986","Realschule","Ostdeutschland","","","",""
"Mindestens einmal die Woche","1986","(Fach-)Abitur","Westdeutschland","308","0.407842334688988","0.373809614516752","0.441875054861224"
"Mindestens einmal die Woche","1986","(Fach-)Abitur","Ostdeutschland","","","",""
"Mindestens einmal die Woche","1986","AkademikerIn","Westdeutschland","298","","",""
"Mindestens einmal die Woche","1986","AkademikerIn","Ostdeutschland","","","",""
"Fast nie oder nie","1987","(noch) kein Abschluss","Westdeutschland","","","",""
"Fast nie oder nie","1987","(noch) kein Abschluss","Ostdeutschland","","","",""
"Fast nie oder nie","1987","Hauptschule","Westdeutschland","","","",""
"Fast nie oder nie","1987","Hauptschule","Ostdeutschland","","","",""
"Fast nie oder nie","1987","Realschule","Westdeutschland","","","",""
"Fast nie oder nie","1987","Realschule","Ostdeutschland","","","",""
"Fast nie oder nie","1987","(Fach-)Abitur","Westdeutschland","","","",""
"Fast nie oder nie","1987","(Fach-)Abitur","Ostdeutschland","","","",""
"Fast nie oder nie","1987","AkademikerIn","Westdeutschland","","","",""
"Fast nie oder nie","1987","AkademikerIn","Ostdeutschland","","","",""
"Mehrmals im Jahr","1987","(noch) kein Abschluss","Westdeutschland","","","",""
"Mehrmals im Jahr","1987","(noch) kein Abschluss","Ostdeutschland","","","",""
"Mehrmals im Jahr","1987","Hauptschule","Westdeutschland","","","",""
"Mehrmals im Jahr","1987","Hauptschule","Ostdeutschland","","","",""
"Mehrmals im Jahr","1987","Realschule","Westdeutschland","","","",""
"Mehrmals im Jahr","1987","Realschule","Ostdeutschland","","","",""
"Mehrmals im Jahr","1987","(Fach-)Abitur","Westdeutschland","","","",""
"Mehrmals im Jahr","1987","(Fach-)Abitur","Ostdeutschland","","","",""
"Mehrmals im Jahr","1987","AkademikerIn","Westdeutschland","","","",""
"Mehrmals im Jahr","1987","AkademikerIn","Ostdeutschland","","","",""
"Mindestens einmal im Monat","1987","(noch) kein Abschluss","Westdeutschland","","","",""
"Mindestens einmal im Monat","1987","(noch) kein Abschluss","Ostdeutschland","","","",""
"Mindestens einmal im Monat","1987","Hauptschule","Westdeutschland","","","",""
"Mindestens einmal im Monat","1987","Hauptschule","Ostdeutschland","","","",""
"Mindestens einmal im Monat","1987","Realschule","Westdeutschland","","","",""
"Mindestens einmal im Monat","1987","Realschule","Ostdeutschland","","","",""
"Mindestens einmal im Monat","1987","(Fach-)Abitur","Westdeutschland","","","",""
"Mindestens einmal im Monat","1987","(Fach-)Abitur","Ostdeutschland","","","",""
"Mindestens einmal im Monat","1987","AkademikerIn","Westdeutschland","","","",""
"Mindestens einmal im Monat","1987","AkademikerIn","Ostdeutschland","","","",""
"Mindestens einmal die Woche","1987","(noch) kein Abschluss","Westdeutschland","","","",""
"Mindestens einmal die Woche","1987","(noch) kein Abschluss","Ostdeutschland","","","",""
"Mindestens einmal die Woche","1987","Hauptschule","Westdeutschland","","","",""
"Mindestens einmal die Woche","1987","Hauptschule","Ostdeutschland","","","",""
"Mindestens einmal die Woche","1987","Realschule","Westdeutschland","","","",""
"Mindestens einmal die Woche","1987","Realschule","Ostdeutschland","","","",""
"Mindestens einmal die Woche","1987","(Fach-)Abitur","Westdeutschland","","","",""
"Mindestens einmal die Woche","1987","(Fach-)Abitur","Ostdeutschland","","","",""
"Mindestens einmal die Woche","1987","AkademikerIn","Westdeutschland","","","",""
"Mindestens einmal die Woche","1987","AkademikerIn","Ostdeutschland","","","",""
"Fast nie oder nie","1988","(noch) kein Abschluss","Westdeutschland","663","0.545211720207866","0.512715560097593","0.57770788031814"
"Fast nie oder nie","1988","(noch) kein Abschluss","Ostdeutschland","","","",""
"Fast nie oder nie","1988","Hauptschule","Westdeutschland","3704","0.666657992369248","0.654385585681755","0.678930399056742"
"Fast nie oder nie","1988","Hauptschule","Ostdeutschland","","","",""
"Fast nie oder nie","1988","Realschule","Westdeutschland","629","0.417343836269331","0.39382659142873","0.440861081109932"
"Fast nie oder nie","1988","Realschule","Ostdeutschland","","","",""
"Fast nie oder nie","1988","(Fach-)Abitur","Westdeutschland","268","","",""
"Fast nie oder nie","1988","(Fach-)Abitur","Ostdeutschland","","","",""
"Fast nie oder nie","1988","AkademikerIn","Westdeutschland","241","","",""
"Fast nie oder nie","1988","AkademikerIn","Ostdeutschland","","","",""
"Mehrmals im Jahr","1988","(noch) kein Abschluss","Westdeutschland","48","0.0732433853817522","0.0562409209782782","0.0902458497852263"
"Mehrmals im Jahr","1988","(noch) kein Abschluss","Ostdeutschland","","","",""
"Mehrmals im Jahr","1988","Hauptschule","Westdeutschland","657","0.108788448456367","0.100682292309637","0.116894604603097"
"Mehrmals im Jahr","1988","Hauptschule","Ostdeutschland","","","",""
"Mehrmals im Jahr","1988","Realschule","Westdeutschland","318","0.18012196106514","0.161794967540885","0.198448954589395"
"Mehrmals im Jahr","1988","Realschule","Ostdeutschland","","","",""
"Mehrmals im Jahr","1988","(Fach-)Abitur","Westdeutschland","150","","",""
"Mehrmals im Jahr","1988","(Fach-)Abitur","Ostdeutschland","","","",""
"Mehrmals im Jahr","1988","AkademikerIn","Westdeutschland","130","","",""
"Mehrmals im Jahr","1988","AkademikerIn","Ostdeutschland","","","",""
"Mindestens einmal im Monat","1988","(noch) kein Abschluss","Westdeutschland","25","","",""
"Mindestens einmal im Monat","1988","(noch) kein Abschluss","Ostdeutschland","","","",""
"Mindestens einmal im Monat","1988","Hauptschule","Westdeutschland","260","","",""
"Mindestens einmal im Monat","1988","Hauptschule","Ostdeutschland","","","",""
"Mindestens einmal im Monat","1988","Realschule","Westdeutschland","126","","",""
"Mindestens einmal im Monat","1988","Realschule","Ostdeutschland","","","",""
"Mindestens einmal im Monat","1988","(Fach-)Abitur","Westdeutschland","58","0.0822591964914349","0.0623413833076204","0.102177009675249"
"Mindestens einmal im Monat","1988","(Fach-)Abitur","Ostdeutschland","","","",""
"Mindestens einmal im Monat","1988","AkademikerIn","Westdeutschland","45","0.067123220456077","0.0485726172006481","0.085673823711506"
"Mindestens einmal im Monat","1988","AkademikerIn","Ostdeutschland","","","",""
"Mindestens einmal die Woche","1988","(noch) kein Abschluss","Westdeutschland","166","","",""
"Mindestens einmal die Woche","1988","(noch) kein Abschluss","Ostdeutschland","","","",""
"Mindestens einmal die Woche","1988","Hauptschule","Westdeutschland","1047","","",""
"Mindestens einmal die Woche","1988","Hauptschule","Ostdeutschland","","","",""
"Mindestens einmal die Woche","1988","Realschule","Westdeutschland","616","0.330808291451321","0.308369640905393","0.353246941997249"
"Mindestens einmal die Woche","1988","Realschule","Ostdeutschland","","","",""
"Mindestens einmal die Woche","1988","(Fach-)Abitur","Westdeutschland","255","","",""
"Mindestens einmal die Woche","1988","(Fach-)Abitur","Ostdeutschland","","","",""
"Mindestens einmal die Woche","1988","AkademikerIn","Westdeutschland","283","","",""
"Mindestens einmal die Woche","1988","AkademikerIn","Ostdeutschland","","","",""
"Fast nie oder nie","1989","(noch) kein Abschluss","Westdeutschland","","","",""
"Fast nie oder nie","1989","(noch) kein Abschluss","Ostdeutschland","","","",""
"Fast nie oder nie","1989","Hauptschule","Westdeutschland","","","",""
"Fast nie oder nie","1989","Hauptschule","Ostdeutschland","","","",""
"Fast nie oder nie","1989","Realschule","Westdeutschland","","","",""
"Fast nie oder nie","1989","Realschule","Ostdeutschland","","","",""
"Fast nie oder nie","1989","(Fach-)Abitur","Westdeutschland","","","",""
"Fast nie oder nie","1989","(Fach-)Abitur","Ostdeutschland","","","",""
"Fast nie oder nie","1989","AkademikerIn","Westdeutschland","","","",""
"Fast nie oder nie","1989","AkademikerIn","Ostdeutschland","","","",""
"Mehrmals im Jahr","1989","(noch) kein Abschluss","Westdeutschland","","","",""
"Mehrmals im Jahr","1989","(noch) kein Abschluss","Ostdeutschland","","","",""
"Mehrmals im Jahr","1989","Hauptschule","Westdeutschland","","","",""
"Mehrmals im Jahr","1989","Hauptschule","Ostdeutschland","","","",""
"Mehrmals im Jahr","1989","Realschule","Westdeutschland","","","",""
"Mehrmals im Jahr","1989","Realschule","Ostdeutschland","","","",""
"Mehrmals im Jahr","1989","(Fach-)Abitur","Westdeutschland","","","",""
"Mehrmals im Jahr","1989","(Fach-)Abitur","Ostdeutschland","","","",""
"Mehrmals im Jahr","1989","AkademikerIn","Westdeutschland","","","",""
"Mehrmals im Jahr","1989","AkademikerIn","Ostdeutschland","","","",""
"Mindestens einmal im Monat","1989","(noch) kein Abschluss","Westdeutschland","","","",""
"Mindestens einmal im Monat","1989","(noch) kein Abschluss","Ostdeutschland","","","",""
"Mindestens einmal im Monat","1989","Hauptschule","Westdeutschland","","","",""
"Mindestens einmal im Monat","1989","Hauptschule","Ostdeutschland","","","",""
"Mindestens einmal im Monat","1989","Realschule","Westdeutschland","","","",""
"Mindestens einmal im Monat","1989","Realschule","Ostdeutschland","","","",""
"Mindestens einmal im Monat","1989","(Fach-)Abitur","Westdeutschland","","","",""
"Mindestens einmal im Monat","1989","(Fach-)Abitur","Ostdeutschland","","","",""
"Mindestens einmal im Monat","1989","AkademikerIn","Westdeutschland","","","",""
"Mindestens einmal im Monat","1989","AkademikerIn","Ostdeutschland","","","",""
"Mindestens einmal die Woche","1989","(noch) kein Abschluss","Westdeutschland","","","",""
"Mindestens einmal die Woche","1989","(noch) kein Abschluss","Ostdeutschland","","","",""
"Mindestens einmal die Woche","1989","Hauptschule","Westdeutschland","","","",""
"Mindestens einmal die Woche","1989","Hauptschule","Ostdeutschland","","","",""
"Mindestens einmal die Woche","1989","Realschule","Westdeutschland","","","",""
"Mindestens einmal die Woche","1989","Realschule","Ostdeutschland","","","",""
"Mindestens einmal die Woche","1989","(Fach-)Abitur","Westdeutschland","","","",""
"Mindestens einmal die Woche","1989","(Fach-)Abitur","Ostdeutschland","","","",""
"Mindestens einmal die Woche","1989","AkademikerIn","Westdeutschland","","","",""
"Mindestens einmal die Woche","1989","AkademikerIn","Ostdeutschland","","","",""
"Fast nie oder nie","1990","(noch) kein Abschluss","Westdeutschland","557","0.508506913829953","0.474658897701912","0.542354929957993"
"Fast nie oder nie","1990","(noch) kein Abschluss","Ostdeutschland","15","","",""
"Fast nie oder nie","1990","Hauptschule","Westdeutschland","2785","","",""
"Fast nie oder nie","1990","Hauptschule","Ostdeutschland","1375","","",""
"Fast nie oder nie","1990","Realschule","Westdeutschland","416","0.28496731331017","0.262965749382002","0.306968877238338"
"Fast nie oder nie","1990","Realschule","Ostdeutschland","954","0.630337459341914","0.606134097455662","0.654540821228165"
"Fast nie oder nie","1990","(Fach-)Abitur","Westdeutschland","207","","",""
"Fast nie oder nie","1990","(Fach-)Abitur","Ostdeutschland","47","0.361119394481578","0.277581891518947","0.444656897444209"
"Fast nie oder nie","1990","AkademikerIn","Westdeutschland","164","","",""
"Fast nie oder nie","1990","AkademikerIn","Ostdeutschland","539","0.561931703224401","0.530756854807962","0.593106551640839"
"Mehrmals im Jahr","1990","(noch) kein Abschluss","Westdeutschland","78","0.0875962360803523","0.0684553367783517","0.106737135382353"
"Mehrmals im Jahr","1990","(noch) kein Abschluss","Ostdeutschland","11","","",""
"Mehrmals im Jahr","1990","Hauptschule","Westdeutschland","998","0.189637743016295","0.179096782788652","0.200178703243938"
"Mehrmals im Jahr","1990","Hauptschule","Ostdeutschland","110","","",""
"Mehrmals im Jahr","1990","Realschule","Westdeutschland","380","0.230222305426598","0.209703624330143","0.250740986523054"
"Mehrmals im Jahr","1990","Realschule","Ostdeutschland","278","","",""
"Mehrmals im Jahr","1990","(Fach-)Abitur","Westdeutschland","138","","",""
"Mehrmals im Jahr","1990","(Fach-)Abitur","Ostdeutschland","33","0.263453434701007","0.186841175854571","0.340065693547443"
"Mehrmals im Jahr","1990","AkademikerIn","Westdeutschland","164","","",""
"Mehrmals im Jahr","1990","AkademikerIn","Ostdeutschland","196","","",""
"Mindestens einmal im Monat","1990","(noch) kein Abschluss","Westdeutschland","42","0.0555687214850497","0.0400581976631169","0.0710792453069825"
"Mindestens einmal im Monat","1990","(noch) kein Abschluss","Ostdeutschland","2","","",""
"Mindestens einmal im Monat","1990","Hauptschule","Westdeutschland","409","0.0769159700789269","0.0697511207382866","0.0840808194195671"
"Mindestens einmal im Monat","1990","Hauptschule","Ostdeutschland","27","","",""
"Mindestens einmal im Monat","1990","Realschule","Westdeutschland","177","","",""
"Mindestens einmal im Monat","1990","Realschule","Ostdeutschland","65","0.0426778365842627","0.0325430019062149","0.0528126712623105"
"Mindestens einmal im Monat","1990","(Fach-)Abitur","Westdeutschland","85","0.120455167979705","0.0971136283304602","0.143796707628951"
"Mindestens einmal im Monat","1990","(Fach-)Abitur","Ostdeutschland","6","0.0354688151016638","0.00330054493530624","0.0676370852680214"
"Mindestens einmal im Monat","1990","AkademikerIn","Westdeutschland","72","0.107587392623567","0.0844841676529646","0.130690617594169"
"Mindestens einmal im Monat","1990","AkademikerIn","Ostdeutschland","47","0.0460670011178216","0.032895187470928","0.0592388147647153"
"Mindestens einmal die Woche","1990","(noch) kein Abschluss","Westdeutschland","161","","",""
"Mindestens einmal die Woche","1990","(noch) kein Abschluss","Ostdeutschland","17","","",""
"Mindestens einmal die Woche","1990","Hauptschule","Westdeutschland","1121","","",""
"Mindestens einmal die Woche","1990","Hauptschule","Ostdeutschland","92","0.0562303050104245","0.0449566655259464","0.0675039444949025"
"Mindestens einmal die Woche","1990","Realschule","Westdeutschland","644","0.381936773997732","0.358255488641413","0.40561805935405"
"Mindestens einmal die Woche","1990","Realschule","Ostdeutschland","231","","",""
"Mindestens einmal die Woche","1990","(Fach-)Abitur","Westdeutschland","317","0.455766350427937","0.420051271503903","0.491481429351971"
"Mindestens einmal die Woche","1990","(Fach-)Abitur","Ostdeutschland","41","0.339958355715751","0.257573998169998","0.422342713261503"
"Mindestens einmal die Woche","1990","AkademikerIn","Westdeutschland","291","","",""
"Mindestens einmal die Woche","1990","AkademikerIn","Ostdeutschland","191","","",""
"Fast nie oder nie","1991","(noch) kein Abschluss","Westdeutschland","","","",""
"Fast nie oder nie","1991","(noch) kein Abschluss","Ostdeutschland","","","",""
"Fast nie oder nie","1991","Hauptschule","Westdeutschland","","","",""
"Fast nie oder nie","1991","Hauptschule","Ostdeutschland","","","",""
"Fast nie oder nie","1991","Realschule","Westdeutschland","","","",""
"Fast nie oder nie","1991","Realschule","Ostdeutschland","","","",""
"Fast nie oder nie","1991","(Fach-)Abitur","Westdeutschland","","","",""
"Fast nie oder nie","1991","(Fach-)Abitur","Ostdeutschland","","","",""
"Fast nie oder nie","1991","AkademikerIn","Westdeutschland","","","",""
"Fast nie oder nie","1991","AkademikerIn","Ostdeutschland","","","",""
"Mehrmals im Jahr","1991","(noch) kein Abschluss","Westdeutschland","","","",""
"Mehrmals im Jahr","1991","(noch) kein Abschluss","Ostdeutschland","","","",""
"Mehrmals im Jahr","1991","Hauptschule","Westdeutschland","","","",""
"Mehrmals im Jahr","1991","Hauptschule","Ostdeutschland","","","",""
"Mehrmals im Jahr","1991","Realschule","Westdeutschland","","","",""
"Mehrmals im Jahr","1991","Realschule","Ostdeutschland","","","",""
"Mehrmals im Jahr","1991","(Fach-)Abitur","Westdeutschland","","","",""
"Mehrmals im Jahr","1991","(Fach-)Abitur","Ostdeutschland","","","",""
"Mehrmals im Jahr","1991","AkademikerIn","Westdeutschland","","","",""
"Mehrmals im Jahr","1991","AkademikerIn","Ostdeutschland","","","",""
"Mindestens einmal im Monat","1991","(noch) kein Abschluss","Westdeutschland","","","",""
"Mindestens einmal im Monat","1991","(noch) kein Abschluss","Ostdeutschland","","","",""
"Mindestens einmal im Monat","1991","Hauptschule","Westdeutschland","","","",""
"Mindestens einmal im Monat","1991","Hauptschule","Ostdeutschland","","","",""
"Mindestens einmal im Monat","1991","Realschule","Westdeutschland","","","",""
"Mindestens einmal im Monat","1991","Realschule","Ostdeutschland","","","",""
"Mindestens einmal im Monat","1991","(Fach-)Abitur","Westdeutschland","","","",""
"Mindestens einmal im Monat","1991","(Fach-)Abitur","Ostdeutschland","","","",""
"Mindestens einmal im Monat","1991","AkademikerIn","Westdeutschland","","","",""
"Mindestens einmal im Monat","1991","AkademikerIn","Ostdeutschland","","","",""
"Mindestens einmal die Woche","1991","(noch) kein Abschluss","Westdeutschland","","","",""
"Mindestens einmal die Woche","1991","(noch) kein Abschluss","Ostdeutschland","","","",""
"Mindestens einmal die Woche","1991","Hauptschule","Westdeutschland","","","",""
"Mindestens einmal die Woche","1991","Hauptschule","Ostdeutschland","","","",""
"Mindestens einmal die Woche","1991","Realschule","Westdeutschland","","","",""
"Mindestens einmal die Woche","1991","Realschule","Ostdeutschland","","","",""
"Mindestens einmal die Woche","1991","(Fach-)Abitur","Westdeutschland","","","",""
"Mindestens einmal die Woche","1991","(Fach-)Abitur","Ostdeutschland","","","",""
"Mindestens einmal die Woche","1991","AkademikerIn","Westdeutschland","","","",""
"Mindestens einmal die Woche","1991","AkademikerIn","Ostdeutschland","","","",""
"Fast nie oder nie","1992","(noch) kein Abschluss","Westdeutschland","544","0.582168216015197","0.547688649263138","0.616647782767256"
"Fast nie oder nie","1992","(noch) kein Abschluss","Ostdeutschland","25","","",""
"Fast nie oder nie","1992","Hauptschule","Westdeutschland","3076","0.63555961760252","0.622207636762904","0.648911598442135"
"Fast nie oder nie","1992","Hauptschule","Ostdeutschland","1170","","",""
"Fast nie oder nie","1992","Realschule","Westdeutschland","565","0.378487457646324","0.355042584930822","0.401932330361826"
"Fast nie oder nie","1992","Realschule","Ostdeutschland","835","0.598466768734943","0.572943051017026","0.62399048645286"
"Fast nie oder nie","1992","(Fach-)Abitur","Westdeutschland","235","","",""
