"m11104","year","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"Mindestens einmal im Monat","2013","Bayern","262","","",""
"Mindestens einmal im Monat","2013","Saarland","","","",""
"Mindestens einmal im Monat","2013","Berlin","55","0.0542671874815175","0.0400907706972569","0.0684436042657782"
"Mindestens einmal im Monat","2013","Brandenburg","41","0.0418065920261693","0.0294875174006975","0.054125666651641"
"Mindestens einmal im Monat","2013","Mecklenburg-Vorpommern","34","0.0599275854073833","0.0407102430463618","0.0791449277684048"
"Mindestens einmal im Monat","2013","Sachsen","100","","",""
"Mindestens einmal im Monat","2013","Sachsen-Anhalt","34","0.0380897273247709","0.0259624492658466","0.0502170053836952"
"Mindestens einmal im Monat","2013","Thueringen","45","0.0491555590593167","0.0356680866129183","0.0626430315057152"
"Mindestens einmal die Woche","2013","Schleswig-Holstein","435","0.509436895132051","0.476812876187695","0.542060914076407"
"Mindestens einmal die Woche","2013","Hamburg","200","","",""
"Mindestens einmal die Woche","2013","Niedersachsen","1225","","",""
"Mindestens einmal die Woche","2013","Bremen","96","0.542199634684058","0.469817718719283","0.614581550648833"
"Mindestens einmal die Woche","2013","Nordrhein-Westfalen","2440","","",""
"Mindestens einmal die Woche","2013","Hessen","924","0.522418754020917","0.499016263482794","0.545821244559041"
"Mindestens einmal die Woche","2013","Rheinland-Pfalz,Saarland","619","0.451345558193071","0.425371334831875","0.477319781554267"
"Mindestens einmal die Woche","2013","Baden-Wuerttemberg","1593","","",""
"Mindestens einmal die Woche","2013","Bayern","2005","","",""
"Mindestens einmal die Woche","2013","Saarland","","","",""
"Mindestens einmal die Woche","2013","Berlin","484","0.502128824192498","0.470840690743944","0.533416957641052"
"Mindestens einmal die Woche","2013","Brandenburg","396","0.381658890633477","0.351758224363617","0.411559556903338"
"Mindestens einmal die Woche","2013","Mecklenburg-Vorpommern","235","","",""
"Mindestens einmal die Woche","2013","Sachsen","714","0.439122536754938","0.415531311977507","0.46271376153237"
"Mindestens einmal die Woche","2013","Sachsen-Anhalt","343","0.369804149892363","0.339218635999206","0.40038966378552"
"Mindestens einmal die Woche","2013","Thueringen","345","0.325961305082997","0.296718774472857","0.355203835693137"
"Fast nie oder nie","2014","Schleswig-Holstein","","","",""
"Fast nie oder nie","2014","Hamburg","","","",""
"Fast nie oder nie","2014","Niedersachsen","","","",""
"Fast nie oder nie","2014","Bremen","","","",""
"Fast nie oder nie","2014","Nordrhein-Westfalen","","","",""
"Fast nie oder nie","2014","Hessen","","","",""
"Fast nie oder nie","2014","Rheinland-Pfalz,Saarland","","","",""
"Fast nie oder nie","2014","Baden-Wuerttemberg","","","",""
"Fast nie oder nie","2014","Bayern","","","",""
"Fast nie oder nie","2014","Saarland","","","",""
"Fast nie oder nie","2014","Berlin","","","",""
"Fast nie oder nie","2014","Brandenburg","","","",""
"Fast nie oder nie","2014","Mecklenburg-Vorpommern","","","",""
"Fast nie oder nie","2014","Sachsen","","","",""
"Fast nie oder nie","2014","Sachsen-Anhalt","","","",""
"Fast nie oder nie","2014","Thueringen","","","",""
"Mehrmals im Jahr","2014","Schleswig-Holstein","","","",""
"Mehrmals im Jahr","2014","Hamburg","","","",""
"Mehrmals im Jahr","2014","Niedersachsen","","","",""
"Mehrmals im Jahr","2014","Bremen","","","",""
"Mehrmals im Jahr","2014","Nordrhein-Westfalen","","","",""
"Mehrmals im Jahr","2014","Hessen","","","",""
"Mehrmals im Jahr","2014","Rheinland-Pfalz,Saarland","","","",""
"Mehrmals im Jahr","2014","Baden-Wuerttemberg","","","",""
"Mehrmals im Jahr","2014","Bayern","","","",""
"Mehrmals im Jahr","2014","Saarland","","","",""
"Mehrmals im Jahr","2014","Berlin","","","",""
"Mehrmals im Jahr","2014","Brandenburg","","","",""
"Mehrmals im Jahr","2014","Mecklenburg-Vorpommern","","","",""
"Mehrmals im Jahr","2014","Sachsen","","","",""
"Mehrmals im Jahr","2014","Sachsen-Anhalt","","","",""
"Mehrmals im Jahr","2014","Thueringen","","","",""
"Mindestens einmal im Monat","2014","Schleswig-Holstein","","","",""
"Mindestens einmal im Monat","2014","Hamburg","","","",""
"Mindestens einmal im Monat","2014","Niedersachsen","","","",""
"Mindestens einmal im Monat","2014","Bremen","","","",""
"Mindestens einmal im Monat","2014","Nordrhein-Westfalen","","","",""
"Mindestens einmal im Monat","2014","Hessen","","","",""
"Mindestens einmal im Monat","2014","Rheinland-Pfalz,Saarland","","","",""
"Mindestens einmal im Monat","2014","Baden-Wuerttemberg","","","",""
"Mindestens einmal im Monat","2014","Bayern","","","",""
"Mindestens einmal im Monat","2014","Saarland","","","",""
"Mindestens einmal im Monat","2014","Berlin","","","",""
"Mindestens einmal im Monat","2014","Brandenburg","","","",""
"Mindestens einmal im Monat","2014","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal im Monat","2014","Sachsen","","","",""
"Mindestens einmal im Monat","2014","Sachsen-Anhalt","","","",""
"Mindestens einmal im Monat","2014","Thueringen","","","",""
"Mindestens einmal die Woche","2014","Schleswig-Holstein","","","",""
"Mindestens einmal die Woche","2014","Hamburg","","","",""
"Mindestens einmal die Woche","2014","Niedersachsen","","","",""
"Mindestens einmal die Woche","2014","Bremen","","","",""
"Mindestens einmal die Woche","2014","Nordrhein-Westfalen","","","",""
"Mindestens einmal die Woche","2014","Hessen","","","",""
"Mindestens einmal die Woche","2014","Rheinland-Pfalz,Saarland","","","",""
"Mindestens einmal die Woche","2014","Baden-Wuerttemberg","","","",""
"Mindestens einmal die Woche","2014","Bayern","","","",""
"Mindestens einmal die Woche","2014","Saarland","","","",""
"Mindestens einmal die Woche","2014","Berlin","","","",""
"Mindestens einmal die Woche","2014","Brandenburg","","","",""
"Mindestens einmal die Woche","2014","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal die Woche","2014","Sachsen","","","",""
"Mindestens einmal die Woche","2014","Sachsen-Anhalt","","","",""
"Mindestens einmal die Woche","2014","Thueringen","","","",""
"Fast nie oder nie","2015","Schleswig-Holstein","333","0.312577132083296","0.282208364901082","0.34294589926551"
"Fast nie oder nie","2015","Hamburg","172","","",""
"Fast nie oder nie","2015","Niedersachsen","990","0.369792582236083","0.351240239113976","0.388344925358191"
"Fast nie oder nie","2015","Bremen","70","0.342724653037433","0.274332138551475","0.41111716752339"
"Fast nie oder nie","2015","Nordrhein-Westfalen","2182","","",""
"Fast nie oder nie","2015","Hessen","637","0.339871790944986","0.318466289842485","0.361277292047487"
"Fast nie oder nie","2015","Rheinland-Pfalz,Saarland","685","0.431468529452686","0.407207778358343","0.45572928054703"
"Fast nie oder nie","2015","Baden-Wuerttemberg","1101","","",""
"Fast nie oder nie","2015","Bayern","1511","","",""
"Fast nie oder nie","2015","Saarland","","","",""
"Fast nie oder nie","2015","Berlin","329","0.343182303857233","0.313578025162358","0.372786582552108"
"Fast nie oder nie","2015","Brandenburg","483","0.476681745066807","0.445787439539632","0.507576050593982"
"Fast nie oder nie","2015","Mecklenburg-Vorpommern","267","","",""
"Fast nie oder nie","2015","Sachsen","639","0.40777751393313","0.383129458846119","0.432425569020142"
"Fast nie oder nie","2015","Sachsen-Anhalt","463","0.531310429097891","0.498580943707627","0.564039914488156"
"Fast nie oder nie","2015","Thueringen","484","0.511289065514838","0.479815533493616","0.54276259753606"
"Mehrmals im Jahr","2015","Schleswig-Holstein","132","","",""
"Mehrmals im Jahr","2015","Hamburg","53","0.0923273056717584","0.0659586911213389","0.118695920222178"
"Mehrmals im Jahr","2015","Niedersachsen","343","0.115889617923811","0.103588249501162","0.128190986346459"
"Mehrmals im Jahr","2015","Bremen","24","","",""
"Mehrmals im Jahr","2015","Nordrhein-Westfalen","714","0.129299054315853","0.120484331253588","0.138113777378118"
"Mehrmals im Jahr","2015","Hessen","267","","",""
"Mehrmals im Jahr","2015","Rheinland-Pfalz,Saarland","248","","",""
"Mehrmals im Jahr","2015","Baden-Wuerttemberg","447","0.1352955878112","0.12345030931066","0.14714086631174"
"Mehrmals im Jahr","2015","Bayern","635","0.145771021748532","0.135296659361412","0.156245384135652"
"Mehrmals im Jahr","2015","Saarland","","","",""
"Mehrmals im Jahr","2015","Berlin","131","","",""
"Mehrmals im Jahr","2015","Brandenburg","157","","",""
"Mehrmals im Jahr","2015","Mecklenburg-Vorpommern","68","0.15773452033186","0.127382955692244","0.188086084971476"
"Mehrmals im Jahr","2015","Sachsen","205","","",""
"Mehrmals im Jahr","2015","Sachsen-Anhalt","106","","",""
"Mehrmals im Jahr","2015","Thueringen","143","","",""
"Mindestens einmal im Monat","2015","Schleswig-Holstein","44","0.0362758812456021","0.0240262808025207","0.0485254816886836"
"Mindestens einmal im Monat","2015","Hamburg","20","","",""
"Mindestens einmal im Monat","2015","Niedersachsen","120","","",""
"Mindestens einmal im Monat","2015","Bremen","4","0.0239441059359889","0.00191489793201795","0.0459733139399598"
"Mindestens einmal im Monat","2015","Nordrhein-Westfalen","259","","",""
"Mindestens einmal im Monat","2015","Hessen","85","0.049346509956522","0.039558530752432","0.059134489160612"
"Mindestens einmal im Monat","2015","Rheinland-Pfalz,Saarland","65","0.0503479491566153","0.03963705882095","0.0610588394922806"
"Mindestens einmal im Monat","2015","Baden-Wuerttemberg","221","","",""
"Mindestens einmal im Monat","2015","Bayern","286","","",""
"Mindestens einmal im Monat","2015","Saarland","","","",""
"Mindestens einmal im Monat","2015","Berlin","50","0.05008310506905","0.0364825056954018","0.0636837044426982"
"Mindestens einmal im Monat","2015","Brandenburg","54","0.032826999319048","0.0218052910937292","0.0438487075443667"
"Mindestens einmal im Monat","2015","Mecklenburg-Vorpommern","26","","",""
"Mindestens einmal im Monat","2015","Sachsen","116","","",""
"Mindestens einmal im Monat","2015","Sachsen-Anhalt","39","0.0558311517352959","0.0407725208278697","0.0708897826427221"
"Mindestens einmal im Monat","2015","Thueringen","50","0.0438910551990371","0.0309928909195293","0.0567892194785449"
"Mindestens einmal die Woche","2015","Schleswig-Holstein","386","0.479949222640373","0.447218386900348","0.512680058380397"
"Mindestens einmal die Woche","2015","Hamburg","218","","",""
"Mindestens einmal die Woche","2015","Niedersachsen","1148","","",""
"Mindestens einmal die Woche","2015","Bremen","87","0.509627812674869","0.437591462166098","0.58166416318364"
"Mindestens einmal die Woche","2015","Nordrhein-Westfalen","2411","","",""
"Mindestens einmal die Woche","2015","Hessen","892","0.476293935628087","0.453723755730161","0.498864115526014"
"Mindestens einmal die Woche","2015","Rheinland-Pfalz,Saarland","603","0.371802372890999","0.34812919021148","0.395475555570518"
"Mindestens einmal die Woche","2015","Baden-Wuerttemberg","1434","","",""
"Mindestens einmal die Woche","2015","Bayern","1928","","",""
"Mindestens einmal die Woche","2015","Saarland","","","",""
"Mindestens einmal die Woche","2015","Berlin","478","0.496896354277396","0.465719574439095","0.528073134115697"
"Mindestens einmal die Woche","2015","Brandenburg","310","0.322192075042849","0.293285809847823","0.351098340237875"
"Mindestens einmal die Woche","2015","Mecklenburg-Vorpommern","193","","",""
"Mindestens einmal die Woche","2015","Sachsen","567","0.375855501432634","0.351562476179374","0.400148526685893"
"Mindestens einmal die Woche","2015","Sachsen-Anhalt","285","","",""
"Mindestens einmal die Woche","2015","Thueringen","292","","",""
"Fast nie oder nie","2016","Schleswig-Holstein","","","",""
"Fast nie oder nie","2016","Hamburg","","","",""
"Fast nie oder nie","2016","Niedersachsen","","","",""
"Fast nie oder nie","2016","Bremen","","","",""
"Fast nie oder nie","2016","Nordrhein-Westfalen","","","",""
"Fast nie oder nie","2016","Hessen","","","",""
"Fast nie oder nie","2016","Rheinland-Pfalz,Saarland","","","",""
"Fast nie oder nie","2016","Baden-Wuerttemberg","","","",""
"Fast nie oder nie","2016","Bayern","","","",""
"Fast nie oder nie","2016","Saarland","","","",""
"Fast nie oder nie","2016","Berlin","","","",""
"Fast nie oder nie","2016","Brandenburg","","","",""
"Fast nie oder nie","2016","Mecklenburg-Vorpommern","","","",""
"Fast nie oder nie","2016","Sachsen","","","",""
"Fast nie oder nie","2016","Sachsen-Anhalt","","","",""
"Fast nie oder nie","2016","Thueringen","","","",""
"Mehrmals im Jahr","2016","Schleswig-Holstein","","","",""
"Mehrmals im Jahr","2016","Hamburg","","","",""
"Mehrmals im Jahr","2016","Niedersachsen","","","",""
"Mehrmals im Jahr","2016","Bremen","","","",""
"Mehrmals im Jahr","2016","Nordrhein-Westfalen","","","",""
"Mehrmals im Jahr","2016","Hessen","","","",""
"Mehrmals im Jahr","2016","Rheinland-Pfalz,Saarland","","","",""
"Mehrmals im Jahr","2016","Baden-Wuerttemberg","","","",""
"Mehrmals im Jahr","2016","Bayern","","","",""
"Mehrmals im Jahr","2016","Saarland","","","",""
"Mehrmals im Jahr","2016","Berlin","","","",""
"Mehrmals im Jahr","2016","Brandenburg","","","",""
"Mehrmals im Jahr","2016","Mecklenburg-Vorpommern","","","",""
"Mehrmals im Jahr","2016","Sachsen","","","",""
"Mehrmals im Jahr","2016","Sachsen-Anhalt","","","",""
"Mehrmals im Jahr","2016","Thueringen","","","",""
"Mindestens einmal im Monat","2016","Schleswig-Holstein","","","",""
"Mindestens einmal im Monat","2016","Hamburg","","","",""
"Mindestens einmal im Monat","2016","Niedersachsen","","","",""
"Mindestens einmal im Monat","2016","Bremen","","","",""
"Mindestens einmal im Monat","2016","Nordrhein-Westfalen","","","",""
"Mindestens einmal im Monat","2016","Hessen","","","",""
"Mindestens einmal im Monat","2016","Rheinland-Pfalz,Saarland","","","",""
"Mindestens einmal im Monat","2016","Baden-Wuerttemberg","","","",""
"Mindestens einmal im Monat","2016","Bayern","","","",""
"Mindestens einmal im Monat","2016","Saarland","","","",""
"Mindestens einmal im Monat","2016","Berlin","","","",""
"Mindestens einmal im Monat","2016","Brandenburg","","","",""
"Mindestens einmal im Monat","2016","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal im Monat","2016","Sachsen","","","",""
"Mindestens einmal im Monat","2016","Sachsen-Anhalt","","","",""
"Mindestens einmal im Monat","2016","Thueringen","","","",""
"Mindestens einmal die Woche","2016","Schleswig-Holstein","","","",""
"Mindestens einmal die Woche","2016","Hamburg","","","",""
"Mindestens einmal die Woche","2016","Niedersachsen","","","",""
"Mindestens einmal die Woche","2016","Bremen","","","",""
"Mindestens einmal die Woche","2016","Nordrhein-Westfalen","","","",""
"Mindestens einmal die Woche","2016","Hessen","","","",""
"Mindestens einmal die Woche","2016","Rheinland-Pfalz,Saarland","","","",""
"Mindestens einmal die Woche","2016","Baden-Wuerttemberg","","","",""
"Mindestens einmal die Woche","2016","Bayern","","","",""
"Mindestens einmal die Woche","2016","Saarland","","","",""
"Mindestens einmal die Woche","2016","Berlin","","","",""
"Mindestens einmal die Woche","2016","Brandenburg","","","",""
"Mindestens einmal die Woche","2016","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal die Woche","2016","Sachsen","","","",""
"Mindestens einmal die Woche","2016","Sachsen-Anhalt","","","",""
"Mindestens einmal die Woche","2016","Thueringen","","","",""
"Fast nie oder nie","2017","Schleswig-Holstein","441","0.305111841987","0.278939405718429","0.331284278255572"
"Fast nie oder nie","2017","Hamburg","198","","",""
"Fast nie oder nie","2017","Niedersachsen","1132","","",""
"Fast nie oder nie","2017","Bremen","89","0.332007858322463","0.277333270294916","0.38668244635001"
"Fast nie oder nie","2017","Nordrhein-Westfalen","2593","","",""
"Fast nie oder nie","2017","Hessen","763","0.341150681729717","0.32112011995152","0.361181243507913"
"Fast nie oder nie","2017","Rheinland-Pfalz,Saarland","691","0.405141826056621","0.382323043489999","0.427960608623244"
"Fast nie oder nie","2017","Baden-Wuerttemberg","1176","","",""
"Fast nie oder nie","2017","Bayern","1691","","",""
"Fast nie oder nie","2017","Saarland","","","",""
"Fast nie oder nie","2017","Berlin","360","0.321056603946087","0.293276055850877","0.348837152041296"
"Fast nie oder nie","2017","Brandenburg","552","0.48229948586639","0.453556645771944","0.511042325960836"
"Fast nie oder nie","2017","Mecklenburg-Vorpommern","278","","",""
"Fast nie oder nie","2017","Sachsen","715","0.388964727520588","0.36644308353878","0.411486371502395"
"Fast nie oder nie","2017","Sachsen-Anhalt","535","0.5218880660572","0.491352567952986","0.552423564161414"
"Fast nie oder nie","2017","Thueringen","468","0.421055230397606","0.391513472770753","0.45059698802446"
"Mehrmals im Jahr","2017","Schleswig-Holstein","156","","",""
"Mehrmals im Jahr","2017","Hamburg","65","0.0974667675247752","0.0722874259668857","0.122646109082665"
"Mehrmals im Jahr","2017","Niedersachsen","479","0.140464910793942","0.128429715096499","0.152500106491385"
"Mehrmals im Jahr","2017","Bremen","47","0.0828268951295156","0.0508278508538631","0.114825939405168"
"Mehrmals im Jahr","2017","Nordrhein-Westfalen","787","0.123659267582574","0.115631742595034","0.131686792570114"
"Mehrmals im Jahr","2017","Hessen","266","","",""
"Mehrmals im Jahr","2017","Rheinland-Pfalz,Saarland","265","","",""
"Mehrmals im Jahr","2017","Baden-Wuerttemberg","457","0.128117337551719","0.116992231914","0.139242443189438"
"Mehrmals im Jahr","2017","Bayern","616","0.129760293305728","0.120050447546465","0.139470139064991"
"Mehrmals im Jahr","2017","Saarland","","","",""
"Mehrmals im Jahr","2017","Berlin","142","","",""
"Mehrmals im Jahr","2017","Brandenburg","176","","",""
"Mehrmals im Jahr","2017","Mecklenburg-Vorpommern","79","0.147235323288044","0.119253349630195","0.175217296945892"
"Mehrmals im Jahr","2017","Sachsen","275","","",""
"Mehrmals im Jahr","2017","Sachsen-Anhalt","118","","",""
"Mehrmals im Jahr","2017","Thueringen","155","","",""
"Mindestens einmal im Monat","2017","Schleswig-Holstein","60","0.0381834079818837","0.0272905801350161","0.0490762358287514"
"Mindestens einmal im Monat","2017","Hamburg","27","","",""
"Mindestens einmal im Monat","2017","Niedersachsen","145","","",""
"Mindestens einmal im Monat","2017","Bremen","13","","",""
"Mindestens einmal im Monat","2017","Nordrhein-Westfalen","281","","",""
"Mindestens einmal im Monat","2017","Hessen","108","","",""
"Mindestens einmal im Monat","2017","Rheinland-Pfalz,Saarland","84","0.0442185166787519","0.0346627925354178","0.053774240822086"
"Mindestens einmal im Monat","2017","Baden-Wuerttemberg","214","","",""
"Mindestens einmal im Monat","2017","Bayern","281","","",""
"Mindestens einmal im Monat","2017","Saarland","","","",""
"Mindestens einmal im Monat","2017","Berlin","66","0.044186266225102","0.0319580387914939","0.05641449365871"
"Mindestens einmal im Monat","2017","Brandenburg","65","0.0487894676977721","0.0363976976328325","0.0611812377627118"
"Mindestens einmal im Monat","2017","Mecklenburg-Vorpommern","27","","",""
"Mindestens einmal im Monat","2017","Sachsen","107","","",""
"Mindestens einmal im Monat","2017","Sachsen-Anhalt","33","0.0406902023902211","0.0286127343002118","0.0527676704802305"
"Mindestens einmal im Monat","2017","Thueringen","52","0.0350821804380447","0.0240734640744584","0.046090896801631"
"Mindestens einmal die Woche","2017","Schleswig-Holstein","532","0.527025408619069","0.498646751165093","0.555404066073045"
"Mindestens einmal die Woche","2017","Hamburg","243","","",""
"Mindestens einmal die Woche","2017","Niedersachsen","1446","","",""
"Mindestens einmal die Woche","2017","Bremen","136","","",""
"Mindestens einmal die Woche","2017","Nordrhein-Westfalen","2799","","",""
"Mindestens einmal die Woche","2017","Hessen","1015","","",""
"Mindestens einmal die Woche","2017","Rheinland-Pfalz,Saarland","738","0.399309139303681","0.376544417359734","0.422073861247627"
"Mindestens einmal die Woche","2017","Baden-Wuerttemberg","1620","","",""
"Mindestens einmal die Woche","2017","Bayern","2013","","",""
"Mindestens einmal die Woche","2017","Saarland","","","",""
"Mindestens einmal die Woche","2017","Berlin","517","0.509692282684676","0.479946759268052","0.539437806101299"
"Mindestens einmal die Woche","2017","Brandenburg","368","0.316125509580715","0.289380056807991","0.34287096235344"
"Mindestens einmal die Woche","2017","Mecklenburg-Vorpommern","232","","",""
"Mindestens einmal die Woche","2017","Sachsen","703","0.384186033529207","0.361715810036671","0.406656257021743"
"Mindestens einmal die Woche","2017","Sachsen-Anhalt","342","0.328758322327615","0.300041963691774","0.357474680963456"
"Mindestens einmal die Woche","2017","Thueringen","398","0.400488776620055","0.371170255230949","0.429807298009161"
"Fast nie oder nie","2018","Schleswig-Holstein","81","0.476873734428593","0.395011228167216","0.55873624068997"
"Fast nie oder nie","2018","Hamburg","10","","",""
"Fast nie oder nie","2018","Niedersachsen","154","","",""
"Fast nie oder nie","2018","Bremen","39","0.640547970055628","0.521108313434392","0.759987626676863"
"Fast nie oder nie","2018","Nordrhein-Westfalen","353","0.479261144229364","0.443315833621167","0.51520645483756"
"Fast nie oder nie","2018","Hessen","179","","",""
"Fast nie oder nie","2018","Rheinland-Pfalz,Saarland","101","","",""
"Fast nie oder nie","2018","Baden-Wuerttemberg","164","","",""
"Fast nie oder nie","2018","Bayern","169","","",""
"Fast nie oder nie","2018","Saarland","","","",""
"Fast nie oder nie","2018","Berlin","65","0.487201289664043","0.400610682883249","0.573791896444837"
"Fast nie oder nie","2018","Brandenburg","54","0.531225599141011","0.430877828248837","0.631573370033184"
"Fast nie oder nie","2018","Mecklenburg-Vorpommern","21","","",""
"Fast nie oder nie","2018","Sachsen","65","0.460477027815028","0.370161148361476","0.55079290726858"
"Fast nie oder nie","2018","Sachsen-Anhalt","52","0.481326551621397","0.373834596337278","0.588818506905516"
"Fast nie oder nie","2018","Thueringen","21","","",""
"Mehrmals im Jahr","2018","Schleswig-Holstein","20","","",""
"Mehrmals im Jahr","2018","Hamburg","12","","",""
"Mehrmals im Jahr","2018","Niedersachsen","80","0.206417634532913","0.166654926184437","0.246180342881389"
"Mehrmals im Jahr","2018","Bremen","13","","",""
"Mehrmals im Jahr","2018","Nordrhein-Westfalen","149","","",""
"Mehrmals im Jahr","2018","Hessen","48","0.137623673152022","0.101685522586651","0.173561823717392"
"Mehrmals im Jahr","2018","Rheinland-Pfalz,Saarland","33","0.167159055451485","0.115957990333027","0.218360120569944"
"Mehrmals im Jahr","2018","Baden-Wuerttemberg","62","0.204817244402072","0.162477121566026","0.247157367238117"
"Mehrmals im Jahr","2018","Bayern","38","0.0907310018347671","0.0590624215053969","0.122399582164137"
"Mehrmals im Jahr","2018","Saarland","","","",""
"Mehrmals im Jahr","2018","Berlin","18","","",""
"Mehrmals im Jahr","2018","Brandenburg","4","0.0336490065963738","-0.00261200040952363","0.0699100136022712"
"Mehrmals im Jahr","2018","Mecklenburg-Vorpommern","3","","",""
"Mehrmals im Jahr","2018","Sachsen","20","","",""
"Mehrmals im Jahr","2018","Sachsen-Anhalt","9","0.16005590744792","0.0811753286172921","0.238936486278547"
"Mehrmals im Jahr","2018","Thueringen","5","0.0201574676694736","-0.00989669117785","0.0502116265167972"
"Mindestens einmal im Monat","2018","Schleswig-Holstein","10","","",""
"Mindestens einmal im Monat","2018","Hamburg","5","0.0382916168882765","-0.0177764247978844","0.0943596585744374"
"Mindestens einmal im Monat","2018","Niedersachsen","19","","",""
"Mindestens einmal im Monat","2018","Bremen","4","0.0870213224297283","0.0168603817671498","0.157182263092307"
"Mindestens einmal im Monat","2018","Nordrhein-Westfalen","53","0.0830590961204399","0.0632022435192485","0.102915948721631"
"Mindestens einmal im Monat","2018","Hessen","19","","",""
"Mindestens einmal im Monat","2018","Rheinland-Pfalz,Saarland","14","","",""
"Mindestens einmal im Monat","2018","Baden-Wuerttemberg","24","","",""
"Mindestens einmal im Monat","2018","Bayern","16","","",""
"Mindestens einmal im Monat","2018","Saarland","","","",""
"Mindestens einmal im Monat","2018","Berlin","5","0.0225178016199898","-0.0031838202010811","0.0482194234410607"
"Mindestens einmal im Monat","2018","Brandenburg","2","","",""
"Mindestens einmal im Monat","2018","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal im Monat","2018","Sachsen","2","","",""
"Mindestens einmal im Monat","2018","Sachsen-Anhalt","","","",""
"Mindestens einmal im Monat","2018","Thueringen","6","0.0964118707909682","0.0332930376774627","0.159530703904474"
"Mindestens einmal die Woche","2018","Schleswig-Holstein","32","0.234987855106136","0.165495513512413","0.304480196699859"
"Mindestens einmal die Woche","2018","Hamburg","18","","",""
"Mindestens einmal die Woche","2018","Niedersachsen","145","","",""
"Mindestens einmal die Woche","2018","Bremen","6","0.122174935245244","0.0406581031792419","0.203691767311245"
"Mindestens einmal die Woche","2018","Nordrhein-Westfalen","187","","",""
"Mindestens einmal die Woche","2018","Hessen","107","","",""
"Mindestens einmal die Woche","2018","Rheinland-Pfalz,Saarland","56","0.284032435364669","0.222150533879383","0.345914336849955"
"Mindestens einmal die Woche","2018","Baden-Wuerttemberg","99","0.360431455054276","0.310059330540078","0.410803579568474"
"Mindestens einmal die Woche","2018","Bayern","93","0.36781709265283","0.314650126620141","0.420984058685518"
"Mindestens einmal die Woche","2018","Saarland","","","",""
"Mindestens einmal die Woche","2018","Berlin","40","0.380086008990736","0.295994960597806","0.464177057383666"
"Mindestens einmal die Woche","2018","Brandenburg","35","0.385247966019398","0.287387686304546","0.483108245734251"
"Mindestens einmal die Woche","2018","Mecklenburg-Vorpommern","24","","",""
"Mindestens einmal die Woche","2018","Sachsen","30","0.362311963363504","0.275215477599496","0.449408449127511"
"Mindestens einmal die Woche","2018","Sachsen-Anhalt","22","","",""
"Mindestens einmal die Woche","2018","Thueringen","52","0.677903315277019","0.577975715885967","0.77783091466807"
"Fast nie oder nie","2019","Schleswig-Holstein","337","0.235901459168997","0.211136300271575","0.26066661806642"
"Fast nie oder nie","2019","Hamburg","220","","",""
"Fast nie oder nie","2019","Niedersachsen","777","0.26184521158392","0.245735595118577","0.277954828049263"
"Fast nie oder nie","2019","Bremen","69","0.211474725831426","0.164148473080289","0.258800978582563"
"Fast nie oder nie","2019","Nordrhein-Westfalen","1863","","",""
"Fast nie oder nie","2019","Hessen","490","0.248163185127662","0.229180345851951","0.267146024403373"
"Fast nie oder nie","2019","Rheinland-Pfalz,Saarland","587","0.34858310221193","0.325569533668011","0.371596670755848"
"Fast nie oder nie","2019","Baden-Wuerttemberg","792","0.239823302482407","0.224941000110751","0.254705604854063"
"Fast nie oder nie","2019","Bayern","1147","","",""
"Fast nie oder nie","2019","Saarland","","","",""
"Fast nie oder nie","2019","Berlin","292","","",""
"Fast nie oder nie","2019","Brandenburg","401","0.313673675256158","0.287410764117297","0.339936586395018"
"Fast nie oder nie","2019","Mecklenburg-Vorpommern","212","","",""
"Fast nie oder nie","2019","Sachsen","516","0.269470488347203","0.248653166215753","0.290287810478653"
"Fast nie oder nie","2019","Sachsen-Anhalt","374","0.38295929843141","0.352601995020644","0.413316601842176"
"Fast nie oder nie","2019","Thueringen","334","0.324360946411963","0.295229375339869","0.353492517484057"
"Mehrmals im Jahr","2019","Schleswig-Holstein","147","","",""
"Mehrmals im Jahr","2019","Hamburg","49","0.112193346186598","0.0866185073080286","0.137768185065167"
"Mehrmals im Jahr","2019","Niedersachsen","397","0.140112534781376","0.127393666603184","0.152831402959568"
"Mehrmals im Jahr","2019","Bremen","56","0.0688209092088126","0.039482140380451","0.0981596780371743"
"Mehrmals im Jahr","2019","Nordrhein-Westfalen","785","0.126028908937762","0.117760509065003","0.134297308810521"
"Mehrmals im Jahr","2019","Hessen","242","","",""
"Mehrmals im Jahr","2019","Rheinland-Pfalz,Saarland","171","","",""
"Mehrmals im Jahr","2019","Baden-Wuerttemberg","409","0.142805061397026","0.130610146964045","0.154999975830006"
"Mehrmals im Jahr","2019","Bayern","536","0.125512888299366","0.115614071506784","0.135411705091947"
"Mehrmals im Jahr","2019","Saarland","","","",""
"Mehrmals im Jahr","2019","Berlin","134","","",""
"Mehrmals im Jahr","2019","Brandenburg","203","","",""
"Mehrmals im Jahr","2019","Mecklenburg-Vorpommern","97","0.161479735115935","0.133015706157179","0.189943764074691"
"Mehrmals im Jahr","2019","Sachsen","266","","",""
