"m11104","year","bildungsniveau","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"Mehrmals im Jahr","1999","Hauptschule","Mecklenburg-Vorpommern","11","","",""
"Mehrmals im Jahr","1999","Hauptschule","Sachsen","44","0.114256284230783","0.0807846095733075","0.147727958888258"
"Mehrmals im Jahr","1999","Hauptschule","Sachsen-Anhalt","26","","",""
"Mehrmals im Jahr","1999","Hauptschule","Thueringen","21","","",""
"Mehrmals im Jahr","1999","Realschule","Schleswig-Holstein","26","","",""
"Mehrmals im Jahr","1999","Realschule","Hamburg","5","0.225917218854436","0.0651750636171658","0.386659374091706"
"Mehrmals im Jahr","1999","Realschule","Niedersachsen","73","0.215091470345788","0.169278339758338","0.260904600933239"
"Mehrmals im Jahr","1999","Realschule","Bremen","3","","",""
"Mehrmals im Jahr","1999","Realschule","Nordrhein-Westfalen","137","","",""
"Mehrmals im Jahr","1999","Realschule","Hessen","40","0.200332667232137","0.139261434969117","0.261403899495157"
"Mehrmals im Jahr","1999","Realschule","Rheinland-Pfalz,Saarland","23","","",""
"Mehrmals im Jahr","1999","Realschule","Baden-Wuerttemberg","57","0.183826388022268","0.138293951094954","0.229358824949582"
"Mehrmals im Jahr","1999","Realschule","Bayern","91","0.243278478483953","0.200138871815772","0.286418085152134"
"Mehrmals im Jahr","1999","Realschule","Saarland","","","",""
"Mehrmals im Jahr","1999","Realschule","Berlin","40","0.283942368358714","0.211783194796419","0.356101541921009"
"Mehrmals im Jahr","1999","Realschule","Brandenburg","60","0.28237033615816","0.221917314142445","0.342823358173875"
"Mehrmals im Jahr","1999","Realschule","Mecklenburg-Vorpommern","42","0.325253947530664","0.251974914624276","0.398532980437051"
"Mehrmals im Jahr","1999","Realschule","Sachsen","97","0.228740126899115","0.189178359064469","0.268301894733761"
"Mehrmals im Jahr","1999","Realschule","Sachsen-Anhalt","71","0.320712023774642","0.260780583422251","0.380643464127034"
"Mehrmals im Jahr","1999","Realschule","Thueringen","82","0.274509351103234","0.22147489489898","0.327543807307487"
"Mehrmals im Jahr","1999","(Fach-)Abitur","Schleswig-Holstein","6","0.159989111626857","0.034911726789641","0.285066496464073"
"Mehrmals im Jahr","1999","(Fach-)Abitur","Hamburg","2","","",""
"Mehrmals im Jahr","1999","(Fach-)Abitur","Niedersachsen","22","","",""
"Mehrmals im Jahr","1999","(Fach-)Abitur","Bremen","","","",""
"Mehrmals im Jahr","1999","(Fach-)Abitur","Nordrhein-Westfalen","96","0.292717665069386","0.241819775508581","0.343615554630191"
"Mehrmals im Jahr","1999","(Fach-)Abitur","Hessen","22","","",""
"Mehrmals im Jahr","1999","(Fach-)Abitur","Rheinland-Pfalz,Saarland","10","","",""
"Mehrmals im Jahr","1999","(Fach-)Abitur","Baden-Wuerttemberg","31","0.186278507765994","0.124587531343004","0.247969484188984"
"Mehrmals im Jahr","1999","(Fach-)Abitur","Bayern","34","0.250657479761616","0.178085607055268","0.323229352467964"
"Mehrmals im Jahr","1999","(Fach-)Abitur","Saarland","","","",""
"Mehrmals im Jahr","1999","(Fach-)Abitur","Berlin","19","","",""
"Mehrmals im Jahr","1999","(Fach-)Abitur","Brandenburg","11","","",""
"Mehrmals im Jahr","1999","(Fach-)Abitur","Mecklenburg-Vorpommern","4","0.299432912574317","0.108046376073783","0.49081944907485"
"Mehrmals im Jahr","1999","(Fach-)Abitur","Sachsen","15","","",""
"Mehrmals im Jahr","1999","(Fach-)Abitur","Sachsen-Anhalt","6","0.238462580786475","0.0992583020319003","0.37766685954105"
"Mehrmals im Jahr","1999","(Fach-)Abitur","Thueringen","15","","",""
"Mehrmals im Jahr","1999","AkademikerIn","Schleswig-Holstein","5","0.120313876126102","0.0125344668689596","0.228093285383245"
"Mehrmals im Jahr","1999","AkademikerIn","Hamburg","4","0.267534350956153","0.0356521144292833","0.499416587483022"
"Mehrmals im Jahr","1999","AkademikerIn","Niedersachsen","33","0.260007686853585","0.18372026667383","0.336295107033341"
"Mehrmals im Jahr","1999","AkademikerIn","Bremen","2","","",""
"Mehrmals im Jahr","1999","AkademikerIn","Nordrhein-Westfalen","64","0.179102344300549","0.136140539185986","0.222064149415111"
"Mehrmals im Jahr","1999","AkademikerIn","Hessen","14","","",""
"Mehrmals im Jahr","1999","AkademikerIn","Rheinland-Pfalz,Saarland","14","","",""
"Mehrmals im Jahr","1999","AkademikerIn","Baden-Wuerttemberg","29","","",""
"Mehrmals im Jahr","1999","AkademikerIn","Bayern","44","0.214519497703096","0.158051659411082","0.27098733599511"
"Mehrmals im Jahr","1999","AkademikerIn","Saarland","","","",""
"Mehrmals im Jahr","1999","AkademikerIn","Berlin","45","0.25735662112108","0.187394931215837","0.327318311026323"
"Mehrmals im Jahr","1999","AkademikerIn","Brandenburg","46","0.281298199025103","0.208858760455372","0.353737637594834"
"Mehrmals im Jahr","1999","AkademikerIn","Mecklenburg-Vorpommern","21","","",""
"Mehrmals im Jahr","1999","AkademikerIn","Sachsen","58","0.231172372068216","0.177724355188559","0.284620388947873"
"Mehrmals im Jahr","1999","AkademikerIn","Sachsen-Anhalt","26","","",""
"Mehrmals im Jahr","1999","AkademikerIn","Thueringen","32","0.245390720482943","0.172257885494909","0.318523555470977"
"Mindestens einmal im Monat","1999","(noch) kein Abschluss","Schleswig-Holstein","2","","",""
"Mindestens einmal im Monat","1999","(noch) kein Abschluss","Hamburg","1","","",""
"Mindestens einmal im Monat","1999","(noch) kein Abschluss","Niedersachsen","8","0.0798887080563807","0.0118515675299699","0.147925848582792"
"Mindestens einmal im Monat","1999","(noch) kein Abschluss","Bremen","","","",""
"Mindestens einmal im Monat","1999","(noch) kein Abschluss","Nordrhein-Westfalen","8","0.0339779444564843","0.00953244384726502","0.0584234450657035"
"Mindestens einmal im Monat","1999","(noch) kein Abschluss","Hessen","3","","",""
"Mindestens einmal im Monat","1999","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","1","","",""
"Mindestens einmal im Monat","1999","(noch) kein Abschluss","Baden-Wuerttemberg","2","","",""
"Mindestens einmal im Monat","1999","(noch) kein Abschluss","Bayern","3","","",""
"Mindestens einmal im Monat","1999","(noch) kein Abschluss","Saarland","","","",""
"Mindestens einmal im Monat","1999","(noch) kein Abschluss","Berlin","1","","",""
"Mindestens einmal im Monat","1999","(noch) kein Abschluss","Brandenburg","","","",""
"Mindestens einmal im Monat","1999","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal im Monat","1999","(noch) kein Abschluss","Sachsen","7","0.16625045931153","0.0478766772905831","0.284624241332477"
"Mindestens einmal im Monat","1999","(noch) kein Abschluss","Sachsen-Anhalt","1","","",""
"Mindestens einmal im Monat","1999","(noch) kein Abschluss","Thueringen","5","0.275822051312991","0.0799510094563825","0.4716930931696"
"Mindestens einmal im Monat","1999","Hauptschule","Schleswig-Holstein","9","0.0494854850847264","0.0135600227677095","0.0854109474017433"
"Mindestens einmal im Monat","1999","Hauptschule","Hamburg","5","0.0548526161599387","0.0011281650842152","0.108577067235662"
"Mindestens einmal im Monat","1999","Hauptschule","Niedersachsen","27","","",""
"Mindestens einmal im Monat","1999","Hauptschule","Bremen","1","","",""
"Mindestens einmal im Monat","1999","Hauptschule","Nordrhein-Westfalen","73","0.0554584980495429","0.0427655808742359","0.0681514152248498"
"Mindestens einmal im Monat","1999","Hauptschule","Hessen","14","","",""
"Mindestens einmal im Monat","1999","Hauptschule","Rheinland-Pfalz,Saarland","21","","",""
"Mindestens einmal im Monat","1999","Hauptschule","Baden-Wuerttemberg","58","0.048005498616493","0.0340775705904972","0.0619334266424889"
"Mindestens einmal im Monat","1999","Hauptschule","Bayern","78","0.0703490111171091","0.0538508246879552","0.0868471975462631"
"Mindestens einmal im Monat","1999","Hauptschule","Saarland","","","",""
"Mindestens einmal im Monat","1999","Hauptschule","Berlin","3","","",""
"Mindestens einmal im Monat","1999","Hauptschule","Brandenburg","4","0.0171447606063483","-0.00219876045737471","0.0364882816700714"
"Mindestens einmal im Monat","1999","Hauptschule","Mecklenburg-Vorpommern","2","","",""
"Mindestens einmal im Monat","1999","Hauptschule","Sachsen","10","","",""
"Mindestens einmal im Monat","1999","Hauptschule","Sachsen-Anhalt","4","0.00918243170283113","-0.003091389747932","0.0214562531535942"
"Mindestens einmal im Monat","1999","Hauptschule","Thueringen","8","0.0363819456107393","0.0129840951077692","0.0597797961137094"
"Mindestens einmal im Monat","1999","Realschule","Schleswig-Holstein","7","0.121153675507737","0.0533617678424652","0.188945583173009"
"Mindestens einmal im Monat","1999","Realschule","Hamburg","1","","",""
"Mindestens einmal im Monat","1999","Realschule","Niedersachsen","36","0.131989585667288","0.0942496503048931","0.169729521029683"
"Mindestens einmal im Monat","1999","Realschule","Bremen","","","",""
"Mindestens einmal im Monat","1999","Realschule","Nordrhein-Westfalen","51","0.0924582746342327","0.0673426586532974","0.117573890615168"
"Mindestens einmal im Monat","1999","Realschule","Hessen","16","","",""
"Mindestens einmal im Monat","1999","Realschule","Rheinland-Pfalz,Saarland","4","0.0444157146686746","0.00872576520479715","0.080105664132552"
"Mindestens einmal im Monat","1999","Realschule","Baden-Wuerttemberg","19","","",""
"Mindestens einmal im Monat","1999","Realschule","Bayern","26","","",""
"Mindestens einmal im Monat","1999","Realschule","Saarland","","","",""
"Mindestens einmal im Monat","1999","Realschule","Berlin","12","","",""
"Mindestens einmal im Monat","1999","Realschule","Brandenburg","14","","",""
"Mindestens einmal im Monat","1999","Realschule","Mecklenburg-Vorpommern","9","0.0512751584694225","0.0167749351216558","0.0857753818171892"
"Mindestens einmal im Monat","1999","Realschule","Sachsen","27","","",""
"Mindestens einmal im Monat","1999","Realschule","Sachsen-Anhalt","6","0.019727788202969","0.00187184998057078","0.0375837264253673"
"Mindestens einmal im Monat","1999","Realschule","Thueringen","24","","",""
"Mindestens einmal im Monat","1999","(Fach-)Abitur","Schleswig-Holstein","2","","",""
"Mindestens einmal im Monat","1999","(Fach-)Abitur","Hamburg","5","0.239796044979852","0.0526764953602122","0.426915594599492"
"Mindestens einmal im Monat","1999","(Fach-)Abitur","Niedersachsen","18","","",""
"Mindestens einmal im Monat","1999","(Fach-)Abitur","Bremen","","","",""
"Mindestens einmal im Monat","1999","(Fach-)Abitur","Nordrhein-Westfalen","31","0.08975895927972","0.0577850297090286","0.121732888850411"
"Mindestens einmal im Monat","1999","(Fach-)Abitur","Hessen","4","0.0472051109321413","0.00339028839501597","0.0910199334692667"
"Mindestens einmal im Monat","1999","(Fach-)Abitur","Rheinland-Pfalz,Saarland","2","","",""
"Mindestens einmal im Monat","1999","(Fach-)Abitur","Baden-Wuerttemberg","14","","",""
"Mindestens einmal im Monat","1999","(Fach-)Abitur","Bayern","16","","",""
"Mindestens einmal im Monat","1999","(Fach-)Abitur","Saarland","","","",""
"Mindestens einmal im Monat","1999","(Fach-)Abitur","Berlin","2","","",""
"Mindestens einmal im Monat","1999","(Fach-)Abitur","Brandenburg","4","0.121207260009352","-0.00424224848731289","0.246656768506016"
"Mindestens einmal im Monat","1999","(Fach-)Abitur","Mecklenburg-Vorpommern","2","","",""
"Mindestens einmal im Monat","1999","(Fach-)Abitur","Sachsen","7","0.0880344123006525","0.019152233969633","0.156916590631672"
"Mindestens einmal im Monat","1999","(Fach-)Abitur","Sachsen-Anhalt","3","","",""
"Mindestens einmal im Monat","1999","(Fach-)Abitur","Thueringen","4","0.130355580638173","0.00781363726055256","0.252897524015793"
"Mindestens einmal im Monat","1999","AkademikerIn","Schleswig-Holstein","6","0.148982884307255","0.0310183642270708","0.266947404387439"
"Mindestens einmal im Monat","1999","AkademikerIn","Hamburg","2","","",""
"Mindestens einmal im Monat","1999","AkademikerIn","Niedersachsen","8","0.0423932131649214","0.00735128413879133","0.0774351421910514"
"Mindestens einmal im Monat","1999","AkademikerIn","Bremen","","","",""
"Mindestens einmal im Monat","1999","AkademikerIn","Nordrhein-Westfalen","26","","",""
"Mindestens einmal im Monat","1999","AkademikerIn","Hessen","17","","",""
"Mindestens einmal im Monat","1999","AkademikerIn","Rheinland-Pfalz,Saarland","5","0.0619047219406081","0.00143074401185415","0.122378699869362"
"Mindestens einmal im Monat","1999","AkademikerIn","Baden-Wuerttemberg","9","0.0348164806022421","0.00557785188076184","0.0640551093237223"
"Mindestens einmal im Monat","1999","AkademikerIn","Bayern","26","","",""
"Mindestens einmal im Monat","1999","AkademikerIn","Saarland","","","",""
"Mindestens einmal im Monat","1999","AkademikerIn","Berlin","12","","",""
"Mindestens einmal im Monat","1999","AkademikerIn","Brandenburg","7","0.03542872526585","0.00564615611757654","0.0652112944141235"
"Mindestens einmal im Monat","1999","AkademikerIn","Mecklenburg-Vorpommern","1","","",""
"Mindestens einmal im Monat","1999","AkademikerIn","Sachsen","22","","",""
"Mindestens einmal im Monat","1999","AkademikerIn","Sachsen-Anhalt","5","0.0353633450301086","0.00560726056895805","0.0651194294912592"
"Mindestens einmal im Monat","1999","AkademikerIn","Thueringen","12","","",""
"Mindestens einmal die Woche","1999","(noch) kein Abschluss","Schleswig-Holstein","11","","",""
"Mindestens einmal die Woche","1999","(noch) kein Abschluss","Hamburg","2","","",""
"Mindestens einmal die Woche","1999","(noch) kein Abschluss","Niedersachsen","16","","",""
"Mindestens einmal die Woche","1999","(noch) kein Abschluss","Bremen","3","","",""
"Mindestens einmal die Woche","1999","(noch) kein Abschluss","Nordrhein-Westfalen","47","0.282431954731635","0.221689082388138","0.343174827075132"
"Mindestens einmal die Woche","1999","(noch) kein Abschluss","Hessen","18","","",""
"Mindestens einmal die Woche","1999","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","11","","",""
"Mindestens einmal die Woche","1999","(noch) kein Abschluss","Baden-Wuerttemberg","30","0.31466990737565","0.243597066661693","0.385742748089608"
"Mindestens einmal die Woche","1999","(noch) kein Abschluss","Bayern","11","","",""
"Mindestens einmal die Woche","1999","(noch) kein Abschluss","Saarland","","","",""
"Mindestens einmal die Woche","1999","(noch) kein Abschluss","Berlin","10","","",""
"Mindestens einmal die Woche","1999","(noch) kein Abschluss","Brandenburg","7","0.347020839607758","0.113774123306237","0.58026755590928"
"Mindestens einmal die Woche","1999","(noch) kein Abschluss","Mecklenburg-Vorpommern","7","0.404743273340155","0.147629081477278","0.661857465203032"
"Mindestens einmal die Woche","1999","(noch) kein Abschluss","Sachsen","14","","",""
"Mindestens einmal die Woche","1999","(noch) kein Abschluss","Sachsen-Anhalt","10","","",""
"Mindestens einmal die Woche","1999","(noch) kein Abschluss","Thueringen","7","0.302345084998845","0.101063112940006","0.503627057057684"
"Mindestens einmal die Woche","1999","Hauptschule","Schleswig-Holstein","28","","",""
"Mindestens einmal die Woche","1999","Hauptschule","Hamburg","16","","",""
"Mindestens einmal die Woche","1999","Hauptschule","Niedersachsen","103","","",""
"Mindestens einmal die Woche","1999","Hauptschule","Bremen","7","0.22146941007703","0.0973588948906301","0.34557992526343"
"Mindestens einmal die Woche","1999","Hauptschule","Nordrhein-Westfalen","204","","",""
"Mindestens einmal die Woche","1999","Hauptschule","Hessen","67","0.155172765419013","0.120083187854737","0.190262342983289"
"Mindestens einmal die Woche","1999","Hauptschule","Rheinland-Pfalz,Saarland","89","0.204602150916189","0.168053405981557","0.241150895850821"
"Mindestens einmal die Woche","1999","Hauptschule","Baden-Wuerttemberg","157","","",""
"Mindestens einmal die Woche","1999","Hauptschule","Bayern","180","","",""
"Mindestens einmal die Woche","1999","Hauptschule","Saarland","","","",""
"Mindestens einmal die Woche","1999","Hauptschule","Berlin","17","","",""
"Mindestens einmal die Woche","1999","Hauptschule","Brandenburg","10","","",""
"Mindestens einmal die Woche","1999","Hauptschule","Mecklenburg-Vorpommern","6","0.0595388950804577","0.0131601604026292","0.105917629758286"
"Mindestens einmal die Woche","1999","Hauptschule","Sachsen","29","","",""
"Mindestens einmal die Woche","1999","Hauptschule","Sachsen-Anhalt","9","0.0471951757727747","0.019908233241667","0.0744821183038824"
"Mindestens einmal die Woche","1999","Hauptschule","Thueringen","20","","",""
"Mindestens einmal die Woche","1999","Realschule","Schleswig-Holstein","30","0.36158013355308","0.261762202338633","0.461398064767527"
