"m11104","year","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"Mindestens einmal im Monat","2015","(noch) kein Abschluss","48","0.045838331553744","0.0326021056389658","0.0590745574685222"
"Mindestens einmal im Monat","2015","Hauptschule","272","0.036502015944323","0.032335372784244","0.040668659104402"
"Mindestens einmal im Monat","2015","Realschule","374","0.0592983227741496","0.0535755461449241","0.0650210994033752"
"Mindestens einmal im Monat","2015","(Fach-)Abitur","272","0.0744970401143855","0.0665024420772471","0.0824916381515238"
"Mindestens einmal im Monat","2015","AkademikerIn","413","0.0699530123034873","0.0637068929384329","0.0761991316685418"
"Mindestens einmal die Woche","2015","(noch) kein Abschluss","375","0.405134265266035","0.3740638003078","0.436204730224271"
"Mindestens einmal die Woche","2015","Hauptschule","2157","0.284646921923794","0.274621193210947","0.29467265063664"
"Mindestens einmal die Woche","2015","Realschule","2691","0.428174321085364","0.416184801902088","0.440163840268639"
"Mindestens einmal die Woche","2015","(Fach-)Abitur","1981","0.51061285269836","0.495393002830539","0.525832702566181"
"Mindestens einmal die Woche","2015","AkademikerIn","3644","0.599471368175333","0.587472075951032","0.611470660399633"
"Fast nie oder nie","2016","(noch) kein Abschluss","","","",""
"Fast nie oder nie","2016","Hauptschule","","","",""
"Fast nie oder nie","2016","Realschule","","","",""
"Fast nie oder nie","2016","(Fach-)Abitur","","","",""
"Fast nie oder nie","2016","AkademikerIn","","","",""
"Mehrmals im Jahr","2016","(noch) kein Abschluss","","","",""
"Mehrmals im Jahr","2016","Hauptschule","","","",""
"Mehrmals im Jahr","2016","Realschule","","","",""
"Mehrmals im Jahr","2016","(Fach-)Abitur","","","",""
"Mehrmals im Jahr","2016","AkademikerIn","","","",""
"Mindestens einmal im Monat","2016","(noch) kein Abschluss","","","",""
"Mindestens einmal im Monat","2016","Hauptschule","","","",""
"Mindestens einmal im Monat","2016","Realschule","","","",""
"Mindestens einmal im Monat","2016","(Fach-)Abitur","","","",""
"Mindestens einmal im Monat","2016","AkademikerIn","","","",""
"Mindestens einmal die Woche","2016","(noch) kein Abschluss","","","",""
"Mindestens einmal die Woche","2016","Hauptschule","","","",""
"Mindestens einmal die Woche","2016","Realschule","","","",""
"Mindestens einmal die Woche","2016","(Fach-)Abitur","","","",""
"Mindestens einmal die Woche","2016","AkademikerIn","","","",""
"Fast nie oder nie","2017","(noch) kein Abschluss","1236","0.462507814971869","0.442522825780227","0.482492804163512"
"Fast nie oder nie","2017","Hauptschule","4302","0.522653810200445","0.511710581560626","0.533597038840265"
"Fast nie oder nie","2017","Realschule","2579","0.355987329038557","0.344711720928571","0.367262937148543"
"Fast nie oder nie","2017","(Fach-)Abitur","1483","0.273729258700765","0.261137985339809","0.286320532061721"
"Fast nie oder nie","2017","AkademikerIn","1660","0.19471108743887","0.185577936827807","0.203844238049933"
"Mehrmals im Jahr","2017","(noch) kein Abschluss","252","0.0986677429379128","0.0867144281480169","0.110621057727809"
"Mehrmals im Jahr","2017","Hauptschule","953","0.116145494976508","0.109125880562377","0.123165109390639"
"Mehrmals im Jahr","2017","Realschule","1056","0.156503664209771","0.147947495242827","0.165059833176715"
"Mehrmals im Jahr","2017","(Fach-)Abitur","683","0.139300517926134","0.129522250643386","0.149078785208883"
"Mehrmals im Jahr","2017","AkademikerIn","986","0.123161347328911","0.115581744011788","0.130740950646034"
"Mindestens einmal im Monat","2017","(noch) kein Abschluss","91","0.0239129242114225","0.0177891534075668","0.0300366950152782"
"Mindestens einmal im Monat","2017","Hauptschule","328","0.0416522275932496","0.0372749673487537","0.0460294878377455"
"Mindestens einmal im Monat","2017","Realschule","357","0.0508474038163038","0.0456739817764833","0.0560208258561244"
"Mindestens einmal im Monat","2017","(Fach-)Abitur","271","0.0585477782073349","0.0519177691807303","0.0651777872339396"
"Mindestens einmal im Monat","2017","AkademikerIn","445","0.0646998693433081","0.0590260354424884","0.0703737032441279"
"Mindestens einmal die Woche","2017","(noch) kein Abschluss","812","0.414911517878796","0.39516243998105","0.434660595776541"
"Mindestens einmal die Woche","2017","Hauptschule","2420","0.319548467229798","0.309332284546317","0.329764649913278"
"Mindestens einmal die Woche","2017","Realschule","2935","0.436661602935368","0.424981876348912","0.448341329521825"
"Mindestens einmal die Woche","2017","(Fach-)Abitur","2380","0.528422445165766","0.514325436744924","0.542519453586607"
"Mindestens einmal die Woche","2017","AkademikerIn","4130","0.617427695888911","0.60621786050215","0.628637531275672"
"Fast nie oder nie","2018","(noch) kein Abschluss","602","0.480680841067862","0.451879364542086","0.509482317593638"
"Fast nie oder nie","2018","Hauptschule","329","0.407187170585672","0.370205282154702","0.444169059016643"
"Fast nie oder nie","2018","Realschule","1","","",""
"Fast nie oder nie","2018","(Fach-)Abitur","244","0.44875617159409","0.406728624790294","0.490783718397886"
"Fast nie oder nie","2018","AkademikerIn","259","0.393415299439347","0.353276599079039","0.433553999799655"
"Mehrmals im Jahr","2018","(noch) kein Abschluss","179","0.153606530208676","0.132821045070462","0.174392015346889"
"Mehrmals im Jahr","2018","Hauptschule","106","0.146549260472155","0.119928878107395","0.173169642836915"
"Mehrmals im Jahr","2018","Realschule","","","",""
"Mehrmals im Jahr","2018","(Fach-)Abitur","86","0.163309416057558","0.132074164576171","0.194544667538946"
"Mehrmals im Jahr","2018","AkademikerIn","102","0.166104786756331","0.13552469583961","0.196684877673052"
"Mindestens einmal im Monat","2018","(noch) kein Abschluss","46","0.0440860158158636","0.0322520855018151","0.055919946129912"
"Mindestens einmal im Monat","2018","Hauptschule","34","0.0754268741186337","0.0555491374975057","0.0953046107397616"
"Mindestens einmal im Monat","2018","Realschule","1","","",""
"Mindestens einmal im Monat","2018","(Fach-)Abitur","35","0.0648199919110089","0.0440154074207091","0.0856245764013087"
"Mindestens einmal im Monat","2018","AkademikerIn","48","0.0925646408327192","0.0687511881936169","0.116378093471822"
"Mindestens einmal die Woche","2018","(noch) kein Abschluss","329","0.321626612907598","0.294700134137966","0.34855309167723"
"Mindestens einmal die Woche","2018","Hauptschule","209","0.370836694823539","0.33447816721342","0.407195222433658"
"Mindestens einmal die Woche","2018","Realschule","9","","",""
"Mindestens einmal die Woche","2018","(Fach-)Abitur","173","0.323114420437343","0.283596620835202","0.362632220039484"
"Mindestens einmal die Woche","2018","AkademikerIn","160","0.347915272971603","0.308778886949516","0.38705165899369"
"Fast nie oder nie","2019","(noch) kein Abschluss","863","0.416420692165341","0.394478739207883","0.438362645122799"
"Fast nie oder nie","2019","Hauptschule","3078","0.435421577864039","0.423685315813088","0.447157839914989"
"Fast nie oder nie","2019","Realschule","1857","0.257317606213632","0.246900418114692","0.267734794312571"
"Fast nie oder nie","2019","(Fach-)Abitur","1025","0.204281300077632","0.192693107514961","0.215869492640303"
"Fast nie oder nie","2019","AkademikerIn","1252","0.151410750823285","0.143336034562874","0.159485467083697"
"Mehrmals im Jahr","2019","(noch) kein Abschluss","230","0.112102683757643","0.0980600502018251","0.12614531731346"
"Mehrmals im Jahr","2019","Hauptschule","868","0.124934012741553","0.117107407434977","0.132760618048129"
"Mehrmals im Jahr","2019","Realschule","1064","0.166403864330264","0.157528754408797","0.175278974251732"
"Mehrmals im Jahr","2019","(Fach-)Abitur","593","0.129537714602259","0.119886216947736","0.139189212256781"
"Mehrmals im Jahr","2019","AkademikerIn","871","0.108164361132187","0.101167799604478","0.115160922659897"
"Mindestens einmal im Monat","2019","(noch) kein Abschluss","100","0.0487166673949507","0.0391347391123104","0.0582985956775911"
"Mindestens einmal im Monat","2019","Hauptschule","256","0.0358722065177208","0.0314701153407581","0.0402742976946835"
"Mindestens einmal im Monat","2019","Realschule","279","0.0433188197853958","0.0384677657325105","0.0481698738382811"
"Mindestens einmal im Monat","2019","(Fach-)Abitur","258","0.0556792521010955","0.0490886047083493","0.0622698994938418"
"Mindestens einmal im Monat","2019","AkademikerIn","387","0.0567287562431741","0.0515177681638236","0.0619397443225247"
"Mindestens einmal die Woche","2019","(noch) kein Abschluss","746","0.422759956682066","0.400772027266445","0.444747886097687"
"Mindestens einmal die Woche","2019","Hauptschule","2654","0.403772202876687","0.392158064261895","0.415386341491479"
"Mindestens einmal die Woche","2019","Realschule","3565","0.532959709670708","0.521070895091538","0.544848524249878"
"Mindestens einmal die Woche","2019","(Fach-)Abitur","2774","0.610501733219014","0.596485935211137","0.62451753122689"
"Mindestens einmal die Woche","2019","AkademikerIn","5060","0.683696131801353","0.673220409815629","0.694171853787077"
