"m11104","year","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"Mehrmals im Jahr","1995","(noch) kein Abschluss","101","0.108844348251206","0.0881848060514542","0.129503890450957"
"Mehrmals im Jahr","1995","Hauptschule","1105","0.179782002537381","0.170124864231261","0.189439140843502"
"Mehrmals im Jahr","1995","Realschule","914","0.27363125242047","0.257917143011157","0.289345361829782"
"Mehrmals im Jahr","1995","(Fach-)Abitur","248","0.222143323151372","0.197059814479806","0.247226831822937"
"Mehrmals im Jahr","1995","AkademikerIn","484","0.244018999673277","0.223861246998935","0.264176752347619"
"Mindestens einmal im Monat","1995","(noch) kein Abschluss","35","0.0502347848969932","0.0357453525157131","0.0647242172782733"
"Mindestens einmal im Monat","1995","Hauptschule","358","0.0576747614574034","0.0518119758604255","0.0635375470543813"
"Mindestens einmal im Monat","1995","Realschule","265","0.0865393710883631","0.0766292232672928","0.0964495189094335"
"Mindestens einmal im Monat","1995","(Fach-)Abitur","103","0.103193183466032","0.0848363902075315","0.121549976724533"
"Mindestens einmal im Monat","1995","AkademikerIn","162","0.0899517848822386","0.0765237659623409","0.103379803802136"
"Mindestens einmal die Woche","1995","(noch) kein Abschluss","240","0.393710921054793","0.361301626889572","0.426120215220014"
"Mindestens einmal die Woche","1995","Hauptschule","1112","0.190567070913126","0.180690070754848","0.200444071071404"
"Mindestens einmal die Woche","1995","Realschule","985","0.332108463564316","0.315507958932924","0.348708968195707"
"Mindestens einmal die Woche","1995","(Fach-)Abitur","424","0.43745266989177","0.407518519871942","0.467386819911597"
"Mindestens einmal die Woche","1995","AkademikerIn","609","0.392477595332478","0.36956029611428","0.415394894550675"
"Fast nie oder nie","1996","(noch) kein Abschluss","477","0.454630576976924","0.420836563031504","0.488424590922343"
"Fast nie oder nie","1996","Hauptschule","3636","0.616633381427998","0.604211267147737","0.62905549570826"
"Fast nie oder nie","1996","Realschule","1217","0.380875398100612","0.363786750822079","0.397964045379145"
"Fast nie oder nie","1996","(Fach-)Abitur","330","0.309472376591219","0.281158483624499","0.33778626955794"
"Fast nie oder nie","1996","AkademikerIn","648","0.342321579190907","0.320078172032346","0.364564986349468"
"Mehrmals im Jahr","1996","(noch) kein Abschluss","116","0.129054495979534","0.106301052792144","0.151807939166925"
"Mehrmals im Jahr","1996","Hauptschule","1011","0.162101081034933","0.152685142214384","0.171517019855482"
"Mehrmals im Jahr","1996","Realschule","810","0.247732917788041","0.232541263024046","0.262924572552035"
"Mehrmals im Jahr","1996","(Fach-)Abitur","244","0.23789091535329","0.211811634540357","0.263970196166222"
"Mehrmals im Jahr","1996","AkademikerIn","423","0.231362704953383","0.211593701377423","0.251131708529343"
"Mindestens einmal im Monat","1996","(noch) kein Abschluss","46","0.0720235430195326","0.0544778395383907","0.0895692465006745"
"Mindestens einmal im Monat","1996","Hauptschule","333","0.054542373953674","0.0487405718607657","0.0603441760465822"
"Mindestens einmal im Monat","1996","Realschule","260","0.0835352461037169","0.0737983630004635","0.0932721292069703"
"Mindestens einmal im Monat","1996","(Fach-)Abitur","101","0.0904446161935402","0.0728773554576692","0.108011876929411"
"Mindestens einmal im Monat","1996","AkademikerIn","144","0.0862360021192659","0.0730765228090809","0.099395481429451"
"Mindestens einmal die Woche","1996","(noch) kein Abschluss","195","0.34429138402401","0.312044809444321","0.376537958603698"
"Mindestens einmal die Woche","1996","Hauptschule","905","0.166723163583395","0.157200301747016","0.176246025419774"
"Mindestens einmal die Woche","1996","Realschule","815","0.28785643800763","0.271923387089369","0.303789488925892"
"Mindestens einmal die Woche","1996","(Fach-)Abitur","349","0.362192091861951","0.332753804226075","0.391630379497827"
"Mindestens einmal die Woche","1996","AkademikerIn","533","0.340079713736444","0.317871507618067","0.362287919854821"
"Fast nie oder nie","1997","(noch) kein Abschluss","459","0.4714507989767","0.437367204965099","0.505534392988301"
"Fast nie oder nie","1997","Hauptschule","3647","0.637523203419275","0.62503269658361","0.65001371025494"
"Fast nie oder nie","1997","Realschule","1258","0.403023606937621","0.385618735937119","0.420428477938123"
"Fast nie oder nie","1997","(Fach-)Abitur","315","0.282578110857647","0.25482388721308","0.310332334502214"
"Fast nie oder nie","1997","AkademikerIn","658","0.364819443635031","0.342336353630348","0.387302533639715"
"Mehrmals im Jahr","1997","(noch) kein Abschluss","129","0.151133811329504","0.126677839794947","0.175589782864061"
"Mehrmals im Jahr","1997","Hauptschule","869","0.148772883384503","0.139526400439883","0.158019366329122"
"Mehrmals im Jahr","1997","Realschule","755","0.236022674019915","0.22095507392869","0.25109027411114"
"Mehrmals im Jahr","1997","(Fach-)Abitur","232","0.229877629446299","0.203941764402115","0.255813494490483"
"Mehrmals im Jahr","1997","AkademikerIn","408","0.203335813574078","0.184537754979725","0.222133872168431"
"Mindestens einmal im Monat","1997","(noch) kein Abschluss","38","0.0565871328614588","0.0408112298466544","0.0723630358762632"
"Mindestens einmal im Monat","1997","Hauptschule","280","0.0453691150583469","0.0399616981785262","0.0507765319381676"
"Mindestens einmal im Monat","1997","Realschule","210","0.0661582784243556","0.0573385396653999","0.0749780171833113"
"Mindestens einmal im Monat","1997","(Fach-)Abitur","95","0.095850257572387","0.0777039053292675","0.113996609815506"
"Mindestens einmal im Monat","1997","AkademikerIn","113","0.0619891269930131","0.050726748737001","0.0732515052490251"
"Mindestens einmal die Woche","1997","(noch) kein Abschluss","198","0.320828256832337","0.288956162993157","0.352700350671517"
"Mindestens einmal die Woche","1997","Hauptschule","894","0.168334798137875","0.158612852814651","0.1780567434611"
"Mindestens einmal die Woche","1997","Realschule","828","0.294795440618108","0.278616692110861","0.310974189125356"
"Mindestens einmal die Woche","1997","(Fach-)Abitur","369","0.391694002123667","0.361605052775224","0.42178295147211"
"Mindestens einmal die Woche","1997","AkademikerIn","582","0.369855615797878","0.347307795921291","0.392403435674465"
"Fast nie oder nie","1998","(noch) kein Abschluss","423","0.441455360128181","0.407447564540358","0.475463155716003"
"Fast nie oder nie","1998","Hauptschule","3410","0.554858706637383","0.542425739285154","0.567291673989611"
"Fast nie oder nie","1998","Realschule","976","0.291061799313357","0.275706933315834","0.30641666531088"
"Fast nie oder nie","1998","(Fach-)Abitur","274","0.227412219325032","0.203069614730459","0.251754823919605"
"Fast nie oder nie","1998","AkademikerIn","515","0.258879402972815","0.239458071432719","0.278300734512911"
"Mehrmals im Jahr","1998","(noch) kein Abschluss","107","0.135454158397544","0.112017465764805","0.158890851030283"
"Mehrmals im Jahr","1998","Hauptschule","1182","0.181461337056241","0.171819799414704","0.191102874697778"
"Mehrmals im Jahr","1998","Realschule","951","0.267257562151431","0.252298997931395","0.282216126371467"
"Mehrmals im Jahr","1998","(Fach-)Abitur","287","0.235020631301971","0.210396320476881","0.259644942127062"
"Mehrmals im Jahr","1998","AkademikerIn","511","0.227741089803494","0.209146441332231","0.246335738274756"
"Mindestens einmal im Monat","1998","(noch) kein Abschluss","40","0.0518321028503827","0.0366494319630542","0.0670147737377111"
"Mindestens einmal im Monat","1998","Hauptschule","367","0.0574335695363015","0.051612892035474","0.063254247037129"
"Mindestens einmal im Monat","1998","Realschule","313","0.0874882146046037","0.0779373375512658","0.0970390916579416"
"Mindestens einmal im Monat","1998","(Fach-)Abitur","131","0.122516925073095","0.103475315885873","0.141558534260318"
"Mindestens einmal im Monat","1998","AkademikerIn","195","0.105230316532587","0.0916248988145115","0.118835734250662"
"Mindestens einmal die Woche","1998","(noch) kein Abschluss","249","0.371258378623893","0.338169627384073","0.404347129863713"
"Mindestens einmal die Woche","1998","Hauptschule","1179","0.206246386770075","0.196124285430217","0.216368488109933"
"Mindestens einmal die Woche","1998","Realschule","1122","0.354192423930608","0.338025758972872","0.370359088888344"
"Mindestens einmal die Woche","1998","(Fach-)Abitur","447","0.415050224299902","0.38643508629131","0.443665362308493"
"Mindestens einmal die Woche","1998","AkademikerIn","733","0.408149190691105","0.386356974230242","0.429941407151967"
"Fast nie oder nie","1999","(noch) kein Abschluss","414","0.462565821575862","0.427709124743031","0.497422518408693"
"Fast nie oder nie","1999","Hauptschule","3711","0.629939377606168","0.617672361602689","0.642206393609647"
"Fast nie oder nie","1999","Realschule","1290","0.37345813867975","0.357107103719243","0.389809173640256"
"Fast nie oder nie","1999","(Fach-)Abitur","319","0.289819466504825","0.263285243724068","0.316353689285582"
