"m11104","year","bula_h","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Mindestens einmal im Monat","2002","Brandenburg","maennlich","","","",""
"Mindestens einmal im Monat","2002","Brandenburg","weiblich","","","",""
"Mindestens einmal im Monat","2002","Mecklenburg-Vorpommern","maennlich","","","",""
"Mindestens einmal im Monat","2002","Mecklenburg-Vorpommern","weiblich","","","",""
"Mindestens einmal im Monat","2002","Sachsen","maennlich","","","",""
"Mindestens einmal im Monat","2002","Sachsen","weiblich","","","",""
"Mindestens einmal im Monat","2002","Sachsen-Anhalt","maennlich","","","",""
"Mindestens einmal im Monat","2002","Sachsen-Anhalt","weiblich","","","",""
"Mindestens einmal im Monat","2002","Thueringen","maennlich","","","",""
"Mindestens einmal im Monat","2002","Thueringen","weiblich","","","",""
"Mindestens einmal die Woche","2002","Schleswig-Holstein","maennlich","","","",""
"Mindestens einmal die Woche","2002","Schleswig-Holstein","weiblich","","","",""
"Mindestens einmal die Woche","2002","Hamburg","maennlich","","","",""
"Mindestens einmal die Woche","2002","Hamburg","weiblich","","","",""
"Mindestens einmal die Woche","2002","Niedersachsen","maennlich","","","",""
"Mindestens einmal die Woche","2002","Niedersachsen","weiblich","","","",""
"Mindestens einmal die Woche","2002","Bremen","maennlich","","","",""
"Mindestens einmal die Woche","2002","Bremen","weiblich","","","",""
"Mindestens einmal die Woche","2002","Nordrhein-Westfalen","maennlich","","","",""
"Mindestens einmal die Woche","2002","Nordrhein-Westfalen","weiblich","","","",""
"Mindestens einmal die Woche","2002","Hessen","maennlich","","","",""
"Mindestens einmal die Woche","2002","Hessen","weiblich","","","",""
"Mindestens einmal die Woche","2002","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Mindestens einmal die Woche","2002","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Mindestens einmal die Woche","2002","Baden-Wuerttemberg","maennlich","","","",""
"Mindestens einmal die Woche","2002","Baden-Wuerttemberg","weiblich","","","",""
"Mindestens einmal die Woche","2002","Bayern","maennlich","","","",""
"Mindestens einmal die Woche","2002","Bayern","weiblich","","","",""
"Mindestens einmal die Woche","2002","Saarland","maennlich","","","",""
"Mindestens einmal die Woche","2002","Saarland","weiblich","","","",""
"Mindestens einmal die Woche","2002","Berlin","maennlich","","","",""
"Mindestens einmal die Woche","2002","Berlin","weiblich","","","",""
"Mindestens einmal die Woche","2002","Brandenburg","maennlich","","","",""
"Mindestens einmal die Woche","2002","Brandenburg","weiblich","","","",""
"Mindestens einmal die Woche","2002","Mecklenburg-Vorpommern","maennlich","","","",""
"Mindestens einmal die Woche","2002","Mecklenburg-Vorpommern","weiblich","","","",""
"Mindestens einmal die Woche","2002","Sachsen","maennlich","","","",""
"Mindestens einmal die Woche","2002","Sachsen","weiblich","","","",""
"Mindestens einmal die Woche","2002","Sachsen-Anhalt","maennlich","","","",""
"Mindestens einmal die Woche","2002","Sachsen-Anhalt","weiblich","","","",""
"Mindestens einmal die Woche","2002","Thueringen","maennlich","","","",""
"Mindestens einmal die Woche","2002","Thueringen","weiblich","","","",""
"Fast nie oder nie","2003","Schleswig-Holstein","maennlich","100","","",""
"Fast nie oder nie","2003","Schleswig-Holstein","weiblich","117","","",""
"Fast nie oder nie","2003","Hamburg","maennlich","51","0.437417811086293","0.353426006446983","0.521409615725604"
"Fast nie oder nie","2003","Hamburg","weiblich","62","0.437569386240802","0.360459960350947","0.514678812130657"
"Fast nie oder nie","2003","Niedersachsen","maennlich","328","0.401413748444984","0.369704478678962","0.433123018211005"
"Fast nie oder nie","2003","Niedersachsen","weiblich","337","0.358539173884966","0.328559651582228","0.388518696187704"
"Fast nie oder nie","2003","Bremen","maennlich","27","","",""
"Fast nie oder nie","2003","Bremen","weiblich","28","","",""
"Fast nie oder nie","2003","Nordrhein-Westfalen","maennlich","780","0.370446291778443","0.350438596286626","0.390453987270261"
"Fast nie oder nie","2003","Nordrhein-Westfalen","weiblich","986","0.456251228055137","0.436215325931295","0.47628713017898"
"Fast nie oder nie","2003","Hessen","maennlich","269","","",""
"Fast nie oder nie","2003","Hessen","weiblich","287","","",""
"Fast nie oder nie","2003","Rheinland-Pfalz,Saarland","maennlich","247","","",""
"Fast nie oder nie","2003","Rheinland-Pfalz,Saarland","weiblich","345","0.520898059853526","0.484100264747427","0.557695854959626"
"Fast nie oder nie","2003","Baden-Wuerttemberg","maennlich","441","0.334476768034144","0.308868872790301","0.360084663277987"
"Fast nie oder nie","2003","Baden-Wuerttemberg","weiblich","551","0.425977295361796","0.399821340235721","0.452133250487871"
"Fast nie oder nie","2003","Bayern","maennlich","422","0.34260005323172","0.31833139652024","0.366868709943201"
"Fast nie oder nie","2003","Bayern","weiblich","552","0.395144870494432","0.371498451918883","0.418791289069982"
"Fast nie oder nie","2003","Saarland","maennlich","","","",""
"Fast nie oder nie","2003","Saarland","weiblich","","","",""
"Fast nie oder nie","2003","Berlin","maennlich","98","0.247258862053331","0.205345775412947","0.289171948693715"
"Fast nie oder nie","2003","Berlin","weiblich","138","","",""
"Fast nie oder nie","2003","Brandenburg","maennlich","164","","",""
"Fast nie oder nie","2003","Brandenburg","weiblich","196","","",""
"Fast nie oder nie","2003","Mecklenburg-Vorpommern","maennlich","102","","",""
"Fast nie oder nie","2003","Mecklenburg-Vorpommern","weiblich","106","","",""
"Fast nie oder nie","2003","Sachsen","maennlich","297","","",""
"Fast nie oder nie","2003","Sachsen","weiblich","346","0.452653510250533","0.418522340115548","0.486784680385517"
"Fast nie oder nie","2003","Sachsen-Anhalt","maennlich","198","","",""
"Fast nie oder nie","2003","Sachsen-Anhalt","weiblich","220","","",""
"Fast nie oder nie","2003","Thueringen","maennlich","193","","",""
"Fast nie oder nie","2003","Thueringen","weiblich","221","","",""
"Mehrmals im Jahr","2003","Schleswig-Holstein","maennlich","69","0.248072021896465","0.200825201121283","0.295318842671647"
"Mehrmals im Jahr","2003","Schleswig-Holstein","weiblich","62","0.190991262720751","0.149392119398236","0.232590406043267"
"Mehrmals im Jahr","2003","Hamburg","maennlich","22","","",""
"Mehrmals im Jahr","2003","Hamburg","weiblich","18","","",""
"Mehrmals im Jahr","2003","Niedersachsen","maennlich","170","","",""
"Mehrmals im Jahr","2003","Niedersachsen","weiblich","159","","",""
"Mehrmals im Jahr","2003","Bremen","maennlich","15","","",""
"Mehrmals im Jahr","2003","Bremen","weiblich","14","","",""
"Mehrmals im Jahr","2003","Nordrhein-Westfalen","maennlich","429","0.194020820046707","0.177637416470183","0.210404223623231"
"Mehrmals im Jahr","2003","Nordrhein-Westfalen","weiblich","388","0.153228177225037","0.138738448645964","0.167717905804109"
"Mehrmals im Jahr","2003","Hessen","maennlich","122","","",""
"Mehrmals im Jahr","2003","Hessen","weiblich","118","","",""
"Mehrmals im Jahr","2003","Rheinland-Pfalz,Saarland","maennlich","130","","",""
"Mehrmals im Jahr","2003","Rheinland-Pfalz,Saarland","weiblich","117","","",""
"Mehrmals im Jahr","2003","Baden-Wuerttemberg","maennlich","268","","",""
"Mehrmals im Jahr","2003","Baden-Wuerttemberg","weiblich","201","","",""
"Mehrmals im Jahr","2003","Bayern","maennlich","337","0.212470848472767","0.19155284702981","0.233388849915724"
"Mehrmals im Jahr","2003","Bayern","weiblich","336","0.203741751331192","0.184259977182432","0.223223525479952"
"Mehrmals im Jahr","2003","Saarland","maennlich","","","",""
"Mehrmals im Jahr","2003","Saarland","weiblich","","","",""
"Mehrmals im Jahr","2003","Berlin","maennlich","88","0.204594751399676","0.165403208900646","0.243786293898706"
"Mehrmals im Jahr","2003","Berlin","weiblich","90","0.207901019293415","0.168716229664926","0.247085808921903"
"Mehrmals im Jahr","2003","Brandenburg","maennlich","115","","",""
"Mehrmals im Jahr","2003","Brandenburg","weiblich","114","","",""
"Mehrmals im Jahr","2003","Mecklenburg-Vorpommern","maennlich","47","0.198463835990964","0.148004129303039","0.248923542678889"
"Mehrmals im Jahr","2003","Mecklenburg-Vorpommern","weiblich","58","0.182090984124264","0.137207595266822","0.226974372981706"
"Mehrmals im Jahr","2003","Sachsen","maennlich","170","","",""
"Mehrmals im Jahr","2003","Sachsen","weiblich","166","","",""
"Mehrmals im Jahr","2003","Sachsen-Anhalt","maennlich","105","","",""
"Mehrmals im Jahr","2003","Sachsen-Anhalt","weiblich","117","","",""
"Mehrmals im Jahr","2003","Thueringen","maennlich","111","","",""
"Mehrmals im Jahr","2003","Thueringen","weiblich","111","","",""
"Mindestens einmal im Monat","2003","Schleswig-Holstein","maennlich","52","0.151876964413913","0.112615096424275","0.191138832403551"
"Mindestens einmal im Monat","2003","Schleswig-Holstein","weiblich","44","0.0977164770589608","0.0662928403782659","0.129140113739656"
"Mindestens einmal im Monat","2003","Hamburg","maennlich","10","","",""
"Mindestens einmal im Monat","2003","Hamburg","weiblich","9","0.0356284189011457","0.00681664449167177","0.0644401933106196"
"Mindestens einmal im Monat","2003","Niedersachsen","maennlich","70","0.0806804862806608","0.0630629877753009","0.0982979847860206"
"Mindestens einmal im Monat","2003","Niedersachsen","weiblich","57","0.053979841275556","0.0398532516512795","0.0681064308998326"
"Mindestens einmal im Monat","2003","Bremen","maennlich","5","0.0826031034896741","0.0226540408116188","0.142552166167729"
"Mindestens einmal im Monat","2003","Bremen","weiblich","7","0.0435228880582977","0.00183111918810345","0.0852146569284919"
"Mindestens einmal im Monat","2003","Nordrhein-Westfalen","maennlich","203","","",""
"Mindestens einmal im Monat","2003","Nordrhein-Westfalen","weiblich","143","","",""
"Mindestens einmal im Monat","2003","Hessen","maennlich","67","0.0940182151380746","0.0728321618158683","0.115204268460281"
"Mindestens einmal im Monat","2003","Hessen","weiblich","48","0.0646296705902172","0.0471723184892837","0.0820870226911507"
"Mindestens einmal im Monat","2003","Rheinland-Pfalz,Saarland","maennlich","48","0.0890585997668666","0.0668348896875597","0.111282309846173"
"Mindestens einmal im Monat","2003","Rheinland-Pfalz,Saarland","weiblich","34","0.0453979434035162","0.0300637571308872","0.0607321296761452"
"Mindestens einmal im Monat","2003","Baden-Wuerttemberg","maennlich","111","","",""
"Mindestens einmal im Monat","2003","Baden-Wuerttemberg","weiblich","87","0.0652596664588481","0.0521955290813656","0.0783238038363305"
"Mindestens einmal im Monat","2003","Bayern","maennlich","138","","",""
"Mindestens einmal im Monat","2003","Bayern","weiblich","138","","",""
"Mindestens einmal im Monat","2003","Saarland","maennlich","","","",""
"Mindestens einmal im Monat","2003","Saarland","weiblich","","","",""
"Mindestens einmal im Monat","2003","Berlin","maennlich","41","0.0997544126365919","0.0706407097922235","0.12886811548096"
"Mindestens einmal im Monat","2003","Berlin","weiblich","38","0.0789603268694783","0.0529201985190142","0.105000455219942"
"Mindestens einmal im Monat","2003","Brandenburg","maennlich","37","0.0736304738896548","0.0495802060208864","0.0976807417584232"
"Mindestens einmal im Monat","2003","Brandenburg","weiblich","45","0.101798576824044","0.0748872602968927","0.128709893351196"
"Mindestens einmal im Monat","2003","Mecklenburg-Vorpommern","maennlich","15","","",""
"Mindestens einmal im Monat","2003","Mecklenburg-Vorpommern","weiblich","19","","",""
"Mindestens einmal im Monat","2003","Sachsen","maennlich","74","0.0918674356286217","0.0717260211423809","0.112008850114862"
"Mindestens einmal im Monat","2003","Sachsen","weiblich","65","0.0760721024989584","0.0578931517588398","0.0942510532390771"
"Mindestens einmal im Monat","2003","Sachsen-Anhalt","maennlich","26","","",""
"Mindestens einmal im Monat","2003","Sachsen-Anhalt","weiblich","31","0.0532663243942993","0.0334636022401483","0.0730690465484503"
"Mindestens einmal im Monat","2003","Thueringen","maennlich","33","0.0633576625686011","0.0412161095024301","0.0854992156347722"
"Mindestens einmal im Monat","2003","Thueringen","weiblich","30","0.0524393451047067","0.0326415990265121","0.0722370911829013"
"Mindestens einmal die Woche","2003","Schleswig-Holstein","maennlich","100","","",""
"Mindestens einmal die Woche","2003","Schleswig-Holstein","weiblich","120","","",""
"Mindestens einmal die Woche","2003","Hamburg","maennlich","51","0.350879286748801","0.27007446224502","0.431684111252583"
"Mindestens einmal die Woche","2003","Hamburg","weiblich","70","0.365182610863822","0.290343437683122","0.440021784044523"
"Mindestens einmal die Woche","2003","Niedersachsen","maennlich","350","0.333753952517879","0.303249918119731","0.364257986916027"
"Mindestens einmal die Woche","2003","Niedersachsen","weiblich","430","0.414443256713918","0.383647678389291","0.445238835038546"
"Mindestens einmal die Woche","2003","Bremen","maennlich","34","0.339775675217959","0.236630840512285","0.442920509923633"
"Mindestens einmal die Woche","2003","Bremen","weiblich","43","0.395029752898469","0.295136515317421","0.494922990479517"
"Mindestens einmal die Woche","2003","Nordrhein-Westfalen","maennlich","826","0.346649594626515","0.326932792376076","0.366366396876954"
"Mindestens einmal die Woche","2003","Nordrhein-Westfalen","weiblich","857","0.339447615037281","0.320399686764397","0.358495543310165"
"Mindestens einmal die Woche","2003","Hessen","maennlich","271","","",""
"Mindestens einmal die Woche","2003","Hessen","weiblich","309","0.327942440475969","0.294609574757842","0.361275306194095"
"Mindestens einmal die Woche","2003","Rheinland-Pfalz,Saarland","maennlich","206","","",""
"Mindestens einmal die Woche","2003","Rheinland-Pfalz,Saarland","weiblich","212","","",""
"Mindestens einmal die Woche","2003","Baden-Wuerttemberg","maennlich","484","0.357021668105209","0.331016794243866","0.383026541966552"
"Mindestens einmal die Woche","2003","Baden-Wuerttemberg","weiblich","534","0.373260408922163","0.347676767989161","0.398844049855166"
"Mindestens einmal die Woche","2003","Bayern","maennlich","572","0.349512777737324","0.325129723374852","0.373895832099796"
"Mindestens einmal die Woche","2003","Bayern","weiblich","616","0.32595883772279","0.303287032370314","0.348630643075265"
"Mindestens einmal die Woche","2003","Saarland","maennlich","","","",""
"Mindestens einmal die Woche","2003","Saarland","weiblich","","","",""
"Mindestens einmal die Woche","2003","Berlin","maennlich","180","","",""
"Mindestens einmal die Woche","2003","Berlin","weiblich","146","","",""
"Mindestens einmal die Woche","2003","Brandenburg","maennlich","137","","",""
"Mindestens einmal die Woche","2003","Brandenburg","weiblich","130","","",""
"Mindestens einmal die Woche","2003","Mecklenburg-Vorpommern","maennlich","76","0.287833461988544","0.23055334546113","0.345113578515958"
"Mindestens einmal die Woche","2003","Mecklenburg-Vorpommern","weiblich","101","","",""
"Mindestens einmal die Woche","2003","Sachsen","maennlich","249","","",""
"Mindestens einmal die Woche","2003","Sachsen","weiblich","240","","",""
"Mindestens einmal die Woche","2003","Sachsen-Anhalt","maennlich","105","","",""
"Mindestens einmal die Woche","2003","Sachsen-Anhalt","weiblich","126","","",""
"Mindestens einmal die Woche","2003","Thueringen","maennlich","128","","",""
"Mindestens einmal die Woche","2003","Thueringen","weiblich","125","","",""
"Fast nie oder nie","2004","Schleswig-Holstein","maennlich","","","",""
"Fast nie oder nie","2004","Schleswig-Holstein","weiblich","","","",""
"Fast nie oder nie","2004","Hamburg","maennlich","","","",""
"Fast nie oder nie","2004","Hamburg","weiblich","","","",""
"Fast nie oder nie","2004","Niedersachsen","maennlich","","","",""
"Fast nie oder nie","2004","Niedersachsen","weiblich","","","",""
"Fast nie oder nie","2004","Bremen","maennlich","","","",""
"Fast nie oder nie","2004","Bremen","weiblich","","","",""
"Fast nie oder nie","2004","Nordrhein-Westfalen","maennlich","","","",""
"Fast nie oder nie","2004","Nordrhein-Westfalen","weiblich","","","",""
"Fast nie oder nie","2004","Hessen","maennlich","","","",""
"Fast nie oder nie","2004","Hessen","weiblich","","","",""
"Fast nie oder nie","2004","Rheinland-Pfalz,Saarland","maennlich","","","",""
