year,age_gr,migback,ple0098_v5,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2005,46-65 y.,Direct migration background,Yes,0.04257,47,825,0.02879,0.05636
2005,46-65 y.,Direct migration background,No,0.88623,778,825,0.86455,0.90791
2005,46-65 y.,Indirect migration background,No,0.84688,37,37,0.72925,0.96451
2005,66 and older,No migration background,Yes,0.10231,354,3016,0.09149,0.11313
2005,66 and older,No migration background,No,0.80629,2662,3016,0.79218,0.82040
2005,66 and older,Direct migration background,No,0.91324,330,330,0.88282,0.94365
2006,17-29 y.,No migration background,Yes,0.11972,347,2528,0.10706,0.13237
2006,17-29 y.,No migration background,No,0.71618,2181,2528,0.69860,0.73376
2006,17-29 y.,Direct migration background,No,0.88712,291,291,0.85069,0.92354
2006,17-29 y.,Indirect migration background,Yes,0.08029,39,434,0.05469,0.10589
2006,17-29 y.,Indirect migration background,No,0.80580,395,434,0.76854,0.84306
2006,30-45 y.,No migration background,Yes,0.15219,831,4333,0.14150,0.16289
2006,30-45 y.,No migration background,No,0.69801,3502,4333,0.68434,0.71169
2006,30-45 y.,Direct migration background,Yes,0.07404,49,730,0.05503,0.09304
2006,30-45 y.,Direct migration background,No,0.86616,681,730,0.84144,0.89087
2006,30-45 y.,Indirect migration background,Yes,0.14827,35,246,0.10377,0.19277
2006,30-45 y.,Indirect migration background,No,0.76540,211,246,0.71234,0.81846
2006,46-65 y.,No migration background,Yes,0.14974,1017,5212,0.14005,0.15943
2006,46-65 y.,No migration background,No,0.67754,4195,5212,0.66484,0.69023
2006,46-65 y.,Direct migration background,Yes,0.05944,63,810,0.04314,0.07573
2006,46-65 y.,Direct migration background,No,0.86809,747,810,0.84478,0.89141
2006,46-65 y.,Indirect migration background,No,0.74422,35,35,0.59756,0.89087
2006,66 and older,No migration background,Yes,0.10365,448,3567,0.09365,0.11366
2006,66 and older,No migration background,No,0.79632,3119,3567,0.78311,0.80954
2006,66 and older,Direct migration background,No,0.90288,348,348,0.87173,0.93404
2007,17-29 y.,No migration background,Yes,0.12378,338,2340,0.11044,0.13713
2007,17-29 y.,No migration background,No,0.68966,2002,2340,0.67091,0.70840
2007,17-29 y.,Direct migration background,No,0.83238,238,238,0.78483,0.87994
2007,17-29 y.,Indirect migration background,Yes,0.08069,34,408,0.05423,0.10715
2007,17-29 y.,Indirect migration background,No,0.78478,374,408,0.74485,0.82471
2007,30-45 y.,No migration background,Yes,0.17148,833,3945,0.15972,0.18325
2007,30-45 y.,No migration background,No,0.67333,3112,3945,0.65869,0.68797
2007,30-45 y.,Direct migration background,Yes,0.08965,54,637,0.06745,0.11185
2007,30-45 y.,Direct migration background,No,0.83835,583,637,0.80974,0.86696
2007,30-45 y.,Indirect migration background,Yes,0.13457,34,240,0.09131,0.17784
2007,30-45 y.,Indirect migration background,No,0.77578,206,240,0.72291,0.82866
2007,46-65 y.,No migration background,Yes,0.16283,1013,4882,0.15247,0.17319
2007,46-65 y.,No migration background,No,0.66550,3869,4882,0.65227,0.67874
2007,46-65 y.,Direct migration background,Yes,0.06034,60,741,0.04318,0.07749
2007,46-65 y.,Direct migration background,No,0.88615,681,741,0.86327,0.90904
2007,46-65 y.,Indirect migration background,No,0.70400,33,33,0.54583,0.86216
2007,66 and older,No migration background,Yes,0.11990,508,3470,0.10909,0.13071
2007,66 and older,No migration background,No,0.77290,2962,3470,0.75896,0.78684
2007,66 and older,Direct migration background,No,0.90262,334,334,0.87078,0.93446
2008,17-29 y.,No migration background,Yes,0.14071,362,2210,0.12621,0.15521
2008,17-29 y.,No migration background,No,0.70413,1848,2210,0.68510,0.72317
2008,17-29 y.,Direct migration background,No,0.87875,203,203,0.83374,0.92377
2008,17-29 y.,Indirect migration background,Yes,0.10883,47,404,0.07842,0.13924
2008,17-29 y.,Indirect migration background,No,0.73552,357,404,0.69246,0.77859
2008,30-45 y.,No migration background,Yes,0.21066,882,3617,0.19737,0.22395
2008,30-45 y.,No migration background,No,0.64527,2735,3617,0.62967,0.66086
2008,30-45 y.,Direct migration background,Yes,0.13882,62,573,0.11049,0.16716
2008,30-45 y.,Direct migration background,No,0.81127,511,573,0.77920,0.84334
2008,30-45 y.,Indirect migration background,Yes,0.14597,40,242,0.10139,0.19054
2008,30-45 y.,Indirect migration background,No,0.75194,202,242,0.69741,0.80647
2008,46-65 y.,No migration background,Yes,0.18131,1090,4718,0.17031,0.19230
2008,46-65 y.,No migration background,No,0.65705,3628,4718,0.64351,0.67060
2008,46-65 y.,Direct migration background,Yes,0.07579,59,656,0.05552,0.09606
2008,46-65 y.,Direct migration background,No,0.86504,597,656,0.83887,0.89121
2008,46-65 y.,Indirect migration background,No,0.79887,35,35,0.66413,0.93361
2008,66 and older,No migration background,Yes,0.14905,597,3423,0.13712,0.16098
2008,66 and older,No migration background,No,0.74368,2826,3423,0.72905,0.75830
2008,66 and older,Direct migration background,No,0.90605,327,327,0.87438,0.93772
2010,17-29 y.,No migration background,Yes,0.15786,428,2686,0.14407,0.17165
2010,17-29 y.,No migration background,No,0.69459,2258,2686,0.67716,0.71201
2010,17-29 y.,Direct migration background,No,0.87953,455,455,0.84959,0.90947
2010,17-29 y.,Indirect migration background,Yes,0.11810,49,456,0.08844,0.14775
2010,17-29 y.,Indirect migration background,No,0.77602,407,456,0.73771,0.81433
2010,30-45 y.,No migration background,Yes,0.22241,1526,6036,0.21192,0.23290
2010,30-45 y.,No migration background,No,0.61978,4510,6036,0.60753,0.63203
2010,30-45 y.,Direct migration background,Yes,0.12947,141,1360,0.11162,0.14732
2010,30-45 y.,Direct migration background,No,0.79458,1219,1360,0.77310,0.81606
2010,30-45 y.,Indirect migration background,Yes,0.16309,85,481,0.13004,0.19614
2010,30-45 y.,Indirect migration background,No,0.72648,396,481,0.68660,0.76636
2010,46-65 y.,No migration background,Yes,0.19929,1243,4984,0.18819,0.21038
2010,46-65 y.,No migration background,No,0.63478,3741,4984,0.62141,0.64815
2010,46-65 y.,Direct migration background,Yes,0.09140,80,645,0.06914,0.11366
2010,46-65 y.,Direct migration background,No,0.85120,565,645,0.82371,0.87869
2010,46-65 y.,Indirect migration background,No,0.70787,53,53,0.58427,0.83147
2010,66 and older,No migration background,Yes,0.16118,606,3182,0.14840,0.17396
2010,66 and older,No migration background,No,0.73302,2576,3182,0.71765,0.74840
2010,66 and older,Direct migration background,No,0.88253,274,274,0.84434,0.92073
2011,17-29 y.,No migration background,Yes,0.13412,349,2120,0.11961,0.14863
2011,17-29 y.,No migration background,No,0.62891,1771,2120,0.60834,0.64948
2011,17-29 y.,Direct migration background,No,0.68701,192,192,0.62125,0.75277
2011,17-29 y.,Indirect migration background,Yes,0.09312,37,358,0.06298,0.12327
2011,17-29 y.,Indirect migration background,No,0.66311,321,358,0.61408,0.71214
2011,30-45 y.,No migration background,Yes,0.18352,907,3359,0.17043,0.19661
2011,30-45 y.,No migration background,No,0.48860,2452,3359,0.47169,0.50551
2011,30-45 y.,Direct migration background,Yes,0.08315,61,552,0.06010,0.10621
2011,30-45 y.,Direct migration background,No,0.53720,491,552,0.49557,0.57884
2011,30-45 y.,Indirect migration background,Yes,0.15742,56,274,0.11421,0.20062
2011,30-45 y.,Indirect migration background,No,0.56318,218,274,0.50435,0.62202
2011,46-65 y.,No migration background,Yes,0.20491,1471,5573,0.19431,0.21550
2011,46-65 y.,No migration background,No,0.59235,4102,5573,0.57945,0.60526
2011,46-65 y.,Direct migration background,Yes,0.07641,84,741,0.05727,0.09555
2011,46-65 y.,Direct migration background,No,0.80543,657,741,0.77691,0.83395
2011,46-65 y.,Indirect migration background,No,0.67049,59,59,0.54952,0.79146
2011,66 and older,No migration background,Yes,0.17661,818,3982,0.16477,0.18846
2011,66 and older,No migration background,No,0.69219,3164,3982,0.67786,0.70653
2011,66 and older,Direct migration background,Yes,0.09066,41,390,0.06213,0.11920
2011,66 and older,Direct migration background,No,0.85430,349,390,0.81924,0.88936
2012,17-29 y.,No migration background,Yes,0.13963,438,2802,0.12679,0.15246
2012,17-29 y.,No migration background,No,0.70702,2364,2802,0.69017,0.72388
2012,17-29 y.,Direct migration background,No,0.87415,354,354,0.83955,0.90875
2012,17-29 y.,Indirect migration background,Yes,0.11566,46,481,0.08704,0.14427
2012,17-29 y.,Indirect migration background,No,0.73775,435,481,0.69840,0.77710
2012,30-45 y.,No migration background,Yes,0.24598,1673,6129,0.23519,0.25676
2012,30-45 y.,No migration background,No,0.59868,4456,6129,0.58641,0.61096
2012,30-45 y.,Direct migration background,Yes,0.09667,122,1331,0.08079,0.11255
2012,30-45 y.,Direct migration background,No,0.83273,1209,1331,0.81267,0.85279
2012,30-45 y.,Indirect migration background,Yes,0.23450,102,505,0.19751,0.27149
2012,30-45 y.,Indirect migration background,No,0.64028,403,505,0.59838,0.68218
2012,46-65 y.,No migration background,Yes,0.22660,1901,6829,0.21667,0.23653
2012,46-65 y.,No migration background,No,0.61233,4928,6829,0.60077,0.62388
2012,46-65 y.,Direct migration background,Yes,0.09055,111,881,0.07159,0.10951
2012,46-65 y.,Direct migration background,No,0.85914,770,881,0.83615,0.88212
2012,46-65 y.,Indirect migration background,Yes,0.21974,35,124,0.14656,0.29292
2012,46-65 y.,Indirect migration background,No,0.71437,89,124,0.63454,0.79420
2012,66 and older,No migration background,Yes,0.17846,858,4029,0.16664,0.19029
2012,66 and older,No migration background,No,0.68797,3171,4029,0.67366,0.70228
2012,66 and older,Direct migration background,Yes,0.09305,45,387,0.06407,0.12203
2012,66 and older,Direct migration background,No,0.85900,342,387,0.82428,0.89372
2013,17-29 y.,No migration background,Yes,0.12643,333,1819,0.11115,0.14170
2013,17-29 y.,No migration background,No,0.60932,1486,1819,0.58689,0.63175
2013,17-29 y.,Direct migration background,No,0.26734,147,147,0.19555,0.33912
2013,17-29 y.,Indirect migration background,Yes,0.07342,35,302,0.04396,0.10289
2013,17-29 y.,Indirect migration background,No,0.30859,267,302,0.25640,0.36077
2013,30-45 y.,No migration background,Yes,0.19780,826,2827,0.18312,0.21249
2013,30-45 y.,No migration background,No,0.47487,2001,2827,0.45645,0.49328
2013,30-45 y.,Direct migration background,Yes,0.04051,62,469,0.02265,0.05837
2013,30-45 y.,Direct migration background,No,0.25896,407,469,0.21927,0.29865
2013,30-45 y.,Indirect migration background,Yes,0.14123,60,239,0.09699,0.18548
2013,30-45 y.,Indirect migration background,No,0.30300,179,239,0.24462,0.36139
2013,46-65 y.,No migration background,Yes,0.23140,1599,5351,0.22010,0.24270
2013,46-65 y.,No migration background,No,0.56309,3752,5351,0.54980,0.57639
2013,46-65 y.,Direct migration background,Yes,0.07434,88,647,0.05411,0.09456
2013,46-65 y.,Direct migration background,No,0.52011,559,647,0.48158,0.55863
2013,46-65 y.,Indirect migration background,Yes,0.22240,31,88,0.13501,0.30978
2013,46-65 y.,Indirect migration background,No,0.55640,57,88,0.45200,0.66080
2013,66 and older,No migration background,Yes,0.19581,897,3805,0.18320,0.20842
2013,66 and older,No migration background,No,0.66096,2908,3805,0.64591,0.67600
2013,66 and older,Direct migration background,Yes,0.08862,43,358,0.05914,0.11810
2013,66 and older,Direct migration background,No,0.81233,315,358,0.77182,0.85283
2014,17-29 y.,No migration background,Yes,0.14917,407,2383,0.13486,0.16347
2014,17-29 y.,No migration background,No,0.69150,1976,2383,0.67295,0.71005
2014,17-29 y.,Direct migration background,Yes,0.05029,31,772,0.03487,0.06572
2014,17-29 y.,Direct migration background,No,0.88936,741,772,0.86722,0.91150
2014,17-29 y.,Indirect migration background,Yes,0.08203,60,811,0.06313,0.10092
2014,17-29 y.,Indirect migration background,No,0.80083,751,811,0.77333,0.82834
2014,30-45 y.,No migration background,Yes,0.27739,1461,4731,0.26463,0.29015
2014,30-45 y.,No migration background,No,0.58041,3270,4731,0.56635,0.59448
2014,30-45 y.,Direct migration background,Yes,0.09728,211,2289,0.08513,0.10942
2014,30-45 y.,Direct migration background,No,0.84404,2078,2289,0.82917,0.85891
2014,30-45 y.,Indirect migration background,Yes,0.27160,126,638,0.23706,0.30614
2014,30-45 y.,Indirect migration background,No,0.61129,512,638,0.57344,0.64915
2014,46-65 y.,No migration background,Yes,0.24737,1886,6213,0.23664,0.25810
2014,46-65 y.,No migration background,No,0.58981,4327,6213,0.57758,0.60204
2014,46-65 y.,Direct migration background,Yes,0.10735,163,1541,0.09189,0.12281
2014,46-65 y.,Direct migration background,No,0.84990,1378,1541,0.83207,0.86774
2014,46-65 y.,Indirect migration background,Yes,0.19727,41,157,0.13482,0.25972
2014,46-65 y.,Indirect migration background,No,0.73054,116,157,0.66091,0.80016
2014,66 and older,No migration background,Yes,0.20496,937,3752,0.19204,0.21788
2014,66 and older,No migration background,No,0.64537,2815,3752,0.63006,0.66068
2014,66 and older,Direct migration background,Yes,0.08422,42,426,0.05781,0.11062
2014,66 and older,Direct migration background,No,0.88021,384,426,0.84934,0.91108
2016,17-29 y.,No migration background,Yes,0.10445,300,2126,0.09144,0.11745
2016,17-29 y.,No migration background,No,0.72238,1826,2126,0.70334,0.74142
2016,17-29 y.,Direct migration background,No,0.77091,676,676,0.73920,0.80261
2016,17-29 y.,Indirect migration background,Yes,0.06043,39,682,0.04253,0.07832
2016,17-29 y.,Indirect migration background,No,0.78711,643,682,0.75637,0.81786
2016,30-45 y.,No migration background,Yes,0.25965,1091,3740,0.24560,0.27371
2016,30-45 y.,No migration background,No,0.61132,2649,3740,0.59570,0.62695
2016,30-45 y.,Direct migration background,Yes,0.08142,181,2160,0.06988,0.09295
2016,30-45 y.,Direct migration background,No,0.82179,1979,2160,0.80565,0.83793
2016,30-45 y.,Indirect migration background,Yes,0.23987,104,522,0.20320,0.27653
2016,30-45 y.,Indirect migration background,No,0.61562,418,522,0.57385,0.65739
2016,46-65 y.,No migration background,Yes,0.23415,1606,5714,0.22316,0.24513
2016,46-65 y.,No migration background,No,0.60770,4108,5714,0.59503,0.62036
2016,46-65 y.,Direct migration background,Yes,0.13122,148,1468,0.11394,0.14850
2016,46-65 y.,Direct migration background,No,0.81051,1320,1468,0.79046,0.83056
2016,46-65 y.,Indirect migration background,Yes,0.23508,47,167,0.17058,0.29959
2016,46-65 y.,Indirect migration background,No,0.68627,120,167,0.61568,0.75686
2016,66 and older,No migration background,Yes,0.17752,765,3526,0.16490,0.19013
2016,66 and older,No migration background,No,0.66244,2761,3526,0.64683,0.67805
2016,66 and older,Direct migration background,Yes,0.06745,34,391,0.04256,0.09234
2016,66 and older,Direct migration background,No,0.89829,357,391,0.86829,0.92829
2018,17-29 y.,No migration background,Yes,0.13373,368,2613,0.12068,0.14679
2018,17-29 y.,No migration background,No,0.70003,2245,2613,0.68245,0.71760
2018,17-29 y.,Direct migration background,No,0.66790,492,492,0.62624,0.70956
2018,17-29 y.,Indirect migration background,Yes,0.10282,61,774,0.08141,0.12424
2018,17-29 y.,Indirect migration background,No,0.79008,713,774,0.76137,0.81879
2018,30-45 y.,No migration background,Yes,0.24651,1058,3766,0.23274,0.26027
2018,30-45 y.,No migration background,No,0.63705,2708,3766,0.62169,0.65241
2018,30-45 y.,Direct migration background,Yes,0.09443,171,1880,0.08120,0.10765
2018,30-45 y.,Direct migration background,No,0.80875,1709,1880,0.79097,0.82654
2018,30-45 y.,Indirect migration background,Yes,0.17468,92,509,0.14166,0.20770
2018,30-45 y.,Indirect migration background,No,0.70609,417,509,0.66648,0.74571
2018,46-65 y.,No migration background,Yes,0.24576,1905,6575,0.23535,0.25617
2018,46-65 y.,No migration background,No,0.60122,4670,6575,0.58938,0.61305
2018,46-65 y.,Direct migration background,Yes,0.12885,174,1530,0.11206,0.14564
2018,46-65 y.,Direct migration background,No,0.81389,1356,1530,0.79438,0.83339
2018,46-65 y.,Indirect migration background,Yes,0.26858,49,216,0.20933,0.32783
2018,46-65 y.,Indirect migration background,No,0.66337,167,216,0.60020,0.72653
2018,66 and older,No migration background,Yes,0.18651,849,3678,0.17392,0.19910
2018,66 and older,No migration background,No,0.64241,2829,3678,0.62692,0.65790
2018,66 and older,Direct migration background,Yes,0.09179,34,431,0.06450,0.11908
2018,66 and older,Direct migration background,No,0.86485,397,431,0.83254,0.89717
2020,17-29 y.,No migration background,Yes,0.11318,345,2266,0.10013,0.12623
2020,17-29 y.,No migration background,No,0.71433,1921,2266,0.69573,0.73293
2020,17-29 y.,Direct migration background,Yes,0.02880,31,1044,0.01865,0.03895
2020,17-29 y.,Direct migration background,No,0.68690,1013,1044,0.65876,0.71505
2020,17-29 y.,Indirect migration background,Yes,0.06008,52,679,0.04220,0.07797
2020,17-29 y.,Indirect migration background,No,0.83331,627,679,0.80526,0.86137
2020,30-45 y.,No migration background,Yes,0.24628,935,3245,0.23145,0.26111
2020,30-45 y.,No migration background,No,0.64001,2310,3245,0.62350,0.65653
2020,30-45 y.,Direct migration background,Yes,0.10934,193,2315,0.09663,0.12206
2020,30-45 y.,Direct migration background,No,0.78524,2122,2315,0.76851,0.80198
2020,30-45 y.,Indirect migration background,Yes,0.17403,96,475,0.13990,0.20816
2020,30-45 y.,Indirect migration background,No,0.71761,379,475,0.67708,0.75814
2020,46-65 y.,No migration background,Yes,0.26454,2045,6342,0.25368,0.27539
2020,46-65 y.,No migration background,No,0.58156,4297,6342,0.56941,0.59370
2020,46-65 y.,Direct migration background,Yes,0.12247,173,1533,0.10605,0.13889
2020,46-65 y.,Direct migration background,No,0.81291,1360,1533,0.79338,0.83243
2020,46-65 y.,Indirect migration background,Yes,0.28254,71,222,0.22318,0.34190
2020,46-65 y.,Indirect migration background,No,0.64649,151,222,0.58346,0.70952
2020,66 and older,No migration background,Yes,0.18216,844,3445,0.16927,0.19505
2020,66 and older,No migration background,No,0.63847,2601,3445,0.62242,0.65451
2020,66 and older,Direct migration background,Yes,0.09646,46,408,0.06777,0.12514
2020,66 and older,Direct migration background,No,0.84854,362,408,0.81371,0.88337
