year,age_gr,quintil_oecd,ple0098_v5,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2005,66 and older,3rd Quintile,No,0.85954,664,720,0.83415,0.88494
2005,66 and older,4th Quintile,Yes,0.13839,83,610,0.11096,0.16581
2005,66 and older,4th Quintile,No,0.75568,527,610,0.72155,0.78981
2005,66 and older,5th Quintile,Yes,0.21589,172,538,0.18109,0.25069
2005,66 and older,5th Quintile,No,0.51202,366,538,0.46975,0.55430
2006,17-29 y.,1st Quintile,Yes,0.06233,49,740,0.04490,0.07976
2006,17-29 y.,1st Quintile,No,0.82553,691,740,0.79816,0.85289
2006,17-29 y.,2nd Quintile,Yes,0.07741,52,553,0.05512,0.09970
2006,17-29 y.,2nd Quintile,No,0.80342,501,553,0.77026,0.83657
2006,17-29 y.,3rd Quintile,Yes,0.12642,64,579,0.09933,0.15352
2006,17-29 y.,3rd Quintile,No,0.74313,515,579,0.70751,0.77875
2006,17-29 y.,4th Quintile,Yes,0.13587,96,579,0.10793,0.16380
2006,17-29 y.,4th Quintile,No,0.67547,483,579,0.63730,0.71364
2006,17-29 y.,5th Quintile,Yes,0.12932,86,468,0.09889,0.15976
2006,17-29 y.,5th Quintile,No,0.59179,382,468,0.54721,0.63637
2006,30-45 y.,1st Quintile,Yes,0.05605,49,774,0.03983,0.07226
2006,30-45 y.,1st Quintile,No,0.90453,725,774,0.88382,0.92525
2006,30-45 y.,2nd Quintile,Yes,0.10803,104,914,0.08789,0.12817
2006,30-45 y.,2nd Quintile,No,0.84528,810,914,0.82182,0.86874
2006,30-45 y.,3rd Quintile,Yes,0.15483,171,1019,0.13261,0.17705
2006,30-45 y.,3rd Quintile,No,0.76991,848,1019,0.74405,0.79576
2006,30-45 y.,4th Quintile,Yes,0.19594,230,1033,0.17172,0.22015
2006,30-45 y.,4th Quintile,No,0.66171,803,1033,0.63284,0.69057
2006,30-45 y.,5th Quintile,Yes,0.16861,264,973,0.14507,0.19215
2006,30-45 y.,5th Quintile,No,0.51797,709,973,0.48656,0.54939
2006,46-65 y.,1st Quintile,Yes,0.04367,34,761,0.02914,0.05820
2006,46-65 y.,1st Quintile,No,0.91596,727,761,0.89623,0.93568
2006,46-65 y.,2nd Quintile,Yes,0.09106,75,784,0.07091,0.11121
2006,46-65 y.,2nd Quintile,No,0.86119,709,784,0.83697,0.88541
2006,46-65 y.,3rd Quintile,Yes,0.13284,130,959,0.11135,0.15434
2006,46-65 y.,3rd Quintile,No,0.80468,829,959,0.77957,0.82978
2006,46-65 y.,4th Quintile,Yes,0.14127,200,1182,0.12141,0.16114
2006,46-65 y.,4th Quintile,No,0.72301,982,1182,0.69749,0.74854
2006,46-65 y.,5th Quintile,Yes,0.19724,512,1616,0.17783,0.21664
2006,46-65 y.,5th Quintile,No,0.45746,1104,1616,0.43317,0.48176
2006,66 and older,1st Quintile,No,0.91839,533,533,0.89513,0.94165
2006,66 and older,2nd Quintile,Yes,0.05074,42,896,0.03636,0.06512
2006,66 and older,2nd Quintile,No,0.91188,854,896,0.89331,0.93045
2006,66 and older,3rd Quintile,Yes,0.06265,57,830,0.04616,0.07915
2006,66 and older,3rd Quintile,No,0.89678,773,830,0.87607,0.91749
2006,66 and older,4th Quintile,Yes,0.15255,99,597,0.12369,0.18142
2006,66 and older,4th Quintile,No,0.75605,498,597,0.72157,0.79053
2006,66 and older,5th Quintile,Yes,0.22934,187,536,0.19371,0.26496
2006,66 and older,5th Quintile,No,0.46971,349,536,0.42742,0.51200
2007,17-29 y.,1st Quintile,Yes,0.05996,59,778,0.04326,0.07665
2007,17-29 y.,1st Quintile,No,0.79921,719,778,0.77105,0.82738
2007,17-29 y.,2nd Quintile,Yes,0.08140,51,619,0.05984,0.10296
2007,17-29 y.,2nd Quintile,No,0.75699,568,619,0.72318,0.79081
2007,17-29 y.,3rd Quintile,Yes,0.11660,75,588,0.09063,0.14256
2007,17-29 y.,3rd Quintile,No,0.73367,513,588,0.69791,0.76943
2007,17-29 y.,4th Quintile,Yes,0.16168,99,570,0.13143,0.19193
2007,17-29 y.,4th Quintile,No,0.65699,471,570,0.61798,0.69599
2007,17-29 y.,5th Quintile,Yes,0.19453,98,439,0.15746,0.23160
2007,17-29 y.,5th Quintile,No,0.52122,341,439,0.47444,0.56800
2007,30-45 y.,1st Quintile,Yes,0.06408,47,747,0.04650,0.08165
2007,30-45 y.,1st Quintile,No,0.90822,700,747,0.88751,0.92894
2007,30-45 y.,2nd Quintile,Yes,0.14796,142,979,0.12570,0.17021
2007,30-45 y.,2nd Quintile,No,0.79116,837,979,0.76569,0.81664
2007,30-45 y.,3rd Quintile,Yes,0.15572,173,1028,0.13354,0.17789
2007,30-45 y.,3rd Quintile,No,0.77168,855,1028,0.74601,0.79735
2007,30-45 y.,4th Quintile,Yes,0.18550,240,1070,0.16220,0.20881
2007,30-45 y.,4th Quintile,No,0.64461,830,1070,0.61592,0.67330
2007,30-45 y.,5th Quintile,Yes,0.20771,319,998,0.18253,0.23289
2007,30-45 y.,5th Quintile,No,0.47566,679,998,0.44466,0.50666
2007,46-65 y.,1st Quintile,Yes,0.05147,43,832,0.03645,0.06650
2007,46-65 y.,1st Quintile,No,0.92104,789,832,0.90270,0.93937
2007,46-65 y.,2nd Quintile,Yes,0.10562,88,842,0.08484,0.12639
2007,46-65 y.,2nd Quintile,No,0.85248,754,842,0.82851,0.87645
2007,46-65 y.,3rd Quintile,Yes,0.13312,157,1029,0.11236,0.15389
2007,46-65 y.,3rd Quintile,No,0.78615,872,1029,0.76108,0.81121
2007,46-65 y.,4th Quintile,Yes,0.15920,245,1307,0.13936,0.17904
2007,46-65 y.,4th Quintile,No,0.71761,1062,1307,0.69319,0.74202
2007,46-65 y.,5th Quintile,Yes,0.21932,549,1655,0.19938,0.23926
2007,46-65 y.,5th Quintile,No,0.43772,1106,1655,0.41381,0.46163
2007,66 and older,1st Quintile,No,0.90773,660,660,0.88564,0.92983
2007,66 and older,2nd Quintile,Yes,0.06699,57,958,0.05115,0.08283
2007,66 and older,2nd Quintile,No,0.89351,901,958,0.87397,0.91306
2007,66 and older,3rd Quintile,Yes,0.10820,100,904,0.08794,0.12846
2007,66 and older,3rd Quintile,No,0.83792,804,904,0.81389,0.86196
2007,66 and older,4th Quintile,Yes,0.16391,132,718,0.13681,0.19101
2007,66 and older,4th Quintile,No,0.72670,586,718,0.69408,0.75932
2007,66 and older,5th Quintile,Yes,0.22998,217,569,0.19537,0.26458
2007,66 and older,5th Quintile,No,0.45211,352,569,0.41118,0.49304
2008,17-29 y.,1st Quintile,Yes,0.06056,59,739,0.04335,0.07777
2008,17-29 y.,1st Quintile,No,0.81400,680,739,0.78593,0.84208
2008,17-29 y.,2nd Quintile,Yes,0.12294,71,545,0.09535,0.15054
2008,17-29 y.,2nd Quintile,No,0.75920,474,545,0.72327,0.79513
2008,17-29 y.,3rd Quintile,Yes,0.13909,91,591,0.11117,0.16701
2008,17-29 y.,3rd Quintile,No,0.73166,500,591,0.69591,0.76742
2008,17-29 y.,4th Quintile,Yes,0.18508,108,536,0.15217,0.21798
2008,17-29 y.,4th Quintile,No,0.67110,428,536,0.63129,0.71091
2008,17-29 y.,5th Quintile,Yes,0.19225,93,418,0.15443,0.23008
2008,17-29 y.,5th Quintile,No,0.54299,325,418,0.49517,0.59080
2008,30-45 y.,1st Quintile,Yes,0.10040,55,701,0.07814,0.12267
2008,30-45 y.,1st Quintile,No,0.86320,646,701,0.83775,0.88866
2008,30-45 y.,2nd Quintile,Yes,0.14966,127,875,0.12601,0.17331
2008,30-45 y.,2nd Quintile,No,0.81028,748,875,0.78429,0.83627
2008,30-45 y.,3rd Quintile,Yes,0.20702,240,992,0.18179,0.23225
2008,30-45 y.,3rd Quintile,No,0.70840,752,992,0.68011,0.73670
2008,30-45 y.,4th Quintile,Yes,0.22656,237,948,0.19990,0.25323
2008,30-45 y.,4th Quintile,No,0.64043,711,948,0.60986,0.67099
2008,30-45 y.,5th Quintile,Yes,0.26493,325,916,0.23633,0.29352
2008,30-45 y.,5th Quintile,No,0.43607,591,916,0.40394,0.46820
2008,46-65 y.,1st Quintile,Yes,0.04593,39,789,0.03132,0.06055
2008,46-65 y.,1st Quintile,No,0.94022,750,789,0.92367,0.95677
2008,46-65 y.,2nd Quintile,Yes,0.13851,109,791,0.11442,0.16260
2008,46-65 y.,2nd Quintile,No,0.81397,682,791,0.78684,0.84111
2008,46-65 y.,3rd Quintile,Yes,0.16462,189,1023,0.14188,0.18735
2008,46-65 y.,3rd Quintile,No,0.77444,834,1023,0.74882,0.80007
2008,46-65 y.,4th Quintile,Yes,0.17651,254,1251,0.15538,0.19765
2008,46-65 y.,4th Quintile,No,0.68077,997,1251,0.65493,0.70662
2008,46-65 y.,5th Quintile,Yes,0.23677,570,1566,0.21571,0.25784
