year,quintil_oecd,ple0098_v5,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2006,5th Quintile,Yes,0.16989,1049,3593,0.15761,0.18217
2006,5th Quintile,No,0.44656,2544,3593,0.43030,0.46282
2007,1st Quintile,Yes,0.04435,173,3041,0.03703,0.05167
2007,1st Quintile,No,0.72770,2868,3041,0.71187,0.74352
2007,2nd Quintile,Yes,0.08175,338,3398,0.07254,0.09096
2007,2nd Quintile,No,0.67080,3060,3398,0.65500,0.68661
2007,3rd Quintile,Yes,0.10926,505,3549,0.09900,0.11953
2007,3rd Quintile,No,0.65808,3044,3549,0.64247,0.67369
2007,4th Quintile,Yes,0.14530,716,3665,0.13389,0.15672
2007,4th Quintile,No,0.59309,2949,3665,0.57719,0.60900
2007,5th Quintile,Yes,0.19443,1183,3661,0.18161,0.20726
2007,5th Quintile,No,0.41603,2478,3661,0.40006,0.43199
2008,1st Quintile,Yes,0.05473,188,2922,0.04648,0.06298
2008,1st Quintile,No,0.72101,2734,2922,0.70475,0.73728
2008,2nd Quintile,Yes,0.09970,385,3213,0.08934,0.11006
2008,2nd Quintile,No,0.68024,2828,3213,0.66411,0.69637
2008,3rd Quintile,Yes,0.13975,654,3499,0.12826,0.15124
2008,3rd Quintile,No,0.63543,2845,3499,0.61948,0.65138
2008,4th Quintile,Yes,0.17219,732,3364,0.15943,0.18495
2008,4th Quintile,No,0.57988,2632,3364,0.56320,0.59656
2008,5th Quintile,Yes,0.22195,1233,3467,0.20811,0.23578
2008,5th Quintile,No,0.39733,2234,3467,0.38104,0.41362
2010,1st Quintile,Yes,0.05749,172,2557,0.04846,0.06651
2010,1st Quintile,No,0.83444,2385,2557,0.82003,0.84885
2010,2nd Quintile,Yes,0.11016,384,2866,0.09869,0.12162
2010,2nd Quintile,No,0.75755,2482,2866,0.74186,0.77324
2010,3rd Quintile,Yes,0.16046,586,2965,0.14724,0.17367
2010,3rd Quintile,No,0.67404,2379,2965,0.65716,0.69091
2010,4th Quintile,Yes,0.20056,768,2890,0.18596,0.21516
2010,4th Quintile,No,0.55905,2122,2890,0.54095,0.57716
2010,5th Quintile,Yes,0.25242,1110,2840,0.23644,0.26840
2010,5th Quintile,No,0.37674,1730,2840,0.35891,0.39456
2011,1st Quintile,Yes,0.04856,192,2360,0.03989,0.05724
2011,1st Quintile,No,0.59497,2168,2360,0.57516,0.61478
2011,2nd Quintile,Yes,0.08798,366,2640,0.07718,0.09879
2011,2nd Quintile,No,0.59661,2274,2640,0.57790,0.61533
2011,3rd Quintile,Yes,0.14279,589,2846,0.12993,0.15564
2011,3rd Quintile,No,0.58095,2257,2846,0.56282,0.59908
2011,4th Quintile,Yes,0.19758,782,2669,0.18247,0.21269
2011,4th Quintile,No,0.47245,1887,2669,0.45350,0.49139
2011,5th Quintile,Yes,0.23265,1065,2679,0.21665,0.24865
2011,5th Quintile,No,0.34634,1614,2679,0.32832,0.36436
2012,1st Quintile,Yes,0.06051,462,5255,0.05406,0.06696
2012,1st Quintile,No,0.71281,4793,5255,0.70058,0.72505
2012,2nd Quintile,Yes,0.10994,792,4740,0.10104,0.11885
2012,2nd Quintile,No,0.68250,3948,4740,0.66924,0.69575
2012,3rd Quintile,Yes,0.17088,1057,4441,0.15981,0.18196
2012,3rd Quintile,No,0.60641,3384,4441,0.59204,0.62078
2012,4th Quintile,Yes,0.21086,1191,3953,0.19815,0.22358
2012,4th Quintile,No,0.51294,2762,3953,0.49736,0.52853
2012,5th Quintile,Yes,0.24253,1377,3374,0.22807,0.25700
2012,5th Quintile,No,0.35952,1997,3374,0.34333,0.37572
2013,1st Quintile,Yes,0.06754,273,3000,0.05856,0.07653
2013,1st Quintile,No,0.61587,2727,3000,0.59847,0.63328
2013,2nd Quintile,Yes,0.10052,500,3292,0.09025,0.11080
2013,2nd Quintile,No,0.61453,2792,3292,0.59790,0.63116
2013,3rd Quintile,Yes,0.17192,841,3330,0.15911,0.18474
2013,3rd Quintile,No,0.55676,2489,3330,0.53989,0.57364
2013,4th Quintile,Yes,0.22285,1051,3291,0.20863,0.23707
2013,4th Quintile,No,0.46649,2240,3291,0.44944,0.48353
2013,5th Quintile,Yes,0.24370,1321,3149,0.22870,0.25869
2013,5th Quintile,No,0.33683,1828,3149,0.32032,0.35334
2014,1st Quintile,Yes,0.06299,471,5663,0.05666,0.06932
2014,1st Quintile,No,0.70322,5192,5663,0.69132,0.71512
2014,2nd Quintile,Yes,0.12289,815,5304,0.11405,0.13173
2014,2nd Quintile,No,0.66251,4489,5304,0.64979,0.67524
2014,3rd Quintile,Yes,0.18903,1183,4782,0.17793,0.20013
2014,3rd Quintile,No,0.58935,3599,4782,0.57541,0.60330
2014,4th Quintile,Yes,0.23769,1374,4375,0.22508,0.25031
2014,4th Quintile,No,0.49316,3001,4375,0.47834,0.50797
2014,5th Quintile,Yes,0.25972,1523,3584,0.24536,0.27408
2014,5th Quintile,No,0.35687,2061,3584,0.34118,0.37255
2016,1st Quintile,Yes,0.05805,305,4847,0.05147,0.06464
2016,1st Quintile,No,0.69659,4542,4847,0.68364,0.70953
2016,2nd Quintile,Yes,0.10158,686,4960,0.09317,0.10998
2016,2nd Quintile,No,0.68816,4274,4960,0.67527,0.70106
2016,3rd Quintile,Yes,0.15611,917,4301,0.14526,0.16696
2016,3rd Quintile,No,0.62019,3384,4301,0.60569,0.63470
2016,4th Quintile,Yes,0.22493,1172,3867,0.21177,0.23810
2016,4th Quintile,No,0.51665,2695,3867,0.50090,0.53240
2016,5th Quintile,Yes,0.24212,1264,3224,0.22733,0.25691
2016,5th Quintile,No,0.36553,1960,3224,0.34890,0.38216
2018,1st Quintile,Yes,0.05881,306,4536,0.05196,0.06566
2018,1st Quintile,No,0.67891,4230,4536,0.66532,0.69249
2018,2nd Quintile,Yes,0.11786,757,5043,0.10896,0.12676
2018,2nd Quintile,No,0.67191,4286,5043,0.65895,0.68487
2018,3rd Quintile,Yes,0.17953,1052,4395,0.16818,0.19088
2018,3rd Quintile,No,0.60079,3343,4395,0.58631,0.61527
2018,4th Quintile,Yes,0.21143,1157,3892,0.19860,0.22426
2018,4th Quintile,No,0.52867,2735,3892,0.51298,0.54435
2018,5th Quintile,Yes,0.25084,1371,3481,0.23643,0.26524
2018,5th Quintile,No,0.36711,2110,3481,0.35109,0.38312
2020,1st Quintile,Yes,0.06218,312,4122,0.05481,0.06956
2020,1st Quintile,No,0.67895,3810,4122,0.66469,0.69320
2020,2nd Quintile,Yes,0.12068,706,4357,0.11101,0.13035
2020,2nd Quintile,No,0.65640,3651,4357,0.64230,0.67051
2020,3rd Quintile,Yes,0.19109,1004,4006,0.17891,0.20327
2020,3rd Quintile,No,0.57733,3002,4006,0.56203,0.59263
2020,4th Quintile,Yes,0.22016,1176,3682,0.20678,0.23355
2020,4th Quintile,No,0.51151,2506,3682,0.49536,0.52766
2020,5th Quintile,Yes,0.22873,1574,3851,0.21547,0.24200
2020,5th Quintile,No,0.38681,2277,3851,0.37142,0.40219
