year,bula_h,rentown,hgeqpmglass,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,Hamburg,Owner,Yes,0.93200,72,72,0.87345,0.99056
2016,Hamburg,Tenant,Yes,0.94702,177,177,0.91392,0.98011
2016,Lower Saxony,Owner,Yes,0.98040,679,679,0.96996,0.99083
2016,Lower Saxony,Tenant,Yes,0.92122,607,652,0.90053,0.94191
2016,Lower Saxony,Tenant,No,0.06770,45,652,0.04840,0.08699
2016,Bremen,Owner,Yes,0.90933,33,33,0.80984,1.00882
2016,Bremen,Tenant,Yes,0.96100,63,63,0.91281,1.00919
2016,North Rhine-Westphalia,Owner,Yes,0.96357,1167,1214,0.95302,0.97411
2016,North Rhine-Westphalia,Owner,No,0.03582,47,1214,0.02536,0.04627
2016,North Rhine-Westphalia,Tenant,Yes,0.92128,1556,1686,0.90842,0.93414
2016,North Rhine-Westphalia,Tenant,No,0.07516,130,1686,0.06257,0.08775
2016,Hesse,Owner,Yes,0.94842,413,413,0.92706,0.96978
2016,Hesse,Tenant,Yes,0.90405,495,551,0.87944,0.92867
2016,Hesse,Tenant,No,0.09531,56,551,0.07077,0.11985
2016,"Rhineland-Palatinate, Saarland",Owner,Yes,0.95055,427,427,0.92997,0.97114
2016,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.89812,354,406,0.86866,0.92758
2016,"Rhineland-Palatinate, Saarland",Tenant,No,0.10188,52,406,0.07242,0.13134
2016,Baden-Wuerttemberg,Owner,Yes,0.94882,819,852,0.93402,0.96363
2016,Baden-Wuerttemberg,Owner,No,0.04568,33,852,0.03165,0.05971
2016,Baden-Wuerttemberg,Tenant,Yes,0.86422,677,770,0.84001,0.88843
2016,Baden-Wuerttemberg,Tenant,No,0.12786,93,770,0.10426,0.15146
2016,Bavaria,Owner,Yes,0.94179,1043,1098,0.92793,0.95564
2016,Bavaria,Owner,No,0.05796,55,1098,0.04413,0.07178
2016,Bavaria,Tenant,Yes,0.86313,1053,1198,0.84365,0.88260
2016,Bavaria,Tenant,No,0.12898,145,1198,0.10999,0.14797
2016,Berlin,Owner,Yes,0.94776,102,102,0.90436,0.99115
2016,Berlin,Tenant,Yes,0.83158,406,501,0.79878,0.86438
2016,Berlin,Tenant,No,0.16842,95,501,0.13562,0.20122
2016,Brandenburg,Owner,Yes,0.93249,240,240,0.90068,0.96430
2016,Brandenburg,Tenant,Yes,0.89276,282,282,0.85658,0.92894
2016,Mecklenburg-Western Pomerania,Owner,Yes,0.96215,104,104,0.92529,0.99900
2016,Mecklenburg-Western Pomerania,Tenant,Yes,0.93439,203,203,0.90025,0.96854
2016,Saxony,Owner,Yes,0.95021,284,284,0.92487,0.97555
2016,Saxony,Tenant,Yes,0.88670,501,560,0.86042,0.91297
2016,Saxony,Tenant,No,0.10348,59,560,0.07823,0.12873
2016,Saxony-Anhalt,Owner,Yes,0.97410,203,203,0.95219,0.99600
2016,Saxony-Anhalt,Tenant,Yes,0.90779,277,277,0.87366,0.94192
2016,Thuringa,Owner,Yes,0.96373,233,233,0.93967,0.98779
2016,Thuringa,Tenant,Yes,0.90790,278,278,0.87384,0.94195
2017,Schleswig-Holstein,Owner,Yes,0.99578,278,278,0.98815,1.00341
2017,Schleswig-Holstein,Tenant,Yes,0.91669,259,259,0.88297,0.95041
2017,Hamburg,Owner,Yes,0.90730,78,78,0.84253,0.97208
2017,Hamburg,Tenant,Yes,0.91111,197,197,0.87127,0.95095
2017,Lower Saxony,Owner,Yes,0.97941,801,801,0.96957,0.98925
2017,Lower Saxony,Tenant,Yes,0.90896,686,724,0.88799,0.92993
2017,Lower Saxony,Tenant,No,0.07486,38,724,0.05568,0.09404
2017,Bremen,Owner,Yes,0.98201,43,43,0.94181,1.02221
2017,Bremen,Tenant,Yes,0.90591,77,77,0.84027,0.97155
2017,North Rhine-Westphalia,Owner,Yes,0.98679,1382,1382,0.98077,0.99282
2017,North Rhine-Westphalia,Tenant,Yes,0.91349,1667,1786,0.90045,0.92653
2017,North Rhine-Westphalia,Tenant,No,0.07537,119,1786,0.06312,0.08761
2017,Hesse,Owner,Yes,0.94804,453,453,0.92758,0.96850
2017,Hesse,Tenant,Yes,0.90940,537,586,0.88614,0.93266
2017,Hesse,Tenant,No,0.08116,49,586,0.05903,0.10329
2017,"Rhineland-Palatinate, Saarland",Owner,Yes,0.96791,454,454,0.95168,0.98414
2017,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.91331,390,390,0.88535,0.94127
2017,Baden-Wuerttemberg,Owner,Yes,0.94403,878,923,0.92919,0.95887
2017,Baden-Wuerttemberg,Owner,No,0.05597,45,923,0.04113,0.07081
2017,Baden-Wuerttemberg,Tenant,Yes,0.83481,700,801,0.80907,0.86054
2017,Baden-Wuerttemberg,Tenant,No,0.15414,101,801,0.12912,0.17917
2017,Bavaria,Owner,Yes,0.96743,1150,1196,0.95736,0.97749
2017,Bavaria,Owner,No,0.03257,46,1196,0.02251,0.04264
2017,Bavaria,Tenant,Yes,0.87636,1161,1306,0.85850,0.89422
2017,Bavaria,Tenant,No,0.11485,145,1306,0.09755,0.13215
2017,Berlin,Owner,Yes,0.93989,112,112,0.89567,0.98411
2017,Berlin,Tenant,Yes,0.79467,443,544,0.76070,0.82865
2017,Berlin,Tenant,No,0.19914,101,544,0.16555,0.23273
2017,Brandenburg,Owner,Yes,0.93729,265,265,0.90805,0.96654
2017,Brandenburg,Tenant,Yes,0.90196,316,316,0.86912,0.93480
2017,Mecklenburg-Western Pomerania,Owner,Yes,0.97490,120,120,0.94679,1.00301
2017,Mecklenburg-Western Pomerania,Tenant,Yes,0.85800,217,217,0.81145,0.90455
2017,Saxony,Owner,Yes,0.97349,348,348,0.95659,0.99039
2017,Saxony,Tenant,Yes,0.85327,559,625,0.82550,0.88103
2017,Saxony,Tenant,No,0.13145,66,625,0.10494,0.15796
2017,Saxony-Anhalt,Owner,Yes,0.96501,229,229,0.94115,0.98886
2017,Saxony-Anhalt,Tenant,Yes,0.90679,312,312,0.87448,0.93910
2017,Thuringa,Owner,Yes,0.95292,261,261,0.92718,0.97867
2017,Thuringa,Tenant,Yes,0.93773,304,304,0.91052,0.96494
2018,Schleswig-Holstein,Owner,Yes,0.97693,263,263,0.95876,0.99511
2018,Schleswig-Holstein,Tenant,Yes,0.92593,265,265,0.89433,0.95752
2018,Hamburg,Owner,Yes,0.99200,76,76,0.97184,1.01216
2018,Hamburg,Tenant,Yes,0.92211,233,233,0.88763,0.95660
2018,Lower Saxony,Owner,Yes,0.99121,754,754,0.98454,0.99787
2018,Lower Saxony,Tenant,Yes,0.93024,677,713,0.91153,0.94895
2018,Lower Saxony,Tenant,No,0.04758,36,713,0.03195,0.06322
2018,Bremen,Owner,Yes,0.97818,49,49,0.93684,1.01951
2018,Bremen,Tenant,Yes,0.91850,79,79,0.85778,0.97922
2018,North Rhine-Westphalia,Owner,Yes,0.98229,1318,1318,0.97516,0.98941
2018,North Rhine-Westphalia,Tenant,Yes,0.92695,1720,1840,0.91505,0.93884
2018,North Rhine-Westphalia,Tenant,No,0.05319,120,1840,0.04293,0.06345
2018,Hesse,Owner,Yes,0.92757,431,431,0.90307,0.95207
2018,Hesse,Tenant,Yes,0.92117,527,527,0.89814,0.94420
2018,"Rhineland-Palatinate, Saarland",Owner,Yes,0.96984,437,437,0.95379,0.98590
2018,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.91654,409,409,0.88971,0.94338
2018,Baden-Wuerttemberg,Owner,Yes,0.98430,859,859,0.97598,0.99262
2018,Baden-Wuerttemberg,Tenant,Yes,0.88512,681,748,0.86225,0.90799
2018,Baden-Wuerttemberg,Tenant,No,0.09765,67,748,0.07636,0.11893
2018,Bavaria,Owner,Yes,0.95870,1106,1152,0.94721,0.97020
2018,Bavaria,Owner,No,0.04130,46,1152,0.02980,0.05279
2018,Bavaria,Tenant,Yes,0.88334,1131,1257,0.86558,0.90109
2018,Bavaria,Tenant,No,0.10692,126,1257,0.08983,0.12401
2018,Berlin,Owner,Yes,0.95873,108,108,0.92104,0.99642
2018,Berlin,Tenant,Yes,0.83847,489,579,0.80847,0.86847
2018,Berlin,Tenant,No,0.15204,90,579,0.12277,0.18131
2018,Brandenburg,Owner,Yes,0.92459,254,254,0.89205,0.95712
2018,Brandenburg,Tenant,Yes,0.87713,346,346,0.84249,0.91177
2018,Mecklenburg-Western Pomerania,Owner,Yes,0.94260,119,119,0.90063,0.98457
2018,Mecklenburg-Western Pomerania,Tenant,Yes,0.90943,232,232,0.87242,0.94644
2018,Saxony,Owner,Yes,0.95538,336,336,0.93327,0.97749
2018,Saxony,Tenant,Yes,0.90687,588,632,0.88420,0.92955
2018,Saxony,Tenant,No,0.08669,44,632,0.06473,0.10864
2018,Saxony-Anhalt,Owner,Yes,0.97978,222,222,0.96123,0.99834
2018,Saxony-Anhalt,Tenant,Yes,0.93484,328,328,0.90809,0.96159
2018,Thuringa,Owner,Yes,0.95158,236,236,0.92414,0.97903
2018,Thuringa,Tenant,Yes,0.96080,320,320,0.93950,0.98210
2019,Schleswig-Holstein,Owner,Yes,0.90446,239,239,0.86712,0.94181
2019,Schleswig-Holstein,Tenant,Yes,0.76932,189,189,0.70910,0.82953
2019,Hamburg,Owner,Yes,0.92184,67,67,0.85708,0.98660
2019,Hamburg,Tenant,Yes,0.86270,199,199,0.81476,0.91064
2019,Lower Saxony,Owner,Yes,0.94223,684,684,0.92473,0.95973
2019,Lower Saxony,Tenant,Yes,0.79366,504,504,0.75829,0.82902
2019,Bremen,Owner,Yes,0.96681,40,40,0.91059,1.02303
2019,Bremen,Tenant,Yes,0.84012,67,67,0.75169,0.92854
2019,North Rhine-Westphalia,Owner,Yes,0.92391,1156,1156,0.90862,0.93920
2019,North Rhine-Westphalia,Tenant,Yes,0.80951,1335,1419,0.78907,0.82995
2019,North Rhine-Westphalia,Tenant,No,0.04186,84,1419,0.03144,0.05228
2019,Hesse,Owner,Yes,0.86378,377,377,0.82911,0.89845
2019,Hesse,Tenant,Yes,0.76612,396,396,0.72437,0.80786
2019,"Rhineland-Palatinate, Saarland",Owner,Yes,0.92606,383,383,0.89982,0.95230
2019,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.78083,309,309,0.73463,0.82703
2019,Baden-Wuerttemberg,Owner,Yes,0.92981,732,732,0.91129,0.94833
2019,Baden-Wuerttemberg,Tenant,Yes,0.75381,523,570,0.71841,0.78921
2019,Baden-Wuerttemberg,Tenant,No,0.07980,47,570,0.05753,0.10206
2019,Bavaria,Owner,Yes,0.90263,967,1002,0.88427,0.92100
2019,Bavaria,Owner,No,0.03330,35,1002,0.02218,0.04441
2019,Bavaria,Tenant,Yes,0.73451,853,949,0.70640,0.76262
2019,Bavaria,Tenant,No,0.09780,96,949,0.07889,0.11671
2019,Berlin,Owner,Yes,0.84120,95,95,0.76731,0.91508
2019,Berlin,Tenant,Yes,0.75719,381,455,0.71774,0.79663
2019,Berlin,Tenant,No,0.14466,74,455,0.11231,0.17702
2019,Brandenburg,Owner,Yes,0.84863,245,245,0.80366,0.89360
2019,Brandenburg,Tenant,Yes,0.75785,278,278,0.70740,0.80830
2019,Mecklenburg-Western Pomerania,Owner,Yes,0.88310,106,106,0.82164,0.94455
2019,Mecklenburg-Western Pomerania,Tenant,Yes,0.80245,186,186,0.74508,0.85983
2019,Saxony,Owner,Yes,0.90074,295,295,0.86656,0.93492
2019,Saxony,Tenant,Yes,0.81468,483,519,0.78122,0.84814
2019,Saxony,Tenant,No,0.08393,36,519,0.06005,0.10781
2019,Saxony-Anhalt,Owner,Yes,0.91078,194,194,0.87056,0.95099
2019,Saxony-Anhalt,Tenant,Yes,0.82457,251,251,0.77743,0.87172
2019,Thuringa,Owner,Yes,0.87631,204,204,0.83102,0.92160
2019,Thuringa,Tenant,Yes,0.85052,248,248,0.80605,0.89499
2020,Schleswig-Holstein,Owner,Yes,0.99324,290,290,0.98379,1.00269
2020,Schleswig-Holstein,Tenant,Yes,0.89542,231,231,0.85587,0.93496
2020,Hamburg,Owner,Yes,0.99064,98,98,0.97149,1.00980
2020,Hamburg,Tenant,Yes,0.94692,240,240,0.91850,0.97535
2020,Lower Saxony,Owner,Yes,0.97657,722,722,0.96553,0.98761
2020,Lower Saxony,Tenant,Yes,0.90904,671,747,0.88841,0.92968
2020,Lower Saxony,Tenant,No,0.06142,76,747,0.04419,0.07865
2020,Bremen,Owner,Yes,0.99994,49,49,0.99772,1.00216
2020,Bremen,Tenant,Yes,0.91744,79,79,0.85637,0.97852
2020,North Rhine-Westphalia,Owner,Yes,0.96830,1330,1330,0.95888,0.97772
2020,North Rhine-Westphalia,Tenant,Yes,0.90364,1790,2035,0.89081,0.91646
2020,North Rhine-Westphalia,Tenant,No,0.06464,245,2035,0.05395,0.07532
2020,Hesse,Owner,Yes,0.94223,462,462,0.92093,0.96353
2020,Hesse,Tenant,Yes,0.88994,570,640,0.86567,0.91420
2020,Hesse,Tenant,No,0.08754,70,640,0.06563,0.10946
2020,"Rhineland-Palatinate, Saarland",Owner,Yes,0.97515,429,429,0.96040,0.98990
2020,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.91999,387,429,0.89429,0.94569
2020,"Rhineland-Palatinate, Saarland",Tenant,No,0.05510,42,429,0.03349,0.07672
2020,Baden-Wuerttemberg,Owner,Yes,0.96967,856,856,0.95817,0.98116
2020,Baden-Wuerttemberg,Tenant,Yes,0.86273,765,865,0.83978,0.88568
2020,Baden-Wuerttemberg,Tenant,No,0.11951,100,865,0.09788,0.14114
2020,Bavaria,Owner,Yes,0.96151,1135,1175,0.95051,0.97251
2020,Bavaria,Owner,No,0.03714,40,1175,0.02632,0.04796
2020,Bavaria,Tenant,Yes,0.86289,1285,1456,0.84522,0.88056
2020,Bavaria,Tenant,No,0.12146,171,1456,0.10468,0.13825
2020,Berlin,Owner,Yes,0.94279,131,131,0.90287,0.98271
2020,Berlin,Tenant,Yes,0.84113,585,721,0.81443,0.86783
2020,Berlin,Tenant,No,0.14280,136,721,0.11724,0.16835
2020,Brandenburg,Owner,Yes,0.97502,316,316,0.95779,0.99226
2020,Brandenburg,Tenant,Yes,0.92089,323,355,0.89277,0.94901
2020,Brandenburg,Tenant,No,0.06790,32,355,0.04169,0.09411
2020,Mecklenburg-Western Pomerania,Owner,Yes,0.89519,118,118,0.83968,0.95069
2020,Mecklenburg-Western Pomerania,Tenant,Yes,0.91786,199,199,0.87961,0.95610
2020,Saxony,Owner,Yes,0.97303,363,363,0.95634,0.98972
2020,Saxony,Tenant,Yes,0.89934,563,609,0.87542,0.92326
2020,Saxony,Tenant,No,0.08540,46,609,0.06319,0.10762
2020,Saxony-Anhalt,Owner,Yes,0.95998,237,237,0.93497,0.98499
2020,Saxony-Anhalt,Tenant,Yes,0.93221,295,295,0.90347,0.96094
2020,Thuringa,Owner,Yes,0.98586,250,250,0.97120,1.00053
2020,Thuringa,Tenant,Yes,0.94030,302,302,0.91353,0.96706
2021,Schleswig-Holstein,Owner,Yes,0.92704,219,219,0.89252,0.96157
2021,Schleswig-Holstein,Tenant,Yes,0.79798,146,146,0.73263,0.86333
2021,Hamburg,Owner,Yes,0.97256,72,72,0.93455,1.01056
2021,Hamburg,Tenant,Yes,0.83175,155,155,0.77267,0.89083
2021,Lower Saxony,Owner,Yes,0.88467,505,505,0.85678,0.91256
2021,Lower Saxony,Tenant,Yes,0.82618,402,438,0.79065,0.86171
2021,Lower Saxony,Tenant,No,0.05879,36,438,0.03674,0.08085
2021,Bremen,Tenant,Yes,0.87881,45,45,0.78238,0.97524
2021,North Rhine-Westphalia,Owner,Yes,0.91264,919,919,0.89437,0.93091
2021,North Rhine-Westphalia,Tenant,Yes,0.79683,1023,1121,0.77327,0.82040
2021,North Rhine-Westphalia,Tenant,No,0.05533,98,1121,0.04194,0.06872
2021,Hesse,Owner,Yes,0.88715,283,283,0.85022,0.92408
2021,Hesse,Tenant,Yes,0.73129,295,295,0.68062,0.78196
2021,"Rhineland-Palatinate, Saarland",Owner,Yes,0.88261,265,265,0.84378,0.92144
2021,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.84268,199,199,0.79197,0.89340
2021,Baden-Wuerttemberg,Owner,Yes,0.87568,567,567,0.84850,0.90286
2021,Baden-Wuerttemberg,Tenant,Yes,0.70504,417,470,0.66377,0.74631
2021,Baden-Wuerttemberg,Tenant,No,0.10392,53,470,0.07631,0.13154
2021,Bavaria,Owner,Yes,0.90020,771,771,0.87902,0.92137
2021,Bavaria,Tenant,Yes,0.75673,696,783,0.72665,0.78680
2021,Bavaria,Tenant,No,0.12052,87,783,0.09770,0.14334
2021,Berlin,Owner,Yes,0.81547,91,91,0.73532,0.89561
2021,Berlin,Tenant,Yes,0.76439,347,419,0.72370,0.80507
2021,Berlin,Tenant,No,0.14934,72,419,0.11517,0.18351
2021,Brandenburg,Owner,Yes,0.91492,196,196,0.87576,0.95408
2021,Brandenburg,Tenant,Yes,0.82065,185,185,0.76522,0.87609
2021,Mecklenburg-Western Pomerania,Owner,Yes,0.93220,91,91,0.88026,0.98414
2021,Mecklenburg-Western Pomerania,Tenant,Yes,0.79646,135,135,0.72829,0.86463
2021,Saxony,Owner,Yes,0.88818,244,244,0.84856,0.92781
2021,Saxony,Tenant,Yes,0.82845,401,401,0.79150,0.86539
2021,Saxony-Anhalt,Owner,Yes,0.87630,136,136,0.82076,0.93184
2021,Saxony-Anhalt,Tenant,Yes,0.78328,176,176,0.72224,0.84433
2021,Thuringa,Owner,Yes,0.97109,162,162,0.94521,0.99697
2021,Thuringa,Tenant,Yes,0.84068,182,182,0.78736,0.89400
2022,Schleswig-Holstein,Owner,Yes,0.99269,315,315,0.98327,1.00211
2022,Schleswig-Holstein,Tenant,Yes,0.89593,300,300,0.86131,0.93054
2022,Hamburg,Owner,Yes,0.98291,100,100,0.95738,1.00844
2022,Hamburg,Tenant,Yes,0.92451,315,315,0.89529,0.95373
2022,Lower Saxony,Owner,Yes,0.97940,831,831,0.96974,0.98907
2022,Lower Saxony,Tenant,Yes,0.88623,720,790,0.86408,0.90839
2022,Lower Saxony,Tenant,No,0.09108,70,790,0.07101,0.11116
2022,Bremen,Owner,Yes,0.98908,40,40,0.95647,1.02170
2022,Bremen,Tenant,Yes,0.88847,86,86,0.82155,0.95539
2022,North Rhine-Westphalia,Owner,Yes,0.98121,1596,1629,0.97462,0.98781
2022,North Rhine-Westphalia,Owner,No,0.01705,33,1629,0.01076,0.02334
2022,North Rhine-Westphalia,Tenant,Yes,0.89938,2074,2285,0.88705,0.91172
2022,North Rhine-Westphalia,Tenant,No,0.07037,211,2285,0.05988,0.08086
2022,Hesse,Owner,Yes,0.95632,463,463,0.93768,0.97495
2022,Hesse,Tenant,Yes,0.92372,712,775,0.90502,0.94242
2022,Hesse,Tenant,No,0.05602,63,775,0.03982,0.07222
2022,"Rhineland-Palatinate, Saarland",Owner,Yes,0.96987,409,409,0.95329,0.98646
2022,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.90082,425,476,0.87394,0.92770
2022,"Rhineland-Palatinate, Saarland",Tenant,No,0.06840,51,476,0.04570,0.09110
2022,Baden-Wuerttemberg,Owner,Yes,0.95066,976,1013,0.93732,0.96401
2022,Baden-Wuerttemberg,Owner,No,0.04708,37,1013,0.03403,0.06013
2022,Baden-Wuerttemberg,Tenant,Yes,0.89339,1121,1273,0.87643,0.91035
2022,Baden-Wuerttemberg,Tenant,No,0.08789,152,1273,0.07233,0.10345
2022,Bavaria,Owner,Yes,0.94584,1271,1322,0.93364,0.95805
2022,Bavaria,Owner,No,0.05191,51,1322,0.03995,0.06388
2022,Bavaria,Tenant,Yes,0.85215,1559,1786,0.83568,0.86862
2022,Bavaria,Tenant,No,0.12913,227,1786,0.11358,0.14469
2022,Berlin,Owner,Yes,0.96748,169,169,0.94066,0.99430
2022,Berlin,Tenant,Yes,0.83179,829,968,0.80822,0.85537
2022,Berlin,Tenant,No,0.14469,139,968,0.12252,0.16686
2022,Brandenburg,Owner,Yes,0.97663,319,319,0.96003,0.99324
2022,Brandenburg,Tenant,Yes,0.92068,374,411,0.89452,0.94684
2022,Brandenburg,Tenant,No,0.07122,37,411,0.04633,0.09612
2022,Mecklenburg-Western Pomerania,Owner,Yes,0.95622,126,126,0.92035,0.99209
2022,Mecklenburg-Western Pomerania,Tenant,Yes,0.93689,268,268,0.90773,0.96606
2022,Saxony,Owner,Yes,0.97222,464,464,0.95725,0.98719
2022,Saxony,Tenant,Yes,0.89706,749,822,0.87628,0.91785
2022,Saxony,Tenant,No,0.08806,73,822,0.06868,0.10745
2022,Saxony-Anhalt,Owner,Yes,0.96155,278,278,0.93891,0.98419
2022,Saxony-Anhalt,Tenant,Yes,0.90485,350,381,0.87534,0.93435
2022,Saxony-Anhalt,Tenant,No,0.06960,31,381,0.04402,0.09519
2022,Thuringa,Owner,Yes,0.96843,249,249,0.94667,0.99019
2022,Thuringa,Tenant,Yes,0.91818,287,287,0.88641,0.94995
