"pli0093_h","year","bildungsniveau","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nie","2013","(noch) kein Abschluss","weiblich","171","","",""
"Nie","2013","Hauptschule","maennlich","2360","","",""
"Nie","2013","Hauptschule","weiblich","2452","","",""
"Nie","2013","Realschule","maennlich","1504","","",""
"Nie","2013","Realschule","weiblich","1859","","",""
"Nie","2013","(Fach-)Abitur","maennlich","548","0.408340801416768","0.381784514923052","0.434897087910484"
"Nie","2013","(Fach-)Abitur","weiblich","593","0.305557374739509","0.285054075194653","0.326060674284365"
"Nie","2013","AkademikerIn","maennlich","1016","","",""
"Nie","2013","AkademikerIn","weiblich","767","0.271565763990952","0.255233945296697","0.287897582685206"
"Taeglich","2014","(noch) kein Abschluss","maennlich","","","",""
"Taeglich","2014","(noch) kein Abschluss","weiblich","","","",""
"Taeglich","2014","Hauptschule","maennlich","","","",""
"Taeglich","2014","Hauptschule","weiblich","","","",""
"Taeglich","2014","Realschule","maennlich","","","",""
"Taeglich","2014","Realschule","weiblich","","","",""
"Taeglich","2014","(Fach-)Abitur","maennlich","","","",""
"Taeglich","2014","(Fach-)Abitur","weiblich","","","",""
"Taeglich","2014","AkademikerIn","maennlich","","","",""
"Taeglich","2014","AkademikerIn","weiblich","","","",""
"Min 1x pro Woche","2014","(noch) kein Abschluss","maennlich","","","",""
"Min 1x pro Woche","2014","(noch) kein Abschluss","weiblich","","","",""
"Min 1x pro Woche","2014","Hauptschule","maennlich","","","",""
"Min 1x pro Woche","2014","Hauptschule","weiblich","","","",""
"Min 1x pro Woche","2014","Realschule","maennlich","","","",""
"Min 1x pro Woche","2014","Realschule","weiblich","","","",""
"Min 1x pro Woche","2014","(Fach-)Abitur","maennlich","","","",""
"Min 1x pro Woche","2014","(Fach-)Abitur","weiblich","","","",""
"Min 1x pro Woche","2014","AkademikerIn","maennlich","","","",""
"Min 1x pro Woche","2014","AkademikerIn","weiblich","","","",""
"Min 1x pro Monat","2014","(noch) kein Abschluss","maennlich","","","",""
"Min 1x pro Monat","2014","(noch) kein Abschluss","weiblich","","","",""
"Min 1x pro Monat","2014","Hauptschule","maennlich","","","",""
"Min 1x pro Monat","2014","Hauptschule","weiblich","","","",""
"Min 1x pro Monat","2014","Realschule","maennlich","","","",""
"Min 1x pro Monat","2014","Realschule","weiblich","","","",""
"Min 1x pro Monat","2014","(Fach-)Abitur","maennlich","","","",""
"Min 1x pro Monat","2014","(Fach-)Abitur","weiblich","","","",""
"Min 1x pro Monat","2014","AkademikerIn","maennlich","","","",""
"Min 1x pro Monat","2014","AkademikerIn","weiblich","","","",""
"Seltener","2014","(noch) kein Abschluss","maennlich","","","",""
"Seltener","2014","(noch) kein Abschluss","weiblich","","","",""
"Seltener","2014","Hauptschule","maennlich","","","",""
"Seltener","2014","Hauptschule","weiblich","","","",""
"Seltener","2014","Realschule","maennlich","","","",""
"Seltener","2014","Realschule","weiblich","","","",""
"Seltener","2014","(Fach-)Abitur","maennlich","","","",""
"Seltener","2014","(Fach-)Abitur","weiblich","","","",""
"Seltener","2014","AkademikerIn","maennlich","","","",""
"Seltener","2014","AkademikerIn","weiblich","","","",""
"Nie","2014","(noch) kein Abschluss","maennlich","","","",""
"Nie","2014","(noch) kein Abschluss","weiblich","","","",""
"Nie","2014","Hauptschule","maennlich","","","",""
"Nie","2014","Hauptschule","weiblich","","","",""
"Nie","2014","Realschule","maennlich","","","",""
"Nie","2014","Realschule","weiblich","","","",""
"Nie","2014","(Fach-)Abitur","maennlich","","","",""
"Nie","2014","(Fach-)Abitur","weiblich","","","",""
"Nie","2014","AkademikerIn","maennlich","","","",""
"Nie","2014","AkademikerIn","weiblich","","","",""
"Taeglich","2015","(noch) kein Abschluss","maennlich","","","",""
"Taeglich","2015","(noch) kein Abschluss","weiblich","","","",""
"Taeglich","2015","Hauptschule","maennlich","","","",""
"Taeglich","2015","Hauptschule","weiblich","","","",""
"Taeglich","2015","Realschule","maennlich","","","",""
"Taeglich","2015","Realschule","weiblich","","","",""
"Taeglich","2015","(Fach-)Abitur","maennlich","","","",""
"Taeglich","2015","(Fach-)Abitur","weiblich","","","",""
"Taeglich","2015","AkademikerIn","maennlich","","","",""
"Taeglich","2015","AkademikerIn","weiblich","","","",""
"Min 1x pro Woche","2015","(noch) kein Abschluss","maennlich","55","0.101700649435672","0.0727596526170243","0.130641646254319"
"Min 1x pro Woche","2015","(noch) kein Abschluss","weiblich","93","0.145053589627008","0.115406495330309","0.174700683923708"
"Min 1x pro Woche","2015","Hauptschule","maennlich","212","","",""
"Min 1x pro Woche","2015","Hauptschule","weiblich","299","","",""
"Min 1x pro Woche","2015","Realschule","maennlich","219","","",""
"Min 1x pro Woche","2015","Realschule","weiblich","491","0.132990951738348","0.122357012677763","0.143624890798933"
"Min 1x pro Woche","2015","(Fach-)Abitur","maennlich","204","","",""
"Min 1x pro Woche","2015","(Fach-)Abitur","weiblich","405","0.190580454736489","0.174814474111369","0.206346435361608"
"Min 1x pro Woche","2015","AkademikerIn","maennlich","546","0.188833442992075","0.175239168466626","0.202427717517524"
"Min 1x pro Woche","2015","AkademikerIn","weiblich","664","0.219307973046462","0.205018381631647","0.233597564461276"
"Min 1x pro Monat","2015","(noch) kein Abschluss","maennlich","18","","",""
"Min 1x pro Monat","2015","(noch) kein Abschluss","weiblich","38","0.0758731982033775","0.0535807161267369","0.098165680280018"
"Min 1x pro Monat","2015","Hauptschule","maennlich","164","","",""
"Min 1x pro Monat","2015","Hauptschule","weiblich","182","","",""
"Min 1x pro Monat","2015","Realschule","maennlich","134","","",""
"Min 1x pro Monat","2015","Realschule","weiblich","327","0.0862096695170819","0.0774199994312965","0.0949993396028673"
"Min 1x pro Monat","2015","(Fach-)Abitur","maennlich","127","","",""
"Min 1x pro Monat","2015","(Fach-)Abitur","weiblich","262","","",""
"Min 1x pro Monat","2015","AkademikerIn","maennlich","309","0.0905880716303858","0.0806184794773453","0.100557663783426"
"Min 1x pro Monat","2015","AkademikerIn","weiblich","364","0.10823424143252","0.0975052113310188","0.118963271534021"
"Seltener","2015","(noch) kein Abschluss","maennlich","59","0.132694597988125","0.100211777896334","0.165177418079916"
"Seltener","2015","(noch) kein Abschluss","weiblich","71","0.133361610529399","0.104740740923508","0.16198248013529"
"Seltener","2015","Hauptschule","maennlich","686","0.184180896168295","0.171925365386247","0.196436426950344"
"Seltener","2015","Hauptschule","weiblich","707","0.170572916650299","0.158816215456503","0.182329617844096"
"Seltener","2015","Realschule","maennlich","640","0.24211015541753","0.225726519919146","0.258493790915914"
"Seltener","2015","Realschule","weiblich","999","0.259242253891165","0.24551883561667","0.27296567216566"
"Seltener","2015","(Fach-)Abitur","maennlich","397","0.242771833131066","0.222740756794246","0.262802909467885"
"Seltener","2015","(Fach-)Abitur","weiblich","626","0.253820141367644","0.236350669835452","0.271289612899836"
"Seltener","2015","AkademikerIn","maennlich","916","0.288165851254198","0.272434275434383","0.303897427074013"
"Seltener","2015","AkademikerIn","weiblich","944","0.300696853672257","0.284860692552752","0.316533014791762"
"Nie","2015","(noch) kein Abschluss","maennlich","287","","",""
"Nie","2015","(noch) kein Abschluss","weiblich","340","0.645711601640215","0.605444885975549","0.685978317304881"
"Nie","2015","Hauptschule","maennlich","2781","","",""
"Nie","2015","Hauptschule","weiblich","2744","","",""
"Nie","2015","Realschule","maennlich","1633","","",""
"Nie","2015","Realschule","weiblich","2100","","",""
"Nie","2015","(Fach-)Abitur","maennlich","1032","","",""
"Nie","2015","(Fach-)Abitur","weiblich","1091","","",""
"Nie","2015","AkademikerIn","maennlich","1413","","",""
"Nie","2015","AkademikerIn","weiblich","1249","","",""
"Taeglich","2016","(noch) kein Abschluss","maennlich","","","",""
"Taeglich","2016","(noch) kein Abschluss","weiblich","","","",""
"Taeglich","2016","Hauptschule","maennlich","","","",""
"Taeglich","2016","Hauptschule","weiblich","","","",""
"Taeglich","2016","Realschule","maennlich","","","",""
"Taeglich","2016","Realschule","weiblich","","","",""
"Taeglich","2016","(Fach-)Abitur","maennlich","","","",""
"Taeglich","2016","(Fach-)Abitur","weiblich","","","",""
"Taeglich","2016","AkademikerIn","maennlich","","","",""
"Taeglich","2016","AkademikerIn","weiblich","","","",""
"Min 1x pro Woche","2016","(noch) kein Abschluss","maennlich","","","",""
"Min 1x pro Woche","2016","(noch) kein Abschluss","weiblich","","","",""
"Min 1x pro Woche","2016","Hauptschule","maennlich","","","",""
"Min 1x pro Woche","2016","Hauptschule","weiblich","","","",""
"Min 1x pro Woche","2016","Realschule","maennlich","","","",""
"Min 1x pro Woche","2016","Realschule","weiblich","","","",""
"Min 1x pro Woche","2016","(Fach-)Abitur","maennlich","","","",""
"Min 1x pro Woche","2016","(Fach-)Abitur","weiblich","","","",""
"Min 1x pro Woche","2016","AkademikerIn","maennlich","","","",""
"Min 1x pro Woche","2016","AkademikerIn","weiblich","","","",""
"Min 1x pro Monat","2016","(noch) kein Abschluss","maennlich","","","",""
"Min 1x pro Monat","2016","(noch) kein Abschluss","weiblich","","","",""
"Min 1x pro Monat","2016","Hauptschule","maennlich","","","",""
"Min 1x pro Monat","2016","Hauptschule","weiblich","","","",""
"Min 1x pro Monat","2016","Realschule","maennlich","","","",""
"Min 1x pro Monat","2016","Realschule","weiblich","","","",""
"Min 1x pro Monat","2016","(Fach-)Abitur","maennlich","","","",""
"Min 1x pro Monat","2016","(Fach-)Abitur","weiblich","","","",""
"Min 1x pro Monat","2016","AkademikerIn","maennlich","","","",""
"Min 1x pro Monat","2016","AkademikerIn","weiblich","","","",""
"Seltener","2016","(noch) kein Abschluss","maennlich","","","",""
"Seltener","2016","(noch) kein Abschluss","weiblich","","","",""
"Seltener","2016","Hauptschule","maennlich","","","",""
"Seltener","2016","Hauptschule","weiblich","","","",""
"Seltener","2016","Realschule","maennlich","","","",""
"Seltener","2016","Realschule","weiblich","","","",""
"Seltener","2016","(Fach-)Abitur","maennlich","","","",""
"Seltener","2016","(Fach-)Abitur","weiblich","","","",""
"Seltener","2016","AkademikerIn","maennlich","","","",""
"Seltener","2016","AkademikerIn","weiblich","","","",""
"Nie","2016","(noch) kein Abschluss","maennlich","","","",""
"Nie","2016","(noch) kein Abschluss","weiblich","","","",""
"Nie","2016","Hauptschule","maennlich","","","",""
"Nie","2016","Hauptschule","weiblich","","","",""
"Nie","2016","Realschule","maennlich","","","",""
"Nie","2016","Realschule","weiblich","","","",""
"Nie","2016","(Fach-)Abitur","maennlich","","","",""
"Nie","2016","(Fach-)Abitur","weiblich","","","",""
"Nie","2016","AkademikerIn","maennlich","","","",""
"Nie","2016","AkademikerIn","weiblich","","","",""
"Taeglich","2017","(noch) kein Abschluss","maennlich","12","","",""
"Taeglich","2017","(noch) kein Abschluss","weiblich","11","","",""
"Taeglich","2017","Hauptschule","maennlich","16","","",""
"Taeglich","2017","Hauptschule","weiblich","13","","",""
"Taeglich","2017","Realschule","maennlich","1","","",""
"Taeglich","2017","Realschule","weiblich","1","","",""
"Taeglich","2017","(Fach-)Abitur","maennlich","13","","",""
"Taeglich","2017","(Fach-)Abitur","weiblich","6","0.000232519785196233","-0.00034386554444362","0.000808905114836085"
"Taeglich","2017","AkademikerIn","maennlich","11","","",""
"Taeglich","2017","AkademikerIn","weiblich","8","0.000215382974893894","-0.000270007877058558","0.000700773826846345"
"Min 1x pro Woche","2017","(noch) kein Abschluss","maennlich","91","0.0974100336358446","0.0805772066089782","0.114242860662711"
"Min 1x pro Woche","2017","(noch) kein Abschluss","weiblich","131","","",""
"Min 1x pro Woche","2017","Hauptschule","maennlich","252","","",""
"Min 1x pro Woche","2017","Hauptschule","weiblich","349","0.0901315397306238","0.0811794532359406","0.099083626225307"
"Min 1x pro Woche","2017","Realschule","maennlich","241","","",""
"Min 1x pro Woche","2017","Realschule","weiblich","565","0.127253094312237","0.117069659633858","0.137436528990616"
"Min 1x pro Woche","2017","(Fach-)Abitur","maennlich","274","","",""
"Min 1x pro Woche","2017","(Fach-)Abitur","weiblich","459","0.183540068000148","0.168905957122824","0.198174178877472"
"Min 1x pro Woche","2017","AkademikerIn","maennlich","611","0.190685518173034","0.178061601111374","0.203309435234695"
"Min 1x pro Woche","2017","AkademikerIn","weiblich","779","0.237083462120921","0.22301580348534","0.251151120756503"
"Min 1x pro Monat","2017","(noch) kein Abschluss","maennlich","62","0.044838145435393","0.0330899200686151","0.056586370802171"
"Min 1x pro Monat","2017","(noch) kein Abschluss","weiblich","61","0.0753555260289779","0.0604143961268478","0.0902966559311079"
"Min 1x pro Monat","2017","Hauptschule","maennlich","219","","",""
"Min 1x pro Monat","2017","Hauptschule","weiblich","229","","",""
"Min 1x pro Monat","2017","Realschule","maennlich","162","","",""
"Min 1x pro Monat","2017","Realschule","weiblich","351","0.0844436300624026","0.0759470933385701","0.092940166786235"
"Min 1x pro Monat","2017","(Fach-)Abitur","maennlich","170","","",""
"Min 1x pro Monat","2017","(Fach-)Abitur","weiblich","296","","",""
"Min 1x pro Monat","2017","AkademikerIn","maennlich","337","0.0862799282709822","0.077257195574098","0.0953026609678664"
"Min 1x pro Monat","2017","AkademikerIn","weiblich","393","0.125131656881499","0.114187366063551","0.136075947699446"
"Seltener","2017","(noch) kein Abschluss","maennlich","203","","",""
"Seltener","2017","(noch) kein Abschluss","weiblich","172","","",""
"Seltener","2017","Hauptschule","maennlich","728","0.186724212540855","0.174737383428436","0.198711041653274"
"Seltener","2017","Hauptschule","weiblich","760","0.184398575441041","0.172275457291018","0.196521693591064"
"Seltener","2017","Realschule","maennlich","701","0.264738850060894","0.248423294368642","0.281054405753147"
"Seltener","2017","Realschule","weiblich","1149","","",""
"Seltener","2017","(Fach-)Abitur","maennlich","462","0.233418866681664","0.215446332408522","0.251391400954806"
"Seltener","2017","(Fach-)Abitur","weiblich","683","0.280073009771006","0.263097871679529","0.297048147862483"
"Seltener","2017","AkademikerIn","maennlich","1061","","",""
"Seltener","2017","AkademikerIn","weiblich","1015","","",""
"Nie","2017","(noch) kein Abschluss","maennlich","824","0.619344664425319","0.591780671841523","0.646908657009116"
"Nie","2017","(noch) kein Abschluss","weiblich","824","0.598283897550986","0.570534613867077","0.626033181234895"
"Nie","2017","Hauptschule","maennlich","2845","","",""
"Nie","2017","Hauptschule","weiblich","2580","","",""
"Nie","2017","Realschule","maennlich","1704","","",""
"Nie","2017","Realschule","weiblich","2048","","",""
"Nie","2017","(Fach-)Abitur","maennlich","1209","","",""
"Nie","2017","(Fach-)Abitur","weiblich","1244","","",""
"Nie","2017","AkademikerIn","maennlich","1700","","",""
"Nie","2017","AkademikerIn","weiblich","1316","","",""
"Taeglich","2018","(noch) kein Abschluss","maennlich","10","","",""
"Taeglich","2018","(noch) kein Abschluss","weiblich","5","0.00774190473619467","0.000265937891504242","0.0152178715808851"
"Taeglich","2018","Hauptschule","maennlich","11","","",""
"Taeglich","2018","Hauptschule","weiblich","7","0.0165091864940088","0.0007767563800785","0.0322416166079391"
"Taeglich","2018","Realschule","maennlich","","","",""
"Taeglich","2018","Realschule","weiblich","1","","",""
"Taeglich","2018","(Fach-)Abitur","maennlich","5","0.0315224299465506","0.0121966115332233","0.0508482483598779"
"Taeglich","2018","(Fach-)Abitur","weiblich","5","0.0435231066720236","0.0169225297008421","0.0701236836432052"
"Taeglich","2018","AkademikerIn","maennlich","7","0.0328096760528906","0.0149224685169879","0.0506968835887933"
"Taeglich","2018","AkademikerIn","weiblich","2","","",""
"Min 1x pro Woche","2018","(noch) kein Abschluss","maennlich","31","0.0883710596390519","0.066118900074357","0.110623219203747"
"Min 1x pro Woche","2018","(noch) kein Abschluss","weiblich","31","0.0463864390104413","0.0284468348560691","0.0643260431648135"
"Min 1x pro Woche","2018","Hauptschule","maennlich","23","","",""
"Min 1x pro Woche","2018","Hauptschule","weiblich","12","","",""
"Min 1x pro Woche","2018","Realschule","maennlich","","","",""
"Min 1x pro Woche","2018","Realschule","weiblich","","","",""
"Min 1x pro Woche","2018","(Fach-)Abitur","maennlich","19","","",""
"Min 1x pro Woche","2018","(Fach-)Abitur","weiblich","12","","",""
"Min 1x pro Woche","2018","AkademikerIn","maennlich","22","","",""
"Min 1x pro Woche","2018","AkademikerIn","weiblich","12","","",""
"Min 1x pro Monat","2018","(noch) kein Abschluss","maennlich","45","0.0926796593935045","0.0699454099700848","0.115413908816924"
"Min 1x pro Monat","2018","(noch) kein Abschluss","weiblich","32","0.0459833380492313","0.0281180773949639","0.0638485987034987"
"Min 1x pro Monat","2018","Hauptschule","maennlich","22","","",""
"Min 1x pro Monat","2018","Hauptschule","weiblich","10","","",""
"Min 1x pro Monat","2018","Realschule","maennlich","1","","",""
"Min 1x pro Monat","2018","Realschule","weiblich","","","",""
"Min 1x pro Monat","2018","(Fach-)Abitur","maennlich","19","","",""
"Min 1x pro Monat","2018","(Fach-)Abitur","weiblich","17","","",""
"Min 1x pro Monat","2018","AkademikerIn","maennlich","31","0.0695606113536456","0.0440152916715046","0.0951059310357866"
"Min 1x pro Monat","2018","AkademikerIn","weiblich","16","","",""
"Seltener","2018","(noch) kein Abschluss","maennlich","99","0.171247145977817","0.141712465827361","0.200781826128274"
"Seltener","2018","(noch) kein Abschluss","weiblich","65","0.152014554960875","0.121390131951862","0.182638977969887"
"Seltener","2018","Hauptschule","maennlich","83","0.162146670297461","0.127021703313141","0.197271637281781"
"Seltener","2018","Hauptschule","weiblich","49","0.249473533476191","0.196048713712893","0.302898353239488"
"Seltener","2018","Realschule","maennlich","1","","",""
"Seltener","2018","Realschule","weiblich","","","",""
"Seltener","2018","(Fach-)Abitur","maennlich","66","0.207506473184927","0.162652909583542","0.252360036786312"
"Seltener","2018","(Fach-)Abitur","weiblich","33","0.135663736774958","0.0910193228396311","0.180308150710284"
"Seltener","2018","AkademikerIn","maennlich","75","0.171437275173553","0.133592935956418","0.209281614390687"
"Seltener","2018","AkademikerIn","weiblich","33","0.125223552714198","0.0785295625236959","0.1719175429047"
"Nie","2018","(noch) kein Abschluss","maennlich","440","0.634833608175258","0.597086521561462","0.672580694789054"
"Nie","2018","(noch) kein Abschluss","weiblich","395","0.747873763243258","0.710835185699659","0.784912340786857"
"Nie","2018","Hauptschule","maennlich","284","","",""
"Nie","2018","Hauptschule","weiblich","174","","",""
"Nie","2018","Realschule","maennlich","3","","",""
"Nie","2018","Realschule","weiblich","5","0.645970394736842","0.263323173834595","1.02861761563909"
"Nie","2018","(Fach-)Abitur","maennlich","205","","",""
"Nie","2018","(Fach-)Abitur","weiblich","159","","",""
"Nie","2018","AkademikerIn","maennlich","246","","",""
"Nie","2018","AkademikerIn","weiblich","130","","",""
"Taeglich","2019","(noch) kein Abschluss","maennlich","42","0.0951376066795947","0.0770517163211784","0.113223497038011"
"Taeglich","2019","(noch) kein Abschluss","weiblich","47","0.0693935209110845","0.0530170724675988","0.0857699693545701"
"Taeglich","2019","Hauptschule","maennlich","80","0.0200983869385746","0.015500703352732","0.0246960705244172"
"Taeglich","2019","Hauptschule","weiblich","117","","",""
"Taeglich","2019","Realschule","maennlich","92","0.0295758854859335","0.023341866923095","0.035809904048772"
"Taeglich","2019","Realschule","weiblich","162","","",""
"Taeglich","2019","(Fach-)Abitur","maennlich","102","","",""
"Taeglich","2019","(Fach-)Abitur","weiblich","159","","",""
"Taeglich","2019","AkademikerIn","maennlich","233","","",""
"Taeglich","2019","AkademikerIn","weiblich","245","","",""
"Min 1x pro Woche","2019","(noch) kein Abschluss","maennlich","49","0.0569611241851038","0.0426745997795711","0.0712476485906365"
"Min 1x pro Woche","2019","(noch) kein Abschluss","weiblich","85","0.147478081554506","0.124627685009811","0.170328478099201"
"Min 1x pro Woche","2019","Hauptschule","maennlich","237","","",""
"Min 1x pro Woche","2019","Hauptschule","weiblich","269","","",""
"Min 1x pro Woche","2019","Realschule","maennlich","259","","",""
"Min 1x pro Woche","2019","Realschule","weiblich","521","0.124244527499658","0.113919772992108","0.134569282007208"
"Min 1x pro Woche","2019","(Fach-)Abitur","maennlich","243","","",""
"Min 1x pro Woche","2019","(Fach-)Abitur","weiblich","461","0.195052882157136","0.179673536371062","0.210432227943209"
"Min 1x pro Woche","2019","AkademikerIn","maennlich","590","0.156066644899057","0.144856265038689","0.167277024759426"
"Min 1x pro Woche","2019","AkademikerIn","weiblich","682","0.203461974576663","0.190209869971608","0.216714079181718"
"Min 1x pro Monat","2019","(noch) kein Abschluss","maennlich","82","0.0643375449705131","0.0492136254675985","0.0794614644734277"
"Min 1x pro Monat","2019","(noch) kein Abschluss","weiblich","55","0.0746141709669681","0.0576805706109934","0.0915477713229429"
"Min 1x pro Monat","2019","Hauptschule","maennlich","201","","",""
"Min 1x pro Monat","2019","Hauptschule","weiblich","210","","",""
"Min 1x pro Monat","2019","Realschule","maennlich","192","","",""
"Min 1x pro Monat","2019","Realschule","weiblich","360","0.093807057374648","0.0846811141180329","0.102933000631263"
"Min 1x pro Monat","2019","(Fach-)Abitur","maennlich","199","","",""
"Min 1x pro Monat","2019","(Fach-)Abitur","weiblich","341","0.125438115273812","0.112582643065953","0.138293587481671"
"Min 1x pro Monat","2019","AkademikerIn","maennlich","464","0.113361679336194","0.103568637946577","0.123154720725811"
"Min 1x pro Monat","2019","AkademikerIn","weiblich","539","0.151750753422589","0.139940284517487","0.163561222327691"
"Seltener","2019","(noch) kein Abschluss","maennlich","168","","",""
"Seltener","2019","(noch) kein Abschluss","weiblich","121","","",""
"Seltener","2019","Hauptschule","maennlich","663","0.204472243091366","0.191258918884708","0.217685567298023"
"Seltener","2019","Hauptschule","weiblich","662","0.217623434488179","0.20348281077415","0.231764058202208"
"Seltener","2019","Realschule","maennlich","636","0.232078016417109","0.216543634603917","0.247612398230302"
"Seltener","2019","Realschule","weiblich","1066","","",""
"Seltener","2019","(Fach-)Abitur","maennlich","482","0.237683427458479","0.219477803205811","0.255889051711148"
"Seltener","2019","(Fach-)Abitur","weiblich","606","0.264471566355213","0.247353006426967","0.281590126283459"
"Seltener","2019","AkademikerIn","maennlich","1003","","",""
"Seltener","2019","AkademikerIn","weiblich","927","0.274103206313778","0.259419541299344","0.288786871328211"
"Nie","2019","(noch) kein Abschluss","maennlich","670","0.628251166242172","0.598461614218873","0.658040718265471"
"Nie","2019","(noch) kein Abschluss","weiblich","617","0.580187157763228","0.548382616174433","0.611991699352023"
"Nie","2019","Hauptschule","maennlich","2398","","",""
"Nie","2019","Hauptschule","weiblich","2013","","",""
"Nie","2019","Realschule","maennlich","1658","","",""
"Nie","2019","Realschule","weiblich","1812","","",""
"Nie","2019","(Fach-)Abitur","maennlich","1074","","",""
"Nie","2019","(Fach-)Abitur","weiblich","983","0.356165193172803","0.337578977849877","0.374751408495728"
"Nie","2019","AkademikerIn","maennlich","1736","","",""
"Nie","2019","AkademikerIn","weiblich","1152","","",""
