year,regtyp,sampreg,pli0093_h,proportion,n,lower_confidence,upper_confidence
2021,Laendlicher Raum,Westdeutschland,Nie,0.09206238361266295,27598,0.0886513470190484,0.0954734202062775
2021,Staedtischer Raum,Westdeutschland,Min 1x pro Monat,0.07879422718808193,27598,0.07561557659341586,0.081972877782748
2021,Laendlicher Raum,Ostdeutschland,Nie,0.06779562383612663,27598,0.0648296066335878,0.07076164103866545
2021,Laendlicher Raum,Westdeutschland,Seltener,0.0476024208566108,27598,0.04509029769651345,0.05011454401670815
2021,Laendlicher Raum,Westdeutschland,Min 1x pro Woche,0.041666666666666664,27598,0.03930906764567378,0.04402426568765955
2021,Laendlicher Raum,Ostdeutschland,Seltener,0.03235567970204842,27598,0.03026806471556378,0.034443294688533056
2021,Staedtischer Raum,Ostdeutschland,Nie,0.030202513966480448,27598,0.028183313954669484,0.03222171397829141
2021,Laendlicher Raum,Westdeutschland,Min 1x pro Monat,0.02339385474860335,27598,0.021610540469113097,0.025177169028093607
2021,Laendlicher Raum,Ostdeutschland,Min 1x pro Woche,0.020716945996275604,27598,0.019036462495581535,0.022397429496969674
2021,Staedtischer Raum,Ostdeutschland,Seltener,0.01821461824953445,27598,0.016636877713874405,0.019792358785194496
2021,Staedtischer Raum,Ostdeutschland,Min 1x pro Woche,0.016992551210428305,27598,0.01546770879370904,0.01851739362714757
2021,Staedtischer Raum,Ostdeutschland,Min 1x pro Monat,0.012278864059590316,27598,0.010979551802361865,0.013578176316818766
2021,Laendlicher Raum,Ostdeutschland,Min 1x pro Monat,0.011871508379888268,27598,0.010593667055258913,0.013149349704517622
