year,quintil_oecd,sex,pli0093_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,2nd Quintile,male,Never,0.65043,1254,1871,0.62882,0.67204
2011,2nd Quintile,female,At least once per week,0.09142,257,2423,0.07994,0.10290
2011,2nd Quintile,female,At least once per month,0.07094,188,2423,0.06072,0.08117
2011,2nd Quintile,female,Seldom,0.22640,568,2423,0.20973,0.24307
2011,2nd Quintile,female,Never,0.61124,1410,2423,0.59182,0.63065
2011,3rd Quintile,male,At least once per week,0.08089,187,1903,0.06864,0.09315
2011,3rd Quintile,male,At least once per month,0.06804,116,1903,0.05672,0.07935
2011,3rd Quintile,male,Seldom,0.27152,461,1903,0.25153,0.29151
2011,3rd Quintile,male,Never,0.57955,1139,1903,0.55737,0.60174
2011,3rd Quintile,female,At least once per week,0.12575,293,2199,0.11189,0.13961
2011,3rd Quintile,female,At least once per month,0.07590,170,2199,0.06483,0.08697
2011,3rd Quintile,female,Seldom,0.26890,593,2199,0.25036,0.28743
2011,3rd Quintile,female,Never,0.52945,1143,2199,0.50858,0.55032
2011,4th Quintile,male,At least once per week,0.10693,250,2028,0.09347,0.12038
2011,4th Quintile,male,At least once per month,0.06083,135,2028,0.05042,0.07124
2011,4th Quintile,male,Seldom,0.28427,574,2028,0.26463,0.30390
2011,4th Quintile,male,Never,0.54798,1069,2028,0.52631,0.56964
2011,4th Quintile,female,At least once per week,0.14949,302,2075,0.13415,0.16484
2011,4th Quintile,female,At least once per month,0.08321,184,2075,0.07133,0.09510
2011,4th Quintile,female,Seldom,0.30396,645,2075,0.28416,0.32376
2011,4th Quintile,female,Never,0.46333,944,2075,0.44187,0.48479
2011,5th Quintile,male,At least once per week,0.12127,310,2334,0.10802,0.13451
2011,5th Quintile,male,At least once per month,0.09891,197,2334,0.08679,0.11102
2011,5th Quintile,male,Seldom,0.32318,730,2334,0.30421,0.34216
2011,5th Quintile,male,Never,0.45664,1097,2334,0.43643,0.47685
2011,5th Quintile,female,At least once per week,0.17038,413,2356,0.15519,0.18556
2011,5th Quintile,female,At least once per month,0.11316,270,2356,0.10036,0.12595
2011,5th Quintile,female,Seldom,0.35083,791,2356,0.33156,0.37010
2011,5th Quintile,female,Never,0.36563,882,2356,0.34618,0.38508
2013,1st Quintile,male,At least once per week,0.12651,270,1966,0.11181,0.14120
2013,1st Quintile,male,At least once per month,0.06060,115,1966,0.05005,0.07115
2013,1st Quintile,male,Seldom,0.19053,370,1966,0.17317,0.20790
2013,1st Quintile,male,Never,0.62236,1211,1966,0.60093,0.64380
2013,1st Quintile,female,At least once per week,0.13980,495,3122,0.12764,0.15197
2013,1st Quintile,female,At least once per month,0.08540,287,3122,0.07560,0.09521
2013,1st Quintile,female,Seldom,0.21385,709,3122,0.19947,0.22824
2013,1st Quintile,female,Never,0.56094,1631,3122,0.54353,0.57835
2013,2nd Quintile,male,At least once per week,0.10426,272,2248,0.09163,0.11690
2013,2nd Quintile,male,At least once per month,0.06643,153,2248,0.05614,0.07673
2013,2nd Quintile,male,Seldom,0.23335,506,2248,0.21586,0.25084
2013,2nd Quintile,male,Never,0.59595,1317,2248,0.57566,0.61624
2013,2nd Quintile,female,At least once per week,0.14862,533,2940,0.13576,0.16148
2013,2nd Quintile,female,At least once per month,0.09268,276,2940,0.08220,0.10316
2013,2nd Quintile,female,Seldom,0.23580,739,2940,0.22045,0.25114
2013,2nd Quintile,female,Never,0.52291,1392,2940,0.50485,0.54097
2013,3rd Quintile,male,At least once per week,0.11647,318,2249,0.10321,0.12973
2013,3rd Quintile,male,At least once per month,0.09194,192,2249,0.07999,0.10388
2013,3rd Quintile,male,Seldom,0.27421,592,2249,0.25577,0.29265
2013,3rd Quintile,male,Never,0.51738,1147,2249,0.49673,0.53804
2013,3rd Quintile,female,At least once per week,0.15662,506,2602,0.14265,0.17059
2013,3rd Quintile,female,At least once per month,0.09282,281,2602,0.08167,0.10397
2013,3rd Quintile,female,Seldom,0.27761,715,2602,0.26040,0.29483
2013,3rd Quintile,female,Never,0.47295,1100,2602,0.45376,0.49213
2013,4th Quintile,male,At least once per week,0.15376,399,2305,0.13903,0.16849
2013,4th Quintile,male,At least once per month,0.09323,223,2305,0.08136,0.10510
2013,4th Quintile,male,Seldom,0.28478,635,2305,0.26635,0.30321
2013,4th Quintile,male,Never,0.46823,1048,2305,0.44785,0.48860
2013,4th Quintile,female,At least once per week,0.18306,493,2511,0.16793,0.19819
2013,4th Quintile,female,At least once per month,0.12577,326,2511,0.11280,0.13875
2013,4th Quintile,female,Seldom,0.29635,746,2511,0.27848,0.31421
2013,4th Quintile,female,Never,0.39482,946,2511,0.37570,0.41394
2013,5th Quintile,male,At least once per week,0.18284,528,2728,0.16833,0.19735
2013,5th Quintile,male,At least once per month,0.12296,336,2728,0.11063,0.13528
2013,5th Quintile,male,Seldom,0.30225,805,2728,0.28501,0.31948
2013,5th Quintile,male,Never,0.39195,1059,2728,0.37363,0.41028
2013,5th Quintile,female,At least once per week,0.23529,680,2731,0.21938,0.25121
2013,5th Quintile,female,At least once per month,0.13693,385,2731,0.12403,0.14982
2013,5th Quintile,female,Seldom,0.29624,783,2731,0.27912,0.31337
2013,5th Quintile,female,Never,0.33154,883,2731,0.31388,0.34919
2015,1st Quintile,male,At least once per week,0.09004,174,2129,0.07788,0.10220
2015,1st Quintile,male,At least once per month,0.04121,84,2129,0.03276,0.04965
2015,1st Quintile,male,Seldom,0.16007,325,2129,0.14449,0.17565
2015,1st Quintile,male,Never,0.70869,1546,2129,0.68938,0.72799
2015,1st Quintile,female,At least once per week,0.11334,325,2983,0.10196,0.12472
2015,1st Quintile,female,At least once per month,0.06824,203,2983,0.05919,0.07729
2015,1st Quintile,female,Seldom,0.16796,529,2983,0.15454,0.18138
2015,1st Quintile,female,Never,0.65045,1926,2983,0.63334,0.66757
2015,2nd Quintile,male,At least once per week,0.06569,181,2274,0.05551,0.07588
2015,2nd Quintile,male,At least once per month,0.05315,112,2274,0.04393,0.06238
2015,2nd Quintile,male,Seldom,0.20602,480,2274,0.18940,0.22265
2015,2nd Quintile,male,Never,0.67513,1501,2274,0.65588,0.69438
2015,2nd Quintile,female,At least once per week,0.13019,382,2972,0.11809,0.14229
2015,2nd Quintile,female,At least once per month,0.07503,230,2972,0.06555,0.08450
2015,2nd Quintile,female,Seldom,0.20552,644,2972,0.19099,0.22005
2015,2nd Quintile,female,Never,0.58926,1716,2972,0.57157,0.60695
2015,3rd Quintile,male,At least once per week,0.09058,224,2243,0.07870,0.10246
2015,3rd Quintile,male,At least once per month,0.07074,145,2243,0.06012,0.08135
2015,3rd Quintile,male,Seldom,0.19330,476,2243,0.17695,0.20965
2015,3rd Quintile,male,Never,0.64539,1398,2243,0.62558,0.66519
2015,3rd Quintile,female,At least once per week,0.11902,355,2588,0.10654,0.13150
2015,3rd Quintile,female,At least once per month,0.09431,230,2588,0.08305,0.10557
2015,3rd Quintile,female,Seldom,0.23879,646,2588,0.22236,0.25522
2015,3rd Quintile,female,Never,0.54788,1357,2588,0.52870,0.56706
2015,4th Quintile,male,At least once per week,0.12500,275,2277,0.11142,0.13859
2015,4th Quintile,male,At least once per month,0.07925,181,2277,0.06815,0.09034
2015,4th Quintile,male,Seldom,0.24485,590,2277,0.22719,0.26252
2015,4th Quintile,male,Never,0.55090,1231,2277,0.53046,0.57133
2015,4th Quintile,female,At least once per week,0.16131,407,2475,0.14682,0.17580
2015,4th Quintile,female,At least once per month,0.08678,234,2475,0.07569,0.09788
2015,4th Quintile,female,Seldom,0.27345,674,2475,0.25589,0.29101
2015,4th Quintile,female,Never,0.47846,1160,2475,0.45877,0.49814
2015,5th Quintile,male,At least once per week,0.14496,360,2540,0.13127,0.15866
2015,5th Quintile,male,At least once per month,0.06259,192,2540,0.05317,0.07201
2015,5th Quintile,male,Seldom,0.32225,745,2540,0.30407,0.34043
2015,5th Quintile,male,Never,0.47020,1243,2540,0.45079,0.48962
2015,5th Quintile,female,At least once per week,0.19143,471,2558,0.17618,0.20668
2015,5th Quintile,female,At least once per month,0.08245,245,2558,0.07179,0.09311
2015,5th Quintile,female,Seldom,0.28594,762,2558,0.26843,0.30346
2015,5th Quintile,female,Never,0.44018,1080,2558,0.42094,0.45942
2017,1st Quintile,male,At least once per week,0.11121,278,2858,0.09968,0.12274
2017,1st Quintile,male,At least once per month,0.06045,171,2858,0.05171,0.06918
2017,1st Quintile,male,Seldom,0.17661,465,2858,0.16263,0.19059
2017,1st Quintile,male,Never,0.65173,1944,2858,0.63426,0.66920
2017,1st Quintile,female,At least once per week,0.12405,399,3335,0.11286,0.13524
2017,1st Quintile,female,At least once per month,0.07980,228,3335,0.07060,0.08900
2017,1st Quintile,female,Seldom,0.19675,648,3335,0.18325,0.21024
2017,1st Quintile,female,Never,0.59940,2060,3335,0.58276,0.61603
2017,2nd Quintile,male,At least once per week,0.08650,191,2169,0.07466,0.09833
2017,2nd Quintile,male,At least once per month,0.04717,101,2169,0.03825,0.05610
2017,2nd Quintile,male,Seldom,0.22208,456,2169,0.20458,0.23957
2017,2nd Quintile,male,Never,0.64425,1421,2169,0.62410,0.66441
2017,2nd Quintile,female,At least once per week,0.12009,349,2711,0.10785,0.13233
2017,2nd Quintile,female,At least once per month,0.09369,204,2711,0.08272,0.10466
2017,2nd Quintile,female,Seldom,0.22425,660,2711,0.20855,0.23996
2017,2nd Quintile,female,Never,0.56196,1498,2711,0.54328,0.58064
2017,3rd Quintile,male,At least once per week,0.11097,223,2020,0.09727,0.12467
2017,3rd Quintile,male,At least once per month,0.06856,145,2020,0.05754,0.07958
2017,3rd Quintile,male,Seldom,0.23821,475,2020,0.21963,0.25679
2017,3rd Quintile,male,Never,0.58226,1177,2020,0.56075,0.60378
2017,3rd Quintile,female,At least once per week,0.13013,357,2399,0.11666,0.14359
2017,3rd Quintile,female,At least once per month,0.09655,218,2399,0.08473,0.10837
2017,3rd Quintile,female,Seldom,0.25299,645,2399,0.23559,0.27039
2017,3rd Quintile,female,Never,0.52033,1179,2399,0.50033,0.54033
2017,4th Quintile,male,At least once per week,0.10645,222,2074,0.09318,0.11973
2017,4th Quintile,male,At least once per month,0.06583,153,2074,0.05515,0.07650
2017,4th Quintile,male,Seldom,0.28505,587,2074,0.26562,0.30449
2017,4th Quintile,male,Never,0.54267,1112,2074,0.52122,0.56411
2017,4th Quintile,female,At least once per week,0.17142,393,2277,0.15593,0.18690
2017,4th Quintile,female,At least once per month,0.08819,242,2277,0.07654,0.09984
2017,4th Quintile,female,Seldom,0.29535,684,2277,0.27661,0.31409
2017,4th Quintile,female,Never,0.44505,958,2277,0.42463,0.46546
2017,5th Quintile,male,At least once per week,0.13632,325,2268,0.12219,0.15044
2017,5th Quintile,male,At least once per month,0.08616,203,2268,0.07461,0.09771
2017,5th Quintile,male,Seldom,0.29223,670,2268,0.27351,0.31095
2017,5th Quintile,male,Never,0.48529,1070,2268,0.46472,0.50587
2017,5th Quintile,female,At least once per week,0.17728,445,2265,0.16155,0.19301
2017,5th Quintile,female,At least once per month,0.11500,267,2265,0.10186,0.12814
2017,5th Quintile,female,Seldom,0.30646,680,2265,0.28747,0.32546
2017,5th Quintile,female,Never,0.40125,873,2265,0.38106,0.42144
2019,1st Quintile,male,At least once per week,0.13789,349,3425,0.12634,0.14944
2019,1st Quintile,male,At least once per month,0.06013,240,3425,0.05216,0.06809
2019,1st Quintile,male,Seldom,0.17364,554,3425,0.16095,0.18632
2019,1st Quintile,male,Never,0.62834,2282,3425,0.61216,0.64453
2019,1st Quintile,female,At least once per week,0.18005,530,3630,0.16755,0.19255
2019,1st Quintile,female,At least once per month,0.08998,305,3630,0.08067,0.09929
2019,1st Quintile,female,Seldom,0.20627,668,3630,0.19310,0.21943
2019,1st Quintile,female,Never,0.52371,2127,3630,0.50746,0.53996
2019,2nd Quintile,male,At least once per week,0.11051,261,2199,0.09741,0.12362
2019,2nd Quintile,male,At least once per month,0.05809,155,2199,0.04832,0.06787
2019,2nd Quintile,male,Seldom,0.21869,439,2199,0.20140,0.23597
2019,2nd Quintile,male,Never,0.61271,1344,2199,0.59234,0.63307
2019,2nd Quintile,female,At least once per week,0.17105,476,2718,0.15689,0.18521
2019,2nd Quintile,female,At least once per month,0.07399,237,2718,0.06415,0.08384
2019,2nd Quintile,female,Seldom,0.23648,628,2718,0.22051,0.25246
2019,2nd Quintile,female,Never,0.51847,1377,2718,0.49968,0.53726
2019,3rd Quintile,male,At least once per week,0.12710,272,2026,0.11259,0.14161
2019,3rd Quintile,male,At least once per month,0.08493,153,2026,0.07279,0.09707
2019,3rd Quintile,male,Seldom,0.21109,474,2026,0.19332,0.22887
2019,3rd Quintile,male,Never,0.57688,1127,2026,0.55536,0.59840
2019,3rd Quintile,female,At least once per week,0.19506,494,2402,0.17921,0.21091
2019,3rd Quintile,female,At least once per month,0.09753,245,2402,0.08567,0.10940
2019,3rd Quintile,female,Seldom,0.26457,632,2402,0.24692,0.28221
2019,3rd Quintile,female,Never,0.44284,1031,2402,0.42297,0.46271
2019,4th Quintile,male,At least once per week,0.14293,306,2020,0.12766,0.15819
2019,4th Quintile,male,At least once per month,0.08712,171,2020,0.07482,0.09942
2019,4th Quintile,male,Seldom,0.25950,515,2020,0.24038,0.27862
2019,4th Quintile,male,Never,0.51045,1028,2020,0.48864,0.53225
2019,4th Quintile,female,At least once per week,0.19805,492,2251,0.18159,0.21452
2019,4th Quintile,female,At least once per month,0.11210,261,2251,0.09906,0.12513
2019,4th Quintile,female,Seldom,0.27540,595,2251,0.25694,0.29386
2019,4th Quintile,female,Never,0.41445,903,2251,0.39409,0.43480
2019,5th Quintile,male,At least once per week,0.19276,462,2415,0.17702,0.20849
2019,5th Quintile,male,At least once per month,0.08690,234,2415,0.07567,0.09814
2019,5th Quintile,male,Seldom,0.27102,645,2415,0.25328,0.28875
2019,5th Quintile,male,Never,0.44932,1074,2415,0.42948,0.46917
2019,5th Quintile,female,At least once per week,0.21769,550,2395,0.20116,0.23422
2019,5th Quintile,female,At least once per month,0.12868,332,2395,0.11526,0.14209
2019,5th Quintile,female,Seldom,0.28539,691,2395,0.26730,0.30348
2019,5th Quintile,female,Never,0.36824,822,2395,0.34892,0.38756
2021,1st Quintile,male,At least once per week,0.17660,259,1376,0.15644,0.19675
2021,1st Quintile,male,At least once per month,0.08032,123,1376,0.06596,0.09469
2021,1st Quintile,male,Seldom,0.19552,263,1376,0.17455,0.21648
2021,1st Quintile,male,Never,0.54756,731,1376,0.52125,0.57387
2021,1st Quintile,female,At least once per week,0.18682,390,1854,0.16907,0.20456
2021,1st Quintile,female,At least once per month,0.10935,211,1854,0.09514,0.12356
2021,1st Quintile,female,Seldom,0.21199,384,1854,0.19338,0.23060
2021,1st Quintile,female,Never,0.49185,869,1854,0.46909,0.51461
2021,2nd Quintile,male,At least once per week,0.14800,235,1481,0.12991,0.16609
2021,2nd Quintile,male,At least once per month,0.08557,135,1481,0.07132,0.09982
2021,2nd Quintile,male,Seldom,0.23462,339,1481,0.21303,0.25621
2021,2nd Quintile,male,Never,0.53182,772,1481,0.50639,0.55724
2021,2nd Quintile,female,At least once per week,0.18686,391,1855,0.16911,0.20460
2021,2nd Quintile,female,At least once per month,0.10822,216,1855,0.09408,0.12236
2021,2nd Quintile,female,Seldom,0.25287,429,1855,0.23308,0.27265
2021,2nd Quintile,female,Never,0.45206,819,1855,0.42940,0.47471
2021,3rd Quintile,male,At least once per week,0.17343,254,1419,0.15372,0.19313
2021,3rd Quintile,male,At least once per month,0.08272,142,1419,0.06838,0.09706
2021,3rd Quintile,male,Seldom,0.23197,314,1419,0.21000,0.25394
2021,3rd Quintile,male,Never,0.51188,709,1419,0.48586,0.53790
2021,3rd Quintile,female,At least once per week,0.21710,398,1673,0.19734,0.23686
2021,3rd Quintile,female,At least once per month,0.12442,238,1673,0.10860,0.14025
2021,3rd Quintile,female,Seldom,0.21285,349,1673,0.19323,0.23247
2021,3rd Quintile,female,Never,0.44563,688,1673,0.42181,0.46945
2021,4th Quintile,male,At least once per week,0.16003,262,1512,0.14155,0.17852
2021,4th Quintile,male,At least once per month,0.12036,176,1512,0.10395,0.13677
2021,4th Quintile,male,Seldom,0.25171,392,1512,0.22982,0.27359
2021,4th Quintile,male,Never,0.46790,682,1512,0.44274,0.49306
2021,4th Quintile,female,At least once per week,0.20742,405,1672,0.18798,0.22686
2021,4th Quintile,female,At least once per month,0.14266,273,1672,0.12589,0.15943
2021,4th Quintile,female,Seldom,0.30353,451,1672,0.28148,0.32558
2021,4th Quintile,female,Never,0.34638,543,1672,0.32357,0.36920
2021,5th Quintile,male,At least once per week,0.18555,448,2258,0.16952,0.20159
2021,5th Quintile,male,At least once per month,0.13478,291,2258,0.12069,0.14887
2021,5th Quintile,male,Seldom,0.27074,574,2258,0.25240,0.28907
2021,5th Quintile,male,Never,0.40893,945,2258,0.38865,0.42922
2021,5th Quintile,female,At least once per week,0.23526,521,2017,0.21674,0.25377
2021,5th Quintile,female,At least once per month,0.15951,352,2017,0.14353,0.17550
2021,5th Quintile,female,Seldom,0.26527,559,2017,0.24600,0.28454
2021,5th Quintile,female,Never,0.33996,585,2017,0.31928,0.36064
