year,regtyp,pli0093_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,Rural regions,At least once per month,0.07449,535,6584,0.06815,0.08083
2008,Rural regions,Seldom,0.25158,1694,6584,0.24110,0.26206
2008,Rural regions,Never,0.56112,3559,6584,0.54913,0.57311
2009,Urban regions,At least once per week,0.11061,1368,11611,0.10491,0.11632
2009,Urban regions,At least once per month,0.08118,968,11611,0.07622,0.08615
2009,Urban regions,Seldom,0.27570,3238,11611,0.26757,0.28383
2009,Urban regions,Never,0.53250,6037,11611,0.52342,0.54157
2009,Rural regions,At least once per week,0.08969,609,6239,0.08260,0.09678
2009,Rural regions,At least once per month,0.06994,412,6239,0.06361,0.07627
2009,Rural regions,Seldom,0.25906,1698,6239,0.24819,0.26993
2009,Rural regions,Never,0.58131,3520,6239,0.56907,0.59355
2011,Urban regions,At least once per week,0.12271,2378,18120,0.11794,0.12749
2011,Urban regions,At least once per month,0.07520,1372,18120,0.07136,0.07904
2011,Urban regions,Seldom,0.24315,4323,18120,0.23690,0.24940
2011,Urban regions,Never,0.55894,10047,18120,0.55171,0.56617
2011,Rural regions,At least once per week,0.10064,1055,10107,0.09478,0.10651
2011,Rural regions,At least once per month,0.06162,605,10107,0.05693,0.06630
2011,Rural regions,Seldom,0.23610,2348,10107,0.22782,0.24438
2011,Rural regions,Never,0.60165,6099,10107,0.59210,0.61119
2013,Urban regions,At least once per week,0.17055,3114,16155,0.16475,0.17635
2013,Urban regions,At least once per month,0.10862,1772,16155,0.10382,0.11342
2013,Urban regions,Seldom,0.25875,4111,16155,0.25200,0.26550
2013,Urban regions,Never,0.46208,7158,16155,0.45439,0.46977
2013,Rural regions,At least once per week,0.13160,1381,9252,0.12471,0.13849
2013,Rural regions,At least once per month,0.08069,803,9252,0.07514,0.08624
2013,Rural regions,Seldom,0.27411,2490,9252,0.26502,0.28320
2013,Rural regions,Never,0.51360,4578,9252,0.50341,0.52378
2015,Urban regions,At least once per week,0.13640,2319,17445,0.13131,0.14150
2015,Urban regions,At least once per month,0.07619,1393,17445,0.07225,0.08013
2015,Urban regions,Seldom,0.23624,4095,17445,0.22993,0.24254
2015,Urban regions,Never,0.55117,9638,17445,0.54379,0.55855
2015,Rural regions,At least once per week,0.10012,987,9241,0.09400,0.10624
2015,Rural regions,At least once per month,0.06444,602,9241,0.05944,0.06945
2015,Rural regions,Seldom,0.22420,2114,9241,0.21570,0.23270
2015,Rural regions,Never,0.61123,5538,9241,0.60129,0.62117
2017,Urban regions,At least once per week,0.14273,2778,19881,0.13787,0.14760
2017,Urban regions,At least once per month,0.08130,1584,19881,0.07750,0.08510
2017,Urban regions,Seldom,0.24510,4682,19881,0.23912,0.25108
2017,Urban regions,Never,0.53086,10837,19881,0.52393,0.53780
2017,Rural regions,At least once per week,0.11330,1216,10536,0.10725,0.11935
2017,Rural regions,At least once per month,0.08231,782,10536,0.07706,0.08755
2017,Rural regions,Seldom,0.24589,2471,10536,0.23767,0.25411
2017,Rural regions,Never,0.55851,6067,10536,0.54902,0.56799
2019,No answer / don't know,At least once per week,0.34960,185,554,0.30986,0.38935
2019,No answer / don't know,At least once per month,0.11981,71,554,0.09275,0.14688
2019,No answer / don't know,Seldom,0.16152,96,554,0.13085,0.19220
2019,No answer / don't know,Never,0.36906,202,554,0.32884,0.40928
2019,Urban regions,At least once per week,0.17789,3218,18615,0.17240,0.18338
2019,Urban regions,At least once per month,0.09248,1813,18615,0.08832,0.09664
2019,Urban regions,Seldom,0.24359,4226,18615,0.23742,0.24975
2019,Urban regions,Never,0.48605,9358,18615,0.47886,0.49323
2019,Rural regions,At least once per week,0.14924,1452,9573,0.14210,0.15638
2019,Rural regions,At least once per month,0.08087,837,9573,0.07540,0.08633
2019,Rural regions,Seldom,0.23741,2219,9573,0.22889,0.24594
2019,Rural regions,Never,0.53249,5065,9573,0.52249,0.54248
2021,Urban regions,At least once per week,0.19855,2516,11401,0.19123,0.20587
2021,Urban regions,At least once per month,0.12594,1567,11401,0.11985,0.13203
2021,Urban regions,Seldom,0.24635,2698,11401,0.23844,0.25426
2021,Urban regions,Never,0.42916,4620,11401,0.42008,0.43825
2021,Rural regions,At least once per week,0.16672,1069,5783,0.15711,0.17633
2021,Rural regions,At least once per month,0.09515,604,5783,0.08759,0.10271
2021,Rural regions,Seldom,0.24096,1370,5783,0.22994,0.25199
2021,Rural regions,Never,0.49717,2740,5783,0.48428,0.51005
