,Unnamed: 0,year,age_gr,bula_h,pli0093_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1109,1109,2009,46-65 y.,Mecklenburg-Western Pomerania,Seldom,0.38411,58,16373,0.2821,0.50109
1110,1110,2009,46-65 y.,Mecklenburg-Western Pomerania,Never,0.61589,102,16373,0.5184,0.71684
1111,1111,2009,46-65 y.,Saxony,At least once per week,0.0686,40,16373,0.05533,0.08422
1112,1112,2009,46-65 y.,Saxony,Seldom,0.29279,155,16373,0.25078,0.33223
1113,1113,2009,46-65 y.,Saxony,Never,0.63861,256,16373,0.55492,0.75418
1114,1114,2009,46-65 y.,Saxony-Anhalt,Seldom,0.28218,81,16373,0.22722,0.3322
1115,1115,2009,46-65 y.,Saxony-Anhalt,Never,0.71782,159,16373,0.62615,0.81888
1116,1116,2009,46-65 y.,Thuringa,Seldom,0.2993,84,16373,0.2441,0.35585
1117,1117,2009,46-65 y.,Thuringa,Never,0.7007,168,16373,0.62184,0.79527
1118,1118,2009,66 and older,Schleswig-Holstein,Seldom,0.29636,33,16373,0.23156,0.36263
1119,1119,2009,66 and older,Schleswig-Holstein,Never,0.70364,82,16373,0.59851,0.81606
1120,1120,2009,66 and older,Hamburg,Never,1.0,42,16373,0.85245,1.17894
1121,1121,2009,66 and older,Lower Saxony,At least once per week,0.10812,48,16373,0.09087,0.13079
1122,1122,2009,66 and older,Lower Saxony,Seldom,0.21211,88,16373,0.17936,0.23879
1123,1123,2009,66 and older,Lower Saxony,Never,0.67977,259,16373,0.62873,0.73497
1124,1124,2009,66 and older,North Rhine-Westphalia,At least once per week,0.095,77,16373,0.07545,0.11128
1125,1125,2009,66 and older,North Rhine-Westphalia,At least once per month,0.06203,55,16373,0.04985,0.07481
1126,1126,2009,66 and older,North Rhine-Westphalia,Seldom,0.13126,127,16373,0.1103,0.14932
1127,1127,2009,66 and older,North Rhine-Westphalia,Never,0.71171,585,16373,0.67931,0.7586
1128,1128,2009,66 and older,Hesse,Seldom,0.16577,32,16373,0.10901,0.21866
1129,1129,2009,66 and older,Hesse,Never,0.83423,176,16373,0.7561,0.92021
1130,1130,2009,66 and older,"Rhineland-Palatinate, Saarland",Seldom,0.15656,33,16373,0.11398,0.19188
1131,1131,2009,66 and older,"Rhineland-Palatinate, Saarland",Never,0.84344,154,16373,0.77193,0.93439
1132,1132,2009,66 and older,Baden-Wuerttemberg,At least once per week,0.09974,46,16373,0.07191,0.12663
1133,1133,2009,66 and older,Baden-Wuerttemberg,At least once per month,0.07504,37,16373,0.05607,0.09626
1134,1134,2009,66 and older,Baden-Wuerttemberg,Seldom,0.25575,123,16373,0.22566,0.30008
1135,1135,2009,66 and older,Baden-Wuerttemberg,Never,0.56948,238,16373,0.5201,0.61778
1136,1136,2009,66 and older,Bavaria,At least once per week,0.10929,64,16373,0.08961,0.13011
1137,1137,2009,66 and older,Bavaria,At least once per month,0.06168,39,16373,0.04863,0.07611
1138,1138,2009,66 and older,Bavaria,Seldom,0.24262,130,16373,0.2108,0.27378
1139,1139,2009,66 and older,Bavaria,Never,0.58641,313,16373,0.54718,0.63195
1140,1140,2009,66 and older,Berlin,Seldom,0.28555,40,16373,0.22523,0.35567
1141,1141,2009,66 and older,Berlin,Never,0.71445,84,16373,0.62292,0.8329
1142,1142,2009,66 and older,Brandenburg,Seldom,0.31902,53,16373,0.22092,0.42344
1143,1143,2009,66 and older,Brandenburg,Never,0.68098,130,16373,0.61345,0.76215
1144,1144,2009,66 and older,Mecklenburg-Western Pomerania,Never,1.0,71,16373,0.87174,1.13551
1145,1145,2009,66 and older,Saxony,Seldom,0.21215,64,16373,0.17392,0.24847
1146,1146,2009,66 and older,Saxony,Never,0.78785,213,16373,0.71137,0.88624
1147,1147,2009,66 and older,Saxony-Anhalt,Seldom,0.26496,46,16373,0.21577,0.32306
1148,1148,2009,66 and older,Saxony-Anhalt,Never,0.73504,121,16373,0.64942,0.82219
1149,1149,2009,66 and older,Thuringa,Seldom,0.16769,34,16373,0.12136,0.2326
1150,1150,2009,66 and older,Thuringa,Never,0.83231,157,16373,0.76119,0.90055
1151,1151,2011,17-29 y.,Schleswig-Holstein,Seldom,0.30744,41,26919,0.21967,0.40364
1152,1152,2011,17-29 y.,Schleswig-Holstein,Never,0.69256,87,26919,0.54895,0.87505
1153,1153,2011,17-29 y.,Lower Saxony,At least once per week,0.15084,60,26919,0.1127,0.19549
1154,1154,2011,17-29 y.,Lower Saxony,Seldom,0.26509,86,26919,0.19432,0.34934
1155,1155,2011,17-29 y.,Lower Saxony,Never,0.58406,200,26919,0.49619,0.66032
1156,1156,2011,17-29 y.,North Rhine-Westphalia,At least once per week,0.14763,132,26919,0.12562,0.17839
1157,1157,2011,17-29 y.,North Rhine-Westphalia,At least once per month,0.12289,87,26919,0.09682,0.15592
1158,1158,2011,17-29 y.,North Rhine-Westphalia,Seldom,0.20454,161,26919,0.17861,0.2349
1159,1159,2011,17-29 y.,North Rhine-Westphalia,Never,0.52494,477,26919,0.46947,0.58332
1160,1160,2011,17-29 y.,Hesse,At least once per week,0.23398,53,26919,0.16337,0.30854
1161,1161,2011,17-29 y.,Hesse,Seldom,0.27176,58,26919,0.19222,0.39771
1162,1162,2011,17-29 y.,Hesse,Never,0.49426,124,26919,0.398,0.59408
1163,1163,2011,17-29 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.2155,41,26919,0.14918,0.31659
1164,1164,2011,17-29 y.,"Rhineland-Palatinate, Saarland",Seldom,0.27079,54,26919,0.19237,0.35033
1165,1165,2011,17-29 y.,"Rhineland-Palatinate, Saarland",Never,0.5137,127,26919,0.4186,0.58216
1166,1166,2011,17-29 y.,Baden-Wuerttemberg,At least once per week,0.19772,108,26919,0.15523,0.24032
1167,1167,2011,17-29 y.,Baden-Wuerttemberg,At least once per month,0.1381,70,26919,0.10594,0.17729
1168,1168,2011,17-29 y.,Baden-Wuerttemberg,Seldom,0.24161,123,26919,0.20021,0.2811
1169,1169,2011,17-29 y.,Baden-Wuerttemberg,Never,0.42257,227,26919,0.37298,0.48316
1170,1170,2011,17-29 y.,Bavaria,At least once per week,0.14365,111,26919,0.11329,0.17136
1171,1171,2011,17-29 y.,Bavaria,At least once per month,0.11802,68,26919,0.08621,0.14584
1172,1172,2011,17-29 y.,Bavaria,Seldom,0.32325,149,26919,0.27252,0.3933
1173,1173,2011,17-29 y.,Bavaria,Never,0.41508,290,26919,0.36505,0.47175
1174,1174,2011,17-29 y.,Berlin,At least once per week,0.28556,37,26919,0.22147,0.36556
1175,1175,2011,17-29 y.,Berlin,Seldom,0.38473,46,26919,0.26759,0.50264
1176,1176,2011,17-29 y.,Berlin,Never,0.32971,50,26919,0.24343,0.44843
1177,1177,2011,17-29 y.,Brandenburg,Seldom,0.36131,35,26919,0.25844,0.50588
1178,1178,2011,17-29 y.,Brandenburg,Never,0.63869,83,26919,0.51061,0.77935
1179,1179,2011,17-29 y.,Mecklenburg-Western Pomerania,Never,1.0,56,26919,0.72374,1.30998
1180,1180,2011,17-29 y.,Saxony,At least once per week,0.15153,47,26919,0.11911,0.18027
1181,1181,2011,17-29 y.,Saxony,Seldom,0.37349,82,26919,0.26889,0.5118
1182,1182,2011,17-29 y.,Saxony,Never,0.47498,133,26919,0.40252,0.57026
1183,1183,2011,17-29 y.,Saxony-Anhalt,Never,1.0,102,26919,0.77628,1.23243
1184,1184,2011,17-29 y.,Thuringa,Seldom,0.3609,52,26919,0.23819,0.56174
1185,1185,2011,17-29 y.,Thuringa,Never,0.6391,84,26919,0.50456,0.77137
1186,1186,2011,30-45 y.,Schleswig-Holstein,At least once per week,0.13169,50,26919,0.10261,0.17016
1187,1187,2011,30-45 y.,Schleswig-Holstein,Seldom,0.26373,73,26919,0.18521,0.347
1188,1188,2011,30-45 y.,Schleswig-Holstein,Never,0.60458,227,26919,0.51169,0.72695
1189,1189,2011,30-45 y.,Hamburg,Never,1.0,86,26919,0.74122,1.33115
1190,1190,2011,30-45 y.,Lower Saxony,At least once per week,0.09106,95,26919,0.06764,0.11911
1191,1191,2011,30-45 y.,Lower Saxony,At least once per month,0.02933,34,26919,0.01389,0.05268
1192,1192,2011,30-45 y.,Lower Saxony,Seldom,0.29569,239,26919,0.2479,0.3428
1193,1193,2011,30-45 y.,Lower Saxony,Never,0.58393,551,26919,0.51229,0.65786
1194,1194,2011,30-45 y.,Bremen,Never,1.0,42,26919,0.73965,1.29186
1195,1195,2011,30-45 y.,North Rhine-Westphalia,At least once per week,0.10233,214,26919,0.08379,0.12071
1196,1196,2011,30-45 y.,North Rhine-Westphalia,At least once per month,0.08016,130,26919,0.06132,0.09873
1197,1197,2011,30-45 y.,North Rhine-Westphalia,Seldom,0.25091,425,26919,0.21503,0.28669
1198,1198,2011,30-45 y.,North Rhine-Westphalia,Never,0.5666,1266,26919,0.52999,0.60627
1199,1199,2011,30-45 y.,Hesse,At least once per week,0.1338,93,26919,0.1022,0.16821
1200,1200,2011,30-45 y.,Hesse,At least once per month,0.05208,44,26919,0.03406,0.07969
1201,1201,2011,30-45 y.,Hesse,Seldom,0.30607,184,26919,0.24903,0.36461
1202,1202,2011,30-45 y.,Hesse,Never,0.50805,410,26919,0.45319,0.56764
1203,1203,2011,30-45 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.09745,54,26919,0.06114,0.13395
1204,1204,2011,30-45 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.07512,31,26919,0.04024,0.10957
1205,1205,2011,30-45 y.,"Rhineland-Palatinate, Saarland",Seldom,0.23908,125,26919,0.18087,0.30814
1206,1206,2011,30-45 y.,"Rhineland-Palatinate, Saarland",Never,0.58835,324,26919,0.51289,0.67243
1207,1207,2011,30-45 y.,Baden-Wuerttemberg,At least once per week,0.10784,170,26919,0.08648,0.12811
1208,1208,2011,30-45 y.,Baden-Wuerttemberg,At least once per month,0.07117,123,26919,0.05631,0.09147
1209,1209,2011,30-45 y.,Baden-Wuerttemberg,Seldom,0.31642,376,26919,0.27672,0.36249
1210,1210,2011,30-45 y.,Baden-Wuerttemberg,Never,0.50457,673,26919,0.45609,0.54942
1211,1211,2011,30-45 y.,Bavaria,At least once per week,0.13551,215,26919,0.10695,0.16385
1212,1212,2011,30-45 y.,Bavaria,At least once per month,0.08089,133,26919,0.06356,0.10152
1213,1213,2011,30-45 y.,Bavaria,Seldom,0.30477,399,26919,0.26323,0.35684
1214,1214,2011,30-45 y.,Bavaria,Never,0.47882,838,26919,0.43673,0.52366
1215,1215,2011,30-45 y.,Berlin,At least once per week,0.17959,45,26919,0.12441,0.247
1216,1216,2011,30-45 y.,Berlin,Seldom,0.31318,80,26919,0.24321,0.38273
1217,1217,2011,30-45 y.,Berlin,Never,0.50723,167,26919,0.40339,0.59461
1218,1218,2011,30-45 y.,Brandenburg,At least once per week,0.07911,32,26919,0.05067,0.12373
1219,1219,2011,30-45 y.,Brandenburg,Seldom,0.24029,76,26919,0.18315,0.30783
1220,1220,2011,30-45 y.,Brandenburg,Never,0.6806,206,26919,0.53287,0.84269
1221,1221,2011,30-45 y.,Mecklenburg-Western Pomerania,Seldom,0.31145,59,26919,0.22786,0.40715
1222,1222,2011,30-45 y.,Mecklenburg-Western Pomerania,Never,0.68855,114,26919,0.5513,0.85424
1223,1223,2011,30-45 y.,Saxony,At least once per week,0.08469,74,26919,0.0643,0.11133
1224,1224,2011,30-45 y.,Saxony,At least once per month,0.09967,43,26919,0.06112,0.14524
1225,1225,2011,30-45 y.,Saxony,Seldom,0.29586,155,26919,0.23845,0.35964
1226,1226,2011,30-45 y.,Saxony,Never,0.51979,352,26919,0.45575,0.60258
1227,1227,2011,30-45 y.,Saxony-Anhalt,Seldom,0.28114,86,26919,0.22261,0.36565
1228,1228,2011,30-45 y.,Saxony-Anhalt,Never,0.71886,228,26919,0.61274,0.83869
1229,1229,2011,30-45 y.,Thuringa,At least once per week,0.12521,36,26919,0.08538,0.17204
1230,1230,2011,30-45 y.,Thuringa,Seldom,0.29371,95,26919,0.21955,0.36516
1231,1231,2011,30-45 y.,Thuringa,Never,0.58108,190,26919,0.48262,0.6923
1232,1232,2011,46-65 y.,Schleswig-Holstein,At least once per week,0.09315,38,26919,0.06724,0.12505
1233,1233,2011,46-65 y.,Schleswig-Holstein,Seldom,0.29442,72,26919,0.20796,0.35364
1234,1234,2011,46-65 y.,Schleswig-Holstein,Never,0.61243,156,26919,0.5122,0.71545
1235,1235,2011,46-65 y.,Hamburg,Seldom,0.43354,39,26919,0.31644,0.57592
1236,1236,2011,46-65 y.,Hamburg,Never,0.56646,40,26919,0.43249,0.71499
1237,1237,2011,46-65 y.,Lower Saxony,At least once per week,0.11404,112,26919,0.09246,0.13733
1238,1238,2011,46-65 y.,Lower Saxony,At least once per month,0.06997,58,26919,0.05705,0.08566
1239,1239,2011,46-65 y.,Lower Saxony,Seldom,0.23109,203,26919,0.2036,0.2629
1240,1240,2011,46-65 y.,Lower Saxony,Never,0.5849,455,26919,0.53315,0.63041
1241,1241,2011,46-65 y.,North Rhine-Westphalia,At least once per week,0.11338,192,26919,0.0975,0.13149
1242,1242,2011,46-65 y.,North Rhine-Westphalia,At least once per month,0.04312,89,26919,0.03291,0.05358
1243,1243,2011,46-65 y.,North Rhine-Westphalia,Seldom,0.22694,422,26919,0.2045,0.24967
1244,1244,2011,46-65 y.,North Rhine-Westphalia,Never,0.61656,1106,26919,0.58247,0.64809
1245,1245,2011,46-65 y.,Hesse,At least once per week,0.10166,85,26919,0.08458,0.11941
1246,1246,2011,46-65 y.,Hesse,At least once per month,0.07839,57,26919,0.05923,0.09742
1247,1247,2011,46-65 y.,Hesse,Seldom,0.20908,160,26919,0.17772,0.24501
1248,1248,2011,46-65 y.,Hesse,Never,0.61088,380,26919,0.5546,0.66279
1249,1249,2011,46-65 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.1108,66,26919,0.09349,0.13435
1250,1250,2011,46-65 y.,"Rhineland-Palatinate, Saarland",Seldom,0.21195,120,26919,0.1729,0.25584
1251,1251,2011,46-65 y.,"Rhineland-Palatinate, Saarland",Never,0.67725,325,26919,0.61752,0.75108
1252,1252,2011,46-65 y.,Baden-Wuerttemberg,At least once per week,0.14009,154,26919,0.11149,0.16629
1253,1253,2011,46-65 y.,Baden-Wuerttemberg,At least once per month,0.07714,94,26919,0.06377,0.09635
1254,1254,2011,46-65 y.,Baden-Wuerttemberg,Seldom,0.26492,301,26919,0.23189,0.29465
1255,1255,2011,46-65 y.,Baden-Wuerttemberg,Never,0.51785,530,26919,0.4728,0.56775
1256,1256,2011,46-65 y.,Bavaria,At least once per week,0.08434,153,26919,0.07098,0.09929
1257,1257,2011,46-65 y.,Bavaria,At least once per month,0.08504,125,26919,0.06503,0.10438
1258,1258,2011,46-65 y.,Bavaria,Seldom,0.28249,381,26919,0.24898,0.3162
1259,1259,2011,46-65 y.,Bavaria,Never,0.54813,765,26919,0.50821,0.59457
1260,1260,2011,46-65 y.,Berlin,At least once per week,0.14505,44,26919,0.10831,0.1833
1261,1261,2011,46-65 y.,Berlin,Seldom,0.26285,91,26919,0.22624,0.2997
1262,1262,2011,46-65 y.,Berlin,Never,0.59211,180,26919,0.5125,0.67741
1263,1263,2011,46-65 y.,Brandenburg,At least once per week,0.07906,36,26919,0.05501,0.10503
1264,1264,2011,46-65 y.,Brandenburg,Seldom,0.26421,107,26919,0.21221,0.32089
1265,1265,2011,46-65 y.,Brandenburg,Never,0.65673,259,26919,0.56589,0.73556
1266,1266,2011,46-65 y.,Mecklenburg-Western Pomerania,Seldom,0.31758,65,26919,0.24535,0.40286
1267,1267,2011,46-65 y.,Mecklenburg-Western Pomerania,Never,0.68242,142,26919,0.59447,0.78033
1268,1268,2011,46-65 y.,Saxony,At least once per week,0.07628,57,26919,0.06334,0.09157
1269,1269,2011,46-65 y.,Saxony,At least once per month,0.0618,32,26919,0.04239,0.08333
1270,1270,2011,46-65 y.,Saxony,Seldom,0.30601,161,26919,0.25345,0.3624
1271,1271,2011,46-65 y.,Saxony,Never,0.55591,319,26919,0.50009,0.62733
1272,1272,2011,46-65 y.,Saxony-Anhalt,Seldom,0.25346,89,26919,0.20683,0.29232
1273,1273,2011,46-65 y.,Saxony-Anhalt,Never,0.74654,219,26919,0.66635,0.8238
1274,1274,2011,46-65 y.,Thuringa,At least once per week,0.16312,34,26919,0.09566,0.22682
1275,1275,2011,46-65 y.,Thuringa,Seldom,0.22889,95,26919,0.19378,0.26756
1276,1276,2011,46-65 y.,Thuringa,Never,0.60798,215,26919,0.54263,0.68694
1277,1277,2011,66 and older,Schleswig-Holstein,Never,1.0,101,26919,0.86612,1.15585
1278,1278,2011,66 and older,Hamburg,Never,1.0,62,26919,0.88433,1.1276
1279,1279,2011,66 and older,Lower Saxony,At least once per week,0.12305,67,26919,0.1027,0.14604
1280,1280,2011,66 and older,Lower Saxony,At least once per month,0.04525,32,26919,0.03554,0.05617
1281,1281,2011,66 and older,Lower Saxony,Seldom,0.19291,109,26919,0.17028,0.22093
1282,1282,2011,66 and older,Lower Saxony,Never,0.63879,299,26919,0.59826,0.68621
1283,1283,2011,66 and older,North Rhine-Westphalia,At least once per week,0.0921,101,26919,0.07977,0.1067
1284,1284,2011,66 and older,North Rhine-Westphalia,At least once per month,0.03625,38,26919,0.02986,0.04361
1285,1285,2011,66 and older,North Rhine-Westphalia,Seldom,0.1305,150,26919,0.11606,0.14428
1286,1286,2011,66 and older,North Rhine-Westphalia,Never,0.74115,710,26919,0.70601,0.7844
1287,1287,2011,66 and older,Hesse,At least once per week,0.15996,37,26919,0.12836,0.20612
1288,1288,2011,66 and older,Hesse,Seldom,0.1261,38,26919,0.10613,0.15508
1289,1289,2011,66 and older,Hesse,Never,0.71393,184,26919,0.65348,0.78558
1290,1290,2011,66 and older,"Rhineland-Palatinate, Saarland",At least once per week,0.14444,40,26919,0.11425,0.17648
1291,1291,2011,66 and older,"Rhineland-Palatinate, Saarland",Seldom,0.10833,37,26919,0.08855,0.12987
1292,1292,2011,66 and older,"Rhineland-Palatinate, Saarland",Never,0.74723,197,26919,0.68497,0.81764
1293,1293,2011,66 and older,Baden-Wuerttemberg,At least once per week,0.1011,65,26919,0.08269,0.12154
1294,1294,2011,66 and older,Baden-Wuerttemberg,At least once per month,0.06337,48,26919,0.05085,0.07758
1295,1295,2011,66 and older,Baden-Wuerttemberg,Seldom,0.26638,152,26919,0.23224,0.29907
1296,1296,2011,66 and older,Baden-Wuerttemberg,Never,0.56915,304,26919,0.51933,0.61905
1297,1297,2011,66 and older,Bavaria,At least once per week,0.10968,94,26919,0.09305,0.12854
1298,1298,2011,66 and older,Bavaria,At least once per month,0.04725,44,26919,0.03786,0.05925
1299,1299,2011,66 and older,Bavaria,Seldom,0.19062,158,26919,0.16017,0.21621
1300,1300,2011,66 and older,Bavaria,Never,0.65245,488,26919,0.61124,0.69527
1301,1301,2011,66 and older,Berlin,Seldom,0.31361,62,26919,0.25323,0.39079
1302,1302,2011,66 and older,Berlin,Never,0.68639,111,26919,0.60343,0.76821
1303,1303,2011,66 and older,Brandenburg,Seldom,0.24607,43,26919,0.1666,0.34856
1304,1304,2011,66 and older,Brandenburg,Never,0.75393,181,26919,0.67245,0.82755
1305,1305,2011,66 and older,Mecklenburg-Western Pomerania,Never,1.0,73,26919,0.86269,1.13939
1306,1306,2011,66 and older,Saxony,Seldom,0.2657,81,26919,0.23126,0.30848
1307,1307,2011,66 and older,Saxony,Never,0.7343,227,26919,0.68092,0.79939
1308,1308,2011,66 and older,Saxony-Anhalt,Seldom,0.18193,39,26919,0.14129,0.23379
1309,1309,2011,66 and older,Saxony-Anhalt,Never,0.81807,150,26919,0.74557,0.89686
1310,1310,2011,66 and older,Thuringa,Never,1.0,171,26919,0.92291,1.08708
1311,1311,2013,17-29 y.,Schleswig-Holstein,At least once per week,0.30548,39,24089,0.21785,0.4375
1312,1312,2013,17-29 y.,Schleswig-Holstein,Seldom,0.28657,36,24089,0.1921,0.38419
1313,1313,2013,17-29 y.,Schleswig-Holstein,Never,0.40795,51,24089,0.3171,0.50758
1314,1314,2013,17-29 y.,Lower Saxony,At least once per week,0.21488,89,24089,0.16092,0.28156
1315,1315,2013,17-29 y.,Lower Saxony,At least once per month,0.10485,43,24089,0.07813,0.14006
1316,1316,2013,17-29 y.,Lower Saxony,Seldom,0.28598,92,24089,0.2263,0.33963
1317,1317,2013,17-29 y.,Lower Saxony,Never,0.39429,140,24089,0.31549,0.48767
1318,1318,2013,17-29 y.,North Rhine-Westphalia,At least once per week,0.21304,197,24089,0.18143,0.25594
1319,1319,2013,17-29 y.,North Rhine-Westphalia,At least once per month,0.15493,103,24089,0.1152,0.19068
1320,1320,2013,17-29 y.,North Rhine-Westphalia,Seldom,0.28114,182,24089,0.23219,0.32901
1321,1321,2013,17-29 y.,North Rhine-Westphalia,Never,0.35088,281,24089,0.30265,0.41302
1322,1322,2013,17-29 y.,Hesse,At least once per week,0.3317,70,24089,0.23812,0.44263
1323,1323,2013,17-29 y.,Hesse,Seldom,0.31476,55,24089,0.20798,0.44707
1324,1324,2013,17-29 y.,Hesse,Never,0.35354,64,24089,0.26143,0.46911
1325,1325,2013,17-29 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.29783,63,24089,0.21446,0.39655
1326,1326,2013,17-29 y.,"Rhineland-Palatinate, Saarland",Seldom,0.2684,43,24089,0.19246,0.3398
1327,1327,2013,17-29 y.,"Rhineland-Palatinate, Saarland",Never,0.43377,75,24089,0.33804,0.53763
1328,1328,2013,17-29 y.,Baden-Wuerttemberg,At least once per week,0.26711,121,24089,0.20853,0.33309
1329,1329,2013,17-29 y.,Baden-Wuerttemberg,At least once per month,0.14089,58,24089,0.10134,0.17517
1330,1330,2013,17-29 y.,Baden-Wuerttemberg,Seldom,0.2628,101,24089,0.20372,0.32542
1331,1331,2013,17-29 y.,Baden-Wuerttemberg,Never,0.3292,143,24089,0.26491,0.39275
1332,1332,2013,17-29 y.,Bavaria,At least once per week,0.20305,148,24089,0.17096,0.24058
1333,1333,2013,17-29 y.,Bavaria,At least once per month,0.16316,84,24089,0.12365,0.21163
1334,1334,2013,17-29 y.,Bavaria,Seldom,0.33843,178,24089,0.27795,0.40134
1335,1335,2013,17-29 y.,Bavaria,Never,0.29537,172,24089,0.24435,0.35344
1336,1336,2013,17-29 y.,Berlin,At least once per week,0.42017,49,24089,0.32313,0.52232
1337,1337,2013,17-29 y.,Berlin,Seldom,0.2521,37,24089,0.18699,0.31274
1338,1338,2013,17-29 y.,Berlin,Never,0.32773,34,24089,0.21226,0.4865
1339,1339,2013,17-29 y.,Brandenburg,Never,1.0,52,24089,0.64851,1.49158
1340,1340,2013,17-29 y.,Mecklenburg-Western Pomerania,Never,1.0,32,24089,0.69685,1.462
1341,1341,2013,17-29 y.,Saxony,At least once per week,0.22456,60,24089,0.17854,0.28507
1342,1342,2013,17-29 y.,Saxony,At least once per month,0.22487,40,24089,0.15291,0.32686
1343,1343,2013,17-29 y.,Saxony,Seldom,0.31988,62,24089,0.2224,0.44524
1344,1344,2013,17-29 y.,Saxony,Never,0.2307,72,24089,0.1803,0.29067
1345,1345,2013,17-29 y.,Saxony-Anhalt,Never,1.0,52,24089,0.73676,1.34599
1346,1346,2013,17-29 y.,Thuringa,At least once per week,0.32927,33,24089,0.23416,0.44182
1347,1347,2013,17-29 y.,Thuringa,Never,0.67073,50,24089,0.50907,0.849
1348,1348,2013,30-45 y.,Schleswig-Holstein,At least once per week,0.17104,51,24089,0.12514,0.21212
1349,1349,2013,30-45 y.,Schleswig-Holstein,Seldom,0.37608,96,24089,0.29162,0.47993
1350,1350,2013,30-45 y.,Schleswig-Holstein,Never,0.45287,132,24089,0.34624,0.56833
1351,1351,2013,30-45 y.,Hamburg,Seldom,0.45415,35,24089,0.26977,0.65389
1352,1352,2013,30-45 y.,Hamburg,Never,0.54585,68,24089,0.41666,0.74547
1353,1353,2013,30-45 y.,Lower Saxony,At least once per week,0.13432,103,24089,0.1059,0.17042
1354,1354,2013,30-45 y.,Lower Saxony,At least once per month,0.12458,80,24089,0.0912,0.16188
1355,1355,2013,30-45 y.,Lower Saxony,Seldom,0.28468,189,24089,0.22898,0.3447
1356,1356,2013,30-45 y.,Lower Saxony,Never,0.45642,369,24089,0.40287,0.53095
1357,1357,2013,30-45 y.,North Rhine-Westphalia,At least once per week,0.17506,263,24089,0.145,0.20397
1358,1358,2013,30-45 y.,North Rhine-Westphalia,At least once per month,0.11535,176,24089,0.09176,0.14255
1359,1359,2013,30-45 y.,North Rhine-Westphalia,Seldom,0.26259,425,24089,0.22655,0.29945
1360,1360,2013,30-45 y.,North Rhine-Westphalia,Never,0.447,756,24089,0.4057,0.492
1361,1361,2013,30-45 y.,Hesse,At least once per week,0.18644,114,24089,0.14759,0.2254
1362,1362,2013,30-45 y.,Hesse,At least once per month,0.12866,64,24089,0.07694,0.19873
1363,1363,2013,30-45 y.,Hesse,Seldom,0.26098,149,24089,0.21124,0.32103
1364,1364,2013,30-45 y.,Hesse,Never,0.42393,242,24089,0.35305,0.49836
1365,1365,2013,30-45 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.17746,72,24089,0.12398,0.25499
1366,1366,2013,30-45 y.,"Rhineland-Palatinate, Saarland",Seldom,0.2668,112,24089,0.20729,0.33216
1367,1367,2013,30-45 y.,"Rhineland-Palatinate, Saarland",Never,0.55574,192,24089,0.43256,0.67775
1368,1368,2013,30-45 y.,Baden-Wuerttemberg,At least once per week,0.20097,226,24089,0.16722,0.23622
1369,1369,2013,30-45 y.,Baden-Wuerttemberg,At least once per month,0.13807,130,24089,0.10807,0.17923
1370,1370,2013,30-45 y.,Baden-Wuerttemberg,Seldom,0.24996,279,24089,0.20922,0.29883
1371,1371,2013,30-45 y.,Baden-Wuerttemberg,Never,0.41101,393,24089,0.33768,0.46717
1372,1372,2013,30-45 y.,Bavaria,At least once per week,0.16943,252,24089,0.13558,0.21205
1373,1373,2013,30-45 y.,Bavaria,At least once per month,0.12894,153,24089,0.10319,0.1613
1374,1374,2013,30-45 y.,Bavaria,Seldom,0.3258,378,24089,0.272,0.37624
1375,1375,2013,30-45 y.,Bavaria,Never,0.37583,484,24089,0.31645,0.43082
1376,1376,2013,30-45 y.,Berlin,At least once per week,0.2277,61,24089,0.16459,0.32537
1377,1377,2013,30-45 y.,Berlin,At least once per month,0.18723,36,24089,0.12861,0.26882
1378,1378,2013,30-45 y.,Berlin,Seldom,0.26893,76,24089,0.18127,0.34663
1379,1379,2013,30-45 y.,Berlin,Never,0.31614,118,24089,0.25212,0.39619
1380,1380,2013,30-45 y.,Brandenburg,Seldom,0.39147,89,24089,0.2942,0.50315
1381,1381,2013,30-45 y.,Brandenburg,Never,0.60853,130,24089,0.45747,0.7626
1382,1382,2013,30-45 y.,Mecklenburg-Western Pomerania,Seldom,0.56238,54,24089,0.39071,0.76267
1383,1383,2013,30-45 y.,Mecklenburg-Western Pomerania,Never,0.43762,77,24089,0.31589,0.55743
1384,1384,2013,30-45 y.,Saxony,At least once per week,0.14775,92,24089,0.10584,0.19592
1385,1385,2013,30-45 y.,Saxony,At least once per month,0.07635,44,24089,0.04093,0.12624
1386,1386,2013,30-45 y.,Saxony,Seldom,0.30145,151,24089,0.24453,0.37333
1387,1387,2013,30-45 y.,Saxony,Never,0.47445,247,24089,0.37819,0.56761
1388,1388,2013,30-45 y.,Saxony-Anhalt,At least once per week,0.07467,35,24089,0.04894,0.10988
1389,1389,2013,30-45 y.,Saxony-Anhalt,Seldom,0.40108,90,24089,0.30721,0.50046
1390,1390,2013,30-45 y.,Saxony-Anhalt,Never,0.52424,150,24089,0.3939,0.65996
1391,1391,2013,30-45 y.,Thuringa,At least once per week,0.15317,39,24089,0.10504,0.21701
