,Unnamed: 0,year,age_gr,bula_h,pli0093_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1392,1392,2013,30-45 y.,Thuringa,Seldom,0.35718,81,24089,0.24643,0.49013
1393,1393,2013,30-45 y.,Thuringa,Never,0.48965,133,24089,0.39342,0.58672
1394,1394,2013,46-65 y.,Schleswig-Holstein,At least once per week,0.14549,37,24089,0.10237,0.19425
1395,1395,2013,46-65 y.,Schleswig-Holstein,Seldom,0.33214,84,24089,0.25254,0.41119
1396,1396,2013,46-65 y.,Schleswig-Holstein,Never,0.52237,126,24089,0.42256,0.63272
1397,1397,2013,46-65 y.,Hamburg,At least once per week,0.42057,37,24089,0.28182,0.54681
1398,1398,2013,46-65 y.,Hamburg,Never,0.57943,39,24089,0.38546,0.80887
1399,1399,2013,46-65 y.,Lower Saxony,At least once per week,0.1324,135,24089,0.11094,0.1553
1400,1400,2013,46-65 y.,Lower Saxony,At least once per month,0.07506,79,24089,0.05732,0.09693
1401,1401,2013,46-65 y.,Lower Saxony,Seldom,0.26391,225,24089,0.23458,0.29829
1402,1402,2013,46-65 y.,Lower Saxony,Never,0.52863,415,24089,0.47113,0.58824
1403,1403,2013,46-65 y.,North Rhine-Westphalia,At least once per week,0.13775,281,24089,0.11835,0.15444
1404,1404,2013,46-65 y.,North Rhine-Westphalia,At least once per month,0.09987,182,24089,0.0854,0.11691
1405,1405,2013,46-65 y.,North Rhine-Westphalia,Seldom,0.28605,490,24089,0.25932,0.31551
1406,1406,2013,46-65 y.,North Rhine-Westphalia,Never,0.47633,819,24089,0.44237,0.51161
1407,1407,2013,46-65 y.,Hesse,At least once per week,0.14878,118,24089,0.11778,0.18275
1408,1408,2013,46-65 y.,Hesse,At least once per month,0.09618,68,24089,0.08021,0.11528
1409,1409,2013,46-65 y.,Hesse,Seldom,0.28837,193,24089,0.24421,0.33562
1410,1410,2013,46-65 y.,Hesse,Never,0.46667,300,24089,0.42002,0.52761
1411,1411,2013,46-65 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.13327,93,24089,0.11531,0.15549
1412,1412,2013,46-65 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.09459,47,24089,0.06996,0.1221
1413,1413,2013,46-65 y.,"Rhineland-Palatinate, Saarland",Seldom,0.27708,131,24089,0.23717,0.32484
1414,1414,2013,46-65 y.,"Rhineland-Palatinate, Saarland",Never,0.49506,249,24089,0.43948,0.55238
1415,1415,2013,46-65 y.,Baden-Wuerttemberg,At least once per week,0.21809,219,24089,0.18949,0.25261
1416,1416,2013,46-65 y.,Baden-Wuerttemberg,At least once per month,0.10412,120,24089,0.07853,0.13866
1417,1417,2013,46-65 y.,Baden-Wuerttemberg,Seldom,0.27423,279,24089,0.2411,0.31102
1418,1418,2013,46-65 y.,Baden-Wuerttemberg,Never,0.40357,389,24089,0.36602,0.44019
1419,1419,2013,46-65 y.,Bavaria,At least once per week,0.11858,227,24089,0.10398,0.13359
1420,1420,2013,46-65 y.,Bavaria,At least once per month,0.08723,149,24089,0.06996,0.1032
1421,1421,2013,46-65 y.,Bavaria,Seldom,0.28713,397,24089,0.25587,0.31983
1422,1422,2013,46-65 y.,Bavaria,Never,0.50706,630,24089,0.46252,0.55012
1423,1423,2013,46-65 y.,Berlin,At least once per week,0.14261,60,24089,0.10992,0.17672
1424,1424,2013,46-65 y.,Berlin,At least once per month,0.14303,50,24089,0.11131,0.18514
1425,1425,2013,46-65 y.,Berlin,Seldom,0.29382,95,24089,0.24878,0.33749
1426,1426,2013,46-65 y.,Berlin,Never,0.42054,141,24089,0.36509,0.49282
1427,1427,2013,46-65 y.,Brandenburg,At least once per week,0.11033,55,24089,0.07614,0.14696
1428,1428,2013,46-65 y.,Brandenburg,Seldom,0.35459,120,24089,0.28899,0.42653
1429,1429,2013,46-65 y.,Brandenburg,Never,0.53508,200,24089,0.47126,0.60587
1430,1430,2013,46-65 y.,Mecklenburg-Western Pomerania,Seldom,0.43119,69,24089,0.3366,0.54746
1431,1431,2013,46-65 y.,Mecklenburg-Western Pomerania,Never,0.56881,108,24089,0.46634,0.66124
1432,1432,2013,46-65 y.,Saxony,At least once per week,0.11028,81,24089,0.09269,0.13173
1433,1433,2013,46-65 y.,Saxony,At least once per month,0.05832,44,24089,0.0451,0.07261
1434,1434,2013,46-65 y.,Saxony,Seldom,0.35735,182,24089,0.29728,0.41919
1435,1435,2013,46-65 y.,Saxony,Never,0.47405,284,24089,0.42686,0.52018
1436,1436,2013,46-65 y.,Saxony-Anhalt,At least once per week,0.14001,39,24089,0.08827,0.21468
1437,1437,2013,46-65 y.,Saxony-Anhalt,At least once per month,0.07879,36,24089,0.05774,0.09832
1438,1438,2013,46-65 y.,Saxony-Anhalt,Seldom,0.23252,89,24089,0.19903,0.27274
1439,1439,2013,46-65 y.,Saxony-Anhalt,Never,0.54868,183,24089,0.47495,0.62757
1440,1440,2013,46-65 y.,Thuringa,At least once per week,0.13713,41,24089,0.09125,0.19281
1441,1441,2013,46-65 y.,Thuringa,Seldom,0.26514,99,24089,0.2051,0.31688
1442,1442,2013,46-65 y.,Thuringa,Never,0.59773,204,24089,0.52649,0.66832
1443,1443,2013,66 and older,Schleswig-Holstein,Never,1.0,110,24089,0.84863,1.14793
1444,1444,2013,66 and older,Hamburg,Never,1.0,54,24089,0.81811,1.14942
1445,1445,2013,66 and older,Lower Saxony,At least once per week,0.16304,75,24089,0.13617,0.20129
1446,1446,2013,66 and older,Lower Saxony,At least once per month,0.06566,37,24089,0.05366,0.07835
1447,1447,2013,66 and older,Lower Saxony,Seldom,0.18786,103,24089,0.16182,0.21918
1448,1448,2013,66 and older,Lower Saxony,Never,0.58344,266,24089,0.532,0.63029
1449,1449,2013,66 and older,North Rhine-Westphalia,At least once per week,0.10463,104,24089,0.0898,0.12037
1450,1450,2013,66 and older,North Rhine-Westphalia,At least once per month,0.05646,60,24089,0.04767,0.06601
1451,1451,2013,66 and older,North Rhine-Westphalia,Seldom,0.2023,183,24089,0.17792,0.22698
1452,1452,2013,66 and older,North Rhine-Westphalia,Never,0.63661,582,24089,0.61087,0.6699
1453,1453,2013,66 and older,Hesse,At least once per week,0.10788,40,24089,0.0831,0.13596
1454,1454,2013,66 and older,Hesse,Seldom,0.16514,52,24089,0.13336,0.19763
1455,1455,2013,66 and older,Hesse,Never,0.72698,181,24089,0.65461,0.79495
1456,1456,2013,66 and older,"Rhineland-Palatinate, Saarland",At least once per week,0.18599,47,24089,0.15076,0.2312
1457,1457,2013,66 and older,"Rhineland-Palatinate, Saarland",Seldom,0.16876,52,24089,0.1398,0.20332
1458,1458,2013,66 and older,"Rhineland-Palatinate, Saarland",Never,0.64525,162,24089,0.58779,0.71755
1459,1459,2013,66 and older,Baden-Wuerttemberg,At least once per week,0.15306,109,24089,0.13712,0.17493
1460,1460,2013,66 and older,Baden-Wuerttemberg,At least once per month,0.09149,51,24089,0.07304,0.11793
1461,1461,2013,66 and older,Baden-Wuerttemberg,Seldom,0.24185,118,24089,0.20171,0.27473
1462,1462,2013,66 and older,Baden-Wuerttemberg,Never,0.5136,260,24089,0.47156,0.5591
1463,1463,2013,66 and older,Bavaria,At least once per week,0.13089,111,24089,0.1134,0.1514
1464,1464,2013,66 and older,Bavaria,At least once per month,0.06541,59,24089,0.05189,0.08006
1465,1465,2013,66 and older,Bavaria,Seldom,0.23634,170,24089,0.20387,0.26687
1466,1466,2013,66 and older,Bavaria,Never,0.56736,418,24089,0.52761,0.60208
1467,1467,2013,66 and older,Berlin,Seldom,0.27513,44,24089,0.20755,0.34244
1468,1468,2013,66 and older,Berlin,Never,0.72487,116,24089,0.62871,0.80848
1469,1469,2013,66 and older,Brandenburg,Seldom,0.28814,51,24089,0.20406,0.39736
1470,1470,2013,66 and older,Brandenburg,Never,0.71186,159,24089,0.63705,0.79786
1471,1471,2013,66 and older,Mecklenburg-Western Pomerania,Never,1.0,62,24089,0.86029,1.13601
1472,1472,2013,66 and older,Saxony,At least once per week,0.10914,35,24089,0.09,0.13165
1473,1473,2013,66 and older,Saxony,Seldom,0.21934,75,24089,0.18961,0.25484
1474,1474,2013,66 and older,Saxony,Never,0.67152,204,24089,0.60751,0.74845
1475,1475,2013,66 and older,Saxony-Anhalt,Seldom,0.19069,36,24089,0.15509,0.23278
1476,1476,2013,66 and older,Saxony-Anhalt,Never,0.80931,128,24089,0.72623,0.89926
1477,1477,2013,66 and older,Thuringa,Never,1.0,150,24089,0.90583,1.09593
1478,1478,2015,17-29 y.,Schleswig-Holstein,Never,1.0,92,25372,0.81024,1.21667
1479,1479,2015,17-29 y.,Lower Saxony,At least once per week,0.12174,69,25372,0.08266,0.17865
1480,1480,2015,17-29 y.,Lower Saxony,At least once per month,0.09238,42,25372,0.06589,0.1233
1481,1481,2015,17-29 y.,Lower Saxony,Seldom,0.22551,104,25372,0.17436,0.2979
1482,1482,2015,17-29 y.,Lower Saxony,Never,0.56038,246,25372,0.45719,0.64276
1483,1483,2015,17-29 y.,North Rhine-Westphalia,At least once per week,0.13402,146,25372,0.11055,0.15827
1484,1484,2015,17-29 y.,North Rhine-Westphalia,At least once per month,0.08992,95,25372,0.06258,0.12171
1485,1485,2015,17-29 y.,North Rhine-Westphalia,Seldom,0.24779,217,25372,0.20519,0.296
1486,1486,2015,17-29 y.,North Rhine-Westphalia,Never,0.52826,557,25372,0.45168,0.59262
1487,1487,2015,17-29 y.,Hesse,At least once per week,0.15813,61,25372,0.11466,0.20345
1488,1488,2015,17-29 y.,Hesse,At least once per month,0.08984,33,25372,0.0571,0.13307
1489,1489,2015,17-29 y.,Hesse,Seldom,0.21865,70,25372,0.16563,0.27922
1490,1490,2015,17-29 y.,Hesse,Never,0.53338,150,25372,0.43362,0.62086
1491,1491,2015,17-29 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.20442,38,25372,0.13912,0.27584
1492,1492,2015,17-29 y.,"Rhineland-Palatinate, Saarland",Seldom,0.22917,51,25372,0.15124,0.33233
1493,1493,2015,17-29 y.,"Rhineland-Palatinate, Saarland",Never,0.56641,171,25372,0.452,0.6959
1494,1494,2015,17-29 y.,Baden-Wuerttemberg,At least once per week,0.21651,102,25372,0.16586,0.26893
1495,1495,2015,17-29 y.,Baden-Wuerttemberg,At least once per month,0.13333,73,25372,0.10366,0.16235
1496,1496,2015,17-29 y.,Baden-Wuerttemberg,Seldom,0.22891,119,25372,0.18233,0.27321
1497,1497,2015,17-29 y.,Baden-Wuerttemberg,Never,0.42124,256,25372,0.36078,0.47496
1498,1498,2015,17-29 y.,Bavaria,At least once per week,0.13407,127,25372,0.10626,0.16573
1499,1499,2015,17-29 y.,Bavaria,At least once per month,0.13285,87,25372,0.10304,0.17284
1500,1500,2015,17-29 y.,Bavaria,Seldom,0.27889,186,25372,0.23656,0.32814
1501,1501,2015,17-29 y.,Bavaria,Never,0.45418,348,25372,0.39602,0.52062
1502,1502,2015,17-29 y.,Berlin,At least once per week,0.2895,41,25372,0.20784,0.38133
1503,1503,2015,17-29 y.,Berlin,Seldom,0.2234,37,25372,0.14642,0.34709
1504,1504,2015,17-29 y.,Berlin,Never,0.48709,63,25372,0.39353,0.58295
1505,1505,2015,17-29 y.,Brandenburg,Never,1.0,68,25372,0.72318,1.35541
1506,1506,2015,17-29 y.,Mecklenburg-Western Pomerania,Never,1.0,37,25372,0.626,1.47555
1507,1507,2015,17-29 y.,Saxony,At least once per week,0.17172,40,25372,0.12354,0.21409
1508,1508,2015,17-29 y.,Saxony,Seldom,0.28416,51,25372,0.20288,0.36583
1509,1509,2015,17-29 y.,Saxony,Never,0.54412,93,25372,0.3984,0.68209
1510,1510,2015,17-29 y.,Saxony-Anhalt,Never,1.0,69,25372,0.75034,1.28172
1511,1511,2015,17-29 y.,Thuringa,Seldom,0.36973,35,25372,0.26734,0.49599
1512,1512,2015,17-29 y.,Thuringa,Never,0.63027,67,25372,0.45907,0.80556
1513,1513,2015,30-45 y.,Schleswig-Holstein,Seldom,0.18562,51,25372,0.13108,0.24121
1514,1514,2015,30-45 y.,Schleswig-Holstein,Never,0.81438,199,25372,0.6731,0.96447
1515,1515,2015,30-45 y.,Hamburg,Seldom,0.29218,37,25372,0.16882,0.43364
1516,1516,2015,30-45 y.,Hamburg,Never,0.70782,98,25372,0.51263,0.95541
1517,1517,2015,30-45 y.,Lower Saxony,At least once per week,0.09826,85,25372,0.07384,0.1277
1518,1518,2015,30-45 y.,Lower Saxony,At least once per month,0.06023,38,25372,0.03411,0.08955
1519,1519,2015,30-45 y.,Lower Saxony,Seldom,0.26385,192,25372,0.21035,0.32219
1520,1520,2015,30-45 y.,Lower Saxony,Never,0.57766,486,25372,0.51031,0.67298
1521,1521,2015,30-45 y.,Bremen,Never,1.0,38,25372,0.72215,1.31046
1522,1522,2015,30-45 y.,North Rhine-Westphalia,At least once per week,0.12425,194,25372,0.09961,0.14826
1523,1523,2015,30-45 y.,North Rhine-Westphalia,At least once per month,0.07459,106,25372,0.05558,0.10117
1524,1524,2015,30-45 y.,North Rhine-Westphalia,Seldom,0.23457,372,25372,0.19845,0.26827
1525,1525,2015,30-45 y.,North Rhine-Westphalia,Never,0.56659,1086,25372,0.51945,0.63037
1526,1526,2015,30-45 y.,Hesse,At least once per week,0.13127,70,25372,0.08414,0.19026
1527,1527,2015,30-45 y.,Hesse,At least once per month,0.08813,54,25372,0.055,0.12501
1528,1528,2015,30-45 y.,Hesse,Seldom,0.27366,149,25372,0.21412,0.3377
1529,1529,2015,30-45 y.,Hesse,Never,0.50694,331,25372,0.43319,0.58428
1530,1530,2015,30-45 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.1542,49,25372,0.09244,0.24477
1531,1531,2015,30-45 y.,"Rhineland-Palatinate, Saarland",Seldom,0.19536,110,25372,0.14403,0.24917
1532,1532,2015,30-45 y.,"Rhineland-Palatinate, Saarland",Never,0.65044,263,25372,0.54745,0.78999
1533,1533,2015,30-45 y.,Baden-Wuerttemberg,At least once per week,0.10708,120,25372,0.07566,0.13823
1534,1534,2015,30-45 y.,Baden-Wuerttemberg,At least once per month,0.08594,87,25372,0.05763,0.11307
1535,1535,2015,30-45 y.,Baden-Wuerttemberg,Seldom,0.30759,307,25372,0.26173,0.36251
1536,1536,2015,30-45 y.,Baden-Wuerttemberg,Never,0.4994,579,25372,0.44521,0.56001
1537,1537,2015,30-45 y.,Bavaria,At least once per week,0.09736,161,25372,0.07907,0.1203
1538,1538,2015,30-45 y.,Bavaria,At least once per month,0.08449,132,25372,0.06739,0.1083
1539,1539,2015,30-45 y.,Bavaria,Seldom,0.29237,345,25372,0.25032,0.33222
1540,1540,2015,30-45 y.,Bavaria,Never,0.52578,733,25372,0.47461,0.58352
1541,1541,2015,30-45 y.,Berlin,At least once per week,0.23242,52,25372,0.15519,0.30379
1542,1542,2015,30-45 y.,Berlin,At least once per month,0.11595,33,25372,0.07413,0.172
1543,1543,2015,30-45 y.,Berlin,Seldom,0.18481,71,25372,0.14716,0.22858
1544,1544,2015,30-45 y.,Berlin,Never,0.46682,157,25372,0.39208,0.55148
1545,1545,2015,30-45 y.,Brandenburg,Seldom,0.25306,54,25372,0.16794,0.32516
1546,1546,2015,30-45 y.,Brandenburg,Never,0.74694,164,25372,0.60687,0.91881
1547,1547,2015,30-45 y.,Mecklenburg-Western Pomerania,Seldom,0.44278,50,25372,0.31817,0.56883
1548,1548,2015,30-45 y.,Mecklenburg-Western Pomerania,Never,0.55722,78,25372,0.36808,0.80402
1549,1549,2015,30-45 y.,Saxony,At least once per week,0.09682,58,25372,0.07499,0.12115
1550,1550,2015,30-45 y.,Saxony,At least once per month,0.05843,41,25372,0.04139,0.07945
1551,1551,2015,30-45 y.,Saxony,Seldom,0.33014,118,25372,0.24981,0.41846
1552,1552,2015,30-45 y.,Saxony,Never,0.5146,230,25372,0.43024,0.61869
1553,1553,2015,30-45 y.,Saxony-Anhalt,Seldom,0.24077,52,25372,0.16735,0.32947
1554,1554,2015,30-45 y.,Saxony-Anhalt,Never,0.75923,165,25372,0.58441,0.94534
1555,1555,2015,30-45 y.,Thuringa,Seldom,0.33587,65,25372,0.21983,0.51764
1556,1556,2015,30-45 y.,Thuringa,Never,0.66413,158,25372,0.534,0.81723
1557,1557,2015,46-65 y.,Schleswig-Holstein,Seldom,0.39218,73,25372,0.30638,0.49998
1558,1558,2015,46-65 y.,Schleswig-Holstein,Never,0.60782,161,25372,0.51034,0.72134
1559,1559,2015,46-65 y.,Hamburg,At least once per week,0.31625,38,25372,0.21379,0.44084
1560,1560,2015,46-65 y.,Hamburg,Seldom,0.18497,33,25372,0.13395,0.25388
1561,1561,2015,46-65 y.,Hamburg,Never,0.49877,52,25372,0.35647,0.65483
1562,1562,2015,46-65 y.,Lower Saxony,At least once per week,0.11887,100,25372,0.08988,0.15164
1563,1563,2015,46-65 y.,Lower Saxony,At least once per month,0.04457,61,25372,0.03567,0.05416
1564,1564,2015,46-65 y.,Lower Saxony,Seldom,0.22169,217,25372,0.18834,0.26123
1565,1565,2015,46-65 y.,Lower Saxony,Never,0.61486,476,25372,0.5568,0.67421
1566,1566,2015,46-65 y.,North Rhine-Westphalia,At least once per week,0.11262,210,25372,0.09551,0.12829
1567,1567,2015,46-65 y.,North Rhine-Westphalia,At least once per month,0.06968,130,25372,0.05765,0.08691
1568,1568,2015,46-65 y.,North Rhine-Westphalia,Seldom,0.2379,444,25372,0.21349,0.26362
1569,1569,2015,46-65 y.,North Rhine-Westphalia,Never,0.5798,1092,25372,0.54132,0.61397
1570,1570,2015,46-65 y.,Hesse,At least once per week,0.12319,92,25372,0.10044,0.15031
1571,1571,2015,46-65 y.,Hesse,At least once per month,0.05853,43,25372,0.04133,0.07695
1572,1572,2015,46-65 y.,Hesse,Seldom,0.25217,172,25372,0.21682,0.2908
1573,1573,2015,46-65 y.,Hesse,Never,0.5661,381,25372,0.50304,0.6281
1574,1574,2015,46-65 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.1213,69,25372,0.09551,0.15448
1575,1575,2015,46-65 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.05884,32,25372,0.04094,0.07517
1576,1576,2015,46-65 y.,"Rhineland-Palatinate, Saarland",Seldom,0.28811,159,25372,0.24738,0.34155
1577,1577,2015,46-65 y.,"Rhineland-Palatinate, Saarland",Never,0.53176,331,25372,0.46499,0.59449
1578,1578,2015,46-65 y.,Baden-Wuerttemberg,At least once per week,0.17707,163,25372,0.14392,0.21191
1579,1579,2015,46-65 y.,Baden-Wuerttemberg,At least once per month,0.07852,91,25372,0.06153,0.09853
1580,1580,2015,46-65 y.,Baden-Wuerttemberg,Seldom,0.23414,272,25372,0.20318,0.27191
1581,1581,2015,46-65 y.,Baden-Wuerttemberg,Never,0.51027,498,25372,0.46992,0.54997
1582,1582,2015,46-65 y.,Bavaria,At least once per week,0.10476,185,25372,0.08819,0.1239
1583,1583,2015,46-65 y.,Bavaria,At least once per month,0.08183,121,25372,0.06592,0.10026
1584,1584,2015,46-65 y.,Bavaria,Seldom,0.24338,375,25372,0.21027,0.27817
1585,1585,2015,46-65 y.,Bavaria,Never,0.57003,813,25372,0.52557,0.61123
1586,1586,2015,46-65 y.,Berlin,At least once per week,0.1868,51,25372,0.13086,0.23512
1587,1587,2015,46-65 y.,Berlin,Seldom,0.26917,83,25372,0.2188,0.33808
1588,1588,2015,46-65 y.,Berlin,Never,0.54403,161,25372,0.46128,0.63989
1589,1589,2015,46-65 y.,Brandenburg,At least once per week,0.06824,35,25372,0.0401,0.10834
1590,1590,2015,46-65 y.,Brandenburg,Seldom,0.20816,81,25372,0.16413,0.2594
1591,1591,2015,46-65 y.,Brandenburg,Never,0.7236,259,25372,0.64536,0.81175
1592,1592,2015,46-65 y.,Mecklenburg-Western Pomerania,Seldom,0.4146,64,25372,0.31889,0.53656
1593,1593,2015,46-65 y.,Mecklenburg-Western Pomerania,Never,0.5854,108,25372,0.47954,0.69945
1594,1594,2015,46-65 y.,Saxony,At least once per week,0.08902,59,25372,0.06381,0.11402
1595,1595,2015,46-65 y.,Saxony,At least once per month,0.07221,31,25372,0.0476,0.09722
1596,1596,2015,46-65 y.,Saxony,Seldom,0.2463,140,25372,0.21597,0.29258
1597,1597,2015,46-65 y.,Saxony,Never,0.59248,300,25372,0.52068,0.65111
1598,1598,2015,46-65 y.,Saxony-Anhalt,Seldom,0.22993,77,25372,0.18228,0.29121
1599,1599,2015,46-65 y.,Saxony-Anhalt,Never,0.77007,194,25372,0.67866,0.881
1600,1600,2015,46-65 y.,Thuringa,Seldom,0.21779,73,25372,0.16204,0.29331
1601,1601,2015,46-65 y.,Thuringa,Never,0.78221,229,25372,0.68416,0.88809
1602,1602,2015,66 and older,Schleswig-Holstein,Seldom,0.29135,38,25372,0.22195,0.37094
1603,1603,2015,66 and older,Schleswig-Holstein,Never,0.70865,112,25372,0.60652,0.80237
1604,1604,2015,66 and older,Hamburg,Never,1.0,59,25372,0.84149,1.17511
1605,1605,2015,66 and older,Lower Saxony,At least once per week,0.12495,63,25372,0.09759,0.14936
1606,1606,2015,66 and older,Lower Saxony,At least once per month,0.07626,34,25372,0.05413,0.09525
1607,1607,2015,66 and older,Lower Saxony,Seldom,0.19341,117,25372,0.16543,0.22481
1608,1608,2015,66 and older,Lower Saxony,Never,0.60537,275,25372,0.54824,0.66048
1609,1609,2015,66 and older,North Rhine-Westphalia,At least once per week,0.0956,95,25372,0.07996,0.11025
1610,1610,2015,66 and older,North Rhine-Westphalia,At least once per month,0.03211,33,25372,0.02475,0.03898
1611,1611,2015,66 and older,North Rhine-Westphalia,Seldom,0.15311,139,25372,0.13417,0.17464
1612,1612,2015,66 and older,North Rhine-Westphalia,Never,0.71918,645,25372,0.68129,0.76961
1613,1613,2015,66 and older,Hesse,Seldom,0.20489,54,25372,0.16409,0.25078
1614,1614,2015,66 and older,Hesse,Never,0.79511,165,25372,0.70833,0.87757
1615,1615,2015,66 and older,"Rhineland-Palatinate, Saarland",At least once per week,0.14136,34,25372,0.10606,0.18533
1616,1616,2015,66 and older,"Rhineland-Palatinate, Saarland",Seldom,0.17636,51,25372,0.13779,0.2212
1617,1617,2015,66 and older,"Rhineland-Palatinate, Saarland",Never,0.68228,186,25372,0.62174,0.74464
1618,1618,2015,66 and older,Baden-Wuerttemberg,At least once per week,0.15096,81,25372,0.12321,0.17994
1619,1619,2015,66 and older,Baden-Wuerttemberg,At least once per month,0.08046,46,25372,0.06604,0.1009
1620,1620,2015,66 and older,Baden-Wuerttemberg,Seldom,0.20568,113,25372,0.17967,0.23278
1621,1621,2015,66 and older,Baden-Wuerttemberg,Never,0.5629,296,25372,0.51011,0.61116
1622,1622,2015,66 and older,Bavaria,At least once per week,0.11498,86,25372,0.09499,0.13395
1623,1623,2015,66 and older,Bavaria,At least once per month,0.07287,53,25372,0.05827,0.08978
1624,1624,2015,66 and older,Bavaria,Seldom,0.20383,168,25372,0.1771,0.23126
1625,1625,2015,66 and older,Bavaria,Never,0.60832,436,25372,0.56317,0.65599
1626,1626,2015,66 and older,Berlin,Seldom,0.27521,44,25372,0.21438,0.33243
1627,1627,2015,66 and older,Berlin,Never,0.72479,118,25372,0.63993,0.82514
1628,1628,2015,66 and older,Brandenburg,Seldom,0.2342,43,25372,0.15894,0.31983
1629,1629,2015,66 and older,Brandenburg,Never,0.7658,164,25372,0.68133,0.8648
1630,1630,2015,66 and older,Mecklenburg-Western Pomerania,Seldom,0.26801,33,25372,0.20465,0.33395
1631,1631,2015,66 and older,Mecklenburg-Western Pomerania,Never,0.73199,69,25372,0.62043,0.84775
1632,1632,2015,66 and older,Saxony,Seldom,0.24783,84,25372,0.21208,0.29211
1633,1633,2015,66 and older,Saxony,Never,0.75217,209,25372,0.68334,0.8196
1634,1634,2015,66 and older,Saxony-Anhalt,Seldom,0.16492,32,25372,0.11676,0.21287
1635,1635,2015,66 and older,Saxony-Anhalt,Never,0.83508,145,25372,0.73854,0.926
1636,1636,2015,66 and older,Thuringa,Never,1.0,164,25372,0.87666,1.11555
1637,1637,2017,17-29 y.,Schleswig-Holstein,At least once per week,0.17431,41,29216,0.10649,0.24082
