"pli0093_h","year","bildungsniveau","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"Min 1x pro Woche","2009","Hauptschule","Thueringen","12","","",""
"Min 1x pro Woche","2009","Realschule","Schleswig-Holstein","16","","",""
"Min 1x pro Woche","2009","Realschule","Hamburg","5","0.0892948466763366","0.0188774587431455","0.159712234609528"
"Min 1x pro Woche","2009","Realschule","Niedersachsen","50","0.0907545364480524","0.0651627765177294","0.116346296378375"
"Min 1x pro Woche","2009","Realschule","Bremen","5","0.0935227907656534","-0.00293809432578088","0.189983675857088"
"Min 1x pro Woche","2009","Realschule","Nordrhein-Westfalen","61","0.0885418500913974","0.0680876900599254","0.108996010122869"
"Min 1x pro Woche","2009","Realschule","Hessen","32","0.0856161974065481","0.0534689475116376","0.117763447301459"
"Min 1x pro Woche","2009","Realschule","Rheinland-Pfalz,Saarland","17","","",""
"Min 1x pro Woche","2009","Realschule","Baden-Wuerttemberg","72","0.130010225784616","0.0999860978369224","0.16003435373231"
"Min 1x pro Woche","2009","Realschule","Bayern","70","0.112896508909481","0.0872298660345114","0.138563151784451"
"Min 1x pro Woche","2009","Realschule","Saarland","","","",""
"Min 1x pro Woche","2009","Realschule","Berlin","19","","",""
"Min 1x pro Woche","2009","Realschule","Brandenburg","21","","",""
"Min 1x pro Woche","2009","Realschule","Mecklenburg-Vorpommern","6","0.0237961104213138","0.00121463463675611","0.0463775862058715"
"Min 1x pro Woche","2009","Realschule","Sachsen","40","0.0583422723969693","0.0386277443906255","0.0780568004033131"
"Min 1x pro Woche","2009","Realschule","Sachsen-Anhalt","19","","",""
"Min 1x pro Woche","2009","Realschule","Thueringen","19","","",""
"Min 1x pro Woche","2009","(Fach-)Abitur","Schleswig-Holstein","8","0.0811109757655525","0.0131556355156045","0.1490663160155"
"Min 1x pro Woche","2009","(Fach-)Abitur","Hamburg","10","","",""
"Min 1x pro Woche","2009","(Fach-)Abitur","Niedersachsen","21","","",""
"Min 1x pro Woche","2009","(Fach-)Abitur","Bremen","5","0.263417200365472","0.0475826578410253","0.479251742889919"
"Min 1x pro Woche","2009","(Fach-)Abitur","Nordrhein-Westfalen","74","0.181538237550298","0.148996782865647","0.214079692234949"
"Min 1x pro Woche","2009","(Fach-)Abitur","Hessen","30","0.179049493653273","0.12141683341276","0.236682153893786"
"Min 1x pro Woche","2009","(Fach-)Abitur","Rheinland-Pfalz,Saarland","13","","",""
"Min 1x pro Woche","2009","(Fach-)Abitur","Baden-Wuerttemberg","32","0.108381376251425","0.0696922299400117","0.147070522562838"
"Min 1x pro Woche","2009","(Fach-)Abitur","Bayern","34","0.10410822910188","0.0656303867176614","0.142586071486099"
"Min 1x pro Woche","2009","(Fach-)Abitur","Saarland","","","",""
"Min 1x pro Woche","2009","(Fach-)Abitur","Berlin","18","","",""
"Min 1x pro Woche","2009","(Fach-)Abitur","Brandenburg","7","0.0604444537689174","0.00159840935794985","0.119290498179885"
"Min 1x pro Woche","2009","(Fach-)Abitur","Mecklenburg-Vorpommern","4","0.0914676638964707","-0.0193388789737949","0.202274206766736"
"Min 1x pro Woche","2009","(Fach-)Abitur","Sachsen","21","","",""
"Min 1x pro Woche","2009","(Fach-)Abitur","Sachsen-Anhalt","11","","",""
"Min 1x pro Woche","2009","(Fach-)Abitur","Thueringen","","","",""
"Min 1x pro Woche","2009","AkademikerIn","Schleswig-Holstein","14","","",""
"Min 1x pro Woche","2009","AkademikerIn","Hamburg","17","","",""
"Min 1x pro Woche","2009","AkademikerIn","Niedersachsen","62","0.186724190460749","0.142918501097185","0.230529879824314"
"Min 1x pro Woche","2009","AkademikerIn","Bremen","11","","",""
"Min 1x pro Woche","2009","AkademikerIn","Nordrhein-Westfalen","117","","",""
"Min 1x pro Woche","2009","AkademikerIn","Hessen","60","0.169465309782887","0.12810118466213","0.210829434903643"
"Min 1x pro Woche","2009","AkademikerIn","Rheinland-Pfalz,Saarland","29","","",""
"Min 1x pro Woche","2009","AkademikerIn","Baden-Wuerttemberg","75","0.189527318939364","0.152823087425653","0.226231550453074"
"Min 1x pro Woche","2009","AkademikerIn","Bayern","117","","",""
"Min 1x pro Woche","2009","AkademikerIn","Saarland","","","",""
"Min 1x pro Woche","2009","AkademikerIn","Berlin","39","0.153376968817033","0.108254779488084","0.198499158145981"
"Min 1x pro Woche","2009","AkademikerIn","Brandenburg","29","","",""
"Min 1x pro Woche","2009","AkademikerIn","Mecklenburg-Vorpommern","25","","",""
"Min 1x pro Woche","2009","AkademikerIn","Sachsen","53","0.163992485003992","0.124692899881177","0.203292070126807"
"Min 1x pro Woche","2009","AkademikerIn","Sachsen-Anhalt","24","","",""
"Min 1x pro Woche","2009","AkademikerIn","Thueringen","13","","",""
"Min 1x pro Monat","2009","(noch) kein Abschluss","Schleswig-Holstein","2","","",""
"Min 1x pro Monat","2009","(noch) kein Abschluss","Hamburg","1","","",""
"Min 1x pro Monat","2009","(noch) kein Abschluss","Niedersachsen","3","","",""
"Min 1x pro Monat","2009","(noch) kein Abschluss","Bremen","","","",""
"Min 1x pro Monat","2009","(noch) kein Abschluss","Nordrhein-Westfalen","8","0.0421102245825316","0.0064716994152283","0.0777487497498348"
"Min 1x pro Monat","2009","(noch) kein Abschluss","Hessen","2","","",""
"Min 1x pro Monat","2009","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","4","0.12002244879325","-0.00489653864332878","0.244941436229829"
"Min 1x pro Monat","2009","(noch) kein Abschluss","Baden-Wuerttemberg","11","","",""
"Min 1x pro Monat","2009","(noch) kein Abschluss","Bayern","10","","",""
"Min 1x pro Monat","2009","(noch) kein Abschluss","Saarland","","","",""
"Min 1x pro Monat","2009","(noch) kein Abschluss","Berlin","1","","",""
"Min 1x pro Monat","2009","(noch) kein Abschluss","Brandenburg","5","0.538518477316778","0.286240160627125","0.790796794006431"
"Min 1x pro Monat","2009","(noch) kein Abschluss","Mecklenburg-Vorpommern","2","","",""
"Min 1x pro Monat","2009","(noch) kein Abschluss","Sachsen","2","","",""
"Min 1x pro Monat","2009","(noch) kein Abschluss","Sachsen-Anhalt","1","","",""
"Min 1x pro Monat","2009","(noch) kein Abschluss","Thueringen","","","",""
"Min 1x pro Monat","2009","Hauptschule","Schleswig-Holstein","5","0.0171696372282622","-0.00135019426789185","0.0356894687244163"
"Min 1x pro Monat","2009","Hauptschule","Hamburg","3","","",""
"Min 1x pro Monat","2009","Hauptschule","Niedersachsen","18","","",""
"Min 1x pro Monat","2009","Hauptschule","Bremen","3","","",""
"Min 1x pro Monat","2009","Hauptschule","Nordrhein-Westfalen","62","0.044071491154102","0.0332304073820028","0.0549125749262012"
"Min 1x pro Monat","2009","Hauptschule","Hessen","20","","",""
"Min 1x pro Monat","2009","Hauptschule","Rheinland-Pfalz,Saarland","18","","",""
"Min 1x pro Monat","2009","Hauptschule","Baden-Wuerttemberg","50","0.078461703548902","0.0595425025597572","0.0973809045380468"
"Min 1x pro Monat","2009","Hauptschule","Bayern","65","0.0493426988307693","0.0365320724618828","0.0621533251996558"
"Min 1x pro Monat","2009","Hauptschule","Saarland","","","",""
"Min 1x pro Monat","2009","Hauptschule","Berlin","3","","",""
"Min 1x pro Monat","2009","Hauptschule","Brandenburg","4","0.0121867744796209","-0.00353889318036312","0.027912442139605"
"Min 1x pro Monat","2009","Hauptschule","Mecklenburg-Vorpommern","2","","",""
"Min 1x pro Monat","2009","Hauptschule","Sachsen","8","0.0172268279266209","0.00271914165438731","0.0317345141988546"
"Min 1x pro Monat","2009","Hauptschule","Sachsen-Anhalt","2","","",""
"Min 1x pro Monat","2009","Hauptschule","Thueringen","5","0.0196909495515753","0.00267160054549859","0.036710298557652"
"Min 1x pro Monat","2009","Realschule","Schleswig-Holstein","15","","",""
"Min 1x pro Monat","2009","Realschule","Hamburg","9","0.143590480864118","0.0569977603591781","0.230183201369058"
"Min 1x pro Monat","2009","Realschule","Niedersachsen","35","0.0769298381958363","0.0531893209980216","0.100670355393651"
"Min 1x pro Monat","2009","Realschule","Bremen","3","","",""
"Min 1x pro Monat","2009","Realschule","Nordrhein-Westfalen","48","0.0460818529575671","0.0309859356109404","0.0611777703041938"
"Min 1x pro Monat","2009","Realschule","Hessen","23","","",""
"Min 1x pro Monat","2009","Realschule","Rheinland-Pfalz,Saarland","18","","",""
"Min 1x pro Monat","2009","Realschule","Baden-Wuerttemberg","66","0.0973377662767346","0.0708754475492971","0.123800085004172"
"Min 1x pro Monat","2009","Realschule","Bayern","49","0.0818231083304607","0.0595929357911275","0.104053280869794"
"Min 1x pro Monat","2009","Realschule","Saarland","","","",""
"Min 1x pro Monat","2009","Realschule","Berlin","11","","",""
"Min 1x pro Monat","2009","Realschule","Brandenburg","13","","",""
"Min 1x pro Monat","2009","Realschule","Mecklenburg-Vorpommern","9","0.0857999831055254","0.0443052208790816","0.127294745331969"
"Min 1x pro Monat","2009","Realschule","Sachsen","38","0.104584581152779","0.0788454257946945","0.130323736510863"
"Min 1x pro Monat","2009","Realschule","Sachsen-Anhalt","11","","",""
"Min 1x pro Monat","2009","Realschule","Thueringen","14","","",""
"Min 1x pro Monat","2009","(Fach-)Abitur","Schleswig-Holstein","6","0.128378662541598","0.045113641457267","0.211643683625929"
"Min 1x pro Monat","2009","(Fach-)Abitur","Hamburg","3","","",""
"Min 1x pro Monat","2009","(Fach-)Abitur","Niedersachsen","19","","",""
"Min 1x pro Monat","2009","(Fach-)Abitur","Bremen","2","","",""
"Min 1x pro Monat","2009","(Fach-)Abitur","Nordrhein-Westfalen","42","0.070149769791475","0.0485885495907249","0.0917109899922251"
"Min 1x pro Monat","2009","(Fach-)Abitur","Hessen","21","","",""
"Min 1x pro Monat","2009","(Fach-)Abitur","Rheinland-Pfalz,Saarland","11","","",""
"Min 1x pro Monat","2009","(Fach-)Abitur","Baden-Wuerttemberg","32","0.0803046383572524","0.0464814484520472","0.114127828262458"
"Min 1x pro Monat","2009","(Fach-)Abitur","Bayern","32","0.2286086095665","0.175700274796947","0.281516944336052"
"Min 1x pro Monat","2009","(Fach-)Abitur","Saarland","","","",""
"Min 1x pro Monat","2009","(Fach-)Abitur","Berlin","11","","",""
"Min 1x pro Monat","2009","(Fach-)Abitur","Brandenburg","12","","",""
"Min 1x pro Monat","2009","(Fach-)Abitur","Mecklenburg-Vorpommern","4","0.195121694027319","0.0427938459405525","0.347449542114085"
"Min 1x pro Monat","2009","(Fach-)Abitur","Sachsen","13","","",""
"Min 1x pro Monat","2009","(Fach-)Abitur","Sachsen-Anhalt","4","0.158855246764257","0.0726051288327183","0.245105364695796"
"Min 1x pro Monat","2009","(Fach-)Abitur","Thueringen","7","0.149302783735558","0.0402146225922597","0.258390944878857"
"Min 1x pro Monat","2009","AkademikerIn","Schleswig-Holstein","6","0.0671296422707791","0.0126325419796335","0.121626742561925"
"Min 1x pro Monat","2009","AkademikerIn","Hamburg","9","0.127715975896353","0.0545760240857146","0.200855927706992"
"Min 1x pro Monat","2009","AkademikerIn","Niedersachsen","21","","",""
"Min 1x pro Monat","2009","AkademikerIn","Bremen","1","","",""
"Min 1x pro Monat","2009","AkademikerIn","Nordrhein-Westfalen","79","0.136641527948303","0.111877983607988","0.161405072288618"
"Min 1x pro Monat","2009","AkademikerIn","Hessen","33","0.0990656361927233","0.0661264669013063","0.13200480548414"
"Min 1x pro Monat","2009","AkademikerIn","Rheinland-Pfalz,Saarland","16","","",""
"Min 1x pro Monat","2009","AkademikerIn","Baden-Wuerttemberg","67","0.118821358454091","0.088518034168999","0.149124682739183"
"Min 1x pro Monat","2009","AkademikerIn","Bayern","63","0.144695146703932","0.114688422946509","0.174701870461355"
"Min 1x pro Monat","2009","AkademikerIn","Saarland","","","",""
"Min 1x pro Monat","2009","AkademikerIn","Berlin","26","","",""
"Min 1x pro Monat","2009","AkademikerIn","Brandenburg","30","0.174267099963668","0.125767109159719","0.222767090767618"
"Min 1x pro Monat","2009","AkademikerIn","Mecklenburg-Vorpommern","13","","",""
"Min 1x pro Monat","2009","AkademikerIn","Sachsen","41","0.142871360413724","0.105729256999269","0.180013463828178"
"Min 1x pro Monat","2009","AkademikerIn","Sachsen-Anhalt","12","","",""
"Min 1x pro Monat","2009","AkademikerIn","Thueringen","17","","",""
"Seltener","2009","(noch) kein Abschluss","Schleswig-Holstein","8","0.379013445422211","0.160871241055434","0.597155649788989"
"Seltener","2009","(noch) kein Abschluss","Hamburg","3","","",""
"Seltener","2009","(noch) kein Abschluss","Niedersachsen","6","0.128194589933544","0.0270906512968267","0.229298528570262"
"Seltener","2009","(noch) kein Abschluss","Bremen","","","",""
"Seltener","2009","(noch) kein Abschluss","Nordrhein-Westfalen","20","","",""
"Seltener","2009","(noch) kein Abschluss","Hessen","6","0.105374271264573","0.00365527806536843","0.207093264463777"
"Seltener","2009","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","5","0.112332399551378","-0.00904536070411195","0.233710159806868"
"Seltener","2009","(noch) kein Abschluss","Baden-Wuerttemberg","13","","",""
"Seltener","2009","(noch) kein Abschluss","Bayern","16","","",""
"Seltener","2009","(noch) kein Abschluss","Saarland","","","",""
"Seltener","2009","(noch) kein Abschluss","Berlin","4","0.206048638929288","0.0241819691445632","0.387915308714013"
"Seltener","2009","(noch) kein Abschluss","Brandenburg","2","","",""
"Seltener","2009","(noch) kein Abschluss","Mecklenburg-Vorpommern","2","","",""
"Seltener","2009","(noch) kein Abschluss","Sachsen","3","","",""
"Seltener","2009","(noch) kein Abschluss","Sachsen-Anhalt","3","","",""
"Seltener","2009","(noch) kein Abschluss","Thueringen","6","0.693356055914426","0.373835759661191","1.01287635216766"
"Seltener","2009","Hauptschule","Schleswig-Holstein","49","0.312560148572841","0.246475384523383","0.378644912622299"
"Seltener","2009","Hauptschule","Hamburg","11","","",""
"Seltener","2009","Hauptschule","Niedersachsen","135","","",""
"Seltener","2009","Hauptschule","Bremen","4","0.235527726397525","0.0885082095753829","0.382547243219667"
"Seltener","2009","Hauptschule","Nordrhein-Westfalen","252","","",""
"Seltener","2009","Hauptschule","Hessen","63","0.182410914367745","0.143428353228455","0.221393475507035"
"Seltener","2009","Hauptschule","Rheinland-Pfalz,Saarland","83","0.191678801131184","0.156755345780956","0.226602256481413"
"Seltener","2009","Hauptschule","Baden-Wuerttemberg","236","","",""
"Seltener","2009","Hauptschule","Bayern","293","","",""
"Seltener","2009","Hauptschule","Saarland","","","",""
"Seltener","2009","Hauptschule","Berlin","25","","",""
"Seltener","2009","Hauptschule","Brandenburg","34","0.201137591194088","0.14368496267868","0.258590219709495"
"Seltener","2009","Hauptschule","Mecklenburg-Vorpommern","12","","",""
"Seltener","2009","Hauptschule","Sachsen","50","0.153267164653789","0.113100422004975","0.193433907302603"
"Seltener","2009","Hauptschule","Sachsen-Anhalt","42","0.163022712838202","0.112580355407322","0.213465070269081"
"Seltener","2009","Hauptschule","Thueringen","39","0.153191360240111","0.109071118354038","0.197311602126183"
"Seltener","2009","Realschule","Schleswig-Holstein","43","0.283107664061898","0.209009627412045","0.357205700711752"
"Seltener","2009","Realschule","Hamburg","20","","",""
"Seltener","2009","Realschule","Niedersachsen","129","","",""
"Seltener","2009","Realschule","Bremen","11","","",""
"Seltener","2009","Realschule","Nordrhein-Westfalen","210","","",""
"Seltener","2009","Realschule","Hessen","75","0.303103323571549","0.250297582428879","0.355909064714219"
"Seltener","2009","Realschule","Rheinland-Pfalz,Saarland","59","0.267697289544895","0.206026032086018","0.329368547003772"
"Seltener","2009","Realschule","Baden-Wuerttemberg","147","","",""
"Seltener","2009","Realschule","Bayern","189","","",""
"Seltener","2009","Realschule","Saarland","","","",""
"Seltener","2009","Realschule","Berlin","54","0.260071862874371","0.197531752349054","0.322611973399688"
"Seltener","2009","Realschule","Brandenburg","77","0.279958569728814","0.225696564014156","0.334220575443471"
"Seltener","2009","Realschule","Mecklenburg-Vorpommern","53","0.337195503793296","0.267152836332272","0.407238171254319"
"Seltener","2009","Realschule","Sachsen","168","","",""
"Seltener","2009","Realschule","Sachsen-Anhalt","79","0.22824289721732","0.176930715258144","0.279555079176497"
"Seltener","2009","Realschule","Thueringen","101","","",""
"Seltener","2009","(Fach-)Abitur","Schleswig-Holstein","19","","",""
"Seltener","2009","(Fach-)Abitur","Hamburg","18","","",""
"Seltener","2009","(Fach-)Abitur","Niedersachsen","51","0.280185622069827","0.211662159505896","0.348709084633758"
"Seltener","2009","(Fach-)Abitur","Bremen","2","","",""
"Seltener","2009","(Fach-)Abitur","Nordrhein-Westfalen","154","","",""
"Seltener","2009","(Fach-)Abitur","Hessen","49","0.282596016667835","0.214911623402224","0.350280409933447"
"Seltener","2009","(Fach-)Abitur","Rheinland-Pfalz,Saarland","30","0.272838630853923","0.185971448625417","0.359705813082428"
"Seltener","2009","(Fach-)Abitur","Baden-Wuerttemberg","84","0.351493014742423","0.292072292104881","0.410913737379964"
"Seltener","2009","(Fach-)Abitur","Bayern","89","0.309411235618876","0.251171659927571","0.367650811310181"
"Seltener","2009","(Fach-)Abitur","Saarland","","","",""
"Seltener","2009","(Fach-)Abitur","Berlin","32","0.385425370069514","0.286509931720748","0.484340808418279"
"Seltener","2009","(Fach-)Abitur","Brandenburg","15","","",""
"Seltener","2009","(Fach-)Abitur","Mecklenburg-Vorpommern","6","0.337439366940426","0.155690335595905","0.519188398284947"
"Seltener","2009","(Fach-)Abitur","Sachsen","41","0.317759914069023","0.230749763575935","0.40477006456211"
"Seltener","2009","(Fach-)Abitur","Sachsen-Anhalt","19","","",""
"Seltener","2009","(Fach-)Abitur","Thueringen","13","","",""
"Seltener","2009","AkademikerIn","Schleswig-Holstein","24","","",""
"Seltener","2009","AkademikerIn","Hamburg","24","","",""
"Seltener","2009","AkademikerIn","Niedersachsen","104","","",""
"Seltener","2009","AkademikerIn","Bremen","9","0.480117913515542","0.295065200308146","0.665170626722939"
"Seltener","2009","AkademikerIn","Nordrhein-Westfalen","214","","",""
"Seltener","2009","AkademikerIn","Hessen","107","","",""
"Seltener","2009","AkademikerIn","Rheinland-Pfalz,Saarland","49","0.29232980695786","0.22250555519481","0.362154058720909"
"Seltener","2009","AkademikerIn","Baden-Wuerttemberg","155","","",""
"Seltener","2009","AkademikerIn","Bayern","170","","",""
"Seltener","2009","AkademikerIn","Saarland","","","",""
"Seltener","2009","AkademikerIn","Berlin","90","0.358995477758851","0.298927904810533","0.419063050707168"
"Seltener","2009","AkademikerIn","Brandenburg","82","0.342245139822478","0.281583403423193","0.402906876221762"
"Seltener","2009","AkademikerIn","Mecklenburg-Vorpommern","41","0.229275955179344","0.157834386774922","0.300717523583766"
"Seltener","2009","AkademikerIn","Sachsen","139","","",""
"Seltener","2009","AkademikerIn","Sachsen-Anhalt","68","0.321709125021892","0.256311837971877","0.387106412071907"
"Seltener","2009","AkademikerIn","Thueringen","75","0.394962401651485","0.322535797012489","0.467389006290482"
"Nie","2009","(noch) kein Abschluss","Schleswig-Holstein","6","0.453661901308428","0.229806185287864","0.677517617328991"
"Nie","2009","(noch) kein Abschluss","Hamburg","3","","",""
"Nie","2009","(noch) kein Abschluss","Niedersachsen","18","","",""
"Nie","2009","(noch) kein Abschluss","Bremen","","","",""
"Nie","2009","(noch) kein Abschluss","Nordrhein-Westfalen","69","0.660458748542444","0.576428180989217","0.744489316095671"
"Nie","2009","(noch) kein Abschluss","Hessen","21","","",""
"Nie","2009","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","12","","",""
"Nie","2009","(noch) kein Abschluss","Baden-Wuerttemberg","37","0.598564411555392","0.486879215046179","0.710249608064605"
"Nie","2009","(noch) kein Abschluss","Bayern","26","","",""
"Nie","2009","(noch) kein Abschluss","Saarland","","","",""
"Nie","2009","(noch) kein Abschluss","Berlin","8","0.566313047037779","0.343475816314806","0.789150277760751"
"Nie","2009","(noch) kein Abschluss","Brandenburg","5","0.329880944400945","0.0919466407561308","0.567815248045759"
"Nie","2009","(noch) kein Abschluss","Mecklenburg-Vorpommern","5","0.625789517682879","0.309635319781581","0.941943715584178"
"Nie","2009","(noch) kein Abschluss","Sachsen","4","0.21340633536964","0.0291806560159685","0.397632014723311"
"Nie","2009","(noch) kein Abschluss","Sachsen-Anhalt","3","","",""
"Nie","2009","(noch) kein Abschluss","Thueringen","1","","",""
"Nie","2009","Hauptschule","Schleswig-Holstein","127","","",""
"Nie","2009","Hauptschule","Hamburg","36","0.610803472928435","0.483103941261854","0.738503004595016"
"Nie","2009","Hauptschule","Niedersachsen","389","0.684924690768712","0.647376585676585","0.722472795860839"
"Nie","2009","Hauptschule","Bremen","24","","",""
"Nie","2009","Hauptschule","Nordrhein-Westfalen","988","0.710534746386234","0.686581079750261","0.734488413022208"
"Nie","2009","Hauptschule","Hessen","264","","",""
"Nie","2009","Hauptschule","Rheinland-Pfalz,Saarland","354","0.695516648260021","0.654687180293599","0.736346116226444"
"Nie","2009","Hauptschule","Baden-Wuerttemberg","434","0.554991326768049","0.520025438440388","0.589957215095709"
"Nie","2009","Hauptschule","Bayern","662","0.632561001865537","0.604044860966351","0.661077142764722"
"Nie","2009","Hauptschule","Saarland","","","",""
"Nie","2009","Hauptschule","Berlin","78","0.79638378425227","0.720787190545921","0.871980377958619"
"Nie","2009","Hauptschule","Brandenburg","143","","",""
"Nie","2009","Hauptschule","Mecklenburg-Vorpommern","85","0.825398860783414","0.752438513849421","0.898359207717407"
"Nie","2009","Hauptschule","Sachsen","240","","",""
"Nie","2009","Hauptschule","Sachsen-Anhalt","155","","",""
"Nie","2009","Hauptschule","Thueringen","200","","",""
"Nie","2009","Realschule","Schleswig-Holstein","68","0.504566658185448","0.422331826372826","0.58680148999807"
"Nie","2009","Realschule","Hamburg","29","","",""
"Nie","2009","Realschule","Niedersachsen","270","","",""
"Nie","2009","Realschule","Bremen","16","","",""
"Nie","2009","Realschule","Nordrhein-Westfalen","422","0.555544820946508","0.519767112203551","0.591322529689466"
"Nie","2009","Realschule","Hessen","161","","",""
"Nie","2009","Realschule","Rheinland-Pfalz,Saarland","104","","",""
"Nie","2009","Realschule","Baden-Wuerttemberg","197","","",""
"Nie","2009","Realschule","Bayern","276","","",""
"Nie","2009","Realschule","Saarland","","","",""
"Nie","2009","Realschule","Berlin","105","","",""
"Nie","2009","Realschule","Brandenburg","152","","",""
"Nie","2009","Realschule","Mecklenburg-Vorpommern","107","","",""
"Nie","2009","Realschule","Sachsen","297","","",""
"Nie","2009","Realschule","Sachsen-Anhalt","148","","",""
"Nie","2009","Realschule","Thueringen","175","","",""
"Nie","2009","(Fach-)Abitur","Schleswig-Holstein","29","","",""
"Nie","2009","(Fach-)Abitur","Hamburg","16","","",""
"Nie","2009","(Fach-)Abitur","Niedersachsen","74","0.478946865612084","0.4027230310267","0.555170700197468"
"Nie","2009","(Fach-)Abitur","Bremen","7","0.462553476291661","0.21824603041859","0.706860922164733"
"Nie","2009","(Fach-)Abitur","Nordrhein-Westfalen","269","","",""
"Nie","2009","(Fach-)Abitur","Hessen","70","0.458238909792234","0.383340341339321","0.533137478245148"
"Nie","2009","(Fach-)Abitur","Rheinland-Pfalz,Saarland","47","0.531268633631329","0.433947647655621","0.628589619607037"
"Nie","2009","(Fach-)Abitur","Baden-Wuerttemberg","100","","",""
"Nie","2009","(Fach-)Abitur","Bayern","87","0.357871925712744","0.297474969521823","0.418268881903665"
"Nie","2009","(Fach-)Abitur","Saarland","","","",""
"Nie","2009","(Fach-)Abitur","Berlin","32","0.288966099445438","0.19684158362774","0.381090615263137"
"Nie","2009","(Fach-)Abitur","Brandenburg","29","","",""
"Nie","2009","(Fach-)Abitur","Mecklenburg-Vorpommern","12","","",""
"Nie","2009","(Fach-)Abitur","Sachsen","35","0.39435043449186","0.303022504272018","0.485678364711702"
"Nie","2009","(Fach-)Abitur","Sachsen-Anhalt","35","0.437923937702225","0.320860726506944","0.554987148897506"
"Nie","2009","(Fach-)Abitur","Thueringen","21","","",""
"Nie","2009","AkademikerIn","Schleswig-Holstein","37","0.455964447521639","0.347500673197961","0.564428221845318"
"Nie","2009","AkademikerIn","Hamburg","30","0.361631030869391","0.256344739998987","0.466917321739794"
"Nie","2009","AkademikerIn","Niedersachsen","117","","",""
"Nie","2009","AkademikerIn","Bremen","7","0.342718884054619","0.166920989138585","0.518516778970653"
"Nie","2009","AkademikerIn","Nordrhein-Westfalen","329","0.414613832112887","0.379094156302918","0.450133507922855"
"Nie","2009","AkademikerIn","Hessen","116","","",""
"Nie","2009","AkademikerIn","Rheinland-Pfalz,Saarland","69","0.399259390500029","0.324075403261776","0.474443377738283"
"Nie","2009","AkademikerIn","Baden-Wuerttemberg","141","","",""
"Nie","2009","AkademikerIn","Bayern","178","","",""
"Nie","2009","AkademikerIn","Saarland","","","",""
"Nie","2009","AkademikerIn","Berlin","90","0.375953444008443","0.31530207920138","0.436604808815506"
"Nie","2009","AkademikerIn","Brandenburg","94","0.358263450311932","0.296958746371991","0.419568154251872"
"Nie","2009","AkademikerIn","Mecklenburg-Vorpommern","54","0.467481538732842","0.382686227767731","0.552276849697953"
"Nie","2009","AkademikerIn","Sachsen","108","","",""
"Nie","2009","AkademikerIn","Sachsen-Anhalt","92","0.481463781698226","0.411513186413972","0.55141437698248"
"Nie","2009","AkademikerIn","Thueringen","70","0.410112383788599","0.337239635623709","0.48298513195349"
"Taeglich","2010","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Taeglich","2010","(noch) kein Abschluss","Hamburg","","","",""
"Taeglich","2010","(noch) kein Abschluss","Niedersachsen","","","",""
"Taeglich","2010","(noch) kein Abschluss","Bremen","","","",""
"Taeglich","2010","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Taeglich","2010","(noch) kein Abschluss","Hessen","","","",""
"Taeglich","2010","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Taeglich","2010","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"Taeglich","2010","(noch) kein Abschluss","Bayern","","","",""
"Taeglich","2010","(noch) kein Abschluss","Saarland","","","",""
"Taeglich","2010","(noch) kein Abschluss","Berlin","","","",""
"Taeglich","2010","(noch) kein Abschluss","Brandenburg","","","",""
"Taeglich","2010","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Taeglich","2010","(noch) kein Abschluss","Sachsen","","","",""
"Taeglich","2010","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Taeglich","2010","(noch) kein Abschluss","Thueringen","","","",""
"Taeglich","2010","Hauptschule","Schleswig-Holstein","","","",""
"Taeglich","2010","Hauptschule","Hamburg","","","",""
"Taeglich","2010","Hauptschule","Niedersachsen","","","",""
"Taeglich","2010","Hauptschule","Bremen","","","",""
"Taeglich","2010","Hauptschule","Nordrhein-Westfalen","","","",""
"Taeglich","2010","Hauptschule","Hessen","","","",""
"Taeglich","2010","Hauptschule","Rheinland-Pfalz,Saarland","","","",""
"Taeglich","2010","Hauptschule","Baden-Wuerttemberg","","","",""
"Taeglich","2010","Hauptschule","Bayern","","","",""
"Taeglich","2010","Hauptschule","Saarland","","","",""
"Taeglich","2010","Hauptschule","Berlin","","","",""
"Taeglich","2010","Hauptschule","Brandenburg","","","",""
"Taeglich","2010","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Taeglich","2010","Hauptschule","Sachsen","","","",""
"Taeglich","2010","Hauptschule","Sachsen-Anhalt","","","",""
"Taeglich","2010","Hauptschule","Thueringen","","","",""
"Taeglich","2010","Realschule","Schleswig-Holstein","","","",""
"Taeglich","2010","Realschule","Hamburg","","","",""
"Taeglich","2010","Realschule","Niedersachsen","","","",""
"Taeglich","2010","Realschule","Bremen","","","",""
"Taeglich","2010","Realschule","Nordrhein-Westfalen","","","",""
"Taeglich","2010","Realschule","Hessen","","","",""
"Taeglich","2010","Realschule","Rheinland-Pfalz,Saarland","","","",""
