"year","age_gr","bildungsniveau","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"2016","17-34","AkademikerIn","","","","",""
"2016","17-34","Hauptschule","67.08","55","30","57.51","76.65"
"2016","17-34","Realschule","70.46","65","31","60.1","80.82"
"2016","35-65","(Fach-)Abitur","50.96","49.5","150","47.22","54.7"
"2016","35-65","(noch) kein Abschluss","68.85","55","40","60.94","76.76"
"2016","35-65","AkademikerIn","52.7","47.5","257","50","55.4"
"2016","35-65","Hauptschule","55.77","49.5","570","53.85","57.69"
"2016","35-65","Realschule","50.77","47.5","448","48.67","52.87"
"2016","66 +","(Fach-)Abitur","63.73","55","64","58.13","69.33"
"2016","66 +","(noch) kein Abschluss","","","","",""
"2016","66 +","AkademikerIn","65.99","65","217","63","68.98"
"2016","66 +","Hauptschule","63.1","55","591","61.3","64.9"
"2016","66 +","Realschule","62.29","55","201","59.14","65.44"
"2017","17-34","(Fach-)Abitur","","","","",""
"2017","17-34","(noch) kein Abschluss","","","","",""
"2017","17-34","AkademikerIn","","","","",""
"2017","17-34","Hauptschule","62.82","55","40","54.63","71.01"
"2017","17-34","Realschule","56.46","45","38","48.28","64.64"
"2017","35-65","(Fach-)Abitur","53.91","47.5","187","50.61","57.21"
"2017","35-65","(noch) kein Abschluss","63.35","55","52","56.53","70.17"
"2017","35-65","AkademikerIn","52.37","45","281","49.85","54.89"
"2017","35-65","Hauptschule","55.6","47.5","657","53.86","57.34"
"2017","35-65","Realschule","51.8","47.5","540","49.89","53.71"
"2017","66 +","(Fach-)Abitur","63.14","55","73","57.67","68.61"
"2017","66 +","(noch) kein Abschluss","","","","",""
"2017","66 +","AkademikerIn","65.09","55","212","62.02","68.16"
"2017","66 +","Hauptschule","64.83","57.5","583","63.02","66.64"
"2017","66 +","Realschule","61.28","55","219","58.27","64.29"
"2018","17-34","(Fach-)Abitur","","","","",""
"2018","17-34","(noch) kein Abschluss","","","","",""
"2018","17-34","AkademikerIn","","","","",""
"2018","17-34","Hauptschule","66.23","55","43","58.65","73.81"
"2018","17-34","Realschule","51.6","45","34","44.31","58.89"
"2018","35-65","(Fach-)Abitur","54.35","47.5","194","51.1","57.6"
"2018","35-65","(noch) kein Abschluss","62.97","55","60","56.83","69.11"
"2018","35-65","AkademikerIn","50.79","45","271","48.22","53.36"
"2018","35-65","Hauptschule","55.8","47.5","634","54.02","57.58"
"2018","35-65","Realschule","51.24","49","541","49.34","53.14"
"2018","66 +","(Fach-)Abitur","60.09","55","77","55.03","65.15"
"2018","66 +","(noch) kein Abschluss","","","","",""
"2018","66 +","AkademikerIn","62.85","57.5","236","59.99","65.71"
"2018","66 +","Hauptschule","62.13","55","628","60.42","63.84"
"2018","66 +","Realschule","63.68","55","224","60.72","66.64"
"2019","17-34","(Fach-)Abitur","","","","",""
"2019","17-34","(noch) kein Abschluss","","","","",""
"2019","17-34","AkademikerIn","","","","",""
"2019","17-34","Hauptschule","62.68","55","40","54.87","70.49"
"2019","17-34","Realschule","46.85","35","32","38.42","55.28"
"2019","35-65","(Fach-)Abitur","51.8","45","201","48.61","54.99"
"2019","35-65","(noch) kein Abschluss","58.06","45","51","51.6","64.52"
"2019","35-65","AkademikerIn","51.85","49","285","49.34","54.36"
"2019","35-65","Hauptschule","55.26","45","559","53.4","57.12"
"2019","35-65","Realschule","51.18","47.5","553","49.33","53.03"
"2019","66 +","(Fach-)Abitur","61.56","55","72","56.47","66.65"
"2019","66 +","(noch) kein Abschluss","","","","",""
"2019","66 +","AkademikerIn","62.79","55","259","60.11","65.47"
"2019","66 +","Hauptschule","62.78","55","575","60.92","64.64"
"2019","66 +","Realschule","63.23","55","242","60.39","66.07"
"2020","17-34","(Fach-)Abitur","","","","",""
"2020","17-34","(noch) kein Abschluss","","","","",""
"2020","17-34","AkademikerIn","","","","",""
"2020","17-34","Hauptschule","62.36","55","45","55.6","69.12"
"2020","17-34","Realschule","53.62","45","36","45.18","62.06"
"2020","35-65","(Fach-)Abitur","52.57","45","192","49.19","55.95"
"2020","35-65","(noch) kein Abschluss","62.86","55","57","56.55","69.17"
"2020","35-65","AkademikerIn","52.68","45","276","50.02","55.34"
"2020","35-65","Hauptschule","57.4","47.5","512","55.39","59.41"
"2020","35-65","Realschule","53.44","45","511","51.47","55.41"
"2020","66 +","(Fach-)Abitur","62.93","55","83","57.81","68.05"
"2020","66 +","(noch) kein Abschluss","","","","",""
"2020","66 +","AkademikerIn","61.08","47.5","264","58.52","63.64"
"2020","66 +","Hauptschule","62.55","55","531","60.63","64.47"
"2020","66 +","Realschule","62.83","55","245","59.87","65.79"
