year,bula_h,rentown,hlc0083_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2018,Hesse,Tenant,No,0.96250,715,777,0.94913,0.97586
2018,"Rhineland-Palatinate, Saarland",Owner,No,0.98992,443,443,0.98060,0.99923
2018,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.03723,39,610,0.02220,0.05227
2018,"Rhineland-Palatinate, Saarland",Tenant,No,0.94081,571,610,0.92207,0.95955
2018,Baden-Wuerttemberg,Owner,No,0.98471,865,865,0.97653,0.99289
2018,Baden-Wuerttemberg,Tenant,Yes,0.02089,51,997,0.01201,0.02977
2018,Baden-Wuerttemberg,Tenant,No,0.97340,946,997,0.96340,0.98339
2018,Bavaria,Owner,No,0.97992,1139,1139,0.97177,0.98807
2018,Bavaria,Tenant,Yes,0.01872,75,1474,0.01180,0.02564
2018,Bavaria,Tenant,No,0.96733,1399,1474,0.95825,0.97641
2018,Berlin,Owner,No,0.98932,112,112,0.97020,1.00844
2018,Berlin,Tenant,No,0.96193,649,649,0.94720,0.97667
2018,Brandenburg,Owner,No,0.98787,263,263,0.97461,1.00112
2018,Brandenburg,Tenant,Yes,0.04122,38,451,0.02286,0.05959
2018,Brandenburg,Tenant,No,0.93889,413,451,0.91675,0.96102
2018,Mecklenburg-Western Pomerania,Owner,No,0.97084,119,119,0.94049,1.00120
2018,Mecklenburg-Western Pomerania,Tenant,No,0.91815,276,276,0.88575,0.95055
2018,Saxony,Owner,No,0.94523,343,343,0.92112,0.96935
2018,Saxony,Tenant,Yes,0.03515,34,702,0.02152,0.04878
2018,Saxony,Tenant,No,0.94736,668,702,0.93083,0.96390
2018,Saxony-Anhalt,Owner,No,0.95127,223,223,0.92294,0.97959
2018,Saxony-Anhalt,Tenant,No,0.96575,371,371,0.94722,0.98428
2018,Thuringa,Owner,No,0.99748,245,245,0.99119,1.00377
2018,Thuringa,Tenant,No,0.95136,372,372,0.92947,0.97325
2019,Schleswig-Holstein,Owner,No,0.99553,337,337,0.98840,1.00266
2019,Schleswig-Holstein,Tenant,No,0.96442,356,356,0.94515,0.98369
2019,Hamburg,Owner,No,0.98421,110,110,0.96081,1.00761
2019,Hamburg,Tenant,No,0.95297,275,275,0.92790,0.97804
2019,Lower Saxony,Owner,No,0.97305,806,806,0.96186,0.98423
2019,Lower Saxony,Tenant,Yes,0.05536,58,940,0.04073,0.06999
2019,Lower Saxony,Tenant,No,0.93856,882,940,0.92321,0.95392
2019,Bremen,Tenant,Yes,0.01701,33,123,-0.00594,0.03996
2019,Bremen,Tenant,No,0.98299,90,123,0.96004,1.00594
2019,North Rhine-Westphalia,Owner,No,0.99120,1555,1555,0.98655,0.99584
2019,North Rhine-Westphalia,Tenant,Yes,0.02499,105,2295,0.01860,0.03138
2019,North Rhine-Westphalia,Tenant,No,0.95776,2190,2295,0.94953,0.96599
2019,Hesse,Owner,No,0.97099,535,535,0.95675,0.98522
2019,Hesse,Tenant,No,0.97147,724,724,0.95934,0.98361
2019,"Rhineland-Palatinate, Saarland",Owner,No,0.99945,494,494,0.99737,1.00152
2019,"Rhineland-Palatinate, Saarland",Tenant,No,0.95812,544,544,0.94127,0.97497
2019,Baden-Wuerttemberg,Owner,No,0.98767,956,956,0.98068,0.99467
2019,Baden-Wuerttemberg,Tenant,Yes,0.03578,52,973,0.02410,0.04745
2019,Baden-Wuerttemberg,Tenant,No,0.95900,921,973,0.94654,0.97147
2019,Bavaria,Owner,No,0.99578,1316,1316,0.99228,0.99928
2019,Bavaria,Tenant,Yes,0.01877,39,1452,0.01179,0.02575
2019,Bavaria,Tenant,No,0.96653,1413,1452,0.95727,0.97578
2019,Berlin,Owner,No,0.94267,157,157,0.90619,0.97915
2019,Berlin,Tenant,No,0.95924,643,643,0.94394,0.97454
2019,Brandenburg,Owner,No,0.96991,353,353,0.95206,0.98776
2019,Brandenburg,Tenant,No,0.92733,415,415,0.90232,0.95233
2019,Mecklenburg-Western Pomerania,Owner,No,0.98523,163,163,0.96665,1.00380
2019,Mecklenburg-Western Pomerania,Tenant,No,0.92688,257,257,0.89499,0.95877
2019,Saxony,Owner,No,0.95704,419,419,0.93761,0.97648
2019,Saxony,Tenant,No,0.97239,659,659,0.95987,0.98491
2019,Saxony-Anhalt,Owner,No,0.96701,259,259,0.94521,0.98880
2019,Saxony-Anhalt,Tenant,No,0.90448,329,329,0.87267,0.93629
2019,Thuringa,Owner,No,0.98937,284,284,0.97742,1.00132
2019,Thuringa,Tenant,No,0.96141,338,338,0.94085,0.98198
2020,Schleswig-Holstein,Owner,No,0.97677,290,290,0.95941,0.99414
2020,Schleswig-Holstein,Tenant,Yes,0.02182,32,391,0.00732,0.03633
2020,Schleswig-Holstein,Tenant,No,0.97233,359,391,0.95605,0.98861
2020,Hamburg,Owner,No,0.99763,98,98,0.98796,1.00731
2020,Hamburg,Tenant,No,0.95931,330,330,0.93796,0.98066
2020,Lower Saxony,Owner,No,0.97088,720,720,0.95859,0.98317
2020,Lower Saxony,Tenant,Yes,0.02367,45,1066,0.01454,0.03280
2020,Lower Saxony,Tenant,No,0.95165,1021,1066,0.93877,0.96453
2020,Bremen,Owner,No,0.99994,49,49,0.99772,1.00216
2020,Bremen,Tenant,No,0.97291,158,158,0.94752,0.99831
2020,North Rhine-Westphalia,Owner,No,0.96811,1327,1327,0.95865,0.97757
2020,North Rhine-Westphalia,Tenant,Yes,0.02163,176,2975,0.01640,0.02685
2020,North Rhine-Westphalia,Tenant,No,0.96203,2799,2975,0.95517,0.96890
2020,Hesse,Owner,No,0.96774,465,465,0.95166,0.98382
2020,Hesse,Tenant,No,0.95164,842,842,0.93714,0.96614
2020,"Rhineland-Palatinate, Saarland",Owner,No,0.99108,432,432,0.98221,0.99996
2020,"Rhineland-Palatinate, Saarland",Tenant,No,0.95648,588,588,0.93998,0.97299
2020,Baden-Wuerttemberg,Owner,No,0.96814,849,849,0.95632,0.97996
2020,Baden-Wuerttemberg,Tenant,Yes,0.02891,36,1097,0.01899,0.03883
2020,Baden-Wuerttemberg,Tenant,No,0.95620,1061,1097,0.94409,0.96832
2020,Bavaria,Owner,No,0.97286,1152,1152,0.96347,0.98225
2020,Bavaria,Tenant,Yes,0.02373,56,1700,0.01649,0.03096
2020,Bavaria,Tenant,No,0.95132,1644,1700,0.94109,0.96156
2020,Berlin,Owner,No,0.93862,135,135,0.89798,0.97926
2020,Berlin,Tenant,No,0.93666,856,856,0.92033,0.95299
2020,Brandenburg,Owner,No,0.95069,317,317,0.92682,0.97456
2020,Brandenburg,Tenant,No,0.96294,407,407,0.94456,0.98131
2020,Mecklenburg-Western Pomerania,Owner,No,0.92835,119,119,0.88182,0.97489
2020,Mecklenburg-Western Pomerania,Tenant,No,0.95490,237,237,0.92842,0.98138
2020,Saxony,Owner,No,0.98481,364,364,0.97223,0.99739
2020,Saxony,Tenant,No,0.95457,691,691,0.93903,0.97011
2020,Saxony-Anhalt,Owner,No,0.97755,242,242,0.95885,0.99625
2020,Saxony-Anhalt,Tenant,No,0.90120,349,349,0.86985,0.93255
2020,Thuringa,Owner,No,0.99269,249,249,0.98208,1.00329
2020,Thuringa,Tenant,No,0.92790,354,354,0.90091,0.95488
2021,Schleswig-Holstein,Owner,No,0.98657,239,239,0.97195,1.00119
2021,Schleswig-Holstein,Tenant,No,0.98500,255,255,0.97005,0.99995
2021,Hamburg,Tenant,No,0.95319,215,215,0.92489,0.98149
2021,Lower Saxony,Owner,No,0.98453,563,563,0.97433,0.99473
2021,Lower Saxony,Tenant,Yes,0.03262,34,636,0.01881,0.04644
2021,Lower Saxony,Tenant,No,0.96405,602,636,0.94957,0.97853
2021,Bremen,Tenant,No,0.98341,78,78,0.95489,1.01194
2021,North Rhine-Westphalia,Owner,No,0.99222,1000,1000,0.98677,0.99767
2021,North Rhine-Westphalia,Tenant,Yes,0.02463,93,1663,0.01718,0.03208
2021,North Rhine-Westphalia,Tenant,No,0.96182,1570,1663,0.95261,0.97104
2021,Hesse,Owner,No,0.99917,326,326,0.99605,1.00230
2021,Hesse,Tenant,Yes,0.04171,39,528,0.02464,0.05878
2021,Hesse,Tenant,No,0.95618,489,528,0.93870,0.97365
2021,"Rhineland-Palatinate, Saarland",Owner,No,0.98626,294,294,0.97293,0.99959
2021,"Rhineland-Palatinate, Saarland",Tenant,No,0.94035,316,316,0.91419,0.96650
2021,Baden-Wuerttemberg,Owner,No,0.97709,646,646,0.96554,0.98863
2021,Baden-Wuerttemberg,Tenant,Yes,0.04122,56,695,0.02643,0.05602
2021,Baden-Wuerttemberg,Tenant,No,0.95826,639,695,0.94338,0.97314
2021,Bavaria,Owner,No,0.99588,858,858,0.99159,1.00017
2021,Bavaria,Tenant,Yes,0.02120,44,1004,0.01229,0.03012
2021,Bavaria,Tenant,No,0.96931,960,1004,0.95864,0.97999
2021,Berlin,Owner,No,0.99575,108,108,0.98342,1.00808
2021,Berlin,Tenant,No,0.97964,532,532,0.96763,0.99166
2021,Brandenburg,Owner,No,0.98601,225,225,0.97063,1.00139
2021,Brandenburg,Tenant,No,0.96733,236,236,0.94460,0.99006
2021,Mecklenburg-Western Pomerania,Owner,No,0.99564,100,100,0.98266,1.00862
2021,Mecklenburg-Western Pomerania,Tenant,No,0.90579,162,162,0.86067,0.95091
2021,Saxony,Owner,No,0.99308,264,264,0.98306,1.00310
2021,Saxony,Tenant,No,0.92669,480,480,0.90335,0.95003
2021,Saxony-Anhalt,Tenant,No,0.97658,238,238,0.95732,0.99583
2021,Thuringa,Owner,No,0.99307,168,168,0.98049,1.00565
2021,Thuringa,Tenant,No,0.96809,233,233,0.94547,0.99070
2022,Schleswig-Holstein,Owner,No,0.97950,312,312,0.96375,0.99525
2022,Schleswig-Holstein,Tenant,No,0.93034,369,369,0.90433,0.95635
2022,Hamburg,Tenant,No,0.95931,355,355,0.93873,0.97989
2022,Lower Saxony,Owner,No,0.98651,839,839,0.97869,0.99432
2022,Lower Saxony,Tenant,Yes,0.04482,47,909,0.03136,0.05828
2022,Lower Saxony,Tenant,No,0.93453,862,909,0.91844,0.95062
2022,Bremen,Owner,No,0.99199,40,40,0.96402,1.01997
2022,Bremen,Tenant,No,0.97446,111,111,0.94497,1.00394
2022,North Rhine-Westphalia,Owner,No,0.97616,1608,1608,0.96870,0.98362
2022,North Rhine-Westphalia,Tenant,Yes,0.03427,132,2665,0.02736,0.04118
2022,North Rhine-Westphalia,Tenant,No,0.95626,2533,2665,0.94850,0.96403
2022,Hesse,Owner,No,0.97554,465,465,0.96148,0.98959
2022,Hesse,Tenant,Yes,0.02013,34,855,0.01071,0.02955
2022,Hesse,Tenant,No,0.95915,821,855,0.94587,0.97242
2022,"Rhineland-Palatinate, Saarland",Owner,No,0.98212,416,416,0.96937,0.99487
2022,"Rhineland-Palatinate, Saarland",Tenant,No,0.94863,519,519,0.92962,0.96764
2022,Baden-Wuerttemberg,Owner,No,0.98612,1003,1003,0.97888,0.99336
2022,Baden-Wuerttemberg,Tenant,Yes,0.03056,43,1347,0.02137,0.03976
2022,Baden-Wuerttemberg,Tenant,No,0.94414,1304,1347,0.93187,0.95641
2022,Bavaria,Owner,No,0.98810,1314,1314,0.98224,0.99397
2022,Bavaria,Tenant,No,0.96232,1826,1826,0.95358,0.97105
2022,Berlin,Owner,No,0.94227,169,169,0.90701,0.97754
2022,Berlin,Tenant,No,0.94568,1011,1011,0.93170,0.95965
2022,Brandenburg,Owner,No,0.97495,323,323,0.95788,0.99202
2022,Brandenburg,Tenant,No,0.93987,412,412,0.91689,0.96285
2022,Mecklenburg-Western Pomerania,Owner,No,0.97828,129,129,0.95302,1.00353
2022,Mecklenburg-Western Pomerania,Tenant,No,0.92205,288,288,0.89103,0.95307
2022,Saxony,Owner,No,0.97865,467,467,0.96552,0.99177
2022,Saxony,Tenant,No,0.89490,818,818,0.87387,0.91593
2022,Saxony-Anhalt,Owner,No,0.98381,296,296,0.96940,0.99821
2022,Saxony-Anhalt,Tenant,No,0.97340,388,388,0.95737,0.98943
2022,Thuringa,Owner,No,0.97663,251,251,0.95791,0.99536
2022,Thuringa,Tenant,No,0.96712,332,332,0.94791,0.98633
