,Unnamed: 0,year,quintil_oecd_hh,rentown,hlc0083_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
107,107,2003,5th Quintile,Tenant,No,1.0,883,11748,0.94035,1.05462
108,108,2004,1st Quintile,Owner,No,1.0,324,11495,0.92105,1.06354
109,109,2004,1st Quintile,Tenant,Yes,0.22333,362,11495,0.20847,0.24075
110,110,2004,1st Quintile,Tenant,No,0.77667,1249,11495,0.74816,0.80453
111,111,2004,2nd Quintile,Owner,No,1.0,785,11495,0.94761,1.05006
112,112,2004,2nd Quintile,Tenant,Yes,0.04462,65,11495,0.03798,0.05271
113,113,2004,2nd Quintile,Tenant,No,0.95538,1321,11495,0.92211,0.98706
114,114,2004,3rd Quintile,Owner,No,1.0,1015,11495,0.95924,1.03918
115,115,2004,3rd Quintile,Tenant,No,1.0,1157,11495,0.96466,1.04023
116,116,2004,4th Quintile,Owner,No,1.0,1289,11495,0.96271,1.04745
117,117,2004,4th Quintile,Tenant,No,1.0,954,11495,0.96373,1.04587
118,118,2004,5th Quintile,Owner,No,1.0,2112,11495,0.95694,1.04557
119,119,2004,5th Quintile,Tenant,No,1.0,862,11495,0.94764,1.05753
120,120,2005,1st Quintile,Owner,No,1.0,317,11145,0.9364,1.07896
121,121,2005,1st Quintile,Tenant,Yes,0.14428,250,11145,0.13115,0.15466
122,122,2005,1st Quintile,Tenant,No,0.85572,1381,11145,0.82254,0.88576
123,123,2005,2nd Quintile,Owner,No,1.0,756,11145,0.95313,1.05234
124,124,2005,2nd Quintile,Tenant,Yes,0.03428,56,11145,0.0254,0.04169
125,125,2005,2nd Quintile,Tenant,No,0.96572,1265,11145,0.92744,1.00581
126,126,2005,3rd Quintile,Owner,No,1.0,996,11145,0.95423,1.04826
127,127,2005,3rd Quintile,Tenant,No,1.0,1072,11145,0.96015,1.04486
128,128,2005,4th Quintile,Owner,No,1.0,1315,11145,0.95706,1.03859
129,129,2005,4th Quintile,Tenant,No,1.0,899,11145,0.95203,1.05371
130,130,2005,5th Quintile,Owner,No,1.0,1968,11145,0.95344,1.05164
131,131,2005,5th Quintile,Tenant,No,1.0,870,11145,0.93791,1.05762
132,132,2006,1st Quintile,Owner,No,1.0,333,12210,0.93004,1.07337
133,133,2006,1st Quintile,Tenant,Yes,0.13329,244,12210,0.12254,0.14674
134,134,2006,1st Quintile,Tenant,No,0.86671,1493,12210,0.83726,0.89445
135,135,2006,2nd Quintile,Owner,No,1.0,791,12210,0.95207,1.05293
136,136,2006,2nd Quintile,Tenant,Yes,0.04066,58,12210,0.03374,0.04805
137,137,2006,2nd Quintile,Tenant,No,0.95934,1371,12210,0.92496,0.99516
138,138,2006,3rd Quintile,Owner,No,1.0,1211,12210,0.96066,1.03831
139,139,2006,3rd Quintile,Tenant,No,1.0,1181,12210,0.95982,1.03846
140,140,2006,4th Quintile,Owner,No,1.0,1484,12210,0.95457,1.0379
141,141,2006,4th Quintile,Tenant,No,1.0,995,12210,0.96088,1.04094
142,142,2006,5th Quintile,Owner,No,1.0,2154,12210,0.95424,1.0383
143,143,2006,5th Quintile,Tenant,No,1.0,895,12210,0.95288,1.0488
144,144,2007,1st Quintile,Owner,No,1.0,313,11414,0.92925,1.09112
145,145,2007,1st Quintile,Tenant,Yes,0.12648,203,11414,0.11515,0.13942
146,146,2007,1st Quintile,Tenant,No,0.87352,1414,11414,0.84013,0.90823
147,147,2007,2nd Quintile,Owner,No,1.0,740,11414,0.94646,1.05673
148,148,2007,2nd Quintile,Tenant,Yes,0.03929,58,11414,0.03287,0.04621
149,149,2007,2nd Quintile,Tenant,No,0.96071,1334,11414,0.92103,1.00093
150,150,2007,3rd Quintile,Owner,No,1.0,1113,11414,0.9534,1.0409
151,151,2007,3rd Quintile,Tenant,No,1.0,1081,11414,0.95982,1.04016
152,152,2007,4th Quintile,Owner,No,1.0,1398,11414,0.96244,1.04198
153,153,2007,4th Quintile,Tenant,No,1.0,922,11414,0.95153,1.04997
154,154,2007,5th Quintile,Owner,No,1.0,2035,11414,0.956,1.04698
155,155,2007,5th Quintile,Tenant,No,1.0,803,11414,0.94721,1.04769
156,156,2008,1st Quintile,Owner,No,1.0,322,10790,0.91884,1.07808
157,157,2008,1st Quintile,Tenant,Yes,0.11184,183,10790,0.10076,0.12326
158,158,2008,1st Quintile,Tenant,No,0.88816,1361,10790,0.85327,0.92119
159,159,2008,2nd Quintile,Owner,No,1.0,744,10790,0.94418,1.05163
160,160,2008,2nd Quintile,Tenant,Yes,0.04279,49,10790,0.03434,0.05196
161,161,2008,2nd Quintile,Tenant,No,0.95721,1184,10790,0.91393,0.9985
162,162,2008,3rd Quintile,Owner,No,1.0,1078,10790,0.95685,1.04554
163,163,2008,3rd Quintile,Tenant,No,1.0,1066,10790,0.96148,1.04451
164,164,2008,4th Quintile,Owner,No,1.0,1277,10790,0.96159,1.04781
165,165,2008,4th Quintile,Tenant,No,1.0,842,10790,0.93852,1.04377
166,166,2008,5th Quintile,Owner,No,1.0,1944,10790,0.95693,1.05313
167,167,2008,5th Quintile,Tenant,No,1.0,740,10790,0.92897,1.06963
168,168,2009,1st Quintile,Owner,No,1.0,287,10147,0.90996,1.0854
169,169,2009,1st Quintile,Tenant,Yes,0.11316,177,10147,0.09947,0.12365
170,170,2009,1st Quintile,Tenant,No,0.88684,1316,10147,0.84814,0.92441
171,171,2009,2nd Quintile,Owner,No,1.0,694,10147,0.94873,1.05877
172,172,2009,2nd Quintile,Tenant,Yes,0.0332,43,10147,0.02562,0.04153
173,173,2009,2nd Quintile,Tenant,No,0.9668,1164,10147,0.92773,1.00849
174,174,2009,3rd Quintile,Owner,No,1.0,1013,10147,0.95037,1.05256
175,175,2009,3rd Quintile,Tenant,No,1.0,942,10147,0.94991,1.05186
176,176,2009,4th Quintile,Owner,No,1.0,1252,10147,0.94395,1.0435
177,177,2009,4th Quintile,Tenant,No,1.0,775,10147,0.94235,1.05712
178,178,2009,5th Quintile,Owner,No,1.0,1802,10147,0.95622,1.0425
179,179,2009,5th Quintile,Tenant,No,1.0,682,10147,0.92467,1.08287
180,180,2010,1st Quintile,Owner,No,1.0,419,13302,0.8892,1.11409
181,181,2010,1st Quintile,Tenant,Yes,0.12118,407,13302,0.10645,0.13777
182,182,2010,1st Quintile,Tenant,No,0.87882,2223,13302,0.83113,0.92
183,183,2010,2nd Quintile,Owner,No,1.0,1017,13302,0.93092,1.07064
184,184,2010,2nd Quintile,Tenant,Yes,0.03374,115,13302,0.02487,0.04624
185,185,2010,2nd Quintile,Tenant,No,0.96626,1658,13302,0.91281,1.01565
186,186,2010,3rd Quintile,Owner,No,1.0,1293,13302,0.94574,1.06051
187,187,2010,3rd Quintile,Tenant,No,1.0,1179,13302,0.92767,1.0524
188,188,2010,4th Quintile,Owner,No,1.0,1445,13302,0.94791,1.05788
189,189,2010,4th Quintile,Tenant,No,1.0,903,13302,0.92461,1.07186
190,190,2010,5th Quintile,Owner,No,1.0,1877,13302,0.93991,1.04857
191,191,2010,5th Quintile,Tenant,No,1.0,766,13302,0.93271,1.08005
192,192,2011,1st Quintile,Owner,No,1.0,515,16161,0.91771,1.10148
193,193,2011,1st Quintile,Tenant,Yes,0.11115,490,16161,0.09864,0.12607
194,194,2011,1st Quintile,Tenant,No,0.88885,2561,16161,0.84592,0.92273
195,195,2011,2nd Quintile,Owner,Yes,0.00628,31,16161,0.00503,0.00777
196,196,2011,2nd Quintile,Owner,No,0.99372,1274,16161,0.92823,1.0524
197,197,2011,2nd Quintile,Tenant,Yes,0.03504,145,16161,0.02832,0.04392
198,198,2011,2nd Quintile,Tenant,No,0.96496,1962,16161,0.92072,1.01335
199,199,2011,3rd Quintile,Owner,No,1.0,1619,16161,0.94874,1.04685
200,200,2011,3rd Quintile,Tenant,No,1.0,1508,16161,0.9485,1.0603
201,201,2011,4th Quintile,Owner,No,1.0,1804,16161,0.95312,1.04186
202,202,2011,4th Quintile,Tenant,No,1.0,1134,16161,0.93433,1.05189
203,203,2011,5th Quintile,Owner,No,1.0,2245,16161,0.95791,1.04842
204,204,2011,5th Quintile,Tenant,No,1.0,873,16161,0.94216,1.0644
205,205,2012,1st Quintile,Owner,No,1.0,520,15863,0.91727,1.10398
206,206,2012,1st Quintile,Tenant,Yes,0.09862,406,15863,0.08583,0.11155
207,207,2012,1st Quintile,Tenant,No,0.90138,2600,15863,0.86757,0.93793
208,208,2012,2nd Quintile,Owner,No,1.0,1149,15863,0.93974,1.05234
209,209,2012,2nd Quintile,Tenant,Yes,0.02039,90,15863,0.0163,0.02646
210,210,2012,2nd Quintile,Tenant,No,0.97961,1929,15863,0.93903,1.01821
211,211,2012,3rd Quintile,Owner,No,1.0,1630,15863,0.94482,1.04104
212,212,2012,3rd Quintile,Tenant,No,1.0,1508,15863,0.94892,1.05224
213,213,2012,4th Quintile,Owner,No,1.0,1838,15863,0.96107,1.04622
214,214,2012,4th Quintile,Tenant,No,1.0,1100,15863,0.94323,1.052
215,215,2012,5th Quintile,Owner,No,1.0,2242,15863,0.96038,1.04317
216,216,2012,5th Quintile,Tenant,No,1.0,851,15863,0.94257,1.05316
217,217,2013,1st Quintile,Owner,Yes,0.0218,32,17458,0.01551,0.03125
218,218,2013,1st Quintile,Owner,No,0.9782,541,17458,0.88055,1.08248
219,219,2013,1st Quintile,Tenant,Yes,0.09162,413,17458,0.07753,0.10658
220,220,2013,1st Quintile,Tenant,No,0.90838,3152,17458,0.86929,0.94893
221,221,2013,2nd Quintile,Owner,No,1.0,1194,17458,0.94456,1.06074
222,222,2013,2nd Quintile,Tenant,Yes,0.02549,113,17458,0.0196,0.03361
223,223,2013,2nd Quintile,Tenant,No,0.97451,2479,17458,0.93167,1.01673
224,224,2013,3rd Quintile,Owner,No,1.0,1689,17458,0.94484,1.04359
225,225,2013,3rd Quintile,Tenant,No,1.0,1618,17458,0.95615,1.06269
226,226,2013,4th Quintile,Owner,No,1.0,1795,17458,0.95318,1.05342
227,227,2013,4th Quintile,Tenant,No,1.0,1268,17458,0.9484,1.05752
228,228,2013,5th Quintile,Owner,No,1.0,2266,17458,0.96556,1.03842
229,229,2013,5th Quintile,Tenant,No,1.0,898,17458,0.93507,1.07331
230,230,2014,1st Quintile,Owner,No,1.0,473,15544,0.92643,1.10711
231,231,2014,1st Quintile,Tenant,Yes,0.07562,260,15544,0.0653,0.08969
232,232,2014,1st Quintile,Tenant,No,0.92438,2655,15544,0.89279,0.96431
233,233,2014,2nd Quintile,Owner,No,1.0,1091,15544,0.93507,1.05701
234,234,2014,2nd Quintile,Tenant,Yes,0.02846,95,15544,0.02023,0.03844
235,235,2014,2nd Quintile,Tenant,No,0.97154,2076,15544,0.91232,1.0249
236,236,2014,3rd Quintile,Owner,No,1.0,1532,15544,0.94335,1.04707
237,237,2014,3rd Quintile,Tenant,No,1.0,1505,15544,0.95089,1.05462
238,238,2014,4th Quintile,Owner,No,1.0,1710,15544,0.95251,1.04496
239,239,2014,4th Quintile,Tenant,No,1.0,1204,15544,0.9436,1.06445
240,240,2014,5th Quintile,Owner,No,1.0,2105,15544,0.95588,1.04651
241,241,2014,5th Quintile,Tenant,No,1.0,838,15544,0.92445,1.07185
242,242,2015,1st Quintile,Owner,No,1.0,396,14010,0.90008,1.11261
243,243,2015,1st Quintile,Tenant,Yes,0.06924,231,14010,0.05703,0.08255
244,244,2015,1st Quintile,Tenant,No,0.93076,2664,14010,0.88406,0.97699
245,245,2015,2nd Quintile,Owner,No,1.0,1006,14010,0.94364,1.06839
246,246,2015,2nd Quintile,Tenant,Yes,0.0142,68,14010,0.01005,0.01866
247,247,2015,2nd Quintile,Tenant,No,0.9858,2038,14010,0.93657,1.03449
248,248,2015,3rd Quintile,Owner,No,1.0,1286,14010,0.94017,1.0532
249,249,2015,3rd Quintile,Tenant,No,1.0,1396,14010,0.94828,1.0556
250,250,2015,4th Quintile,Owner,No,1.0,1398,14010,0.95083,1.0537
251,251,2015,4th Quintile,Tenant,No,1.0,1026,14010,0.94618,1.06222
252,252,2015,5th Quintile,Owner,No,1.0,1737,14010,0.94822,1.0546
253,253,2015,5th Quintile,Tenant,No,1.0,764,14010,0.93269,1.07206
254,254,2016,1st Quintile,Owner,No,1.0,363,14056,0.862,1.10786
255,255,2016,1st Quintile,Tenant,Yes,0.06157,206,14056,0.05218,0.07167
256,256,2016,1st Quintile,Tenant,No,0.93843,2447,14056,0.89615,0.98292
257,257,2016,2nd Quintile,Owner,No,1.0,1011,14056,0.92732,1.08199
258,258,2016,2nd Quintile,Tenant,Yes,0.02561,71,14056,0.01692,0.03389
259,259,2016,2nd Quintile,Tenant,No,0.97439,1980,14056,0.93401,1.02746
260,260,2016,3rd Quintile,Owner,No,1.0,1364,14056,0.94902,1.05569
261,261,2016,3rd Quintile,Tenant,No,1.0,1333,14056,0.93334,1.06156
262,262,2016,4th Quintile,Owner,No,1.0,1519,14056,0.95242,1.04351
263,263,2016,4th Quintile,Tenant,No,1.0,1087,14056,0.94421,1.0654
264,264,2016,5th Quintile,Owner,No,1.0,1905,14056,0.95163,1.0475
265,265,2016,5th Quintile,Tenant,No,1.0,770,14056,0.92383,1.08739
266,266,2017,1st Quintile,Owner,No,1.0,352,17170,0.88855,1.10369
267,267,2017,1st Quintile,Tenant,Yes,0.06193,398,17170,0.05086,0.07257
268,268,2017,1st Quintile,Tenant,No,0.93807,4032,17170,0.88977,0.98396
269,269,2017,2nd Quintile,Owner,No,1.0,1084,17170,0.93791,1.06197
270,270,2017,2nd Quintile,Tenant,Yes,0.02319,89,17170,0.01652,0.03156
271,271,2017,2nd Quintile,Tenant,No,0.97681,2116,17170,0.92304,1.02288
272,272,2017,3rd Quintile,Owner,No,1.0,1491,17170,0.95286,1.04996
273,273,2017,3rd Quintile,Tenant,No,1.0,1544,17170,0.94827,1.05344
274,274,2017,4th Quintile,Owner,No,1.0,1765,17170,0.94363,1.0388
275,275,2017,4th Quintile,Tenant,No,1.0,1229,17170,0.93652,1.0554
276,276,2017,5th Quintile,Owner,No,1.0,2230,17170,0.95011,1.0337
277,277,2017,5th Quintile,Tenant,No,1.0,840,17170,0.94227,1.05368
278,278,2018,1st Quintile,Owner,No,1.0,354,17478,0.90049,1.11394
279,279,2018,1st Quintile,Tenant,Yes,0.07363,508,17478,0.06209,0.08679
280,280,2018,1st Quintile,Tenant,No,0.92637,4379,17478,0.88364,0.97358
281,281,2018,2nd Quintile,Owner,No,1.0,1097,17478,0.93384,1.06279
282,282,2018,2nd Quintile,Tenant,Yes,0.01703,142,17478,0.01246,0.02194
283,283,2018,2nd Quintile,Tenant,No,0.98297,2255,17478,0.9465,1.02898
284,284,2018,3rd Quintile,Owner,No,1.0,1380,17478,0.93741,1.05167
285,285,2018,3rd Quintile,Tenant,No,1.0,1543,17478,0.94849,1.05539
286,286,2018,4th Quintile,Owner,No,1.0,1674,17478,0.9486,1.05278
287,287,2018,4th Quintile,Tenant,No,1.0,1166,17478,0.93475,1.05593
288,288,2018,5th Quintile,Owner,No,1.0,2146,17478,0.95456,1.04559
289,289,2018,5th Quintile,Tenant,No,1.0,834,17478,0.93236,1.06389
290,290,2019,1st Quintile,Owner,No,1.0,363,18214,0.88782,1.09952
291,291,2019,1st Quintile,Tenant,Yes,0.07501,354,18214,0.06017,0.08922
292,292,2019,1st Quintile,Tenant,No,0.92499,4267,18214,0.88265,0.97068
293,293,2019,2nd Quintile,Owner,No,1.0,996,18214,0.94026,1.06107
294,294,2019,2nd Quintile,Tenant,Yes,0.01454,67,18214,0.01004,0.01935
295,295,2019,2nd Quintile,Tenant,No,0.98546,2031,18214,0.93816,1.04542
296,296,2019,3rd Quintile,Owner,No,1.0,1424,18214,0.93817,1.07327
297,297,2019,3rd Quintile,Tenant,No,1.0,1471,18214,0.95552,1.05913
298,298,2019,4th Quintile,Owner,No,1.0,1778,18214,0.94545,1.06233
299,299,2019,4th Quintile,Tenant,No,1.0,1165,18214,0.936,1.07296
300,300,2019,5th Quintile,Owner,No,1.0,3232,18214,0.95065,1.04647
301,301,2019,5th Quintile,Tenant,No,1.0,1066,18214,0.92484,1.06751
302,302,2020,1st Quintile,Owner,No,1.0,305,18790,0.84786,1.14096
303,303,2020,1st Quintile,Tenant,Yes,0.05591,412,18790,0.04478,0.06701
304,304,2020,1st Quintile,Tenant,No,0.94409,5296,18790,0.89038,0.99556
305,305,2020,2nd Quintile,Owner,No,1.0,939,18790,0.94079,1.07535
306,306,2020,2nd Quintile,Tenant,Yes,0.02321,70,18790,0.01717,0.03158
307,307,2020,2nd Quintile,Tenant,No,0.97679,2397,18790,0.92151,1.02974
308,308,2020,3rd Quintile,Owner,No,1.0,1302,18790,0.9531,1.05528
309,309,2020,3rd Quintile,Tenant,No,1.0,1603,18790,0.94277,1.05433
310,310,2020,4th Quintile,Owner,No,1.0,1569,18790,0.93315,1.05628
311,311,2020,4th Quintile,Tenant,No,1.0,1220,18790,0.94006,1.07351
312,312,2020,5th Quintile,Owner,No,1.0,2688,18790,0.94989,1.0475
313,313,2020,5th Quintile,Tenant,No,1.0,989,18790,0.9239,1.06771
314,314,2021,1st Quintile,Owner,No,1.0,255,12379,0.86218,1.11611
315,315,2021,1st Quintile,Tenant,Yes,0.07561,304,12379,0.06092,0.09177
316,316,2021,1st Quintile,Tenant,No,0.92439,2686,12379,0.87664,0.98891
317,317,2021,2nd Quintile,Owner,No,1.0,696,12379,0.91318,1.08079
318,318,2021,2nd Quintile,Tenant,Yes,0.01762,65,12379,0.00972,0.02662
319,319,2021,2nd Quintile,Tenant,No,0.98238,1595,12379,0.92867,1.04794
320,320,2021,3rd Quintile,Owner,No,1.0,916,12379,0.9346,1.0802
321,321,2021,3rd Quintile,Tenant,No,1.0,1104,12379,0.93184,1.07512
322,322,2021,4th Quintile,Owner,No,1.0,1206,12379,0.92699,1.08188
323,323,2021,4th Quintile,Tenant,No,1.0,884,12379,0.92149,1.08054
324,324,2021,5th Quintile,Owner,No,1.0,1968,12379,0.94563,1.05806
325,325,2021,5th Quintile,Tenant,No,1.0,700,12379,0.89423,1.10549
