year,bula_h,sampreg,plb0240,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1991,Mecklenburg-Western Pomerania,East,Full-time,0.39619,31,31,0.22117,0.57122
1991,Saxony,East,Full-time,0.51706,79,116,0.42573,0.60840
1991,Saxony,East,Part-time,0.25835,37,116,0.17835,0.33835
1991,Saxony-Anhalt,East,Full-time,0.44452,38,38,0.28441,0.60464
1991,Thuringa,East,Full-time,0.57084,54,54,0.43758,0.70409
1992,Lower Saxony,West,Full-time,0.44226,63,114,0.35068,0.53383
1992,Lower Saxony,West,Part-time,0.42666,51,114,0.33546,0.51785
1992,North Rhine-Westphalia,West,Full-time,0.48052,176,369,0.42947,0.53156
1992,North Rhine-Westphalia,West,Part-time,0.35038,128,369,0.30163,0.39912
1992,North Rhine-Westphalia,West,Either,0.07998,32,369,0.05226,0.10770
1992,North Rhine-Westphalia,West,I'm not sure yet,0.08913,33,369,0.06002,0.11824
1992,Hesse,West,Full-time,0.44207,58,103,0.34569,0.53845
1992,Hesse,West,Part-time,0.43238,45,103,0.33623,0.52852
1992,"Rhineland-Palatinate, Saarland",West,Full-time,0.44373,37,76,0.33129,0.55617
1992,"Rhineland-Palatinate, Saarland",West,Part-time,0.42039,39,76,0.30867,0.53210
1992,Baden-Wuerttemberg,West,Full-time,0.48926,116,190,0.41799,0.56053
1992,Baden-Wuerttemberg,West,Part-time,0.32975,74,190,0.26273,0.39678
1992,Bavaria,West,Full-time,0.40580,73,154,0.32799,0.48361
1992,Bavaria,West,Part-time,0.43902,81,154,0.36038,0.51766
1992,Berlin,West,Full-time,0.59759,33,33,0.42768,0.76750
1992,Brandenburg,East,Full-time,0.60355,68,68,0.48642,0.72068
1992,Mecklenburg-Western Pomerania,East,Full-time,0.66497,50,50,0.53281,0.79713
1992,Saxony,East,Full-time,0.63372,123,187,0.56448,0.70296
1992,Saxony,East,Part-time,0.16994,33,187,0.11597,0.22392
1992,Saxony,East,Either,0.14760,31,187,0.09663,0.19858
1992,Saxony-Anhalt,East,Full-time,0.66421,75,75,0.55661,0.77182
1992,Thuringa,East,Full-time,0.61908,75,75,0.50843,0.72972
1993,Lower Saxony,West,Full-time,0.50232,71,111,0.40888,0.59576
1993,Lower Saxony,West,Part-time,0.32640,40,111,0.23877,0.41403
1993,North Rhine-Westphalia,West,Full-time,0.44197,171,372,0.39144,0.49251
1993,North Rhine-Westphalia,West,Part-time,0.35599,128,372,0.30727,0.40472
1993,North Rhine-Westphalia,West,Either,0.11465,38,372,0.08223,0.14707
1993,North Rhine-Westphalia,West,I'm not sure yet,0.08739,35,372,0.05865,0.11612
1993,Hesse,West,Full-time,0.52438,49,86,0.41821,0.63055
1993,Hesse,West,Part-time,0.29301,37,86,0.19625,0.38977
1993,"Rhineland-Palatinate, Saarland",West,Part-time,0.39229,36,36,0.23053,0.55405
1993,Baden-Wuerttemberg,West,Full-time,0.40867,121,208,0.34170,0.47564
1993,Baden-Wuerttemberg,West,Part-time,0.40203,87,208,0.33524,0.46883
1993,Bavaria,West,Full-time,0.37384,72,154,0.29718,0.45051
1993,Bavaria,West,Part-time,0.44025,82,154,0.36159,0.51891
1993,Brandenburg,East,Full-time,0.66745,63,63,0.55018,0.78472
1993,Mecklenburg-Western Pomerania,East,Full-time,0.66757,59,59,0.54633,0.78881
1993,Saxony,East,Full-time,0.61524,112,185,0.54494,0.68554
1993,Saxony,East,Part-time,0.17020,34,185,0.11590,0.22450
1993,Saxony,East,Either,0.19348,39,185,0.13640,0.25056
1993,Saxony-Anhalt,East,Full-time,0.58790,77,119,0.49909,0.67671
1993,Saxony-Anhalt,East,Either,0.31823,42,119,0.23419,0.40228
1993,Thuringa,East,Full-time,0.62840,74,74,0.51755,0.73925
1994,Lower Saxony,West,Full-time,0.46611,68,113,0.37372,0.55850
1994,Lower Saxony,West,Part-time,0.36380,45,113,0.27470,0.45290
1994,North Rhine-Westphalia,West,Full-time,0.45330,182,397,0.40427,0.50233
1994,North Rhine-Westphalia,West,Part-time,0.35047,133,397,0.30348,0.39746
1994,North Rhine-Westphalia,West,Either,0.08533,36,397,0.05781,0.11285
1994,North Rhine-Westphalia,West,I'm not sure yet,0.11090,46,397,0.07997,0.14183
1994,Hesse,West,Full-time,0.43658,54,100,0.33888,0.53427
1994,Hesse,West,Part-time,0.33595,46,100,0.24291,0.42899
1994,"Rhineland-Palatinate, Saarland",West,Full-time,0.54523,41,41,0.39091,0.69954
1994,Baden-Wuerttemberg,West,Full-time,0.46534,133,220,0.39928,0.53140
1994,Baden-Wuerttemberg,West,Part-time,0.31889,87,220,0.25717,0.38062
1994,Bavaria,West,Full-time,0.42890,85,172,0.35471,0.50308
1994,Bavaria,West,Part-time,0.40691,87,172,0.33328,0.48055
1994,Brandenburg,East,Full-time,0.58425,59,59,0.45741,0.71109
1994,Mecklenburg-Western Pomerania,East,Full-time,0.66620,57,57,0.54269,0.78971
1994,Saxony,East,Full-time,0.55911,118,198,0.48978,0.62844
1994,Saxony,East,Part-time,0.19680,41,198,0.14128,0.25232
1994,Saxony,East,Either,0.18528,39,198,0.13103,0.23954
1994,Saxony-Anhalt,East,Full-time,0.58926,67,67,0.47057,0.70796
1994,Thuringa,East,Full-time,0.62612,76,76,0.51662,0.73562
1995,Lower Saxony,West,Full-time,0.43971,82,137,0.35629,0.52314
1995,Lower Saxony,West,Part-time,0.31915,55,137,0.24081,0.39750
1995,North Rhine-Westphalia,West,Full-time,0.45112,197,423,0.40364,0.49860
1995,North Rhine-Westphalia,West,Part-time,0.36317,145,423,0.31728,0.40905
1995,North Rhine-Westphalia,West,Either,0.11408,49,423,0.08375,0.14441
1995,North Rhine-Westphalia,West,I'm not sure yet,0.07163,32,423,0.04703,0.09624
1995,Hesse,West,Full-time,0.46105,62,111,0.36789,0.55420
1995,Hesse,West,Part-time,0.38486,49,111,0.29393,0.47579
1995,"Rhineland-Palatinate, Saarland",West,Full-time,0.49337,53,84,0.38581,0.60093
1995,"Rhineland-Palatinate, Saarland",West,Part-time,0.25022,31,84,0.15703,0.34340
1995,Baden-Wuerttemberg,West,Full-time,0.43190,140,266,0.37226,0.49154
1995,Baden-Wuerttemberg,West,Part-time,0.36489,87,266,0.30693,0.42285
1995,Baden-Wuerttemberg,West,Either,0.13301,39,266,0.09213,0.17390
1995,Bavaria,West,Full-time,0.44133,106,207,0.37352,0.50914
1995,Bavaria,West,Part-time,0.39373,101,207,0.32701,0.46045
1995,Berlin,West,Full-time,0.52240,32,32,0.34656,0.69823
1995,Brandenburg,East,Full-time,0.50716,49,49,0.36573,0.64860
1995,Mecklenburg-Western Pomerania,East,Full-time,0.69890,51,51,0.57175,0.82606
1995,Saxony,East,Full-time,0.51870,101,183,0.44611,0.59130
1995,Saxony,East,Part-time,0.23332,40,183,0.17188,0.29477
1995,Saxony,East,Either,0.21722,42,183,0.15731,0.27713
1995,Saxony-Anhalt,East,Full-time,0.58694,70,70,0.47076,0.70312
1995,Thuringa,East,Full-time,0.55337,57,57,0.42316,0.68358
1996,Lower Saxony,West,Full-time,0.45368,79,135,0.36939,0.53798
1996,Lower Saxony,West,Part-time,0.35507,56,135,0.27405,0.43609
1996,North Rhine-Westphalia,West,Full-time,0.41674,190,426,0.36987,0.46361
1996,North Rhine-Westphalia,West,Part-time,0.35145,145,426,0.30606,0.39684
1996,North Rhine-Westphalia,West,Either,0.13773,49,426,0.10497,0.17050
1996,North Rhine-Westphalia,West,I'm not sure yet,0.09408,42,426,0.06633,0.12184
1996,Hesse,West,Full-time,0.50388,68,109,0.40959,0.59818
1996,Hesse,West,Part-time,0.33466,41,109,0.24566,0.42365
1996,"Rhineland-Palatinate, Saarland",West,Full-time,0.33919,34,77,0.23275,0.44563
1996,"Rhineland-Palatinate, Saarland",West,Part-time,0.43656,43,77,0.32506,0.54807
1996,Baden-Wuerttemberg,West,Full-time,0.39221,122,254,0.33205,0.45238
1996,Baden-Wuerttemberg,West,Part-time,0.40403,88,254,0.34357,0.46450
1996,Baden-Wuerttemberg,West,Either,0.11858,44,254,0.07875,0.15842
1996,Bavaria,West,Full-time,0.50182,117,200,0.43235,0.57129
1996,Bavaria,West,Part-time,0.31356,83,200,0.24910,0.37802
1996,Brandenburg,East,Full-time,0.60548,68,68,0.48845,0.72251
1996,Mecklenburg-Western Pomerania,East,Full-time,0.59573,53,53,0.46234,0.72912
1996,Saxony,East,Full-time,0.46236,92,174,0.38806,0.53665
1996,Saxony,East,Part-time,0.19800,34,174,0.13861,0.25738
1996,Saxony,East,Either,0.28678,48,174,0.21938,0.35417
1996,Saxony-Anhalt,East,Full-time,0.63627,77,77,0.52811,0.74443
1996,Thuringa,East,Full-time,0.59993,69,69,0.48349,0.71638
1997,Lower Saxony,West,Full-time,0.42132,66,120,0.33261,0.51004
1997,Lower Saxony,West,Part-time,0.30940,54,120,0.22634,0.39245
1997,North Rhine-Westphalia,West,Full-time,0.44016,185,373,0.38971,0.49060
1997,North Rhine-Westphalia,West,Part-time,0.32878,129,373,0.28104,0.37652
1997,North Rhine-Westphalia,West,Either,0.16039,59,373,0.12310,0.19768
1997,Hesse,West,Full-time,0.45728,54,111,0.36419,0.55038
1997,Hesse,West,Part-time,0.40911,57,111,0.31722,0.50099
1997,"Rhineland-Palatinate, Saarland",West,Full-time,0.40633,41,87,0.30253,0.51014
1997,"Rhineland-Palatinate, Saarland",West,Part-time,0.39021,46,87,0.28711,0.49331
1997,Baden-Wuerttemberg,West,Full-time,0.42288,136,276,0.36449,0.48127
1997,Baden-Wuerttemberg,West,Part-time,0.33520,90,276,0.27941,0.39099
1997,Baden-Wuerttemberg,West,Either,0.16929,50,276,0.12497,0.21361
1997,Bavaria,West,Full-time,0.44719,111,215,0.38057,0.51380
1997,Bavaria,West,Part-time,0.39169,104,215,0.32629,0.45709
1997,Brandenburg,East,Full-time,0.58752,57,57,0.45859,0.71646
1997,Mecklenburg-Western Pomerania,East,Full-time,0.61206,46,46,0.46968,0.75443
1997,Saxony,East,Full-time,0.48701,89,167,0.41097,0.56305
1997,Saxony,East,Part-time,0.16055,32,167,0.10470,0.21640
1997,Saxony,East,Either,0.27033,46,167,0.20277,0.33790
1997,Saxony-Anhalt,East,Full-time,0.58423,71,102,0.48811,0.68035
1997,Saxony-Anhalt,East,Either,0.29253,31,102,0.20381,0.38125
1997,Thuringa,East,Full-time,0.46966,66,104,0.37328,0.56605
1997,Thuringa,East,Either,0.31574,38,104,0.22598,0.40551
1998,Lower Saxony,West,Full-time,0.44531,66,121,0.35639,0.53424
1998,Lower Saxony,West,Part-time,0.34403,55,121,0.25903,0.42902
1998,North Rhine-Westphalia,West,Full-time,0.46921,204,439,0.42247,0.51595
1998,North Rhine-Westphalia,West,Part-time,0.33572,142,439,0.29149,0.37995
1998,North Rhine-Westphalia,West,Either,0.11971,55,439,0.08931,0.15011
1998,North Rhine-Westphalia,West,I'm not sure yet,0.07536,38,439,0.05064,0.10008
1998,Hesse,West,Full-time,0.42487,52,107,0.33077,0.51898
1998,Hesse,West,Part-time,0.42571,55,107,0.33158,0.51984
1998,"Rhineland-Palatinate, Saarland",West,Full-time,0.33372,36,84,0.23227,0.43516
1998,"Rhineland-Palatinate, Saarland",West,Part-time,0.42150,48,84,0.31527,0.52774
1998,Baden-Wuerttemberg,West,Full-time,0.44730,126,222,0.38174,0.51285
1998,Baden-Wuerttemberg,West,Part-time,0.33990,96,222,0.27744,0.40235
1998,Bavaria,West,Full-time,0.40719,111,223,0.34256,0.47183
1998,Bavaria,West,Part-time,0.37463,112,223,0.31096,0.43830
1998,Brandenburg,East,Full-time,0.62961,74,74,0.51883,0.74039
1998,Mecklenburg-Western Pomerania,East,Full-time,0.58803,47,47,0.44579,0.73026
1998,Saxony,East,Full-time,0.49182,109,197,0.42183,0.56181
1998,Saxony,East,Part-time,0.15743,31,197,0.10644,0.20842
1998,Saxony,East,Either,0.31474,57,197,0.24972,0.37976
1998,Saxony-Anhalt,East,Full-time,0.55537,72,72,0.43978,0.67095
1998,Thuringa,East,Full-time,0.63533,85,85,0.53240,0.73827
1999,Lower Saxony,West,Full-time,0.52656,71,109,0.43240,0.62073
1999,Lower Saxony,West,Part-time,0.24162,38,109,0.16088,0.32235
1999,North Rhine-Westphalia,West,Full-time,0.41365,156,368,0.36326,0.46403
1999,North Rhine-Westphalia,West,Part-time,0.33253,121,368,0.28433,0.38073
1999,North Rhine-Westphalia,West,Either,0.17110,58,368,0.13257,0.20963
1999,North Rhine-Westphalia,West,I'm not sure yet,0.08272,33,368,0.05454,0.11090
1999,Hesse,West,Full-time,0.45020,50,88,0.34565,0.55474
1999,Hesse,West,Part-time,0.35873,38,88,0.25795,0.45952
1999,"Rhineland-Palatinate, Saarland",West,Part-time,0.33165,35,35,0.17339,0.48991
1999,Baden-Wuerttemberg,West,Full-time,0.45137,109,230,0.38692,0.51582
1999,Baden-Wuerttemberg,West,Part-time,0.37112,90,230,0.30854,0.43369
1999,Baden-Wuerttemberg,West,Either,0.11151,31,230,0.07074,0.15228
1999,Bavaria,West,Full-time,0.38776,75,163,0.31273,0.46279
1999,Bavaria,West,Part-time,0.41834,88,163,0.34238,0.49430
1999,Brandenburg,East,Full-time,0.63816,58,58,0.51341,0.76291
1999,Mecklenburg-Western Pomerania,East,Full-time,0.66840,37,37,0.51461,0.82219
1999,Saxony,East,Full-time,0.53591,110,187,0.46424,0.60758
1999,Saxony,East,Part-time,0.19383,39,187,0.13702,0.25064
1999,Saxony,East,Either,0.19725,38,187,0.14006,0.25444
1999,Saxony-Anhalt,East,Full-time,0.60773,75,75,0.49649,0.71898
1999,Thuringa,East,Full-time,0.58077,66,66,0.46081,0.70073
2000,Schleswig-Holstein,West,Full-time,0.40289,32,65,0.28272,0.52306
2000,Schleswig-Holstein,West,Part-time,0.42906,33,65,0.30780,0.55032
2000,Lower Saxony,West,Full-time,0.42050,98,229,0.35642,0.48457
2000,Lower Saxony,West,Part-time,0.34970,94,229,0.28780,0.41161
2000,Lower Saxony,West,Either,0.15140,37,229,0.10487,0.19793
2000,North Rhine-Westphalia,West,Full-time,0.42877,291,665,0.39112,0.46641
2000,North Rhine-Westphalia,West,Part-time,0.34421,238,665,0.30807,0.38035
2000,North Rhine-Westphalia,West,Either,0.13916,84,665,0.11283,0.16549
2000,North Rhine-Westphalia,West,I'm not sure yet,0.08786,52,665,0.06633,0.10940
2000,Hesse,West,Full-time,0.42350,104,214,0.35714,0.48985
2000,Hesse,West,Part-time,0.42146,110,214,0.35515,0.48778
2000,"Rhineland-Palatinate, Saarland",West,Full-time,0.36811,71,184,0.29824,0.43799
2000,"Rhineland-Palatinate, Saarland",West,Part-time,0.38304,80,184,0.31260,0.45347
2000,"Rhineland-Palatinate, Saarland",West,Either,0.15834,33,184,0.10545,0.21123
2000,Baden-Wuerttemberg,West,Full-time,0.42981,183,378,0.37983,0.47978
2000,Baden-Wuerttemberg,West,Part-time,0.40709,159,378,0.35750,0.45669
2000,Baden-Wuerttemberg,West,Either,0.09083,36,378,0.06182,0.11984
2000,Bavaria,West,Full-time,0.38178,148,395,0.33381,0.42975
2000,Bavaria,West,Part-time,0.35627,160,395,0.30899,0.40356
2000,Bavaria,West,Either,0.13115,42,395,0.09782,0.16448
2000,Bavaria,West,I'm not sure yet,0.13080,45,395,0.09750,0.16409
2000,Berlin,West,Full-time,0.47373,39,39,0.31497,0.63249
2000,Berlin,East,Full-time,0.46270,31,31,0.28428,0.64112
2000,Brandenburg,East,Full-time,0.62158,96,141,0.54124,0.70192
2000,Brandenburg,East,Either,0.25476,45,141,0.18258,0.32693
2000,Mecklenburg-Western Pomerania,East,Full-time,0.70357,62,62,0.58896,0.81817
2000,Saxony,East,Full-time,0.53270,175,301,0.47624,0.58916
2000,Saxony,East,Part-time,0.17011,55,301,0.12759,0.21263
2000,Saxony,East,Either,0.22664,71,301,0.17926,0.27402
2000,Saxony-Anhalt,East,Full-time,0.66353,115,115,0.57679,0.75027
2000,Thuringa,East,Full-time,0.63469,106,144,0.55577,0.71361
2000,Thuringa,East,Either,0.22666,38,144,0.15804,0.29528
2001,Schleswig-Holstein,West,Full-time,0.35262,31,31,0.18165,0.52359
2001,Lower Saxony,West,Full-time,0.48358,109,199,0.41397,0.55319
2001,Lower Saxony,West,Part-time,0.33142,90,199,0.26586,0.39699
2001,North Rhine-Westphalia,West,Full-time,0.46040,256,582,0.41987,0.50093
2001,North Rhine-Westphalia,West,Part-time,0.33890,204,582,0.30041,0.37739
2001,North Rhine-Westphalia,West,Either,0.10212,58,582,0.07750,0.12675
2001,North Rhine-Westphalia,West,I'm not sure yet,0.09857,64,582,0.07434,0.12281
2001,Hesse,West,Full-time,0.46857,90,171,0.39355,0.54358
2001,Hesse,West,Part-time,0.37157,81,171,0.29893,0.44421
2001,"Rhineland-Palatinate, Saarland",West,Full-time,0.41023,73,161,0.33401,0.48644
2001,"Rhineland-Palatinate, Saarland",West,Part-time,0.41346,88,161,0.33715,0.48977
2001,Baden-Wuerttemberg,West,Full-time,0.41475,141,293,0.35824,0.47126
2001,Baden-Wuerttemberg,West,Part-time,0.37329,113,293,0.31781,0.42877
2001,Baden-Wuerttemberg,West,I'm not sure yet,0.11793,39,293,0.08094,0.15493
2001,Bavaria,West,Full-time,0.44567,147,325,0.39155,0.49979
2001,Bavaria,West,Part-time,0.39681,137,325,0.34354,0.45008
2001,Bavaria,West,I'm not sure yet,0.10228,41,325,0.06928,0.13527
2001,Berlin,West,Full-time,0.47849,36,36,0.31299,0.64399
2001,Berlin,East,Full-time,0.65759,37,37,0.50258,0.81259
2001,Brandenburg,East,Full-time,0.65440,89,89,0.55504,0.75377
2001,Mecklenburg-Western Pomerania,East,Full-time,0.69838,50,50,0.56987,0.82689
2001,Saxony,East,Full-time,0.60457,167,260,0.54502,0.66412
2001,Saxony,East,Part-time,0.15839,45,260,0.11393,0.20286
2001,Saxony,East,Either,0.18867,48,260,0.14102,0.23632
2001,Saxony-Anhalt,East,Full-time,0.68449,116,116,0.59955,0.76943
2001,Thuringa,East,Full-time,0.63397,107,142,0.55446,0.71348
2001,Thuringa,East,Either,0.18389,35,142,0.11995,0.24783
2002,Schleswig-Holstein,West,Part-time,0.41853,33,33,0.24760,0.58945
2002,Lower Saxony,West,Full-time,0.49345,113,211,0.42583,0.56107
2002,Lower Saxony,West,Part-time,0.35230,98,211,0.28769,0.41691
2002,North Rhine-Westphalia,West,Full-time,0.46191,297,638,0.42319,0.50063
2002,North Rhine-Westphalia,West,Part-time,0.35200,223,638,0.31491,0.38909
2002,North Rhine-Westphalia,West,Either,0.12503,73,638,0.09935,0.15072
2002,North Rhine-Westphalia,West,I'm not sure yet,0.06106,45,638,0.04246,0.07965
2002,Hesse,West,Full-time,0.41751,98,170,0.34316,0.49186
2002,Hesse,West,Part-time,0.40579,72,170,0.33175,0.47982
2002,"Rhineland-Palatinate, Saarland",West,Full-time,0.37926,71,170,0.30610,0.45241
2002,"Rhineland-Palatinate, Saarland",West,Part-time,0.34550,63,170,0.27381,0.41720
2002,"Rhineland-Palatinate, Saarland",West,Either,0.18573,36,170,0.12710,0.24436
2002,Baden-Wuerttemberg,West,Full-time,0.45074,158,368,0.39983,0.50165
2002,Baden-Wuerttemberg,West,Part-time,0.34931,123,368,0.30053,0.39808
2002,Baden-Wuerttemberg,West,Either,0.09588,39,368,0.06575,0.12600
2002,Baden-Wuerttemberg,West,I'm not sure yet,0.10408,48,368,0.07283,0.13532
2002,Bavaria,West,Full-time,0.47399,176,399,0.42494,0.52305
2002,Bavaria,West,Part-time,0.38495,156,399,0.33715,0.43276
2002,Bavaria,West,Either,0.07445,35,399,0.04866,0.10023
2002,Bavaria,West,I'm not sure yet,0.06661,32,399,0.04211,0.09111
2002,Berlin,West,Full-time,0.40310,39,39,0.24714,0.55906
2002,Berlin,East,Full-time,0.52024,34,34,0.34979,0.69070
2002,Brandenburg,East,Full-time,0.66117,110,155,0.58642,0.73593
2002,Brandenburg,East,Either,0.21394,45,155,0.14917,0.27870
2002,Mecklenburg-Western Pomerania,East,Full-time,0.75990,54,54,0.64490,0.87489
