year,bula_h,sampreg,plb0240,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2014,Hesse,West,Either,0.15843,43,251,0.11317,0.20370
2014,"Rhineland-Palatinate, Saarland",West,Full-time,0.44382,94,208,0.37613,0.51150
2014,"Rhineland-Palatinate, Saarland",West,Part-time,0.29946,78,208,0.23706,0.36185
2014,"Rhineland-Palatinate, Saarland",West,Either,0.15599,36,208,0.10656,0.20542
2014,Baden-Wuerttemberg,West,Full-time,0.45745,179,438,0.41074,0.50416
2014,Baden-Wuerttemberg,West,Part-time,0.41221,219,438,0.36606,0.45836
2014,Baden-Wuerttemberg,West,Either,0.09214,40,438,0.06503,0.11926
2014,Bavaria,West,Full-time,0.39844,196,522,0.35640,0.44048
2014,Bavaria,West,Part-time,0.37388,221,522,0.33233,0.41542
2014,Bavaria,West,Either,0.14430,65,522,0.11412,0.17447
2014,Bavaria,West,I'm not sure yet,0.08338,40,522,0.05964,0.10712
2014,Berlin,West,Full-time,0.46693,41,85,0.36024,0.57363
2014,Berlin,West,Part-time,0.39054,44,85,0.28621,0.49488
2014,Brandenburg,East,Full-time,0.50220,60,144,0.42025,0.58415
2014,Brandenburg,East,Part-time,0.19345,40,144,0.12871,0.25820
2014,Brandenburg,East,Either,0.24292,44,144,0.17263,0.31321
2014,Mecklenburg-Western Pomerania,East,Full-time,0.47148,38,38,0.31064,0.63233
2014,Saxony,East,Full-time,0.35019,66,185,0.28127,0.41912
2014,Saxony,East,Part-time,0.23148,66,185,0.17053,0.29242
2014,Saxony,East,Either,0.38389,53,185,0.31361,0.45416
2014,Saxony-Anhalt,East,Full-time,0.61388,87,133,0.53083,0.69694
2014,Saxony-Anhalt,East,Part-time,0.14350,46,133,0.08369,0.20331
2014,Thuringa,East,Full-time,0.40346,49,92,0.30266,0.50426
2014,Thuringa,East,Part-time,0.31558,43,92,0.22009,0.41107
2015,Schleswig-Holstein,West,Full-time,0.44424,53,108,0.35009,0.53839
2015,Schleswig-Holstein,West,Part-time,0.35292,55,108,0.26237,0.44347
2015,Lower Saxony,West,Full-time,0.51033,199,408,0.46177,0.55890
2015,Lower Saxony,West,Part-time,0.32188,146,408,0.27649,0.36727
2015,Lower Saxony,West,Either,0.12112,63,408,0.08942,0.15282
2015,North Rhine-Westphalia,West,Full-time,0.50653,410,985,0.47530,0.53777
2015,North Rhine-Westphalia,West,Part-time,0.30835,364,985,0.27949,0.33721
2015,North Rhine-Westphalia,West,Either,0.13655,141,985,0.11510,0.15801
2015,North Rhine-Westphalia,West,I'm not sure yet,0.04856,70,985,0.03513,0.06200
2015,Hesse,West,Full-time,0.41144,112,275,0.35317,0.46971
2015,Hesse,West,Part-time,0.30505,118,275,0.25053,0.35956
2015,Hesse,West,Either,0.18322,45,275,0.13742,0.22903
2015,"Rhineland-Palatinate, Saarland",West,Full-time,0.42375,99,220,0.35830,0.48920
2015,"Rhineland-Palatinate, Saarland",West,Part-time,0.32880,85,220,0.26658,0.39102
2015,"Rhineland-Palatinate, Saarland",West,Either,0.15981,36,220,0.11128,0.20834
2015,Baden-Wuerttemberg,West,Full-time,0.50538,187,449,0.45909,0.55168
2015,Baden-Wuerttemberg,West,Part-time,0.28546,180,449,0.24364,0.32728
2015,Baden-Wuerttemberg,West,Either,0.12622,44,449,0.09547,0.15698
2015,Baden-Wuerttemberg,West,I'm not sure yet,0.08293,38,449,0.05740,0.10847
2015,Bavaria,West,Full-time,0.36442,204,542,0.32386,0.40497
2015,Bavaria,West,Part-time,0.38833,224,542,0.34726,0.42940
2015,Bavaria,West,Either,0.12216,71,542,0.09457,0.14976
2015,Bavaria,West,I'm not sure yet,0.12509,43,542,0.09721,0.15296
2015,Berlin,West,Full-time,0.32167,35,72,0.21302,0.43033
2015,Berlin,West,Part-time,0.33755,37,72,0.22756,0.44755
2015,Brandenburg,East,Full-time,0.27825,43,126,0.19969,0.35681
2015,Brandenburg,East,Part-time,0.25323,40,126,0.17700,0.32947
2015,Brandenburg,East,Either,0.39415,43,126,0.30848,0.47981
2015,Mecklenburg-Western Pomerania,East,Full-time,0.44118,33,33,0.26915,0.61322
2015,Saxony,East,Full-time,0.45504,72,181,0.38229,0.52779
2015,Saxony,East,Part-time,0.29310,72,181,0.22660,0.35960
2015,Saxony,East,Either,0.20584,37,181,0.14677,0.26490
2015,Saxony-Anhalt,East,Full-time,0.44763,60,138,0.36436,0.53090
2015,Saxony-Anhalt,East,Part-time,0.21909,42,138,0.14982,0.28835
2015,Saxony-Anhalt,East,Either,0.28397,36,138,0.20847,0.35948
2015,Thuringa,East,Full-time,0.60920,63,63,0.48774,0.73065
2016,Schleswig-Holstein,West,Full-time,0.37837,49,103,0.28425,0.47249
2016,Schleswig-Holstein,West,Part-time,0.40540,54,103,0.31012,0.50069
2016,Lower Saxony,West,Full-time,0.46750,136,310,0.41186,0.52313
2016,Lower Saxony,West,Part-time,0.30009,122,310,0.24899,0.35119
2016,Lower Saxony,West,Either,0.15598,52,310,0.11552,0.19643
2016,North Rhine-Westphalia,West,Full-time,0.44998,307,786,0.41517,0.48478
2016,North Rhine-Westphalia,West,Part-time,0.34696,323,786,0.31366,0.38026
2016,North Rhine-Westphalia,West,Either,0.12837,89,786,0.10497,0.15177
2016,North Rhine-Westphalia,West,I'm not sure yet,0.07470,67,786,0.05630,0.09309
2016,Hesse,West,Full-time,0.38804,88,189,0.31838,0.45769
2016,Hesse,West,Part-time,0.34474,101,189,0.27680,0.41268
2016,"Rhineland-Palatinate, Saarland",West,Full-time,0.48994,87,200,0.42049,0.55940
2016,"Rhineland-Palatinate, Saarland",West,Part-time,0.29540,68,200,0.23201,0.35879
2016,"Rhineland-Palatinate, Saarland",West,Either,0.16251,45,200,0.11126,0.21377
2016,Baden-Wuerttemberg,West,Full-time,0.47602,152,335,0.42245,0.52958
2016,Baden-Wuerttemberg,West,Part-time,0.30732,141,335,0.25784,0.35680
2016,Baden-Wuerttemberg,West,Either,0.14561,42,335,0.10778,0.18344
2016,Bavaria,West,Full-time,0.41539,158,438,0.36918,0.46159
2016,Bavaria,West,Part-time,0.39257,194,438,0.34679,0.43836
2016,Bavaria,West,Either,0.09745,50,438,0.06964,0.12526
2016,Bavaria,West,I'm not sure yet,0.09459,36,438,0.06715,0.12203
2016,Berlin,West,Full-time,0.44920,32,32,0.27409,0.62430
2016,Brandenburg,East,Full-time,0.40943,42,74,0.29663,0.52223
2016,Brandenburg,East,Either,0.31368,32,74,0.20724,0.42012
2016,Saxony,East,Full-time,0.35636,63,156,0.28096,0.43176
2016,Saxony,East,Part-time,0.31498,50,156,0.24185,0.38811
2016,Saxony,East,Either,0.21784,43,156,0.15286,0.28282
2016,Saxony-Anhalt,East,Full-time,0.51883,61,92,0.41617,0.62148
2016,Saxony-Anhalt,East,Part-time,0.17312,31,92,0.09538,0.25085
2016,Thuringa,East,Full-time,0.48605,48,48,0.34316,0.62895
2017,Schleswig-Holstein,West,Full-time,0.60533,109,225,0.54132,0.66934
2017,Schleswig-Holstein,West,Part-time,0.16332,67,225,0.11491,0.21173
2017,Schleswig-Holstein,West,Either,0.18473,49,225,0.13391,0.23555
2017,Hamburg,West,Full-time,0.33939,34,65,0.22338,0.45540
2017,Hamburg,West,Part-time,0.36197,31,65,0.24423,0.47971
2017,Lower Saxony,West,Full-time,0.48626,225,517,0.44314,0.52939
2017,Lower Saxony,West,Part-time,0.31004,193,517,0.27014,0.34995
2017,Lower Saxony,West,Either,0.14679,67,517,0.11626,0.17733
2017,Lower Saxony,West,I'm not sure yet,0.05690,32,517,0.03691,0.07689
2017,North Rhine-Westphalia,West,Full-time,0.40525,533,1153,0.37690,0.43360
2017,North Rhine-Westphalia,West,Part-time,0.35778,410,1153,0.33010,0.38546
2017,North Rhine-Westphalia,West,Either,0.15491,120,1153,0.13402,0.17580
2017,North Rhine-Westphalia,West,I'm not sure yet,0.08206,90,1153,0.06622,0.09791
2017,Hesse,West,Full-time,0.33660,167,417,0.29119,0.38201
2017,Hesse,West,Part-time,0.40427,141,417,0.35711,0.45143
2017,Hesse,West,Either,0.15826,63,417,0.12318,0.19333
2017,Hesse,West,I'm not sure yet,0.10087,46,417,0.07193,0.12981
2017,"Rhineland-Palatinate, Saarland",West,Full-time,0.34981,120,260,0.29173,0.40790
2017,"Rhineland-Palatinate, Saarland",West,Part-time,0.38663,89,260,0.32733,0.44594
2017,"Rhineland-Palatinate, Saarland",West,Either,0.18963,51,260,0.14189,0.23737
2017,Baden-Wuerttemberg,West,Full-time,0.43273,221,555,0.39147,0.47398
2017,Baden-Wuerttemberg,West,Part-time,0.36238,188,555,0.32235,0.40241
2017,Baden-Wuerttemberg,West,Either,0.09762,91,555,0.07291,0.12234
2017,Baden-Wuerttemberg,West,I'm not sure yet,0.10727,55,555,0.08150,0.13304
2017,Bavaria,West,Full-time,0.41766,233,588,0.37777,0.45756
2017,Bavaria,West,Part-time,0.33262,227,588,0.29451,0.37074
2017,Bavaria,West,Either,0.16369,80,588,0.13376,0.19362
2017,Bavaria,West,I'm not sure yet,0.08602,48,588,0.06334,0.10871
2017,Berlin,West,Full-time,0.38202,36,77,0.27278,0.49126
2017,Berlin,West,Part-time,0.36091,41,77,0.25293,0.46888
2017,Berlin,East,Full-time,0.43878,37,37,0.27667,0.60088
2017,Brandenburg,East,Full-time,0.28147,83,178,0.21522,0.34772
2017,Brandenburg,East,Part-time,0.16969,46,178,0.11439,0.22499
2017,Brandenburg,East,Either,0.43199,49,178,0.35902,0.50497
2017,Mecklenburg-Western Pomerania,East,Full-time,0.39722,36,36,0.23511,0.55934
2017,Saxony,East,Full-time,0.44248,123,260,0.38199,0.50297
2017,Saxony,East,Part-time,0.27605,81,260,0.22161,0.33050
2017,Saxony,East,Either,0.23495,56,260,0.18331,0.28658
2017,Saxony-Anhalt,East,Full-time,0.47963,89,184,0.40724,0.55201
2017,Saxony-Anhalt,East,Part-time,0.25221,57,184,0.18929,0.31513
2017,Saxony-Anhalt,East,Either,0.22896,38,184,0.16809,0.28984
2017,Thuringa,East,Full-time,0.46714,68,110,0.37347,0.56080
2017,Thuringa,East,Part-time,0.29521,42,110,0.20958,0.38084
2018,Schleswig-Holstein,West,Full-time,0.35387,86,189,0.28552,0.42222
2018,Schleswig-Holstein,West,Part-time,0.26658,69,189,0.20338,0.32979
2018,Schleswig-Holstein,West,Either,0.30020,34,189,0.23468,0.36572
2018,Hamburg,West,Part-time,0.34718,35,35,0.18715,0.50720
2018,Lower Saxony,West,Full-time,0.49052,258,605,0.45065,0.53039
2018,Lower Saxony,West,Part-time,0.27961,225,605,0.24381,0.31540
2018,Lower Saxony,West,Either,0.18847,74,605,0.15728,0.21966
2018,Lower Saxony,West,I'm not sure yet,0.04140,48,605,0.02552,0.05729
2018,Bremen,West,Full-time,0.40014,44,44,0.25370,0.54657
2018,North Rhine-Westphalia,West,Full-time,0.46803,622,1359,0.44149,0.49457
2018,North Rhine-Westphalia,West,Part-time,0.33177,473,1359,0.30673,0.35681
2018,North Rhine-Westphalia,West,Either,0.09566,116,1359,0.08001,0.11130
2018,North Rhine-Westphalia,West,I'm not sure yet,0.10455,148,1359,0.08827,0.12082
2018,Hesse,West,Full-time,0.39122,213,484,0.34769,0.43474
2018,Hesse,West,Part-time,0.37510,158,484,0.33193,0.41828
2018,Hesse,West,Either,0.17533,79,484,0.14142,0.20924
2018,Hesse,West,I'm not sure yet,0.05835,34,484,0.03745,0.07926
2018,"Rhineland-Palatinate, Saarland",West,Full-time,0.32950,128,271,0.27343,0.38557
2018,"Rhineland-Palatinate, Saarland",West,Part-time,0.35109,87,271,0.29415,0.40802
2018,"Rhineland-Palatinate, Saarland",West,Either,0.23582,56,271,0.18519,0.28646
2018,Baden-Wuerttemberg,West,Full-time,0.38353,236,552,0.34293,0.42413
2018,Baden-Wuerttemberg,West,Part-time,0.41218,182,552,0.37108,0.45328
2018,Baden-Wuerttemberg,West,Either,0.09039,69,552,0.06645,0.11434
2018,Baden-Wuerttemberg,West,I'm not sure yet,0.11390,65,552,0.08737,0.14043
2018,Bavaria,West,Full-time,0.41218,241,615,0.37325,0.45112
2018,Bavaria,West,Part-time,0.37981,241,615,0.34142,0.41820
2018,Bavaria,West,Either,0.11306,80,615,0.08802,0.13811
2018,Bavaria,West,I'm not sure yet,0.09495,53,615,0.07176,0.11813
2018,Berlin,West,Full-time,0.35021,59,120,0.26450,0.43592
2018,Berlin,West,Part-time,0.41178,61,120,0.32336,0.50021
2018,Brandenburg,East,Full-time,0.32085,84,130,0.24029,0.40140
2018,Brandenburg,East,Either,0.27192,46,130,0.19514,0.34870
2018,Mecklenburg-Western Pomerania,East,Full-time,0.30895,40,40,0.16393,0.45397
2018,Saxony,East,Full-time,0.40650,111,251,0.34561,0.46738
2018,Saxony,East,Part-time,0.25484,88,251,0.20083,0.30886
2018,Saxony,East,Either,0.23336,52,251,0.18093,0.28580
2018,Saxony-Anhalt,East,Full-time,0.43255,80,194,0.36265,0.50245
2018,Saxony-Anhalt,East,Part-time,0.21169,52,194,0.15406,0.26933
2018,Saxony-Anhalt,East,Either,0.29610,62,194,0.23169,0.36051
2018,Thuringa,East,Full-time,0.54643,76,130,0.46052,0.63235
2018,Thuringa,East,Part-time,0.21580,54,130,0.14481,0.28679
2019,Schleswig-Holstein,West,Full-time,0.36026,83,157,0.28493,0.43560
2019,Schleswig-Holstein,West,Part-time,0.44986,74,157,0.37180,0.52793
2019,Hamburg,West,Part-time,0.38145,33,33,0.21315,0.54976
2019,Lower Saxony,West,Full-time,0.47316,237,517,0.43008,0.51624
2019,Lower Saxony,West,Part-time,0.32398,172,517,0.28360,0.36436
2019,Lower Saxony,West,Either,0.15675,63,517,0.12538,0.18812
2019,Lower Saxony,West,I'm not sure yet,0.04611,45,517,0.02801,0.06420
2019,Bremen,West,Full-time,0.55342,57,57,0.42321,0.68363
2019,North Rhine-Westphalia,West,Full-time,0.40550,489,1141,0.37700,0.43400
2019,North Rhine-Westphalia,West,Part-time,0.37156,457,1141,0.34351,0.39961
2019,North Rhine-Westphalia,West,Either,0.13247,111,1141,0.11279,0.15215
2019,North Rhine-Westphalia,West,I'm not sure yet,0.09047,84,1141,0.07382,0.10712
2019,Hesse,West,Full-time,0.36165,132,355,0.31160,0.41170
2019,Hesse,West,Part-time,0.38973,118,355,0.33892,0.44053
2019,Hesse,West,Either,0.16338,58,355,0.12487,0.20189
2019,Hesse,West,I'm not sure yet,0.08524,47,355,0.05615,0.11433
2019,"Rhineland-Palatinate, Saarland",West,Full-time,0.34213,99,254,0.28367,0.40060
2019,"Rhineland-Palatinate, Saarland",West,Part-time,0.38819,80,254,0.32814,0.44824
2019,"Rhineland-Palatinate, Saarland",West,Either,0.16228,40,254,0.11684,0.20771
2019,"Rhineland-Palatinate, Saarland",West,I'm not sure yet,0.10739,35,254,0.06924,0.14555
2019,Baden-Wuerttemberg,West,Full-time,0.37348,185,494,0.33078,0.41618
2019,Baden-Wuerttemberg,West,Part-time,0.43401,226,494,0.39026,0.47776
2019,Baden-Wuerttemberg,West,Either,0.10691,41,494,0.07964,0.13419
2019,Baden-Wuerttemberg,West,I'm not sure yet,0.08560,42,494,0.06090,0.11030
2019,Bavaria,West,Full-time,0.37901,199,528,0.33759,0.42043
2019,Bavaria,West,Part-time,0.42248,236,528,0.38031,0.46466
2019,Bavaria,West,Either,0.12339,56,528,0.09531,0.15147
2019,Bavaria,West,I'm not sure yet,0.07511,37,528,0.05261,0.09762
2019,Berlin,West,Full-time,0.38195,44,85,0.27804,0.48585
2019,Berlin,West,Part-time,0.40623,41,85,0.30120,0.51126
2019,Brandenburg,East,Full-time,0.38840,71,147,0.30934,0.46746
2019,Brandenburg,East,Part-time,0.30625,45,147,0.23148,0.38102
2019,Brandenburg,East,Either,0.20921,31,147,0.14323,0.27519
2019,Mecklenburg-Western Pomerania,East,Part-time,0.40718,34,34,0.23955,0.57481
2019,Saxony,East,Full-time,0.32643,80,173,0.25635,0.39651
2019,Saxony,East,Part-time,0.29554,93,173,0.22735,0.36373
2019,Saxony-Anhalt,East,Full-time,0.45981,84,180,0.38680,0.53282
2019,Saxony-Anhalt,East,Part-time,0.22710,57,180,0.16573,0.28848
2019,Saxony-Anhalt,East,Either,0.24354,39,180,0.18066,0.30642
2019,Thuringa,East,Full-time,0.59747,55,100,0.50086,0.69407
2019,Thuringa,East,Part-time,0.19235,45,100,0.11471,0.26999
2020,Schleswig-Holstein,West,Full-time,0.38317,70,114,0.29353,0.47280
2020,Schleswig-Holstein,West,Part-time,0.29705,44,114,0.21279,0.38130
2020,Hamburg,West,Full-time,0.25365,33,73,0.15315,0.35415
2020,Hamburg,West,Part-time,0.54225,40,73,0.42717,0.65733
2020,Lower Saxony,West,Full-time,0.32271,217,505,0.28189,0.36352
2020,Lower Saxony,West,Part-time,0.32106,164,505,0.28030,0.36182
2020,Lower Saxony,West,Either,0.23343,70,505,0.19650,0.27036
2020,Lower Saxony,West,I'm not sure yet,0.12281,54,505,0.09415,0.15146
2020,North Rhine-Westphalia,West,Full-time,0.36749,483,1152,0.33964,0.39535
2020,North Rhine-Westphalia,West,Part-time,0.35747,397,1152,0.32978,0.38516
2020,North Rhine-Westphalia,West,Either,0.12346,148,1152,0.10446,0.14247
2020,North Rhine-Westphalia,West,I'm not sure yet,0.15157,124,1152,0.13086,0.17229
2020,Hesse,West,Full-time,0.36406,143,363,0.31449,0.41363
2020,Hesse,West,Part-time,0.28040,123,363,0.23412,0.32667
2020,Hesse,West,Either,0.14858,51,363,0.11194,0.18522
2020,Hesse,West,I'm not sure yet,0.20696,46,363,0.16523,0.24870
2020,"Rhineland-Palatinate, Saarland",West,Full-time,0.33241,89,245,0.27330,0.39152
2020,"Rhineland-Palatinate, Saarland",West,Part-time,0.29091,73,245,0.23392,0.34790
2020,"Rhineland-Palatinate, Saarland",West,Either,0.22647,42,245,0.17395,0.27899
2020,"Rhineland-Palatinate, Saarland",West,I'm not sure yet,0.15020,41,245,0.10538,0.19503
2020,Baden-Wuerttemberg,West,Full-time,0.40586,191,479,0.36184,0.44989
2020,Baden-Wuerttemberg,West,Part-time,0.39741,190,479,0.35354,0.44128
2020,Baden-Wuerttemberg,West,Either,0.09796,48,479,0.07131,0.12461
2020,Baden-Wuerttemberg,West,I'm not sure yet,0.09876,50,479,0.07202,0.12551
2020,Bavaria,West,Full-time,0.39396,178,508,0.35143,0.43649
2020,Bavaria,West,Part-time,0.39030,211,508,0.34784,0.43276
2020,Bavaria,West,Either,0.10846,65,508,0.08140,0.13553
2020,Bavaria,West,I'm not sure yet,0.10728,54,508,0.08034,0.13422
2020,Berlin,West,Full-time,0.34487,44,82,0.24135,0.44838
2020,Berlin,West,Part-time,0.45703,38,82,0.34854,0.56552
2020,Brandenburg,East,Full-time,0.45351,64,100,0.35544,0.55157
2020,Brandenburg,East,Part-time,0.20977,36,100,0.12956,0.28997
2020,Saxony,East,Full-time,0.36044,89,204,0.29439,0.42649
2020,Saxony,East,Part-time,0.26124,78,204,0.20080,0.32167
2020,Saxony,East,Either,0.20074,37,204,0.14564,0.25585
2020,Saxony-Anhalt,East,Full-time,0.36153,74,154,0.28540,0.43766
2020,Saxony-Anhalt,East,Part-time,0.23003,49,154,0.16334,0.29671
2020,Saxony-Anhalt,East,Either,0.31995,31,154,0.24604,0.39387
2020,Thuringa,East,Full-time,0.46029,61,111,0.36715,0.55344
2020,Thuringa,East,Part-time,0.25304,50,111,0.17179,0.33429
2021,Schleswig-Holstein,West,Full-time,0.25958,37,144,0.18772,0.33143
2021,Schleswig-Holstein,West,Part-time,0.37936,69,144,0.29983,0.45890
2021,Schleswig-Holstein,West,Either,0.26954,38,144,0.19681,0.34227
2021,Lower Saxony,West,Full-time,0.41837,122,311,0.36346,0.47329
2021,Lower Saxony,West,Part-time,0.33378,105,311,0.28128,0.38627
2021,Lower Saxony,West,Either,0.15270,49,311,0.11266,0.19274
2021,Lower Saxony,West,I'm not sure yet,0.09515,35,311,0.06248,0.12781
2021,North Rhine-Westphalia,West,Full-time,0.32536,221,737,0.29151,0.35920
2021,North Rhine-Westphalia,West,Part-time,0.41503,326,737,0.37943,0.45063
2021,North Rhine-Westphalia,West,Either,0.15341,114,737,0.12737,0.17945
2021,North Rhine-Westphalia,West,I'm not sure yet,0.10620,76,737,0.08395,0.12846
2021,Hesse,West,Full-time,0.32226,61,264,0.26578,0.37874
2021,Hesse,West,Part-time,0.35375,93,264,0.29597,0.41154
2021,Hesse,West,Either,0.24985,78,264,0.19752,0.30217
2021,Hesse,West,I'm not sure yet,0.07414,32,264,0.04248,0.10581
2021,"Rhineland-Palatinate, Saarland",West,Full-time,0.27485,65,165,0.20653,0.34318
2021,"Rhineland-Palatinate, Saarland",West,Part-time,0.25286,63,165,0.18634,0.31939
2021,"Rhineland-Palatinate, Saarland",West,Either,0.26895,37,165,0.20109,0.33682
2021,Baden-Wuerttemberg,West,Full-time,0.34685,107,280,0.29100,0.40270
2021,Baden-Wuerttemberg,West,Part-time,0.46200,127,280,0.40350,0.52050
2021,Baden-Wuerttemberg,West,Either,0.12999,46,280,0.09053,0.16945
2021,Bavaria,West,Full-time,0.34246,107,335,0.29157,0.39336
2021,Bavaria,West,Part-time,0.38249,134,335,0.33037,0.43461
2021,Bavaria,West,Either,0.13417,57,335,0.09762,0.17073
2021,Bavaria,West,I'm not sure yet,0.14087,37,335,0.10356,0.17818
2021,Berlin,West,Part-time,0.33604,38,38,0.18384,0.48824
2021,Saxony,East,Full-time,0.48788,58,108,0.39317,0.58259
2021,Saxony,East,Part-time,0.22591,50,108,0.14668,0.30515
2021,Saxony-Anhalt,East,Full-time,0.37190,32,32,0.20176,0.54203
2021,Thuringa,East,Part-time,0.36730,40,40,0.21601,0.51860
2022,Schleswig-Holstein,West,Full-time,0.28620,41,103,0.19849,0.37392
2022,Schleswig-Holstein,West,Part-time,0.53856,62,103,0.44182,0.63531
2022,Lower Saxony,West,Full-time,0.30737,106,361,0.25970,0.35503
2022,Lower Saxony,West,Part-time,0.40177,151,361,0.35113,0.45241
2022,Lower Saxony,West,Either,0.19366,60,361,0.15284,0.23448
2022,Lower Saxony,West,I'm not sure yet,0.09721,44,361,0.06660,0.12781
2022,North Rhine-Westphalia,West,Full-time,0.31611,273,890,0.28555,0.34668
2022,North Rhine-Westphalia,West,Part-time,0.42234,375,890,0.38987,0.45481
2022,North Rhine-Westphalia,West,Either,0.12724,126,890,0.10533,0.14914
2022,North Rhine-Westphalia,West,I'm not sure yet,0.13430,116,890,0.11189,0.15672
2022,Hesse,West,Full-time,0.50413,83,224,0.43851,0.56976
2022,Hesse,West,Part-time,0.30154,110,224,0.24130,0.36177
2022,Hesse,West,Either,0.07916,31,224,0.04372,0.11460
2022,"Rhineland-Palatinate, Saarland",West,Full-time,0.18173,47,136,0.11668,0.24678
2022,"Rhineland-Palatinate, Saarland",West,Part-time,0.54005,89,136,0.45598,0.62413
2022,Baden-Wuerttemberg,West,Full-time,0.39301,136,386,0.34422,0.44180
2022,Baden-Wuerttemberg,West,Part-time,0.34926,144,386,0.30164,0.39688
2022,Baden-Wuerttemberg,West,Either,0.13404,62,386,0.10001,0.16808
2022,Baden-Wuerttemberg,West,I'm not sure yet,0.12368,44,386,0.09080,0.15657
2022,Bavaria,West,Full-time,0.34463,118,392,0.29752,0.39174
2022,Bavaria,West,Part-time,0.38916,174,392,0.34083,0.43748
2022,Bavaria,West,Either,0.17584,64,392,0.13811,0.21357
2022,Bavaria,West,I'm not sure yet,0.09037,36,392,0.06195,0.11879
2022,Berlin,West,Full-time,0.33056,39,90,0.23283,0.42829
2022,Berlin,West,Part-time,0.42215,51,90,0.31954,0.52477
2022,Brandenburg,East,Full-time,0.46493,48,100,0.36668,0.56318
2022,Brandenburg,East,Part-time,0.39648,52,100,0.30012,0.49284
2022,Saxony,East,Full-time,0.31693,68,184,0.24952,0.38435
2022,Saxony,East,Part-time,0.37424,81,184,0.30413,0.44436
2022,Saxony,East,Either,0.16886,35,184,0.11458,0.22314
2022,Saxony-Anhalt,East,Full-time,0.39201,43,83,0.28634,0.49768
2022,Saxony-Anhalt,East,Part-time,0.27931,40,83,0.18220,0.37642
2022,Thuringa,East,Full-time,0.41312,40,87,0.30905,0.51719
2022,Thuringa,East,Part-time,0.38668,47,87,0.28375,0.48960
