year,bula_h,quintil_oecd,plb0240,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,North Rhine-Westphalia,1st Quintile,Part-time,0.28922,43,116,0.20635,0.37209
1995,North Rhine-Westphalia,2nd Quintile,Full-time,0.35511,39,85,0.25277,0.45744
1995,North Rhine-Westphalia,2nd Quintile,Part-time,0.47737,46,85,0.37056,0.58419
1995,North Rhine-Westphalia,4th Quintile,Full-time,0.47157,31,31,0.29293,0.65020
1995,Baden-Wuerttemberg,1st Quintile,Full-time,0.49677,52,52,0.35954,0.63399
1995,Saxony,1st Quintile,Full-time,0.52169,38,38,0.36073,0.68265
1996,North Rhine-Westphalia,1st Quintile,Full-time,0.48024,69,109,0.38602,0.57447
1996,North Rhine-Westphalia,1st Quintile,Part-time,0.28668,40,109,0.20139,0.37197
1996,North Rhine-Westphalia,2nd Quintile,Full-time,0.35815,43,81,0.25308,0.46321
1996,North Rhine-Westphalia,2nd Quintile,Part-time,0.36601,38,81,0.26045,0.47156
1996,North Rhine-Westphalia,3rd Quintile,Full-time,0.42512,33,64,0.30304,0.54719
1996,North Rhine-Westphalia,3rd Quintile,Part-time,0.39927,31,64,0.27833,0.52020
1996,Hesse,1st Quintile,Full-time,0.63363,33,33,0.46670,0.80057
1996,Baden-Wuerttemberg,1st Quintile,Full-time,0.33161,44,44,0.19090,0.47233
1996,Saxony,1st Quintile,Full-time,0.41197,32,32,0.23871,0.58524
1996,Thuringa,1st Quintile,Full-time,0.64396,31,31,0.47262,0.81531
1997,Lower Saxony,1st Quintile,Full-time,0.60168,31,31,0.42650,0.77687
1997,North Rhine-Westphalia,1st Quintile,Full-time,0.49414,72,107,0.39896,0.58932
1997,North Rhine-Westphalia,1st Quintile,Part-time,0.24689,35,107,0.16481,0.32898
1997,North Rhine-Westphalia,2nd Quintile,Full-time,0.40012,41,79,0.29139,0.50884
1997,North Rhine-Westphalia,2nd Quintile,Part-time,0.38686,38,79,0.27877,0.49494
1997,North Rhine-Westphalia,3rd Quintile,Full-time,0.41786,31,31,0.24137,0.59435
1997,Baden-Wuerttemberg,1st Quintile,Full-time,0.41296,42,42,0.26225,0.56368
1997,Baden-Wuerttemberg,2nd Quintile,Full-time,0.44264,38,38,0.28259,0.60268
1997,Bavaria,2nd Quintile,Part-time,0.50880,32,32,0.33282,0.68479
1998,North Rhine-Westphalia,1st Quintile,Full-time,0.47872,73,116,0.38742,0.57003
1998,North Rhine-Westphalia,1st Quintile,Part-time,0.28220,43,116,0.19994,0.36446
1998,North Rhine-Westphalia,2nd Quintile,Full-time,0.45553,35,67,0.33538,0.57568
1998,North Rhine-Westphalia,2nd Quintile,Part-time,0.38421,32,67,0.26686,0.50156
1998,Baden-Wuerttemberg,1st Quintile,Full-time,0.51538,47,47,0.37095,0.65980
1998,Bavaria,2nd Quintile,Part-time,0.47200,31,31,0.29336,0.65064
1999,North Rhine-Westphalia,1st Quintile,Full-time,0.42544,52,90,0.32272,0.52816
1999,North Rhine-Westphalia,1st Quintile,Part-time,0.25747,38,90,0.16663,0.34831
1999,North Rhine-Westphalia,2nd Quintile,Full-time,0.43104,46,81,0.32252,0.53956
1999,North Rhine-Westphalia,2nd Quintile,Part-time,0.36196,35,81,0.25665,0.46726
1999,Baden-Wuerttemberg,1st Quintile,Full-time,0.59105,43,43,0.44236,0.73974
1999,Saxony,2nd Quintile,Full-time,0.58998,37,37,0.42932,0.75065
1999,Saxony-Anhalt,1st Quintile,Full-time,0.56926,32,32,0.39494,0.74357
2000,Lower Saxony,1st Quintile,Full-time,0.63150,31,31,0.45888,0.80413
2000,North Rhine-Westphalia,1st Quintile,Full-time,0.46939,53,89,0.36512,0.57366
2000,North Rhine-Westphalia,1st Quintile,Part-time,0.28879,36,89,0.19410,0.38348
2000,North Rhine-Westphalia,2nd Quintile,Full-time,0.43300,38,71,0.31693,0.54908
2000,North Rhine-Westphalia,2nd Quintile,Part-time,0.32459,33,71,0.21490,0.43428
2000,Baden-Wuerttemberg,1st Quintile,Full-time,0.56265,46,46,0.41771,0.70759
2000,Saxony,1st Quintile,Full-time,0.47576,43,43,0.32472,0.62680
2000,Saxony,2nd Quintile,Full-time,0.52484,33,33,0.35181,0.69787
2000,Thuringa,1st Quintile,Full-time,0.69902,33,33,0.54010,0.85795
2001,Lower Saxony,1st Quintile,Full-time,0.53784,41,41,0.38333,0.69235
2001,North Rhine-Westphalia,1st Quintile,Full-time,0.53005,98,149,0.44964,0.61046
2001,North Rhine-Westphalia,1st Quintile,Part-time,0.25097,51,149,0.18112,0.32083
2001,North Rhine-Westphalia,2nd Quintile,Full-time,0.46077,53,97,0.36105,0.56048
2001,North Rhine-Westphalia,2nd Quintile,Part-time,0.31978,44,97,0.22648,0.41307
2001,North Rhine-Westphalia,3rd Quintile,Full-time,0.40739,38,86,0.30293,0.51184
2001,North Rhine-Westphalia,3rd Quintile,Part-time,0.45466,48,86,0.34880,0.56052
2001,North Rhine-Westphalia,4th Quintile,Full-time,0.47796,41,41,0.32316,0.63276
2001,North Rhine-Westphalia,5th Quintile,Part-time,0.49182,31,31,0.31292,0.67072
2001,Baden-Wuerttemberg,1st Quintile,Full-time,0.42670,41,41,0.27342,0.57998
2001,Baden-Wuerttemberg,2nd Quintile,Full-time,0.43741,37,37,0.27536,0.59946
2001,Bavaria,1st Quintile,Full-time,0.49921,40,40,0.34228,0.65613
2001,Bavaria,2nd Quintile,Part-time,0.44755,37,37,0.28512,0.60998
2001,Bavaria,3rd Quintile,Part-time,0.51428,32,32,0.33834,0.69022
2001,Bavaria,4th Quintile,Full-time,0.52989,34,34,0.35960,0.70018
2001,Brandenburg,1st Quintile,Full-time,0.65964,34,34,0.49797,0.82131
2001,Saxony,1st Quintile,Full-time,0.60016,67,67,0.48198,0.71835
2001,Saxony,2nd Quintile,Full-time,0.53980,47,47,0.39576,0.68383
2001,Saxony-Anhalt,1st Quintile,Full-time,0.74198,40,40,0.60465,0.87930
2001,Thuringa,1st Quintile,Full-time,0.76614,56,56,0.65428,0.87801
2002,Lower Saxony,1st Quintile,Full-time,0.50748,32,32,0.33149,0.68347
2002,North Rhine-Westphalia,1st Quintile,Full-time,0.50423,92,149,0.42368,0.58478
2002,North Rhine-Westphalia,1st Quintile,Part-time,0.28963,57,149,0.21655,0.36271
2002,North Rhine-Westphalia,2nd Quintile,Full-time,0.42658,53,101,0.32965,0.52352
2002,North Rhine-Westphalia,2nd Quintile,Part-time,0.38963,48,101,0.29405,0.48521
2002,North Rhine-Westphalia,3rd Quintile,Full-time,0.44539,44,85,0.33910,0.55168
2002,North Rhine-Westphalia,3rd Quintile,Part-time,0.37300,41,85,0.26958,0.47642
2002,North Rhine-Westphalia,4th Quintile,Full-time,0.45723,39,39,0.29884,0.61563
2002,North Rhine-Westphalia,5th Quintile,Full-time,0.34459,34,69,0.23164,0.45755
2002,North Rhine-Westphalia,5th Quintile,Part-time,0.47159,35,69,0.35294,0.59024
2002,Baden-Wuerttemberg,1st Quintile,Full-time,0.51165,36,36,0.34605,0.67726
2002,Baden-Wuerttemberg,2nd Quintile,Full-time,0.48337,32,32,0.30745,0.65929
2002,Bavaria,1st Quintile,Full-time,0.52498,35,35,0.35712,0.69284
2002,Bavaria,2nd Quintile,Part-time,0.46544,33,33,0.29261,0.63827
2002,Bavaria,3rd Quintile,Full-time,0.49244,34,34,0.32187,0.66302
2002,Bavaria,4th Quintile,Full-time,0.48612,34,34,0.31559,0.65666
2002,Brandenburg,1st Quintile,Full-time,0.65878,34,34,0.49701,0.82054
2002,Saxony,1st Quintile,Full-time,0.59287,65,65,0.47250,0.71324
2002,Saxony-Anhalt,1st Quintile,Full-time,0.69704,52,52,0.57091,0.82316
2002,Thuringa,1st Quintile,Full-time,0.71953,45,45,0.58679,0.85227
2003,Lower Saxony,1st Quintile,Full-time,0.53514,40,40,0.37860,0.69168
2003,North Rhine-Westphalia,1st Quintile,Full-time,0.54238,87,133,0.45739,0.62737
2003,North Rhine-Westphalia,1st Quintile,Part-time,0.22944,46,133,0.15771,0.30117
2003,North Rhine-Westphalia,2nd Quintile,Full-time,0.45352,58,99,0.35496,0.55209
2003,North Rhine-Westphalia,2nd Quintile,Part-time,0.32826,41,99,0.23529,0.42124
2003,North Rhine-Westphalia,3rd Quintile,Full-time,0.42963,37,75,0.31684,0.54242
2003,North Rhine-Westphalia,3rd Quintile,Part-time,0.40135,38,75,0.28967,0.51304
2003,North Rhine-Westphalia,4th Quintile,Full-time,0.40436,37,73,0.29100,0.51772
2003,North Rhine-Westphalia,4th Quintile,Part-time,0.45671,36,73,0.34165,0.57177
2003,North Rhine-Westphalia,5th Quintile,Full-time,0.46478,47,86,0.35875,0.57081
2003,North Rhine-Westphalia,5th Quintile,Part-time,0.32714,39,86,0.22740,0.42688
2003,"Rhineland-Palatinate, Saarland",1st Quintile,Full-time,0.63689,36,36,0.47757,0.79621
2003,Baden-Wuerttemberg,1st Quintile,Full-time,0.51546,39,39,0.35656,0.67436
2003,Baden-Wuerttemberg,3rd Quintile,Full-time,0.37495,31,31,0.20171,0.54819
2003,Baden-Wuerttemberg,4th Quintile,Full-time,0.37040,35,35,0.20808,0.53273
2003,Baden-Wuerttemberg,5th Quintile,Full-time,0.40440,36,36,0.24181,0.56700
2003,Bavaria,1st Quintile,Full-time,0.58774,46,46,0.44392,0.73157
2003,Bavaria,4th Quintile,Full-time,0.55322,33,33,0.38096,0.72547
2003,Bavaria,5th Quintile,Full-time,0.49397,50,82,0.38509,0.60285
2003,Bavaria,5th Quintile,Part-time,0.30234,32,82,0.20232,0.40235
2003,Berlin,1st Quintile,Full-time,0.57689,37,37,0.41550,0.73828
2003,Saxony,1st Quintile,Full-time,0.52216,63,63,0.39782,0.64649
2003,Saxony,2nd Quintile,Full-time,0.63228,48,48,0.49443,0.77014
2003,Saxony,3rd Quintile,Full-time,0.69563,34,34,0.53863,0.85262
2003,Saxony-Anhalt,1st Quintile,Full-time,0.59469,41,41,0.44254,0.74684
2003,Thuringa,1st Quintile,Full-time,0.63569,37,37,0.47848,0.79289
2004,Lower Saxony,1st Quintile,Full-time,0.45516,36,36,0.29018,0.62014
2004,North Rhine-Westphalia,1st Quintile,Full-time,0.54096,86,161,0.46375,0.61818
2004,North Rhine-Westphalia,1st Quintile,Part-time,0.20945,41,161,0.14639,0.27250
2004,North Rhine-Westphalia,1st Quintile,Either,0.21292,34,161,0.14948,0.27635
2004,North Rhine-Westphalia,2nd Quintile,Full-time,0.49523,59,100,0.39675,0.59372
2004,North Rhine-Westphalia,2nd Quintile,Part-time,0.29700,41,100,0.20698,0.38701
2004,North Rhine-Westphalia,3rd Quintile,Full-time,0.54535,59,59,0.41720,0.67350
2004,North Rhine-Westphalia,4th Quintile,Full-time,0.50219,42,74,0.38749,0.61689
2004,North Rhine-Westphalia,4th Quintile,Part-time,0.29879,32,74,0.19379,0.40379
2004,North Rhine-Westphalia,5th Quintile,Full-time,0.41645,54,89,0.31345,0.51945
2004,North Rhine-Westphalia,5th Quintile,Part-time,0.33601,35,89,0.23732,0.43470
2004,Baden-Wuerttemberg,1st Quintile,Full-time,0.53033,37,37,0.36730,0.69337
2004,Baden-Wuerttemberg,2nd Quintile,Full-time,0.42660,31,31,0.24962,0.60359
2004,Baden-Wuerttemberg,3rd Quintile,Part-time,0.52676,34,34,0.35641,0.69711
2004,Baden-Wuerttemberg,4th Quintile,Full-time,0.42006,33,33,0.24905,0.59108
2004,Baden-Wuerttemberg,5th Quintile,Full-time,0.52873,33,33,0.35577,0.70168
2004,Bavaria,1st Quintile,Full-time,0.53213,49,49,0.39097,0.67329
2004,Bavaria,2nd Quintile,Full-time,0.52709,34,34,0.35675,0.69744
2004,Bavaria,5th Quintile,Full-time,0.41720,48,90,0.31476,0.51965
2004,Bavaria,5th Quintile,Part-time,0.44222,42,90,0.33904,0.54541
2004,Berlin,1st Quintile,Full-time,0.57502,42,42,0.42371,0.72634
2004,Brandenburg,1st Quintile,Full-time,0.67356,39,39,0.52447,0.82265
2004,Saxony,1st Quintile,Full-time,0.51905,57,57,0.38819,0.64992
2004,Saxony,3rd Quintile,Full-time,0.56486,31,31,0.38745,0.74227
2004,Saxony-Anhalt,1st Quintile,Full-time,0.69067,55,55,0.56738,0.81395
2004,Thuringa,1st Quintile,Full-time,0.55698,37,37,0.39471,0.71925
2004,Thuringa,2nd Quintile,Full-time,0.65489,34,34,0.49269,0.81709
2005,North Rhine-Westphalia,1st Quintile,Full-time,0.52019,97,181,0.44721,0.59318
2005,North Rhine-Westphalia,1st Quintile,Part-time,0.26126,46,181,0.19708,0.32544
2005,North Rhine-Westphalia,1st Quintile,Either,0.20788,38,181,0.14859,0.26716
2005,North Rhine-Westphalia,2nd Quintile,Full-time,0.40813,52,87,0.30425,0.51201
2005,North Rhine-Westphalia,2nd Quintile,Part-time,0.32430,35,87,0.22536,0.42323
2005,North Rhine-Westphalia,3rd Quintile,Full-time,0.51696,44,44,0.36760,0.66633
2005,North Rhine-Westphalia,4th Quintile,Full-time,0.53367,36,36,0.36840,0.69895
2005,North Rhine-Westphalia,5th Quintile,Full-time,0.43868,56,91,0.33616,0.54120
2005,North Rhine-Westphalia,5th Quintile,Part-time,0.34203,35,91,0.24402,0.44004
2005,Baden-Wuerttemberg,1st Quintile,Full-time,0.42474,40,40,0.26960,0.57988
2005,Baden-Wuerttemberg,3rd Quintile,Full-time,0.47040,36,36,0.30504,0.63576
2005,Baden-Wuerttemberg,5th Quintile,Full-time,0.41719,39,39,0.26040,0.57397
2005,Bavaria,1st Quintile,Full-time,0.57336,47,47,0.43043,0.71629
2005,Bavaria,5th Quintile,Full-time,0.48782,47,47,0.34337,0.63227
2005,Berlin,1st Quintile,Full-time,0.57338,43,43,0.42380,0.72296
2005,Brandenburg,1st Quintile,Full-time,0.57907,36,36,0.41550,0.74264
2005,Saxony,1st Quintile,Full-time,0.54639,71,102,0.44930,0.64348
2005,Saxony,1st Quintile,Either,0.28250,31,102,0.19469,0.37030
2005,Saxony,2nd Quintile,Full-time,0.61521,37,37,0.45627,0.77415
2005,Saxony-Anhalt,1st Quintile,Full-time,0.69689,50,50,0.56820,0.82557
2005,Thuringa,1st Quintile,Full-time,0.68029,48,48,0.54696,0.81362
2006,North Rhine-Westphalia,1st Quintile,Full-time,0.51502,86,181,0.44200,0.58803
2006,North Rhine-Westphalia,1st Quintile,Part-time,0.19411,49,181,0.13633,0.25189
2006,North Rhine-Westphalia,1st Quintile,Either,0.24248,46,181,0.17987,0.30509
2006,North Rhine-Westphalia,2nd Quintile,Full-time,0.38837,33,67,0.27078,0.50595
2006,North Rhine-Westphalia,2nd Quintile,Part-time,0.39736,34,67,0.27930,0.51542
2006,North Rhine-Westphalia,3rd Quintile,Full-time,0.37253,32,66,0.25499,0.49007
2006,North Rhine-Westphalia,3rd Quintile,Part-time,0.41300,34,66,0.29330,0.53270
2006,North Rhine-Westphalia,4th Quintile,Full-time,0.60243,35,35,0.43793,0.76694
2006,North Rhine-Westphalia,5th Quintile,Full-time,0.43454,44,80,0.32523,0.54385
2006,North Rhine-Westphalia,5th Quintile,Part-time,0.32304,36,80,0.21992,0.42616
2006,Baden-Wuerttemberg,1st Quintile,Full-time,0.46122,40,40,0.30477,0.61768
2006,Baden-Wuerttemberg,5th Quintile,Full-time,0.42721,35,35,0.26093,0.59349
2006,Bavaria,1st Quintile,Full-time,0.52428,39,39,0.36549,0.68307
2006,Bavaria,3rd Quintile,Part-time,0.43268,32,32,0.25827,0.60709
2006,Bavaria,5th Quintile,Full-time,0.46528,35,35,0.29762,0.63295
2006,Brandenburg,1st Quintile,Full-time,0.75752,37,37,0.61752,0.89753
2006,Saxony,1st Quintile,Full-time,0.52691,61,61,0.40058,0.65324
2006,Saxony-Anhalt,1st Quintile,Full-time,0.65857,37,37,0.50367,0.81347
2007,North Rhine-Westphalia,1st Quintile,Full-time,0.44865,76,170,0.37366,0.52363
2007,North Rhine-Westphalia,1st Quintile,Part-time,0.25000,49,170,0.18471,0.31528
2007,North Rhine-Westphalia,1st Quintile,Either,0.26778,45,170,0.20102,0.33454
2007,North Rhine-Westphalia,2nd Quintile,Full-time,0.35223,34,72,0.24112,0.46333
2007,North Rhine-Westphalia,2nd Quintile,Part-time,0.36972,38,72,0.25744,0.48201
2007,North Rhine-Westphalia,3rd Quintile,Part-time,0.45930,38,38,0.29873,0.61988
2007,North Rhine-Westphalia,4th Quintile,Full-time,0.41914,39,39,0.26226,0.57603
2007,North Rhine-Westphalia,5th Quintile,Full-time,0.55329,39,39,0.39522,0.71136
2007,Baden-Wuerttemberg,1st Quintile,Full-time,0.46345,36,36,0.29824,0.62866
2007,Baden-Wuerttemberg,5th Quintile,Full-time,0.49540,33,33,0.32216,0.66863
2007,Brandenburg,1st Quintile,Full-time,0.50893,32,32,0.33295,0.68492
2007,Saxony,1st Quintile,Full-time,0.53345,52,83,0.42547,0.64143
2007,Saxony,1st Quintile,Either,0.25565,31,83,0.16123,0.35007
2007,Saxony-Anhalt,1st Quintile,Full-time,0.59352,31,31,0.41776,0.76929
2007,Thuringa,1st Quintile,Full-time,0.60955,37,37,0.45018,0.76891
2008,North Rhine-Westphalia,1st Quintile,Full-time,0.38936,69,158,0.31309,0.46563
2008,North Rhine-Westphalia,1st Quintile,Part-time,0.29784,47,158,0.22631,0.36938
2008,North Rhine-Westphalia,1st Quintile,Either,0.28600,42,158,0.21532,0.35669
2008,North Rhine-Westphalia,2nd Quintile,Full-time,0.56270,34,34,0.39346,0.73195
2008,North Rhine-Westphalia,4th Quintile,Full-time,0.50682,31,31,0.32792,0.68573
2008,North Rhine-Westphalia,5th Quintile,Full-time,0.53088,35,35,0.36313,0.69862
2008,Brandenburg,1st Quintile,Full-time,0.56633,38,38,0.40665,0.72602
2008,Saxony,1st Quintile,Full-time,0.46073,39,72,0.34478,0.57667
2008,Saxony,1st Quintile,Either,0.36981,33,72,0.25752,0.48210
2008,Saxony-Anhalt,1st Quintile,Full-time,0.81627,35,35,0.68610,0.94644
2009,North Rhine-Westphalia,1st Quintile,Full-time,0.44004,67,138,0.35692,0.52317
2009,North Rhine-Westphalia,1st Quintile,Part-time,0.16855,33,138,0.10586,0.23124
2009,North Rhine-Westphalia,1st Quintile,Either,0.30751,38,138,0.23024,0.38479
2009,North Rhine-Westphalia,4th Quintile,Part-time,0.52185,32,32,0.34601,0.69770
2009,North Rhine-Westphalia,5th Quintile,Full-time,0.63479,43,43,0.48917,0.78041
2009,Baden-Wuerttemberg,1st Quintile,Full-time,0.41433,34,34,0.24626,0.58240
2009,Bavaria,1st Quintile,Full-time,0.49056,32,32,0.31458,0.66655
2009,Saxony,1st Quintile,Full-time,0.40806,35,35,0.24285,0.57326
2010,North Rhine-Westphalia,1st Quintile,Full-time,0.52812,56,126,0.44060,0.61563
2010,North Rhine-Westphalia,1st Quintile,Part-time,0.17435,35,126,0.10784,0.24087
2010,North Rhine-Westphalia,1st Quintile,Either,0.29359,35,126,0.21375,0.37343
