year,bula_h,plb0240,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2014,Berlin,Part-time,0.43750,68,3570,0.43582,0.43918
2014,Brandenburg,Full-time,0.53481,60,3570,0.53303,0.53659
2014,Brandenburg,Part-time,0.20609,40,3570,0.20465,0.20754
2014,Brandenburg,Either,0.25910,44,3570,0.25753,0.26066
2014,Mecklenburg-Western Pomerania,Full-time,1.00000,38,3570,1.00000,1.00000
2014,Saxony,Full-time,0.36300,66,3570,0.36148,0.36453
2014,Saxony,Part-time,0.24041,66,3570,0.23905,0.24176
2014,Saxony,Either,0.39659,53,3570,0.39504,0.39814
2014,Saxony-Anhalt,Full-time,0.80984,87,3570,0.80816,0.81151
2014,Saxony-Anhalt,Part-time,0.19016,46,3570,0.18849,0.19184
2014,Thuringa,Full-time,0.56408,49,3570,0.56152,0.56665
2014,Thuringa,Part-time,0.43592,43,3570,0.43335,0.43848
2015,Schleswig-Holstein,Full-time,0.56108,53,3651,0.55893,0.56322
2015,Schleswig-Holstein,Part-time,0.43892,55,3651,0.43678,0.44107
2015,Lower Saxony,Full-time,0.54481,199,3651,0.54365,0.54597
2015,Lower Saxony,Part-time,0.33045,146,3651,0.32936,0.33155
2015,Lower Saxony,Either,0.12474,63,3651,0.12397,0.12551
2015,North Rhine-Westphalia,Full-time,0.50500,410,3651,0.50429,0.50571
2015,North Rhine-Westphalia,Part-time,0.30852,364,3651,0.30786,0.30918
2015,North Rhine-Westphalia,Either,0.13754,141,3651,0.13705,0.13803
2015,North Rhine-Westphalia,I'm not sure yet,0.04894,70,3651,0.04863,0.04925
2015,Hesse,Full-time,0.46000,112,3651,0.45870,0.46130
2015,Hesse,Part-time,0.33900,118,3651,0.33777,0.34024
2015,Hesse,Either,0.20100,45,3651,0.19996,0.20205
2015,"Rhineland-Palatinate, Saarland",Full-time,0.46027,99,3651,0.45876,0.46178
2015,"Rhineland-Palatinate, Saarland",Part-time,0.36210,85,3651,0.36064,0.36355
2015,"Rhineland-Palatinate, Saarland",Either,0.17763,36,3651,0.17647,0.17879
2015,Baden-Wuerttemberg,Full-time,0.50035,187,3651,0.49936,0.50134
2015,Baden-Wuerttemberg,Part-time,0.29138,180,3651,0.29047,0.29228
2015,Baden-Wuerttemberg,Either,0.12662,44,3651,0.12595,0.12728
2015,Baden-Wuerttemberg,I'm not sure yet,0.08166,38,3651,0.08111,0.08220
2015,Bavaria,Full-time,0.36700,204,3651,0.36601,0.36799
2015,Bavaria,Part-time,0.39021,224,3651,0.38920,0.39121
2015,Bavaria,Either,0.12067,71,3651,0.12000,0.12134
2015,Bavaria,I'm not sure yet,0.12212,43,3651,0.12145,0.12280
2015,Berlin,Full-time,0.54402,62,3651,0.54221,0.54582
2015,Berlin,Part-time,0.45598,61,3651,0.45418,0.45779
2015,Brandenburg,Full-time,0.30861,43,3651,0.30665,0.31057
2015,Brandenburg,Part-time,0.27129,40,3651,0.26941,0.27318
2015,Brandenburg,Either,0.42010,43,3651,0.41801,0.42219
2015,Mecklenburg-Western Pomerania,Full-time,1.00000,33,3651,1.00000,1.00000
2015,Saxony,Full-time,0.47779,72,3651,0.47609,0.47950
2015,Saxony,Part-time,0.30585,72,3651,0.30428,0.30742
2015,Saxony,Either,0.21636,37,3651,0.21495,0.21776
2015,Saxony-Anhalt,Full-time,0.47042,60,3651,0.46835,0.47249
2015,Saxony-Anhalt,Part-time,0.23038,42,3651,0.22863,0.23212
2015,Saxony-Anhalt,Either,0.29920,36,3651,0.29730,0.30110
2015,Thuringa,Full-time,1.00000,63,3651,1.00000,1.00000
2016,Schleswig-Holstein,Full-time,0.47909,49,2830,0.47707,0.48112
2016,Schleswig-Holstein,Part-time,0.52091,54,2830,0.51888,0.52293
2016,Lower Saxony,Full-time,0.50849,136,2830,0.50727,0.50971
2016,Lower Saxony,Part-time,0.32145,122,2830,0.32031,0.32259
2016,Lower Saxony,Either,0.17006,52,2830,0.16915,0.17097
2016,North Rhine-Westphalia,Full-time,0.44306,307,2830,0.44230,0.44381
2016,North Rhine-Westphalia,Part-time,0.35386,323,2830,0.35314,0.35458
2016,North Rhine-Westphalia,Either,0.12907,89,2830,0.12856,0.12958
2016,North Rhine-Westphalia,I'm not sure yet,0.07402,67,2830,0.07362,0.07441
2016,Hesse,Full-time,0.53010,88,2830,0.52874,0.53147
2016,Hesse,Part-time,0.46990,101,2830,0.46853,0.47126
2016,"Rhineland-Palatinate, Saarland",Full-time,0.50904,87,2830,0.50757,0.51052
2016,"Rhineland-Palatinate, Saarland",Part-time,0.31532,68,2830,0.31395,0.31669
2016,"Rhineland-Palatinate, Saarland",Either,0.17563,45,2830,0.17451,0.17676
2016,Baden-Wuerttemberg,Full-time,0.50318,152,2830,0.50211,0.50426
2016,Baden-Wuerttemberg,Part-time,0.34095,141,2830,0.33993,0.34197
2016,Baden-Wuerttemberg,Either,0.15587,42,2830,0.15509,0.15665
2016,Bavaria,Full-time,0.41196,158,2830,0.41095,0.41297
2016,Bavaria,Part-time,0.39660,194,2830,0.39559,0.39760
2016,Bavaria,Either,0.09640,50,2830,0.09579,0.09700
2016,Bavaria,I'm not sure yet,0.09505,36,2830,0.09444,0.09565
2016,Berlin,Full-time,0.63453,55,2830,0.63295,0.63611
2016,Berlin,Part-time,0.36547,44,2830,0.36389,0.36705
2016,Brandenburg,Full-time,0.56461,42,2830,0.56221,0.56701
2016,Brandenburg,Either,0.43539,32,2830,0.43299,0.43779
2016,Saxony,Full-time,0.39987,63,2830,0.39833,0.40142
2016,Saxony,Part-time,0.35370,50,2830,0.35219,0.35521
2016,Saxony,Either,0.24643,43,2830,0.24507,0.24779
2016,Saxony-Anhalt,Full-time,0.75092,61,2830,0.74885,0.75298
2016,Saxony-Anhalt,Part-time,0.24908,31,2830,0.24702,0.25115
2016,Thuringa,Full-time,1.00000,48,2830,1.00000,1.00000
2017,Schleswig-Holstein,Full-time,0.63070,109,4724,0.62875,0.63265
2017,Schleswig-Holstein,Part-time,0.17905,67,4724,0.17750,0.18060
2017,Schleswig-Holstein,Either,0.19025,49,4724,0.18867,0.19183
2017,Hamburg,Full-time,0.48521,34,4724,0.48210,0.48831
2017,Hamburg,Part-time,0.51479,31,4724,0.51169,0.51790
2017,Lower Saxony,Full-time,0.48766,225,4724,0.48650,0.48882
2017,Lower Saxony,Part-time,0.30820,193,4724,0.30713,0.30928
2017,Lower Saxony,Either,0.14704,67,4724,0.14622,0.14786
2017,Lower Saxony,I'm not sure yet,0.05709,32,4724,0.05655,0.05763
2017,North Rhine-Westphalia,Full-time,0.40421,533,4724,0.40349,0.40493
2017,North Rhine-Westphalia,Part-time,0.36036,410,4724,0.35965,0.36106
2017,North Rhine-Westphalia,Either,0.15424,120,4724,0.15371,0.15477
2017,North Rhine-Westphalia,I'm not sure yet,0.08119,90,4724,0.08079,0.08159
2017,Hesse,Full-time,0.33783,167,4724,0.33673,0.33892
2017,Hesse,Part-time,0.40743,141,4724,0.40629,0.40856
2017,Hesse,Either,0.15573,63,4724,0.15489,0.15657
2017,Hesse,I'm not sure yet,0.09902,46,4724,0.09833,0.09971
2017,"Rhineland-Palatinate, Saarland",Full-time,0.36978,120,4724,0.36818,0.37138
2017,"Rhineland-Palatinate, Saarland",Part-time,0.42336,89,4724,0.42173,0.42500
2017,"Rhineland-Palatinate, Saarland",Either,0.20686,51,4724,0.20551,0.20820
2017,Baden-Wuerttemberg,Full-time,0.42831,221,4724,0.42730,0.42933
2017,Baden-Wuerttemberg,Part-time,0.36822,188,4724,0.36723,0.36921
2017,Baden-Wuerttemberg,Either,0.09657,91,4724,0.09596,0.09717
2017,Baden-Wuerttemberg,I'm not sure yet,0.10690,55,4724,0.10626,0.10753
2017,Bavaria,Full-time,0.41910,233,4724,0.41808,0.42012
2017,Bavaria,Part-time,0.33030,227,4724,0.32933,0.33127
2017,Bavaria,Either,0.16371,80,4724,0.16294,0.16447
2017,Bavaria,I'm not sure yet,0.08689,48,4724,0.08630,0.08747
2017,Berlin,Full-time,0.43110,73,4724,0.42963,0.43257
2017,Berlin,Part-time,0.39915,69,4724,0.39769,0.40060
2017,Berlin,Either,0.16975,34,4724,0.16864,0.17087
2017,Brandenburg,Full-time,0.32703,83,4724,0.32490,0.32916
2017,Brandenburg,Part-time,0.18933,46,4724,0.18755,0.19111
2017,Brandenburg,Either,0.48364,49,4724,0.48137,0.48591
2017,Mecklenburg-Western Pomerania,Full-time,1.00000,36,4724,1.00000,1.00000
2017,Saxony,Full-time,0.46222,123,4724,0.46069,0.46375
2017,Saxony,Part-time,0.28721,81,4724,0.28582,0.28860
2017,Saxony,Either,0.25057,56,4724,0.24924,0.25190
2017,Saxony-Anhalt,Full-time,0.49902,89,4724,0.49697,0.50108
2017,Saxony-Anhalt,Part-time,0.26428,57,4724,0.26247,0.26609
2017,Saxony-Anhalt,Either,0.23669,38,4724,0.23495,0.23844
2017,Thuringa,Full-time,0.61558,68,4724,0.61323,0.61793
2017,Thuringa,Part-time,0.38442,42,4724,0.38207,0.38677
2018,Schleswig-Holstein,Full-time,0.39057,86,5075,0.38840,0.39274
2018,Schleswig-Holstein,Part-time,0.29466,69,5075,0.29263,0.29669
2018,Schleswig-Holstein,Either,0.31477,34,5075,0.31271,0.31684
2018,Hamburg,Part-time,1.00000,35,5075,1.00000,1.00000
2018,Lower Saxony,Full-time,0.49620,258,5075,0.49496,0.49744
2018,Lower Saxony,Part-time,0.27280,225,5075,0.27170,0.27391
2018,Lower Saxony,Either,0.18873,74,5075,0.18776,0.18970
2018,Lower Saxony,I'm not sure yet,0.04227,48,5075,0.04177,0.04277
2018,Bremen,Full-time,1.00000,44,5075,1.00000,1.00000
2018,North Rhine-Westphalia,Full-time,0.47092,622,5075,0.47018,0.47165
2018,North Rhine-Westphalia,Part-time,0.33030,473,5075,0.32961,0.33099
2018,North Rhine-Westphalia,Either,0.09373,116,5075,0.09330,0.09416
2018,North Rhine-Westphalia,I'm not sure yet,0.10505,148,5075,0.10460,0.10551
2018,Hesse,Full-time,0.39314,213,5075,0.39200,0.39427
2018,Hesse,Part-time,0.37577,158,5075,0.37465,0.37690
2018,Hesse,Either,0.17347,79,5075,0.17259,0.17435
2018,Hesse,I'm not sure yet,0.05762,34,5075,0.05708,0.05816
2018,"Rhineland-Palatinate, Saarland",Full-time,0.35125,128,5075,0.34962,0.35289
2018,"Rhineland-Palatinate, Saarland",Part-time,0.38895,87,5075,0.38728,0.39062
2018,"Rhineland-Palatinate, Saarland",Either,0.25980,56,5075,0.25830,0.26130
2018,Baden-Wuerttemberg,Full-time,0.38201,236,5075,0.38103,0.38300
2018,Baden-Wuerttemberg,Part-time,0.41413,182,5075,0.41313,0.41512
2018,Baden-Wuerttemberg,Either,0.08989,69,5075,0.08931,0.09047
2018,Baden-Wuerttemberg,I'm not sure yet,0.11397,65,5075,0.11332,0.11461
2018,Bavaria,Full-time,0.41105,241,5075,0.41002,0.41208
2018,Bavaria,Part-time,0.37904,241,5075,0.37802,0.38006
2018,Bavaria,Either,0.11273,80,5075,0.11207,0.11339
2018,Bavaria,I'm not sure yet,0.09718,53,5075,0.09656,0.09780
2018,Berlin,Full-time,0.48002,88,5075,0.47830,0.48173
2018,Berlin,Part-time,0.51998,88,5075,0.51827,0.52170
2018,Brandenburg,Full-time,0.53885,84,5075,0.53603,0.54167
2018,Brandenburg,Either,0.46115,46,5075,0.45833,0.46397
2018,Mecklenburg-Western Pomerania,Full-time,1.00000,40,5075,1.00000,1.00000
2018,Saxony,Full-time,0.44839,111,5075,0.44660,0.45018
2018,Saxony,Part-time,0.29153,88,5075,0.28989,0.29316
2018,Saxony,Either,0.26008,52,5075,0.25850,0.26166
2018,Saxony-Anhalt,Full-time,0.46348,80,5075,0.46144,0.46552
2018,Saxony-Anhalt,Part-time,0.22673,52,5075,0.22502,0.22844
2018,Saxony-Anhalt,Either,0.30979,62,5075,0.30790,0.31168
2018,Thuringa,Full-time,0.70775,76,5075,0.70565,0.70985
2018,Thuringa,Part-time,0.29225,54,5075,0.29015,0.29435
2019,Schleswig-Holstein,Full-time,0.43272,83,4304,0.43030,0.43513
2019,Schleswig-Holstein,Part-time,0.56728,74,4304,0.56487,0.56970
2019,Hamburg,Part-time,1.00000,33,4304,1.00000,1.00000
2019,Lower Saxony,Full-time,0.47903,236,4304,0.47789,0.48016
2019,Lower Saxony,Part-time,0.31679,172,4304,0.31573,0.31784
2019,Lower Saxony,Either,0.15778,63,4304,0.15696,0.15861
2019,Lower Saxony,I'm not sure yet,0.04641,45,4304,0.04593,0.04688
2019,Bremen,Full-time,1.00000,57,4304,1.00000,1.00000
2019,North Rhine-Westphalia,Full-time,0.40274,489,4304,0.40198,0.40349
2019,North Rhine-Westphalia,Part-time,0.37370,457,4304,0.37296,0.37445
2019,North Rhine-Westphalia,Either,0.13204,111,4304,0.13152,0.13256
2019,North Rhine-Westphalia,I'm not sure yet,0.09152,84,4304,0.09108,0.09197
2019,Hesse,Full-time,0.35923,132,4304,0.35801,0.36045
2019,Hesse,Part-time,0.38813,118,4304,0.38689,0.38936
2019,Hesse,Either,0.16779,58,4304,0.16684,0.16873
2019,Hesse,I'm not sure yet,0.08485,47,4304,0.08415,0.08556
2019,"Rhineland-Palatinate, Saarland",Full-time,0.33560,99,4304,0.33404,0.33716
2019,"Rhineland-Palatinate, Saarland",Part-time,0.39712,80,4304,0.39551,0.39874
2019,"Rhineland-Palatinate, Saarland",Either,0.16332,40,4304,0.16210,0.16455
2019,"Rhineland-Palatinate, Saarland",I'm not sure yet,0.10396,35,4304,0.10295,0.10496
2019,Baden-Wuerttemberg,Full-time,0.36948,185,4304,0.36849,0.37046
2019,Baden-Wuerttemberg,Part-time,0.43717,226,4304,0.43616,0.43819
2019,Baden-Wuerttemberg,Either,0.10732,41,4304,0.10669,0.10795
2019,Baden-Wuerttemberg,I'm not sure yet,0.08603,42,4304,0.08546,0.08660
2019,Bavaria,Full-time,0.37916,199,4304,0.37808,0.38025
2019,Bavaria,Part-time,0.42130,236,4304,0.42020,0.42241
2019,Bavaria,Either,0.12326,56,4304,0.12252,0.12399
2019,Bavaria,I'm not sure yet,0.07628,37,4304,0.07569,0.07687
2019,Berlin,Full-time,0.46443,67,4304,0.46265,0.46621
2019,Berlin,Part-time,0.53557,68,4304,0.53379,0.53735
2019,Brandenburg,Full-time,0.43061,71,4304,0.42848,0.43274
2019,Brandenburg,Part-time,0.33643,45,4304,0.33440,0.33847
2019,Brandenburg,Either,0.23295,31,4304,0.23114,0.23477
2019,Mecklenburg-Western Pomerania,Part-time,1.00000,34,4304,1.00000,1.00000
2019,Saxony,Full-time,0.52448,80,4304,0.52225,0.52671
2019,Saxony,Part-time,0.47552,93,4304,0.47329,0.47775
2019,Saxony-Anhalt,Full-time,0.49455,84,4304,0.49240,0.49671
2019,Saxony-Anhalt,Part-time,0.24579,57,4304,0.24394,0.24765
2019,Saxony-Anhalt,Either,0.25966,39,4304,0.25776,0.26155
2019,Thuringa,Full-time,0.75497,55,4304,0.75311,0.75684
2019,Thuringa,Part-time,0.24503,45,4304,0.24316,0.24689
2020,Schleswig-Holstein,Full-time,0.56905,70,4144,0.56648,0.57162
2020,Schleswig-Holstein,Part-time,0.43095,44,4144,0.42838,0.43352
2020,Hamburg,Full-time,0.32823,33,4144,0.32568,0.33078
2020,Hamburg,Part-time,0.67177,40,4144,0.66922,0.67432
2020,Lower Saxony,Full-time,0.33215,217,4144,0.33106,0.33325
2020,Lower Saxony,Part-time,0.31765,164,4144,0.31657,0.31874
2020,Lower Saxony,Either,0.22907,70,4144,0.22809,0.23005
2020,Lower Saxony,I'm not sure yet,0.12112,54,4144,0.12036,0.12188
2020,North Rhine-Westphalia,Full-time,0.36621,483,4144,0.36548,0.36694
2020,North Rhine-Westphalia,Part-time,0.35978,397,4144,0.35905,0.36051
2020,North Rhine-Westphalia,Either,0.12162,148,4144,0.12112,0.12211
2020,North Rhine-Westphalia,I'm not sure yet,0.15239,124,4144,0.15185,0.15294
2020,Hesse,Full-time,0.36878,143,4144,0.36761,0.36996
2020,Hesse,Part-time,0.27676,123,4144,0.27568,0.27785
2020,Hesse,Either,0.15016,51,4144,0.14929,0.15103
2020,Hesse,I'm not sure yet,0.20429,46,4144,0.20331,0.20527
2020,"Rhineland-Palatinate, Saarland",Full-time,0.33355,89,4144,0.33177,0.33532
2020,"Rhineland-Palatinate, Saarland",Part-time,0.29266,73,4144,0.29095,0.29437
2020,"Rhineland-Palatinate, Saarland",Either,0.22396,42,4144,0.22239,0.22553
2020,"Rhineland-Palatinate, Saarland",I'm not sure yet,0.14983,41,4144,0.14849,0.15118
2020,Baden-Wuerttemberg,Full-time,0.40456,191,4144,0.40354,0.40558
2020,Baden-Wuerttemberg,Part-time,0.39853,190,4144,0.39752,0.39955
2020,Baden-Wuerttemberg,Either,0.09770,48,4144,0.09708,0.09831
2020,Baden-Wuerttemberg,I'm not sure yet,0.09922,50,4144,0.09860,0.09984
2020,Bavaria,Full-time,0.39270,178,4144,0.39166,0.39375
2020,Bavaria,Part-time,0.39277,211,4144,0.39173,0.39382
2020,Bavaria,Either,0.10730,65,4144,0.10664,0.10796
2020,Bavaria,I'm not sure yet,0.10722,54,4144,0.10656,0.10789
2020,Berlin,Full-time,0.48768,70,4144,0.48591,0.48945
2020,Berlin,Part-time,0.51232,66,4144,0.51055,0.51409
2020,Brandenburg,Full-time,0.68494,64,4144,0.68255,0.68733
2020,Brandenburg,Part-time,0.31506,36,4144,0.31267,0.31745
2020,Saxony,Full-time,0.43837,89,4144,0.43645,0.44030
2020,Saxony,Part-time,0.31836,78,4144,0.31655,0.32017
2020,Saxony,Either,0.24327,37,4144,0.24160,0.24494
2020,Saxony-Anhalt,Full-time,0.40212,74,4144,0.39999,0.40425
2020,Saxony-Anhalt,Part-time,0.25583,49,4144,0.25393,0.25772
2020,Saxony-Anhalt,Either,0.34205,31,4144,0.33999,0.34411
2020,Thuringa,Full-time,0.64234,61,4144,0.63993,0.64475
2020,Thuringa,Part-time,0.35766,50,4144,0.35525,0.36007
2021,Schleswig-Holstein,Full-time,0.28692,37,2580,0.28505,0.28880
2021,Schleswig-Holstein,Part-time,0.42711,69,2580,0.42506,0.42917
2021,Schleswig-Holstein,Either,0.28596,38,2580,0.28409,0.28784
2021,Lower Saxony,Full-time,0.40997,122,2580,0.40873,0.41120
2021,Lower Saxony,Part-time,0.34175,105,2580,0.34056,0.34294
2021,Lower Saxony,Either,0.15121,49,2580,0.15031,0.15211
2021,Lower Saxony,I'm not sure yet,0.09707,35,2580,0.09632,0.09781
2021,North Rhine-Westphalia,Full-time,0.32020,221,2580,0.31953,0.32086
2021,North Rhine-Westphalia,Part-time,0.41663,326,2580,0.41593,0.41734
2021,North Rhine-Westphalia,Either,0.15593,114,2580,0.15541,0.15645
2021,North Rhine-Westphalia,I'm not sure yet,0.10724,76,2580,0.10680,0.10768
2021,Hesse,Full-time,0.32050,61,2580,0.31950,0.32151
2021,Hesse,Part-time,0.34964,93,2580,0.34862,0.35067
2021,Hesse,Either,0.24972,78,2580,0.24879,0.25065
2021,Hesse,I'm not sure yet,0.08013,32,2580,0.07955,0.08072
2021,"Rhineland-Palatinate, Saarland",Full-time,0.34852,65,2580,0.34695,0.35010
2021,"Rhineland-Palatinate, Saarland",Part-time,0.31518,63,2580,0.31365,0.31672
2021,"Rhineland-Palatinate, Saarland",Either,0.33629,37,2580,0.33473,0.33786
2021,Baden-Wuerttemberg,Full-time,0.37363,107,2580,0.37260,0.37466
2021,Baden-Wuerttemberg,Part-time,0.48784,127,2580,0.48678,0.48891
2021,Baden-Wuerttemberg,Either,0.13853,46,2580,0.13779,0.13926
2021,Bavaria,Full-time,0.34221,107,2580,0.34123,0.34320
2021,Bavaria,Part-time,0.38305,134,2580,0.38204,0.38406
2021,Bavaria,Either,0.13618,57,2580,0.13547,0.13690
2021,Bavaria,I'm not sure yet,0.13855,37,2580,0.13783,0.13927
2021,Berlin,Full-time,0.27900,56,2580,0.27765,0.28034
2021,Berlin,Part-time,0.34277,64,2580,0.34134,0.34420
2021,Berlin,Either,0.37823,44,2580,0.37678,0.37969
2021,Saxony,Full-time,0.68663,58,2580,0.68473,0.68853
2021,Saxony,Part-time,0.31337,50,2580,0.31147,0.31527
2021,Saxony-Anhalt,Full-time,1.00000,32,2580,1.00000,1.00000
2021,Thuringa,Part-time,1.00000,40,2580,1.00000,1.00000
