year,bula_h,plb0240,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1996,Hesse,Full-time,0.60091,68,1691,0.59957,0.60225
1996,Hesse,Part-time,0.39909,41,1691,0.39775,0.40043
1996,"Rhineland-Palatinate, Saarland",Full-time,0.43704,34,1691,0.43554,0.43854
1996,"Rhineland-Palatinate, Saarland",Part-time,0.56296,43,1691,0.56146,0.56446
1996,Baden-Wuerttemberg,Full-time,0.42882,122,1691,0.42789,0.42975
1996,Baden-Wuerttemberg,Part-time,0.44152,88,1691,0.44058,0.44245
1996,Baden-Wuerttemberg,Either,0.12966,44,1691,0.12903,0.13030
1996,Bavaria,Full-time,0.61549,117,1691,0.61452,0.61645
1996,Bavaria,Part-time,0.38451,83,1691,0.38355,0.38548
1996,Berlin,Full-time,1.00000,49,1691,1.00000,1.00000
1996,Brandenburg,Full-time,1.00000,68,1691,1.00000,1.00000
1996,Mecklenburg-Western Pomerania,Full-time,1.00000,53,1691,1.00000,1.00000
1996,Saxony,Full-time,0.48786,92,1691,0.48656,0.48916
1996,Saxony,Part-time,0.20915,34,1691,0.20809,0.21021
1996,Saxony,Either,0.30299,48,1691,0.30180,0.30419
1996,Saxony-Anhalt,Full-time,1.00000,77,1691,1.00000,1.00000
1996,Thuringa,Full-time,1.00000,69,1691,1.00000,1.00000
1997,Lower Saxony,Full-time,0.57668,66,1695,0.57542,0.57795
1997,Lower Saxony,Part-time,0.42332,54,1695,0.42205,0.42458
1997,North Rhine-Westphalia,Full-time,0.47372,185,1695,0.47296,0.47447
1997,North Rhine-Westphalia,Part-time,0.35362,129,1695,0.35290,0.35434
1997,North Rhine-Westphalia,Either,0.17266,59,1695,0.17209,0.17323
1997,Hesse,Full-time,0.52792,54,1695,0.52664,0.52920
1997,Hesse,Part-time,0.47208,57,1695,0.47080,0.47336
1997,"Rhineland-Palatinate, Saarland",Full-time,0.51036,41,1695,0.50894,0.51178
1997,"Rhineland-Palatinate, Saarland",Part-time,0.48964,46,1695,0.48822,0.49106
1997,Baden-Wuerttemberg,Full-time,0.45611,136,1695,0.45519,0.45703
1997,Baden-Wuerttemberg,Part-time,0.36138,90,1695,0.36049,0.36227
1997,Baden-Wuerttemberg,Either,0.18251,50,1695,0.18179,0.18322
1997,Bavaria,Full-time,0.53303,111,1695,0.53210,0.53395
1997,Bavaria,Part-time,0.46697,104,1695,0.46605,0.46790
1997,Berlin,Full-time,1.00000,37,1695,1.00000,1.00000
1997,Brandenburg,Full-time,1.00000,57,1695,1.00000,1.00000
1997,Mecklenburg-Western Pomerania,Full-time,1.00000,46,1695,1.00000,1.00000
1997,Saxony,Full-time,0.53128,89,1695,0.52996,0.53261
1997,Saxony,Part-time,0.17502,32,1695,0.17402,0.17603
1997,Saxony,Either,0.29369,46,1695,0.29249,0.29490
1997,Saxony-Anhalt,Full-time,0.66637,71,1695,0.66475,0.66800
1997,Saxony-Anhalt,Either,0.33363,31,1695,0.33200,0.33525
1997,Thuringa,Full-time,0.59795,66,1695,0.59615,0.59975
1997,Thuringa,Either,0.40205,38,1695,0.40025,0.40385
1998,Lower Saxony,Full-time,0.56389,66,1671,0.56264,0.56515
1998,Lower Saxony,Part-time,0.43611,55,1671,0.43485,0.43736
1998,North Rhine-Westphalia,Full-time,0.46971,204,1671,0.46900,0.47042
1998,North Rhine-Westphalia,Part-time,0.33613,142,1671,0.33546,0.33681
1998,North Rhine-Westphalia,Either,0.11988,55,1671,0.11942,0.12034
1998,North Rhine-Westphalia,I'm not sure yet,0.07428,38,1671,0.07390,0.07465
1998,Hesse,Full-time,0.50001,52,1671,0.49865,0.50137
1998,Hesse,Part-time,0.49999,55,1671,0.49863,0.50135
1998,"Rhineland-Palatinate, Saarland",Full-time,0.44184,36,1671,0.44028,0.44340
1998,"Rhineland-Palatinate, Saarland",Part-time,0.55816,48,1671,0.55660,0.55972
1998,Baden-Wuerttemberg,Full-time,0.56819,126,1671,0.56711,0.56927
1998,Baden-Wuerttemberg,Part-time,0.43181,96,1671,0.43073,0.43289
1998,Bavaria,Full-time,0.52112,111,1671,0.52016,0.52208
1998,Bavaria,Part-time,0.47888,112,1671,0.47792,0.47984
1998,Brandenburg,Full-time,1.00000,74,1671,1.00000,1.00000
1998,Mecklenburg-Western Pomerania,Full-time,1.00000,47,1671,1.00000,1.00000
1998,Saxony,Full-time,0.51011,109,1671,0.50883,0.51139
1998,Saxony,Part-time,0.16336,31,1671,0.16241,0.16431
1998,Saxony,Either,0.32653,57,1671,0.32533,0.32773
1998,Saxony-Anhalt,Full-time,1.00000,72,1671,1.00000,1.00000
1998,Thuringa,Full-time,1.00000,85,1671,1.00000,1.00000
1999,Lower Saxony,Full-time,0.68557,71,1457,0.68429,0.68686
1999,Lower Saxony,Part-time,0.31443,38,1457,0.31314,0.31571
1999,North Rhine-Westphalia,Full-time,0.41346,156,1457,0.41270,0.41422
1999,North Rhine-Westphalia,Part-time,0.33230,121,1457,0.33157,0.33303
1999,North Rhine-Westphalia,Either,0.17140,58,1457,0.17081,0.17198
1999,North Rhine-Westphalia,I'm not sure yet,0.08284,33,1457,0.08242,0.08327
1999,Hesse,Full-time,0.55728,50,1457,0.55587,0.55870
1999,Hesse,Part-time,0.44272,38,1457,0.44130,0.44413
1999,"Rhineland-Palatinate, Saarland",Part-time,1.00000,35,1457,1.00000,1.00000
1999,Baden-Wuerttemberg,Full-time,0.48318,109,1457,0.48221,0.48415
1999,Baden-Wuerttemberg,Part-time,0.39744,90,1457,0.39649,0.39840
1999,Baden-Wuerttemberg,Either,0.11937,31,1457,0.11874,0.12000
1999,Bavaria,Full-time,0.48126,75,1457,0.48015,0.48238
1999,Bavaria,Part-time,0.51874,88,1457,0.51762,0.51985
1999,Berlin,Full-time,1.00000,41,1457,1.00000,1.00000
1999,Brandenburg,Full-time,1.00000,58,1457,1.00000,1.00000
1999,Mecklenburg-Western Pomerania,Full-time,1.00000,37,1457,1.00000,1.00000
1999,Saxony,Full-time,0.57830,110,1457,0.57700,0.57960
1999,Saxony,Part-time,0.20917,39,1457,0.20809,0.21024
1999,Saxony,Either,0.21253,38,1457,0.21146,0.21361
1999,Saxony-Anhalt,Full-time,1.00000,75,1457,1.00000,1.00000
1999,Thuringa,Full-time,1.00000,66,1457,1.00000,1.00000
2000,Schleswig-Holstein,Full-time,0.48428,32,2995,0.48210,0.48647
2000,Schleswig-Holstein,Part-time,0.51572,33,2995,0.51353,0.51790
2000,Lower Saxony,Full-time,0.45627,98,2995,0.45501,0.45753
2000,Lower Saxony,Part-time,0.37947,94,2995,0.37824,0.38069
2000,Lower Saxony,Either,0.16426,37,2995,0.16333,0.16520
2000,North Rhine-Westphalia,Full-time,0.42881,291,2995,0.42805,0.42957
2000,North Rhine-Westphalia,Part-time,0.34414,238,2995,0.34341,0.34488
2000,North Rhine-Westphalia,Either,0.13918,84,2995,0.13864,0.13971
2000,North Rhine-Westphalia,I'm not sure yet,0.08787,52,2995,0.08743,0.08831
2000,Hesse,Full-time,0.50172,104,2995,0.50041,0.50304
2000,Hesse,Part-time,0.49828,110,2995,0.49696,0.49959
2000,"Rhineland-Palatinate, Saarland",Full-time,0.40495,71,2995,0.40354,0.40637
2000,"Rhineland-Palatinate, Saarland",Part-time,0.42090,80,2995,0.41947,0.42232
2000,"Rhineland-Palatinate, Saarland",Either,0.17415,33,2995,0.17305,0.17524
2000,Baden-Wuerttemberg,Full-time,0.46333,183,2995,0.46231,0.46435
2000,Baden-Wuerttemberg,Part-time,0.43879,159,2995,0.43778,0.43980
2000,Baden-Wuerttemberg,Either,0.09788,36,2995,0.09727,0.09848
2000,Bavaria,Full-time,0.38184,148,2995,0.38090,0.38278
2000,Bavaria,Part-time,0.35620,160,2995,0.35527,0.35713
2000,Bavaria,Either,0.13116,42,2995,0.13051,0.13182
2000,Bavaria,I'm not sure yet,0.13080,45,2995,0.13014,0.13145
2000,Berlin,Full-time,0.61698,70,2995,0.61533,0.61863
2000,Berlin,Either,0.38302,32,2995,0.38137,0.38467
2000,Brandenburg,Full-time,0.70931,96,2995,0.70761,0.71102
2000,Brandenburg,Either,0.29069,45,2995,0.28898,0.29239
2000,Mecklenburg-Western Pomerania,Full-time,1.00000,62,2995,1.00000,1.00000
2000,Saxony,Full-time,0.57367,175,2995,0.57238,0.57495
2000,Saxony,Part-time,0.18261,55,2995,0.18161,0.18361
2000,Saxony,Either,0.24372,71,2995,0.24261,0.24484
2000,Saxony-Anhalt,Full-time,1.00000,115,2995,1.00000,1.00000
2000,Thuringa,Full-time,0.73688,106,2995,0.73523,0.73853
2000,Thuringa,Either,0.26312,38,2995,0.26147,0.26477
2001,Schleswig-Holstein,Full-time,1.00000,31,2492,1.00000,1.00000
2001,Lower Saxony,Full-time,0.59332,109,2492,0.59206,0.59459
2001,Lower Saxony,Part-time,0.40668,90,2492,0.40541,0.40794
2001,North Rhine-Westphalia,Full-time,0.46040,256,2492,0.45963,0.46116
2001,North Rhine-Westphalia,Part-time,0.33894,204,2492,0.33821,0.33966
2001,North Rhine-Westphalia,Either,0.10209,58,2492,0.10162,0.10255
2001,North Rhine-Westphalia,I'm not sure yet,0.09858,64,2492,0.09812,0.09904
2001,Hesse,Full-time,0.55775,90,2492,0.55643,0.55907
2001,Hesse,Part-time,0.44225,81,2492,0.44093,0.44357
2001,"Rhineland-Palatinate, Saarland",Full-time,0.49803,73,2492,0.49658,0.49948
2001,"Rhineland-Palatinate, Saarland",Part-time,0.50197,88,2492,0.50052,0.50342
2001,Baden-Wuerttemberg,Full-time,0.45785,141,2492,0.45675,0.45895
2001,Baden-Wuerttemberg,Part-time,0.41197,113,2492,0.41088,0.41305
2001,Baden-Wuerttemberg,I'm not sure yet,0.13018,39,2492,0.12944,0.13092
2001,Bavaria,Full-time,0.47176,147,2492,0.47077,0.47275
2001,Bavaria,Part-time,0.42008,137,2492,0.41910,0.42106
2001,Bavaria,I'm not sure yet,0.10816,41,2492,0.10754,0.10877
2001,Berlin,Full-time,1.00000,73,2492,1.00000,1.00000
2001,Brandenburg,Full-time,1.00000,89,2492,1.00000,1.00000
2001,Mecklenburg-Western Pomerania,Full-time,1.00000,50,2492,1.00000,1.00000
2001,Saxony,Full-time,0.63556,167,2492,0.63429,0.63683
2001,Saxony,Part-time,0.16643,45,2492,0.16544,0.16741
2001,Saxony,Either,0.19801,48,2492,0.19696,0.19906
2001,Saxony-Anhalt,Full-time,1.00000,116,2492,1.00000,1.00000
2001,Thuringa,Full-time,0.77513,107,2492,0.77358,0.77668
2001,Thuringa,Either,0.22487,35,2492,0.22332,0.22642
2002,Schleswig-Holstein,Part-time,1.00000,33,2777,1.00000,1.00000
2002,Lower Saxony,Full-time,0.58355,113,2777,0.58235,0.58476
2002,Lower Saxony,Part-time,0.41645,98,2777,0.41524,0.41765
2002,North Rhine-Westphalia,Full-time,0.46189,297,2777,0.46117,0.46260
2002,North Rhine-Westphalia,Part-time,0.35203,223,2777,0.35134,0.35271
2002,North Rhine-Westphalia,Either,0.12502,73,2777,0.12455,0.12550
2002,North Rhine-Westphalia,I'm not sure yet,0.06106,45,2777,0.06072,0.06141
2002,Hesse,Full-time,0.50805,98,2777,0.50666,0.50944
2002,Hesse,Part-time,0.49195,72,2777,0.49056,0.49334
2002,"Rhineland-Palatinate, Saarland",Full-time,0.41654,71,2777,0.41521,0.41788
2002,"Rhineland-Palatinate, Saarland",Part-time,0.37949,63,2777,0.37817,0.38080
2002,"Rhineland-Palatinate, Saarland",Either,0.20397,36,2777,0.20288,0.20506
2002,Baden-Wuerttemberg,Full-time,0.45075,158,2777,0.44980,0.45170
2002,Baden-Wuerttemberg,Part-time,0.34933,123,2777,0.34842,0.35024
2002,Baden-Wuerttemberg,Either,0.09586,39,2777,0.09530,0.09642
2002,Baden-Wuerttemberg,I'm not sure yet,0.10406,48,2777,0.10348,0.10465
2002,Bavaria,Full-time,0.47410,176,2777,0.47316,0.47504
2002,Bavaria,Part-time,0.38507,156,2777,0.38415,0.38599
2002,Bavaria,Either,0.07452,35,2777,0.07402,0.07501
2002,Bavaria,I'm not sure yet,0.06631,32,2777,0.06584,0.06678
2002,Berlin,Full-time,1.00000,73,2777,1.00000,1.00000
2002,Brandenburg,Full-time,0.75559,110,2777,0.75418,0.75699
2002,Brandenburg,Either,0.24441,45,2777,0.24301,0.24582
2002,Mecklenburg-Western Pomerania,Full-time,1.00000,54,2777,1.00000,1.00000
2002,Saxony,Full-time,0.62569,157,2777,0.62447,0.62690
2002,Saxony,Part-time,0.16357,41,2777,0.16264,0.16450
2002,Saxony,Either,0.21075,62,2777,0.20972,0.21177
2002,Saxony-Anhalt,Full-time,1.00000,103,2777,1.00000,1.00000
2002,Thuringa,Full-time,0.76699,110,2777,0.76550,0.76848
2002,Thuringa,Either,0.23301,33,2777,0.23152,0.23450
2003,Schleswig-Holstein,Full-time,1.00000,31,2696,1.00000,1.00000
