syear,age_gr,sampreg,plb0196_h,proportion,n,lower_confidence,upper_confidence
2015,17-29 J.,West,1.0,0.09169386251184335,27342,0.08827306639985195,0.09511465862383474
2015,46-65 J.,West,2.0,0.07916622802400253,27342,0.07596584817116303,0.08236660787684202
2015,30-45 J.,West,2.0,0.0749552584482577,27342,0.07183404582834088,0.07807647106817453
2015,30-45 J.,East,1.0,0.06305926939677861,27342,0.060178082316127715,0.06594045647742951
2015,46-65 J.,East,1.0,0.062427623960416886,27342,0.05955993703488405,0.06529531088594973
2015,17-29 J.,West,2.0,0.029582061269607326,27342,0.027573733672694604,0.03159038886652005
2015,46-65 J.,East,2.0,0.0222128645120539,27342,0.020465975250239198,0.023959753773868605
2015,30-45 J.,East,2.0,0.01968628276660701,27342,0.01803961747660317,0.02133294805661085
2015,17-29 J.,East,1.0,0.01958100852721339,27342,0.01793866381031566,0.021223353244111124
2015,17-29 J.,East,2.0,0.00821139067270239,27342,0.007141698427327945,0.009281082918076835
2015,66 und älter,West,1.0,0.002210759027266028,27342,0.0016540464362360882,0.002767471618295968
2015,66 und älter,West,2.0,0.0018949363090851668,27342,0.0013794390386398232,0.0024104335795305104
2015,66 und älter,East,1.0,0.0005263711969681019,27342,0.0002544940774222632,0.0007982483165139406
2015,66 und älter,East,2.0,0.00042109695757448155,27342,0.00017790986284394464,0.0006642840523050184
2016,46-65 J.,West,1.0,0.26877908265012185,27798,0.26356747956001797,0.2739906857402257
2016,30-45 J.,West,1.0,0.2526035896299579,27798,0.24749566407785123,0.25771151518206453
2016,17-29 J.,West,1.0,0.08830046532240195,27798,0.084964998241804,0.0916359324029999
2016,46-65 J.,West,2.0,0.0834256592067361,27798,0.08017491372832787,0.08667640468514433
2016,30-45 J.,West,2.0,0.07345446487923776,27798,0.07038762021527523,0.0765213095432003
2016,46-65 J.,East,1.0,0.06791491247507202,27798,0.06495717483220881,0.07087265011793523
2016,30-45 J.,East,1.0,0.06060270330157323,27798,0.057797786733925306,0.06340761986922117
2016,17-29 J.,West,2.0,0.0275869709727454,27798,0.025661545604120255,0.029512396341370546
2016,46-65 J.,East,2.0,0.027476179924662086,27798,0.025554515299440535,0.029397844549883638
2016,17-29 J.,East,1.0,0.019720806558830045,27798,0.018086300536732144,0.021355312580927946
2016,30-45 J.,East,2.0,0.019277642366496785,27798,0.017661240684654633,0.020894044048338938
2016,17-29 J.,East,2.0,0.005650343452249058,27798,0.004769180389960474,0.006531506514537642
2016,66 und älter,West,1.0,0.0029913582982495014,27798,0.002349361333408663,0.00363335526309034
2016,66 und älter,West,2.0,0.0012187015289164636,27798,0.0008085605392935198,0.0016288425185394073
2016,66 und älter,East,1.0,0.0008863283846665189,27798,0.000536500780424473,0.001236155988908565
2016,66 und älter,East,2.0,0.00011079104808331487,27798,-1.2939681043893216e-05,0.00023452177721052295
2017,46-65 J.,West,1.0,0.2745762711864407,31140,0.26961921150876117,0.2795333308641202
2017,30-45 J.,West,1.0,0.2364663585002568,31140,0.23174686342295245,0.24118585357756114
2017,17-29 J.,West,1.0,0.09696969696969697,31140,0.09368295244171036,0.10025644149768358
2017,46-65 J.,West,2.0,0.09183359013867488,31140,0.08862598968620056,0.09504119059114921
2017,46-65 J.,East,1.0,0.0694401643554186,31140,0.06661675214104633,0.07226357656979086
2017,30-45 J.,West,2.0,0.0630713918849512,31140,0.06037137658703825,0.06577140718286416
2017,30-45 J.,East,1.0,0.058038007190549565,31140,0.055441020624167,0.060634993756932126
2017,17-29 J.,West,2.0,0.029070364663585004,31140,0.027204346419102278,0.03093638290806773
2017,46-65 J.,East,2.0,0.028454031843862353,31140,0.026607314828382207,0.0303007488593425
2017,17-29 J.,East,1.0,0.019928094504365692,31140,0.01837585538502729,0.021480333623704093
2017,30-45 J.,East,2.0,0.019722650231124808,31140,0.018178271230901048,0.02126702923134857
2017,17-29 J.,East,2.0,0.0064714946070878274,31140,0.005580881197078495,0.00736210801709716
2017,66 und älter,West,1.0,0.0029789419619928093,31140,0.002373629027934617,0.003584254896051002
2017,66 und älter,West,2.0,0.0022598870056497176,31140,0.001732476415263028,0.002787297596036407
2017,66 und älter,East,1.0,0.0005136106831022085,31140,0.0002619576126285684,0.0007652637535758486
2017,66 und älter,East,2.0,0.00020544427324088342,31140,4.626036216858297e-05,0.00036462818431318383
2018,46-65 J.,West,1.0,0.26609568812758416,29779,0.2610764285688944,0.2711149476862739
2018,30-45 J.,West,1.0,0.22366607599921245,29779,0.21893319747467405,0.22839895452375086
2018,46-65 J.,West,2.0,0.1012994683992912,29779,0.09787248422471169,0.10472645257387071
2018,17-29 J.,West,1.0,0.10120102382358732,29779,0.0977755176537105,0.10462652999346415
2018,30-45 J.,West,2.0,0.06851742468989959,29779,0.06564803918779717,0.071386810192002
2018,46-65 J.,East,1.0,0.06625319944871037,29779,0.06342819583489291,0.06907820306252783
2018,30-45 J.,East,1.0,0.05522740696987596,29779,0.052632976799741334,0.05782183714001058
2018,46-65 J.,East,2.0,0.031206930498129552,29779,0.02923204438943564,0.03318181660682347
2018,17-29 J.,West,2.0,0.03071470761961016,29779,0.0287549605635538,0.032674454675666514
2018,30-45 J.,East,2.0,0.022051584957668832,29779,0.020383650829620088,0.023719519085717577
2018,17-29 J.,East,1.0,0.018901358535144713,29779,0.017354666447746733,0.020448050622542693
2018,17-29 J.,East,2.0,0.007875566056310297,29779,0.006871586248047473,0.00887954586457312
2018,66 und älter,West,1.0,0.003150226422524119,29779,0.0025137434954735447,0.003786709349574693
2018,66 und älter,West,2.0,0.00305178184682024,29779,0.0024252919669859345,0.003678271726654546
2018,66 und älter,East,2.0,0.0004922228785193936,29779,0.00024029571132490297,0.0007441500457138841
2018,66 und älter,East,1.0,0.00029533372711163615,29779,0.0001001725633312485,0.0004904948908920237
2019,46-65 J.,West,1.0,0.286429971683729,29565,0.28127656211064994,0.2915833812568081
2019,30-45 J.,West,1.0,0.21553038553692005,29565,0.21084322913102654,0.22021754194281357
2019,17-29 J.,West,1.0,0.09845349597037682,29565,0.09505742492127489,0.10184956701947875
2019,46-65 J.,West,2.0,0.09453278152907864,29565,0.0911977901628595,0.09786777289529777
2019,46-65 J.,East,1.0,0.07471139185362666,29565,0.07171430622644351,0.0777084774808098
2019,30-45 J.,West,2.0,0.06175125245044653,29565,0.059007474184760565,0.06449503071613248
2019,30-45 J.,East,1.0,0.06087998257460248,29565,0.058154364890914946,0.06360560025829003
2019,17-29 J.,West,2.0,0.030712263123502503,29565,0.02874551203708939,0.03267901420991562
2019,46-65 J.,East,2.0,0.027989544761489873,29565,0.02610936005704804,0.029869729465931704
2019,17-29 J.,East,1.0,0.016771945109997823,29565,0.015308130838934435,0.01823575938106121
2019,30-45 J.,East,2.0,0.016009583968634285,29565,0.014578870758633613,0.017440297178634954
2019,17-29 J.,East,2.0,0.0072968852101938575,29565,0.0063267202631671834,0.008267050157220531
2019,66 und älter,West,1.0,0.00468307558266173,29565,0.0039048358357023335,0.005461315329621126
2019,66 und älter,West,2.0,0.0023959921585711176,29565,0.001838692318400375,0.0029532919987418603
2019,66 und älter,East,1.0,0.0014158135482465694,29565,0.0009872033465938277,0.001844423749899311
2019,66 und älter,East,2.0,0.00043563493792202136,29565,0.00019776811956542277,0.00067350175627862
2020,46-65 J.,West,1.0,0.23403213166144202,29899,0.22923291054488346,0.23883135277800058
2020,30-45 J.,West,1.0,0.18456112852664577,29899,0.1801637529155019,0.18895850413778964
2020,46-65 J.,West,2.0,0.1298001567398119,29899,0.12599059647189334,0.13360971700773047
2020,30-45 J.,West,2.0,0.10197884012539185,29899,0.09854858786791786,0.10540909238286585
2020,17-29 J.,West,1.0,0.0925744514106583,29899,0.08928912280856588,0.09585978001275072
2020,46-65 J.,East,1.0,0.060148902821316616,29899,0.057453826173397476,0.06284397946923576
2020,17-29 J.,West,2.0,0.053193573667711595,29899,0.050649744618898374,0.05573740271652482
2020,30-45 J.,East,1.0,0.04849137931034483,29899,0.04605656204758535,0.05092619657310431
2020,46-65 J.,East,2.0,0.03732366771159874,29899,0.03517504558276863,0.03947228984042886
2020,30-45 J.,East,2.0,0.0274294670846395,29899,0.02557808107188747,0.029280853097391528
2020,17-29 J.,East,1.0,0.014792319749216302,29899,0.013423930110501178,0.016160709387931425
2020,17-29 J.,East,2.0,0.006759404388714733,29899,0.005830632236496831,0.007688176540932635
2020,66 und älter,West,2.0,0.0036246081504702193,29899,0.002943415791810984,0.004305800509129454
2020,66 und älter,West,1.0,0.003134796238244514,29899,0.002501144520238248,0.00376844795625078
2020,66 und älter,East,1.0,0.001469435736677116,29899,0.0010352418344038315,0.0019036296389504006
2020,66 und älter,East,2.0,0.0006857366771159875,29899,0.00038900939943227106,0.000982463954799704
2021,46-65 J.,West,1.0,0.27727784026996627,19931,0.2710629309890832,0.28349274955084935
2021,30-45 J.,West,1.0,0.19853768278965128,19931,0.19299966234088858,0.20407570323841398
2021,17-29 J.,West,1.0,0.10334645669291338,19931,0.09912024101426206,0.1075726723715647
2021,46-65 J.,West,2.0,0.10292463442069741,19931,0.09870606054662359,0.10714320829477122
2021,30-45 J.,West,2.0,0.07170978627671541,19931,0.06812781064613661,0.07529176190729421
2021,46-65 J.,East,1.0,0.06819460067491563,19931,0.06469491424593382,0.07169428710389744
2021,30-45 J.,East,1.0,0.05793025871766029,19931,0.0546869686790224,0.06117354875629818
2021,17-29 J.,West,2.0,0.038667041619797525,19931,0.03599034644715071,0.04134373679244434
2021,46-65 J.,East,2.0,0.02798087739032621,19931,0.025691277500766704,0.030270477279885716
2021,30-45 J.,East,2.0,0.02080989876265467,19931,0.018828097878904673,0.022791699646404665
2021,17-29 J.,East,1.0,0.013638920134983128,19931,0.01202864723654269,0.015249193033423565
2021,17-29 J.,East,2.0,0.007311586051743532,19931,0.006128806517806063,0.008494365585681
2021,66 und älter,West,1.0,0.005905511811023622,19931,0.004841775140864752,0.006969248481182492
2021,66 und älter,West,2.0,0.004358830146231721,19931,0.0034442370413055334,0.00527342325115791
2021,66 und älter,East,1.0,0.001265466816647919,19931,0.0007719045603982376,0.0017590290728976003
2021,66 und älter,East,2.0,0.00014060742407199101,19931,-2.4005950539098697e-05,0.00030522079868308075
