"hlf0036","year","quintil","n","percent","lower_confidence","upper_confidence"
"Nein","2015","1","6439","0.993220345542047","0.991223923638658","0.995216767445436"
"Nein","2015","2","6993","0.980630996226544","0.977440297206712","0.983821695246375"
"Nein","2015","3","7589","0.971041014758947","0.967345539440324","0.97473649007757"
"Nein","2015","4","8906","0.953252769308359","0.948995519918876","0.957510018697842"
"Nein","2015","5","8939","0.945849239457146","0.941330076417456","0.950368402496835"
"Ja","2016","1","80","0.00945541770844809","0.00676266120053251","0.0121481742163637"
"Ja","2016","2","167","0.0256949796142917","0.0217418509114719","0.0296481083171115"
"Ja","2016","3","268","0.0340771472555092","0.0297515923067482","0.0384027022042703"
"Ja","2016","4","494","0.0425956484425743","0.0384686747170573","0.0467226221680913"
"Ja","2016","5","682","0.0641545737895085","0.0592182498153605","0.0690908977636565"
"Nein","2016","1","4882","0.990544582291552","0.987851825783636","0.993237338799467"
"Nein","2016","2","5987","0.974305020385708","0.970351891682888","0.978258149088528"
"Nein","2016","3","6490","0.965922852744491","0.96159729779573","0.970248407693252"
"Nein","2016","4","8704","0.957404351557426","0.953277377831909","0.961531325282943"
"Nein","2016","5","8783","0.935845426210491","0.930909102236343","0.940781750184639"
"Ja","2017","1","34","0.00913174894488335","0.00637537916382807","0.0118881187259386"
"Ja","2017","2","159","0.033185829251787","0.0285222503860354","0.0378494081175385"
"Ja","2017","3","297","0.0335573372812455","0.0294045372850555","0.0377101372774355"
"Ja","2017","4","563","0.0537642916657519","0.0493554420917528","0.0581731412397511"
"Ja","2017","5","929","0.0651290737854265","0.060670489850159","0.0695876577206939"
"Nein","2017","1","4541","0.990868251055117","0.988111881274061","0.993624620836172"
"Nein","2017","2","5508","0.966814170748213","0.962150591882462","0.971477749613965"
"Nein","2017","3","6927","0.966442662718754","0.962289862722564","0.970595462714944"
"Nein","2017","4","9491","0.946235708334248","0.941826858760249","0.950644557908247"
"Nein","2017","5","10837","0.934870926214573","0.930412342279306","0.939329510149841"
"Ja","2018","1","53","0.0115364679898801","0.0082773091944847","0.0147956267852756"
"Ja","2018","2","146","0.0345344855347268","0.0294332877248668","0.0396356833445868"
"Ja","2018","3","224","0.0310091435050936","0.0268818427464342","0.035136444263753"
"Ja","2018","4","554","0.0445529684940292","0.040541924795957","0.0485640121921015"
"Ja","2018","5","966","0.0732048487624486","0.0685133057661355","0.0778963917587617"
"Nein","2018","1","4071","0.98846353201012","0.985204373214725","0.991722690805515"
"Nein","2018","2","4776","0.965465514465273","0.960364316655413","0.970566712275133"
"Nein","2018","3","6552","0.968990856494906","0.964863555736247","0.973118157253566"
"Nein","2018","4","9610","0.955447031505971","0.951435987807899","0.959458075204043"
"Nein","2018","5","10875","0.926795151237551","0.922103608241238","0.931486694233864"
"Ja","2019","1","","","",""
"Ja","2019","2","","","",""
"Ja","2019","3","","","",""
"Ja","2019","4","","","",""
"Ja","2019","5","","","",""
"Nein","2019","1","","","",""
"Nein","2019","2","","","",""
"Nein","2019","3","","","",""
"Nein","2019","4","","","",""
"Nein","2019","5","","","",""
"Ja","2020","1","63","0.0106533381917683","0.00708287181629114","0.0142238045672455"
"Ja","2020","2","89","0.0313601191767469","0.026042700192781","0.0366775381607128"
"Ja","2020","3","200","0.0281967538452466","0.0237585872990553","0.0326349203914379"
"Ja","2020","4","390","0.0406082466999609","0.0367465970057154","0.0444698963942064"
"Ja","2020","5","1222","0.0587959256631657","0.0550846402182428","0.0625072111080887"
"Nein","2020","1","3113","0.989346661808232","0.985776195432754","0.992917128183709"
"Nein","2020","2","4038","0.968639880823253","0.963322461839287","0.973957299807219"
"Nein","2020","3","5144","0.971803246154753","0.967365079608562","0.976241412700945"
"Nein","2020","4","9646","0.959391753300039","0.955530103605794","0.963253402994285"
"Nein","2020","5","14212","0.941204074336834","0.937492788891911","0.944915359781757"
