"hlf0036","year","hhtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nein","2011","1-Pers.- Haushalt","3446","0.990368503522628","0.987120784275558","0.993616222769698"
"Nein","2011","(Ehe-)Paar ohne Kind(er)","4161","0.971732207852959","0.966767488306528","0.976696927399389"
"Nein","2011","Alleinerziehende","2257","0.989338108913743","0.985131619116586","0.993544598710899"
"Nein","2011","Paar mit Kind(ern)","5742","0.949635025147113","0.944141921712491","0.955128128581735"
"Nein","2011","Sonstige","211","0.980544445421188","0.962167485277044","0.998921405565331"
"Ja","2012","1-Pers.- Haushalt","38","0.0117741233740751","0.00827039723231835","0.0152778495158319"
"Ja","2012","(Ehe-)Paar ohne Kind(er)","126","0.0316642404338357","0.0264678379371039","0.0368606429305676"
"Ja","2012","Alleinerziehende","33","0.00854171257990192","0.00467245244887179","0.012410972710932"
"Ja","2012","Paar mit Kind(ern)","327","0.0494471595353877","0.0438297903096781","0.0550645287610973"
"Ja","2012","Sonstige","5","","",""
"Nein","2012","1-Pers.- Haushalt","3603","0.988225876625925","0.984722150484168","0.991729602767682"
"Nein","2012","(Ehe-)Paar ohne Kind(er)","4236","0.968335759566164","0.963139357069432","0.973532162062896"
"Nein","2012","Alleinerziehende","2140","0.991458287420098","0.987589027289068","0.995327547551128"
"Nein","2012","Paar mit Kind(ern)","5395","0.950552840464612","0.944935471238903","0.956170209690322"
"Nein","2012","Sonstige","210","0.970729059102111","0.948197241975073","0.993260876229149"
"Ja","2013","1-Pers.- Haushalt","40","0.0122943186962815","0.00879341867485539","0.0157952187177075"
"Ja","2013","(Ehe-)Paar ohne Kind(er)","139","0.0336754589563173","0.0284613287294864","0.0388895891831482"
"Ja","2013","Alleinerziehende","35","0.0130672906922377","0.00835813494492825","0.0177764464395471"
"Ja","2013","Paar mit Kind(ern)","340","0.0480440508759266","0.0428904426343663","0.0531976591174869"
"Ja","2013","Sonstige","13","","",""
"Nein","2013","1-Pers.- Haushalt","3766","0.987705681303719","0.984204781282292","0.991206581325145"
"Nein","2013","(Ehe-)Paar ohne Kind(er)","4459","0.966324541043683","0.961110410816852","0.971538671270514"
"Nein","2013","Alleinerziehende","2199","0.986932709307762","0.982223553560453","0.991641865055072"
"Nein","2013","Paar mit Kind(ern)","6275","0.951955949124073","0.946802340882513","0.957109557365634"
"Nein","2013","Sonstige","488","0.974523273084195","0.960725876371005","0.988320669797384"
"Ja","2014","1-Pers.- Haushalt","50","0.0188479179380704","0.0143536209998092","0.0233422148763315"
"Ja","2014","(Ehe-)Paar ohne Kind(er)","162","0.0409563680291294","0.0350367868637585","0.0468759491945004"
"Ja","2014","Alleinerziehende","30","0.0117930577779001","0.00681699281631385","0.0167691227394864"
"Ja","2014","Paar mit Kind(ern)","350","0.0573830459001169","0.0513299481227932","0.0634361436774406"
"Ja","2014","Sonstige","7","","",""
"Nein","2014","1-Pers.- Haushalt","3467","0.98115208206193","0.976657785123668","0.985646379000191"
"Nein","2014","(Ehe-)Paar ohne Kind(er)","4144","0.959043631970871","0.9531240508055","0.964963213136242"
"Nein","2014","Alleinerziehende","1778","0.9882069422221","0.983230877260514","0.993183007183686"
"Nein","2014","Paar mit Kind(ern)","5321","0.942616954099883","0.936563856322559","0.948670051877207"
"Nein","2014","Sonstige","376","0.975501425104328","0.960019211000521","0.990983639208135"
"Ja","2015","1-Pers.- Haushalt","56","0.017004434796038","0.0127586496502979","0.0212502199417781"
"Ja","2015","(Ehe-)Paar ohne Kind(er)","148","0.0362465062031599","0.0306633783725062","0.0418296340338136"
"Ja","2015","Alleinerziehende","29","","",""
"Ja","2015","Paar mit Kind(ern)","319","0.051888859292058","0.0460878811636278","0.0576898374204882"
"Ja","2015","Sonstige","8","","",""
"Nein","2015","1-Pers.- Haushalt","3506","0.982995565203962","0.978749780058222","0.987241350349702"
"Nein","2015","(Ehe-)Paar ohne Kind(er)","4157","0.96375349379684","0.958170365966186","0.969336621627494"
"Nein","2015","Alleinerziehende","1673","0.988740799410601","0.983728196303362","0.99375340251784"
"Nein","2015","Paar mit Kind(ern)","5297","0.948111140707942","0.942310162579512","0.953912118836372"
"Nein","2015","Sonstige","378","0.973970513592648","0.95808650392441","0.989854523260886"
"Ja","2016","1-Pers.- Haushalt","53","0.0179264648143873","0.0134286742070764","0.0224242554216983"
"Ja","2016","(Ehe-)Paar ohne Kind(er)","137","0.0378370331466015","0.031952743790665","0.0437213225025381"
"Ja","2016","Alleinerziehende","31","0.0185741399591539","0.0117821769696433","0.0253661029486645"
"Ja","2016","Paar mit Kind(ern)","300","0.0599608589359058","0.0533583666532348","0.0665633512185768"
"Ja","2016","Sonstige","6","","",""
"Nein","2016","1-Pers.- Haushalt","3290","0.982073535185613","0.977575744578302","0.986571325792924"
"Nein","2016","(Ehe-)Paar ohne Kind(er)","3902","0.962162966853399","0.956278677497462","0.968047256209335"
"Nein","2016","Alleinerziehende","1487","0.981425860040846","0.974633897051336","0.988217823030357"
"Nein","2016","Paar mit Kind(ern)","4667","0.940039141064094","0.933436648781423","0.946641633346765"
"Nein","2016","Sonstige","297","0.977293032946535","0.960519724125625","0.994066341767446"
"Ja","2017","1-Pers.- Haushalt","79","0.0206237039650361","0.0161008267591486","0.0251465811709235"
"Ja","2017","(Ehe-)Paar ohne Kind(er)","189","0.0443183492249835","0.0383437422428772","0.0502929562070898"
"Ja","2017","Alleinerziehende","40","0.0268961882645856","0.0187950944181188","0.0349972821110524"
"Ja","2017","Paar mit Kind(ern)","338","0.0648181501218629","0.0581822671456024","0.0714540330981234"
"Ja","2017","Sonstige","10","","",""
"Nein","2017","1-Pers.- Haushalt","3714","0.979376296034964","0.974853418829076","0.983899173240851"
"Nein","2017","(Ehe-)Paar ohne Kind(er)","4369","0.955681650775017","0.94970704379291","0.961656257757123"
"Nein","2017","Alleinerziehende","1492","0.973103811735414","0.965002717888948","0.981204905581881"
"Nein","2017","Paar mit Kind(ern)","4950","0.935181849878137","0.928545966901877","0.941817732854398"
"Nein","2017","Sonstige","360","0.975909885358255","0.96028663037113","0.99153314034538"
"Ja","2018","1-Pers.- Haushalt","65","0.0204156357594157","0.016013295111411","0.0248179764074204"
"Ja","2018","(Ehe-)Paar ohne Kind(er)","186","0.047107997820757","0.0408823284569902","0.0533336671845238"
"Ja","2018","Alleinerziehende","36","0.0155328461037495","0.0092686791238608","0.0217970130836381"
"Ja","2018","Paar mit Kind(ern)","339","0.0714645265534544","0.0642978061122172","0.0786312469946917"
"Ja","2018","Sonstige","10","","",""
"Nein","2018","1-Pers.- Haushalt","3899","0.979584364240584","0.97518202359258","0.983986704888589"
"Nein","2018","(Ehe-)Paar ohne Kind(er)","4263","0.952892002179243","0.946666332815476","0.95911767154301"
"Nein","2018","Alleinerziehende","1461","0.984467153896251","0.978202986916362","0.990731320876139"
"Nein","2018","Paar mit Kind(ern)","4624","0.928535473446545","0.921368753005308","0.935702193887783"
"Nein","2018","Sonstige","333","0.971024468037524","0.953273100064523","0.988775836010526"
"Ja","2019","1-Pers.- Haushalt","","","",""
"Ja","2019","(Ehe-)Paar ohne Kind(er)","","","",""
"Ja","2019","Alleinerziehende","","","",""
"Ja","2019","Paar mit Kind(ern)","","","",""
"Ja","2019","Sonstige","","","",""
"Nein","2019","1-Pers.- Haushalt","","","",""
"Nein","2019","(Ehe-)Paar ohne Kind(er)","","","",""
"Nein","2019","Alleinerziehende","","","",""
"Nein","2019","Paar mit Kind(ern)","","","",""
"Nein","2019","Sonstige","","","",""
"Ja","2020","1-Pers.- Haushalt","105","0.0199774465632673","0.0159286644060447","0.0240262287204898"
"Ja","2020","(Ehe-)Paar ohne Kind(er)","192","0.038840023763061","0.0334438918717491","0.0442361556543729"
"Ja","2020","Alleinerziehende","33","0.0239339371634782","0.0157196676101241","0.0321482067168322"
"Ja","2020","Paar mit Kind(ern)","338","0.0635728321887903","0.0566954583187995","0.0704502060587811"
"Ja","2020","Sonstige","10","","",""
"Nein","2020","1-Pers.- Haushalt","4483","0.980022553436733","0.97597377127951","0.984071335593955"
"Nein","2020","(Ehe-)Paar ohne Kind(er)","4733","0.961159976236939","0.955763844345627","0.966556108128251"
"Nein","2020","Alleinerziehende","1297","0.976066062836522","0.967851793283168","0.984280332389876"
"Nein","2020","Paar mit Kind(ern)","4497","0.93642716781121","0.929549793941219","0.9433045416812"
"Nein","2020","Sonstige","394","0.985533377879691","0.973890062910169","0.997176692849213"
