year,hhtyp,quintil_oecd_hh,hgroom,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Couple with children,2nd Quintile,3 rooms,0.35292,229,523,0.31192,0.39392
1985,Couple with children,2nd Quintile,4 rooms,0.29939,154,523,0.26010,0.33868
1985,Couple with children,2nd Quintile,5 rooms,0.13387,60,523,0.10466,0.16309
1985,Couple with children,2nd Quintile,6 rooms,0.08592,34,523,0.06187,0.10996
1985,Couple with children,3rd Quintile,2 rooms,0.02820,37,506,0.01376,0.04264
1985,Couple with children,3rd Quintile,3 rooms,0.27158,183,506,0.23279,0.31037
1985,Couple with children,3rd Quintile,4 rooms,0.31355,156,506,0.27308,0.35401
1985,Couple with children,3rd Quintile,5 rooms,0.17941,81,506,0.14594,0.21287
1985,Couple with children,3rd Quintile,6 rooms,0.11030,49,506,0.08298,0.13763
1985,Couple with children,4th Quintile,3 rooms,0.23792,130,405,0.19640,0.27945
1985,Couple with children,4th Quintile,4 rooms,0.30128,135,405,0.25654,0.34602
1985,Couple with children,4th Quintile,5 rooms,0.20599,91,405,0.16656,0.24543
1985,Couple with children,4th Quintile,6 rooms,0.13257,49,405,0.09951,0.16564
1985,Couple with children,5th Quintile,3 rooms,0.17770,73,281,0.13293,0.22248
1985,Couple with children,5th Quintile,4 rooms,0.28369,89,281,0.23089,0.33649
1985,Couple with children,5th Quintile,5 rooms,0.25194,77,281,0.20109,0.30279
1985,Couple with children,5th Quintile,6 rooms,0.13780,42,281,0.09743,0.17818
1986,Single-person household,1st Quintile,1 room,0.22400,74,251,0.17232,0.27568
1986,Single-person household,1st Quintile,2 rooms,0.40689,112,251,0.34599,0.46778
1986,Single-person household,1st Quintile,3 rooms,0.26152,65,251,0.20704,0.31599
1986,Single-person household,2nd Quintile,1 room,0.13284,32,159,0.07992,0.18577
1986,Single-person household,2nd Quintile,2 rooms,0.36520,63,159,0.29012,0.44028
1986,Single-person household,2nd Quintile,3 rooms,0.36199,64,159,0.28705,0.43692
1986,Single-person household,3rd Quintile,1 room,0.17054,48,190,0.11692,0.22416
1986,Single-person household,3rd Quintile,2 rooms,0.44794,89,190,0.37704,0.51883
1986,Single-person household,3rd Quintile,3 rooms,0.28859,53,190,0.22399,0.35319
1986,Single-person household,4th Quintile,1 room,0.17730,45,199,0.12411,0.23050
1986,Single-person household,4th Quintile,2 rooms,0.47457,103,199,0.40502,0.54413
1986,Single-person household,4th Quintile,3 rooms,0.25137,51,199,0.19095,0.31180
1986,Single-person household,5th Quintile,2 rooms,0.24431,45,112,0.16437,0.32424
1986,Single-person household,5th Quintile,3 rooms,0.38379,67,112,0.29332,0.47426
1986,Couple without children,1st Quintile,2 rooms,0.38729,60,115,0.29786,0.47671
1986,Couple without children,1st Quintile,3 rooms,0.38952,55,115,0.30000,0.47903
1986,Couple without children,2nd Quintile,2 rooms,0.23977,53,156,0.17256,0.30698
1986,Couple without children,2nd Quintile,3 rooms,0.38295,66,156,0.30642,0.45948
1986,Couple without children,2nd Quintile,4 rooms,0.21140,37,156,0.14712,0.27568
1986,Couple without children,3rd Quintile,2 rooms,0.24733,59,174,0.18303,0.31162
1986,Couple without children,3rd Quintile,3 rooms,0.41541,84,174,0.34197,0.48884
1986,Couple without children,3rd Quintile,4 rooms,0.17250,31,174,0.11620,0.22880
1986,Couple without children,4th Quintile,2 rooms,0.20050,67,253,0.15106,0.24993
1986,Couple without children,4th Quintile,3 rooms,0.48498,134,253,0.42327,0.54669
1986,Couple without children,4th Quintile,4 rooms,0.17878,52,253,0.13147,0.22609
1986,Couple without children,5th Quintile,2 rooms,0.10859,52,339,0.07542,0.14176
1986,Couple without children,5th Quintile,3 rooms,0.35850,140,339,0.30737,0.40962
1986,Couple without children,5th Quintile,4 rooms,0.31533,110,339,0.26580,0.36487
1986,Couple without children,5th Quintile,5 rooms,0.10571,37,339,0.07293,0.13849
1986,Single parent,1st Quintile,3 rooms,0.41233,41,41,0.25978,0.56488
1986,Couple with children,1st Quintile,2 rooms,0.08870,45,379,0.06004,0.11736
1986,Couple with children,1st Quintile,3 rooms,0.37487,189,379,0.32606,0.42367
1986,Couple with children,1st Quintile,4 rooms,0.24235,99,379,0.19915,0.28555
1986,Couple with children,1st Quintile,5 rooms,0.15430,46,379,0.11788,0.19072
1986,Couple with children,2nd Quintile,2 rooms,0.03796,45,517,0.02147,0.05445
1986,Couple with children,2nd Quintile,3 rooms,0.31429,206,517,0.27424,0.35435
1986,Couple with children,2nd Quintile,4 rooms,0.31758,155,517,0.27741,0.35775
1986,Couple with children,2nd Quintile,5 rooms,0.15271,72,517,0.12167,0.18375
1986,Couple with children,2nd Quintile,6 rooms,0.09422,39,517,0.06902,0.11943
1986,Couple with children,3rd Quintile,2 rooms,0.02857,34,475,0.01357,0.04356
1986,Couple with children,3rd Quintile,3 rooms,0.31589,182,475,0.27404,0.35774
1986,Couple with children,3rd Quintile,4 rooms,0.30698,144,475,0.26546,0.34851
1986,Couple with children,3rd Quintile,5 rooms,0.15480,71,475,0.12224,0.18737
1986,Couple with children,3rd Quintile,6 rooms,0.10754,44,475,0.07965,0.13543
1986,Couple with children,4th Quintile,3 rooms,0.25182,133,378,0.20800,0.29564
1986,Couple with children,4th Quintile,4 rooms,0.28803,120,378,0.24232,0.33374
1986,Couple with children,4th Quintile,5 rooms,0.21247,80,378,0.17117,0.25376
1986,Couple with children,4th Quintile,6 rooms,0.12589,45,378,0.09240,0.15938
1986,Couple with children,5th Quintile,3 rooms,0.18819,70,274,0.14182,0.23455
1986,Couple with children,5th Quintile,4 rooms,0.24129,76,274,0.19054,0.29205
1986,Couple with children,5th Quintile,5 rooms,0.24268,77,274,0.19182,0.29353
1986,Couple with children,5th Quintile,6 rooms,0.17169,51,274,0.12696,0.21643
1987,Single-person household,1st Quintile,1 room,0.24882,79,257,0.19586,0.30178
1987,Single-person household,1st Quintile,2 rooms,0.34338,99,257,0.28522,0.40155
1987,Single-person household,1st Quintile,3 rooms,0.30253,79,257,0.24626,0.35880
1987,Single-person household,2nd Quintile,2 rooms,0.43072,80,143,0.34928,0.51217
1987,Single-person household,2nd Quintile,3 rooms,0.34858,63,143,0.27020,0.42695
1987,Single-person household,3rd Quintile,1 room,0.13333,42,185,0.08421,0.18244
1987,Single-person household,3rd Quintile,2 rooms,0.49684,96,185,0.42459,0.56908
1987,Single-person household,3rd Quintile,3 rooms,0.25955,47,185,0.19621,0.32290
1987,Single-person household,4th Quintile,1 room,0.20745,42,169,0.14613,0.26876
1987,Single-person household,4th Quintile,2 rooms,0.39784,78,169,0.32382,0.47185
1987,Single-person household,4th Quintile,3 rooms,0.26748,49,169,0.20055,0.33442
1987,Single-person household,5th Quintile,2 rooms,0.34439,68,127,0.26142,0.42736
1987,Single-person household,5th Quintile,3 rooms,0.30796,59,127,0.22735,0.38857
1987,Couple without children,1st Quintile,2 rooms,0.32280,42,97,0.22927,0.41633
1987,Couple without children,1st Quintile,3 rooms,0.38523,55,97,0.28788,0.48258
1987,Couple without children,2nd Quintile,2 rooms,0.21715,45,151,0.15117,0.28314
1987,Couple without children,2nd Quintile,3 rooms,0.42255,73,151,0.34350,0.50160
1987,Couple without children,2nd Quintile,4 rooms,0.19984,33,151,0.13585,0.26384
1987,Couple without children,3rd Quintile,2 rooms,0.20906,49,169,0.14757,0.27055
1987,Couple without children,3rd Quintile,3 rooms,0.38995,77,169,0.31620,0.46371
1987,Couple without children,3rd Quintile,4 rooms,0.22100,43,169,0.15825,0.28374
1987,Couple without children,4th Quintile,2 rooms,0.20951,77,257,0.15966,0.25936
1987,Couple without children,4th Quintile,3 rooms,0.46723,130,257,0.40612,0.52835
1987,Couple without children,4th Quintile,4 rooms,0.17916,50,257,0.13218,0.22613
1987,Couple without children,5th Quintile,2 rooms,0.12078,60,335,0.08583,0.15572
1987,Couple without children,5th Quintile,3 rooms,0.33935,130,335,0.28857,0.39013
1987,Couple without children,5th Quintile,4 rooms,0.30664,103,335,0.25719,0.35610
1987,Couple without children,5th Quintile,5 rooms,0.11800,42,335,0.08341,0.15260
1987,Single parent,1st Quintile,3 rooms,0.42868,40,40,0.27336,0.58400
1987,Single parent,2nd Quintile,3 rooms,0.55344,34,34,0.38382,0.72306
1987,Couple with children,1st Quintile,2 rooms,0.07917,46,342,0.05051,0.10783
1987,Couple with children,1st Quintile,3 rooms,0.39846,174,342,0.34650,0.45042
1987,Couple with children,1st Quintile,4 rooms,0.24093,89,342,0.19554,0.28632
1987,Couple with children,1st Quintile,5 rooms,0.13270,33,342,0.09669,0.16871
1987,Couple with children,2nd Quintile,2 rooms,0.03535,41,460,0.01846,0.05224
1987,Couple with children,2nd Quintile,3 rooms,0.35824,211,460,0.31437,0.40210
1987,Couple with children,2nd Quintile,4 rooms,0.28830,139,460,0.24686,0.32974
1987,Couple with children,2nd Quintile,5 rooms,0.16589,69,460,0.13186,0.19993
1987,Couple with children,3rd Quintile,2 rooms,0.03889,31,490,0.02175,0.05602
1987,Couple with children,3rd Quintile,3 rooms,0.30956,188,490,0.26859,0.35054
1987,Couple with children,3rd Quintile,4 rooms,0.29050,145,490,0.25026,0.33074
1987,Couple with children,3rd Quintile,5 rooms,0.18142,85,490,0.14726,0.21558
1987,Couple with children,3rd Quintile,6 rooms,0.10475,41,490,0.07761,0.13190
1987,Couple with children,4th Quintile,3 rooms,0.24193,132,393,0.19954,0.28433
1987,Couple with children,4th Quintile,4 rooms,0.30051,130,393,0.25512,0.34589
1987,Couple with children,4th Quintile,5 rooms,0.20870,83,393,0.16847,0.24893
1987,Couple with children,4th Quintile,6 rooms,0.11833,48,393,0.08635,0.15031
1987,Couple with children,5th Quintile,3 rooms,0.14308,54,262,0.10060,0.18557
1987,Couple with children,5th Quintile,4 rooms,0.26686,79,262,0.21320,0.32053
1987,Couple with children,5th Quintile,5 rooms,0.28318,86,262,0.22852,0.33784
1987,Couple with children,5th Quintile,6 rooms,0.15102,43,262,0.10758,0.19446
1988,Single-person household,1st Quintile,1 room,0.22332,63,234,0.16985,0.27680
1988,Single-person household,1st Quintile,2 rooms,0.33800,90,234,0.27726,0.39874
1988,Single-person household,1st Quintile,3 rooms,0.30903,81,234,0.24970,0.36837
1988,Single-person household,2nd Quintile,2 rooms,0.39451,75,141,0.31355,0.47547
1988,Single-person household,2nd Quintile,3 rooms,0.38468,66,141,0.30409,0.46527
1988,Single-person household,3rd Quintile,1 room,0.16322,43,164,0.10648,0.21995
1988,Single-person household,3rd Quintile,2 rooms,0.45044,78,164,0.37405,0.52682
1988,Single-person household,3rd Quintile,3 rooms,0.23145,43,164,0.16670,0.29620
1988,Single-person household,4th Quintile,1 room,0.14596,35,179,0.09409,0.19782
1988,Single-person household,4th Quintile,2 rooms,0.43417,87,179,0.36136,0.50699
1988,Single-person household,4th Quintile,3 rooms,0.30737,57,179,0.23958,0.37515
1988,Single-person household,5th Quintile,2 rooms,0.32412,61,117,0.23895,0.40930
1988,Single-person household,5th Quintile,3 rooms,0.31505,56,117,0.23052,0.39959
1988,Couple without children,1st Quintile,2 rooms,0.36579,59,112,0.27618,0.45539
1988,Couple without children,1st Quintile,3 rooms,0.35730,53,112,0.26815,0.44645
1988,Couple without children,2nd Quintile,2 rooms,0.24716,52,157,0.17947,0.31485
1988,Couple without children,2nd Quintile,3 rooms,0.36568,69,157,0.29010,0.44125
1988,Couple without children,2nd Quintile,4 rooms,0.20888,36,157,0.14509,0.27268
1988,Couple without children,3rd Quintile,2 rooms,0.19686,48,171,0.13709,0.25664
1988,Couple without children,3rd Quintile,3 rooms,0.45378,89,171,0.37894,0.52862
1988,Couple without children,3rd Quintile,4 rooms,0.17062,34,171,0.11407,0.22717
1988,Couple without children,4th Quintile,2 rooms,0.20856,69,232,0.15617,0.26096
1988,Couple without children,4th Quintile,3 rooms,0.44209,112,232,0.37805,0.50614
1988,Couple without children,4th Quintile,4 rooms,0.20711,51,232,0.15485,0.25936
1988,Couple without children,5th Quintile,2 rooms,0.12385,56,321,0.08775,0.15994
1988,Couple without children,5th Quintile,3 rooms,0.37867,137,321,0.32552,0.43182
1988,Couple without children,5th Quintile,4 rooms,0.26258,88,321,0.21437,0.31080
1988,Couple without children,5th Quintile,5 rooms,0.12009,40,321,0.08447,0.15570
1988,Single parent,1st Quintile,3 rooms,0.40964,36,36,0.24672,0.57257
1988,Couple with children,1st Quintile,2 rooms,0.06164,40,341,0.03607,0.08720
1988,Couple with children,1st Quintile,3 rooms,0.40085,173,341,0.34875,0.45294
1988,Couple with children,1st Quintile,4 rooms,0.25167,87,341,0.20554,0.29780
1988,Couple with children,1st Quintile,5 rooms,0.14116,41,341,0.10415,0.17818
1988,Couple with children,2nd Quintile,3 rooms,0.37690,205,432,0.33115,0.42266
1988,Couple with children,2nd Quintile,4 rooms,0.27006,134,432,0.22814,0.31197
1988,Couple with children,2nd Quintile,5 rooms,0.16164,61,432,0.12689,0.19640
1988,Couple with children,2nd Quintile,6 rooms,0.08888,32,432,0.06201,0.11575
1988,Couple with children,3rd Quintile,3 rooms,0.31368,182,429,0.26972,0.35764
1988,Couple with children,3rd Quintile,4 rooms,0.28695,138,429,0.24410,0.32981
1988,Couple with children,3rd Quintile,5 rooms,0.15181,65,429,0.11781,0.18581
1988,Couple with children,3rd Quintile,6 rooms,0.11695,44,429,0.08650,0.14739
1988,Couple with children,4th Quintile,3 rooms,0.21008,115,380,0.16907,0.25109
1988,Couple with children,4th Quintile,4 rooms,0.31461,130,380,0.26786,0.36136
1988,Couple with children,4th Quintile,5 rooms,0.20283,81,380,0.16235,0.24331
1988,Couple with children,4th Quintile,6 rooms,0.14150,54,380,0.10641,0.17659
1988,Couple with children,5th Quintile,3 rooms,0.13058,44,241,0.08795,0.17321
1988,Couple with children,5th Quintile,4 rooms,0.26147,73,241,0.20587,0.31706
1988,Couple with children,5th Quintile,5 rooms,0.30396,81,241,0.24576,0.36215
1988,Couple with children,5th Quintile,6 rooms,0.16174,43,241,0.11516,0.20833
1989,Single-person household,1st Quintile,1 room,0.19772,58,231,0.14624,0.24919
1989,Single-person household,1st Quintile,2 rooms,0.35537,97,231,0.29352,0.41723
1989,Single-person household,1st Quintile,3 rooms,0.30702,76,231,0.24740,0.36663
1989,Single-person household,2nd Quintile,1 room,0.12105,35,183,0.07366,0.16844
1989,Single-person household,2nd Quintile,2 rooms,0.44472,87,183,0.37252,0.51692
1989,Single-person household,2nd Quintile,3 rooms,0.34224,61,183,0.27331,0.41117
1989,Single-person household,3rd Quintile,2 rooms,0.43860,87,141,0.35640,0.52080
1989,Single-person household,3rd Quintile,3 rooms,0.29395,54,141,0.21849,0.36942
1989,Single-person household,4th Quintile,1 room,0.17090,35,164,0.11311,0.22868
1989,Single-person household,4th Quintile,2 rooms,0.39443,78,164,0.31940,0.46946
1989,Single-person household,4th Quintile,3 rooms,0.27008,51,164,0.20192,0.33824
1989,Single-person household,5th Quintile,2 rooms,0.35633,61,117,0.26918,0.44348
1989,Single-person household,5th Quintile,3 rooms,0.31807,56,117,0.23331,0.40282
1989,Couple without children,1st Quintile,2 rooms,0.38199,52,100,0.28628,0.47770
1989,Couple without children,1st Quintile,3 rooms,0.33365,48,100,0.24077,0.42653
1989,Couple without children,2nd Quintile,2 rooms,0.24232,47,148,0.17305,0.31159
1989,Couple without children,2nd Quintile,3 rooms,0.42925,70,148,0.34923,0.50926
1989,Couple without children,2nd Quintile,4 rooms,0.17642,31,148,0.11480,0.23804
1989,Couple without children,3rd Quintile,2 rooms,0.16020,36,162,0.10354,0.21686
1989,Couple without children,3rd Quintile,3 rooms,0.43528,88,162,0.35870,0.51187
1989,Couple without children,3rd Quintile,4 rooms,0.19980,38,162,0.13803,0.26156
1989,Couple without children,4th Quintile,2 rooms,0.20880,85,261,0.15939,0.25821
1989,Couple without children,4th Quintile,3 rooms,0.41363,117,261,0.35377,0.47350
1989,Couple without children,4th Quintile,4 rooms,0.22556,59,261,0.17476,0.27637
1989,Couple without children,5th Quintile,2 rooms,0.13288,55,299,0.09434,0.17142
1989,Couple without children,5th Quintile,3 rooms,0.36215,123,299,0.30758,0.41672
1989,Couple without children,5th Quintile,4 rooms,0.24238,80,299,0.19373,0.29103
1989,Couple without children,5th Quintile,5 rooms,0.12486,41,299,0.08733,0.16239
1989,Single parent,2nd Quintile,3 rooms,0.49935,31,31,0.32043,0.67827
1989,Couple with children,1st Quintile,2 rooms,0.06322,43,338,0.03724,0.08920
1989,Couple with children,1st Quintile,3 rooms,0.33515,162,338,0.28475,0.38555
1989,Couple with children,1st Quintile,4 rooms,0.31344,100,338,0.26391,0.36297
1989,Couple with children,1st Quintile,5 rooms,0.12526,33,338,0.08992,0.16060
1989,Couple with children,2nd Quintile,2 rooms,0.04694,32,462,0.02763,0.06625
1989,Couple with children,2nd Quintile,3 rooms,0.33529,198,462,0.29220,0.37839
1989,Couple with children,2nd Quintile,4 rooms,0.27996,132,462,0.23897,0.32095
1989,Couple with children,2nd Quintile,5 rooms,0.17299,67,462,0.13847,0.20752
1989,Couple with children,2nd Quintile,6 rooms,0.08638,33,462,0.06074,0.11202
1989,Couple with children,3rd Quintile,3 rooms,0.33126,174,417,0.28603,0.37649
1989,Couple with children,3rd Quintile,4 rooms,0.30252,133,417,0.25838,0.34666
1989,Couple with children,3rd Quintile,5 rooms,0.15504,64,417,0.12026,0.18982
1989,Couple with children,3rd Quintile,6 rooms,0.11379,46,417,0.08327,0.14430
1989,Couple with children,4th Quintile,3 rooms,0.18960,100,325,0.14692,0.23228
1989,Couple with children,4th Quintile,4 rooms,0.29577,105,325,0.24607,0.34547
1989,Couple with children,4th Quintile,5 rooms,0.22487,77,325,0.17941,0.27033
1989,Couple with children,4th Quintile,6 rooms,0.13537,43,325,0.09812,0.17262
1989,Couple with children,5th Quintile,3 rooms,0.12991,39,225,0.08588,0.17394
1989,Couple with children,5th Quintile,4 rooms,0.28049,75,225,0.22166,0.33932
1989,Couple with children,5th Quintile,5 rooms,0.27619,71,225,0.21763,0.33474
1989,Couple with children,5th Quintile,6 rooms,0.15795,40,225,0.11019,0.20571
1990,Single-person household,1st Quintile,1 room,0.22141,67,323,0.17606,0.26676
1990,Single-person household,1st Quintile,2 rooms,0.53444,192,323,0.47996,0.58892
1990,Single-person household,1st Quintile,3 rooms,0.16891,64,323,0.12799,0.20984
1990,Single-person household,2nd Quintile,1 room,0.17884,58,243,0.13055,0.22712
1990,Single-person household,2nd Quintile,2 rooms,0.31690,92,243,0.25828,0.37552
1990,Single-person household,2nd Quintile,3 rooms,0.35926,93,243,0.29881,0.41971
1990,Single-person household,3rd Quintile,1 room,0.11308,31,207,0.06983,0.15633
1990,Single-person household,3rd Quintile,2 rooms,0.45969,106,207,0.39164,0.52775
1990,Single-person household,3rd Quintile,3 rooms,0.30922,70,207,0.24611,0.37234
1990,Single-person household,4th Quintile,1 room,0.16719,45,218,0.11755,0.21684
1990,Single-person household,4th Quintile,2 rooms,0.45115,105,218,0.38495,0.51736
1990,Single-person household,4th Quintile,3 rooms,0.27974,68,218,0.22002,0.33946
1990,Single-person household,5th Quintile,2 rooms,0.33754,68,136,0.25777,0.41731
1990,Single-person household,5th Quintile,3 rooms,0.33160,68,136,0.25219,0.41102
1990,Couple without children,1st Quintile,2 rooms,0.26924,125,429,0.22722,0.31127
1990,Couple without children,1st Quintile,3 rooms,0.47782,234,429,0.43049,0.52514
1990,Couple without children,1st Quintile,4 rooms,0.13581,70,429,0.10335,0.16826
1990,Couple without children,2nd Quintile,2 rooms,0.33273,70,133,0.25235,0.41312
1990,Couple without children,2nd Quintile,3 rooms,0.32193,63,133,0.24222,0.40163
1990,Couple without children,3rd Quintile,2 rooms,0.23262,60,197,0.17347,0.29177
1990,Couple without children,3rd Quintile,3 rooms,0.38280,95,197,0.31475,0.45085
1990,Couple without children,3rd Quintile,4 rooms,0.18465,42,197,0.13033,0.23897
1990,Couple without children,4th Quintile,2 rooms,0.20264,79,262,0.15387,0.25141
1990,Couple without children,4th Quintile,3 rooms,0.42785,125,262,0.36782,0.48787
1990,Couple without children,4th Quintile,4 rooms,0.21014,58,262,0.16071,0.25956
1990,Couple without children,5th Quintile,2 rooms,0.16062,77,379,0.12361,0.19764
1990,Couple without children,5th Quintile,3 rooms,0.36601,158,379,0.31744,0.41457
1990,Couple without children,5th Quintile,4 rooms,0.25195,102,379,0.20818,0.29571
1990,Couple without children,5th Quintile,5 rooms,0.09717,42,379,0.06731,0.12703
