year,hhtyp,sampreg,hgroom,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2014,Couple with children,West,8 rooms,0.03871,199,4723,0.03321,0.04421
2014,Couple with children,West,9 rooms,0.01746,87,4723,0.01373,0.02120
2014,Couple with children,West,10 or more rooms,0.01388,69,4723,0.01054,0.01722
2014,Couple with children,East,3 rooms,0.27303,230,916,0.24417,0.30190
2014,Couple with children,East,4 rooms,0.33618,329,916,0.30557,0.36678
2014,Couple with children,East,5 rooms,0.19989,195,916,0.17397,0.22580
2014,Couple with children,East,6 rooms,0.08454,105,916,0.06651,0.10256
2014,Couple with children,East,7 rooms,0.05168,57,916,0.03734,0.06603
2014,Other Combinations,West,3 rooms,0.33714,84,140,0.25855,0.41573
2014,Other Combinations,West,4 rooms,0.26006,56,140,0.18713,0.33298
2015,Single-person household,West,1 room,0.08381,299,2717,0.07339,0.09423
2015,Single-person household,West,2 rooms,0.33013,917,2717,0.31244,0.34781
2015,Single-person household,West,3 rooms,0.30762,820,2717,0.29026,0.32497
2015,Single-person household,West,4 rooms,0.13836,344,2717,0.12537,0.15134
2015,Single-person household,West,5 rooms,0.07118,183,2717,0.06151,0.08085
2015,Single-person household,West,6 rooms,0.03945,102,2717,0.03213,0.04678
2015,Single-person household,West,7 rooms,0.01608,52,2717,0.01135,0.02081
2015,Single-person household,East,1 room,0.10320,96,814,0.08228,0.12411
2015,Single-person household,East,2 rooms,0.47439,364,814,0.44007,0.50872
2015,Single-person household,East,3 rooms,0.29923,282,814,0.26775,0.33071
2015,Single-person household,East,4 rooms,0.06913,72,814,0.05169,0.08656
2015,Couple without children,West,1 room,0.00546,35,3286,0.00294,0.00798
2015,Couple without children,West,2 rooms,0.10207,453,3286,0.09172,0.11242
2015,Couple without children,West,3 rooms,0.31182,1003,3286,0.29598,0.32767
2015,Couple without children,West,4 rooms,0.22859,669,3286,0.21423,0.24295
2015,Couple without children,West,5 rooms,0.17169,541,3286,0.15880,0.18459
2015,Couple without children,West,6 rooms,0.09911,325,3286,0.08889,0.10933
2015,Couple without children,West,7 rooms,0.04984,159,3286,0.04240,0.05728
2015,Couple without children,West,8 rooms,0.01736,70,3286,0.01290,0.02183
2015,Couple without children,West,9 rooms,0.00835,31,3286,0.00524,0.01146
2015,Couple without children,East,2 rooms,0.13095,144,1038,0.11042,0.15148
2015,Couple without children,East,3 rooms,0.45883,466,1038,0.42850,0.48916
2015,Couple without children,East,4 rooms,0.22204,235,1038,0.19674,0.24733
2015,Couple without children,East,5 rooms,0.09729,122,1038,0.07925,0.11533
2015,Couple without children,East,6 rooms,0.06014,71,1038,0.04567,0.07462
2015,Single parent,West,2 rooms,0.11590,146,1316,0.09860,0.13320
2015,Single parent,West,3 rooms,0.41295,573,1316,0.38634,0.43956
2015,Single parent,West,4 rooms,0.22165,303,1316,0.19920,0.24410
2015,Single parent,West,5 rooms,0.12741,170,1316,0.10939,0.14544
2015,Single parent,West,6 rooms,0.06095,86,1316,0.04802,0.07388
2015,Single parent,West,7 rooms,0.03204,38,1316,0.02252,0.04156
2015,Single parent,East,3 rooms,0.51419,186,322,0.45951,0.56887
2015,Single parent,East,4 rooms,0.24257,105,322,0.19567,0.28946
2015,Single parent,East,5 rooms,0.07485,31,322,0.04606,0.10363
2015,Couple with children,West,2 rooms,0.01779,151,4732,0.01402,0.02156
2015,Couple with children,West,3 rooms,0.20118,1083,4732,0.18976,0.21261
2015,Couple with children,West,4 rooms,0.22956,1100,4732,0.21757,0.24154
2015,Couple with children,West,5 rooms,0.24491,976,4732,0.23266,0.25716
2015,Couple with children,West,6 rooms,0.15355,704,4732,0.14327,0.16382
2015,Couple with children,West,7 rooms,0.08181,369,4732,0.07400,0.08962
2015,Couple with children,West,8 rooms,0.04026,194,4732,0.03465,0.04586
2015,Couple with children,West,9 rooms,0.01872,93,4732,0.01486,0.02258
2015,Couple with children,West,10 or more rooms,0.01127,62,4732,0.00826,0.01427
2015,Couple with children,East,3 rooms,0.26712,235,861,0.23755,0.29670
2015,Couple with children,East,4 rooms,0.34594,303,861,0.31415,0.37773
2015,Couple with children,East,5 rooms,0.17071,173,861,0.14556,0.19585
2015,Couple with children,East,6 rooms,0.10033,101,861,0.08025,0.12041
2015,Couple with children,East,7 rooms,0.04712,49,861,0.03296,0.06128
2015,Other Combinations,West,2 rooms,0.19702,38,156,0.13440,0.25964
2015,Other Combinations,West,3 rooms,0.33435,74,156,0.26008,0.40862
2015,Other Combinations,West,4 rooms,0.20830,44,156,0.14437,0.27223
2016,Single-person household,West,1 room,0.08563,392,2830,0.07532,0.09594
2016,Single-person household,West,2 rooms,0.33105,976,2830,0.31370,0.34839
2016,Single-person household,West,3 rooms,0.30932,811,2830,0.29229,0.32636
2016,Single-person household,West,4 rooms,0.13488,329,2830,0.12229,0.14746
2016,Single-person household,West,5 rooms,0.06613,160,2830,0.05698,0.07529
2016,Single-person household,West,6 rooms,0.04239,107,2830,0.03496,0.04981
2016,Single-person household,West,7 rooms,0.01661,55,2830,0.01190,0.02133
2016,Single-person household,East,1 room,0.10781,117,911,0.08765,0.12796
2016,Single-person household,East,2 rooms,0.45737,379,911,0.42500,0.48973
2016,Single-person household,East,3 rooms,0.28994,302,911,0.26046,0.31943
2016,Single-person household,East,4 rooms,0.07108,72,911,0.05439,0.08778
2016,Single-person household,East,5 rooms,0.05301,41,911,0.03845,0.06757
2016,Couple without children,West,1 room,0.00553,31,3080,0.00291,0.00815
2016,Couple without children,West,2 rooms,0.10194,414,3080,0.09125,0.11263
2016,Couple without children,West,3 rooms,0.30535,931,3080,0.28908,0.32161
2016,Couple without children,West,4 rooms,0.22828,653,3080,0.21345,0.24310
2016,Couple without children,West,5 rooms,0.16918,515,3080,0.15593,0.18242
2016,Couple without children,West,6 rooms,0.09970,314,3080,0.08912,0.11028
2016,Couple without children,West,7 rooms,0.05317,150,3080,0.04525,0.06110
2016,Couple without children,West,8 rooms,0.02278,72,3080,0.01751,0.02805
2016,Couple without children,East,2 rooms,0.12117,134,989,0.10082,0.14152
2016,Couple without children,East,3 rooms,0.43920,433,989,0.40826,0.47015
2016,Couple without children,East,4 rooms,0.22480,224,989,0.19877,0.25083
2016,Couple without children,East,5 rooms,0.11243,134,989,0.09273,0.13212
2016,Couple without children,East,6 rooms,0.05839,64,989,0.04377,0.07301
2016,Single parent,West,2 rooms,0.11956,170,1287,0.10183,0.13729
2016,Single parent,West,3 rooms,0.39812,559,1287,0.37136,0.42487
2016,Single parent,West,4 rooms,0.21861,292,1287,0.19602,0.24120
2016,Single parent,West,5 rooms,0.14160,152,1287,0.12255,0.16066
2016,Single parent,West,6 rooms,0.06108,79,1287,0.04799,0.07417
2016,Single parent,West,7 rooms,0.03033,35,1287,0.02096,0.03971
2016,Single parent,East,2 rooms,0.09832,38,363,0.06765,0.12899
2016,Single parent,East,3 rooms,0.47714,191,363,0.42568,0.52859
2016,Single parent,East,4 rooms,0.29256,103,363,0.24569,0.33943
2016,Single parent,East,5 rooms,0.07009,31,363,0.04379,0.09639
2016,Couple with children,West,2 rooms,0.02137,253,5142,0.01742,0.02533
2016,Couple with children,West,3 rooms,0.20429,1331,5142,0.19327,0.21531
2016,Couple with children,West,4 rooms,0.23145,1245,5142,0.21992,0.24298
2016,Couple with children,West,5 rooms,0.23364,956,5142,0.22207,0.24521
2016,Couple with children,West,6 rooms,0.15337,675,5142,0.14352,0.16322
2016,Couple with children,West,7 rooms,0.07915,354,5142,0.07177,0.08653
2016,Couple with children,West,8 rooms,0.04605,191,5142,0.04032,0.05178
2016,Couple with children,West,9 rooms,0.01503,76,5142,0.01170,0.01835
2016,Couple with children,West,10 or more rooms,0.01401,61,5142,0.01080,0.01722
2016,Couple with children,East,2 rooms,0.02476,40,999,0.01512,0.03440
2016,Couple with children,East,3 rooms,0.29596,290,999,0.26764,0.32428
2016,Couple with children,East,4 rooms,0.33877,363,999,0.30940,0.36813
2016,Couple with children,East,5 rooms,0.17579,164,999,0.15217,0.19941
2016,Couple with children,East,6 rooms,0.09287,94,999,0.07486,0.11088
2016,Couple with children,East,7 rooms,0.05234,48,999,0.03852,0.06616
2016,Other Combinations,West,2 rooms,0.12520,75,288,0.08691,0.16349
2016,Other Combinations,West,3 rooms,0.39025,127,288,0.33381,0.44668
2016,Other Combinations,West,4 rooms,0.19558,52,288,0.14969,0.24147
2016,Other Combinations,West,5 rooms,0.16491,34,288,0.12198,0.20785
2017,Single-person household,West,1 room,0.09056,458,3200,0.08062,0.10051
2017,Single-person household,West,2 rooms,0.32378,1110,3200,0.30756,0.33999
2017,Single-person household,West,3 rooms,0.31103,916,3200,0.29498,0.32707
2017,Single-person household,West,4 rooms,0.12560,357,3200,0.11412,0.13709
2017,Single-person household,West,5 rooms,0.07459,193,3200,0.06548,0.08369
2017,Single-person household,West,6 rooms,0.04349,108,3200,0.03642,0.05056
2017,Single-person household,West,7 rooms,0.01836,58,3200,0.01371,0.02301
2017,Single-person household,East,1 room,0.11350,148,1028,0.09410,0.13291
2017,Single-person household,East,2 rooms,0.45240,428,1028,0.42196,0.48284
2017,Single-person household,East,3 rooms,0.29618,327,1028,0.26826,0.32411
2017,Single-person household,East,4 rooms,0.07328,85,1028,0.05734,0.08921
2017,Single-person household,East,5 rooms,0.04209,40,1028,0.02981,0.05437
2017,Couple without children,West,1 room,0.00671,31,3514,0.00401,0.00941
2017,Couple without children,West,2 rooms,0.10413,472,3514,0.09403,0.11423
2017,Couple without children,West,3 rooms,0.29179,1030,3514,0.27676,0.30682
2017,Couple without children,West,4 rooms,0.23797,763,3514,0.22389,0.25206
2017,Couple without children,West,5 rooms,0.17288,581,3514,0.16038,0.18539
2017,Couple without children,West,6 rooms,0.10035,359,3514,0.09041,0.11028
2017,Couple without children,West,7 rooms,0.05163,188,3514,0.04431,0.05894
2017,Couple without children,West,8 rooms,0.02237,90,3514,0.01748,0.02726
2017,Couple without children,East,2 rooms,0.11852,130,1113,0.09952,0.13751
2017,Couple without children,East,3 rooms,0.41931,476,1113,0.39031,0.44832
2017,Couple without children,East,4 rooms,0.22890,265,1113,0.20421,0.25360
2017,Couple without children,East,5 rooms,0.14120,162,1113,0.12073,0.16167
2017,Couple without children,East,6 rooms,0.06068,80,1113,0.04665,0.07471
2017,Single parent,West,2 rooms,0.12407,168,1335,0.10638,0.14176
2017,Single parent,West,3 rooms,0.40128,583,1335,0.37498,0.42758
2017,Single parent,West,4 rooms,0.21485,298,1335,0.19281,0.23689
2017,Single parent,West,5 rooms,0.12637,162,1335,0.10854,0.14420
2017,Single parent,West,6 rooms,0.06205,80,1335,0.04911,0.07500
2017,Single parent,West,7 rooms,0.03389,44,1335,0.02418,0.04360
2017,Single parent,East,3 rooms,0.49078,186,329,0.43668,0.54489
2017,Single parent,East,4 rooms,0.27177,105,329,0.22362,0.31991
2017,Single parent,East,5 rooms,0.11495,38,329,0.08043,0.14947
2017,Couple with children,West,2 rooms,0.02276,278,5676,0.01888,0.02664
2017,Couple with children,West,3 rooms,0.21280,1423,5676,0.20215,0.22345
2017,Couple with children,West,4 rooms,0.23516,1428,5676,0.22412,0.24619
2017,Couple with children,West,5 rooms,0.23310,1074,5676,0.22210,0.24410
2017,Couple with children,West,6 rooms,0.14921,741,5676,0.13994,0.15848
2017,Couple with children,West,7 rooms,0.07672,380,5676,0.06980,0.08364
2017,Couple with children,West,8 rooms,0.04029,200,5676,0.03517,0.04540
2017,Couple with children,West,9 rooms,0.01205,83,5676,0.00921,0.01489
2017,Couple with children,West,10 or more rooms,0.01666,69,5676,0.01333,0.01999
2017,Couple with children,East,2 rooms,0.02029,36,1106,0.01198,0.02861
2017,Couple with children,East,3 rooms,0.27655,308,1106,0.25017,0.30292
2017,Couple with children,East,4 rooms,0.33221,402,1106,0.30444,0.35998
2017,Couple with children,East,5 rooms,0.20853,201,1106,0.18457,0.23248
2017,Couple with children,East,6 rooms,0.08990,105,1106,0.07304,0.10677
2017,Couple with children,East,7 rooms,0.05136,54,1106,0.03834,0.06437
2017,Multi-generational household,West,3 rooms,0.15469,40,72,0.07058,0.23881
2017,Multi-generational household,West,4 rooms,0.11630,32,72,0.04173,0.19087
2017,Other Combinations,West,2 rooms,0.11325,83,403,0.08228,0.14423
2017,Other Combinations,West,3 rooms,0.33443,164,403,0.28831,0.38055
2017,Other Combinations,West,4 rooms,0.20557,75,403,0.16607,0.24508
2017,Other Combinations,West,5 rooms,0.15654,47,403,0.12102,0.19206
2017,Other Combinations,West,6 rooms,0.08828,34,403,0.06055,0.11602
2018,Single-person household,West,1 room,0.09340,488,3331,0.08352,0.10328
2018,Single-person household,West,2 rooms,0.33259,1223,3331,0.31659,0.34859
2018,Single-person household,West,3 rooms,0.30319,911,3331,0.28758,0.31880
2018,Single-person household,West,4 rooms,0.11766,342,3331,0.10671,0.12860
2018,Single-person household,West,5 rooms,0.07107,199,3331,0.06234,0.07980
2018,Single-person household,West,6 rooms,0.04803,107,3331,0.04076,0.05529
2018,Single-person household,West,7 rooms,0.02162,61,3331,0.01668,0.02656
2018,Single-person household,East,1 room,0.11482,156,1064,0.09565,0.13398
2018,Single-person household,East,2 rooms,0.45812,450,1064,0.42816,0.48807
2018,Single-person household,East,3 rooms,0.29598,331,1064,0.26854,0.32343
2018,Single-person household,East,4 rooms,0.06764,89,1064,0.05254,0.08274
2018,Single-person household,East,5 rooms,0.03930,38,1064,0.02762,0.05099
2018,Couple without children,West,2 rooms,0.10116,459,3448,0.09110,0.11123
2018,Couple without children,West,3 rooms,0.27590,997,3448,0.26098,0.29082
2018,Couple without children,West,4 rooms,0.26144,808,3448,0.24677,0.27611
2018,Couple without children,West,5 rooms,0.16622,541,3448,0.15379,0.17864
2018,Couple without children,West,6 rooms,0.10732,357,3448,0.09699,0.11765
2018,Couple without children,West,7 rooms,0.05118,178,3448,0.04382,0.05854
2018,Couple without children,West,8 rooms,0.01702,73,3448,0.01270,0.02133
2018,Couple without children,West,9 rooms,0.00801,35,3448,0.00504,0.01099
2018,Couple without children,East,2 rooms,0.11669,141,1097,0.09768,0.13570
2018,Couple without children,East,3 rooms,0.43664,478,1097,0.40728,0.46601
2018,Couple without children,East,4 rooms,0.21803,259,1097,0.19359,0.24248
2018,Couple without children,East,5 rooms,0.13100,146,1097,0.11102,0.15097
2018,Couple without children,East,6 rooms,0.05751,73,1097,0.04373,0.07130
2018,Single parent,West,2 rooms,0.13741,196,1321,0.11884,0.15599
2018,Single parent,West,3 rooms,0.38969,574,1321,0.36338,0.41600
2018,Single parent,West,4 rooms,0.23888,294,1321,0.21588,0.26188
2018,Single parent,West,5 rooms,0.12791,153,1321,0.10990,0.14593
2018,Single parent,West,6 rooms,0.04873,69,1321,0.03712,0.06035
2018,Single parent,West,7 rooms,0.02549,35,1321,0.01699,0.03399
2018,Single parent,East,3 rooms,0.50471,189,323,0.45010,0.55932
2018,Single parent,East,4 rooms,0.27993,103,323,0.23089,0.32897
2018,Single parent,East,5 rooms,0.07732,31,323,0.04815,0.10650
2018,Couple with children,West,2 rooms,0.02308,239,5340,0.01905,0.02710
2018,Couple with children,West,3 rooms,0.19449,1333,5340,0.18387,0.20511
2018,Couple with children,West,4 rooms,0.24156,1394,5340,0.23008,0.25304
2018,Couple with children,West,5 rooms,0.23644,1017,5340,0.22504,0.24783
2018,Couple with children,West,6 rooms,0.15444,672,5340,0.14475,0.16413
2018,Couple with children,West,7 rooms,0.07393,349,5340,0.06691,0.08095
2018,Couple with children,West,8 rooms,0.03738,181,5340,0.03229,0.04246
2018,Couple with children,West,9 rooms,0.01865,81,5340,0.01503,0.02228
2018,Couple with children,West,10 or more rooms,0.01792,74,5340,0.01436,0.02148
2018,Couple with children,East,3 rooms,0.25260,297,1016,0.22587,0.27933
2018,Couple with children,East,4 rooms,0.32680,368,1016,0.29795,0.35566
2018,Couple with children,East,5 rooms,0.23895,202,1016,0.21272,0.26519
2018,Couple with children,East,6 rooms,0.07619,102,1016,0.05987,0.09252
2018,Couple with children,East,7 rooms,0.05912,47,1016,0.04461,0.07363
2018,Multi-generational household,West,4 rooms,0.17654,33,33,0.04443,0.30865
2018,Other Combinations,West,2 rooms,0.09733,65,319,0.06475,0.12991
2018,Other Combinations,West,3 rooms,0.36050,120,319,0.30773,0.41327
2018,Other Combinations,West,4 rooms,0.18701,69,319,0.14415,0.22986
2018,Other Combinations,West,5 rooms,0.08203,33,319,0.05187,0.11219
2018,Other Combinations,West,6 rooms,0.14884,32,319,0.10972,0.18796
2019,Single-person household,West,1 room,0.08312,463,3462,0.07393,0.09232
2019,Single-person household,West,2 rooms,0.33201,1194,3462,0.31632,0.34770
2019,Single-person household,West,3 rooms,0.30877,981,3462,0.29337,0.32416
2019,Single-person household,West,4 rooms,0.11781,360,3462,0.10707,0.12855
2019,Single-person household,West,5 rooms,0.07293,229,3462,0.06427,0.08159
2019,Single-person household,West,6 rooms,0.04942,134,3462,0.04220,0.05664
2019,Single-person household,West,7 rooms,0.02094,70,3462,0.01617,0.02571
2019,Single-person household,West,8 rooms,0.00943,31,3462,0.00621,0.01264
2019,Single-person household,East,1 room,0.08882,119,1039,0.07151,0.10612
2019,Single-person household,East,2 rooms,0.46596,432,1039,0.43561,0.49631
2019,Single-person household,East,3 rooms,0.29916,328,1039,0.27131,0.32702
2019,Single-person household,East,4 rooms,0.08048,109,1039,0.06393,0.09703
2019,Single-person household,East,5 rooms,0.04371,51,1039,0.03127,0.05615
2019,Couple without children,West,1 room,0.00821,33,3892,0.00538,0.01105
2019,Couple without children,West,2 rooms,0.10137,451,3892,0.09189,0.11086
2019,Couple without children,West,3 rooms,0.27588,997,3892,0.26184,0.28993
2019,Couple without children,West,4 rooms,0.24533,857,3892,0.23181,0.25885
2019,Couple without children,West,5 rooms,0.17924,681,3892,0.16719,0.19129
2019,Couple without children,West,6 rooms,0.09955,418,3892,0.09015,0.10896
2019,Couple without children,West,7 rooms,0.05703,243,3892,0.04974,0.06432
2019,Couple without children,West,8 rooms,0.01971,124,3892,0.01534,0.02407
2019,Couple without children,West,9 rooms,0.00727,45,3892,0.00460,0.00994
2019,Couple without children,West,10 or more rooms,0.00641,43,3892,0.00390,0.00891
2019,Couple without children,East,2 rooms,0.10441,140,1227,0.08729,0.12152
2019,Couple without children,East,3 rooms,0.42399,481,1227,0.39633,0.45166
2019,Couple without children,East,4 rooms,0.23265,289,1227,0.20900,0.25630
2019,Couple without children,East,5 rooms,0.13231,190,1227,0.11334,0.15128
2019,Couple without children,East,6 rooms,0.06624,93,1227,0.05232,0.08016
2019,Couple without children,East,7 rooms,0.01378,34,1227,0.00725,0.02030
2019,Single parent,West,2 rooms,0.13749,157,1206,0.11804,0.15693
2019,Single parent,West,3 rooms,0.40491,525,1206,0.37719,0.43262
2019,Single parent,West,4 rooms,0.20048,257,1206,0.17788,0.22309
2019,Single parent,West,5 rooms,0.13337,157,1206,0.11418,0.15257
2019,Single parent,West,6 rooms,0.06242,73,1206,0.04876,0.07608
2019,Single parent,West,7 rooms,0.03337,37,1206,0.02323,0.04351
2019,Single parent,East,3 rooms,0.49756,171,279,0.43878,0.55633
2019,Single parent,East,4 rooms,0.28254,108,279,0.22961,0.33546
2019,Couple with children,West,2 rooms,0.02534,221,5369,0.02114,0.02955
2019,Couple with children,West,3 rooms,0.19415,1170,5369,0.18357,0.20473
2019,Couple with children,West,4 rooms,0.24042,1335,5369,0.22899,0.25185
2019,Couple with children,West,5 rooms,0.23709,1036,5369,0.22572,0.24847
2019,Couple with children,West,6 rooms,0.15145,746,5369,0.14186,0.16104
2019,Couple with children,West,7 rooms,0.07666,416,5369,0.06954,0.08377
2019,Couple with children,West,8 rooms,0.03852,211,5369,0.03337,0.04366
2019,Couple with children,West,9 rooms,0.02037,115,5369,0.01659,0.02415
2019,Couple with children,West,10 or more rooms,0.01383,119,5369,0.01071,0.01696
2019,Couple with children,East,3 rooms,0.21897,260,1077,0.19426,0.24368
2019,Couple with children,East,4 rooms,0.35051,386,1077,0.32200,0.37902
2019,Couple with children,East,5 rooms,0.22262,212,1077,0.19776,0.24748
2019,Couple with children,East,6 rooms,0.08475,132,1077,0.06811,0.10139
2019,Couple with children,East,7 rooms,0.05314,55,1077,0.03974,0.06655
2019,Couple with children,East,8 rooms,0.02441,32,1077,0.01519,0.03363
2019,Other Combinations,West,2 rooms,0.09927,49,258,0.06271,0.13582
2019,Other Combinations,West,3 rooms,0.30469,116,258,0.24842,0.36097
2019,Other Combinations,West,4 rooms,0.24595,61,258,0.19330,0.29860
2019,Other Combinations,West,5 rooms,0.12046,32,258,0.08067,0.16026
2020,Single-person household,West,1 room,0.08197,770,4162,0.07364,0.09031
2020,Single-person household,West,2 rooms,0.34330,1498,4162,0.32887,0.35773
2020,Single-person household,West,3 rooms,0.29606,1084,4162,0.28219,0.30993
2020,Single-person household,West,4 rooms,0.11828,380,4162,0.10846,0.12809
2020,Single-person household,West,5 rooms,0.07290,223,4162,0.06500,0.08080
2020,Single-person household,West,6 rooms,0.05332,142,4162,0.04649,0.06015
2020,Single-person household,West,7 rooms,0.01995,65,4162,0.01570,0.02420
2020,Single-person household,East,1 room,0.08889,162,1106,0.07211,0.10568
2020,Single-person household,East,2 rooms,0.44526,447,1106,0.41595,0.47456
2020,Single-person household,East,3 rooms,0.30850,338,1106,0.28127,0.33573
2020,Single-person household,East,4 rooms,0.09247,116,1106,0.07539,0.10955
2020,Single-person household,East,5 rooms,0.03520,43,1106,0.02433,0.04607
2020,Couple without children,West,1 room,0.00561,78,3987,0.00329,0.00793
2020,Couple without children,West,2 rooms,0.10284,638,3987,0.09341,0.11227
2020,Couple without children,West,3 rooms,0.26560,1066,3987,0.25189,0.27932
2020,Couple without children,West,4 rooms,0.24741,781,3987,0.23401,0.26081
2020,Couple without children,West,5 rooms,0.17583,635,3987,0.16401,0.18765
2020,Couple without children,West,6 rooms,0.11284,404,3987,0.10302,0.12266
2020,Couple without children,West,7 rooms,0.04942,200,3987,0.04269,0.05615
2020,Couple without children,West,8 rooms,0.02551,104,3987,0.02062,0.03041
2020,Couple without children,West,9 rooms,0.00642,40,3987,0.00394,0.00891
2020,Couple without children,West,10 or more rooms,0.00851,41,3987,0.00566,0.01136
2020,Couple without children,East,2 rooms,0.09832,156,1153,0.08113,0.11552
2020,Couple without children,East,3 rooms,0.43384,452,1153,0.40522,0.46246
2020,Couple without children,East,4 rooms,0.22957,267,1153,0.20529,0.25386
2020,Couple without children,East,5 rooms,0.12494,165,1153,0.10585,0.14403
2020,Couple without children,East,6 rooms,0.07181,82,1153,0.05690,0.08672
2020,Couple without children,East,7 rooms,0.02143,31,1153,0.01307,0.02979
2020,Single parent,West,2 rooms,0.10724,178,1200,0.08973,0.12476
2020,Single parent,West,3 rooms,0.39974,518,1200,0.37201,0.42747
2020,Single parent,West,4 rooms,0.21486,257,1200,0.19162,0.23811
2020,Single parent,West,5 rooms,0.15405,139,1200,0.13362,0.17449
2020,Single parent,West,6 rooms,0.05437,70,1200,0.04153,0.06720
2020,Single parent,West,7 rooms,0.02912,38,1200,0.01961,0.03864
2020,Single parent,East,2 rooms,0.05521,34,294,0.02905,0.08136
2020,Single parent,East,3 rooms,0.50770,169,294,0.45046,0.56495
2020,Single parent,East,4 rooms,0.26054,91,294,0.21028,0.31080
2020,Couple with children,West,2 rooms,0.01994,327,5466,0.01624,0.02365
2020,Couple with children,West,3 rooms,0.18088,1466,5466,0.17067,0.19108
2020,Couple with children,West,4 rooms,0.23848,1339,5466,0.22718,0.24977
2020,Couple with children,West,5 rooms,0.23031,904,5466,0.21915,0.24147
2020,Couple with children,West,6 rooms,0.15809,655,5466,0.14842,0.16777
2020,Couple with children,West,7 rooms,0.08743,365,5466,0.07995,0.09492
2020,Couple with children,West,8 rooms,0.04484,223,5466,0.03935,0.05032
2020,Couple with children,West,9 rooms,0.02350,96,5466,0.01948,0.02752
2020,Couple with children,West,10 or more rooms,0.01501,91,5466,0.01179,0.01824
2020,Couple with children,East,2 rooms,0.03292,34,1050,0.02212,0.04372
2020,Couple with children,East,3 rooms,0.20603,287,1050,0.18156,0.23051
2020,Couple with children,East,4 rooms,0.32009,347,1050,0.29186,0.34832
2020,Couple with children,East,5 rooms,0.19706,169,1050,0.17299,0.22113
2020,Couple with children,East,6 rooms,0.15177,126,1050,0.13006,0.17349
2020,Couple with children,East,7 rooms,0.05693,52,1050,0.04291,0.07095
2020,Couple with children,East,8 rooms,0.02152,35,1050,0.01274,0.03031
2020,Other Combinations,West,2 rooms,0.08268,78,360,0.05419,0.11116
2020,Other Combinations,West,3 rooms,0.28828,153,360,0.24142,0.33514
2020,Other Combinations,West,4 rooms,0.24027,97,360,0.19608,0.28447
2020,Other Combinations,West,5 rooms,0.10019,32,360,0.06913,0.13125
2021,Single-person household,West,1 room,0.07691,397,2727,0.06691,0.08691
2021,Single-person household,West,2 rooms,0.32586,902,2727,0.30827,0.34346
2021,Single-person household,West,3 rooms,0.32104,799,2727,0.30351,0.33856
2021,Single-person household,West,4 rooms,0.11561,291,2727,0.10361,0.12761
2021,Single-person household,West,5 rooms,0.07884,185,2727,0.06873,0.08896
2021,Single-person household,West,6 rooms,0.04510,104,2727,0.03731,0.05289
2021,Single-person household,West,7 rooms,0.01978,49,2727,0.01456,0.02501
2021,Single-person household,East,1 room,0.09270,105,742,0.07182,0.11358
2021,Single-person household,East,2 rooms,0.41127,287,742,0.37584,0.44670
2021,Single-person household,East,3 rooms,0.32716,231,742,0.29338,0.36094
2021,Single-person household,East,4 rooms,0.09525,88,742,0.07411,0.11638
2021,Single-person household,East,5 rooms,0.04231,31,742,0.02782,0.05681
2021,Couple without children,West,1 room,0.01146,41,2633,0.00740,0.01553
2021,Couple without children,West,2 rooms,0.11337,368,2633,0.10126,0.12549
2021,Couple without children,West,3 rooms,0.27471,699,2633,0.25766,0.29176
2021,Couple without children,West,4 rooms,0.22861,535,2633,0.21257,0.24465
2021,Couple without children,West,5 rooms,0.16814,438,2633,0.15386,0.18243
2021,Couple without children,West,6 rooms,0.11564,287,2633,0.10343,0.12786
2021,Couple without children,West,7 rooms,0.05040,150,2633,0.04204,0.05876
2021,Couple without children,West,8 rooms,0.02285,81,2633,0.01714,0.02856
2021,Couple without children,West,9 rooms,0.00784,34,2633,0.00447,0.01121
2021,Couple without children,East,2 rooms,0.10390,102,775,0.08241,0.12540
2021,Couple without children,East,3 rooms,0.38368,294,775,0.34943,0.41794
2021,Couple without children,East,4 rooms,0.24086,198,775,0.21073,0.27098
2021,Couple without children,East,5 rooms,0.14058,117,775,0.11609,0.16507
2021,Couple without children,East,6 rooms,0.07900,64,775,0.05999,0.09800
2021,Single parent,West,2 rooms,0.10073,88,730,0.07888,0.12258
2021,Single parent,West,3 rooms,0.35306,299,730,0.31836,0.38775
2021,Single parent,West,4 rooms,0.25384,177,730,0.22225,0.28544
2021,Single parent,West,5 rooms,0.15638,91,730,0.13001,0.18275
2021,Single parent,West,6 rooms,0.04858,42,730,0.03297,0.06419
2021,Single parent,West,7 rooms,0.03855,33,730,0.02458,0.05253
2021,Single parent,East,3 rooms,0.43911,122,194,0.36910,0.50913
2021,Single parent,East,4 rooms,0.32410,72,194,0.25807,0.39014
2021,Couple with children,West,2 rooms,0.02650,161,3349,0.02106,0.03194
2021,Couple with children,West,3 rooms,0.18345,791,3349,0.17034,0.19656
2021,Couple with children,West,4 rooms,0.22257,796,3349,0.20848,0.23666
2021,Couple with children,West,5 rooms,0.23867,600,3349,0.22423,0.25311
2021,Couple with children,West,6 rooms,0.16132,472,3349,0.14886,0.17378
2021,Couple with children,West,7 rooms,0.08165,246,3349,0.07237,0.09093
2021,Couple with children,West,8 rooms,0.04769,152,3349,0.04047,0.05491
2021,Couple with children,West,9 rooms,0.02399,73,3349,0.01880,0.02917
