year,bula_h,hhtyp,hgroom,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Brandenburg,Couple with children,4 rooms,0.24967,48,148,0.17970,0.31964
1990,Mecklenburg-Western Pomerania,Couple with children,3 rooms,0.42468,55,55,0.29284,0.55651
1990,Saxony,Single-person household,2 rooms,0.63233,57,57,0.50605,0.75862
1990,Saxony,Couple without children,2 rooms,0.35373,56,127,0.27024,0.43721
1990,Saxony,Couple without children,3 rooms,0.44349,71,127,0.35674,0.53023
1990,Saxony,Couple with children,2 rooms,0.13993,42,276,0.09893,0.18093
1990,Saxony,Couple with children,3 rooms,0.43678,135,276,0.37816,0.49540
1990,Saxony,Couple with children,4 rooms,0.29690,99,276,0.24290,0.35090
1990,Saxony-Anhalt,Single-person household,2 rooms,0.60395,39,39,0.44845,0.75946
1990,Saxony-Anhalt,Couple without children,3 rooms,0.45502,39,39,0.29669,0.61336
1990,Saxony-Anhalt,Couple with children,3 rooms,0.47869,99,151,0.39874,0.55863
1990,Saxony-Anhalt,Couple with children,4 rooms,0.23560,52,151,0.16769,0.30352
1990,Thuringa,Couple without children,3 rooms,0.51194,40,40,0.35506,0.66882
1990,Thuringa,Couple with children,3 rooms,0.38921,69,124,0.30304,0.47538
1990,Thuringa,Couple with children,4 rooms,0.26226,55,124,0.18452,0.34000
1991,Lower Saxony,Single-person household,2 rooms,0.38655,37,69,0.27081,0.50229
1991,Lower Saxony,Single-person household,3 rooms,0.31418,32,69,0.20385,0.42451
1991,Lower Saxony,Couple without children,3 rooms,0.28994,49,83,0.19173,0.38815
1991,Lower Saxony,Couple without children,4 rooms,0.25361,34,83,0.15944,0.34779
1991,Lower Saxony,Couple with children,3 rooms,0.28567,57,105,0.19885,0.37249
1991,Lower Saxony,Couple with children,4 rooms,0.27493,48,105,0.18912,0.36074
1991,North Rhine-Westphalia,Single-person household,1 room,0.10508,33,235,0.06579,0.14438
1991,North Rhine-Westphalia,Single-person household,2 rooms,0.48106,125,235,0.41704,0.54508
1991,North Rhine-Westphalia,Single-person household,3 rooms,0.30107,77,235,0.24230,0.35985
1991,North Rhine-Westphalia,Couple without children,2 rooms,0.27548,85,271,0.22219,0.32877
1991,North Rhine-Westphalia,Couple without children,3 rooms,0.43321,134,271,0.37410,0.49231
1991,North Rhine-Westphalia,Couple without children,4 rooms,0.15373,52,271,0.11071,0.19675
1991,North Rhine-Westphalia,Couple with children,2 rooms,0.05210,37,510,0.03280,0.07141
1991,North Rhine-Westphalia,Couple with children,3 rooms,0.30111,197,510,0.26126,0.34096
1991,North Rhine-Westphalia,Couple with children,4 rooms,0.27664,144,510,0.23778,0.31551
1991,North Rhine-Westphalia,Couple with children,5 rooms,0.18473,84,510,0.15102,0.21845
1991,North Rhine-Westphalia,Couple with children,6 rooms,0.10353,48,510,0.07707,0.13000
1991,Hesse,Couple without children,3 rooms,0.41067,49,49,0.27150,0.54985
1991,Hesse,Couple with children,3 rooms,0.29948,74,122,0.21786,0.38109
1991,Hesse,Couple with children,4 rooms,0.29117,48,122,0.21022,0.37212
1991,"Rhineland-Palatinate, Saarland",Couple with children,4 rooms,0.23527,34,34,0.09054,0.37999
1991,Baden-Wuerttemberg,Single-person household,2 rooms,0.31407,53,95,0.22024,0.40790
1991,Baden-Wuerttemberg,Single-person household,3 rooms,0.36828,42,95,0.27077,0.46579
1991,Baden-Wuerttemberg,Couple without children,2 rooms,0.13791,37,157,0.08380,0.19202
1991,Baden-Wuerttemberg,Couple without children,3 rooms,0.38571,78,157,0.30933,0.46210
1991,Baden-Wuerttemberg,Couple without children,4 rooms,0.26367,42,157,0.19452,0.33281
1991,Baden-Wuerttemberg,Couple with children,2 rooms,0.05818,32,371,0.03432,0.08203
1991,Baden-Wuerttemberg,Couple with children,3 rooms,0.24594,144,371,0.20206,0.28982
1991,Baden-Wuerttemberg,Couple with children,4 rooms,0.24361,103,371,0.19987,0.28735
1991,Baden-Wuerttemberg,Couple with children,5 rooms,0.19175,57,371,0.15164,0.23187
1991,Baden-Wuerttemberg,Couple with children,6 rooms,0.13396,35,371,0.09925,0.16867
1991,Bavaria,Single-person household,1 room,0.16559,31,143,0.10445,0.22673
1991,Bavaria,Single-person household,2 rooms,0.31009,55,143,0.23401,0.38616
1991,Bavaria,Single-person household,3 rooms,0.34979,57,143,0.27135,0.42824
1991,Bavaria,Couple without children,2 rooms,0.20233,51,156,0.13908,0.26557
1991,Bavaria,Couple without children,3 rooms,0.31471,62,156,0.24160,0.38782
1991,Bavaria,Couple without children,4 rooms,0.20830,43,156,0.14437,0.27223
1991,Bavaria,Couple with children,3 rooms,0.26537,107,284,0.21393,0.31682
1991,Bavaria,Couple with children,4 rooms,0.26517,87,284,0.21374,0.31660
1991,Bavaria,Couple with children,5 rooms,0.20793,57,284,0.16065,0.25522
1991,Bavaria,Couple with children,6 rooms,0.12085,33,284,0.08287,0.15882
1991,Berlin,Single-person household,2 rooms,0.56499,47,47,0.42173,0.70826
1991,Berlin,Couple without children,3 rooms,0.49373,37,37,0.33041,0.65705
1991,Berlin,Couple with children,3 rooms,0.45492,57,99,0.35633,0.55351
1991,Berlin,Couple with children,4 rooms,0.35191,42,99,0.25736,0.44646
1991,Brandenburg,Couple without children,3 rooms,0.58546,41,41,0.43279,0.73813
1991,Brandenburg,Couple with children,3 rooms,0.56390,97,138,0.48086,0.64694
1991,Brandenburg,Couple with children,4 rooms,0.23298,41,138,0.16219,0.30377
1991,Mecklenburg-Western Pomerania,Couple with children,3 rooms,0.43694,54,54,0.30340,0.57048
1991,Saxony,Single-person household,2 rooms,0.64799,55,55,0.52061,0.77538
1991,Saxony,Couple without children,2 rooms,0.29268,42,110,0.20726,0.37810
1991,Saxony,Couple without children,3 rooms,0.48093,68,110,0.38713,0.57472
1991,Saxony,Couple with children,2 rooms,0.13293,36,249,0.09067,0.17518
1991,Saxony,Couple with children,3 rooms,0.42164,118,249,0.36018,0.48311
1991,Saxony,Couple with children,4 rooms,0.30306,95,249,0.24586,0.36026
1991,Saxony-Anhalt,Single-person household,2 rooms,0.62079,32,32,0.44999,0.79159
1991,Saxony-Anhalt,Couple without children,3 rooms,0.44607,40,40,0.29006,0.60208
1991,Saxony-Anhalt,Couple with children,3 rooms,0.45212,89,145,0.37083,0.53341
1991,Saxony-Anhalt,Couple with children,4 rooms,0.26954,56,145,0.19707,0.34201
1991,Thuringa,Couple without children,3 rooms,0.53156,34,34,0.36131,0.70182
1991,Thuringa,Couple with children,3 rooms,0.40114,68,122,0.31380,0.48847
1991,Thuringa,Couple with children,4 rooms,0.26493,54,122,0.18630,0.34356
1992,Lower Saxony,Single-person household,2 rooms,0.35587,38,71,0.24371,0.46803
1992,Lower Saxony,Single-person household,3 rooms,0.31628,33,71,0.20734,0.42522
1992,Lower Saxony,Couple without children,3 rooms,0.26634,45,77,0.16696,0.36573
1992,Lower Saxony,Couple without children,4 rooms,0.24282,32,77,0.14642,0.33922
1992,Lower Saxony,Couple with children,3 rooms,0.26112,60,138,0.18757,0.33467
1992,Lower Saxony,Couple with children,4 rooms,0.27333,46,138,0.19871,0.34796
1992,Lower Saxony,Couple with children,5 rooms,0.21259,32,138,0.14408,0.28110
1992,North Rhine-Westphalia,Single-person household,1 room,0.10378,38,235,0.06470,0.14286
1992,North Rhine-Westphalia,Single-person household,2 rooms,0.47170,122,235,0.40774,0.53566
1992,North Rhine-Westphalia,Single-person household,3 rooms,0.30038,75,235,0.24164,0.35912
1992,North Rhine-Westphalia,Couple without children,2 rooms,0.26540,88,272,0.21283,0.31797
1992,North Rhine-Westphalia,Couple without children,3 rooms,0.41755,127,272,0.35884,0.47627
1992,North Rhine-Westphalia,Couple without children,4 rooms,0.17199,57,272,0.12706,0.21692
1992,North Rhine-Westphalia,Couple with children,2 rooms,0.04737,34,504,0.02881,0.06594
1992,North Rhine-Westphalia,Couple with children,3 rooms,0.28832,198,504,0.24873,0.32791
1992,North Rhine-Westphalia,Couple with children,4 rooms,0.28452,138,504,0.24509,0.32395
1992,North Rhine-Westphalia,Couple with children,5 rooms,0.20077,89,504,0.16576,0.23578
1992,North Rhine-Westphalia,Couple with children,6 rooms,0.10000,45,504,0.07378,0.12622
1992,Hesse,Single-person household,2 rooms,0.38137,31,31,0.20755,0.55518
1992,Hesse,Couple without children,3 rooms,0.36832,51,51,0.23462,0.50202
1992,Hesse,Couple with children,3 rooms,0.29280,77,126,0.21303,0.37258
1992,Hesse,Couple with children,4 rooms,0.28420,49,126,0.20513,0.36327
1992,"Rhineland-Palatinate, Saarland",Couple with children,4 rooms,0.24623,33,33,0.09696,0.39550
1992,Baden-Wuerttemberg,Single-person household,2 rooms,0.29908,52,97,0.20749,0.39067
1992,Baden-Wuerttemberg,Single-person household,3 rooms,0.37415,45,97,0.27735,0.47095
1992,Baden-Wuerttemberg,Couple without children,2 rooms,0.11272,34,159,0.06341,0.16204
1992,Baden-Wuerttemberg,Couple without children,3 rooms,0.41081,82,159,0.33409,0.48752
1992,Baden-Wuerttemberg,Couple without children,4 rooms,0.27130,43,159,0.20197,0.34063
1992,Baden-Wuerttemberg,Couple with children,2 rooms,0.05089,32,358,0.02809,0.07369
1992,Baden-Wuerttemberg,Couple with children,3 rooms,0.24619,129,358,0.20150,0.29087
1992,Baden-Wuerttemberg,Couple with children,4 rooms,0.23442,100,358,0.19047,0.27836
1992,Baden-Wuerttemberg,Couple with children,5 rooms,0.20582,62,358,0.16388,0.24776
1992,Baden-Wuerttemberg,Couple with children,6 rooms,0.13236,35,358,0.09721,0.16752
1992,Bavaria,Single-person household,2 rooms,0.30422,57,118,0.22085,0.38758
1992,Bavaria,Single-person household,3 rooms,0.36948,61,118,0.28202,0.45694
1992,Bavaria,Couple without children,2 rooms,0.23719,57,166,0.17229,0.30209
1992,Bavaria,Couple without children,3 rooms,0.32686,65,166,0.25528,0.39843
1992,Bavaria,Couple without children,4 rooms,0.19807,44,166,0.13726,0.25888
1992,Bavaria,Couple with children,3 rooms,0.29565,118,296,0.24357,0.34772
1992,Bavaria,Couple with children,4 rooms,0.25064,88,296,0.20119,0.30010
1992,Bavaria,Couple with children,5 rooms,0.19494,54,296,0.14973,0.24015
1992,Bavaria,Couple with children,6 rooms,0.12282,36,296,0.08537,0.16028
1992,Berlin,Single-person household,2 rooms,0.60590,52,52,0.47179,0.74001
1992,Berlin,Couple without children,3 rooms,0.47629,37,37,0.31314,0.63943
1992,Berlin,Couple with children,3 rooms,0.49101,58,98,0.39152,0.59050
1992,Berlin,Couple with children,4 rooms,0.30739,40,98,0.21557,0.39922
1992,Brandenburg,Couple without children,3 rooms,0.53449,38,38,0.37376,0.69522
1992,Brandenburg,Couple with children,3 rooms,0.55960,89,125,0.47222,0.64698
1992,Brandenburg,Couple with children,4 rooms,0.22552,36,125,0.15196,0.29908
1992,Mecklenburg-Western Pomerania,Couple with children,3 rooms,0.47109,48,48,0.32838,0.61379
1992,Saxony,Single-person household,2 rooms,0.56848,47,47,0.42535,0.71161
1992,Saxony,Couple without children,2 rooms,0.29937,46,113,0.21455,0.38419
1992,Saxony,Couple without children,3 rooms,0.46540,67,113,0.37302,0.55778
1992,Saxony,Couple with children,2 rooms,0.13777,33,229,0.09303,0.18251
1992,Saxony,Couple with children,3 rooms,0.39774,105,229,0.33421,0.46127
1992,Saxony,Couple with children,4 rooms,0.31199,91,229,0.25185,0.37213
1992,Saxony-Anhalt,Single-person household,2 rooms,0.58622,32,32,0.41284,0.75960
1992,Saxony-Anhalt,Couple without children,3 rooms,0.45561,42,42,0.30317,0.60806
1992,Saxony-Anhalt,Couple with children,3 rooms,0.43526,79,130,0.34970,0.52082
1992,Saxony-Anhalt,Couple with children,4 rooms,0.26816,51,130,0.19172,0.34461
1992,Thuringa,Couple without children,3 rooms,0.48036,32,32,0.30448,0.65624
1992,Thuringa,Couple with children,3 rooms,0.38555,64,119,0.29773,0.47337
1992,Thuringa,Couple with children,4 rooms,0.30689,55,119,0.22367,0.39010
1993,Lower Saxony,Single-person household,2 rooms,0.36472,39,79,0.25790,0.47155
1993,Lower Saxony,Single-person household,3 rooms,0.35348,40,79,0.24739,0.45957
1993,Lower Saxony,Couple without children,3 rooms,0.30892,51,86,0.21069,0.40714
1993,Lower Saxony,Couple without children,4 rooms,0.26023,35,86,0.16695,0.35350
1993,Lower Saxony,Couple with children,3 rooms,0.24005,58,134,0.16746,0.31264
1993,Lower Saxony,Couple with children,4 rooms,0.23122,40,134,0.15957,0.30288
1993,Lower Saxony,Couple with children,5 rooms,0.25584,36,134,0.18168,0.32999
1993,North Rhine-Westphalia,Single-person household,1 room,0.09957,33,237,0.06137,0.13778
1993,North Rhine-Westphalia,Single-person household,2 rooms,0.44391,118,237,0.38052,0.50730
1993,North Rhine-Westphalia,Single-person household,3 rooms,0.32046,86,237,0.26092,0.37999
1993,North Rhine-Westphalia,Couple without children,2 rooms,0.26122,87,275,0.20921,0.31324
1993,North Rhine-Westphalia,Couple without children,3 rooms,0.40950,129,275,0.35127,0.46773
1993,North Rhine-Westphalia,Couple without children,4 rooms,0.16671,59,275,0.12257,0.21084
1993,North Rhine-Westphalia,Couple with children,2 rooms,0.03880,35,501,0.02187,0.05572
1993,North Rhine-Westphalia,Couple with children,3 rooms,0.29083,196,501,0.25103,0.33064
1993,North Rhine-Westphalia,Couple with children,4 rooms,0.28931,141,501,0.24957,0.32906
1993,North Rhine-Westphalia,Couple with children,5 rooms,0.21293,92,501,0.17705,0.24882
1993,North Rhine-Westphalia,Couple with children,6 rooms,0.08133,37,501,0.05737,0.10529
1993,Hesse,Couple without children,2 rooms,0.18030,32,120,0.11123,0.24937
1993,Hesse,Couple without children,3 rooms,0.39004,57,120,0.30240,0.47768
1993,Hesse,Couple without children,4 rooms,0.22278,31,120,0.14801,0.29754
1993,Hesse,Couple with children,3 rooms,0.29690,71,114,0.21266,0.38114
1993,Hesse,Couple with children,4 rooms,0.26500,43,114,0.18363,0.34638
1993,"Rhineland-Palatinate, Saarland",Couple with children,4 rooms,0.26803,39,39,0.12719,0.40886
1993,Baden-Wuerttemberg,Single-person household,2 rooms,0.23653,49,102,0.15365,0.31940
1993,Baden-Wuerttemberg,Single-person household,3 rooms,0.37199,53,102,0.27773,0.46626
1993,Baden-Wuerttemberg,Couple without children,2 rooms,0.11899,41,160,0.06866,0.16932
1993,Baden-Wuerttemberg,Couple without children,3 rooms,0.39942,76,160,0.32329,0.47555
1993,Baden-Wuerttemberg,Couple without children,4 rooms,0.27161,43,160,0.20247,0.34075
1993,Baden-Wuerttemberg,Couple with children,3 rooms,0.26560,138,324,0.21744,0.31377
1993,Baden-Wuerttemberg,Couple with children,4 rooms,0.24282,99,324,0.19606,0.28958
1993,Baden-Wuerttemberg,Couple with children,5 rooms,0.18352,55,324,0.14131,0.22574
1993,Baden-Wuerttemberg,Couple with children,6 rooms,0.12514,32,324,0.08906,0.16123
1993,Bavaria,Single-person household,1 room,0.17060,35,159,0.11195,0.22926
1993,Bavaria,Single-person household,2 rooms,0.30671,64,159,0.23481,0.37862
1993,Bavaria,Single-person household,3 rooms,0.33178,60,159,0.25836,0.40520
1993,Bavaria,Couple without children,2 rooms,0.18784,44,155,0.12615,0.24953
1993,Bavaria,Couple without children,3 rooms,0.33682,67,155,0.26217,0.41147
1993,Bavaria,Couple without children,4 rooms,0.21789,44,155,0.15269,0.28309
1993,Bavaria,Couple with children,3 rooms,0.25912,103,279,0.20761,0.31062
1993,Bavaria,Couple with children,4 rooms,0.26304,88,279,0.21129,0.31480
1993,Bavaria,Couple with children,5 rooms,0.20126,55,279,0.15413,0.24840
1993,Bavaria,Couple with children,6 rooms,0.11873,33,279,0.08070,0.15675
1993,Berlin,Single-person household,2 rooms,0.55642,48,48,0.41438,0.69845
1993,Berlin,Couple without children,3 rooms,0.52987,40,40,0.37323,0.68652
1993,Berlin,Couple with children,3 rooms,0.48501,54,92,0.38232,0.58769
1993,Berlin,Couple with children,4 rooms,0.26965,38,92,0.17847,0.36083
1993,Brandenburg,Couple without children,3 rooms,0.52085,41,41,0.36604,0.67567
1993,Brandenburg,Couple with children,3 rooms,0.51304,75,108,0.41833,0.60775
1993,Brandenburg,Couple with children,4 rooms,0.21356,33,108,0.13591,0.29122
1993,Mecklenburg-Western Pomerania,Couple with children,3 rooms,0.38441,38,38,0.22766,0.54115
1993,Saxony,Single-person household,2 rooms,0.57903,45,45,0.43314,0.72491
1993,Saxony,Couple without children,2 rooms,0.32898,51,117,0.24347,0.41448
1993,Saxony,Couple without children,3 rooms,0.43288,66,117,0.34271,0.52305
1993,Saxony,Couple with children,3 rooms,0.43247,109,188,0.36146,0.50348
1993,Saxony,Couple with children,4 rooms,0.29488,79,188,0.22952,0.36024
1993,Saxony-Anhalt,Couple without children,3 rooms,0.47530,42,42,0.32244,0.62817
1993,Saxony-Anhalt,Couple with children,3 rooms,0.46140,77,122,0.37257,0.55022
1993,Saxony-Anhalt,Couple with children,4 rooms,0.24307,45,122,0.16664,0.31950
1993,Thuringa,Couple with children,3 rooms,0.39163,64,115,0.30203,0.48124
1993,Thuringa,Couple with children,4 rooms,0.29121,51,115,0.20781,0.37461
1994,Lower Saxony,Single-person household,2 rooms,0.34710,37,78,0.24077,0.45344
1994,Lower Saxony,Single-person household,3 rooms,0.34466,41,78,0.23851,0.45082
1994,Lower Saxony,Couple without children,3 rooms,0.27847,47,86,0.18318,0.37377
1994,Lower Saxony,Couple without children,4 rooms,0.26288,39,86,0.16930,0.35646
1994,Lower Saxony,Couple with children,3 rooms,0.25298,59,99,0.16691,0.33904
1994,Lower Saxony,Couple with children,4 rooms,0.25813,40,99,0.17148,0.34477
1994,North Rhine-Westphalia,Single-person household,1 room,0.09517,32,229,0.05708,0.13327
1994,North Rhine-Westphalia,Single-person household,2 rooms,0.44788,118,229,0.38333,0.51243
1994,North Rhine-Westphalia,Single-person household,3 rooms,0.31132,79,229,0.25122,0.37142
1994,North Rhine-Westphalia,Couple without children,2 rooms,0.22489,83,281,0.17599,0.27380
1994,North Rhine-Westphalia,Couple without children,3 rooms,0.44208,137,281,0.38391,0.50025
1994,North Rhine-Westphalia,Couple without children,4 rooms,0.17565,61,281,0.13108,0.22022
1994,North Rhine-Westphalia,Couple with children,3 rooms,0.28509,190,440,0.24286,0.32732
1994,North Rhine-Westphalia,Couple with children,4 rooms,0.26606,123,440,0.22472,0.30740
1994,North Rhine-Westphalia,Couple with children,5 rooms,0.21448,88,440,0.17609,0.25288
1994,North Rhine-Westphalia,Couple with children,6 rooms,0.09229,39,440,0.06522,0.11937
1994,Hesse,Single-person household,2 rooms,0.36790,38,70,0.25411,0.48168
1994,Hesse,Single-person household,3 rooms,0.34277,32,70,0.23078,0.45477
1994,Hesse,Couple without children,3 rooms,0.36074,50,84,0.25742,0.46405
1994,Hesse,Couple without children,4 rooms,0.25177,34,84,0.15839,0.34515
1994,Hesse,Couple with children,3 rooms,0.29722,70,110,0.21142,0.38302
1994,Hesse,Couple with children,4 rooms,0.25285,40,110,0.17126,0.33445
1994,"Rhineland-Palatinate, Saarland",Couple without children,3 rooms,0.32951,31,31,0.16131,0.49771
1994,"Rhineland-Palatinate, Saarland",Couple with children,4 rooms,0.26399,36,36,0.11795,0.41002
1994,Baden-Wuerttemberg,Single-person household,2 rooms,0.26787,50,99,0.18019,0.35555
1994,Baden-Wuerttemberg,Single-person household,3 rooms,0.36274,49,99,0.26755,0.45793
1994,Baden-Wuerttemberg,Couple without children,2 rooms,0.16855,49,169,0.11195,0.22516
1994,Baden-Wuerttemberg,Couple without children,3 rooms,0.33355,73,169,0.26225,0.40484
1994,Baden-Wuerttemberg,Couple without children,4 rooms,0.28136,47,169,0.21336,0.34935
1994,Baden-Wuerttemberg,Couple with children,3 rooms,0.27656,141,319,0.22740,0.32572
1994,Baden-Wuerttemberg,Couple with children,4 rooms,0.21465,90,319,0.16953,0.25978
