"year","bildungsniveau","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2003","Realschule","6.56","6.5","4522","4","5","8","9","10","6.5","6.62","0","10","7","7"
"2004","(Fach-)Abitur","6.55","6.5","1716","4","5","8","9","10","6.46","6.64","0","10","7","7"
"2004","(noch) kein Abschluss","6.3","6.5","529","3","5","8","10","10","6.1","6.5","0","10","6","7"
"2004","AkademikerIn","6.4","6.5","2873","4","5","8","9","10","6.33","6.47","0","10","7","7"
"2004","Hauptschule","6.59","6.5","6380","4","5","8","9","10","6.54","6.64","0","10","7","7"
"2004","Realschule","6.53","6.5","4453","4","5","8","9","10","6.47","6.59","0","10","7","7"
"2005","(Fach-)Abitur","6.44","6.5","1692","4","5","8","9","10","6.34","6.54","0","10","7","7"
"2005","(noch) kein Abschluss","6.51","6.5","546","3","5","8","10","10","6.31","6.71","0","10","7","7"
"2005","AkademikerIn","6.54","6.5","2840","4","5","8","9","10","6.47","6.61","0","10","7","7"
"2005","Hauptschule","6.55","6.5","5969","4","5","8","9","10","6.5","6.6","0","10","7","7"
"2005","Realschule","6.53","6.5","4295","4","5","8","9","10","6.47","6.59","0","10","7","7"
"2006","(Fach-)Abitur","6.45","6.5","1851","4","5","8","9","10","6.36","6.54","0","10","7","7"
"2006","(noch) kein Abschluss","6.27","5.5","404","4","5","8","9","10","6.06","6.48","0","10","6","7"
"2006","AkademikerIn","6.48","6.5","3176","4","5","8","9","10","6.41","6.55","0","10","7","7"
"2006","Hauptschule","6.6","6.5","6416","4","5","8","9","10","6.55","6.65","0","10","7","7"
"2006","Realschule","6.58","6.5","4605","4","5","8","9","10","6.52","6.64","0","10","7","7"
"2007","(Fach-)Abitur","6.46","6.5","1784","4","5","8","9","10","6.37","6.55","0","10","7","7"
"2007","(noch) kein Abschluss","6.24","6.5","363","3","5","8","9","10","6.02","6.46","0","10","6","7"
"2007","AkademikerIn","6.62","6.5","3095","4","5","8","9","10","6.55","6.69","0","10","7","7"
"2007","Hauptschule","6.65","6.5","5835","4","5","8","9","10","6.6","6.7","0","10","7","7"
"2007","Realschule","6.6","6.5","4386","4","5","8","9","10","6.54","6.66","0","10","7","7"
"2008","(Fach-)Abitur","6.52","6.5","1610","4","5","8","9","10","6.43","6.61","0","10","7","7"
"2008","(noch) kein Abschluss","6.35","5.5","325","4","5","8","9","10","6.13","6.57","0","10","6","7"
"2008","AkademikerIn","6.66","6.5","2967","4","5","8","9","10","6.59","6.73","0","10","7","7"
"2008","Hauptschule","6.65","6.5","5434","4","5","8","9","10","6.6","6.7","0","10","7","7"
"2008","Realschule","6.69","6.5","4187","4","5","8","9","10","6.63","6.75","0","10","7","7"
"2009","(Fach-)Abitur","6.65","6.5","1538","4","5","8","9","10","6.56","6.74","0","10","7","7"
"2009","(noch) kein Abschluss","6.26","5.5","305","4","5","8","9","10","6.02","6.5","0","10","7","7"
"2009","AkademikerIn","6.69","6.5","2909","4","5","8","9","10","6.62","6.76","0","10","7","7"
"2009","Hauptschule","6.65","6.5","4999","4","5","8","9","10","6.6","6.7","0","10","7","7"
"2009","Realschule","6.69","6.5","3963","4","5","8","9","10","6.63","6.75","0","10","7","7"
"2010","(Fach-)Abitur","6.77","6.5","2478","5","5","8","9","10","6.69","6.85","0","10","7","7"
"2010","(noch) kein Abschluss","6.69","6.5","553","3","5","8","10","10","6.49","6.89","0","10","7","7"
"2010","AkademikerIn","6.75","6.5","4181","4","5","8","9","10","6.69","6.81","0","10","7","7"
"2010","Hauptschule","6.68","6.5","6227","4","5","8","9","10","6.63","6.73","0","10","7","7"
"2010","Realschule","6.72","6.5","5784","4","5","8","9","10","6.67","6.77","0","10","7","7"
"2011","(Fach-)Abitur","6.75","6.5","2746","4","5","8","9","10","6.67","6.83","0","10","7","7"
"2011","(noch) kein Abschluss","6.81","6.5","596","4","5","8","10","10","6.64","6.98","0","10","7","7"
"2011","AkademikerIn","6.87","6.5","4590","5","6","8","9","10","6.82","6.92","0","10","7","7"
"2011","Hauptschule","6.71","6.5","6681","4","5","8","9","10","6.66","6.76","0","10","7","7"
"2011","Realschule","6.76","6.5","6245","4","5","8","9","10","6.71","6.81","0","10","7","7"
"2012","(Fach-)Abitur","6.84","6.5","2816","4","6","8","9","10","6.77","6.91","0","10","7","7"
"2012","(noch) kein Abschluss","6.81","6.5","633","4","5","8","10","10","6.64","6.98","0","10","7","7"
"2012","AkademikerIn","6.94","6.5","4790","5","6","8","9","10","6.89","6.99","0","10","7","7"
"2012","Hauptschule","6.8","6.5","6953","4","5","8","9","10","6.75","6.85","0","10","7","7"
"2012","Realschule","6.79","6.5","6437","5","5","8","9","10","6.74","6.84","0","10","7","7"
"2013","(Fach-)Abitur","6.82","6.5","2730","4","6","8","9","10","6.75","6.89","0","10","7","7"
"2013","(noch) kein Abschluss","6.62","6.5","586","4","5","8","10","10","6.44","6.8","0","10","7","7"
"2013","AkademikerIn","6.89","6.5","4762","5","6","8","9","10","6.84","6.94","0","10","7","7"
"2013","Hauptschule","6.8","6.5","6581","4","5","8","9","10","6.75","6.85","0","10","7","7"
"2013","Realschule","6.88","6.5","6262","5","5","8","9","10","6.83","6.93","0","10","7","7"
"2014","(Fach-)Abitur","6.99","6.5","3295","5","6","8","9","10","6.92","7.06","0","10","7","7"
"2014","(noch) kein Abschluss","6.45","6.5","740","3","5","8","10","10","6.29","6.61","0","10","7","7"
"2014","AkademikerIn","6.84","6.5","5070","5","6","8","9","10","6.79","6.89","0","10","7","7"
"2014","Hauptschule","6.79","6.5","6856","4","5","8","9","10","6.74","6.84","0","10","7","7"
"2014","Realschule","6.85","6.5","5980","5","5","8","9","10","6.8","6.9","0","10","7","7"
"2015","(Fach-)Abitur","7.02","6.5","3043","5","6","8","9","10","6.95","7.09","0","10","7","7"
"2015","(noch) kein Abschluss","6.58","6.5","604","3","5","8","10","10","6.41","6.75","0","10","7","7"
"2015","AkademikerIn","6.91","6.5","4798","5","6","8","9","10","6.86","6.96","0","10","7","7"
"2015","Hauptschule","6.84","6.5","6192","4","5","8","9","10","6.79","6.89","0","10","7","7"
"2015","Realschule","6.84","6.5","5660","5","6","8","9","10","6.79","6.89","0","10","7","7"
"2016","(Fach-)Abitur","6.95","6.5","3126","5","6","8","9","10","6.88","7.02","0","10","7","7"
"2016","(noch) kein Abschluss","6.8","6.5","618","4","5","8","10","10","6.63","6.97","0","10","7","7"
"2016","AkademikerIn","6.9","6.5","4923","5","6","8","9","10","6.85","6.95","0","10","7","7"
"2016","Hauptschule","6.81","6.5","5933","4","5","8","9","10","6.76","6.86","0","10","7","7"
"2016","Realschule","6.9","6.5","5288","5","6","8","9","10","6.85","6.95","0","10","7","7"
"2017","(Fach-)Abitur","6.95","6.5","3615","5","6","8","9","10","6.89","7.01","0","10","7","7"
"2017","(noch) kein Abschluss","6.76","6.5","715","4","5","8","10","10","6.6","6.92","0","10","7","7"
"2017","AkademikerIn","6.96","6.5","5578","5","6","8","9","10","6.91","7.01","0","10","7","7"
"2017","Hauptschule","6.83","6.5","6289","5","5","8","9","10","6.78","6.88","0","10","7","7"
"2017","Realschule","6.83","6.5","6194","5","5","8","9","10","6.78","6.88","0","10","7","7"
"2018","(Fach-)Abitur","6.94","6.5","3545","5","6","8","9","10","6.88","7","0","10","7","7"
"2018","(noch) kein Abschluss","6.69","6.5","735","4","5","8","10","10","6.53","6.85","0","10","7","7"
"2018","AkademikerIn","6.89","6.5","5478","5","6","8","9","10","6.84","6.94","0","10","7","7"
"2018","Hauptschule","6.78","6.5","6030","4","5","8","9","10","6.73","6.83","0","10","7","7"
"2018","Realschule","6.82","6.5","5960","5","6","8","9","10","6.77","6.87","0","10","7","7"
"2019","(Fach-)Abitur","7.08","6.5","3659","5","6","8","9","10","7.02","7.14","0","10","7","7"
"2019","(noch) kein Abschluss","6.54","6.5","638","4","5","8","10","10","6.36","6.72","0","10","7","7"
"2019","AkademikerIn","6.96","6.5","6097","5","6","8","9","10","6.91","7.01","0","10","7","7"
"2019","Hauptschule","6.86","6.5","5518","4","5","8","9","10","6.81","6.91","0","10","7","7"
"2019","Realschule","6.9","6.5","6055","5","6","8","9","10","6.85","6.95","0","10","7","7"
"2020","(Fach-)Abitur","7","6.5","3937","5","6","8","9","10","6.94","7.06","0","10","7","8"
"2020","(noch) kein Abschluss","6.56","6.5","769","3","5","8","10","10","6.4","6.72","0","10","7","8"
"2020","AkademikerIn","6.96","6.5","6171","5","6","8","9","10","6.91","7.01","0","10","7","7"
"2020","Hauptschule","6.76","6.5","5323","4","5","8","9","10","6.71","6.81","0","10","7","7"
"2020","Realschule","6.86","6.5","5573","4","5","8","9","10","6.81","6.91","0","10","7","7"
