"year","alter_gr","mean","median","n","lower_confidence","upper_confidence"
"1998","35-65 J.","6.59","6.5","5301","6.54","6.64"
"1998","66 und älter","6.55","6.5","1378","6.43","6.67"
"1999","16-34 J.","6.47","6.5","3090","6.4","6.54"
"1999","35-65 J.","6.5","6.5","5228","6.45","6.55"
"1999","66 und älter","6.56","6.5","1369","6.45","6.67"
"2000","16-34 J.","6.57","6.5","4769","6.51","6.63"
"2000","35-65 J.","6.62","6.5","9787","6.58","6.66"
"2000","66 und älter","6.63","6.5","2734","6.55","6.71"
"2001","16-34 J.","6.55","6.5","4293","6.49","6.61"
"2001","35-65 J.","6.64","6.5","9094","6.6","6.68"
"2001","66 und älter","6.73","6.5","2604","6.65","6.81"
"2002","16-34 J.","6.48","6.5","4054","6.42","6.54"
"2002","35-65 J.","6.54","6.5","9768","6.5","6.58"
"2002","66 und älter","6.56","6.5","2738","6.48","6.64"
"2003","16-34 J.","6.55","6.5","4045","6.49","6.61"
"2003","35-65 J.","6.52","6.5","9554","6.48","6.56"
"2003","66 und älter","6.69","6.5","2818","6.61","6.77"
"2004","16-34 J.","6.57","6.5","3895","6.51","6.63"
"2004","35-65 J.","6.52","6.5","9327","6.48","6.56"
"2004","66 und älter","6.52","6.5","2933","6.44","6.6"
"2005","16-34 J.","6.57","6.5","3814","6.5","6.64"
"2005","35-65 J.","6.5","6.5","8852","6.46","6.54"
"2005","66 und älter","6.53","6.5","2924","6.45","6.61"
"2006","16-34 J.","6.61","6.5","3728","6.55","6.67"
"2006","35-65 J.","6.52","6.5","9609","6.48","6.56"
"2006","66 und älter","6.54","6.5","3411","6.47","6.61"
"2007","16-34 J.","6.72","6.5","3457","6.65","6.79"
"2007","35-65 J.","6.53","6.5","8939","6.49","6.57"
"2007","66 und älter","6.62","6.5","3382","6.55","6.69"
"2008","16-34 J.","6.69","6.5","3137","6.62","6.76"
"2008","35-65 J.","6.59","6.5","8398","6.55","6.63"
"2008","66 und älter","6.71","6.5","3299","6.64","6.78"
"2009","16-34 J.","6.71","6.5","2921","6.64","6.78"
"2009","35-65 J.","6.63","6.5","7942","6.59","6.67"
"2009","66 und älter","6.66","6.5","3174","6.59","6.73"
"2010","16-34 J.","6.83","6.5","5325","6.78","6.88"
"2010","35-65 J.","6.66","6.5","11082","6.62","6.7"
"2010","66 und älter","6.7","6.5","3169","6.63","6.77"
"2011","16-34 J.","6.97","6.5","5157","6.92","7.02"
"2011","35-65 J.","6.71","6.5","12703","6.68","6.74"
"2011","66 und älter","6.66","6.5","3568","6.59","6.73"
"2012","16-34 J.","6.98","6.5","4951","6.93","7.03"
"2012","35-65 J.","6.79","6.5","13181","6.76","6.82"
"2012","66 und älter","6.78","6.5","3963","6.72","6.84"
"2013","16-34 J.","6.96","6.5","4576","6.9","7.02"
"2013","35-65 J.","6.79","6.5","12828","6.76","6.82"
"2013","66 und älter","6.84","6.5","4019","6.78","6.9"
"2014","16-34 J.","7.04","6.5","5273","6.99","7.09"
"2014","35-65 J.","6.76","6.5","13312","6.73","6.79"
"2014","66 und älter","6.8","6.5","3976","6.74","6.86"
"2015","16-34 J.","7.11","6.5","4648","7.05","7.17"
"2015","35-65 J.","6.82","6.5","12344","6.79","6.85"
"2015","66 und älter","6.81","6.5","3964","6.75","6.87"
"2016","16-34 J.","7.02","6.5","4613","6.96","7.08"
"2016","35-65 J.","6.85","6.5","12051","6.82","6.88"
"2016","66 und älter","6.78","6.5","3878","6.72","6.84"
"2017","16-34 J.","7.07","6.5","5179","7.02","7.12"
"2017","35-65 J.","6.82","6.5","13660","6.79","6.85"
"2017","66 und älter","6.8","6.5","4236","6.74","6.86"
"2018","16-34 J.","7.04","6.5","5152","6.99","7.09"
"2018","35-65 J.","6.75","6.5","13056","6.72","6.78"
"2018","66 und älter","6.83","6.5","4271","6.77","6.89"
"2019","16-34 J.","7.17","6.5","4745","7.12","7.22"
"2019","35-65 J.","6.84","6.5","13455","6.81","6.87"
"2019","66 und älter","6.84","6.5","4482","6.78","6.9"
"2020","16-34 J.","7.15","6.5","5594","7.1","7.2"
"2020","35-65 J.","6.8","6.5","12872","6.77","6.83"
"2020","66 und älter","6.79","6.5","4183","6.73","6.85"
